,종목명,2013_E,2013_S,2013_G,2014_E,2014_S,2014_G,Diff_E,Diff_S,Diff_G,업종명,2013_종가,2014_종가,등락률,연도
15,GS건설,4.0,4.0,4.0,3.0,4.0,4.0,-1.0,0.0,0.0,건설업,35800,28100,-0.21508379888268156,"13,14년"
16,GS글로벌,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,유통업,9680,8870,-0.08367768595041322,"13,14년"
17,GS리테일,2.0,1.5,1.5,3.0,1.5,3.0,1.0,0.0,1.5,유통업,29300,24900,-0.15017064846416384,"13,14년"
18,JW중외제약,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,의약품,15400,14800,-0.03896103896103896,"13,14년"
19,JW홀딩스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,기타금융,2680,2395,-0.10634328358208955,"13,14년"
20,KB금융,5.0,5.0,5.0,4.0,3.0,4.0,-1.0,-2.0,-1.0,기타금융,42000,42000,0.0,"13,14년"
21,KC그린홀딩스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,기타금융,10450,10350,-0.009569377990430622,"13,14년"
22,KC코트렐,2.0,1.5,1.5,2.0,1.5,3.0,0.0,0.0,1.5,기계,11250,5820,-0.4826666666666667,"13,14년"
23,KEC,2.0,1.5,1.5,2.0,1.5,3.0,0.0,0.0,1.5,전기전자,1000,1810,0.81,"13,14년"
24,KG케미칼,,1.5,1.5,1.0,1.5,1.5,,0.0,0.0,화학,17500,16550,-0.054285714285714284,"13,14년"
25,KISCO홀딩스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,철강금속,41800,51500,0.23205741626794257,"13,14년"
26,KPX케미칼,3.0,1.5,1.5,2.0,1.5,1.5,-1.0,0.0,0.0,화학,69500,59600,-0.14244604316546763,"13,14년"
27,KPX홀딩스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,화학,48050,81800,0.7023933402705516,"13,14년"
28,KSS해운,2.0,1.5,1.5,3.0,1.5,1.5,1.0,0.0,0.0,운수창고업,10250,14300,0.3951219512195122,"13,14년"
29,KTcs,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,서비스업,3100,2965,-0.043548387096774194,"13,14년"
30,LG,4.0,3.0,1.5,4.0,3.0,1.5,0.0,0.0,0.0,기타금융,62700,63600,0.014354066985645933,"13,14년"
31,LG디스플레이,3.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,1.0,전기전자,24950,31350,0.2565130260521042,"13,14년"
32,LG생활건강,3.0,5.0,4.0,3.0,4.0,4.0,0.0,-1.0,0.0,화학,551000,623000,0.1306715063520871,"13,14년"
33,LG유플러스,4.0,1.5,1.5,4.0,3.0,4.0,0.0,1.5,2.5,통신업,12150,11000,-0.09465020576131687,"13,14년"
34,LG이노텍,3.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,전기전자,85700,84500,-0.014002333722287048,"13,14년"
35,LG전자,3.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,1.0,전기전자,68000,65300,-0.039705882352941174,"13,14년"
36,LG화학,4.0,4.0,3.0,4.0,4.0,3.0,0.0,0.0,0.0,화학,299500,200000,-0.332220367278798,"13,14년"
37,LS,3.0,1.5,1.5,3.0,1.5,1.5,0.0,0.0,0.0,기타금융,79300,59900,-0.244640605296343,"13,14년"
38,LS네트웍스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,유통업,4820,4695,-0.025933609958506226,"13,14년"
39,MH에탄올,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,음식료품,3060,8900,1.908496732026144,"13,14년"
40,NAVER,3.0,3.0,1.5,4.0,3.0,1.5,1.0,0.0,0.0,서비스업,597000,754000,0.2629815745393635,"13,14년"
41,NICE,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,서비스업,12950,17700,0.3667953667953668,"13,14년"
42,NI스틸,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,철강금속,1805,2110,0.16897506925207756,"13,14년"
43,OCI,3.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,-1.0,화학,192000,92000,-0.5208333333333334,"13,14년"
44,S-Oil,4.0,5.0,5.0,5.0,4.0,5.0,1.0,-1.0,0.0,화학,77500,40650,-0.4754838709677419,"13,14년"
45,SBS,3.0,1.5,1.5,3.0,1.5,1.5,0.0,0.0,0.0,서비스업,40050,27100,-0.3233458177278402,"13,14년"
46,SG세계물산,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,유통업,700,615,-0.12142857142857143,"13,14년"
47,SH에너지화학,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,화학,886,1085,0.22460496613995484,"13,14년"
48,SIMPAC,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,철강금속,6310,5900,-0.06497622820919176,"13,14년"
49,SK,2.0,3.0,1.5,2.0,4.0,5.0,0.0,1.0,3.5,기타금융,192500,167000,-0.13246753246753246,"13,14년"
50,SKC,3.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,화학,32200,27500,-0.14596273291925466,"13,14년"
51,SK가스,3.0,3.0,1.5,3.0,3.0,1.5,0.0,0.0,0.0,유통업,74900,139500,0.8624833110814419,"13,14년"
52,SK네트웍스,4.0,3.0,1.5,3.0,4.0,1.5,-1.0,1.0,0.0,유통업,6660,10950,0.6441441441441441,"13,14년"
53,SK이노베이션,2.0,4.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,화학,149000,87500,-0.412751677852349,"13,14년"
54,SK증권,3.0,3.0,1.5,3.0,3.0,1.5,0.0,0.0,0.0,증권,803,932,0.16064757160647572,"13,14년"
55,SK텔레콤,3.0,4.0,4.0,5.0,3.0,4.0,2.0,-1.0,0.0,통신업,227000,267000,0.1762114537444934,"13,14년"
56,SK하이닉스,3.0,5.0,4.0,2.0,4.0,3.0,-1.0,-1.0,-1.0,전기전자,31950,47450,0.48513302034428796,"13,14년"
57,WISCOM,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,화학,4915,5840,0.18819938962360122,"13,14년"
58,가온전선,2.0,1.5,1.5,2.0,3.0,1.5,0.0,1.5,0.0,전기전자,19550,26300,0.3452685421994885,"13,14년"
59,강원랜드,3.0,4.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,서비스업,29150,35000,0.2006861063464837,"13,14년"
60,경농,1.0,1.5,3.0,1.0,1.5,1.5,0.0,0.0,-1.5,화학,3905,4895,0.2535211267605634,"13,14년"
61,경동나비엔,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,전기전자,18150,29050,0.6005509641873278,"13,14년"
62,경방,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,유통업,115500,191000,0.6536796536796536,"13,14년"
63,경인양행,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,화학,4310,5100,0.18329466357308585,"13,14년"
64,경인전자,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,전기전자,15600,20250,0.2980769230769231,"13,14년"
65,계양전기,2.0,3.0,1.5,2.0,1.5,1.5,0.0,-1.5,0.0,기계,3270,3960,0.21100917431192662,"13,14년"
66,고려산업,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,음식료품,1130,2380,1.1061946902654867,"13,14년"
67,고려아연,2.0,1.5,3.0,3.0,1.5,3.0,1.0,0.0,0.0,철강금속,310000,402500,0.29838709677419356,"13,14년"
68,고려제강,1.0,1.5,3.0,2.0,1.5,1.5,1.0,0.0,-1.5,철강금속,36950,52100,0.4100135317997294,"13,14년"
69,광동제약,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,의약품,7290,10350,0.41975308641975306,"13,14년"
70,광명전기,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,전기전자,2350,2395,0.019148936170212766,"13,14년"
71,광전자,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,전기전자,2455,1605,-0.34623217922606925,"13,14년"
72,광주신세계,2.0,3.0,1.5,2.0,3.0,1.5,0.0,0.0,0.0,유통업,262000,308000,0.17557251908396945,"13,14년"
73,교보증권,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,증권,4555,13450,1.9527991218441274,"13,14년"
74,국도화학,2.0,1.5,3.0,1.0,1.5,3.0,-1.0,0.0,0.0,화학,50600,41450,-0.1808300395256917,"13,14년"
75,국동,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,유통업,1605,11500,6.165109034267913,"13,14년"
76,국보,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,운수창고업,11800,11900,0.00847457627118644,"13,14년"
77,국제약품,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,의약품,2120,2440,0.1509433962264151,"13,14년"
78,극동유화,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,화학,23700,23850,0.006329113924050633,"13,14년"
79,금강공업,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,철강금속,14600,60200,3.1232876712328768,"13,14년"
80,금비,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,비금속광물,29250,34000,0.1623931623931624,"13,14년"
81,금양,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,화학,1105,1485,0.3438914027149321,"13,14년"
82,금호전기,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,전기전자,26250,17050,-0.3504761904761905,"13,14년"
83,금호타이어,2.0,1.5,3.0,3.0,3.0,4.0,1.0,1.5,1.0,화학,12400,10700,-0.13709677419354838,"13,14년"
84,기신정기,3.0,1.5,1.5,3.0,1.5,1.5,0.0,0.0,0.0,기계,8000,7430,-0.07125,"13,14년"
85,기업은행,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,은행,12250,15650,0.27755102040816326,"13,14년"
86,깨끗한나라,2.0,1.5,3.0,2.0,1.5,3.0,0.0,0.0,0.0,종이목재,5190,5030,-0.030828516377649325,"13,14년"
87,남선알미늄,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,철강금속,686,1150,0.6763848396501457,"13,14년"
88,남성,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,유통업,7830,12000,0.5325670498084292,"13,14년"
89,남양유업,2.0,1.5,3.0,1.0,1.5,1.5,-1.0,0.0,-1.5,음식료품,867000,686000,-0.20876585928489041,"13,14년"
90,남해화학,1.0,1.5,3.0,2.0,1.5,3.0,1.0,0.0,0.0,화학,7250,8440,0.16413793103448276,"13,14년"
91,넥센,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,화학,74600,87000,0.16621983914209115,"13,14년"
92,넥센타이어,2.0,1.5,3.0,2.0,1.5,3.0,0.0,0.0,0.0,화학,15900,13100,-0.1761006289308176,"13,14년"
93,노루페인트,1.0,1.5,3.0,2.0,1.5,3.0,1.0,0.0,0.0,화학,5400,7060,0.3074074074074074,"13,14년"
94,노루홀딩스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,기타금융,19500,25400,0.30256410256410254,"13,14년"
95,녹십자,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,의약품,131000,137000,0.04580152671755725,"13,14년"
96,녹십자홀딩스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,서비스업,13200,22450,0.7007575757575758,"13,14년"
97,농심,2.0,1.5,3.0,2.0,1.5,3.0,0.0,0.0,0.0,음식료품,257000,267000,0.038910505836575876,"13,14년"
98,농심홀딩스,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,기타금융,76100,125500,0.6491458607095927,"13,14년"
99,다우기술,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,서비스업,14550,11100,-0.23711340206185566,"13,14년"
100,대교,4.0,1.5,1.5,5.0,1.5,1.5,1.0,0.0,0.0,서비스업,6710,7450,0.11028315946348734,"13,14년"
101,대구백화점,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,유통업,16400,15250,-0.0701219512195122,"13,14년"
102,대덕전자,2.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,전기전자,9350,9050,-0.03208556149732621,"13,14년"
103,대동전자,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,전기전자,3200,4465,0.3953125,"13,14년"
104,대림통상,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,기계,4025,4300,0.06832298136645963,"13,14년"
105,대상,1.0,1.5,3.0,1.0,1.5,1.5,0.0,0.0,-1.5,음식료품,34700,41550,0.19740634005763688,"13,14년"
106,대상홀딩스,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,기타금융,7470,20800,1.784471218206158,"13,14년"
107,대성산업,2.0,1.5,1.5,2.0,1.5,3.0,0.0,0.0,1.5,유통업,4300,2490,-0.42093023255813955,"13,14년"
108,대성에너지,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,전기가스업,5710,6350,0.11208406304728546,"13,14년"
109,대성홀딩스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,서비스업,8600,12300,0.43023255813953487,"13,14년"
110,대신증권,4.0,1.5,1.5,3.0,1.5,1.5,-1.0,0.0,0.0,증권,8850,10250,0.15819209039548024,"13,14년"
111,대양금속,,1.5,1.5,1.0,1.5,1.5,,0.0,0.0,철강금속,1120,610,-0.45535714285714285,"13,14년"
112,대영포장,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,종이목재,852,890,0.04460093896713615,"13,14년"
113,대우건설,3.0,4.0,4.0,,4.0,4.0,,0.0,0.0,건설업,8590,6550,-0.23748544819557627,"13,14년"
114,대우부품,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,운수장비,1100,830,-0.24545454545454545,"13,14년"
115,대우조선해양,3.0,3.0,3.0,3.0,1.5,3.0,0.0,-1.5,0.0,운수장비,33450,18300,-0.452914798206278,"13,14년"
116,대웅,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,의약품,37350,51300,0.37349397590361444,"13,14년"
117,대웅제약,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,의약품,83600,69700,-0.16626794258373206,"13,14년"
118,대원강업,2.0,1.5,1.5,2.0,1.5,3.0,0.0,0.0,1.5,운수장비,7510,6420,-0.14513981358189082,"13,14년"
119,대원전선,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,전기전자,778,904,0.16195372750642673,"13,14년"
120,대원제약,2.0,1.5,1.5,3.0,1.5,1.5,1.0,0.0,0.0,의약품,10550,16550,0.5687203791469194,"13,14년"
121,대원화성,1.0,1.5,1.5,2.0,1.5,3.0,1.0,0.0,1.5,화학,1505,2270,0.5083056478405316,"13,14년"
122,대유에이텍,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,운수장비,1130,1885,0.668141592920354,"13,14년"
123,대창,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,철강금속,1060,801,-0.24433962264150944,"13,14년"
124,대창단조,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,운수장비,48300,46450,-0.038302277432712216,"13,14년"
125,대한방직,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,섬유의복,20450,26250,0.28361858190709044,"13,14년"
126,대한유화,1.0,1.5,1.5,1.0,1.5,3.0,0.0,0.0,1.5,화학,74500,78200,0.049664429530201344,"13,14년"
127,대한전선,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,전기전자,2050,1960,-0.04390243902439024,"13,14년"
128,대한제강,2.0,1.5,3.0,2.0,1.5,3.0,0.0,0.0,0.0,철강금속,6590,6210,-0.057663125948406675,"13,14년"
129,대한제당,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,음식료품,28000,32150,0.14821428571428572,"13,14년"
130,대한제분,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,음식료품,143000,198000,0.38461538461538464,"13,14년"
131,대한항공,3.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,-1.0,운수창고업,34050,37950,0.1145374449339207,"13,14년"
132,대한화섬,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,화학,59700,84300,0.4120603015075377,"13,14년"
133,대현,2.0,1.5,1.5,3.0,1.5,1.5,1.0,0.0,0.0,섬유의복,2410,3060,0.2697095435684647,"13,14년"
134,대호에이엘,1.0,1.5,1.5,1.0,1.5,3.0,0.0,0.0,1.5,철강금속,3040,1210,-0.6019736842105263,"13,14년"
135,더존비즈온,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,서비스업,9960,7040,-0.2931726907630522,"13,14년"
136,덕성,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,화학,3235,2570,-0.20556414219474498,"13,14년"
137,덕양산업,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,운수장비,20000,3770,-0.8115,"13,14년"
138,도화엔지니어링,3.0,1.5,1.5,2.0,1.5,1.5,-1.0,0.0,0.0,서비스업,5200,4305,-0.17211538461538461,"13,14년"
139,동국제강,3.0,1.5,3.0,3.0,1.5,3.0,0.0,0.0,0.0,철강금속,14850,6360,-0.5717171717171717,"13,14년"
140,동남합성,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,화학,33950,34500,0.016200294550810016,"13,14년"
141,동방,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,운수창고업,2570,1880,-0.26848249027237353,"13,14년"
142,동방아그로,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,화학,6400,6410,0.0015625,"13,14년"
143,동부건설,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,건설업,3340,1185,-0.6452095808383234,"13,14년"
144,동성제약,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,의약품,4290,5250,0.22377622377622378,"13,14년"
145,동아쏘시오홀딩스,3.0,1.5,1.5,2.0,1.5,1.5,-1.0,0.0,0.0,기타금융,151000,147000,-0.026490066225165563,"13,14년"
146,동아지질,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,건설업,8730,7910,-0.09392898052691867,"13,14년"
147,동양고속,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,운수창고업,24050,34400,0.4303534303534304,"13,14년"
148,동양생명,3.0,1.5,1.5,3.0,1.5,1.5,0.0,0.0,0.0,보험,11250,11600,0.03111111111111111,"13,14년"
149,동양철관,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,철강금속,1930,1200,-0.37823834196891193,"13,14년"
150,동원F&B,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,음식료품,108500,350500,2.230414746543779,"13,14년"
151,동원금속,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,운수장비,1765,1870,0.059490084985835696,"13,14년"
152,동원산업,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,기타금융,284000,328000,0.15492957746478872,"13,14년"
153,동원수산,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,"농업, 임업 및 어업",14900,7180,-0.5181208053691275,"13,14년"
154,동원시스템즈,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,화학,7000,27800,2.9714285714285715,"13,14년"
155,동일산업,2.0,1.5,1.5,2.0,1.5,3.0,0.0,0.0,1.5,철강금속,52700,63200,0.19924098671726756,"13,14년"
156,동화약품,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,의약품,5570,6100,0.09515260323159784,"13,14년"
157,두산,5.0,4.0,5.0,4.0,4.0,4.0,-1.0,0.0,-1.0,기타금융,142000,111000,-0.21830985915492956,"13,14년"
158,디씨엠,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,철강금속,11650,15650,0.34334763948497854,"13,14년"
159,디아이,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,의료정밀,10000,7680,-0.232,"13,14년"
160,디아이씨,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,운수장비,4865,6540,0.3442959917780062,"13,14년"
161,락앤락,3.0,1.5,1.5,3.0,1.5,1.5,0.0,0.0,0.0,화학,27650,11400,-0.5877034358047016,"13,14년"
162,롯데손해보험,3.0,3.0,1.5,3.0,4.0,1.5,0.0,1.0,0.0,보험,3005,2915,-0.029950083194675542,"13,14년"
163,롯데쇼핑,3.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,유통업,402500,296500,-0.26335403726708073,"13,14년"
164,롯데케미칼,3.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,1.0,화학,217500,145000,-0.3333333333333333,"13,14년"
165,롯데하이마트,4.0,3.0,1.5,4.0,3.0,1.5,0.0,0.0,0.0,유통업,83500,66100,-0.20838323353293414,"13,14년"
166,마니커,,1.5,1.5,1.0,1.5,1.5,,0.0,0.0,음식료품,699,576,-0.1759656652360515,"13,14년"
167,만호제강,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,철강금속,15200,19350,0.2730263157894737,"13,14년"
168,메리츠금융지주,3.0,1.5,1.5,3.0,1.5,1.5,0.0,0.0,0.0,기타금융,5450,9430,0.7302752293577982,"13,14년"
169,명문제약,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,의약품,2485,2655,0.06841046277665996,"13,14년"
170,모나리자,1.0,1.5,3.0,1.0,1.5,1.5,0.0,0.0,-1.5,종이목재,2645,3170,0.19848771266540643,"13,14년"
171,모나미,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,유통업,2250,3715,0.6511111111111111,"13,14년"
172,모토닉,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,운수장비,9530,13000,0.3641133263378804,"13,14년"
173,무림P&P,2.0,1.5,3.0,1.0,1.5,3.0,-1.0,0.0,0.0,종이목재,6250,4930,-0.2112,"13,14년"
174,무림페이퍼,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,종이목재,2395,2340,-0.022964509394572025,"13,14년"
175,무학,2.0,1.5,1.5,3.0,1.5,1.5,1.0,0.0,0.0,음식료품,19200,33800,0.7604166666666666,"13,14년"
176,문배철강,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,철강금속,1860,1995,0.07258064516129033,"13,14년"
177,미래산업,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,의료정밀,358,157,-0.5614525139664804,"13,14년"
178,미래에셋증권,3.0,3.0,1.5,3.0,3.0,1.5,0.0,0.0,0.0,증권,35800,45950,0.2835195530726257,"13,14년"
179,미원상사,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,화학,192000,166500,-0.1328125,"13,14년"
180,미원화학,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,화학,33700,36250,0.07566765578635015,"13,14년"
181,방림,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,섬유의복,11500,22700,0.9739130434782609,"13,14년"
182,백광산업,1.0,1.5,3.0,2.0,1.5,3.0,1.0,0.0,0.0,화학,3760,2925,-0.2220744680851064,"13,14년"
183,백산,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,화학,5900,4550,-0.2288135593220339,"13,14년"
184,벽산,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,비금속광물,2590,6340,1.4478764478764479,"13,14년"
185,보락,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,화학,2800,3100,0.10714285714285714,"13,14년"
186,보해양조,,1.5,1.5,1.0,1.5,1.5,,0.0,0.0,음식료품,733,1390,0.8963165075034106,"13,14년"
187,부광약품,3.0,1.5,1.5,3.0,1.5,1.5,0.0,0.0,0.0,의약품,14450,19950,0.3806228373702422,"13,14년"
188,부국증권,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,증권,14100,14850,0.05319148936170213,"13,14년"
189,부국철강,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,철강금속,2075,2290,0.10361445783132531,"13,14년"
190,부산산업,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,비금속광물,17350,22550,0.29971181556195964,"13,14년"
191,부산주공,2.0,1.5,1.5,2.0,1.5,3.0,0.0,0.0,1.5,운수장비,1405,2390,0.701067615658363,"13,14년"
192,비상교육,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,서비스업,12400,8100,-0.3467741935483871,"13,14년"
193,빙그레,2.0,3.0,1.5,2.0,3.0,1.5,0.0,0.0,0.0,음식료품,89500,82700,-0.07597765363128492,"13,14년"
194,사조산업,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,"농업, 임업 및 어업",29550,37550,0.2707275803722504,"13,14년"
195,사조오양,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,음식료품,7450,8900,0.19463087248322147,"13,14년"
196,삼부토건,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,건설업,5260,5020,-0.045627376425855515,"13,14년"
