종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"082640","동양생명","KOSPI","보험","6960","-30","-0.43","1123055751600"
"001525","동양우","KOSPI","비금속광물","8040","-160","-1.95","4966557240"
"008970","동양철관","KOSPI","철강금속","1500","25","1.69","178327935000"
"092780","동양피스톤","KOSPI","운수장비","10150","-900","-8.14","133659869000"
"049770","동원F&B","KOSPI","음식료품","210500","5000","2.43","812345602000"
"018500","동원금속","KOSPI","운수장비","1000","-30","-2.91","46754933000"
"006040","동원산업","KOSPI","농업, 임업 및 어업","227000","-3500","-1.52","834824507000"
"030720","동원수산","KOSPI","농업, 임업 및 어업","9160","-390","-4.08","42628853800"
"014820","동원시스템즈","KOSPI","화학","59600","-3600","-5.70","1526863255600"
"014825","동원시스템즈우","KOSPI","화학","34350","-850","-2.41","9115047300"
"163560","동일고무벨트","KOSPI","화학","8400","10","0.12","116760000000"
"004890","동일산업","KOSPI","철강금속","111000","1500","1.37","269198865000"
"002690","동일제강","KOSPI","철강금속","3585","-15","-0.42","53775000000"
"000020","동화약품","KOSPI","의약품","19600","1750","9.80","547456812000"
"000150","두산","KOSPI","서비스업","93000","-6600","-6.63","1536716655000"
"000157","두산2우B","KOSPI","서비스업","116500","-2500","-2.10","104038927000"
"241560","두산밥캣","KOSPI","기계","38900","-1150","-2.87","3899692557400"
"000155","두산우","KOSPI","서비스업","67000","-2200","-3.18","267762954000"
"042670","두산인프라코어","KOSPI","기계","9150","-410","-4.29","727632595200"
"034020","두산중공업","KOSPI","기계","19700","-850","-4.14","10176475787500"
"336260","두산퓨얼셀","KOSPI","전기전자","49750","-2150","-4.14","3258312868500"
"33626K","두산퓨얼셀1우","KOSPI","전기전자","15750","-450","-2.78","210486150000"
"33626L","두산퓨얼셀2우B","KOSPI","전기전자","20500","-500","-2.38","61219150000"
"016740","두올","KOSPI","운수장비","4970","-260","-4.97","164341399600"
"192650","드림텍","KOSPI","전기전자","10000","-350","-3.38","653432710000"
"024090","디씨엠","KOSPI","철강금속","18550","-250","-1.33","217035000000"
"003160","디아이","KOSPI","의료정밀","7380","-400","-5.14","232446273300"
"092200","디아이씨","KOSPI","운수장비","5450","-150","-2.68","211942701050"
"377190","디앤디플랫폼리츠","KOSPI","서비스업","5260","-20","-0.38","338744000000"
"013570","디와이","KOSPI","기타금융","5140","-130","-2.47","135282913620"
"210540","디와이파워","KOSPI","기계","12900","-350","-2.64","142438033200"
"007340","디티알오토모티브","KOSPI","전기전자","45900","-900","-1.92","458724829500"
"026890","디피씨","KOSPI","전기전자","14350","-100","-0.69","598081811250"
"115390","락앤락","KOSPI","화학","11450","0","0.00","606937455100"
"032350","롯데관광개발","KOSPI","서비스업","20450","-550","-2.62","1416687287900"
"089860","롯데렌탈","KOSPI","서비스업","38650","-950","-2.40","1415906534950"
"330590","롯데리츠","KOSPI","서비스업","5530","-10","-0.18","1343617928520"
"000400","롯데손해보험","KOSPI","보험","1845","-45","-2.38","572570510400"
"023530","롯데쇼핑","KOSPI","유통업","100500","-2000","-1.95","2843019877500"
"004000","롯데정밀화학","KOSPI","화학","90500","-700","-0.77","2334900000000"
"286940","롯데정보통신","KOSPI","서비스업","35300","-800","-2.22","543490484300"
"280360","롯데제과","KOSPI","음식료품","126000","-1000","-0.79","808506342000"
"004990","롯데지주","KOSPI","기타금융","33100","-600","-1.78","3472495744700"
"00499K","롯데지주우","KOSPI","기타금융","51200","-1800","-3.40","50566297600"
