회사명,거래소코드,회계년도,[공통]자산(*)(IFRS),[공통]   배당금(*)(IFRS),[공통]부채비율(IFRS),[공통]자기자본구성비율(IFRS),[공통]매출액증가율(IFRS),[공통]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[공통]PBR(최고)(IFRS),[공통]PBR(최저)(IFRS),[공통]매출액(요약)
(주)대웅제약,069620,2022/12,1374022214,6641525,108.23,48.02,10.05,92493752,4.76,3.09,1161254
(주)대유에이텍,002880,2022/12,421159049,0,449.44,18.2,17.45,24506274,2.3,0.97,492215
(주)대유플러스,000300,2022/12,266382911,0,377.31,20.95,-34.72,-30219845,3.3,1.65,104721
(주)대창,012800,2022/12,562912422,0,148.83,40.19,10.03,21559124,1,0.45,654318
(주)대한항공,003490,2022/12,28065730615,277054096,204.21,32.87,53.23,5368435223,1.38,0.86,13412725
(주)대현,016090,2022/12,297649820,4871054,22.67,81.52,10.91,21770390,0.6,0.35,319305
(주)대호에이엘,069460,2022/12,157016307,0,107.63,48.16,21.36,5065643,2.97,0.88,174037
(주)더메디팜,118000,2022/12,129648762,0,31.05,76.3,19.26,-3117778,1.78,0.54,19098
(주)더블유게임즈,192080,2022/12,723165536,9974571,12.63,88.79,-3.04,41857987,1.74,1.06,206870
(주)더존비즈온,012510,2022/12,823154130,7195729,93.49,51.68,-5.13,71980918,6.34,2.35,297680
(주)덕성,004830,2022/12,120573135,709870,45.83,68.57,9.17,9587428,3.7,0.86,116400
(주)덴티움,145720,2022/12,605644843,2587167,86.87,53.51,26.67,64124596,3.71,1.83,285311
(주)도화엔지니어링,002150,2022/12,495800634,9322831,79.39,55.74,-5.79,18627523,1.63,0.91,550919
(주)동남합성,023450,2022/12,92085226,1050875,84.07,54.33,20.65,12891622,4.81,3.76,193401
(주)동방,004140,2022/12,517263612,0,336.31,22.92,27.66,43300666,1.86,0.87,728039
(주)동방아그로,007590,2022/12,215451170,3101504,43.86,69.51,9.6,6450283,0.82,0.56,146246
(주)동서,026960,2022/12,1605210800,72030942,4.9,95.33,4.06,82688581,2.15,1.32,516899
(주)동성케미컬,102260,2022/12,482177264,9731145,41.07,70.88,41.07,43869259,0.81,0.58,529993
(주)동아지질,028100,2022/12,371930624,6926323,67.56,59.68,-8.01,31470461,1.4,0.79,266283
(주)동양,001520,2022/12,926206557,7814000,20.84,82.75,18.59,-14789063,0.55,0.29,625318
(주)동양고속,084670,2022/12,165071359,0,120.47,45.36,28.65,-4815792,0.81,0.49,104226
(주)동원에프앤비,049770,2022/12,1442896840,13506934,99.31,50.17,5.96,54332944,1.09,0.69,1876232
(주)두산,000150,2022/12,5012811344,35772341,57.46,63.51,11.34,-101565274,0.91,0.42,1077195
(주)두올,016740,2022/12,287289681,2597581,67.92,59.55,0.42,21045635,0.89,0.42,227240
(주)드림텍,192650,2022/12,389586094,13364690,49.51,66.89,15.89,44664508,3.46,2.49,641554
(주)디비아이엔씨,012030,2022/12,428747549,0,39.43,71.72,24.84,25600546,0.78,0.45,347589
(주)디아이,003160,2022/12,217873583,2589679,66.51,60.06,-18.32,7443914,2.66,1.02,151824
(주)디아이씨,092200,2022/12,398240294,0,468.71,17.58,15.51,66376795,3.56,1.62,472805
(주)디알비동일,004840,2022/12,262339726,770895,33.4,74.96,-57.34,-3594714,0.67,0.38,40848
(주)디엔오토모티브,007340,2022/12,1632577263,17236250,144.8,40.85,228.58,57370278,1.36,0.75,772332
(주)디지비금융지주,139130,2022/12,4354003044,109945000,34.59,74.3,26.38,348922125,0.55,0.36,247370
(주)락앤락,115390,2022/12,567175879,15060133,12.32,89.03,-6.41,79075792,1.32,0.6,227923
(주)마니커,027740,2022/12,170180863,0,242.01,29.24,26.58,-3976276,3.51,1.41,320679
(주)메리츠금융지주,138040,2022/12,2683516183,12720000,66.05,60.22,-38.28,-39466400,4.7,1.68,157123
(주)메타랩스,090370,2022/12,84868537,0,10.17,90.77,-27.5,-799299,4.9,0,11638
(주)모나리자,012690,2022/12,97794376,1828039,26,79.37,13.6,6565473,2.54,1.32,120870
(주)모나미,005360,2022/12,166227997,1322811,106.08,48.53,14.06,-10651194,1.4,0.69,111087
(주)모토닉,009680,2022/12,463199227,8651050,7.81,92.75,14.17,20196623,0.84,0.57,223860
(주)무학,033920,2022/12,597841141,6091980,25.43,79.72,21.62,28101613,0.75,0.27,148219
(주)미래아이앤지,007120,2022/12,96334886,0,41.02,70.91,64.31,5844313,1.16,0.44,12829
(주)바이오노트,377740,2022/12,1096584391,49919264,4.74,95.48,-23.37,253453608,1.1,0.79,475159
(주)방림,003610,2022/09,241989773,1637874,20.17,83.21,6.98,303481,1.08,0.51,93315
(주)백산,035150,2022/12,266024191,3510750,57.6,63.45,10.91,40144903,1.95,1.19,226776
(주)벽산,007210,2022/12,462714949,1416735,109.06,47.83,19.03,33413921,1.4,0.54,350833
(주)보락,002760,2022/12,60912252,419300,25.89,79.43,21.81,2548454,2.92,1.67,48435
(주)보령,003850,2022/12,870256643,6586571,72.26,58.05,21.47,26786300,3.17,1.93,722056
(주)비비안,002070,2022/12,192175877,0,108.97,47.85,13.51,-2222885,1.59,0.38,192775
(주)비상교육,100220,2022/12,306759391,1225152,55.64,64.25,24.32,-292829,0.6,0.39,208543
(주)비와이씨,001460,2022/12,657344581,2514275,28.5,77.82,2.99,9126339,0.88,0.57,168169
(주)비지에프,027410,2022/12,1513373776,10528000,3.26,96.84,16.94,22151752,0.38,0.2,49496
(주)비지에프리테일,282330,2022/12,2857090834,70828000,206.8,32.59,12.06,617016113,4.6,2.86,7577773
(주)빙그레,005180,2022/12,743539884,13263000,26.73,78.91,10.92,-29082353,0.99,0.64,1091455
(주)사조대림,003960,2022/12,758321849,2573713,74.39,57.34,20.7,25147515,0.9,0.48,1407385
(주)사조오양,006090,2022/12,343207955,1130728,66.65,60.01,12.24,-16187076,0.59,0.34,369125
(주)삼성출판사,068290,2022/12,211487638,2000000,20.44,83.03,-8.1,19738978,2.09,1.16,51666
(주)삼양사,145990,2022/12,2278458050,12564000,86.53,53.61,12.01,61181670,0.58,0.31,1998768
(주)삼양패키징,272550,2022/12,642309324,11841503,77.87,56.22,3.93,31281547,1.2,0.71,407353
(주)삼양홀딩스,000070,2022/12,2074324604,27104000,15.86,86.31,-40.09,163337111,0.5,0.31,210968
(주)삼영,003720,2022/12,98509521,0,90.01,52.63,6.91,6230540,2.45,1.47,115386
(주)삼원강재,023000,2022/12,293690103,4172695,27.26,78.58,21.39,6224660,0.6,0.41,364111
(주)삼익악기,002450,2022/12,292340683,4051546,51.13,66.17,-10.75,4991982,0.92,0.54,135262
(주)삼일씨엔에스,004440,2022/12,401468204,0,50.66,66.37,0.4,1287541,0.62,0.27,224965
(주)삼천리,004690,2022/12,3604174264,10272075,165.45,37.67,52.81,288837796,1.26,0.27,4008200
(주)상상인증권,001290,2022/12,600349827,0,165.29,37.7,10.55,31736377,0.67,0.35,50863
(주)서연,007860,2022/12,316196307,2170729,1.21,98.81,32.78,7644264,1.05,0.38,20740
(주)서연이화,200880,2022/12,1214063323,4053413,69.44,59.02,14.86,91928629,0.38,0.24,1238493
(주)서원,021050,2022/12,266232857,0,95.42,51.17,5.37,10941811,0.78,0.38,275679
(주)서흥,008490,2022/12,541149356,4447645,69.61,58.96,-7.68,35955939,1.65,1.1,382007
(주)선앤엘,002820,2022/12,479170758,0,120.66,45.32,-1.97,-18960562,0.36,0.19,312134
(주)선진,136490,2022/12,915554063,2377921,114.75,46.57,2.48,14921702,0.94,0.43,1198283
(주)성안,011300,2022/12,115883629,0,300.89,24.94,68.9,-3118088,2.56,0.93,52522
(주)세아베스틸지주,001430,2022/12,1757749084,38540626,15.87,86.3,-67.51,8265846,0.55,0.34,699556
(주)세아제강,306200,2022/12,1465129429,16800000,76.73,56.58,20.33,216043376,0.74,0.31,1801835
(주)세아제강지주,003030,2022/12,794421468,9091037,16.52,85.82,134.09,18653633,1.25,0.58,31361
(주)세아특수강,019440,2022/12,520544283,8344869,58.88,62.94,19.79,10366083,0.74,0.35,760248
(주)세아홀딩스,058650,2022/12,1129395124,13792720,15.49,86.59,6.65,34488565,0.57,0.38,56729
(주)세우글로벌,013000,2022/12,49842667,0,8.79,91.92,-13.36,2873056,1.85,0.74,28066
(주)세원정공,021820,2022/06,298109844,250000,11.94,89.33,-4.74,22360849,0.31,0.31,55616
(주)세이브존아이앤씨,067830,2022/12,573569548,1132939,23.58,80.92,-2.31,30136901,0.36,0.21,119350
(주)세진중공업,075580,2022/12,411876748,8234666,148.85,40.18,63.8,23784712,3.32,1.88,363066
(주)셀트리온,068270,2022/12,5571483130,57183973,33.61,74.84,19.9,27368540,10.83,7,1937469
(주)솔루엠,248070,2022/12,487384549,0,105.78,48.59,49.87,33399625,5.72,3.53,931449
(주)수산인더스트리,126720,2022/12,492299259,8571600,7.81,92.76,1.46,12505026,0.83,0.49,205172
(주)수산중공업,017550,2022/12,181493057,539864,63.19,61.28,16.19,5580811,2.29,1.1,120361
(주)시디즈,134790,2022/12,84677096,671583,33.88,74.7,-4.05,11674907,2.5,1.2,241731
(주)신도리코,029530,2022/12,1001305541,13011018,7.73,92.82,17.05,32028391,0.41,0.33,361239
(주)신성이엔지,011930,2022/12,438118921,0,180.19,35.69,48.57,-24957210,3.77,2.13,489624
(주)신세계,004170,2022/12,8345250728,36887000,110.77,47.44,11.61,485773160,0.69,0.52,1865707
(주)신세계아이앤씨,035510,2022/12,475059173,6572905,31.66,75.96,11.8,18269750,1.02,0.06,588156
(주)신세계인터내셔날,031430,2022/12,1134250211,17850000,59.18,62.82,8.01,96763469,1.86,0.25,1430631
(주)신세계푸드,031440,2022/12,897129700,2904218,207.75,32.49,6.17,20451455,1.17,0.64,1404344
(주)신영와코루,005800,2022/12,385696451,1350000,17.69,84.97,6.53,6308066,0.42,0.03,201338
(주)신원,009270,2022/12,536283517,8068163,135.29,42.5,12.94,52819442,1.37,0.67,982794
(주)신풍,002870,2022/12,82035090,1385319,2.71,97.36,-23.21,-3573946,1.19,0.51,13611
(주)신한금융지주회사,055550,2022/12,37456314000,455215000,40.41,71.22,-3.18,1477913000,0.88,0.66,1715212
(주)신화다이나믹스,001770,2022/12,88291972,121488,71.59,58.28,19.56,14167789,1.16,0.6,125264
(주)신흥,004080,2022/12,131824972,1218798,26.47,79.07,-7.03,5109852,1.83,1.33,117958
(주)쌍방울,102280,2022/12,138384157,0,18.42,84.44,7.09,-9997683,3.55,0.72,98478
(주)쎌마테라퓨틱스,015540,2022/12,16313158,0,671.26,12.97,-20.75,-2333759,74.49,0,7582
(주)쏘카,403550,2022/12,573698840,0,123.16,44.81,31.72,-53184955,3.57,1.82,375330
(주)씨아이테크,004920,2022/12,64399134,0,47.51,67.79,34.56,3615812,1.76,0.76,22844
(주)씨티알모빌리티,308170,2022/12,261045349,0,161.78,38.2,6.94,-1497730,2.26,0.95,295033
(주)아모레퍼시픽,090430,2022/12,5264930130,46969567,8.59,92.09,-17.29,134044742,2.87,1.29,2874462
(주)아모레퍼시픽그룹,002790,2022/12,2253119953,21702762,2.62,97.45,325.25,114713227,2.3,1.02,153492
(주)아센디오,012170,2022/12,72584409,0,127.25,44.01,-14.16,-23125265,3.93,2.09,18502
(주)아이마켓코리아,122900,2022/12,825178689,4719651,114.06,46.72,13.83,60156296,1.08,0.85,2678991
(주)아이에이치큐,003560,2022/12,207307519,0,234.47,29.9,-27.05,10961970,4.56,1.26,42886
(주)알루코,001780,2022/12,457845623,0,105.7,48.61,39.07,-17157424,2.15,0.89,384708
(주)에넥스,011090,2022/12,126885952,0,191.75,34.28,1.29,-6270439,3.99,1.08,202907
(주)에스비에스,034120,2022/12,1223425318,17690068,73.23,57.73,11.3,-316026,1.47,0.74,1012639
(주)에스엠벡셀,010580,2022/12,149584550,0,123.33,44.78,87.18,3616801,4.46,0,136788
(주)에스원,012750,2022/12,1985699161,84525598,34.77,74.2,6.59,262034569,2.16,1.58,2427260
(주)에스제이엠,123700,2022/12,164449836,1560490,11.93,89.34,10.39,8979860,0.58,0.34,74169
(주)에스제이엠홀딩스,025530,2022/12,164567453,2032799,9.66,91.19,-5.42,3143965,0.55,0.28,5772
(주)에스지글로벌,001380,2022/12,179460629,0,49.57,66.86,16.66,12328964,0.85,0.37,65846
(주)에스지세계물산,004060,2022/12,301488493,0,20.76,82.81,8.92,5535761,0.79,0.39,145338
(주)에스피씨삼립,005610,2022/12,988127994,13778879,165.83,37.62,18.62,60623719,2.41,1.64,1624277
(주)에이블씨엔씨,078520,2022/12,177723240,0,44.3,69.3,-3.74,24129512,1.99,0.96,191999
(주)에이엔피,015260,2022/12,109273430,0,192.76,34.16,56.39,-9472836,2.52,1.25,108359
(주)에이프로젠,007460,2022/12,557404688,0,88.45,53.06,-57.09,-40882172,3.34,0,34795
(주)에이프로젠바이오로직스,003060,2022/12,589189697,0,42.84,70.01,30.79,8755196,1,0.45,44534
(주)에이플러스에셋어드바이저,244920,2022/12,204362337,4521539,61.25,62.01,5.33,17636459,1.79,0.93,230018
(주)에프앤에프,383220,2022/12,1329134616,61028386,45.15,68.9,0,344406258,43.85,5.4,1615588
(주)에프앤에프홀딩스,007700,2022/12,1932104799,13674463,0.44,99.56,1358.39,19612357,0.71,0.27,42634
(주)엔씨소프트,036570,2022/12,4341399984,135653693,34.66,74.26,12.79,698486983,4.93,2.28,2401567
(주)엔아이스틸,008260,2022/12,397444643,2860012,111.19,47.35,43.18,42398673,0.97,0.51,355390
(주)엔케이,085310,2022/12,130377788,0,25.6,79.62,3.22,157998,0.96,0.62,71185
(주)엘에스,006260,2022/12,5294493000,42561000,33.31,75.01,70.31,117593000,0.63,0.39,594446
(주)엘에스네트웍스,000680,2022/12,1257451252,0,138.41,41.94,2.31,-3100694,0.65,0.34,229195
(주)엘에프,093050,2022/12,1973686923,19922000,30.04,76.9,11.04,29238254,0.42,0.29,1271909
(주)엘엑스세미콘,108320,2022/12,1282402041,73189350,35.73,73.68,11.61,-83590346,1.89,1.39,2119345
(주)엘엑스인터내셔널,001120,2022/12,3782850589,107903706,63.8,61.05,-1.14,350664004,0.88,0.39,4108362
(주)엘엑스하우시스,108670,2022/12,2059455000,2047000,190.51,34.42,3.66,63391000,1.04,0.47,3065048
(주)엘엑스홀딩스,383800,2022/12,972926000,24099000,1.16,98.85,0,72246000,0.88,0.68,103493
(주)엘지,003550,2022/12,9903973000,474545000,3.81,96.33,7.86,800588000,1.53,1.23,1067525
(주)엘지생활건강,051900,2022/12,4707323720,67129000,14.03,87.7,-23.66,378226858,5.63,2.52,3783321
(주)엘지에너지솔루션,373220,2022/12,23202810000,0,38.16,72.38,26.16,-2392526000,8.96,5.01,10581787
(주)엘지유플러스,032640,2022/12,18621116000,171931000,128.59,43.75,-0.18,3327084000,1.05,0.72,12781569
(주)엘지헬로비전,037560,2022/12,1417169225,9293624,127.13,44.03,8.15,176509413,1.05,0.56,1168287
(주)엘지화학,051910,2022/12,32872824000,783135000,55.99,64.11,14.33,1387508000,3.16,1.78,23403601
(주)엠씨넥스,097520,2022/12,490185292,8842226,48.85,67.18,4.33,50553454,3.32,1.47,853046
(주)영원무역,111770,2022/12,1895028518,67115073,19.52,83.67,48.71,23549063,1.55,1.07,2130649
(주)영원무역홀딩스,009970,2022/12,629118358,35394939,5.76,94.56,110.95,52731800,1.59,1.08,66428
(주)영풍,000670,2022/12,2473854374,17201340,39.7,71.58,34.41,80792455,0.95,0.52,1793609
(주)영흥,012160,2022/12,354149244,0,99.99,50,6.55,-6746579,0.64,0.35,224049
(주)예스코홀딩스,015360,2022/12,555461292,10664473,25.7,79.55,242.21,-45089618,0.57,0.44,67370
(주)오뚜기,007310,2022/12,2525971875,30953943,63.19,61.28,14.3,103101972,1.22,1.02,2759811
(주)오리엔트바이오,002630,2022/03,104952009,0,26.16,79.26,4.31,2351249,2.72,1.16,26276
(주)오리온,271560,2022/12,1228500766,37552348,29.09,77.47,16.32,133773405,5.72,3.55,939113
(주)오리온홀딩스,001800,2022/12,1990027647,42109657,6.55,93.85,10.69,19002769,0.56,0.46,30499
(주)와이지플러스,037270,2022/12,180902229,0,44.83,69.04,16.23,17745842,4.25,2.01,139977
(주)와이투솔루션,011690,2022/12,123749301,0,48.74,67.23,18.41,-842270,4.71,1.08,120011
(주)용평리조트,070960,2022/12,870052435,0,129.44,43.58,-39.36,25295678,0.72,0.38,143188
(주)우리금융지주,316140,2022/12,25113576000,713497000,9.68,91.17,86.28,1180396000,0.54,0.35,1300621
(주)우성,006980,2022/12,178766672,0,14.13,87.62,-83.54,-1195752,0.92,0.37,54662
(주)우신시스템,017370,2022/12,161596199,473862,68.7,59.28,-16.66,14882186,0.8,0.38,112630
(주)우진,105840,2022/12,172646980,2972648,24.49,80.33,11.06,10087456,2.5,1.09,57873
(주)우진아이엔에스,010400,2022/12,111629129,0,19.25,83.86,-6.07,-4828339,0.77,0.42,84046
(주)우진플라임,049800,2022/12,285172713,1000000,179.9,35.73,8.8,25732113,1,0.62,252910
(주)웅진,016880,2022/12,433572566,0,54.58,64.69,19.57,26499064,0.74,0.3,169646
(주)웅진씽크빅,095720,2022/12,675351513,7887816,69.69,58.93,6.5,97098469,1.37,0.81,731150
(주)원림,005820,2022/12,108064249,719891,18.74,84.22,2.35,1931173,0.73,0.47,49863
(주)위스컴,024070,2022/12,125725358,766322,12.83,88.63,7.55,1374029,0.55,0.35,114711
(주)윌비스,008600,2022/12,265930945,0,75.82,56.88,-10.1,2671100,0.84,0.31,188668
(주)유니드,014830,2022/12,1081099768,13277858,68.52,59.34,17.06,-54352575,1.97,0,792570
(주)유니드비티플러스,446070,2022/12,213631275,0,,,,1220966,,,29221
(주)유니온,000910,2022/12,189849502,1951452,68.09,59.49,11.44,3514566,1.18,0.65,108834
(주)유니켐,011330,2022/12,219850861,1440271,94.42,51.44,-8.88,16176807,0.91,0.66,103067
(주)유수홀딩스,000700,2022/12,268363609,9799566,3.51,96.61,8.37,-1860815,0.83,0.54,6822
(주)유유제약,000220,2022/12,168899751,2001735,56.78,63.78,16.21,-11910067,1.99,1.01,106071
(주)유한양행,000100,2022/12,2274482334,27268933,17.19,85.33,6.29,107431718,2.79,2.19,1726365
(주)이노션,214320,2022/12,1090534674,34000000,54.78,64.61,9.59,130189741,1.71,1.16,487631
(주)이마트,139480,2022/12,20129787392,53577000,93.16,51.77,2.88,376690265,0.41,0.22,15486824
(주)이수페타시스,007660,2022/12,462207021,6324642,83.86,54.39,36.79,25807942,2.27,1.21,497213
(주)이수화학,005950,2022/12,992560981,13602978,89.31,52.82,28.65,-53177542,1.89,0.66,1696523
(주)이스타코,015020,2022/12,79791361,0,76.12,56.78,8.02,-1115402,3.89,0.77,7627
(주)이아이디,093230,2022/12,408113214,0,136.53,42.28,16.43,-7818169,4.46,0.39,142433
(주)이엔플러스,074610,2022/12,112480085,0,77.54,56.33,-55.68,8299563,7.15,2.51,22891
(주)이원,017940,2022/12,3658050494,20814304,128.19,43.82,60.45,36292264,0.26,0.18,7593635
(주)이월드,084680,2022/12,431705015,0,75.24,57.06,0.54,16437825,2.06,1,126462
(주)인디에프,014990,2022/12,119611729,0,216.9,31.56,-9.01,3528080,4.8,0,135009
(주)인바이오젠,101140,2022/12,141814848,0,35.82,73.63,8.81,-11505134,2.41,0.41,11404
(주)인스코비,006490,2022/12,85728966,0,48.89,67.16,-0.74,-5060642,6.88,2.49,36076
(주)인팩,023810,2022/12,233019596,1800000,131.96,43.11,13.65,19104478,1.6,0.62,236143
(주)일신석재,007110,2022/12,116167864,0,110.34,47.54,84.19,-2890944,3.59,1.48,137671
(주)잇츠한불,226320,2022/12,395555482,2642503,2.16,97.88,-1.76,-6137474,1.83,0.76,41790
(주)제이에스코퍼레이션,194370,2022/12,305839965,6319346,70.73,58.57,32.98,43797627,2.27,1.04,315833
(주)제일기획,030000,2022/12,1328473794,116470534,88.44,53.07,25.91,110987563,5.4,4.21,1280523
(주)제주은행,006220,2022/12,7311029000,3213000,1300.97,7.14,34.7,114388000,1.06,0.28,275373
(주)제주항공,089590,2022/12,1660894389,0,430.96,18.83,156.9,137149870,4.28,1.5,695616
(주)조비,001550,2022/12,130041760,0,111.52,47.28,75.6,-13746988,2.33,1.19,148555
(주)조흥,002600,2022/12,418548891,3900000,170.21,37.01,27.32,-82702731,0.95,0.66,319395
(주)종근당,185750,2022/12,1097011146,11608529,77.52,56.33,10.37,63957462,2.33,1.51,1472344
(주)종근당바이오,063160,2022/12,312479109,0,111.27,47.33,9.79,-2508616,1.62,0.77,155948
(주)종근당홀딩스,001630,2022/12,430365491,6808700,18.31,84.52,-23.08,13604380,1.12,0.69,27106
(주)주연테크,044380,2022/12,53159039,0,27.96,78.15,-24.46,3693518,2.08,0.8,66668
(주)지누스,013890,2022/12,740602270,9723000,55.04,64.5,-19.04,-39271912,3.17,1.06,269752
(주)지에스,078930,2022/12,6623315000,236777000,19.19,83.9,144.35,462144000,0.88,0.66,563402
(주)지에스글로벌,001250,2022/12,997899096,0,215.13,31.73,25.83,132774596,1.38,0.53,4351245
(주)지에스리테일,007070,2022/12,7951326709,43937000,93.47,51.69,13.22,636632317,0.82,0.62,10569338
(주)지투알,035000,2022/12,95242214,6483058,13.13,88.4,55.51,-186084,1.76,1.26,30072
(주)진도,088790,2022/12,129018388,872567,23.38,81.05,7.63,8714019,0.49,0.27,63417
(주)진양홀딩스,100250,2022/12,241076023,8027804,11.95,89.32,-33.2,6751512,1.22,0.8,14660
(주)진에어,272450,2022/12,771895322,0,607.87,14.13,140.07,175586447,10.37,5.84,593428
(주)천일고속,000650,2022/12,54845658,0,106.06,48.53,28.49,-1529634,3.89,3.23,37703
(주)청호ICT,012600,2022/12,29600651,0,52.4,65.62,22.47,-4136579,2.19,0,21768
(주)체시스,033250,2022/06,70121796,0,139.03,41.84,-30.46,787168,2.26,1.14,24560
(주)카카오,035720,2022/12,10791496255,26201944,52.18,65.71,15.18,879616636,7.65,3.04,2456591
(주)카카오뱅크,323410,2022/12,39516079000,38138000,591.43,14.46,50.79,1878039000,5.04,1.33,1605801
(주)카카오페이,377300,2022/12,2896844434,0,50.59,66.41,19.67,57053406,12.43,2.27,482769
(주)카프로,006380,2022/12,302205592,0,1035.99,8.8,-26.65,-66044512,7.98,2.96,427187
(주)케이씨,029460,2022/12,620348530,4259213,12.48,88.9,28.74,36183385,0.6,0.35,211779
(주)케이씨씨,002380,2022/12,8803079613,51479197,79.22,55.8,18.15,194677668,0.76,0.37,2701706
