회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),부채비율(IFRS),타인자본구성비율(IFRS),자기자본구성비율(IFRS),매출액증가율(IFRS),영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),경상연구개발비(IFRS)(천원),광고 및 판매촉진비(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원),* (정상)영업손익(계산수치)(IFRS)(천원)
(주)대구백화점,006370,2018/12,457145121,41.05,29.11,70.89,0,-11899909,0,14475623,-14496884,-14496884
(주)대덕,008060,2018/12,1122348046,14.53,12.69,87.31,15.34,33831033,0,0,34916646,34916646
(주)대동,000490,2018/12,551959996,205.83,67.3,32.7,4.93,31356254,4750685,0,-750144,-750144
(주)대양금속,009190,2018/12,92308411,191.42,65.69,34.31,-4.53,8961589,0,0,7524766,7524766
(주)대우건설,047040,2018/12,8137774312,269.61,72.94,27.06,-9.95,68841874,14222000,18012000,569489656,569489656
(주)대웅,003090,2018/12,344459714,5.41,5.13,94.87,-12.51,6543599,0,1486323,11960199,11960198
(주)대웅제약,069620,2018/12,1076308746,99.92,49.98,50.02,8.86,53761451,0,60838105,30765389,30765389
(주)대유에이텍,002880,2018/12,370892754,295.3,74.7,25.3,3.05,6894125,0,0,6935428,6935428
(주)대유플러스,000300,2018/12,205919142,113.04,53.06,46.94,63.11,11896886,0,0,23079,23079
(주)대창,012800,2018/12,420495768,141.42,58.58,41.42,2.37,9458629,1628551,0,12767004,12767004
(주)대한항공,003490,2018/12,24368468723,744.67,88.16,11.84,7.15,2581323985,0,0,651023788,651023788
(주)대현,016090,2018/12,258971501,39.5,28.32,71.68,0.92,16871328,0,0,17900258,17900258
(주)대호에이엘,069460,2018/12,88671126,203.41,67.04,32.96,4.82,6647773,0,0,2201648,2201648
(주)더메디팜,118000,2018/12,49381964,166.61,62.49,37.51,44.07,-2723715,0,464528,-4971658,-4971658
(주)더블유게임즈,192080,2018/12,540130693,4.22,4.05,95.95,19.74,75117244,11644408,31782856,76628309,76628309
(주)더존비즈온,012510,2018/12,276070616,55.39,35.64,64.36,10.58,61714297,0,0,52825277,52825277
(주)덕성,004830,2018/12,98321166,56.47,36.09,63.91,-16.91,537629,0,61672,-1663185,-1663185
(주)덴티움,145720,2018/12,435429799,113.28,53.11,46.89,18.94,-4195158,0,4951210,43744173,43744173
(주)도화엔지니어링,002150,2018/12,372821911,49.08,32.92,67.08,0.76,28409837,0,114634,17627147,17627147
(주)동남합성,023450,2018/12,90617452,47.32,32.12,67.88,1.33,16364663,0,0,7973584,7973584
(주)동방,004140,2018/12,466695619,315.16,75.91,24.09,14.62,16810129,0,0,11029583,11029583
(주)동방아그로,007590,2018/12,184778150,39.84,28.49,71.51,0.71,2773738,0,3004113,6771398,6771398
(주)동서,026960,2018/12,1394425636,10.32,9.35,90.65,-1.62,86882827,0,1625831,28764073,28764073
(주)동성케미컬,102260,2018/12,384792114,49.91,33.29,66.71,6.07,13474417,2344021,0,8771120,8771120
(주)동아지질,028100,2018/12,284393541,62.2,38.35,61.65,6.18,53298173,0,0,28657095,28657095
(주)동양,001520,2018/12,913713631,7.06,6.59,93.41,-15.01,38295832,0,0,6903639,6903639
(주)동양고속,084670,2018/12,195267781,69.41,40.97,59.03,-6.76,9414782,0,0,4758000,4758000
(주)동원에프앤비,049770,2018/12,1029298805,88.23,46.87,53.13,4.04,47682217,0,47436579,61576839,61576839
(주)두산,000150,2018/12,4734223086,105.34,51.3,48.7,11.22,80359284,0,0,253362869,253362869
(주)두올,016740,2018/12,219833556,54.96,35.47,64.53,13.41,23325847,0,0,7443578,7443578
(주)드림텍,192650,2018/12,195889565,78.85,44.09,55.91,-17.82,57690185,0,0,20470810,20470810
(주)디비아이엔씨,012030,2018/12,288195834,94.83,48.67,51.33,3.66,9328579,0,7136254,-1044367,-1044367
(주)디아이,003160,2018/12,164688452,42.57,29.86,70.14,-1.06,-4299732,0,0,1016705,1016705
(주)디아이씨,092200,2018/12,542793333,269.1,72.91,27.09,-0.35,31776734,0,0,18921071,18921071
(주)디알비동일,004840,2018/12,274239860,27.44,21.53,78.47,-8.98,13216881,0,142030,1109122,1109122
(주)디엔오토모티브,007340,2018/12,357756951,7.55,7.02,92.98,9.36,69001410,0,154927,10450737,10450737
(주)디지비금융지주,139130,2018/12,3639454240,33.27,24.96,75.04,14.48,60966968,0,0,0,98963383
(주)락앤락,115390,2018/12,616426328,5.88,5.56,94.44,-13.74,21236690,0,0,-5709498,-5709498
(주)마니커,027740,2018/12,191331707,86.06,46.25,53.75,13.54,2924311,0,0,565829,565829
(주)메리츠금융지주,138040,2018/12,1572966862,33.43,25.05,74.95,8.43,129290587,0,0,0,138381218
(주)메타랩스,090370,2018/12,94348739,36.21,26.58,73.42,-31.92,-9602718,0,694713,-11991186,-11991186
(주)모나리자,012690,2018/12,77510035,20.14,16.76,83.24,-3.69,1989757,0,0,-2495867,-2495867
(주)모나미,005360,2018/12,128522683,136.92,57.79,42.21,-2.28,3585941,468459,2532247,3484864,3484865
(주)모토닉,009680,2018/12,433308277,9.11,8.35,91.65,-6.66,20379315,1882595,0,7587292,7587292
(주)무학,033920,2018/12,618960531,22.03,18.05,81.95,-23.25,-14062862,0,45928466,-9066481,-9066481
(주)미래아이앤지,007120,2018/12,57637429,4.41,4.23,95.77,-19.66,-3026903,0,0,-1409595,-1409595
(주)바이오노트,377740,2018/12,,,,,,,,,,
(주)방림,003610,2018/09,224923618,21.13,17.44,82.56,-6.49,3412152,0,0,-871043,-871043
(주)백산,035150,2018/12,240815078,78.95,44.12,55.88,7.26,6535705,0,0,24070803,24070803
(주)벽산,007210,2018/12,370360064,58.85,37.05,62.95,6.7,-4713026,0,0,10341367,10341367
(주)보락,002760,2018/12,53313420,21.83,17.92,82.08,0.92,3377012,0,0,1321976,1321976
(주)보령,003850,2018/12,451316774,75.33,42.97,57.03,8.91,38983685,0,14595299,25025998,25025998
(주)비비안,002070,2018/12,127750313,27.42,21.52,78.48,-1.11,3061254,0,4286647,-72029,-72029
(주)비상교육,100220,2018/12,250292905,17.69,15.03,84.97,6.06,27026932,3035079,10725186,16221969,16221969
(주)비와이씨,001460,2018/12,727890891,78.88,44.1,55.9,0.93,47881109,0,0,19781292,19781292
(주)비지에프,027410,2018/12,1487846481,2.66,2.59,97.41,1446.9,37538937,0,1882000,66091586,66091586
(주)비지에프리테일,282330,2018/12,1435845971,190.47,65.57,34.43,0,345926372,2978000,4865000,190268429,190268429
(주)빙그레,005180,2018/12,648465581,20.05,16.7,83.3,-0.38,69407950,0,0,35304789,35304789
(주)사조대림,003960,2018/12,347712772,74.03,42.54,57.46,-8.65,-6816217,0,504770,15530667,15530667
(주)사조오양,006090,2018/12,308290136,98,49.49,50.51,-4.53,8054203,0,0,12485241,12485241
(주)삼성출판사,068290,2018/12,77341546,12.52,11.13,88.87,0.85,4035939,1078569,1250763,-1107961,-1107962
(주)삼양사,145990,2018/12,1641119232,55.12,35.54,64.46,2.58,28537376,0,0,56905040,56905040
(주)삼양패키징,272550,2018/12,545964474,105.69,51.38,48.62,9.85,42527807,0,0,35011467,35011467
(주)삼양홀딩스,000070,2018/12,1590709925,14.67,12.79,87.21,-9.32,89857596,0,0,45718073,45718073
(주)삼영,003720,2018/12,81963596,78.73,44.05,55.95,2.12,-2369802,0,0,-5339996,-5339996
(주)삼원강재,023000,2018/12,253757378,23.99,19.35,80.65,3.84,10518810,0,0,13144626,13144626
(주)삼익악기,002450,2018/12,311371380,78.74,44.05,55.95,-29.01,-10588767,0,81394,6934955,6934955
(주)삼일씨엔에스,004440,2018/12,338910391,22.57,18.41,81.59,-6.92,15873183,0,0,3734245,3734245
(주)삼천리,004690,2018/12,2592381487,104.8,51.17,48.83,0.59,125819422,69336,0,55291624,55291624
(주)상상인증권,001290,2018/12,468977566,369.2,78.69,21.31,-26.23,148542515,0,0,0,-7811729
(주)서연,007860,2018/12,356717196,4.59,4.39,95.61,20.3,1793362,0,7050,1925326,1925326
(주)서연이화,200880,2018/12,1091946930,65.3,39.5,60.5,0.93,-25210405,0,0,3841642,3841643
(주)서원,021050,2018/12,174438824,117.53,54.03,45.97,0.94,3269316,0,0,7490904,7490904
(주)서흥,008490,2018/12,424342806,85.28,46.03,53.97,10.39,15879287,1090112,0,20543906,20543906
(주)선앤엘,002820,2018/12,498723659,95.11,48.75,51.25,-6.36,14168814,0,0,-5414837,-5414837
(주)선진,136490,2018/12,780044524,123.44,55.24,44.76,7.53,-22085179,0,0,23304778,23304778
(주)성안,011300,2018/12,162602155,80.99,44.75,55.25,42.41,-13981458,344843,0,-4806670,-4806670
(주)세아베스틸지주,001430,2018/12,2667885807,58.86,37.05,62.95,5.96,49202655,0,0,13076975,13076975
(주)세아제강,306200,2018/12,1054118541,,,,,14979000,0,0,11201395,11201395
(주)세아제강지주,003030,2018/12,708156138,6.23,5.86,94.14,-99.35,26259887,0,0,3655659,3655659
(주)세아특수강,019440,2018/12,409085510,30.52,23.39,76.61,-3.91,28460478,0,0,18179600,18179600
(주)세아홀딩스,058650,2018/12,1039184692,13.13,11.61,88.39,23.86,35229497,0,630895,34031400,34031400
(주)세우글로벌,013000,2018/12,45549136,28.69,22.29,77.71,-15.13,5533259,0,0,1528253,1528253
(주)세원정공,021820,2018/06,268318643,13.22,11.67,88.33,2.29,16766050,0,0,-1280514,-1280514
(주)세이브존아이앤씨,067830,2018/12,574690418,32.52,24.54,75.46,-2.51,9112359,0,6439409,33694012,33694012
(주)세진중공업,075580,2018/12,351232399,125.35,55.62,44.38,-16.09,20181632,0,0,7280554,7280553
(주)셀트리온,068270,2018/12,3370639262,29.44,22.74,77.26,3.98,352384457,9437411,0,319413201,319413201
(주)솔루엠,248070,2018/12,323635760,687.13,87.3,12.7,39.87,-17329861,7680450,0,-12712282,-12712282
(주)수산인더스트리,126720,2018/12,195011093,18.41,15.55,84.45,11.81,18845128,0,0,26367298,26367298
(주)수산중공업,017550,2018/12,175148420,82.33,45.16,54.84,-17.39,5267722,3074823,0,-101948,-101948
(주)시디즈,134790,2018/12,72030521,186.58,65.11,34.89,1025.83,6790908,0,0,4303916,4303916
(주)신도리코,029530,2018/12,932011634,7.34,6.84,93.16,-1.35,38007060,3398895,2017553,18032535,18032535
(주)신성이엔지,011930,2018/12,344411291,248.39,71.3,28.7,-63.91,-56053264,0,0,-10522502,-10522502
(주)신세계,004170,2018/12,6089701363,93.93,48.43,51.57,4.43,366246170,0,65630000,242259490,242259490
(주)신세계아이앤씨,035510,2018/12,305761482,59.03,37.12,62.88,16.67,13753810,3216,10857080,14894699,14894699
(주)신세계인터내셔날,031430,2018/12,874767939,82.15,45.1,54.9,16.67,109554564,0,21323703,67848761,67848761
(주)신세계푸드,031440,2018/12,617578691,93.9,48.43,51.57,6.58,28984792,0,0,28045555,28045555
(주)신영와코루,005800,2018/12,329702592,8.18,7.56,92.44,-6,3689006,0,0,1066231,1066231
(주)신원,009270,2018/12,418124203,121.63,54.88,45.12,-2.7,5571573,0,0,8634595,8634595
(주)신풍,002870,2018/12,165094268,216.52,68.41,31.59,6.92,13293055,0,0,11770052,11770052
(주)신한금융지주회사,055550,2018/12,30114232000,39.1,28.11,71.89,49.97,-432466000,0,0,0,1236432000
(주)신화다이나믹스,001770,2018/12,64576396,89.74,47.3,52.7,16.92,6130482,0,1300,3180505,3180505
(주)신흥,004080,2018/12,127556739,38.04,27.56,72.44,0.42,1639863,0,3538983,1104264,1104264
(주)쌍방울,102280,2018/12,383442430,76.79,43.43,56.57,-1.91,954145,0,0,802847,802847
(주)쎌마테라퓨틱스,015540,2018/12,19551849,453.59,81.94,18.06,-30.47,-9103107,1250000,0,-7957360,-7957360
(주)쏘카,403550,2018/12,,,,,,,,,,
(주)씨아이테크,004920,2018/12,29064073,38.04,27.56,72.44,40.13,-1633213,0,0,-2156779,-2156779
(주)씨티알모빌리티,308170,2018/12,188266757,149.56,59.93,40.07,-9.38,11152897,0,0,7204892,7204892
(주)아모레퍼시픽,090430,2018/12,4678941055,10.44,9.45,90.55,1.19,500155935,0,290889000,372274999,372274999
(주)아모레퍼시픽그룹,002790,2018/12,1760509303,2.82,2.75,97.25,-26.84,48366999,0,0,44802728,44802728
(주)아센디오,012170,2018/12,95675654,61.73,38.17,61.83,-75.67,-2562580,0,67651,-11295880,-11295880
(주)아이마켓코리아,122900,2018/12,747474981,95.86,48.94,51.06,-2.56,18287214,0,0,22045268,22045268
(주)아이에이치큐,003560,2018/12,233661063,11.42,10.25,89.75,-14.67,38192142,0,9796645,9379915,9379915
(주)알루코,001780,2018/12,394815945,76.44,43.32,56.68,0.61,18061924,0,0,477432,477432
(주)에넥스,011090,2018/12,153789827,163.55,62.06,37.94,3.29,-3378199,0,0,1788906,1788906
(주)에스비에스,034120,2018/12,901859062,60.84,37.83,62.17,18.27,54655952,3266130,57190125,689948,689948
(주)에스엠벡셀,010580,2018/12,63715894,137.56,57.91,42.09,10.43,6138000,0,0,2497106,2497106
(주)에스원,012750,2018/12,1645982513,31.07,23.7,76.3,3.54,233622971,0,28427505,192728864,192728864
(주)에스제이엠,123700,2018/12,158013091,14.89,12.96,87.04,-14.71,3229783,0,0,-8988086,-8988086
(주)에스제이엠홀딩스,025530,2018/12,161496727,9.94,9.05,90.95,-17.77,2379691,0,0,2723200,2723200
(주)에스지글로벌,001380,2018/12,168763709,48.18,32.51,67.49,-9.94,6939317,0,0,3362816,3362816
(주)에스지세계물산,004060,2018/12,333290661,68.54,40.67,59.33,23.4,-15646869,0,1225949,7317756,7317756
(주)에스피씨삼립,005610,2018/12,594160857,103.24,50.8,49.2,0.61,64853690,0,0,41718024,41718024
(주)에이블씨엔씨,078520,2018/12,361826296,18.58,15.67,84.33,-7.17,-35664781,0,36150085,-17019330,-17019330
(주)에이엔피,015260,2018/12,140750488,112.88,53.03,46.97,3.49,-1040753,0,0,-6374022,-6374022
(주)에이프로젠,007460,2018/12,400893903,99.12,49.78,50.22,11.23,-1385917,0,0,1411391,1411391
(주)에이프로젠바이오로직스,003060,2018/12,211237497,42.59,29.87,70.13,0.33,4737928,0,234310,-929202,-929202
(주)에이플러스에셋어드바이저,244920,2018/12,,,,,,,,,,
(주)에프앤에프홀딩스,007700,2018/12,487248982,24.68,19.79,80.21,15.17,27519653,0,17684033,91239444,91239444
(주)엔씨소프트,036570,2018/12,2882011625,19,15.96,84.04,-1.08,416803086,255456609,64478605,681037305,681037305
(주)엔아이스틸,008260,2018/12,243908883,129.46,56.42,43.58,0.09,31426601,0,0,16483890,16483890
(주)엔케이,085310,2018/12,191389853,51.1,33.82,66.18,-9.34,-7266456,0,0,-19942642,-19942642
(주)엘에스,006260,2018/12,2315648000,12.41,11.04,88.96,109.96,188825000,0,2563000,205226000,205226000
(주)엘에스네트웍스,000680,2018/12,1028330122,121.13,54.78,45.22,-12.78,-8499625,0,0,3101798,3101798
(주)엘에프,093050,2018/12,1506189440,26.97,21.24,78.76,1.84,128296752,0,34658000,110862730,110862730
(주)엘엑스세미콘,108320,2018/12,607248819,36.18,26.57,73.43,14.3,27514347,36054190,0,55686047,55686047
(주)엘엑스인터내셔널,001120,2018/12,2697222673,137.71,57.93,42.07,3.39,34793357,0,0,-21032157,-21032157
(주)엘엑스하우시스,108670,2018/12,2144283000,128.77,56.29,43.71,0.18,103415000,0,27494000,41407000,41407000
(주)엘지,003550,2018/12,9327642000,2.52,2.45,97.55,5.92,372387000,0,72140000,546302000,546302000
(주)엘지생활건강,051900,2018/12,3687211660,31.29,23.83,76.17,7.29,651994142,0,0,761381166,761381166
(주)엘지유플러스,032640,2018/12,13955097000,102.37,50.59,49.41,-1.35,2069906000,0,0,734708000,734708000
(주)엘지헬로비전,037560,2018/12,1933605162,82.53,45.21,54.79,4.6,260632292,0,23265936,68075069,68075069
(주)엘지화학,051910,2018/12,23730578000,43.39,30.26,69.74,11.66,2024847000,0,28903000,1953618000,1953618000
(주)엠씨넥스,097520,2018/12,384934784,137.25,57.85,42.15,0.33,122561948,16663030,0,51760805,51760805
(주)영원무역,111770,2018/12,1642606887,47.17,32.05,67.95,-6.08,73539711,0,980639,95211616,95211616
(주)영원무역홀딩스,009970,2018/12,547679495,7.13,6.66,93.34,34.17,14701046,0,0,15825275,15825276
(주)영풍,000670,2018/12,2282487712,29.1,22.54,77.46,-5.25,104561741,0,150064,-29965600,-29965600
(주)영흥,012160,2018/12,287708838,80.43,44.58,55.42,3.94,5402730,0,0,-4609889,-4609889
(주)예스코홀딩스,015360,2018/12,727060682,29.39,22.72,77.28,-56.15,66839991,0,0,10239755,10239755
(주)오뚜기,007310,2018/12,1654457431,50.53,33.57,66.43,2.29,163311701,0,0,136298400,136298400
(주)오리엔트바이오,002630,2018/03,122842011,111.26,52.67,47.33,33.77,-4593357,0,0,-5400716,-5400716
(주)오리온,271560,2018/12,1163673068,66.74,40.03,59.97,0,122829398,0,17091469,92211127,92211127
(주)오리온홀딩스,001800,2018/12,1915627521,0.52,0.52,99.48,93.5,16342344,0,0,15280577,15280577
(주)와이지플러스,037270,2018/12,110718288,8.6,7.92,92.08,107.88,3462803,0,39362,-358470,-358470
(주)와이투솔루션,011690,2018/12,194151583,80.69,44.66,55.34,-18.76,-2547514,0,0,-18326896,-18326896
(주)용평리조트,070960,2018/12,812458177,96.1,49.01,50.99,-13.5,52429970,0,1128830,24565788,24565788
(주)우성,006980,2018/12,259980661,74.68,42.75,57.25,3.96,-9328182,0,0,-3688132,-3688132
(주)우신시스템,017370,2018/12,181822388,65.66,39.64,60.36,26.85,-26244206,0,0,2476756,2476756
(주)우진,105840,2018/12,168363049,60.82,37.82,62.18,-7.8,4292144,2151392,15571,333967,333967
(주)우진아이엔에스,010400,2018/12,122226861,12.01,10.73,89.27,-5.32,20039935,0,0,18089230,18089230
(주)우진플라임,049800,2018/12,289642089,323.92,76.41,23.59,-24.91,12145023,7001639,0,-11951596,-11951596
(주)웅진,016880,2018/12,604699921,135.07,57.46,42.54,22.39,-49629496,0,0,-55320491,-55320491
(주)웅진씽크빅,095720,2018/12,646417117,105.25,51.28,48.72,2.9,37356785,0,24388089,33342433,33342433
(주)원림,005820,2018/12,91296585,28.81,22.37,77.63,-0.63,-80615,0,0,-1451831,-1451831
(주)위스컴,024070,2018/12,126863316,8.28,7.65,92.35,-4.08,2939934,0,311652,-568803,-568803
(주)윌비스,008600,2018/12,290145728,71.47,41.68,58.32,-11.4,-13702454,0,1164516,8626946,8626946
(주)유니드,014830,2018/12,970504873,71.53,41.7,58.3,2.91,39961900,0,0,31690510,31690510
(주)유니온,000910,2018/12,205670592,92.01,47.92,52.08,5.05,-4260534,0,0,2538835,2538835
(주)유니켐,011330,2018/12,98648446,83.59,45.53,54.47,19.72,-9262758,0,0,9955566,9955566
(주)유수홀딩스,000700,2018/12,276045944,74.86,42.81,57.19,0.94,2831748,0,3211,5074302,5074301
(주)유유제약,000220,2018/12,127622264,54.07,35.09,64.91,0,4807934,0,5456085,4685227,4685227
(주)유한양행,000100,2018/12,1920025482,23.53,19.05,80.95,3.77,80926432,0,0,60940708,60940708
(주)이노션,214320,2018/12,917886919,45.4,31.23,68.77,-0.8,39385066,0,0,38294272,38294272
(주)이마트,139480,2018/12,14138571724,71.81,41.8,58.2,5.6,646319006,0,113352000,489337832,489337832
(주)이수페타시스,007660,2018/12,344652900,91.2,47.7,52.3,10.41,-7298388,0,0,35421376,35421376
(주)이수화학,005950,2018/12,933601363,55.47,35.68,64.32,15.89,7236,0,0,25942690,25942690
(주)이스타코,015020,2018/12,78340146,112.9,53.03,46.97,-83.98,-2223408,0,5301,-658998,-658998
(주)이아이디,093230,2018/12,80902843,9.85,8.97,91.03,43.74,-7500307,0,343375,-3433077,-3433077
(주)이엔플러스,074610,2018/12,85882034,111.57,52.73,47.27,-35.1,-270430,503574,0,-6253287,-6253287
(주)이원,017940,2018/12,2940930983,120.72,54.69,45.31,6.14,190248286,0,13439594,7701627,7701627
(주)이월드,084680,2018/12,263577737,60.73,37.78,62.22,-4.14,5787362,0,53831,4576440,4576440
(주)인디에프,014990,2018/12,137928785,108.67,52.08,47.92,-1.73,3303927,0,1841514,1989310,1989310
(주)인바이오젠,101140,2018/12,24320788,4.15,3.98,96.02,6.92,-1698857,0,0,921474,921474
(주)인스코비,006490,2018/12,48729695,65.66,39.64,60.36,40.78,-3808578,0,0,2388094,2388094
(주)인팩,023810,2018/12,129484915,47.65,32.27,67.73,-11.3,9381360,0,0,-3884850,-3884850
(주)일신석재,007110,2018/12,80179667,57.08,36.34,63.66,2.73,530502,0,305504,1445901,1445901
(주)잇츠한불,226320,2018/12,474332073,8.21,7.59,92.41,-8.81,-10748521,965414,11552332,2736021,2736021
(주)제이에스코퍼레이션,194370,2018/12,180144246,11.44,10.26,89.74,-13.27,12926063,1441969,0,16617445,16617445
(주)제일기획,030000,2018/12,1220020596,82.55,45.22,54.78,12.73,188210420,0,787543,54947129,54947129
(주)제주은행,006220,2018/12,5968175000,1161.79,92.07,7.93,7.6,-16589000,0,0,0,35763000
(주)제주항공,089590,2018/12,1024453309,168.41,62.74,37.26,26.13,142651187,0,0,102277551,102277551
(주)조비,001550,2018/12,94027701,94.87,48.68,51.32,0.94,3896018,0,799415,1894999,1894999
(주)조흥,002600,2018/12,195310138,55.6,35.73,64.27,3.67,13201779,0,0,11369420,11369420
(주)종근당,185750,2018/12,698149449,62.84,38.59,61.41,8.08,45232040,76546154,62874267,78005020,78005020
(주)종근당바이오,063160,2018/12,184519529,24.96,19.98,80.02,5.35,15535534,0,0,7008984,7008984
(주)종근당홀딩스,001630,2018/12,346490425,0.8,0.79,99.21,55.98,9098503,0,160343,14194584,14194584
(주)주연테크,044380,2018/12,58467036,33.92,25.33,74.67,-25.92,-6554642,0,161502,-1496056,-1496056
(주)지누스,013890,2018/12,320613133,175.08,63.65,36.35,-37.11,47656886,0,796869,18525616,18525616
(주)지에스,078930,2018/12,6236061000,17.27,14.73,85.27,2.64,435257000,0,6372000,469410000,469410000
(주)지에스글로벌,001250,2018/12,1037376749,175.97,63.76,36.24,22.07,-10666224,0,358751,40003703,40003703
(주)지에스리테일,007070,2018/12,3911090432,85.97,46.23,53.77,5.13,235381697,0,67731000,139172633,139172633
(주)지투알,035000,2018/12,98158988,5.68,5.38,94.62,-40.54,3693800,0,0,1163929,1163929
(주)진도,088790,2018/12,160381849,52.9,34.6,65.4,-6.34,2011329,0,1389247,7342620,7342620
(주)진양홀딩스,100250,2018/12,237028923,13.14,11.61,88.39,109.78,22747965,0,0,22340777,22340777
(주)진에어,272450,2018/12,519526006,95.17,48.76,51.24,13.77,54735640,0,0,62980928,62980928
(주)천일고속,000650,2018/12,80409027,29.94,23.04,76.96,0.57,-3544591,0,0,-3153332,-3153332
