회사명,거래소코드,회계년도,[공통]자산(*)(IFRS),[공통]   배당금(*)(IFRS),[공통]부채비율(IFRS),[공통]자기자본구성비율(IFRS),[공통]매출액증가율(IFRS),[공통]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[공통]PBR(최고)(IFRS),[공통]PBR(최저)(IFRS),[공통]매출액(요약)
(주)광명전기,017040,2020/12,149581712,650064,51.25,66.12,-9.98,7130296,1.13,0.48,112536
(주)광주신세계,037710,2020/12,784428251,5570033,12.34,89.02,-4.76,50700002,0.42,0.26,147508
(주)국동,005320,2020/12,131882662,1931490,103.36,49.17,43.81,34655143,3.26,0.61,167078
(주)국보,001140,2020/12,74173160,0,137.72,42.07,-8.59,-9671738,4.91,1.02,53289
(주)금비,008870,2020/09,155700474,728550,89.94,52.65,-13.27,7820956,1.08,0.5,79341
(주)금양,001570,2020/12,160123582,0,245.3,28.96,-11.03,6371409,7.46,1.45,120928
(주)금호에이치티,214330,2020/12,333352730,0,46.97,68.04,-18.29,15821335,0.76,0.2,181174
(주)까뮤이앤씨,013700,2020/12,166218114,664684,100.83,49.79,-42.94,-22021730,2.03,0.39,161729
(주)나이스홀딩스,034310,2020/12,473226005,10220982,51.5,66.01,-12.74,20291135,3.1,1.58,38981
(주)남선알미늄,008350,2020/12,276931596,0,59.1,62.85,-17.34,-8945995,5.07,1.85,268475
(주)남성,004270,2020/12,155194452,630084,104.57,48.88,15.79,78075,2.5,0.49,66948
(주)넥센,005720,2020/12,686411169,4777085,17.01,85.46,0.32,30465550,0.61,0.29,353361
(주)노루페인트,090350,2020/12,598656694,5629675,94.44,51.43,-1.66,33506452,0.76,0.31,555014
(주)노루홀딩스,000320,2020/12,363715906,4688975,20.43,83.04,-35.99,5627582,0.6,0.29,19069
(주)녹십자,006280,2020/12,1862558929,17120000,69.3,59.07,7.13,48966925,5.36,1.15,1227761
(주)녹십자홀딩스,005250,2020/12,1080663927,22702000,71.31,58.37,23.97,46977995,4.06,1.2,78785
(주)농심,004370,2020/12,2494167664,23130496,25.8,79.49,10.5,183667171,1.26,0.7,2105700
(주)농심홀딩스,072710,2020/12,561730953,9275528,0.79,99.22,6.46,15001055,0.74,0.5,19291
(주)다우기술,023590,2020/12,973711850,0,75.29,57.05,11.23,61571570,2.17,0.95,246162
(주)다이나믹디자인,145210,2020/12,118202200,0,128.15,43.83,-27.98,-14896512,4.36,0.73,42506
(주)대교,019680,2020/12,791624807,4293192,39.58,71.64,-16.23,40824972,1.35,0.59,586646
(주)대구백화점,006370,2020/12,423699624,832803,45.24,68.85,-10.97,-17701097,0.46,0.15,85152
(주)대덕,008060,2020/12,543387836,10536814,0.78,99.22,-99.45,41277101,1.63,0.88,5793
(주)대동,000490,2020/12,657149258,1658257,167.56,37.38,2.75,24614565,0.88,0.28,637485
(주)대양금속,009190,2020/12,116257053,0,53.44,65.17,-7.32,9205939,7.97,0.75,140495
(주)대우건설,047040,2020/12,8399269137,0,254.38,28.22,-5.62,268136889,0.98,0.41,7637256
(주)대웅,003090,2020/12,371342389,4154857,5.98,94.36,77.97,41514852,14.93,1.11,87608
(주)대웅제약,069620,2020/12,1186735400,6457617,106.02,48.54,-6.01,98363540,7.11,1.57,944752
(주)대유에이텍,002880,2020/12,410369156,0,243.81,29.09,-1.37,15880146,0.98,0.51,370576
(주)대유플러스,000300,2020/12,268592496,0,114.44,46.63,-6.56,376860,1.05,0.43,104127
(주)대창,012800,2020/12,435086312,0,149.32,40.11,2.77,-14211433,0.93,0.36,421320
(주)대한항공,003490,2020/12,24747289887,0,634.47,13.62,-39.76,1440584330,0.93,0.39,7405006
(주)대현,016090,2020/12,252923294,1771292,24.26,80.48,-15.48,12887406,0.55,0.28,253199
(주)대호에이엘,069460,2020/12,101175472,0,269.02,27.1,3.31,-4646912,4.48,1.4,121426
(주)더메디팜,118000,2020/12,126158485,0,69.95,58.84,-19.42,-82884,3.4,0.81,6624
(주)더블유게임즈,192080,2020/12,742191677,5941434,6.1,94.25,19.27,85560323,2.27,0.94,238873
(주)더존비즈온,012510,2020/12,795608437,16777045,103.03,49.25,16.93,103573206,12.36,4.86,303185
(주)덕성,004830,2020/12,101070770,703624,59.11,62.85,28.81,3138334,3.17,0.44,107265
(주)덴티움,145720,2020/12,487487742,1724778,120.88,45.27,-13.85,60752238,2.78,1.35,178843
(주)도화엔지니어링,002150,2020/12,434070188,9323167,65.19,60.53,18.36,34168806,1.35,0.68,609393
(주)동남합성,023450,2020/12,81304054,0,65.86,60.29,-0.9,-15524422,3.9,1.78,124928
(주)동방,004140,2020/12,498604906,0,383.74,20.67,-3.81,12426318,1.15,0.58,555088
(주)동방아그로,007590,2020/12,195029780,3002985,38.51,72.2,3.94,6616043,0.73,0.45,128961
(주)동서,026960,2020/12,1503228153,69070766,8.79,91.92,-0.18,75519799,2.79,1.08,441093
(주)동성케미컬,102260,2020/12,352064774,10998253,50.07,66.63,-23.49,24641779,1.08,0.42,212658
(주)동아지질,028100,2020/12,334346822,0,74.71,57.24,-17.39,24182332,1.17,0.6,314648
(주)동양,001520,2020/12,922000077,8024000,16.84,85.58,15.69,16948522,0.58,0.23,444361
(주)동양고속,084670,2020/12,167446400,0,57,63.69,-40.61,-24014812,0.94,0.59,83399
(주)동원에프앤비,049770,2020/12,1237519545,13506934,101.04,49.74,4.21,105267853,1.56,0.83,1781268
(주)두산,000150,2020/12,5413828678,19894955,104.04,49.01,-24.82,-251731958,0.59,0.21,1549336
(주)두올,016740,2020/12,264851798,2597581,74.39,57.34,15.74,14771992,0.98,0.35,236980
(주)드림텍,192650,2020/12,280387138,6542803,37.34,72.81,-1.95,-11148783,7.04,0.88,401396
(주)디비아이엔씨,012030,2020/12,484253805,0,44.96,68.99,16.53,16455053,0.55,0.28,224893
(주)디아이,003160,2020/12,183399499,2589679,62.42,61.57,47.9,1415050,1.51,0.55,101864
(주)디아이씨,092200,2020/12,382666782,0,4908.25,2,-7.73,95802421,23.99,4.67,351404
(주)디알비동일,004840,2020/12,328532867,963618,50.3,66.54,-4.45,15432811,0.98,0.23,108822
(주)디엔오토모티브,007340,2020/12,364904248,12927188,8.41,92.24,5.41,31508219,0.92,0.64,167728
(주)디지비금융지주,139130,2020/12,3751147802,65967000,27.22,78.61,47.1,169415636,0.46,0.2,181417
(주)락앤락,115390,2020/12,645506636,0,13.93,87.78,4.94,45114579,1.58,0.63,213217
(주)마니커,027740,2020/12,188901086,0,164.39,37.82,-11.08,-25380949,2.5,1.14,215406
(주)메리츠금융지주,138040,2020/12,1889257435,118463000,26.94,78.78,8.18,134281622,1.22,0.57,162801
(주)메타랩스,090370,2020/12,74133956,0,21.68,82.18,7.61,-814945,1.54,0.57,23796
(주)모나리자,012690,2020/12,91311099,2742058,28.23,77.99,-0.7,6661697,5.27,1.87,117131
(주)모나미,005360,2020/12,153165014,1322811,114.08,46.71,-4.36,2739082,2.9,0.45,93093
(주)모토닉,009680,2020/12,440315420,8739432,6.74,93.69,-11.73,26127746,1.33,0.38,178558
(주)무학,033920,2020/12,593285678,0,13.92,87.78,-10.43,8427259,0.47,0.19,136005
(주)미래아이앤지,007120,2020/12,91854945,0,3.2,96.89,-22.82,2884049,0.71,0.39,5773
(주)바이오노트,377740,2020/12,712853300,49958930,35.7,73.69,0,241945091,0,0,631310
(주)방림,003610,2020/09,222212088,1353837,16.21,86.05,-8.65,6012834,0.57,0.25,79948
(주)백산,035150,2020/12,242689362,2365556,80.1,55.52,-15.21,31097958,1.81,0.65,204722
(주)벽산,007210,2020/12,361707069,396686,63.5,61.16,2.63,14498907,0.84,0.28,268645
(주)보락,002760,2020/12,54109129,239600,22.97,81.32,6,2029893,4.35,1.38,38293
(주)보령,003850,2020/12,643556511,4511097,86.69,53.57,3.28,44885073,3.58,1.34,541445
(주)비비안,002070,2020/12,182757634,0,108.55,47.95,-6.31,1123062,1.78,0.05,165674
(주)비상교육,100220,2020/12,266356909,1837727,25.84,79.47,-21,42557532,0.76,0.32,142791
(주)비와이씨,001460,2020/12,664336938,928550,49.19,67.03,-5.13,35065745,0.59,0.25,160911
(주)비지에프,027410,2020/12,1501923856,10528000,2.73,97.35,44.65,33295065,0.37,0.17,51633
(주)비지에프리테일,282330,2020/12,2308304394,41460000,243.77,29.09,3.78,502425017,5.1,3.07,6167809
(주)빙그레,005180,2020/12,713759535,14147000,21.02,82.63,5.87,78821819,1.39,0.61,907529
(주)사조대림,003960,2020/12,629511282,1470753,96.64,50.85,39.17,54361401,0.52,0.26,1086177
(주)사조오양,006090,2020/12,318741896,1413410,72.49,57.98,4.47,31773215,0.57,0.23,327621
(주)삼성출판사,068290,2020/12,151916752,2000000,20.3,83.13,7.03,1331242,2.36,0.82,56764
(주)삼양사,145990,2020/12,1998093566,12564000,82.39,54.83,-1.68,118951238,0.76,0.23,1524770
(주)삼양패키징,272550,2020/12,564504328,14209804,83.43,54.52,-2.1,73184688,1.15,0.57,367569
(주)삼양홀딩스,000070,2020/12,1709356850,17429000,16.9,85.55,96.39,38855146,0.52,0.2,114140
(주)삼영,003720,2020/12,75555606,0,71.24,58.4,5.96,7626105,2.16,0.56,97063
(주)삼원강재,023000,2020/12,257974236,4172695,21.25,82.47,-8.67,11763798,0.58,0.27,245989
(주)삼익악기,002450,2020/12,366451813,4176546,106.91,48.33,-15.12,1666768,1.13,0.51,107889
(주)삼일씨엔에스,004440,2020/12,326398476,0,17.68,84.98,-4.83,11149277,0.65,0.15,186071
(주)삼천리,004690,2020/12,2813959889,10272075,116.61,46.17,-5.64,76650192,0.29,0.17,2394992
(주)상상인증권,001290,2020/12,488256156,0,173.71,36.54,6.54,30840747,0.85,0.46,37114
(주)서연,007860,2020/12,305917622,1085364,1.11,98.9,-14.55,4305829,1.19,0.12,13028
(주)서연이화,200880,2020/12,1109140444,2702275,84.25,54.27,6.17,83677674,0.42,0.08,1024103
(주)서원,021050,2020/12,176243154,0,133,42.92,-6.47,-8019581,2.88,1.19,194684
(주)서흥,008490,2020/12,480415178,5003601,74.26,57.39,21.02,20861767,2.63,1.32,386223
(주)선앤엘,002820,2020/12,413829336,0,108.06,48.06,-10.85,5165702,0.34,0.12,192983
(주)선진,136490,2020/12,806056414,2377921,108.01,48.08,19.28,52778935,0.72,0.31,929637
(주)성안,011300,2020/12,150095224,0,110.02,47.61,-58.34,4838456,0.61,0.22,29613
(주)세아베스틸지주,001430,2020/12,2499180239,2615369,77.02,56.49,-20.85,253896136,0.39,0.13,1394365
(주)세아제강,306200,2020/12,1052052852,7000000,76.74,56.58,-6.25,70165936,0.48,0.14,1150466
(주)세아제강지주,003030,2020/12,715037843,6060692,8.61,92.07,35.09,4751623,0.33,0.12,13300
(주)세아특수강,019440,2020/12,427813823,4639484,39.28,71.8,-19.68,41125119,0.38,0.2,471793
(주)세아홀딩스,058650,2020/12,1106945273,8953335,13.63,88.01,42.35,48289457,0.34,0.19,71490
(주)세우글로벌,013000,2020/12,47098886,0,9.57,91.26,8.44,2360261,2.56,0.72,27452
(주)세원정공,021820,2020/06,278885968,250000,13.24,88.31,3.3,7895176,0.46,0.32,50534
(주)세이브존아이앤씨,067830,2020/12,559381457,1132939,23.74,80.82,-14.63,5975260,0.34,0.15,134723
(주)세진중공업,075580,2020/12,369492169,8328116,145.95,40.66,-5.63,9450577,3.39,0.44,267296
(주)셀트리온,068270,2020/12,4781125289,2675697,39.75,71.56,72.1,319161648,23.36,8.02,1689787
(주)솔루엠,248070,2020/12,246695576,0,222.62,31,18.21,2604493,0,0,745788
(주)수산인더스트리,126720,2020/12,252638069,4000000,19.21,83.89,-3.65,28249247,0,0,174160
(주)수산중공업,017550,2020/12,156189236,514451,61.94,61.75,-21.56,10104941,2.3,0.49,56155
(주)시디즈,134790,2020/12,95773293,503687,96.31,50.94,17.94,20685029,2.97,1.14,227490
(주)신도리코,029530,2020/12,904194397,0,7.16,93.32,-19.03,-13833879,0.44,0.23,322077
(주)신성이엔지,011930,2020/12,366672666,0,107.91,48.1,15.41,14688383,5.13,0.64,366980
(주)신세계,004170,2020/12,7535083634,14755000,108.94,47.86,-6.28,268000818,0.92,0.55,1459802
(주)신세계아이앤씨,035510,2020/12,283666197,2911453,34.23,74.5,5.32,37226917,1.35,0.62,480308
(주)신세계인터내셔날,031430,2020/12,1059874930,7854000,83.23,54.58,-5.54,93051663,3.61,1.78,1211404
(주)신세계푸드,031440,2020/12,879880212,2904218,208.57,32.41,-6.1,64635403,1.12,0.55,1226180
(주)신영와코루,005800,2020/12,365719018,1350000,17.47,85.13,1.5,8981716,0.35,0.18,177640
(주)신원,009270,2020/12,418496624,0,124.49,44.55,2.86,5118422,0.95,0.46,690238
(주)신풍,002870,2020/12,103472819,1385319,5.41,94.87,-83.59,-13121058,1.84,0.26,23989
(주)신한금융지주회사,055550,2020/12,35483914000,803838000,41.61,70.62,16.64,-87923000,0.88,0.44,1686300
(주)신화다이나믹스,001770,2020/12,64200496,121488,85.53,53.9,4.34,2635738,1.15,0.53,77327
(주)신흥,004080,2020/12,136764001,955034,52.81,65.44,-4.97,15318243,1.97,0.85,116614
(주)쌍방울,102280,2020/12,338842574,0,61.03,62.1,1.73,8660586,0.99,0.38,89572
(주)쎌마테라퓨틱스,015540,2020/12,32364394,0,4215.44,2.32,28.38,-5394100,172.43,62.03,9628
(주)쏘카,403550,2020/12,,,,,,,,,259752
(주)씨아이테크,004920,2020/12,44414767,0,77.82,56.24,5.62,-2165590,1.65,0.32,16543
(주)씨티알모빌리티,308170,2020/12,231863468,0,148.55,40.23,11.8,16154077,4.39,1.47,231861
(주)아모레퍼시픽,090430,2020/12,4897611155,54853570,10.85,90.22,-22.92,327676633,3.97,2.33,3016951
(주)아모레퍼시픽그룹,002790,2020/12,2001905919,24363180,2.87,97.21,-65.91,32163030,4.63,2.17,52398
(주)아센디오,012170,2020/12,28022853,0,30.75,76.48,-35.62,-5504330,5.45,0.55,14999
(주)아이마켓코리아,122900,2020/12,775683300,18878604,110.68,47.46,-6.57,6125621,1.17,0.63,2079858
(주)아이에이치큐,003560,2020/12,144751482,0,22.61,81.56,-15,40064826,2.72,1.34,79482
(주)알루코,001780,2020/12,387038532,0,97.1,50.73,4.56,10717624,2.25,0.42,233613
(주)에넥스,011090,2020/12,112204467,0,150.97,39.85,-36.02,16204635,2.12,0.74,231275
(주)에스비에스,034120,2020/12,988126038,0,106.78,48.36,0.85,76768613,1.01,0.52,756842
(주)에스엠벡셀,010580,2020/12,63588454,0,568.59,14.96,-9.66,6439752,6.15,1.41,70710
(주)에스원,012750,2020/12,1849485638,84525598,35.5,73.8,3.24,333140287,3.37,2.33,2189076
(주)에스제이엠,123700,2020/12,153446318,780245,13.68,87.97,-14.2,6451985,0.48,0.19,59080
(주)에스제이엠홀딩스,025530,2020/12,160773760,1355199,9.27,91.51,-29.89,1218643,0.34,0.2,4242
(주)에스지글로벌,001380,2020/12,183864547,0,51.43,66.04,-6.78,-1246178,0.93,0.23,80058
(주)에스지세계물산,004060,2020/12,265410642,0,35.01,74.07,-46.11,15767084,1.04,0.32,166834
(주)에스피씨삼립,005610,2020/12,945638158,5900416,217.03,31.54,6.62,99430039,2.63,1.2,1265461
(주)에이블씨엔씨,078520,2020/12,246846790,0,41.46,70.69,-29.51,2127893,2.11,0.83,225578
(주)에이엔피,015260,2020/12,103907677,0,155.39,39.16,-13.8,1934598,4.5,0.32,82078
(주)에이프로젠,007460,2020/12,584183400,0,80.18,55.5,44.08,13946064,2.7,0.75,72537
(주)에이프로젠바이오로직스,003060,2020/12,488131323,0,1.94,98.09,-5.29,3245473,1.45,0.56,31831
(주)에이플러스에셋어드바이저,244920,2020/12,160969617,7912693,67.24,59.8,5.37,32829498,2.44,1.48,244048
(주)에프앤에프홀딩스,007700,2020/12,840750686,15320104,41.39,70.73,-9.22,146326335,3.46,2.16,803491
(주)엔씨소프트,036570,2020/12,3972964831,176193603,24.73,80.17,46.96,745656952,7.34,3.71,2242431
(주)엔아이스틸,008260,2020/12,287376146,1430006,136.64,42.26,29.92,34156335,0.69,0.26,192572
(주)엔케이,085310,2020/12,141396969,0,55.64,64.25,-21.44,-7468362,1.19,0.46,69335
(주)엘에스,006260,2020/12,3619489000,40262000,9.33,91.47,90.27,78829000,0.76,0.24,165747
(주)엘에스네트웍스,000680,2020/12,1178428091,0,154.96,39.22,-17.52,21748668,0.59,0.19,179430
(주)엘에프,093050,2020/12,1709663457,14230000,35.85,73.61,-20.59,163942241,0.46,0.22,1115870
(주)엘엑스세미콘,108320,2020/12,749887918,21956805,41.22,70.81,33.99,81979973,0,0,1161896
(주)엘엑스인터내셔널,001120,2020/12,2610761219,14387170,90.67,52.45,5.77,20381046,0.87,0.19,3258240
(주)엘엑스하우시스,108670,2020/12,2023506000,3045000,149.64,40.06,-4.21,397575000,1.09,0.39,2596510
(주)엘지,003550,2020/12,10570840000,439593000,2.93,97.15,16.18,597343000,1.75,0.8,1016202
(주)엘지생활건강,051900,2020/12,4560931342,184421000,20.23,83.17,-2.62,728595740,9.41,5.96,4418257
(주)엘지에너지솔루션,373220,2020/12,12342717000,0,,,,-61803000,,,632954
(주)엘지유플러스,032640,2020/12,17253980000,196475000,132.59,42.99,0.12,2350492000,1.01,0.63,12352879
(주)엘지헬로비전,037560,2020/12,1464368829,5808515,132,43.1,-4.72,218488661,0.86,0.34,1056007
(주)엘지화학,051910,2020/12,25850150000,778383000,52.39,65.62,-6.64,5236679000,4.42,1.18,20830009
(주)엠씨넥스,097520,2020/12,466653239,8816741,55.6,64.27,-1.68,34133325,0,0,1165039
(주)영원무역,111770,2020/12,1797289419,21933031,42.55,70.15,-16.02,148007852,1.28,0.58,1140635
(주)영원무역홀딩스,009970,2020/12,579958401,13925878,8.08,92.53,-5.74,20711314,1.26,0.68,24236
(주)영풍,000670,2020/12,2339877607,17201340,26.78,78.87,-8.5,198077815,0.69,0.39,1233370
(주)영흥,012160,2020/12,316862450,1218510,114.11,46.71,0.53,-3608576,0.94,0.35,186390
(주)예스코홀딩스,015360,2020/12,617867296,8531578,36.67,73.17,42.89,18609371,0.59,0.35,18004
(주)오뚜기,007310,2020/12,1905811761,27205232,46.29,68.36,9.32,44917876,1.81,1.16,2305213
(주)오리엔트바이오,002630,2020/03,66726053,0,35.86,73.6,14.08,-4895227,3.57,1.21,30480
(주)오리온,271560,2020/12,1206951233,29646592,49.26,67,4.97,131386682,8.6,4.56,769223
(주)오리온홀딩스,001800,2020/12,1926893842,25114476,2.3,97.75,-10.08,5333438,0.61,0.35,26052
(주)와이지플러스,037270,2020/12,103484994,0,23.24,81.14,12.11,6387605,6.47,0.49,70471
(주)와이투솔루션,011690,2020/12,113100929,0,254.92,28.18,-0.83,-15198052,10.02,2.33,107392
(주)용평리조트,070960,2020/12,911770690,0,141.34,41.44,-1.5,51036643,0.85,0.31,127151
(주)우리금융지주,316140,2020/12,22429983000,260016000,6.59,93.82,0,599491000,0.41,0.22,692644
(주)우성,006980,2020/12,287462160,385683,76.27,56.73,14.29,15760867,0.78,0.29,349917
(주)우신시스템,017370,2020/12,192408964,0,93.55,51.67,6.86,10123959,0.96,0.49,113378
(주)우진,105840,2020/12,192015190,1969628,38.46,72.22,16.1,-8688792,0.85,0.38,39615
(주)우진아이엔에스,010400,2020/12,121028746,0,19.32,83.81,30.87,15252100,0.76,0.35,140431
(주)우진플라임,049800,2020/12,267910154,1000000,342.4,22.6,12.32,26975110,1.08,0.33,199854
(주)웅진,016880,2020/12,404933736,0,71.64,58.26,1.01,40337118,0.53,0.3,160112
(주)웅진씽크빅,095720,2020/12,640219460,7986823,70.67,58.59,-0.89,53336406,1.2,0.79,632552
(주)원림,005820,2020/12,115921369,1469555,30.96,76.36,-17.21,5276800,0.54,0.31,38434
(주)위스컴,024070,2020/12,129426071,766322,10.4,90.58,-11.97,7352275,0.41,0.21,94517
(주)윌비스,008600,2020/12,266433697,0,92.15,52.04,-17.33,-12139312,0.91,0.31,168286
(주)유니드,014830,2020/12,905190187,12224580,43.08,69.89,3.22,88873331,0.76,0.42,566443
(주)유니온,000910,2020/12,193272777,1951452,63.29,61.24,-7.39,11233414,1.5,0.21,95684
(주)유니켐,011330,2020/12,194590696,1695063,117.63,45.95,21.27,-2689948,1.59,0.75,117551
(주)유수홀딩스,000700,2020/12,299345223,12489112,14.77,87.13,-3.61,5250446,0.77,0.37,13877
(주)유유제약,000220,2020/12,135606912,1851214,24.65,80.22,2.86,-6469199,1.82,0.51,81217
(주)유한양행,000100,2020/12,2139879594,24940677,22.25,81.8,7.15,47685774,2.09,0.37,1567941
(주)이노션,214320,2020/12,930503172,36000000,48.75,67.23,-13.39,12757069,2.68,1.44,324397
(주)이마트,139480,2020/12,15577108437,53928000,70.83,58.54,8.05,876779315,0.52,0.3,14213756
(주)이수페타시스,007660,2020/12,259604806,0,164.82,37.76,5.09,-7057641,2.58,0.72,335067
(주)이수화학,005950,2020/12,869028965,7068429,82.17,54.89,-22.16,80422939,0.69,0.21,943467
(주)이스타코,015020,2020/12,70696188,0,44.78,69.07,-75.26,-1866916,0.77,0.34,5892
(주)이아이디,093230,2020/12,156372668,0,6.01,94.33,12.9,-6016581,2.14,0.68,77994
(주)이엔플러스,074610,2020/12,94499519,0,54.69,64.65,-26.26,-7554207,5.37,2.06,25253
(주)이원,017940,2020/12,3134541095,12719852,122.99,44.84,-14.63,170986612,0.26,0.11,3563456
(주)이월드,084680,2020/12,447853890,0,23.5,80.97,-28.23,1335652,2.75,1.04,131484
(주)인디에프,014990,2020/12,138342885,0,237.57,29.62,-24.61,-539939,3.88,1.32,152427
(주)인바이오젠,101140,2020/12,96881140,0,24.36,80.41,4.31,-8032820,5.2,1.39,10218
(주)인스코비,006490,2020/12,64364740,0,58.53,63.08,-37.52,-1832462,8.81,4.68,28796
(주)인팩,023810,2020/12,170653665,1500000,89.77,52.7,42.49,5218997,0.75,0.27,177828
(주)일신석재,007110,2020/12,94043686,0,80.1,55.52,-11.88,10700818,4.41,1.7,58742
(주)잇츠한불,226320,2020/12,429330875,1761660,3.15,96.94,-45.03,-366268,2.12,0.4,56565
(주)제이에스코퍼레이션,194370,2020/12,278894536,3701298,81.67,55.04,-33.65,2251266,1.18,0.45,161123
(주)제일기획,030000,2020/12,1252632182,85074129,71.53,58.3,-24.29,153833799,4.47,2.15,870684
(주)제주은행,006220,2020/12,6520405000,3213000,1179.91,7.81,-10.66,-81295000,0.27,0.13,214614
(주)제주항공,089590,2020/12,1156766841,0,429.58,18.88,-72.82,-286582115,3.61,1.45,374031
(주)조비,001550,2020/12,87855328,0,71.58,58.28,3.89,8187804,3.04,0.69,73655
(주)조흥,002600,2020/12,248313869,3600000,86.38,53.65,14.12,-5422107,0.94,0.52,222604
(주)종근당,185750,2020/12,923716370,10808292,68.41,59.38,20.58,107015423,6.02,1.28,1300544
(주)종근당바이오,063160,2020/12,285665193,1097192,66.93,59.91,-9.38,7592234,3.91,0.68,124319
(주)종근당홀딩스,001630,2020/12,393472386,6993246,11.08,90.02,41.08,10909278,2.28,1.2,23561
(주)주연테크,044380,2020/12,56740751,0,53.3,65.23,32.29,3719497,2.44,0.59,62661
(주)지누스,013890,2020/12,553225336,7091832,52.2,65.7,-17.23,16576782,4.67,1.58,203705
(주)지에스,078930,2020/12,5956881000,179972000,14.98,86.97,-16.16,212901000,0.97,0.57,306286
(주)지에스글로벌,001250,2020/12,668712730,0,142.65,41.21,-29.72,108144903,0.7,0.3,2323734
(주)지에스리테일,007070,2020/12,5609125811,69300000,142.04,41.32,-0.6,734322757,1.61,0.9,8569243
(주)지투알,035000,2020/12,97783269,4862293,18.25,84.56,19.2,-10060116,1.69,0.69,31903
(주)진도,088790,2020/12,128119118,0,31.62,75.98,-30.05,12621033,0.7,0.24,54472
(주)진양홀딩스,100250,2020/12,241864078,6575435,12,89.28,39.22,8563250,0.81,0.45,12920
(주)진에어,272450,2020/12,556768750,0,467.2,17.63,-70.14,-171819561,5.42,1.6,271769
(주)천일고속,000650,2020/12,67019917,2854108,76.65,56.61,-47.75,2425678,3.58,1.67,31159
(주)청호ICT,012600,2020/12,20204142,0,126.21,44.21,-29.61,-13645269,-12.39,-1.03,28087
(주)체시스,033250,2020/06,73823636,0,241.05,29.32,-0.24,4725074,6.75,1.33,36433
(주)카카오,035720,2020/12,7345506485,12901810,37.93,72.5,17.56,630615477,7.66,2.35,1779195
(주)카카오뱅크,323410,2020/12,26649990467,0,852.82,10.5,20.94,168963856,0,0,804157
(주)카카오페이,377300,2020/12,761403131,0,301.55,24.9,74.07,64644654,0,0,245556
(주)카프로,006380,2020/12,312112377,0,152.15,39.66,-42.14,-41740215,1.53,0.69,254723
(주)케이씨,029460,2020/12,610907366,3731162,19.1,83.96,16.88,38898237,0.75,0.25,155806
(주)케이씨씨,002380,2020/12,8765319461,38290765,74.39,57.34,-13.55,423402447,0.47,0.19,2071851
(주)케이씨씨글라스,344820,2020/12,1717817070,33482583,,,,109679809,,,708657
(주)케이씨텍,281820,2020/12,407295413,4588491,17.1,85.39,20.57,72155986,1.84,0.74,319895
(주)케이씨티시,009070,2020/12,365961852,1495288,104.14,48.99,7.93,14918845,0.79,0.26,353271
