회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),부채비율(IFRS),타인자본구성비율(IFRS),자기자본구성비율(IFRS),매출액증가율(IFRS),영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),경상연구개발비(IFRS)(천원),광고 및 판매촉진비(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원),* (정상)영업손익(계산수치)(IFRS)(천원)
(주)수산인더스트리,126720,2013/12,86284360,19.33,16.2,83.8,25.9,14270227,0,0,12090794,12090794
(주)수산중공업,017550,2013/12,126840583,55.63,35.74,64.26,-1.92,3381885,632867,375101,4721855,4721855
(주)시디즈,134790,2013/12,23820764,6.99,6.54,93.46,-71.3,-2812807,0,0,-915429,-915429
(주)신도리코,029530,2013/12,882416405,7.64,7.1,92.9,-30.74,57328516,640631,3619537,31821249,31821249
(주)신성이엔지,011930,2013/12,295129783,568.44,85.04,14.96,-4.55,-1675298,0,0,-11706270,-11706270
(주)신세계,004170,2013/12,5379701531,136.81,57.77,42.23,1.48,212377331,0,96803000,203343025,203343025
(주)신세계아이앤씨,035510,2013/12,194840188,27.3,21.44,78.56,-19.3,20323943,0,1386090,17593699,17593699
(주)신세계인터내셔날,031430,2013/12,742342439,73.59,42.39,57.61,0.21,24912284,0,11541193,26485563,26485563
(주)신세계푸드,031440,2013/12,286681773,30.88,23.6,76.4,0.04,51674742,0,0,22651789,22651789
(주)신영와코루,005800,2013/09,299000377,12.85,11.38,88.62,-2.49,7865871,0,0,10482566,10482566
(주)신원,009270,2013/12,439263980,137.32,57.86,42.14,1.7,-5061325,0,0,4043788,4043788
(주)신풍,002870,2013/12,195546326,140.17,58.36,41.64,19.64,85014,0,5243,-2843143,-2843143
(주)신한금융지주회사,055550,2013/12,27424645000,37.3,27.17,72.83,11.51,341314000,0,0,0,729554000
(주)신화다이나믹스,001770,2013/12,81425345,115.89,53.68,46.32,-17.21,-644736,0,1300,-819951,-819951
(주)신흥,004080,2013/12,123745751,59.52,37.31,62.69,-19.29,4840966,701571,3497688,2953731,2953731
(주)쌍방울,102280,2013/12,125491695,64.94,39.37,60.63,-15.2,297586,0,0,499277,499277
(주)쎌마테라퓨틱스,015540,2013/12,12224058,8.15,7.54,92.46,-28.32,-5180452,0,0,-3288581,-3288581
(주)쏘카,403550,2013/12,,,,,,,,,,
(주)씨아이테크,004920,2013/12,24863437,30.05,23.11,76.89,-8.36,-570670,0,0,-1501224,-1501224
(주)씨티알모빌리티,308170,2013/12,,,,,,,,,,
(주)아모레퍼시픽,090430,2013/12,3133866257,21.92,17.98,82.02,6.26,409492472,62842000,280150000,375550288,375550288
(주)아모레퍼시픽그룹,002790,2013/12,1653114065,3.3,3.19,96.81,29.55,41317000,0,6000,31794765,31794765
(주)아센디오,012170,2013/12,69077677,68.96,40.81,59.19,-77.27,3413346,0,193,-12125139,-12125139
(주)아이마켓코리아,122900,2013/12,771887683,121.91,54.94,45.06,19.88,57514006,0,0,50130594,50130594
(주)아이에이치큐,003560,2013/12,65404930,81.02,44.76,55.24,-0.27,2344967,0,59740,-753755,-753755
(주)알루코,001780,2013/12,345783811,143.34,58.91,41.09,16.57,15877133,0,0,15174595,15174595
(주)에넥스,011090,2013/12,107095102,146.86,59.49,40.51,19.35,-2949710,0,620125,5124953,5124953
(주)에스비에스,034120,2013/12,801536224,42.25,29.7,70.3,-6.53,314231,2637707,70687588,28390970,28390969
(주)에스엠벡셀,010580,2013/12,78621373,346.4,77.6,22.4,2.83,-1109124,0,0,-2155145,-2155145
(주)에스원,012750,2013/12,1045437251,35.58,26.24,73.76,15.25,150768470,0,14178006,110002005,110002005
(주)에스제이엠,123700,2013/12,142171768,23.4,18.96,81.04,-1.66,18159831,2684595,0,-730883,-730883
(주)에스제이엠홀딩스,025530,2013/12,106995311,0.11,0.11,99.89,-47.1,657561,0,0,-116098,-116098
(주)에스지글로벌,001380,2013/12,170191459,66.87,40.07,59.93,22.88,-2013995,0,71999,5148917,5148917
(주)에스지세계물산,004060,2013/12,290365335,35.73,26.32,73.68,-1.14,-2746950,0,1630070,-773761,-773761
(주)에스피씨삼립,005610,2013/12,410494917,131.87,56.87,43.13,20.6,32085876,0,0,20749554,20749554
(주)에이블씨엔씨,078520,2013/12,224201084,37.53,27.29,72.71,-5.59,28511222,0,92336928,5137772,5137772
(주)에이엔피,015260,2013/12,99807198,81.1,44.78,55.22,4.62,7996416,0,0,2364708,2364708
(주)에이프로젠,007460,2013/12,114494675,2867.87,96.63,3.37,-33.49,-6400724,0,0,4409611,4409611
(주)에이프로젠바이오로직스,003060,2013/12,77349222,32.78,24.69,75.31,-10.68,-3195806,0,2113452,-13203125,-13203125
(주)에이플러스에셋어드바이저,244920,2013/03,,,,,,,,,,
(주)에프앤에프홀딩스,007700,2013/12,273483027,57.97,36.7,63.3,10.84,-8123443,0,15364509,7168950,7168950
(주)엔씨소프트,036570,2013/12,1390187662,18.89,15.89,84.11,11.6,214619083,0,0,184090655,184090655
(주)엔아이스틸,008260,2013/12,153991972,123.69,55.29,44.71,15.18,25757767,0,0,12069180,12069180
(주)엔케이,085310,2013/12,248825512,108.56,52.05,47.95,-10.21,5109664,0,0,-12179577,-12179576
(주)엘에스,006260,2013/12,1814856000,5.2,4.94,95.06,-0.69,67270000,0,1948000,71591000,71591000
(주)엘에스네트웍스,000680,2013/12,1295192276,94.5,48.59,51.41,8.75,-4638751,0,0,3623147,3623147
(주)엘에프,093050,2013/12,1305043867,33.03,24.83,75.17,1.92,195780556,0,36287000,109079949,109079949
(주)엘엑스세미콘,108320,2013/12,346955900,25.7,20.45,79.55,-13.26,30077333,9545686,0,34189134,34189134
(주)엘엑스인터내셔널,001120,2013/12,3093789106,110.2,52.43,47.57,-6.55,-3231227,0,0,83495567,83495567
(주)엘엑스하우시스,108670,2013/12,1713858000,110.83,52.57,47.43,10.22,112950000,0,16760000,95543000,95543000
(주)엘지,003550,2013/12,7872016634,3.72,3.58,96.42,-7.87,365906734,0,64874000,409486522,409486522
(주)엘지생활건강,051900,2013/12,2325813948,121.11,54.77,45.23,4.36,148907734,0,0,238060293,238060293
(주)엘지유플러스,032640,2013/12,11746124000,192.56,65.82,34.18,5.02,1768450000,0,0,542624000,542624000
(주)엘지헬로비전,037560,2013/12,1986833637,114.43,53.36,46.64,30.54,111007990,0,17343149,94074922,94074922
(주)엘지화학,051910,2013/12,15387176000,38.9,28.01,71.99,-0.91,2068129000,0,16938000,1579269000,1579269000
(주)엠씨넥스,097520,2013/12,169154936,192.62,65.83,34.17,70.59,11560473,0,0,12463692,12463692
(주)영원무역,111770,2013/12,979617749,44.23,30.67,69.33,3.96,58060217,0,2038612,69723869,69723869
(주)영원무역홀딩스,009970,2013/12,411675623,8.4,7.75,92.25,-1.84,15770581,0,0,19321000,19321000
(주)영풍,000670,2013/12,1980714663,25.69,20.44,79.56,-4.74,88902764,0,39650,50836574,50836574
(주)영흥,012160,2013/12,261011257,72.02,41.87,58.13,-2.67,7324635,0,0,4579785,4579785
(주)예스코홀딩스,015360,2013/12,1122853200,91.5,47.78,52.22,4.85,55662223,0,0,13028800,13028800
(주)오뚜기,007310,2013/12,1025661800,61.61,38.12,61.88,2.74,103690542,0,0,90069478,90069478
(주)오리엔트바이오,002630,2013/03,64855435,29.68,22.89,77.11,10.58,3440691,0,0,918094,918094
(주)오리온홀딩스,001800,2013/12,1316405008,82.99,45.35,54.65,-3.47,53369567,0,37974644,47477761,47477761
(주)와이지플러스,037270,2013/12,32799961,26.31,20.83,79.17,-30.29,-3843869,0,0,-3522140,-3522140
(주)와이투솔루션,011690,2013/12,105533490,194.68,66.06,33.94,-19.37,2721117,0,0,1050839,1050839
(주)용평리조트,070960,2013/12,756333672,153.81,60.6,39.4,0,36533344,0,3391679,24585645,24585645
(주)우성,006980,2013/12,248641970,54.6,35.32,64.68,-7.61,10109451,0,0,2566181,2566181
(주)우신시스템,017370,2013/12,158912140,107.12,51.72,48.28,-0.16,5021763,0,0,4542897,4542897
(주)우진,105840,2013/12,110697086,22.64,18.46,81.54,-25.68,682666,0,0,-3947059,-3947059
(주)우진아이엔에스,010400,2013/12,,,,,,,,,,
(주)우진플라임,049800,2013/12,219740015,156.8,61.06,38.94,24.15,5729563,2818835,0,11769611,11769611
(주)웅진,016880,2013/12,1003657080,332.89,76.9,23.1,-72.01,30631289,0,0,16505238,16505238
(주)웅진씽크빅,095720,2013/12,450980460,129.43,56.41,43.59,-8.88,46437434,0,28867429,10478148,10478148
(주)원림,005820,2013/12,89284295,36.27,26.62,73.38,6.57,2600605,0,0,2436661,2436661
(주)위스컴,024070,2013/12,129507109,10.6,9.59,90.41,-9.1,8344369,0,371737,6110074,6110074
(주)윌비스,008600,2013/12,232345296,38.4,27.75,72.25,7.07,4394706,0,732007,6820328,6820328
(주)유니드,014830,2013/12,741735356,70.58,41.38,58.62,3.21,40164774,0,0,31990300,31990300
(주)유니온,000910,2013/12,275776532,33.77,25.25,74.75,-6.17,6585640,0,0,4710922,4710922
(주)유니켐,011330,2013/12,64851524,464.67,82.29,17.71,-12.71,-12018072,0,0,-11967354,-11967354
(주)유수홀딩스,000700,2013/12,906384134,103.2,50.79,49.21,-5.4,20429481,0,2691877,26772877,26772877
(주)유유제약,000220,2013/03,85197350,23.35,18.93,81.07,3.38,5996443,0,4615340,3379530,3379530
(주)유한양행,000100,2013/12,1390058380,18.29,15.46,84.54,22.13,86600144,0,0,55971011,55971011
(주)이노션,214320,2013/12,684376290,100.26,50.07,49.93,0,37361808,0,0,50357909,50357909
(주)이마트,139480,2013/12,12031101223,84.83,45.9,54.1,-1.45,884349744,0,135589000,759219730,759219730
(주)이수페타시스,007660,2013/12,295930858,58.87,37.06,62.94,14.15,21032386,0,0,36337811,36337811
(주)이수화학,005950,2013/12,1060730296,93.17,48.23,51.77,-3.98,-9766569,0,0,32867210,32867210
(주)이스타코,015020,2013/12,92310260,71.17,41.58,58.42,600.83,47803427,0,184359,24210933,24210933
(주)이아이디,093230,2013/12,45588742,134.35,57.33,42.67,-61.46,-7534876,76484,0,-4027869,-4027869
(주)이엔플러스,074610,2013/12,9979351,54.07,35.1,64.9,-0.66,1142761,0,0,1234305,1234305
(주)이원,017940,2013/12,2817244128,156.84,61.07,38.93,-4.88,64888837,0,16684799,111665614,111665614
(주)이월드,084680,2013/12,183273811,98.81,49.7,50.3,11.54,-2635937,0,151161,-4072212,-4072212
(주)인디에프,014990,2013/12,198667210,120.88,54.73,45.27,-8.27,6453839,0,3168821,-3330480,-3330480
(주)인바이오젠,101140,2013/12,10004093,172.58,63.31,36.69,-21.66,-1132493,0,0,-1284367,-1284367
(주)인스코비,006490,2013/12,26363993,14.18,12.42,87.58,53.24,-6304284,0,545289,-6923186,-6923186
(주)인팩,023810,2013/12,119462092,81.03,44.76,55.24,9.37,11456943,0,0,5287977,5287977
(주)일신석재,007110,2013/12,82370066,47.3,32.11,67.89,-3.94,1202465,0,0,1077184,1077184
(주)잇츠한불,226320,2013/12,26580487,164.81,62.24,37.76,0,13635290,0,4470719,8445317,8445317
(주)제이에스코퍼레이션,194370,2013/12,52134269,22.32,18.25,81.75,0,6890317,820964,0,9496541,9496541
(주)제일기획,030000,2013/12,1077774669,91.73,47.84,52.16,8.54,7001347,0,2000791,51097178,51097178
(주)제주은행,006220,2013/12,3185568000,990.59,90.83,9.17,-8.94,165239000,0,0,0,25126000
(주)제주항공,089590,2013/12,180901506,268.92,72.89,27.11,0,47443678,0,0,17026017,17026017
(주)조비,001550,2013/12,81378985,164.87,62.24,37.76,26.56,1946237,0,581838,3902842,3902842
(주)조흥,002600,2013/12,118038382,21.11,17.43,82.57,3.57,15502621,0,0,5610547,5610547
(주)종근당,185750,2013/12,521951175,,,,,9959709,11176693,5479970,7538973,7538973
(주)종근당바이오,063160,2013/12,175499039,41.68,29.42,70.58,-11.77,10924090,0,0,1948557,1948557
(주)종근당홀딩스,001630,2013/12,141264293,7.15,6.68,93.32,-99.3,21474138,0,2525,880765,880765
(주)주연테크,044380,2013/12,32224379,22.5,18.37,81.63,-19.45,-1923929,0,0,-1973835,-1973835
(주)지누스,013890,2013/12,,,,,,,,,,
(주)지에스,078930,2013/12,5380295000,13.32,11.75,88.25,96.07,273070000,0,6391000,296474000,296474000
(주)지에스글로벌,001250,2013/12,661014462,150.36,60.06,39.94,-21.38,20405181,0,218820,8491908,8491908
(주)지에스리테일,007070,2013/12,2827722506,75.21,42.93,57.07,4.52,292759980,0,51839000,155466377,155466377
(주)지투알,035000,2013/12,98945423,2.42,2.36,97.64,-29.4,-70320,0,0,-1547191,-1547191
(주)진도,088790,2013/12,184327904,165.89,62.39,37.61,-4.97,11573084,0,2365765,7054579,7054579
(주)진양홀딩스,100250,2013/12,181856232,0.7,0.7,99.3,30.06,11009293,0,0,8656639,8656640
(주)진에어,272450,2013/12,88642801,399.01,79.96,20.04,14.47,25399539,0,0,7100392,7100392
(주)천일고속,000650,2013/12,60338619,35.36,26.12,73.88,3.3,2366687,0,0,1335759,1335759
(주)청호ICT,012600,2013/12,85300387,103.18,50.78,49.22,-2.69,-8116335,0,0,-19659925,-19659925
(주)체시스,033250,2013/06,99742857,157.41,61.15,38.85,-12.27,8035032,0,0,2924916,2924916
(주)카카오,035720,2013/12,601547610,18.41,15.55,84.45,17.28,125855035,0,107381336,84229657,84229657
(주)카프로,006380,2013/12,643433406,79.36,44.25,55.75,-19.32,-53936144,36718,0,-112742848,-112742848
(주)케이씨,029460,2013/12,250893732,21.66,17.8,82.2,90.33,25174426,0,0,30194261,30194261
(주)케이씨씨,002380,2013/12,6812823452,36.53,26.75,73.25,-0.36,227022518,0,24087197,177071066,177071066
(주)케이씨티시,009070,2013/12,247376071,100.12,50.03,49.97,2.05,16049017,0,0,7934288,7934288
(주)케이에스에스해운,044450,2013/12,337375290,110.76,52.55,47.45,6.34,34297065,0,0,18978138,18978138
(주)케이에이치필룩스,033180,2013/12,59719170,62.92,38.62,61.38,1.82,2934809,0,242890,2496980,2496980
(주)케이이씨,092220,2013/12,352338534,160.68,61.64,38.36,0.5,3472603,0,299404,-1380275,-1380275
(주)케이티,030200,2013/12,25693894000,132.65,57.02,42.98,-4.91,3954047000,159783000,2675018000,309950000,309950000
(주)케이티스카이라이프,053210,2013/12,667562460,66.78,40.04,59.96,8.89,130432305,0,3623943,99284456,99284456
