회사명,거래소코드,회계년도,[공통]자산(*)(IFRS),[공통]   배당금(*)(IFRS),[공통]부채비율(IFRS),[공통]자기자본구성비율(IFRS),[공통]매출액증가율(IFRS),[공통]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[공통]PBR(최고)(IFRS),[공통]PBR(최저)(IFRS),[공통]매출액(요약)
(주)다이나믹디자인,145210,2012/12,217482879,0,102.4,49.41,8.27,26713309,0,0,138250
(주)대교,019680,2012/12,791840254,9415857,25.09,79.94,-5.74,41035476,1.37,1.01,771528
(주)대구백화점,006370,2012/03,497635407,3610571,25.85,79.46,-2.94,3620650,0.49,0.29,173902
(주)대덕,008060,2012/12,542695146,12493527,27.36,78.52,14.53,99624958,1.55,1.06,750970
(주)대동,000490,2012/12,456743836,1036411,114.68,46.58,-5.83,23467393,0.93,0.41,473786
(주)대양금속,009190,2012/12,104782647,0,515.16,16.26,-31.63,10911868,4.26,0.38,99832
(주)대우건설,047040,2012/12,9357599738,0,175.57,36.29,16.33,-1210053585,1.51,1,8180270
(주)대웅,003090,2012/12,303932331,4633702,6.07,94.28,-2.59,15864254,0.98,0.58,44303
(주)대웅제약,069620,2012/12,477119010,8016210,24.07,80.6,-5.94,45346634,1.65,0.66,664648
(주)대유에이텍,002880,2012/12,277360120,2532881,213.52,31.9,3.06,44824936,3.19,1.26,415219
(주)대유플러스,000300,2012/12,243422865,0,141.79,41.36,11.64,-10119647,3.31,0.98,301225
(주)대창,012800,2012/12,467913418,2435063,147.95,40.33,-10.27,18630694,0.89,0.5,760553
(주)대한항공,003490,2012/12,20678036299,0,771.14,11.48,3.88,2065535825,2.08,1.49,12263867
(주)대현,016090,2012/12,198840460,708517,98.99,50.25,10.54,8191451,0.85,0.48,216892
(주)대호에이엘,069460,2012/12,126523794,0,181.03,35.58,-21.6,6639767,2.27,1.12,134928
(주)더메디팜,118000,2012/12,30389424,0,35.64,73.72,-35.11,1493407,16.73,2.4,22315
(주)더존비즈온,012510,2012/12,193006584,5444742,119.76,45.51,9.43,19150945,5.64,2.83,122977
(주)덕성,004830,2012/12,92392977,703624,56,64.1,-1.15,3823815,1.08,0.52,79108
(주)덴티움,145720,2012/12,82400560,393035,166.95,37.46,-9.4,13980142,0,0,61954
(주)도화엔지니어링,002150,2012/12,346747778,2529000,60.11,62.46,0.22,-28340280,1.14,0.7,282716
(주)동남합성,023450,2012/12,54686376,0,14.38,87.43,3.65,4367698,2.35,0.88,61964
(주)동방,004140,2012/12,555093358,574539,287.58,25.8,2.59,-2540181,1.31,0.41,485103
(주)동방아그로,007590,2012/12,151813628,2239014,33.86,74.71,1.25,1548510,0.95,0.77,105441
(주)동서,026960,2012/12,908601015,47001472,10.05,90.87,3.52,99652507,0,0,421461
(주)동성케미컬,102260,2012/12,189743529,2741753,30.1,76.86,-8.13,-571408,1.32,0.65,11085
(주)동아지질,028100,2012/12,225113684,1977500,67.34,59.76,9.99,35039018,1.13,0.75,277032
(주)동양,001520,2012/12,1744452583,0,589.31,14.51,19.82,-32016073,1.8,0.66,1050904
(주)동양고속,084670,2012/12,201016268,3314428,87.05,53.46,2.06,14326563,0.62,0.43,115450
(주)동원에프앤비,049770,2012/12,755773972,5788686,97,50.76,8.38,29216253,0.82,0.6,1191224
(주)두산,000150,2012/12,3090083028,63735249,61.08,62.08,-4.61,207441940,2.69,1.78,1841081
(주)두올,016740,2012/12,,,,,,,,,90100
(주)드림텍,192650,2012/12,150924188,20700000,89.9,52.66,18.98,27678915,0,0,367152
(주)디비아이엔씨,012030,2012/12,671558435,1719829,141.36,41.43,6.68,-33526667,0.77,0.31,545150
(주)디아이,003160,2012/12,149804529,0,40.71,71.07,-28.07,-3752509,4.04,0.38,32555
(주)디아이씨,092200,2012/12,424232003,1085000,203.72,32.93,2.71,-11967592,1.19,0.59,332306
(주)디알비동일,004840,2012/12,223432593,666489,80.39,55.44,-57.99,21042054,1.81,0.83,142337
(주)디엔오토모티브,007340,2012/12,576754932,1550984,19.37,83.78,8.72,52625712,0.82,0.52,410243
(주)디지비금융지주,139130,2012/12,2527097957,44238000,17.49,85.11,0,-235091463,1.11,0.77,72315
(주)락앤락,115390,2012/12,645153134,4353088,24.95,80.03,-20.26,20528320,4.18,2.18,171024
(주)마니커,027740,2012/12,227524009,0,184.53,35.15,-7.16,-275867,0.93,0.39,290692
(주)메리츠금융지주,138040,2012/03,780457645,0,38.55,72.18,0,7474556,1.34,0.39,20542
(주)메타랩스,090370,2012/12,145398780,383162,173.82,36.52,-6.3,-3616438,1.6,0.83,121931
(주)모나리자,012690,2012/12,63959812,0,30.97,76.36,8.91,8257512,5.03,1.97,132796
(주)모나미,005360,2012/12,169875598,694865,204.53,32.84,-8.59,8832929,2.44,0.63,184847
(주)모토닉,009680,2012/12,388016191,5686223,13.14,88.39,-2,20779097,1.35,0.66,232983
(주)무학,033920,2012/12,376629191,1399649,27.54,78.41,7.97,34908892,1.32,0.9,211280
(주)미래아이앤지,007120,2012/12,36577462,0,46.81,68.11,35.05,-206442,4.64,0.55,29093
(주)방림,003610,2012/09,255099137,1176081,36.45,73.29,-24.45,30296898,0.38,0.22,173739
(주)백산,035150,2012/12,151758463,1416000,75.78,56.89,10.98,12187055,1.35,0.61,161779
(주)벽산,007210,2012/12,283594374,1861953,73.96,57.49,-3.13,18849412,11.3,0.82,244893
(주)보락,002760,2012/12,49422088,479200,28.3,77.94,24.24,3794668,1.24,0.78,31404
(주)보령,003850,2012/12,273006171,1010384,87.26,53.4,1.32,18378731,1.48,0.65,312075
(주)비비안,002070,2012/12,209548271,1640870,39.07,71.9,3.9,-4118855,0.41,0.32,195410
(주)비상교육,100220,2012/12,202050130,1380941,40.89,70.98,6.77,19665431,1.91,0.7,119403
(주)비와이씨,001460,2012/12,502208011,719902,49.13,67.05,8.25,27616849,0.54,0.36,218764
(주)비지에프,027410,2012/12,939687541,12320000,521.15,16.1,0,161701813,0,0,2857192
(주)빙그레,005180,2012/12,542967569,12379000,24.43,80.36,9.5,66719181,3.15,1.28,789102
(주)사조대림,003960,2012/12,280913730,0,110.09,47.6,1.87,1204529,0.84,0.57,378399
(주)사조오양,006090,2012/12,174208895,0,141.95,41.33,-7.38,4724980,0.99,0.58,127186
(주)삼성출판사,068290,2012/12,75750206,990200,14.57,87.28,2.5,3586311,1.36,0.57,57794
(주)삼양사,145990,2012/12,799572399,2107000,95.01,51.28,0,2307218,0.67,0.45,1312355
(주)삼양홀딩스,000070,2012/12,1061522053,10601000,21.66,82.2,-28.79,3335763,0.74,0.39,349865
(주)삼영,003720,2012/12,175552277,1699387,28.86,77.6,-22.37,18379374,1.62,0.78,171003
(주)삼원강재,023000,2012/12,205818260,4400000,37.1,72.94,0.71,13899895,1.76,1.05,349450
(주)삼익악기,002450,2012/12,248097518,0,72.19,58.07,-3.65,1576359,1.1,0.59,103271
(주)삼일씨엔에스,004440,2012/12,332197171,0,141.64,41.38,18.75,28280582,0,0,244237
(주)삼천리,004690,2012/12,2590523806,10690215,124.3,44.58,13.96,382754138,0.51,0.31,3352643
(주)상상인증권,001290,2012/03,902060958,2800773,358.42,21.81,-56.53,-133736701,0.57,0.28,84265
(주)서연,007860,2012/12,678074331,5087378,84.51,54.2,14.57,46000261,1.24,0.68,793344
(주)서원,021050,2012/12,256938509,1364326,140.56,41.57,-16.61,21513808,1.25,0.7,347354
(주)서흥,008490,2012/12,375282780,1697867,129.48,43.58,7.69,918689,1.52,0.83,153891
(주)선앤엘,002820,2012/12,385586773,946454,42.09,70.38,-5.61,18684120,0.36,0.23,241688
(주)선진,136490,2012/12,269676642,813961,132.06,43.09,0,-20520242,1.06,0.48,435505
(주)성안,011300,2012/12,126655835,0,69.84,58.88,-1.01,893564,1.5,0.56,86349
(주)세아베스틸지주,001430,2012/12,2159086176,32036084,59.97,62.51,-11.7,144435468,1.5,0.63,2194081
(주)세아제강지주,003030,2012/12,1682525725,8721000,73.58,57.61,11.76,126306446,0.79,0.41,1912944
(주)세아특수강,019440,2012/12,434310725,5022162,109.6,47.71,2.24,11435412,1.37,0.79,649614
(주)세아홀딩스,058650,2012/12,1060446658,6163586,22.89,81.37,37.84,29616265,0.67,0.37,60607
(주)세우글로벌,013000,2012/12,40991889,0,8.53,92.14,14.73,986503,1.65,0.42,34979
(주)세원정공,021820,2012/06,218464800,1000000,29.27,77.36,-6.5,18002167,7.49,0.63,60922
(주)세이브존아이앤씨,067830,2012/12,507092089,1132939,87.62,53.3,3.71,11761348,0.51,0.34,173339
(주)세진중공업,075580,2012/12,,,,,,,,,351681
(주)셀트리온,068270,2012/12,1728599933,15554938,64.59,60.76,25.26,22554953,0,0,348955
(주)수산인더스트리,126720,2012/12,71994132,500000,18.43,84.44,16.37,6438465,0,0,49767
(주)수산중공업,017550,2012/12,117183994,1187128,49.84,66.74,12.33,7470808,1.5,1.01,131602
(주)시디즈,134790,2012/12,35171798,380374,40.73,71.06,78.57,4844692,1.58,0.73,81907
(주)신도리코,029530,2012/12,872714712,24580523,8.71,91.98,2.9,82949120,0.95,0.62,737389
(주)신성이엔지,011930,2012/12,320699428,0,377.39,20.95,-19.64,-2517282,2.91,0.69,155612
(주)신세계,004170,2012/12,5211343828,9836000,147.44,40.41,6.33,192940637,1.38,0.87,1521213
(주)신세계아이앤씨,035510,2012/12,190095817,1720000,34.04,74.61,-11.85,26639045,0.79,0.55,297113
(주)신세계인터내셔날,031430,2012/12,613276554,4284000,52.54,65.56,-0.5,64264403,2.24,1.2,788339
(주)신세계푸드,031440,2012/12,264221547,2571450,30.12,76.85,3.28,27506993,2.08,1.23,721101
(주)신영와코루,005800,2012/09,291797472,1350000,13.27,88.28,4.01,10233280,0.37,0.31,199199
(주)신원,009270,2012/12,431462973,0,126.53,44.14,6.25,-18562226,0.65,0.35,559822
(주)신풍,002870,2012/12,182692323,3045638,97.75,50.57,1.75,-8163809,0.35,0.24,119573
(주)신한금융지주회사,055550,2012/12,27212924000,393878000,38.37,72.27,-53.74,2357473000,1.3,0.91,992720
(주)신화다이나믹스,001770,2012/12,93345535,364463,133,42.92,-2.32,7415700,0.47,0.34,93073
(주)신흥,004080,2012/12,136302530,568771,77.84,56.23,-9.72,-270660,1.26,0.78,152347
(주)쌍방울,102280,2012/12,114581678,0,49.93,66.7,-1.34,1013746,1.8,0.96,148451
(주)쎌마테라퓨틱스,015540,2012/12,13966316,0,9.37,91.43,26.13,-1174987,4.47,0.87,7758
(주)씨아이테크,004920,2012/12,17891629,0,3.26,96.84,-6.44,-18789,36.28,1.36,5891
(주)씨티알모빌리티,308170,2012/12,,,,,,,,,320052
(주)아모레퍼시픽,090430,2012/12,2865780752,44888000,22.2,81.83,9.46,282137950,4.11,2.84,2510394
(주)아모레퍼시픽그룹,002790,2012/12,1632028890,18755000,3.11,96.99,31.67,28576038,2.94,1.27,37521
(주)아센디오,012170,2012/12,52747914,0,57.04,63.68,-38.3,-7483388,6.65,1.33,62072
(주)아이마켓코리아,122900,2012/12,677432901,8983335,113,46.95,21.57,-36883443,3.66,1.92,2045240
(주)아이에이치큐,003560,2012/12,43873042,0,27.2,78.62,-21.99,4123547,5.88,2.44,37680
(주)알루코,001780,2012/12,343724465,0,147.36,40.43,-8.22,-566356,1.41,0.77,220021
(주)에넥스,011090,2012/12,89972455,0,175.94,36.24,4.07,-608022,1.71,0.54,191205
(주)에스비에스,034120,2012/12,824819398,10951549,50.23,66.56,5.06,49713531,1.63,1.06,757064
(주)에스엠벡셀,010580,2012/12,64101045,0,244.7,29.01,-7.45,-3494472,1.57,0.78,88690
(주)에스원,012750,2012/12,987553477,42245299,32.84,75.28,5.56,114017179,4.28,2.92,1006608
(주)에스제이엠,123700,2012/12,135919187,1560490,27.86,78.21,9.94,8997293,1.32,0.72,109953
(주)에스제이엠홀딩스,025530,2012/12,107725366,1355199,0.05,99.95,-77.84,2082251,0.56,0.41,1597
(주)에스지글로벌,001380,2012/12,161365928,0,65.87,60.29,44.42,-1011747,1.02,0.37,93146
(주)에스지세계물산,004060,2012/12,298365911,0,36.65,73.18,-7.44,10136685,0.89,0.27,316301
(주)에스피씨삼립,005610,2012/12,389000191,3139373,134.7,42.61,27.62,15001117,1.62,0.55,802653
(주)에이블씨엔씨,078520,2012/12,232110920,5553079,52.87,65.42,39.08,32764564,7.22,1.95,425058
(주)에이엔피,015260,2012/12,89360006,0,71.12,58.44,-14.25,2634243,1.6,0.53,81381
(주)에이프로젠,007460,2012/12,136564096,0,0,0,53,24337022,0,0,154935
(주)에이프로젠바이오로직스,003060,2012/12,81313385,0,25.67,79.57,-39.52,-2301361,5.61,1.23,26219
(주)에이플러스에셋어드바이저,244920,2012/03,,,,,,,,,124474
(주)에프앤에프홀딩스,007700,2012/12,208043735,1540000,25.04,79.98,-8.04,8229894,0.77,0.52,200336
(주)엔씨소프트,036570,2012/12,1200513922,11956972,15.56,86.53,-4.97,122234403,7.2,3.09,475302
(주)엔아이스틸,008260,2012/12,142242311,1421334,126.12,44.22,-1.81,22687495,1.04,0.64,105332
(주)엔케이,085310,2012/12,273958919,0,96.1,51,-0.24,-9539946,1.4,0.67,189960
(주)엘에스,006260,2012/12,1828317000,34709000,7.7,92.85,13.21,78412000,1.95,1.41,104376
(주)엘에스네트웍스,000680,2012/12,1257202779,825551,80.95,55.26,51.08,-17184858,0.64,0.46,639562
(주)엘에프,093050,2012/12,1202450421,11696000,32.89,75.25,-1.51,200162015,1.62,0.9,1389653
(주)엘엑스세미콘,108320,2012/12,337342406,10264192,31.3,76.16,56.75,6924064,0,0,472259
(주)엘엑스인터내셔널,001120,2012/12,3188100089,19329625,117.88,45.9,-19.42,477738930,2.09,1.14,5945490
(주)엘엑스하우시스,108670,2012/12,1535955000,10031000,102.63,49.35,0.33,79989000,1.24,0.79,2073996
(주)엘지,003550,2012/12,7703591033,175937000,3.98,96.17,4.6,411589614,1.89,1.26,616563
(주)엘지생활건강,051900,2012/12,1976245361,62940000,110.56,47.49,7.47,156131830,14.1,9.39,2144640
(주)엘지유플러스,032640,2012/12,11070081000,0,195.92,33.79,18.78,1836369000,1.51,0.92,10904831
(주)엘지헬로비전,037560,2012/12,1519009712,0,93.71,51.62,33.02,169678623,1.78,1.34,774101
(주)엘지화학,051910,2012/12,14784787000,294520000,44.94,68.99,3.19,1572768000,3.3,1.99,20442790
(주)엠씨넥스,097520,2012/12,122712440,173585,145.84,40.68,-21.1,-2419818,0,0,159316
(주)영원무역,111770,2012/12,813552811,8162236,53.24,65.26,5.6,77779491,2.99,1.64,1054457
(주)영원무역홀딩스,009970,2012/12,414875936,5802449,10.73,90.31,-45.56,20693452,2.5,1.62,24766
(주)영풍,000670,2012/12,1994976031,12901005,30.97,76.35,6.76,108494850,1.71,0.96,1106796
(주)영흥,012160,2012/12,229134908,2219570,34.74,74.21,-0.29,6894653,1.05,0.39,131225
(주)예스코홀딩스,015360,2012/12,1134834067,6817946,97.12,50.73,8.63,85751662,0.33,0.26,1248567
(주)오뚜기,007310,2012/12,954889373,10130760,67.4,59.74,9.22,64554502,1.65,0.93,1652592
(주)오리엔트바이오,002630,2012/03,61400486,0,26.57,79.01,-12.6,-1108934,2.56,1.2,18113
(주)오리온홀딩스,001800,2012/12,1317019140,15772971,83.76,54.42,8.39,49563333,9.98,5.2,820657
(주)와이지플러스,037270,2012/12,38009202,0,27.65,78.34,-2.48,1950410,1.69,0.72,21169
(주)와이투솔루션,011690,2012/12,106049993,0,175.51,36.3,-4.5,3363020,1.3,0.63,143573
(주)용평리조트,070960,2012/12,,,,,,,,,160242
(주)우성,006980,2012/12,271695846,1542734,70.45,58.67,3.15,3231911,1.9,0.41,337114
(주)우신시스템,017370,2012/12,132746343,796970,81.14,55.21,-18.34,41296700,0.66,0.37,103215
(주)우진,105840,2012/12,107537743,1041600,19.21,83.88,-2.9,-4775183,3.08,1.15,57892
(주)우진아이엔에스,010400,2012/12,,,,,,,,,100734
(주)우진플라임,049800,2012/12,174412067,0,127.17,44.02,8.04,2627493,0.94,0.51,152872
(주)웅진,016880,2012/12,1526470747,0,0,0,-11.72,68820257,0,0,601426
(주)웅진씽크빅,095720,2012/12,535645122,0,164.27,37.84,-8.22,38668462,4.16,1.41,712100
(주)원림,005820,2012/12,94496361,783764,42.35,70.25,1.25,5122095,0.7,0.31,54999
(주)위스컴,024070,2012/12,132219575,3005184,13.38,88.2,-9.34,15358180,0.62,0.53,154930
(주)윌비스,008600,2012/12,231396677,0,38.81,72.04,-2.99,9741027,1.64,0.42,198030
(주)유니드,014830,2012/12,720927489,4880452,67.6,59.67,-18.91,96875651,0.9,0.49,504649
(주)유니온,000910,2012/12,262336464,896112,35.54,73.78,-5.51,13424683,0.62,0.33,121843
(주)유니켐,011330,2012/12,64446069,0,711.07,12.33,-9.47,-10144117,4.36,1.05,99389
(주)유수홀딩스,000700,2012/12,615691690,0,54.98,64.53,12.36,30955729,1.13,0.55,40715
(주)유유제약,000220,2012/03,85913910,717960,27.75,78.28,6.48,6462577,1.01,0.52,54320
(주)유한양행,000100,2012/12,1344865199,13197998,16.65,85.72,14.25,77501006,1.96,1.06,762793
(주)이노션,214320,2012/12,,,,,,,,,411287
(주)이마트,139480,2012/12,11343053804,41796000,91.11,52.33,0,727972388,1.37,1.01,10939021
(주)이수페타시스,007660,2012/12,246656077,3664705,52.9,65.4,-1.29,22744733,1.62,1.05,298089
(주)이수화학,005950,2012/12,971114821,6708465,77.09,56.47,9.84,16245838,0.86,0.49,1848372
(주)이스타코,015020,2012/12,76117947,0,123.06,44.83,-17.51,-3185075,2.22,0.37,5883
(주)이아이디,093230,2012/12,48405095,0,55.5,64.31,-46.58,-3574817,6.35,0.67,15735
(주)이엔플러스,074610,2012/12,12453884,0,52.69,65.49,36.89,-1025965,7.41,1.51,15520
(주)이원,017940,2012/12,2745549054,9250802,162.06,38.16,2.33,-3660485,0.5,0.3,6734356
(주)이월드,084680,2012/12,186538344,0,97.9,50.53,5.17,-2829202,0.98,0.45,17774
(주)인디에프,014990,2012/12,208873619,0,119.59,45.54,-12.27,19550610,0.63,0.3,214940
(주)인바이오젠,101140,2012/12,8458072,0,86.88,53.51,-14.89,369980,6.49,0.62,10168
(주)인스코비,006490,2012/12,19279543,0,35.47,73.81,45.82,-3823826,12.38,2.79,7985
(주)인팩,023810,2012/12,110625951,1000000,119.36,45.59,7.08,2018943,0.97,0.59,131917
(주)일신석재,007110,2012/12,76481976,0,37.23,72.87,-31.86,2443441,2.54,1.07,39558
(주)잇츠한불,226320,2012/12,,,,,,,,,31797
(주)제이에스코퍼레이션,194370,2012/12,,,,,,,,,100564
(주)제일기획,030000,2012/12,1120437710,0,81.2,55.19,18.49,4206842,4.79,3.23,853638
(주)제주은행,006220,2012/12,3242918000,1106000,1066.96,8.57,-0.2,105454000,0.43,0.35,193056
(주)제주항공,089590,2012/12,,,,,,,,,341160
(주)조비,001550,2012/12,80896358,0,454.62,18.03,20.14,-4761946,2.23,0.96,48495
(주)조흥,002600,2012/12,126574159,1500000,34.12,74.56,-2.83,6458882,0.56,0.39,96207
(주)종근당바이오,063160,2012/12,185424863,1795318,49.36,66.95,2.92,22900061,0.77,0.36,113760
(주)종근당홀딩스,001630,2012/12,590982649,8530246,65,60.61,4.31,49995956,1.57,0.54,461246
(주)주연테크,044380,2012/12,34688978,0,25.67,79.57,15.53,256387,2.44,0.58,74735
(주)지누스,013890,2012/12,,,,,,,,,120668
(주)지에스,078930,2012/12,5342898000,127900000,15.67,86.45,-51.62,73129000,1.6,1.05,168342
(주)지에스글로벌,001250,2012/12,619881934,2811900,143.92,41,17.34,32241037,1.42,0.92,2685282
(주)지에스리테일,007070,2012/12,2854221503,30800000,87.82,53.24,13,287611654,2.03,1.14,4502005
(주)지투알,035000,2012/12,102429927,3241529,2.78,97.29,-12.2,2974971,1.58,1.1,14245
(주)진도,088790,2012/12,191145339,0,180.17,35.69,12.53,-5525750,0.99,0.58,160506
(주)진양홀딩스,100250,2012/12,173309461,4109647,0.35,99.65,20.57,8995490,0.77,0.43,8970
(주)진에어,272450,2012/12,70147813,0,426.69,18.99,45.31,21568725,0,0,247510
(주)천일고속,000650,2012/12,57227639,0,38.98,71.95,5.36,4771181,1.65,0.87,55283
(주)청호ICT,012600,2012/12,106431082,0,35.78,73.65,-43.23,5345209,0.63,0.27,55180
(주)체시스,033250,2012/06,96400232,829526,152.3,39.64,23.28,8002418,0.95,0.52,108101
(주)카카오,035720,2012/12,568129251,14990360,17.49,85.11,2.24,127871035,0,0,428094
(주)카프로,006380,2012/12,734636253,10000000,60.75,62.21,-18.43,-59523856,2.69,0.93,956646
(주)케이씨,029460,2012/12,210118351,657550,11.29,89.86,-39.97,25397949,1.14,0.64,115299
(주)케이씨씨,002380,2012/12,6577994367,68578546,35.1,74.02,-4.74,62551004,0.84,0.55,2873047
(주)케이씨티시,009070,2012/12,266554091,747620,81.79,55.01,15.67,-1651782,0.58,0.31,214175
(주)케이에스에스해운,044450,2012/12,307046894,1022129,124.98,44.45,15.06,27739486,0.79,0.3,109966
(주)케이에이치필룩스,033180,2012/12,57582231,759277,63.06,61.33,-1.24,1662155,1.36,0.74,47333
(주)케이이씨,092220,2012/12,372922603,0,200.39,33.29,-9.96,-6480773,1.23,0.6,256779
(주)케이티,030200,2012/12,26508776000,487445000,123.3,44.78,-6.46,5188739000,1.12,0.77,18863237
(주)케이티스카이라이프,053210,2012/12,622779307,16723314,79.21,55.8,18.71,161271613,5.74,2.85,551270
(주)케이티씨에스,058850,2012/12,181146569,3968500,47.68,67.71,0.96,16503552,0.99,0.77,384172
(주)케이티아이에스,058860,2012/12,177525579,3080200,42.75,70.05,4.02,16843921,1.06,0.71,388427
(주)케이티앤지,033780,2012/12,5917563261,402876000,21.3,82.44,5.03,803281611,2.84,2.16,2616190
(주)코리아써키트,007810,2012/12,358964874,0,69.48,59,26.34,75600063,2.53,0.73,439778
(주)코아스,071950,2012/12,103282530,0,144.54,40.89,-10.49,387996,1.12,0.45,76690
(주)코오롱,002020,2012/12,1055339333,6622607,71.25,58.39,7.91,12033576,0.64,0.35,58724
(주)콘텐트리중앙,036420,2012/12,213047311,0,143.97,40.99,43.15,-585456,0,0,86150
(주)콤텍시스템,031820,2012/12,112422527,955544,133.59,42.81,-10.98,1688646,1.24,0.53,159021
(주)큐로,015590,2012/12,250864739,0,268.35,27.15,8.25,8692966,2.45,1.34,263752
(주)크라운해태홀딩스,005740,2012/12,546220034,1515861,125.71,44.3,4.43,35386653,1.41,0.84,418238
(주)크래프톤,259960,2012/12,,,,,,,,,24860
(주)키다리스튜디오,020120,2012/12,27561464,0,85.84,53.81,120.05,147357,2.26,1.03,9216
(주)태경비케이,014580,2012/12,169785218,2758310,64.33,60.85,-1.41,14218439,0.68,0.58,126234
(주)태영건설,009410,2012/12,2136326947,6562535,174.06,36.49,-1.03,172249552,0.65,0.42,1639161
(주)테이팩스,055490,2012/12,,,,,,,,,102080
(주)토니모리,214420,2012/12,,,,,,,,,150553
(주)티비에이치글로벌,084870,2012/12,261285247,0,80.67,55.35,-4.4,19771923,3.24,1.46,173471
(주)티에이치엔,019180,2012/12,167478022,565076,231.93,30.13,20.05,-11801606,0.92,0.46,166347
(주)티웨이항공,091810,2012/12,25064601,0,0,0,0,-619261,0,0,137236
(주)티웨이홀딩스,004870,2012/12,24295231,0,32.6,75.41,-18.08,-2050026,1.6,0.73,7273
(주)팜스코,036580,2012/12,560228923,29108,142.86,41.18,24.83,-28243776,0.89,0.5,664947
(주)퍼시스,016800,2012/12,342332609,6814244,12.79,88.66,-20.04,33134430,1.41,0.88,221952
