회사명,거래소코드,회계년도,[공통]자산(*)(IFRS),[공통]   배당금(*)(IFRS),[공통]부채비율(IFRS),[공통]자기자본구성비율(IFRS),[공통]매출액증가율(IFRS),[공통]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[공통]PBR(최고)(IFRS),[공통]PBR(최저)(IFRS),[공통]매출액(요약)
(주)경인양행,012610,2017/12,296909084,1984320,55.58,64.28,8.2,652491,1.49,0.8,193976
(주)광명전기,017040,2017/12,128881408,0,50.86,66.29,8.41,5270038,1.86,1.21,105083
(주)광주신세계,037710,2017/12,655018971,2000000,13.06,88.45,-0.37,51294766,0.75,0.61,209647
(주)국동,005320,2017/12,75154254,0,94.5,51.41,2.15,-3177835,3.78,0.97,130016
(주)국보,001140,2017/12,69819240,0,335.3,22.97,-4,-2767209,3.6,1.14,74662
(주)금비,008870,2017/09,148196313,809500,83.1,54.61,-19.88,8977361,1.84,0.95,80379
(주)금양,001570,2017/12,167120998,0,434.75,18.7,-6.33,11500511,4.17,2.87,150809
(주)금호에이치티,214330,2017/12,146407321,732375,50.07,66.64,-12.78,7280265,0.83,0.47,165485
(주)까뮤이앤씨,013700,2017/12,139937930,664684,136.76,42.24,23.24,8151089,1.32,0.76,172177
(주)나이스홀딩스,034310,2017/12,384843529,4610034,18.19,84.61,11.18,15886450,2.32,1.63,37458
(주)남선알미늄,008350,2017/12,284649401,0,92.58,51.93,-0.02,30268216,1.05,0.72,400668
(주)남성,004270,2017/12,170016707,320052,94.1,51.52,10.53,16435033,1.17,0.75,78336
(주)넥센,005720,2017/12,653953608,4289446,21.63,82.21,10.01,-16381605,1.13,0.76,212027
(주)노루페인트,090350,2017/12,541017214,5118097,91.73,52.16,11.06,31427537,0.73,0.59,479768
(주)노루홀딩스,000320,2017/12,360020678,4689883,18.58,84.33,-47.96,22096391,0.88,0.64,42262
(주)녹십자,006280,2017/12,1575759046,14266000,52.6,65.53,6.33,46441288,3.02,1.69,1098479
(주)녹십자홀딩스,005250,2017/12,958660032,13621000,62.88,61.39,17.32,61226404,3.79,1.83,115366
(주)농심,004370,2017/12,2317377704,23130500,25.46,79.71,-0.37,83178233,1.28,0.98,1855364
(주)농심홀딩스,072710,2017/12,576908147,9275528,5.59,94.71,0,13053863,1.17,0.86,19090
(주)다우기술,023590,2017/12,705654329,12979985,41.17,70.84,-15.26,26297505,2.21,1.55,181904
(주)다이나믹디자인,145210,2017/12,176546112,0,438.52,18.57,-20.22,1078823,6.72,1.77,100374
(주)대교,019680,2017/12,822144545,12664569,21.78,82.12,-0.4,96427384,1.43,1.3,756770
(주)대구백화점,006370,2017/03,464408617,1931687,28.06,78.09,-13,-9533815,0.43,0.38,130249
(주)대덕,008060,2017/12,607099316,12493527,16.74,85.66,4.34,68947879,1.22,0.77,512147
(주)대동,000490,2017/12,558502937,1243693,199.08,33.44,-2.22,39111345,1.55,0.9,453491
(주)대양금속,009190,2017/12,95910308,0,268.98,27.1,18.21,22984516,4.94,3.03,172877
(주)대우건설,047040,2017/12,8247700980,0,272.34,26.86,3.35,163820384,1.6,0.98,11332056
(주)대웅,003090,2017/12,337100220,4318462,5.86,94.47,11.2,8780653,2.45,0.44,54734
(주)대웅제약,069620,2017/12,1053517341,6192522,92.48,51.95,9.16,63297190,4.44,1.66,866755
(주)대유에이텍,002880,2017/12,359200420,3596964,199.06,33.44,8.22,21875624,1.75,0.97,375357
(주)대유플러스,000300,2017/12,135238036,0,46.4,68.31,-76.26,5549634,1.25,0.67,42150
(주)대창,012800,2017/12,388455905,1922695,154.32,39.32,19.13,-14228725,0.82,0.56,442632
(주)대한항공,003490,2017/12,23423066865,24044391,537.86,15.68,2.61,2813805051,1.09,0.7,11802819
(주)대현,016090,2017/12,246853161,2214116,42.73,70.06,1.26,-2422478,1.19,0.68,283694
(주)대호에이엘,069460,2017/12,88319324,0,227.88,30.5,7.37,7056440,1.79,1.11,126320
(주)더메디팜,118000,2017/12,23040074,0,24.73,80.17,38.85,-5771307,16.37,1.98,8511
(주)더블유게임즈,192080,2017/12,419734962,5668788,3.74,96.4,3.91,53032587,0,0,161222
(주)더존비즈온,012510,2017/12,272928964,11869032,48.19,67.48,16.59,47500140,6.85,3.83,201743
(주)덕성,004830,2017/12,103945702,316589,59.1,62.85,-2.47,6491697,1.77,0.88,96190
(주)덴티움,145720,2017/12,314946878,1293584,85.27,53.97,16.71,20547744,5.06,2.16,122526
(주)도화엔지니어링,002150,2017/12,324862233,6406800,37.52,72.72,22.63,11714757,0.91,0.65,398214
(주)동남합성,023450,2017/12,91684894,245976,79.15,55.82,31.86,8773754,2.26,1.51,137439
(주)동방,004140,2017/12,439488400,347513,258.03,27.93,-11.71,10285092,0.75,0.44,413906
(주)동방아그로,007590,2017/12,179100446,2900694,38.9,71.99,3.42,9279654,0.81,0.73,119813
(주)동서,026960,2017/12,1351455235,69280766,10.77,90.28,7.83,95960686,2.92,2.14,503282
(주)동성케미컬,102260,2017/12,405380617,8798602,51.89,65.84,27.9,20038316,1.24,0.98,306418
(주)동아지질,028100,2017/12,254667941,2260000,65.27,60.51,5.33,38070616,1.2,0.7,339724
(주)동양,001520,2017/12,914720129,10373000,7.45,93.07,13.39,-5789587,0.88,0.49,422675
(주)동양고속,084670,2017/12,211177314,1844069,68.15,59.47,-8.79,17752391,1,0.71,141801
(주)동원에프앤비,049770,2017/12,1055184115,9647810,102.46,49.39,7.11,12135618,2.09,1.34,1569205
(주)두산,000150,2017/12,3950029379,100433267,79.57,55.69,26.98,203947049,1.87,1.16,2624829
(주)두올,016740,2017/12,232488877,2166139,53.13,65.31,7.06,21389144,0.86,0.59,184817
(주)드림텍,192650,2017/12,216741529,0,117.67,45.94,13.52,11029745,0,0,527609
(주)디비아이엔씨,012030,2017/12,193518033,0,38.72,72.09,-2.58,7980574,1.2,0.82,199530
(주)디아이,003160,2017/12,166992275,2867161,41.9,70.47,55.81,-456785,2.27,1.19,81474
(주)디아이씨,092200,2017/12,538773509,1112736,267.75,27.19,10.33,37716905,1.73,1.19,363623
(주)디알비동일,004840,2017/12,272812298,2074236,29.4,77.28,-6.15,12900572,1.17,0.68,121993
(주)디엔오토모티브,007340,2017/12,289464247,6110130,7.92,92.66,-61.88,8554455,3.64,2.01,133036
(주)디지비금융지주,139130,2017/12,3157761087,57510000,24.03,80.63,20.92,48905673,0.86,0.63,115022
(주)락앤락,115390,2017/12,634355406,7044258,5.73,94.58,-19.86,46819688,2.97,1.19,163837
(주)마니커,027740,2017/12,221812968,0,143.55,41.06,9.91,12071269,1.23,0.77,237729
(주)메리츠금융지주,138040,2017/12,1518756543,71841835,34.78,74.19,21.11,118881132,2.33,1.47,146023
(주)메타랩스,090370,2017/12,46492007,0,52.09,65.75,-59.55,-10352965,8.34,1.18,27206
(주)모나리자,012690,2017/12,82624169,3656078,18.03,84.73,-3.33,7938941,5.36,2.38,117360
(주)모나미,005360,2017/12,135292125,1298311,136.74,42.24,2.84,11442988,1.75,0.98,103208
(주)모토닉,009680,2017/12,429710114,7774730,8.09,92.51,10.57,15161435,1.06,0.74,201352
(주)무학,033920,2017/12,666177429,9865404,24.85,80.09,-8.99,21175370,1.45,0.94,231322
(주)미래아이앤지,007120,2017/12,68770378,0,4.76,95.45,-18.62,-1026522,1.56,0.45,8033
(주)바이오노트,377740,2017/12,,,,,,,,,33129
(주)방림,003610,2017/09,230735407,2028840,24.84,80.11,-6.97,8815559,0.58,0.46,107613
(주)백산,035150,2017/12,186913634,2365556,48.98,67.12,2.66,17215841,2.02,1.29,178690
(주)벽산,007210,2017/12,343106483,1455292,52.68,65.5,-14.84,13426535,1.45,0.87,250971
(주)보락,002760,2017/12,51828012,419300,19.92,83.39,-6.31,705777,1.94,0.26,33456
(주)보령,003850,2017/12,401220772,6799843,61.54,61.9,3.32,-23921666,2.43,1.5,422721
(주)비비안,002070,2017/12,137233021,1295522,23.11,81.23,4.4,-216562,0.61,0.48,185230
(주)비상교육,100220,2017/12,247454917,4284222,18.63,84.3,-3.23,19177440,1.42,0.81,132566
(주)비와이씨,001460,2017/12,738219700,719902,83.57,54.48,-7.48,23679596,0.86,0.64,195311
(주)비지에프,027410,2017/12,699735805,6451000,8.93,91.8,-99.89,356586817,11.24,1.1,5608
(주)비지에프리테일,282330,2017/12,1231046501,17275000,,,,-20814277,,,938657
(주)빙그레,005180,2017/12,632229308,11052000,20.17,83.21,4.62,40375883,1.43,1.12,841320
(주)사조대림,003960,2017/12,344907865,894842,78.63,55.98,2.44,4656689,1.04,0.54,471852
(주)사조오양,006090,2017/12,302399963,1130728,103.38,49.17,11.14,25979205,1.06,0.75,310187
(주)삼성출판사,068290,2017/12,78700728,1500000,11.24,89.89,0.11,1722750,1.88,1.27,47296
(주)삼양사,145990,2017/12,1656219184,12536000,56.56,63.87,2.58,-98553329,1.12,0.92,1624180
(주)삼양패키징,272550,2017/12,497394205,0,102.38,49.41,7.52,54107267,1.64,1.22,333440
(주)삼양홀딩스,000070,2017/12,1578058778,15477000,15.07,86.9,-10.36,16577520,0.92,0.55,91591
(주)삼영,003720,2017/12,89171444,0,67.92,59.55,-6.06,-3705643,1.15,0.64,87938
(주)삼원강재,023000,2017/12,245605264,4600000,25.98,79.38,2.9,29748404,0.81,0.68,276173
(주)삼익악기,002450,2017/12,315507921,4276546,74.26,57.39,-12.15,-380147,1.51,0.82,136766
(주)삼일씨엔에스,004440,2017/12,361301200,891236,26.55,79.02,-22.23,6675147,0.94,0.54,220937
(주)삼천리,004690,2017/12,2600414929,10690215,107.05,48.3,5.66,53240833,0.42,0.32,2519754
(주)상상인증권,001290,2017/12,811255966,0,476.7,17.34,-27.65,-113503696,0.84,0.4,46433
(주)서연,007860,2017/12,355119211,2170729,3.86,96.28,20.23,-238225,0.86,0.48,11612
(주)서연이화,200880,2017/12,847694896,4053413,96.39,50.92,-8.99,56390523,1.12,0.59,928021
(주)서원,021050,2017/12,176720652,0,127.86,43.89,-1.77,10316899,1.36,0.63,202009
(주)서흥,008490,2017/12,415797939,3428014,79.73,55.64,-0.82,32310229,2.13,1.65,258202
(주)선앤엘,002820,2017/12,469495741,0,79.57,55.69,4.62,-2304655,0.55,0.35,325752
(주)선진,136490,2017/12,577742166,0,70.6,58.62,12.84,47631217,1.86,0.68,694135
(주)성안,011300,2017/12,157758250,0,66.18,60.17,-6.91,-7413000,0.58,0.37,43815
(주)세아베스틸지주,001430,2017/12,2485388745,32036084,46.49,68.26,19.03,122380033,0.79,0.52,1927463
(주)세아제강지주,003030,2017/12,1749525738,10465178,50.66,66.38,24.95,43472127,0.62,0.46,1658988
(주)세아특수강,019440,2017/12,429595375,6317740,39.03,71.93,8.16,15302591,0.69,0.56,618668
(주)세아홀딩스,058650,2017/12,1029729871,7998200,15.45,86.62,-0.6,38246696,0.79,0.56,42948
(주)세우글로벌,013000,2017/12,44036822,0,20.02,83.32,-17.02,-999157,2.96,0.92,33446
(주)세원정공,021820,2017/06,274144622,1000000,16.89,85.55,9.15,9692468,0.88,0.69,53718
(주)세이브존아이앤씨,067830,2017/12,561656065,1888232,44.36,69.27,-2.67,31132987,0.57,0.5,176743
(주)세진중공업,075580,2017/12,346692858,1151182,121.4,45.17,-41.3,23766925,1.12,0.67,250893
(주)셀트리온,068270,2017/12,3138184505,2441953,30.49,76.63,43.52,490902876,0,0,828917
(주)솔루엠,248070,2017/12,213609469,0,323.45,23.62,0,4599882,0,0,356977
(주)수산인더스트리,126720,2017/12,162631521,1600000,16.89,85.55,31.48,10236843,0,0,136253
(주)수산중공업,017550,2017/12,114599020,0,18.32,84.52,18.1,5395004,1.21,0.78,96842
(주)시디즈,134790,2017/12,23322114,0,7.12,93.36,25.96,-797467,4.88,1.64,12520
(주)신도리코,029530,2017/12,921617397,16223145,7.66,92.88,10.65,54786799,0.8,0.59,531267
(주)신성이엔지,011930,2017/12,646791896,0,679.38,12.83,319.3,-17648816,6.11,4.13,888340
(주)신세계,004170,2017/12,6071901542,12296000,93.44,51.69,1.33,309703155,0.98,0.52,1665521
(주)신세계아이앤씨,035510,2017/12,227007557,1636491,36.47,73.28,8.03,16472342,0.91,0.73,320150
(주)신세계인터내셔날,031430,2017/12,854969239,4284000,89.79,52.69,7.48,15480363,1.35,0.93,960655
(주)신세계푸드,031440,2017/12,588037441,2904218,85.15,54.01,14.08,83884094,2.23,1.48,1185685
(주)신영와코루,005800,2017/12,325318026,1350000,8.19,92.43,1.68,1597334,0.6,0.45,180659
(주)신원,009270,2017/12,426919878,0,146.69,40.54,0.54,32241,1.13,0.58,634684
(주)신풍,002870,2017/12,151800927,0,241.39,29.29,8.58,2203196,1.16,0.06,135122
(주)신한금융지주회사,055550,2017/12,27639783000,687589000,36.88,73.05,-42.02,695187000,1.35,1.08,1008868
(주)신화다이나믹스,001770,2017/12,70239953,121488,90.69,52.44,-12.66,1929165,1.01,0.56,61275
(주)신흥,004080,2017/12,127268581,575326,38.87,72.01,-2.86,2472205,1.29,1.06,120763
(주)쌍방울,102280,2017/12,619607730,0,100.22,49.95,-0.23,4254650,0.96,0.46,97188
(주)쎌마테라퓨틱스,015540,2017/12,16795295,0,127.12,44.03,41.37,-5317045,9.94,3.64,16587
(주)쏘카,403550,2017/12,,,,,,,,,121086
(주)씨아이테크,004920,2017/12,31326807,0,51.53,65.99,1.29,295946,2.13,1.39,8680
(주)씨티알모빌리티,308170,2017/12,164757169,0,188.9,34.61,0,5259781,0,0,249689
(주)아모레퍼시픽,090430,2017/12,4786271661,88343403,18.87,84.13,-15.06,369037804,6.75,4.35,3627543
(주)아모레퍼시픽그룹,002790,2017/12,1743451597,30016220,2.86,97.22,20.59,69106026,8.62,5.71,100242
(주)아센디오,012170,2017/12,111289472,0,113.14,46.92,496.53,1198686,4.2,1.92,34527
(주)아이마켓코리아,122900,2017/12,738805608,12165419,94.22,51.49,-13.97,174613738,1.49,0.9,2307871
(주)아이에이치큐,003560,2017/12,255261812,0,9.5,91.33,21.33,62279421,2.24,1.17,118073
(주)알루코,001780,2017/12,348182986,3728492,62.27,61.63,-19.62,46319131,2.18,1.18,228951
(주)에넥스,011090,2017/12,169821831,1659077,185.21,35.06,9.7,6655058,3.58,1.59,427956
(주)에스비에스,034120,2017/12,1043991727,4422517,87.17,53.43,-7.62,82983757,1,0.76,737690
(주)에스엠벡셀,010580,2017/12,53447698,0,172.18,36.74,-6.64,-3719137,3.65,1.51,72104
(주)에스원,012750,2017/12,1556037333,84525598,29.53,77.2,6.14,290452310,4.14,3.16,1929986
(주)에스제이엠,123700,2017/12,157580976,2028637,14.28,87.5,-14.46,9431011,0.87,0.57,83185
(주)에스제이엠홀딩스,025530,2017/12,159987153,2710398,10.12,90.81,-34.1,-785773,0.63,0.47,6478
(주)에스지글로벌,001380,2017/12,169782157,0,51.2,66.14,-8.39,14285673,3.57,1.17,109537
(주)에스지세계물산,004060,2017/12,321749845,0,65.59,60.39,-15.66,9708444,1.66,0.88,257343
(주)에스피씨삼립,005610,2017/12,449076257,5134104,134.69,42.61,-4.13,45834799,10.53,5.58,1010119
(주)에이블씨엔씨,078520,2017/12,353152023,0,21.92,82.02,-13.39,6574395,1.74,0.84,332201
(주)에이엔피,015260,2017/12,130520945,0,133.6,42.81,-5.07,-1351971,2.7,0.75,91691
(주)에이프로젠,007460,2017/12,266961639,0,78.5,56.02,-18.12,8074246,1.76,0.2,44897
(주)에이프로젠바이오로직스,003060,2017/12,161423595,0,90.84,52.4,4.81,-7984072,5.81,3.25,30860
(주)에이플러스에셋어드바이저,244920,2017/12,,,,,,,,,196318
(주)에프앤에프홀딩스,007700,2017/12,399368973,10010000,35.34,73.89,27.86,67074730,2.63,0.87,560952
(주)엔씨소프트,036570,2017/12,3461508054,154703196,25.72,79.54,107.84,591923578,4.22,2.05,1546636
(주)엔아이스틸,008260,2017/12,251330239,1421343,156.13,39.04,31.73,24347506,1.44,0.86,150604
(주)엔케이,085310,2017/12,212585731,0,29.44,77.26,-47.13,4876111,1.31,0.41,83358
(주)엘에스,006260,2017/12,2208999000,34709000,18.88,84.12,38.77,69534000,1.57,1.04,115262
(주)엘에스네트웍스,000680,2017/12,1047717136,0,118.5,45.77,-29.86,-2735939,0.54,0.47,235484
(주)엘에프,093050,2017/12,1460551696,14620000,30.36,76.71,0.68,107090951,0.94,0.56,1389250
(주)엘엑스세미콘,108320,2017/12,543846281,11385010,32.16,75.67,13.56,32304674,0,0,692757
(주)엘엑스인터내셔널,001120,2017/12,2728803700,9664812,127.55,43.95,-0.7,79777077,1.2,0.91,2808960
(주)엘엑스하우시스,108670,2017/12,2223907000,18015000,124.21,44.6,12.93,25965000,1.24,0.94,2812681
(주)엘지,003550,2017/12,9238893000,228668000,5.21,95.05,16.42,460353000,1.88,1.2,714845
(주)엘지생활건강,051900,2017/12,3485163640,150909000,47.69,67.71,3.37,668286986,10.79,6.47,3784444
(주)엘지유플러스,032640,2017/12,11948222000,174645000,125.99,44.25,7.23,2280305000,1.88,1.17,12261930
(주)엘지헬로비전,037560,2017/12,1868155224,5808515,89.25,52.84,1.75,281258259,1.04,0.63,1119895
(주)엘지화학,051910,2017/12,21148136000,460058000,36.39,73.32,20.94,2858938000,2.32,1.35,20880236
(주)엠씨넥스,097520,2017/12,373911995,0,212.03,32.05,56.69,-1191830,0,0,625605
(주)영원무역,111770,2017/12,1413684083,13159818,55.81,64.18,2.14,96095011,1.88,1.29,1237998
(주)영원무역홀딩스,009970,2017/12,454115572,6962939,3.61,96.52,-5.02,10579860,1.95,1.56,13866
(주)영풍,000670,2017/12,2213267018,17201340,26.38,79.13,26.3,17521453,1.43,0.94,1458392
(주)영흥,012160,2017/12,300545413,504024,80.03,55.55,5.8,-2405443,0.92,0.61,177011
(주)예스코홀딩스,015360,2017/12,1252083339,7575495,97.49,50.63,3.46,80010325,0.39,0.35,901440
(주)오뚜기,007310,2017/12,1405801127,23572143,45.62,68.67,4.65,89852338,3.32,2.29,2050192
(주)오리엔트바이오,002630,2017/03,94642041,0,31.93,75.8,-4.44,-1401695,8.09,2.75,19180
(주)오리온,271560,2017/12,1138455473,23715695,,,,77930457,,,399270
(주)오리온홀딩스,001800,2017/12,1907981603,20507267,0.26,99.74,-98,36650847,17.94,0.47,13597
(주)와이지플러스,037270,2017/12,105749904,0,5.01,95.23,-25.86,-205199,1.76,1.02,19165
(주)와이투솔루션,011690,2017/12,204685472,0,58.64,63.04,14.5,-4700439,2.24,1.35,112119
(주)용평리조트,070960,2017/12,867690629,4813333,112.6,47.04,-0.29,17810277,1.77,1,209351
(주)우성,006980,2017/12,232425938,642806,49.45,66.91,0.17,3667651,1.37,0.54,250052
(주)우신시스템,017370,2017/12,168994990,333014,56.06,64.08,11.97,8073695,1.74,0.65,108803
(주)우진,105840,2017/12,140861546,0,32.7,75.36,-1.52,12194365,1.25,0.77,45890
(주)우진아이엔에스,010400,2017/12,97685198,2488800,26.86,78.83,27.57,-1243943,0,0,140446
(주)우진플라임,049800,2017/12,316192072,0,280.97,26.25,1.12,-13772750,1.92,0.86,228496
(주)웅진,016880,2017/12,738570178,0,96.45,50.9,-6.27,12920242,0.57,0.41,127204
(주)웅진씽크빅,095720,2017/12,529060810,5415257,76.34,56.71,0.13,58948807,1.41,0.88,613353
(주)원림,005820,2017/12,90604955,489853,25.02,79.99,-2.56,-889720,0.86,0.65,48311
(주)위스컴,024070,2017/12,128411997,0,10.13,90.8,-13.44,5354829,0.63,0.51,106438
(주)윌비스,008600,2017/12,278347765,0,67.78,59.6,-7.78,1847446,1.65,0.59,263285
(주)유니드,014830,2017/12,870939770,9777886,50.7,66.36,-0.7,-26111541,0.83,0.64,511971
(주)유니온,000910,2017/12,245091985,2802898,60.03,62.49,-0.46,4769645,0.52,0.38,91885
(주)유니켐,011330,2017/12,74720449,0,138.12,42,79.68,2074523,3.19,2.07,66051
(주)유수홀딩스,000700,2017/12,270213782,0,60.45,62.32,-14.92,7296625,1.43,0.88,14988
(주)유유제약,000220,2017/03,104460465,1274092,38.77,72.06,5.23,8916299,1.76,0.85,62907
(주)유한양행,000100,2017/12,1810455414,21749829,21.67,82.19,10.67,48520504,2.16,1.53,1451988
(주)이노션,214320,2017/12,950374456,20000000,56.45,63.92,-0.1,40897700,2.75,1.95,421637
(주)이마트,139480,2017/12,14346891084,48762000,71.49,58.31,7.05,724249316,0.97,0.6,12450695
(주)이수페타시스,007660,2017/12,325207524,2757522,85.13,54.02,-14.52,11002262,1.33,0.98,301678
(주)이수화학,005950,2017/12,903700665,7262206,75.94,56.84,16.66,27543447,0.57,0.45,1049214
(주)이스타코,015020,2017/12,82846688,0,87.75,53.26,644.24,26165109,1.91,0.66,37523
(주)이아이디,093230,2017/12,100695685,0,46.24,68.38,134.07,-19716268,1.35,0.52,84380
(주)이엔플러스,074610,2017/12,46604430,0,202.55,33.05,16.47,-7004399,10.02,3.29,44680
(주)이원,017940,2017/12,2835776429,11563502,120.87,45.27,13.48,-131733845,0.36,0.29,3912359
(주)이월드,084680,2017/12,233119097,0,76.98,56.5,18,8346676,1.81,1.14,35025
(주)인디에프,014990,2017/12,141965625,0,113.93,46.74,-0.9,1969973,1.93,0.89,201081
(주)인바이오젠,101140,2017/12,13389537,0,18.24,84.58,-38.7,-426439,7.96,3.34,7077
(주)인스코비,006490,2017/12,42730798,0,21.47,82.33,42.55,-2731999,6.22,3.21,20827
(주)인팩,023810,2017/12,134467338,1300000,54.91,64.55,-2.22,967978,0.89,0.55,145512
(주)일신석재,007110,2017/12,77760845,0,53.3,65.23,25.33,-808805,2.54,1.79,52703
(주)잇츠한불,226320,2017/12,523135383,10569957,18.79,84.18,-41.47,23375577,2.59,1.16,156534
(주)제이에스코퍼레이션,194370,2017/12,179359166,3855876,10.83,90.23,27.16,3658620,1.85,1.03,224903
(주)제일기획,030000,2017/12,1202886604,76971831,80.31,55.46,3.91,43657399,4.54,3.2,1062990
(주)제주은행,006220,2017/12,5550919000,2213000,1271.27,7.29,9.75,22977000,0.46,0.37,208460
(주)제주항공,089590,2017/12,799844746,15728308,141.65,41.38,33.26,175831024,3.59,2.14,996302
(주)조비,001550,2017/12,93468380,0,101.37,49.66,1.51,6486900,1.53,1.1,59948
(주)조흥,002600,2017/12,168471957,3600000,39.94,71.46,25.01,9042688,2.06,0.89,162127
(주)종근당,185750,2017/12,664781406,8463350,65.55,60.4,6.29,80233495,3.61,2.41,884277
(주)종근당바이오,063160,2017/12,179483384,2051787,26.36,79.14,4.58,20445525,0.92,0.74,118187
(주)종근당홀딩스,001630,2017/12,335052535,4508875,1.43,98.59,-4.17,5453294,1.3,0.87,12666
(주)주연테크,044380,2017/12,53180600,0,12.11,89.2,4.84,-5516966,2.13,0.67,52069
(주)지누스,013890,2017/12,203446956,0,99.87,50.03,0,23586064,0,0,299097
(주)지에스,078930,2017/12,6201620000,170504000,22.35,81.74,31.75,422724000,1.5,0.98,493029
(주)지에스글로벌,001250,2017/12,1112934373,2062380,204.85,32.8,36.71,48851132,0.87,0.62,2919489
(주)지에스리테일,007070,2017/12,3882471359,46200000,89.33,52.82,10.58,369369762,2.41,1.37,7946893
(주)지투알,035000,2017/12,103271138,4051911,6.94,93.51,25.45,13863108,2.17,1.45,28958
(주)진도,088790,2017/12,157997847,3365178,53.9,64.98,4.17,-265697,0.8,0.61,128186
(주)진양홀딩스,100250,2017/12,188078276,5479529,0.82,99.19,31.52,9663933,1.07,0.91,13059
(주)진에어,272450,2017/12,498274611,7500000,114.96,46.52,23.44,124658382,0.72,0.62,888388
(주)천일고속,000650,2017/12,67842442,8562324,43.92,69.48,-5.42,-2097544,4.74,3.32,55246
(주)청호ICT,012600,2017/12,52301474,0,129.12,43.64,-19.41,-6383065,1.94,1.05,32478
(주)체시스,033250,2017/06,83621431,0,162.16,38.14,3.78,-5032506,1.9,0.86,51731
(주)카카오,035720,2017/12,4956877856,10049694,39.33,71.77,13.64,246581752,3.41,1.98,978700
(주)카카오뱅크,323410,2017/12,5842204752,0,,,,-106915023,,,68911
(주)카프로,006380,2017/12,462168690,2000000,75.34,57.03,56.69,48788913,1.44,0.84,541296
(주)케이씨,029460,2017/12,195432205,2239893,25.35,79.78,-60.84,37555979,6.11,2.85,123246
(주)케이씨씨,002380,2017/12,9207335730,78667584,61.27,62.01,8.7,382837518,0.84,0.58,3426494
(주)케이씨텍,281820,2017/12,266588205,3570221,,,,7095600,,,75095
(주)케이씨티시,009070,2017/12,323430336,1046701,107.05,48.3,4.64,16999685,0.73,0.48,269408
(주)케이에스에스해운,044450,2017/12,903664233,5235846,297.58,25.15,25.86,76105582,1.15,0.82,177290
(주)케이에이치필룩스,033180,2017/12,134630586,2054772,107.14,48.28,24.81,7226855,2.64,1.22,64402
(주)케이이씨,092220,2017/12,365078546,1330271,66.44,60.08,3.49,6652880,0.83,0.37,227747
(주)케이티,030200,2017/12,23334923000,245097000,106.3,48.47,1.83,3478641000,1.03,0.83,17341316
(주)케이티스카이라이프,053210,2017/12,774826396,16647174,34.47,74.36,3.47,83823240,1.59,1.17,646816
(주)케이티씨에스,058850,2017/12,212924815,3345040,42.27,70.29,2.3,13133258,0.91,0.68,468806
(주)케이티아이에스,058860,2017/12,223818296,2706123,38.8,72.04,0.32,15207479,0.94,0.66,438131
(주)케이티앤지,033780,2017/12,8664675098,505061000,21.56,82.26,1.08,1103557806,2.63,1.98,3000088
