회사명,거래소코드,회계년도,[공통]자산(*)(IFRS),[공통]   배당금(*)(IFRS),[공통]부채비율(IFRS),[공통]자기자본구성비율(IFRS),[공통]매출액증가율(IFRS),[공통]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[공통]PBR(최고)(IFRS),[공통]PBR(최저)(IFRS),[공통]매출액(요약)
(주)비와이씨,001460,2011/12,479531981,719902,54.82,64.59,-2.12,25145695,0.49,0.37,202084
(주)비지에프,027410,2011/12,,,,,,,,,2602770
(주)빙그레,005180,2011/12,491620453,10610000,24.52,80.31,5.22,14291250,1.76,1.18,720634
(주)사조대림,003960,2011/12,280124752,1925414,96.93,50.78,20.44,-40836473,1.32,0.57,371466
(주)사조오양,006090,2011/12,172615973,0,153.95,39.38,8.62,10576020,1.48,0.82,137323
(주)삼성출판사,068290,2011/12,77183967,990200,18.85,84.14,-3.49,6892159,1.26,0.47,56384
(주)삼양사,145990,2011/12,900406670,0,,,,12985644,,,250418
(주)삼양홀딩스,000070,2011/12,912354587,10233000,23.83,80.76,26.8,120068563,1.04,0.43,491319
(주)삼영,003720,2011/12,188774885,5098161,42.08,70.38,14.49,14622774,10.37,1.02,220283
(주)삼원강재,023000,2011/12,217769532,4400000,60.51,62.3,22.48,1146730,3.12,1.1,346997
(주)삼익악기,002450,2011/12,260830209,2115928,82.62,54.76,8.36,5544172,1.25,0.53,107185
(주)삼일씨엔에스,004440,2011/12,276798381,0,125.12,44.42,13.64,4971904,0,0,205678
(주)삼천리,004690,2011/12,2293782398,10690215,104.04,49.01,11.5,86035417,0.42,0.3,2941835
(주)상상인증권,001290,2011/03,786018528,2340581,316.64,24,57.45,-161917724,0.71,0.39,191558
(주)서연,007860,2011/12,586081888,3949902,103.42,49.16,19.68,48943101,2.21,0.83,692472
(주)서원,021050,2011/12,250633848,979110,147.49,40.41,17.4,-12083735,1.43,0.72,416520
(주)서흥,008490,2011/12,359613542,3169352,100.17,49.96,14.44,6009306,1.09,0.48,142896
(주)선앤엘,002820,2011/12,433838379,1184144,58.86,62.95,8.22,12625757,1.7,0.18,256039
(주)선진,136490,2011/12,239942079,406980,,,,48543600,,,354714
(주)성안,011300,2011/12,135050446,0,84.89,54.08,22.58,7495626,0.99,0.26,87228
(주)세아베스틸지주,001430,2011/12,1999402385,43034543,55.23,64.42,33.05,252790833,2.02,1.03,2484734
(주)세아제강지주,003030,2011/12,1641639574,8700000,73.53,57.63,10.98,48656876,0.71,0.34,1711722
(주)세아특수강,019440,2011/12,420485906,5999000,110.42,47.52,0,-27237141,2.38,1.15,635361
(주)세아홀딩스,058650,2011/12,1019398149,6998425,17.37,85.2,91.72,30596229,0.84,0.49,43970
(주)세우글로벌,013000,2011/12,39776137,0,8.92,91.81,51.12,4064008,0.62,0.36,30489
(주)세원정공,021820,2011/06,204918433,1000000,28.01,78.12,-19.97,11395442,0.93,0.44,65154
(주)세이브존아이앤씨,067830,2011/12,528249301,1892318,108.07,48.06,6.51,65639734,0.53,0.33,167131
(주)세진중공업,075580,2011/12,,,,,,,,,394756
(주)셀트리온,068270,2011/12,1405342718,11522389,55.77,64.2,53.96,64082993,0,0,278593
(주)수산인더스트리,126720,2011/12,63688431,800000,19.47,83.7,30.32,4187338,0,0,42767
(주)수산중공업,017550,2011/12,105164068,1261128,58.32,63.16,18.47,13638961,1.69,0.86,117155
(주)시디즈,134790,2011/12,34096552,399898,50.21,66.57,0,36809,9.21,0.82,45869
(주)신도리코,029530,2011/12,865479781,27038575,11.48,89.7,7.81,107627881,0.75,0.57,716629
(주)신성이엔지,011930,2011/12,415221081,0,173.86,36.51,-15.88,-37301003,2.66,0.73,193636
(주)신세계,004170,2011/12,3699873690,7377000,93.69,51.63,9.1,-104970434,3.29,1.22,1430634
(주)신세계아이앤씨,035510,2011/12,182771518,1720000,42.34,70.25,11.01,4611726,0.99,0.6,337065
(주)신세계인터내셔날,031430,2011/12,534935842,3570000,47.8,67.66,36.44,33352893,3.01,1.93,792330
(주)신세계푸드,031440,2011/12,248735180,2571450,41.12,70.86,11.1,1469040,1.96,1.41,698212
(주)신영와코루,005800,2011/09,277155707,1350000,12.39,88.98,0.13,11927487,0.43,0.33,191337
(주)신원,009270,2011/12,396958637,0,100.04,49.99,4.47,-26697758,0.57,0.34,526884
(주)신풍,002870,2011/12,174297296,0,62.18,61.66,1.58,-1207777,0.36,0.22,117520
(주)신한금융지주회사,055550,2011/12,30844250000,629508000,58.74,63,101.52,61628000,1.53,1.01,2146129
(주)신화다이나믹스,001770,2011/12,90904440,364463,128.87,43.69,-1.48,1282158,0.64,0.29,95288
(주)신흥,004080,2011/12,136081644,576855,76.63,56.62,0.53,-562558,1.36,1.03,168757
(주)쌍방울,102280,2011/12,117974604,0,60.65,62.25,15.28,1936225,2.31,0.63,150463
(주)쎌마테라퓨틱스,015540,2011/12,14915479,0,30.76,76.48,-15.89,-4486613,1.45,0.37,6151
(주)씨아이테크,004920,2011/12,24213117,0,10.83,90.23,-3.69,-889564,1.37,0.58,6297
(주)씨티알모빌리티,308170,2011/12,,,,,,,,,314715
(주)아모레퍼시픽,090430,2011/12,2652199358,44888000,24.77,80.15,11.42,365476324,4.51,3.24,2293407
(주)아모레퍼시픽그룹,002790,2011/12,1625279806,16674000,4.15,96.01,42.89,28176090,1.68,0.93,28495
(주)아센디오,012170,2011/12,39569930,0,33.18,75.09,1555.65,-4232232,3.97,0.7,100606
(주)아이마켓코리아,122900,2011/12,563407460,7186668,96,51.02,8.59,-1892211,3.75,1.49,1682327
(주)아이에이치큐,003560,2011/12,49310759,0,106.24,48.49,23.02,8643028,9.17,2.25,48300
(주)알루코,001780,2011/12,313941542,0,125.77,44.29,-11.45,5017796,2.52,0.89,239733
(주)에넥스,011090,2011/12,118121783,0,159.42,38.55,12.49,627196,0.59,0.34,183720
(주)에스비에스,034120,2011/12,848933837,13689436,59.17,62.82,5.63,80554888,1.61,0.87,720571
(주)에스엠벡셀,010580,2011/12,66549354,0,211.68,32.08,13.55,-2713538,1.52,0.75,95832
(주)에스원,012750,2011/12,987476360,42172799,38.31,72.3,13.02,190049650,3.57,2.66,953611
(주)에스제이엠,123700,2011/12,133013441,3120980,35.82,73.63,0,12922124,1.7,0.57,100010
(주)에스제이엠홀딩스,025530,2011/12,107513275,2032799,0.08,99.92,-80.87,7139356,0.72,0.38,7206
(주)에스지글로벌,001380,2011/12,159373016,0,50.83,66.3,82.96,-3352319,0.7,0.31,64498
(주)에스지세계물산,004060,2011/12,304816917,0,42.38,70.23,6.92,-3103177,0.58,0.22,341736
(주)에스피씨삼립,005610,2011/12,361190490,3139373,127.3,43.99,133.58,49718125,0.9,0.58,628959
(주)에이블씨엔씨,078520,2011/12,184857484,4130771,61.25,62.01,26.43,44990102,2.76,1.7,305626
(주)에이엔피,015260,2011/12,92414331,0,110.82,47.43,-5.18,5096190,1,0.33,94909
(주)에이프로젠,007460,2011/12,166986013,0,1130.96,8.12,-11.52,2436880,6.9,2.13,101262
(주)에이프로젠바이오로직스,003060,2011/12,109012601,0,49.96,66.69,0,-4092308,2.14,0.77,43352
(주)에이플러스에셋어드바이저,244920,2011/03,,,,,,,,,103016
(주)에프앤에프홀딩스,007700,2011/12,196838455,2310000,21.5,82.3,3.87,5775177,0.96,0.53,217856
(주)엔씨소프트,036570,2011/12,1144558297,11890594,18.72,84.23,-2.81,140598137,9.08,4.45,500177
(주)엔아이스틸,008260,2011/12,143559344,1421334,149.45,40.09,14.82,2680582,1.55,0.84,107269
(주)엔케이,085310,2011/12,270263590,1551175,86.53,53.61,1.73,-4007387,3.12,0.76,190411
(주)엘에스,006260,2011/12,1830285000,34709000,10.07,90.85,13.65,63183000,2.55,1.31,92198
(주)엘에스네트웍스,000680,2011/12,1195737795,905087,75.22,57.07,17.97,-28860350,0.77,0.44,423314
(주)엘에프,093050,2011/12,1152310780,11696000,37.81,72.56,27.26,-37925931,2.08,1.05,1410925
(주)엘엑스세미콘,108320,2011/12,268735010,6257993,21.45,82.34,17.21,36313874,0,0,301277
(주)엘엑스인터내셔널,001120,2011/12,3466189083,19329625,176.88,36.12,21.55,272363528,2.52,1.38,7378210
(주)엘엑스하우시스,108670,2011/12,1641318000,10031000,122.87,44.87,6.6,46456000,1.28,0.9,2067165
(주)엘지,003550,2011/12,7537759091,175935000,5.04,95.2,-0.2,434377927,2.62,1.26,589468
(주)엘지생활건강,051900,2011/12,1664706362,58751000,109.46,47.74,14.18,200507083,15.34,8.63,1995557
(주)엘지유플러스,032640,2011/12,11032980000,64875000,186.46,34.91,8.03,298938000,1.56,0.79,9180949
(주)엘지헬로비전,037560,2011/12,1086640213,0,105.28,48.71,34.02,177337747,0,0,581944
(주)엘지화학,051910,2011/12,13419017000,294520000,47.44,67.83,17.56,2203202000,4.98,2.36,19809874
(주)엠씨넥스,097520,2011/12,108770998,99473,207.47,32.52,48.57,7141572,0,0,201921
(주)영원무역,111770,2011/12,716635242,8162236,48.34,67.41,17.27,74801049,2.82,0.86,998519
(주)영원무역홀딩스,009970,2011/12,330852137,5398167,6.63,93.78,71.04,36892539,2.82,1.25,45491
(주)영풍,000670,2011/12,1975179569,15051173,37.28,72.85,17.83,94502211,1.68,0.9,1036692
(주)영흥,012160,2011/12,234106640,2774462,37.12,72.93,11.78,2316287,4.6,0.41,131608
(주)예스코홀딩스,015360,2011/12,1048625549,7575495,86.28,53.68,4.8,51094013,0.31,0.25,1149324
(주)오뚜기,007310,2011/12,886337951,8442300,70.6,58.62,10.2,87765036,1.21,0.81,1513050
(주)오리엔트바이오,002630,2011/03,58943970,0,12.05,89.25,14.81,1556632,2.37,1.3,20723
(주)오리온홀딩스,001800,2011/12,1257850871,15766896,72.34,58.02,14,-5033839,5.85,2.98,757148
(주)와이지플러스,037270,2011/12,42853661,529727,31.28,76.17,-14.38,-2999690,2.04,0.46,21707
(주)와이투솔루션,011690,2011/12,113077965,0,189.68,34.52,-24.06,33778754,1.68,0.67,150336
(주)용평리조트,070960,2011/12,,,,,,,,,124008
(주)우성,006980,2011/12,258975483,1542734,67.25,59.79,0.82,20669497,0.73,0.24,326820
(주)우신시스템,017370,2011/12,136028953,1328283,97.41,50.66,36.44,2062431,1.02,0.51,126390
(주)우진,105840,2011/12,97695535,2201401,18.25,84.57,13.88,12468267,2.81,1.2,59620
(주)우진아이엔에스,010400,2011/12,,,,,,,,,115326
(주)우진플라임,049800,2011/12,157833426,0,139.07,41.83,32.59,5435850,1.06,0.6,141496
(주)웅진,016880,2011/12,1985717368,0,130.71,43.34,34.41,69238491,0.85,0.3,681278
(주)웅진씽크빅,095720,2011/12,576671146,10587814,123.88,44.67,-2.12,42756747,3.99,2.65,775885
(주)원림,005820,2011/12,96052278,587823,53.32,65.22,-0.43,150542,0.49,0.27,54322
(주)위스컴,024070,2011/12,131052653,3005184,14.95,86.99,3.17,5475505,0.61,0.5,170889
(주)윌비스,008600,2011/12,240945817,0,46.39,68.31,24,11228668,1.54,0.22,204134
(주)유니드,014830,2011/12,790662235,4938802,87.72,53.27,31.2,-35988931,1.28,0.8,622357
(주)유니온,000910,2011/12,322526634,924657,41.84,70.5,8.95,7992347,1.07,0.31,128947
(주)유니켐,011330,2011/12,59309478,0,542.17,15.57,-1.03,-1577789,7.13,2.44,109788
(주)유수홀딩스,000700,2011/12,865197211,0,35.25,73.94,-77.48,25128001,1.33,0.46,36236
(주)유유제약,000220,2011/03,89616737,600458,35.71,73.69,6.5,6548029,1.35,0.65,52027
(주)유한양행,000100,2011/12,1261112832,13212855,15.92,86.27,2.82,72486653,1.85,1.1,667652
(주)이노션,214320,2011/12,,,,,,,,,344063
(주)이마트,139480,2011/12,10621015792,20898000,,,,630346007,,,7200793
(주)이수페타시스,007660,2011/12,245377438,2850326,60.42,62.34,-1.76,11263875,1.8,0.97,301988
(주)이수화학,005950,2011/12,908469785,8017583,76.04,56.81,26.85,42679569,0.94,0.43,1682729
(주)이스타코,015020,2011/12,74252153,0,89.82,52.68,-5.29,2272277,0.56,0.28,7132
(주)이아이디,093230,2011/12,76484504,0,23.51,80.96,-64.18,-6912784,1.53,0.5,29457
(주)이엔플러스,074610,2011/12,19833862,0,71.38,58.35,-23.43,973872,5.36,1.63,11338
(주)이원,017940,2011/12,2564119076,8672627,160.38,38.41,21.45,258672520,0.45,0.31,6580755
(주)이월드,084680,2011/12,182119768,0,79.86,55.6,6.17,-5769598,1.38,0.53,16900
(주)인디에프,014990,2011/12,226655395,0,116.75,46.14,8.43,-13394646,0.61,0.34,245015
(주)인바이오젠,101140,2011/12,10509416,0,81.05,55.23,-18.44,-5582068,1.9,0.56,11947
(주)인스코비,006490,2011/12,13772109,0,25.57,79.64,7.65,-7605258,5.04,1.91,5476
(주)인팩,023810,2011/12,108255535,1200000,126.34,44.18,6.8,14032043,1.81,0.71,123197
(주)일신석재,007110,2011/12,79468694,0,43.59,69.64,27.79,-3411014,3.41,0.99,58053
(주)잇츠한불,226320,2011/12,,,,,,,,,22499
(주)제이에스코퍼레이션,194370,2011/12,,,,,,,,,89708
(주)제일기획,030000,2011/12,1256493746,17506036,87.45,53.35,17.22,82849088,3.94,2.32,720416
(주)제주은행,006220,2011/12,3168168000,0,1178.15,7.82,1.45,-4810000,0.54,0.41,193449
(주)제주항공,089590,2011/12,,,,,,,,,257725
(주)조비,001550,2011/12,84471791,0,666.84,13.04,-16.79,-1752081,4.99,1.45,40365
(주)조흥,002600,2011/12,132879902,1500000,51.08,66.19,48.42,4862135,0.57,0.35,99010
(주)종근당바이오,063160,2011/12,198292672,1795319,66.63,60.01,-9.08,12963471,0.93,0.52,110528
(주)종근당홀딩스,001630,2011/12,570853741,8530246,65.82,60.3,5.38,44918332,1.39,0.67,442195
(주)주연테크,044380,2011/12,38168437,0,28.88,77.59,-40.91,-4594105,0.78,0.44,64689
(주)지누스,013890,2011/12,,,,,,,,,88288
(주)지에스,078930,2011/12,5391715000,127900000,15.92,86.27,62.88,279415000,2.2,1,347939
(주)지에스글로벌,001250,2011/12,632929118,2811900,161.58,38.23,63.4,-31146181,1.84,0.94,2288494
(주)지에스리테일,007070,2011/12,2610007918,23100000,83.11,54.61,21.41,29045935,1.48,1.15,3984028
(주)지투알,035000,2011/12,101896930,3241529,3.48,96.64,5.24,5534544,1.98,1.46,16225
(주)진도,088790,2011/12,179809824,3012348,133.1,42.9,23.48,-15747316,1.09,0.45,142639
(주)진양홀딩스,100250,2011/12,170756820,3074241,0.06,99.94,60.02,7220654,0.65,0.34,7440
(주)진에어,272450,2011/12,60152960,0,1348.7,6.9,46.84,17990653,0,0,170331
(주)천일고속,000650,2011/12,54678596,0,33.03,75.17,1.77,3540503,1.36,0.81,52470
(주)청호ICT,012600,2011/12,167759244,0,105.26,48.72,9.22,-21296081,0.74,0.3,97206
(주)체시스,033250,2011/06,89712000,580668,194.76,33.93,55.68,8332653,1.27,0.49,87684
(주)카카오,035720,2011/12,515331863,21589352,23.5,80.97,21.19,135096137,0,0,418718
(주)카프로,006380,2011/12,887539265,40000000,72.99,57.81,26,261122935,3.22,1.53,1172755
(주)케이씨,029460,2011/12,214166667,972528,17.74,84.93,-17.35,31916753,1.81,0.72,192070
(주)케이씨씨,002380,2011/12,7088110720,68578545,43.41,69.73,6.56,-11945764,0.85,0.44,3016124
(주)케이씨티시,009070,2011/12,242779137,598096,69.76,58.91,18.13,9383674,0.52,0.3,185167
(주)케이에스에스해운,044450,2011/12,288447810,999629,117.03,46.08,-9.44,9639390,0.5,0.28,95569
(주)케이에이치필룩스,033180,2011/12,59958855,759277,69.79,58.9,19.4,298534,1.14,0.59,47928
(주)케이이씨,092220,2011/12,407391747,0,205.78,32.7,-17.41,-26512521,1.4,0.56,285176
(주)케이티,030200,2011/12,26453607000,486602000,125.45,44.36,1.25,2416072000,1.27,0.92,20166817
(주)케이티스카이라이프,053210,2011/12,522876016,0,80.24,55.48,8.83,89730168,6.44,3.25,464376
(주)케이티씨에스,058850,2011/12,170379540,2825307,47.35,67.87,7.48,10915130,1.16,0.8,380506
(주)케이티아이에스,058860,2011/12,173763860,2312216,43.29,69.79,6.96,16875472,1.41,0.7,373403
(주)케이티앤지,033780,2011/12,5417488461,402396000,19.45,83.72,-0.36,661887908,2.85,1.78,2490831
(주)코리아써키트,007810,2011/12,340400022,0,79.57,55.69,42.58,2293393,1.14,0.38,348087
(주)코아스,071950,2011/12,105316982,0,168.52,37.24,6.64,1296686,1.09,0.4,85674
(주)코오롱,002020,2011/12,998424446,6622219,63.36,61.21,47,14176742,0.8,0.41,54421
(주)콘텐트리중앙,036420,2011/12,203099943,0,134.34,42.67,227.74,1237163,0,0,60181
(주)콤텍시스템,031820,2011/12,113022814,0,140.78,41.53,14.22,5293117,0.84,0.43,178626
(주)큐로,015590,2011/12,271155189,0,357.43,21.86,20.68,-22843986,4.23,1.91,243655
(주)크라운해태홀딩스,005740,2011/12,528160951,1512706,122.42,44.96,8.14,40538094,1.13,0.72,400482
(주)크래프톤,259960,2011/12,,,,,,,,,27265
(주)키다리스튜디오,020120,2011/12,10069904,0,88.9,52.94,-35.09,-2342274,4.38,1.77,4188
(주)태경비케이,014580,2011/12,165124624,2758310,68.76,59.26,28.09,7801966,0.87,0.53,128036
(주)태영건설,009410,2011/12,2107149002,6562535,180.65,35.63,30.49,163352640,0.85,0.51,1656259
(주)테이팩스,055490,2011/12,,,,,,,,,96467
(주)토니모리,214420,2011/12,,,,,,,,,101365
(주)티비에이치글로벌,084870,2011/12,278104200,0,68.63,59.3,3.99,-9977464,3.56,1.48,181462
(주)티에이치엔,019180,2011/12,127913501,776980,178.77,35.87,28.78,4255983,0.83,0.43,138565
(주)티웨이항공,091810,2011/12,,,,,,,,,81775
(주)티웨이홀딩스,004870,2011/12,21658797,0,227.16,30.57,30.96,-1638941,8.05,0.35,8879
(주)팜스코,036580,2011/12,492170455,0,143.12,41.13,0.48,15931372,0.89,0.41,532676
(주)퍼시스,016800,2011/12,334351115,6857035,18.65,84.28,4.52,2655351,1.45,0.92,277572
(주)포스코인터내셔널,047050,2011/12,7823738433,20636163,414.47,19.44,19.75,-948404122,9.4,5.58,18758511
(주)포스코퓨처엠,003670,2011/12,479615362,5907000,46.58,68.22,56.95,90484783,0,0,1186623
(주)풀무원,017810,2011/12,292894212,3857768,96.07,51,14.11,31582358,1.27,0.73,69643
(주)풍산,103140,2011/12,2173898894,11205000,129.43,43.59,4.89,56899278,1.62,0.69,2294061
(주)풍산홀딩스,005810,2011/12,438524487,5518153,11.36,89.8,7.05,14557007,0.9,0.47,100011
(주)플레이그램,009810,2011/12,57918049,0,46.13,68.43,19.03,-26774,0.58,0.25,14829
(주)하나금융지주,086790,2011/12,16604391000,72309000,28.05,78.09,-80.05,2139736000,0.95,0.53,421066
(주)하나투어,039130,2011/12,247631639,4350001,122.18,45.01,3.8,47736452,4.52,3.61,226024
(주)하이스틸,071090,2011/12,257771024,203873,111.85,47.2,57.78,-20241864,0.71,0.17,201572
(주)하이트론씨스템즈,019490,2011/12,92220941,0,64.19,60.91,-2.93,2678816,0.92,0.4,123051
(주)한국전자홀딩스,006200,2011/12,189448706,0,6.84,93.6,-30.06,2463215,0.34,0.14,10022
(주)한국종합기술,023350,2011/12,186024956,1095000,58.48,63.1,-20.65,11046999,0.97,0.35,178015
(주)한국카본,017960,2011/12,264497254,2187377,43.18,69.84,-17.59,-7689807,1.27,0.59,107844
(주)한국토지신탁,034830,2011/12,509157672,0,86.21,53.7,22.09,214248717,0,0,145572
(주)한국특강,007280,2011/12,581437823,750000,396.18,20.15,15.54,46546036,0.76,0.35,694955
(주)한국화장품제조,003350,2011/12,43611977,0,28.44,77.86,-38.67,-2697619,0.92,0.38,26027
(주)한농화성,011500,2011/12,120129408,1529402,78.07,56.16,11.99,2852810,0.99,0.7,206450
(주)한독,002390,2011/12,408095578,2900000,46.62,68.2,3.7,48283624,0.74,0.53,332903
(주)한미글로벌건축사사무소,053690,2011/12,112502234,993309,120.78,45.29,40.19,10805063,1.99,0.95,130158
(주)한샘,009240,2011/12,377582852,11264861,86.26,53.69,13.61,72495259,3.11,1.5,676891
(주)한섬,020000,2011/12,696095953,10325709,13.31,88.25,12.13,50488210,1.33,0.71,501008
(주)한솔케미칼,014680,2011/12,304880910,5044198,109.53,47.73,22.07,11938130,1.86,1.07,278623
(주)한솔홈데코,025750,2011/12,262787416,0,160.27,38.42,21.88,1937746,0.77,0.39,172508
(주)한익스프레스,014130,2011/12,82647733,0,390.53,20.39,15.38,-130890,2.57,1.6,235054
(주)한진,002320,2011/12,1706460504,4721378,123.29,44.78,9.88,65470333,0.59,0.31,1191851
(주)한진중공업홀딩스,003480,2011/12,1064136000,6522000,1.73,98.29,-34.27,8717000,0.46,0.18,13705
(주)한창,005110,2011/12,31144218,0,49.28,66.99,6.01,1040061,1.47,0.45,12796
(주)한창제지,009460,2011/12,154596738,0,255.98,28.09,6,11445997,0.78,0.56,162586
(주)한컴라이프케어,372910,2011/12,,,,,,,,,31559
(주)한화,000880,2011/12,6160599908,31325078,139.32,41.78,3.75,301334037,1.8,0.94,5426939
(주)현대리바트,079430,2011/12,336936495,1684057,77.11,56.46,26.68,8247471,0.89,0.57,493195
(주)현대미포조선,010620,2011/12,5520988909,39180808,71.89,58.18,11.62,-582849845,1.47,0.57,4173777
(주)현대백화점,069960,2011/12,3522921492,14972871,61.97,61.74,16.13,167713217,2.21,1.32,959778
(주)현대지에프홀딩스,005440,2011/12,1472213548,4346000,28.81,77.64,101.29,56763488,1.59,0.86,795547
(주)현대퓨처넷,126560,2011/12,422654054,0,20.58,82.93,5.98,19179472,1.38,0.66,38149
(주)현대홈쇼핑,057050,2011/12,1101569989,13200000,32.32,75.57,22.36,137795899,2.33,1.27,711443
(주)형지엘리트,093240,2011/06,72764535,957254,80.19,55.5,5.63,4143836,0.58,0.43,86951
(주)혜인,003010,2011/12,194623986,1314878,68.3,59.42,-12.52,8082753,1.2,0.4,190879
(주)호텔신라,008770,2011/12,1375610699,11830607,130.02,43.47,22.56,16904958,2.91,1.54,1764353
(주)화승인더스트리,006060,2011/12,300500290,1374315,129.33,43.61,20.25,-4778134,0.47,0.3,262241
(주)화승코퍼레이션,013520,2011/12,565629568,1489030,153.16,39.5,22.31,14734277,0.87,0.38,630817
(주)화신,010690,2011/12,435936072,3492041,45.56,68.7,23.94,56787362,2.69,1.39,571239
(주)화인베스틸,133820,2011/12,216888177,0,527.51,15.94,6.88,34515429,0,0,227276
(주)황금에스티,032560,2011/12,227123944,1799814,53.24,65.26,10.47,758919,0.73,0.34,180681
(주)효성,004800,2011/12,8507119894,33269000,195.31,33.86,13.23,151338663,1.37,0.62,9283305
(주)후성,093370,2011/12,304325895,0,142.32,41.27,31.89,20452874,6.99,2.63,237604
(주)휠라홀딩스,081660,2011/12,691411810,2368766,124.43,44.56,9.58,-11881392,3.09,1.84,457656
(주)휴니드테크놀러지스,005870,2011/12,134232856,0,92.62,51.92,-10.26,-7373047,1.09,0.43,47340
(주)휴비스,079980,2011/12,673513548,0,183.64,35.26,23.23,113751928,0,0,1386699
(주)휴스틸,005010,2011/12,539773563,6918617,41.23,70.81,9.85,52147409,0.47,0.3,568184
AJ네트웍스(주),095570,2011/12,,,,,,,,,132956
CS홀딩스(주),000590,2011/12,156447456,0,5.08,95.16,27.92,1509403,0.55,0.23,2726
DB금융투자(주),016610,2011/03,4875705002,12434663,728.88,12.06,56.56,-886085128,0.68,0.41,1037513
DB손해보험(주),005830,2011/03,13497446823,56968506,610.12,14.08,18.4,545962648,2,1.19,8320483
KG스틸(주),016380,2011/12,5106166432,0,245.35,28.96,6.43,202036277,0.39,0.2,3899745
KISCO홀딩스(주),001940,2011/12,500308440,2753230,2.62,97.45,-6.71,8080937,0.42,0.23,12189
LG이노텍(주),011070,2011/12,4246930050,0,227.75,30.51,15.9,248345370,2.55,0.97,4310661
LS일렉트릭(주),010120,2011/12,1623026422,17595000,117.12,46.06,-0.55,120267808,4.53,2.25,1402035
OCI(주),010060,2011/12,5663590062,52468616,68.97,59.18,30.72,1169482765,4.78,1.27,3406977
SK이노베이션(주),096770,2011/12,14885809811,261001000,18.45,84.42,-96.52,146452552,2.16,0.98,1526207
SNT다이내믹스(주),003570,2011/12,927780346,12170607,45.4,68.78,10.28,69391463,1.28,0.69,611097
SNT모티브(주),064960,2011/12,793147491,5165046,77.44,56.36,17.71,30134099,1.3,0.85,763471
STX엔진(주),077970,2011/12,2086714065,7169349,164.5,37.81,6.12,-167508911,1.5,0.5,1295460
STX중공업(주),071970,2011/12,1130451424,3345000,210.65,32.19,16.56,60857686,0.96,0.34,1113236
가온전선(주),000500,2011/12,510404190,1963609,95.63,51.12,31.52,-17747942,0.41,0.22,1032645
강남제비스코(주),000860,2011/12,286325042,2600000,27.17,78.63,16.49,20640655,0.5,0.35,303206
경인전자(주),009140,2011/12,58503866,697949,10.36,90.61,2.46,3026935,0.58,0.32,12924
계룡건설산업(주),013580,2011/12,1372691739,885780,202.88,33.02,7.99,159875363,0.45,0.24,1278547
계양전기(주),012200,2011/12,165706645,1636555,20.75,82.82,20.17,5025772,1.09,0.53,220093
고려산업(주),002140,2011/12,123414609,724183,126.09,44.23,12.9,4447020,0.46,0.26,176725
고려아연(주),010130,2011/12,3901068009,88371200,17.94,84.79,55.24,771038770,2.91,1.36,4857562
고려제강(주),002240,2011/12,1209355861,4549000,32.21,75.64,13.26,59326254,0.78,0.49,525491
광동제약(주),009290,2011/12,313871405,2131850,27.95,78.16,8.24,26293819,0.85,0.59,313293
광전자(주),017900,2011/12,338082356,0,46.86,68.09,11.2,14679586,1.51,0.53,323122
교보증권(주),030610,2011/03,4586430100,3568444,727.7,12.08,162.71,488628731,0.73,0.45,1886051
교촌에프앤비(주),339770,2011/12,,,,,,,,,114033
국도화학(주),007690,2011/12,466990359,4648493,58,63.29,3.85,51779204,1.59,0.67,647898
국제약품(주),002720,2011/03,142506217,1046119,93.85,51.59,7.13,-1477183,0.8,0.42,131308
그랜드코리아레저(주),114090,2011/12,376356788,23010309,70.05,58.81,8.81,116345926,8.59,4.51,524912
그린케미칼(주),083420,2011/12,129851420,2000000,43.88,69.5,4.89,21682413,1.06,0.55,177400
극동유화(주),014530,2011/12,195932757,2440859,111.54,47.27,27.49,-8203961,0.79,0.49,315588
금강공업(주),014280,2011/12,390653178,1124151,124.08,44.63,6.45,32627376,0.53,0.25,289006
금호건설(주),002990,2011/12,2938284415,0,0,0,-10.08,148796690,0,0,1687757
금호석유화학(주),011780,2011/12,3941902990,55948000,226.7,30.61,36.17,512790625,7.67,2.68,5292119
금호전기(주),001210,2011/12,427483267,2663461,58.96,62.91,-9.18,-8860953,1.18,0.48,252557
금호타이어(주),073240,2011/12,3346527633,0,382.03,20.75,20.21,103103242,3.21,1.54,3247967
기신정기(주),092440,2011/03,185516155,5840000,5.18,95.07,2.52,18912333,2.15,0.81,85526
기아(주),000270,2011/12,23384425000,242167000,79.16,55.82,19.46,2964575000,3,1.8,27742277
깨끗한나라(주),004540,2011/12,441132187,0,321.74,23.71,13.86,33862716,1.53,0.84,587780
남광토건(주),001260,2011/12,882208639,0,0,0,-2.51,49306166,0,0,672858
남양유업(주),003920,2011/12,1009309088,856805,23.35,81.07,17.01,5523044,1,0.71,1202937
남해화학(주),025860,2011/12,631030361,882058,71.86,58.19,32.94,-20062778,2.7,1.16,1510056
네이버(주),035420,2011/12,1984793152,23567660,24.38,80.4,9.42,332892394,8.15,5.27,1435148
넥센타이어(주),002350,2011/12,1555779465,6027449,177.87,35.99,8.95,40957549,4.18,1.54,1177017
넷마블(주),251270,2011/12,23276987,0,,,,-8251,,,0
다스코(주),058730,2011/12,88668290,586807,57.33,63.56,15.68,-722549,0.59,0.39,81343
