회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),부채비율(IFRS),타인자본구성비율(IFRS),자기자본구성비율(IFRS),매출액증가율(IFRS),영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),경상연구개발비(IFRS)(천원),광고 및 판매촉진비(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원),* (정상)영업손익(계산수치)(IFRS)(천원)
(주)까뮤이앤씨,013700,2016/12,142978398,179.73,64.25,35.75,5.54,-9738971,0,0,4443394,4443394
(주)나이스홀딩스,034310,2016/12,388557495,19.53,16.34,83.66,10.99,16928578,0,250,15308860,15308860
(주)남선알미늄,008350,2016/12,283413750,131.23,56.75,43.25,14.39,41308166,1786486,0,24179476,24179476
(주)남성,004270,2016/12,169335721,128.67,56.27,43.73,13.87,3352114,540210,0,4118637,4118637
(주)넥센,005720,2016/12,581253078,20.48,17,83,-0.61,30353139,0,0,26529563,26529563
(주)노루페인트,090350,2016/12,543186736,104.08,51,49,2.95,42491282,0,5492286,23318834,23318834
(주)노루홀딩스,000320,2016/12,358239741,21.36,17.6,82.4,134.22,64149487,0,304348,65786841,65786841
(주)녹십자,006280,2016/12,1422757264,44.88,30.98,69.02,13.17,-13246848,0,0,69391798,69391798
(주)녹십자홀딩스,005250,2016/12,846282314,48.54,32.68,67.32,105.76,55425299,0,0,30781807,30781807
(주)농심,004370,2016/12,2330097985,30.06,23.11,76.89,-0.88,209519752,0,70442309,69096840,69096840
(주)농심홀딩스,072710,2016/12,573761009,7.62,7.08,92.92,12.06,13734322,0,0,14983971,14983971
(주)다우기술,023590,2016/12,703515982,44.29,30.7,69.3,-14.58,24258138,0,0,22006452,22006452
(주)다이나믹디자인,145210,2016/12,242209484,102.36,50.58,49.42,-4.85,9054191,0,0,7412180,7412180
(주)대교,019680,2016/12,809958360,22.52,18.38,81.62,1.27,87381215,0,28488000,45531200,45531200
(주)대구백화점,006370,2016/03,479242326,29.56,22.82,77.18,0.2,7661942,0,21892228,-1199532,-1199532
(주)대덕,008060,2016/12,557708967,19.46,16.29,83.71,-4.24,46090283,0,0,28761952,28761952
(주)대동,000490,2016/12,539759118,189.72,65.48,34.52,0.33,11924423,5072519,0,-19726431,-19726431
(주)대양금속,009190,2016/12,100099259,505.75,83.49,16.51,20.31,7861893,0,0,9842031,9842031
(주)대우건설,047040,2016/12,9367312840,365.13,78.5,21.5,11.01,226394723,14833000,31544000,-466077989,-466077989
(주)대웅,003090,2016/12,330037143,5.93,5.59,94.41,-1.85,9315044,696698,1378479,4710905,4710905
(주)대웅제약,069620,2016/12,1015246927,96.12,49.01,50.99,-0.81,13710904,0,40007098,35389174,35389174
(주)대유에이텍,002880,2016/12,349202520,194.56,66.05,33.95,-21.08,14603397,0,0,13721623,13721623
(주)대유플러스,000300,2016/12,136720082,29.89,23.01,76.99,-2.47,5943843,0,0,3438813,3438813
(주)대창,012800,2016/12,362199212,148.38,59.74,40.26,-37.06,43806168,1416847,0,11969937,11969937
(주)대한항공,003490,2016/12,22706038038,1273.5,92.72,7.28,1.72,2771539104,0,0,1079003552,1079003552
(주)대현,016090,2016/12,249699923,53.57,34.88,65.12,7.94,10012763,0,0,16060255,16060255
(주)대호에이엘,069460,2016/12,87036748,291.45,74.45,25.55,-3.24,2886121,0,0,-98812,-98812
(주)더메디팜,118000,2016/12,29456774,72.64,42.08,57.92,0.27,-3672075,0,48942,-4064323,-4064323
(주)더블유게임즈,192080,2016/12,392720415,3.85,3.7,96.3,26.72,54308060,7900739,26509144,45243941,45243941
(주)더존비즈온,012510,2016/12,236908364,54.23,35.16,64.84,12.74,49585863,0,0,38654243,38654243
(주)덕성,004830,2016/12,103621373,57.28,36.42,63.58,38.02,420635,0,65597,2333816,2333816
(주)덴티움,145720,2016/12,195968990,138.02,57.99,42.01,16.59,17500362,0,3781583,30088582,30088582
(주)도화엔지니어링,002150,2016/12,308513945,36.47,26.72,73.28,18.07,9709150,0,94479,14870769,14870769
(주)동남합성,023450,2016/12,91693522,37.98,27.52,72.48,36.25,9285276,0,0,8053178,8053178
(주)동방,004140,2016/12,450925037,218.65,68.62,31.38,-10.3,12511779,0,0,43247596,43247596
(주)동방아그로,007590,2016/12,169045987,34.26,25.52,74.48,0.01,2243661,0,2858936,6072537,6072537
(주)동서,026960,2016/12,1300920314,10.65,9.63,90.37,0.96,97406234,0,0,33063503,33063503
(주)동성케미컬,102260,2016/12,365954873,49.16,32.96,67.04,85.99,30698367,0,0,26951530,26951530
(주)동아지질,028100,2016/12,298739707,98.8,49.7,50.3,10.17,50820231,0,0,13827165,13827164
(주)동양,001520,2016/12,925332263,7.93,7.34,92.66,9.72,-129369742,0,0,4225776,4225776
(주)동양고속,084670,2016/12,233558225,81.75,44.98,55.02,14.54,17489791,0,0,19647581,19647581
(주)동원에프앤비,049770,2016/12,879483056,76.96,43.49,56.51,6.55,88074387,0,83682449,44483035,44483035
(주)두산,000150,2016/12,3744673181,77.26,43.59,56.41,10.33,167166167,0,0,225371372,225371373
(주)두올,016740,2016/12,186362087,52.45,34.4,65.6,-12.62,8496072,0,0,4468573,4468573
(주)드림텍,192650,2016/12,228989745,158.18,61.27,38.73,44.87,11514879,0,0,3133948,3133948
(주)디비아이엔씨,012030,2016/12,214971054,41.85,29.5,70.5,0.52,14129393,0,105295,10903255,10903255
(주)디아이,003160,2016/12,152550917,45,31.04,68.96,-10.26,400130,0,0,327609,327609
(주)디아이씨,092200,2016/12,494590435,200.45,66.72,33.28,0.26,5602213,0,0,21298340,21298340
(주)디알비동일,004840,2016/12,273155471,34.68,25.75,74.25,-18.55,10116356,0,202406,8351655,8351655
(주)디엔오토모티브,007340,2016/12,663744957,14.69,12.81,87.19,-9.44,47075883,0,342819,26376521,26376521
(주)디지비금융지주,139130,2016/12,3103509834,23.74,19.19,80.81,7.76,50263304,0,0,0,65064132
(주)락앤락,115390,2016/12,625718772,7,6.54,93.46,11.44,78019815,0,0,12059436,12059436
(주)마니커,027740,2016/12,177691806,94.3,48.53,51.47,-21.91,3527368,0,0,-4741410,-4741410
(주)메리츠금융지주,138040,2016/12,1299093848,42.98,30.06,69.94,75.56,96531790,0,0,0,98566047
(주)메타랩스,090370,2016/12,69570147,240.13,70.6,29.4,-18.63,-11672222,0,710756,-32062116,-32062116
(주)모나리자,012690,2016/12,80562144,17.4,14.82,85.18,-2.86,6428255,0,0,7569796,7569796
(주)모나미,005360,2016/12,132886425,126.21,55.79,44.21,1.4,4676616,345559,2319622,4574359,4574359
(주)모토닉,009680,2016/12,429295064,9.55,8.72,91.28,-4.58,7938928,1812555,0,754110,754110
(주)무학,033920,2016/12,598614925,22.69,18.5,81.5,-8.67,53686612,0,37438162,51891340,51891340
(주)미래아이앤지,007120,2016/12,52448637,6.54,6.14,93.86,9.84,-3086646,0,0,-1574836,-1574836
(주)바이오노트,377740,2016/12,,,,,,,,,,
(주)방림,003610,2016/09,221885741,21.58,17.75,82.25,-7.9,15132658,0,0,4296259,4296259
(주)백산,035150,2016/12,171172693,48.36,32.6,67.4,16.57,17948107,0,0,26023427,26023427
(주)벽산,007210,2016/12,354439727,62.21,38.35,61.65,0.25,38153020,0,0,28155571,28155571
(주)보락,002760,2016/12,53139580,24.3,19.55,80.45,14.94,5452115,0,0,2031391,2031391
(주)보령,003850,2016/12,397900573,103.69,50.91,49.09,1.94,9363178,0,18962771,22014107,22014107
(주)비비안,002070,2016/12,154656352,14.08,12.35,87.65,3.21,-1938712,0,0,1164687,1164687
(주)비상교육,100220,2016/12,240285409,20.97,17.33,82.67,-0.98,52075466,57979,8601584,36745705,36745705
(주)비와이씨,001460,2016/12,722070199,82.69,45.26,54.74,16.21,44625661,0,0,17537390,17537390
(주)비지에프,027410,2016/12,1707548342,101.45,50.36,49.64,16.06,320392433,2452000,6235000,196952358,196952358
(주)빙그레,005180,2016/12,622118009,19.59,16.38,83.62,1.09,64664800,0,0,35616853,35616853
(주)사조대림,003960,2016/12,332559132,84.68,45.85,54.15,7.17,24554296,0,626858,10065681,10065681
(주)사조오양,006090,2016/12,292401068,127.91,56.12,43.88,43.19,27068156,0,0,22362735,22362735
(주)삼성출판사,068290,2016/12,78179045,11.35,10.19,89.81,4.76,1573856,0,1385916,1707030,1707030
(주)삼양사,145990,2016/12,1638590568,56.95,36.29,63.71,35.36,117516273,0,0,106779664,106779664
(주)삼양패키징,272550,2016/12,491952903,125.65,55.68,44.32,67.69,52322245,0,0,40955175,40955175
(주)삼양홀딩스,000070,2016/12,1564527966,15.74,13.6,86.4,-39.74,15520938,0,0,49236418,49236418
(주)삼영,003720,2016/12,119089321,41.87,29.51,70.49,-1.24,4632163,0,0,106035,106035
(주)삼원강재,023000,2016/12,234265074,23.82,19.24,80.76,-1.44,12576416,0,0,15935138,15935138
(주)삼익악기,002450,2016/12,311114511,64.81,39.33,60.67,35.22,-8545608,0,327610,2897259,2897259
(주)삼일씨엔에스,004440,2016/12,378938965,31.25,23.81,76.19,-3.84,53695952,0,0,55680274,55680274
(주)삼천리,004690,2016/12,2590393407,110.86,52.57,47.43,-17.12,317599609,540082,0,60343277,60343277
(주)상상인증권,001290,2016/12,520569285,264.52,72.57,27.43,-26.85,20839083,0,0,0,-2626586
(주)서연,007860,2016/12,354821454,2.78,2.7,97.3,74.44,5923523,0,25000,2861242,2861242
(주)서연이화,200880,2016/12,784073652,103.38,50.83,49.17,-3.87,-1715618,0,0,31810686,31810685
(주)서원,021050,2016/12,198004066,143.7,58.97,41.03,-1.1,6769405,0,0,10667656,10667656
(주)서흥,008490,2016/12,405273318,80.15,44.49,55.51,11.63,35219632,1442178,0,24215132,24215132
(주)선앤엘,002820,2016/12,459132625,64.29,39.13,60.87,0.68,17710928,0,0,9083158,9083158
(주)선진,136490,2016/12,488427441,127.17,55.98,44.02,3.52,40829899,0,0,31589480,31589480
(주)성안,011300,2016/12,127369179,58.18,36.78,63.22,-9.91,-2246276,317566,0,270951,270951
(주)세아베스틸지주,001430,2016/12,2453702462,50.91,33.74,66.26,-11.32,194483805,0,0,80813009,80813009
(주)세아제강지주,003030,2016/12,1690749290,47.53,32.22,67.78,-6.92,74664720,0,0,65650891,65650891
(주)세아특수강,019440,2016/12,420835195,44.71,30.9,69.1,-5.46,69980307,0,0,36054113,36054113
(주)세아홀딩스,058650,2016/12,985873936,14.67,12.79,87.21,-3.1,30092330,0,590855,30527083,30527083
(주)세우글로벌,013000,2016/12,43820764,17.4,14.82,85.18,9.69,333989,0,0,1935160,1935160
(주)세원정공,021820,2016/06,263579072,16.58,14.22,85.78,-12.34,9905605,0,0,-2070989,-2070989
(주)세이브존아이앤씨,067830,2016/12,560797607,51.55,34.01,65.99,-2.23,49322526,0,6827620,36886611,36886611
(주)세진중공업,075580,2016/12,365903472,131.33,56.77,43.23,-5.71,3356733,0,0,19205937,19205937
(주)셀트리온,068270,2016/12,2722746720,31.35,23.87,76.13,9.23,250706952,5930300,0,246217340,246217340
(주)솔루엠,248070,2016/12,224991903,,,,,-3794256,10398367,0,2967898,2967898
(주)수산인더스트리,126720,2016/12,138427987,18.35,15.51,84.49,7.68,11412996,0,0,19715605,19715605
(주)수산중공업,017550,2016/12,110377976,15.72,13.58,86.42,-11.01,11287387,3918477,0,3865694,3865694
(주)시디즈,134790,2016/12,23017620,6.77,6.34,93.66,47.89,784599,0,0,-420353,-420353
(주)신도리코,029530,2016/12,897510426,7.58,7.05,92.95,1.08,68893892,3892608,1795544,13623023,13623023
(주)신성이엔지,011930,2016/12,659398845,412.58,80.49,19.51,24.21,58408752,0,0,-9544597,-9544597
(주)신세계,004170,2016/12,5871837064,96.51,49.11,50.89,10.61,246491919,0,96689000,197827097,197827097
(주)신세계아이앤씨,035510,2016/12,220857555,33.39,25.03,74.97,13.5,25452025,2875896,8481782,8723826,8723826
(주)신세계인터내셔날,031430,2016/12,860075677,98.11,49.52,50.48,1.05,55813720,0,11900158,22886571,22886571
(주)신세계푸드,031440,2016/12,544323938,81.85,45.01,54.99,15.31,20674655,0,0,22558042,22558043
(주)신영와코루,005800,2016/12,328216227,10.71,9.68,90.32,0.24,1899557,0,0,4071165,4071165
(주)신원,009270,2016/12,430812251,133.67,57.2,42.8,0.32,3828303,0,0,13982663,13982663
(주)신풍,002870,2016/12,146607481,252.12,71.6,28.4,15.09,7879443,0,0,2468945,2468945
(주)신한금융지주회사,055550,2016/12,27195607000,34.51,25.66,74.34,44.76,1798037000,0,0,0,1470849000
(주)신화다이나믹스,001770,2016/12,70143578,78.27,43.91,56.09,22.63,4393235,0,1300,605646,605646
(주)신흥,004080,2016/12,128937648,43.47,30.3,69.7,0.18,7407026,0,3980955,4100064,4100064
(주)쌍방울,102280,2016/12,213539827,18.64,15.71,84.29,-20.83,-7999704,0,0,-13835102,-13835102
(주)쎌마테라퓨틱스,015540,2016/12,12946007,124.02,55.36,44.64,1.35,-2543231,0,0,-4030304,-4030304
(주)쏘카,403550,2016/12,,,,,,,,,,
(주)씨아이테크,004920,2016/12,35179893,9.53,8.7,91.3,-25.46,-3110215,0,0,-1764477,-1764477
(주)씨티알모빌리티,308170,2016/12,,,,,,,,,,
(주)아모레퍼시픽,090430,2016/12,4618650223,21.38,17.61,82.39,13.65,571878926,0,303958000,761471236,761471236
(주)아모레퍼시픽그룹,002790,2016/12,1707071542,2.82,2.74,97.26,21.23,49213426,0,0,47427763,47427763
(주)아센디오,012170,2016/12,95172252,32.92,24.77,75.23,1.94,-2106691,0,224245,-6237983,-6237983
(주)아이마켓코리아,122900,2016/12,967829771,151.06,60.17,39.83,2.97,123695730,0,0,43180501,43180501
(주)아이에이치큐,003560,2016/12,256378419,12.32,10.97,89.03,4.79,41019057,0,10956842,11664554,11664554
(주)알루코,001780,2016/12,334451787,61.91,38.24,61.76,3.81,46687469,0,0,19754122,19754122
(주)에넥스,011090,2016/12,151414321,158.07,61.25,38.75,28.77,-18602475,0,2262278,2154047,2154047
(주)에스비에스,034120,2016/12,895673723,65.01,39.4,60.6,3.36,937471,6614505,58650377,-8910315,-8910316
(주)에스엠벡셀,010580,2016/12,60354102,241.13,70.69,29.31,-11.3,2851762,0,0,-4438670,-4438670
(주)에스원,012750,2016/12,1437728384,31.16,23.76,76.24,1.65,267467889,0,31509703,202692057,202692057
(주)에스제이엠,123700,2016/12,156197867,18.2,15.39,84.61,0.68,9211374,0,0,-3256424,-3256424
(주)에스제이엠홀딩스,025530,2016/12,146760561,10.48,9.48,90.52,-20.04,2397604,0,0,5646209,5646208
(주)에스지글로벌,001380,2016/12,177616991,76.1,43.22,56.78,29.58,-2152064,0,0,4847129,4847129
(주)에스지세계물산,004060,2016/12,301415889,48.41,32.62,67.38,-3.25,-4194655,0,1470634,1005884,1005884
(주)에스피씨삼립,005610,2016/12,420244594,99.66,49.91,50.09,6.88,27275537,0,0,29084128,29084128
(주)에이블씨엔씨,078520,2016/12,260930714,38.85,27.98,72.02,7.69,27258821,0,46234278,22796978,22796978
(주)에이엔피,015260,2016/12,117388878,73.47,42.35,57.65,6.43,4762617,0,0,1184555,1184555
(주)에이프로젠,007460,2016/12,78576666,122.49,55.05,44.95,-16.83,2730158,0,0,5064397,5064397
(주)에이프로젠바이오로직스,003060,2016/12,123304213,57.42,36.48,63.52,-1.28,-1346511,0,1194,-156412,-156412
(주)에이플러스에셋어드바이저,244920,2016/12,,,,,,,,,,
(주)에프앤에프홀딩스,007700,2016/12,304434809,34.85,25.84,74.16,18.65,54674885,0,13253512,44935339,44935339
(주)엔씨소프트,036570,2016/12,2277262883,18.56,15.65,84.35,20.68,99759478,0,0,319153854,319153854
(주)엔아이스틸,008260,2016/12,207262893,138.63,58.09,41.91,-3.57,25384882,0,0,14146054,14146054
(주)엔케이,085310,2016/12,231412073,70.59,41.38,58.62,-33.15,12812381,0,0,-25494754,-25494754
(주)엘에스,006260,2016/12,2205888000,21.05,17.39,82.61,-38.99,32622000,0,2094000,53327000,53327000
(주)엘에스네트웍스,000680,2016/12,1073362855,127.82,56.1,43.9,-51.43,-34814054,0,0,-51861022,-51861022
(주)엘에프,093050,2016/12,1466740985,35.44,26.16,73.84,-3.5,150785543,0,32295000,99023881,99023881
(주)엘엑스세미콘,108320,2016/12,485935865,27.7,21.69,78.31,13.85,48955179,27720223,0,50500043,50500043
(주)엘엑스인터내셔널,001120,2016/12,2842435626,126.99,55.94,44.06,-23.04,31549261,0,0,26492637,26492637
(주)엘엑스하우시스,108670,2016/12,1918101000,103.51,50.86,49.14,5.08,144378000,0,25992000,125658000,125658000
(주)엘지,003550,2016/12,8360422000,4.04,3.89,96.11,6.95,402573000,0,72215000,424125000,424125000
(주)엘지생활건강,051900,2016/12,3089904898,64.72,39.29,60.71,20.77,528760062,0,0,654161369,654161369
(주)엘지유플러스,032640,2016/12,11989124000,146.78,59.48,40.52,6.07,2231060000,0,0,755777000,755777000
(주)엘지헬로비전,037560,2016/12,1840191675,90.37,47.47,52.53,-6.93,275776259,0,12161773,42936485,42936485
(주)엘지화학,051910,2016/12,16775894000,24.48,19.67,80.33,-0.4,2239725000,0,18310000,1813245000,1813245000
(주)엠씨넥스,097520,2016/12,305329934,226.21,69.34,30.66,-5.27,-34183707,0,0,-10027001,-10027001
(주)영원무역,111770,2016/12,1418510309,68.68,40.72,59.28,6.79,111307194,0,1380733,96232779,96232779
(주)영원무역홀딩스,009970,2016/12,432762912,3.02,2.93,97.07,-20.87,13680761,0,0,11791789,11791789
(주)영풍,000670,2016/12,2134759567,24.88,19.92,80.08,8.07,61060447,0,43413,52529685,52529685
(주)영흥,012160,2016/12,306757624,73.02,42.2,57.8,14.14,8535195,0,0,584762,584762
(주)예스코홀딩스,015360,2016/12,1109180815,83.96,45.64,54.36,-15.57,56472472,0,0,11529758,11529758
(주)오뚜기,007310,2016/12,1342747782,54.61,35.32,64.68,7.07,127023931,0,0,125859757,125859757
(주)오리엔트바이오,002630,2016/03,94850716,27.43,21.53,78.47,-3.15,-2069852,0,0,-2798669,-2798669
(주)오리온홀딩스,001800,2016/12,1417049909,51.93,34.18,65.82,-3.97,75769006,0,14350937,78674433,78674433
(주)와이지플러스,037270,2016/12,116684516,5.85,5.53,94.47,373.52,-812084,0,18331,-554584,-554584
(주)와이투솔루션,011690,2016/12,104834385,69.7,41.07,58.93,-23.46,2529202,0,0,-4859824,-4859824
(주)용평리조트,070960,2016/12,928470114,134.25,57.31,42.69,19.27,-19047195,0,2259552,30322292,30322292
(주)우성,006980,2016/12,223981367,45.24,31.15,68.85,-10.36,10952205,0,0,1768141,1768141
(주)우신시스템,017370,2016/12,161512915,53.75,34.96,65.04,-15.54,12722252,0,0,1029978,1029978
(주)우진,105840,2016/12,132255511,26.46,20.92,79.08,-10.68,-9670041,2998853,21698,729128,729128
(주)우진아이엔에스,010400,2016/12,79004902,32.03,24.26,75.74,0,7859918,0,0,13564827,13564827
(주)우진플라임,049800,2016/12,306280989,280.69,73.73,26.27,25.3,26553035,5354487,0,14574180,14574180
(주)웅진,016880,2016/12,666982889,82.93,45.34,54.66,-17.84,8542834,0,0,3174232,3174232
(주)웅진씽크빅,095720,2016/12,501745739,81.76,44.98,55.02,-4.22,64421527,0,20591732,35927569,35927569
(주)원림,005820,2016/12,91795595,27.77,21.74,78.26,-5.73,3634832,0,0,859398,859398
(주)위스컴,024070,2016/12,131243921,11.56,10.36,89.64,-6.26,5251976,0,483223,444601,444601
(주)윌비스,008600,2016/12,291612055,73.01,42.2,57.8,1.67,1228912,0,1659665,1162835,1162835
(주)유니드,014830,2016/12,808986022,43.94,30.53,69.47,0.31,136161425,0,0,50088227,50088227
(주)유니온,000910,2016/12,164337626,31.47,23.94,76.06,-7.88,6418027,0,0,1679999,1679999
(주)유니켐,011330,2016/12,66903488,135.1,57.46,42.54,0,-18122515,0,0,2307865,2307865
(주)유수홀딩스,000700,2016/12,273808143,52.29,34.34,65.66,9.77,3644977,0,21736,7310261,7310261
(주)유유제약,000220,2016/03,98301738,37.65,27.35,72.65,12.67,-12113742,0,1457152,1678267,1678267
(주)유한양행,000100,2016/12,1698094265,22.09,18.1,81.9,17.05,94389537,0,0,72261498,72261498
(주)이노션,214320,2016/12,956141020,62.31,38.39,61.61,0.18,70947026,0,0,35880711,35880711
(주)이마트,139480,2016/12,13814601276,78.15,43.87,56.13,4.33,730950073,0,140106000,633213096,633213096
(주)이수페타시스,007660,2016/12,430621489,80.09,44.47,55.53,11.95,20057269,0,0,28101385,28101385
(주)이수화학,005950,2016/12,918392473,67.17,40.18,59.82,-12.69,44640667,0,0,30456685,30456685
(주)이스타코,015020,2016/12,112206558,152.06,60.33,39.67,-24.39,2887305,0,16214,-1776269,-1776269
(주)이아이디,093230,2016/12,39304132,41.05,29.1,70.9,-3.97,-1572328,0,26359,-2756160,-2756160
(주)이엔플러스,074610,2016/12,21962243,57.02,36.31,63.69,112.24,2146339,0,0,4395468,4395468
(주)이원,017940,2016/12,2915593553,136.43,57.7,42.3,-9.81,65776668,0,13167516,64785815,64785815
(주)이월드,084680,2016/12,220225975,71.99,41.86,58.14,22.27,6183446,0,84076,4279695,4279695
(주)인디에프,014990,2016/12,159552229,143.43,58.92,41.08,18.32,7843700,0,2814298,-7031098,-7031098
(주)인바이오젠,101140,2016/12,12375563,115.17,53.53,46.47,30.23,344747,0,0,-2131835,-2131835
(주)인스코비,006490,2016/12,45472564,31.78,24.11,75.89,52.02,-4216523,0,0,-4273507,-4273507
(주)인팩,023810,2016/12,137226153,62.14,38.33,61.67,5.22,15489920,0,0,3688257,3688257
(주)일신석재,007110,2016/12,78264674,55.57,35.72,64.28,5.98,-566876,0,0,-2605704,-2605704
(주)잇츠한불,226320,2016/12,368866961,8.54,7.87,92.13,-13.6,21329674,0,30308803,73435931,73435931
(주)제이에스코퍼레이션,194370,2016/12,183509962,15.12,13.14,86.86,-22.94,729267,2454067,0,14712327,14712327
(주)제일기획,030000,2016/12,1172119597,92.66,48.1,51.9,24.77,26895148,0,852627,63987895,63987895
(주)제주은행,006220,2016/12,5172766000,1441.11,93.51,6.49,13.6,-96833000,0,0,0,31200000
(주)제주항공,089590,2016/12,600436987,120.62,54.67,45.33,22.95,116673464,0,0,58662131,58662131
(주)조비,001550,2016/12,88744853,136.01,57.63,42.37,0.39,8086650,0,780345,2338790,2338790
(주)조흥,002600,2016/12,163459253,44.44,30.77,69.23,14.62,7135195,0,0,11526984,11526984
(주)종근당,185750,2016/12,641698870,81.14,44.79,55.21,40.42,57786121,67181698,53827823,61249545,61249545
(주)종근당바이오,063160,2016/12,180911872,33.85,25.29,74.71,5.93,15500001,0,0,11615924,11615924
(주)종근당홀딩스,001630,2016/12,315022666,0.7,0.69,99.31,-6.5,-7087014,0,106210,8363761,8363761
(주)주연테크,044380,2016/12,50050716,52.57,34.45,65.55,-4.51,-2773612,0,0,470268,470268
(주)지누스,013890,2016/12,,,,,,,,,,
(주)지에스,078930,2016/12,5850836000,20.8,17.22,82.78,110.04,299310000,0,5409000,335806000,335806000
(주)지에스글로벌,001250,2016/12,1023567791,182.77,64.64,35.36,10.85,13521404,0,148186,33184884,33184884
(주)지에스리테일,007070,2016/12,3486438265,75.9,43.15,56.85,16.11,345860639,0,81500000,208207527,208207527
(주)지투알,035000,2016/12,96852015,7.27,6.78,93.22,9.32,3042238,0,0,1797973,1797973
(주)진도,088790,2016/12,148839254,55.68,35.77,64.23,0.99,11031887,0,1121432,10745239,10745239
(주)진양홀딩스,100250,2016/12,182348583,0.11,0.11,99.89,-16.58,6057267,0,0,6441065,6441064
(주)진에어,272450,2016/12,302254655,287.94,74.22,25.78,56.01,69388703,0,0,52279036,52279036
(주)천일고속,000650,2016/12,52541981,35.23,26.05,73.95,-0.76,5207853,0,0,1080851,1080851
(주)청호ICT,012600,2016/12,64699089,68.47,40.64,59.36,6.41,-5954773,0,0,-7849042,-7849042
(주)체시스,033250,2016/06,88371235,143.69,58.96,41.04,-11.85,2557015,0,0,2196094,2196094
(주)카카오,035720,2016/12,4829296990,43.08,30.11,69.89,-0.1,221890979,0,131416364,70994505,70994505
(주)카프로,006380,2016/12,473850324,88.08,46.83,53.17,60.7,-57067020,0,0,-15982733,-15982733
(주)케이씨,029460,2016/12,354850862,23.89,19.28,80.72,8.08,18429411,0,0,47172462,47172462
(주)케이씨씨,002380,2016/12,8861405637,52.55,34.45,65.55,2.76,384355124,0,31912348,275772684,275772684
(주)케이씨티시,009070,2016/12,292244036,93.7,48.37,51.63,4.95,21910838,0,0,11347469,11347469
