,업종명,평가연도,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,현금흐름(CF),PBR,ESG,E,S,G,배당지급(DV)
경인양행,화학,2013,316944796000.0,67.04,59.87,19.31,0.005716925076594559,0.8699999999999999,B이하,B,B이하,B이하,1943000.0
경인전자,전기전자,2013,66000530000.0,13.81,87.87,5.4,0.0895521768251842,0.47000000000000003,B이하,B,B이하,B이하,480000.0
계양전기,기계,2013,180806076000.0,21.2,82.51,5.44,0.049282380064669395,0.6699999999999999,B이하,B,B+,B이하,1707000.0
고려산업,음식료품,2013,148377505000.0,123.0,44.84,5.9,0.022536325989064007,1.675,B이하,C,B이하,B이하,603000.0
고려아연,철강금속,2013,5120964733000.0,18.21,84.59,-12.37,0.172207741866584,1.54,B이하,B,B이하,B+,88371000.0
고려제강,철강금속,2013,1823962847000.0,43.52,69.68,-3.4,0.1564899174849471,0.525,B이하,C,B이하,B+,5249000.0
광동제약,의약품,2013,425675174000.0,46.37,68.32,40.81,0.07358338485763248,1.3599999999999999,B이하,B,B이하,B이하,2876000.0
광명전기,전기전자,2013,120910764000.0,73.11,57.77,0.54,0.03463886921101567,1.965,B이하,B,B이하,B이하,0.0
광전자,전기전자,2013,269369303000.0,28.87,77.6,-3.42,0.10218379726276848,0.635,B이하,B,B이하,B이하,0.0
광주신세계,유통업,2013,656355808000.0,60.6,62.27,-3.37,0.2775195467723746,1.045,B이하,B,B+,B이하,2000000.0
교보증권,증권,2013,5204901997000.0,787.96,11.26,0.0,-0.10855663699804005,0.325,B이하,B,B이하,B이하,1734000.0
국도화학,화학,2013,590442007000.0,62.77,61.43,8.39,0.04887297074703352,0.8300000000000001,B이하,B,B이하,B+,5811000.0
국동,유통업,2013,73040609000.0,373.91,21.1,7.01,-0.025132569267416107,1.665,B이하,C,B이하,B이하,0.0
국보,운수창고업,2013,98315386000.0,230.27,30.28,-4.31,0.02577880433785346,0.63,B이하,C,B이하,B이하,50000.0
국제약품,의약품,2013,117430860000.0,101.33,49.67,-4.98,-0.039186352668332154,0.73,B이하,C,B이하,B이하,574000.0
극동유화,화학,2013,195573225000.0,72.28,58.04,-8.15,0.03936332001293919,0.74,B이하,B,B이하,B이하,2790000.0
금강공업,철강금속,2013,675454670000.0,162.48,38.1,76.49,0.1619319141226134,0.43,B이하,B,B이하,B이하,1571000.0
금양,화학,2013,147115126000.0,222.94,30.97,27.17,-0.1280390775871862,1.025,B이하,B,B이하,B이하,1512000.0
금호전기,전기전자,2013,532674472000.0,186.48,34.91,1.82,-0.12882483529426197,1.085,B이하,C,B이하,B이하,600000.0
금호타이어,화학,2013,4733932566000.0,315.91,24.04,-9.14,0.1624873098014348,1.42,B이하,B,B이하,B+,0.0
깨끗한나라,종이목재,2013,447017293000.0,150.63,39.9,2.22,0.03781156371488279,0.97,B이하,B,B이하,B+,0.0
남선알미늄,철강금속,2013,237576875000.0,235.43,29.81,14.53,0.04458327461450737,0.8799999999999999,B이하,C,B이하,B이하,0.0
남성,유통업,2013,200078722000.0,155.9,39.08,7.43,0.28930421346330437,0.375,B이하,C,B이하,B이하,372000.0
남양유업,음식료품,2013,975490562000.0,18.03,84.73,-9.9,-0.045975668094490225,1.07,B이하,B,B이하,B+,855000.0
남해화학,화학,2013,504051964000.0,42.27,70.29,-5.26,0.05339223858845274,1.04,B이하,C,B이하,B+,1841000.0
넥센,서비스업,2013,787194782000.0,32.67,75.38,33.21,0.10603864030461753,1.08,B이하,B,B이하,B이하,2732000.0
넥센타이어,화학,2013,2299812618000.0,188.56,34.66,1.62,0.15143294525594778,1.975,B이하,B,B이하,B+,6527000.0
노루페인트,화학,2013,528887786000.0,129.31,43.61,3.54,0.039609488803352834,0.505,B이하,C,B이하,B+,4095000.0
노루홀딩스,서비스업,2013,852424599000.0,111.81,47.21,4.71,1.2045009043862733,0.93,B이하,B,B이하,B이하,4169000.0
녹십자,의약품,2013,1104264801000.0,31.55,76.02,9.41,0.03740387450016,1.99,B이하,C,B이하,B이하,14454000.0
녹십자홀딩스,서비스업,2013,1624124363000.0,47.69,67.71,9.54,0.5096990832076128,1.335,B이하,B,B이하,B이하,11406000.0
농심,음식료품,2013,2215391017000.0,46.07,68.46,-4.09,0.08671201358558098,1.225,B이하,B,B이하,B+,23131000.0
농심홀딩스,서비스업,2013,1027316750000.0,41.12,70.86,13.63,-0.28759179794948736,0.66,B이하,B,B이하,B이하,9276000.0
다우기술,서비스업,2013,4849467515000.0,312.32,24.25,-0.91,1.008328174638555,1.67,B이하,C,B이하,B이하,5625000.0
대교,서비스업,2013,842291284000.0,30.28,76.76,-3.44,0.14643318850461706,1.24,B이하,A,B이하,B이하,9313000.0
대구백화점,유통업,2013,499634654000.0,25.1,79.93,-6.83,0.09351301390577649,0.39,B이하,B,B이하,B이하,3611000.0
대림통상,기계,2013,254173374000.0,93.11,51.78,-1.73,0.028577071091468596,0.44,B이하,C,B이하,B이하,2284000.0
대상,음식료품,2013,1738880015000.0,143.89,41.0,2.53,0.11466022257247935,1.9500000000000002,B이하,C,B이하,B+,5416000.0
대상홀딩스,서비스업,2013,2089472920000.0,133.15,42.89,761.39,20.881832317713805,0.8400000000000001,B이하,C,B이하,B이하,4464000.0
대성산업,유통업,2013,2268734317000.0,412.19,19.52,-0.81,-0.09607987770228223,0.495,B이하,B,B이하,B이하,0.0
대성에너지,전기가스업,2013,652990816000.0,138.03,42.01,4.05,0.03766999422247115,0.585,B이하,B,B이하,B이하,6875000.0
대성홀딩스,서비스업,2013,1139214524000.0,129.88,43.5,7.58,1.102378037043584,0.595,B이하,B,B이하,B이하,4022000.0
대신증권,증권,2013,12586148533000.0,658.99,13.18,-38.72,-0.013561798530020975,0.525,B이하,A,B이하,B이하,38720000.0
대양금속,철강금속,2013,101489299000.0,413.63,19.47,8.11,0.062453856517345904,3.05,B이하,D,B이하,B이하,0.0
대영포장,종이목재,2013,204157019000.0,70.16,58.77,-4.52,0.05880657407573021,0.77,B이하,C,B이하,B이하,0.0
대우건설,건설업,2013,10122312287000.0,281.46,26.22,6.79,-0.06005097174493515,1.395,A,B+,A,A,0.0
대우조선해양,운수장비,2013,16776397603000.0,472.82,17.46,7.69,-0.0896666684880804,2.09,B+,B+,B+,B+,0.0
대웅,서비스업,2013,898471403000.0,30.77,76.47,162.9,1.9759726966369409,1.28,B이하,C,B이하,B이하,4260000.0
대웅제약,의약품,2013,579012972000.0,32.21,75.64,2.02,0.08024848007088804,1.955,B이하,B,B이하,B이하,8257000.0
대원강업,운수장비,2013,1168191180000.0,140.28,41.62,1.02,0.06324078409631513,1.375,B이하,B,B이하,B이하,7440000.0
대원전선,전기전자,2013,222652611000.0,199.44,33.4,6.74,0.04407799605791541,0.885,B이하,C,B이하,B이하,0.0
대원제약,의약품,2013,160139939000.0,29.93,76.96,14.99,0.07977830011525959,1.53,B이하,B,B이하,B이하,1158000.0
대원화성,화학,2013,109226542000.0,203.47,32.95,-10.26,-0.022868218187132368,1.62,B이하,C,B이하,B이하,0.0
대유에이텍,운수장비,2013,438652143000.0,323.6,23.61,9.82,0.03730750801897353,1.425,B이하,C,B이하,B이하,2533000.0
대창,철강금속,2013,657836001000.0,254.78,28.19,-3.38,-0.02508557173807555,0.635,B이하,C,B이하,B+,0.0
대창단조,운수장비,2013,155109304000.0,29.37,77.3,-17.27,0.11823540675709372,0.905,B이하,B,B이하,B이하,2000000.0
대한방직,섬유의복,2013,255211371000.0,254.75,28.19,3.76,-0.0778817339755465,0.24,B이하,B,B이하,B이하,0.0
대한유화,화학,2013,1354531211000.0,71.54,58.29,-5.61,0.03815151976398046,0.55,B이하,C,B이하,B이하,6176000.0
대한전선,전기전자,2013,2254974431000.0,731.71,12.02,-0.65,0.014819756285912488,1.255,B이하,C,B이하,B+,0.0
대한제강,철강금속,2013,810646282000.0,116.31,46.23,-0.66,-0.00409730632295456,0.46,B이하,B,B이하,B+,2263000.0
대한제당,음식료품,2013,1570047610000.0,253.63,28.28,-8.2,0.08878054601890609,0.61,B이하,B,B이하,B이하,3669000.0
대한제분,음식료품,2013,897265128000.0,47.73,67.69,-2.84,0.16402925223995662,0.42,B이하,B,B이하,B이하,3285000.0
대한항공,운수창고업,2013,22920438008000.0,736.45,11.96,-6.85,0.16643493477058496,1.3399999999999999,A,B+,A,A,0.0
대한화섬,화학,2013,503634565000.0,26.51,79.04,-37.25,-0.0958496400417718,0.21,B이하,C,B이하,B이하,842000.0
대현,섬유의복,2013,216232675000.0,101.17,49.71,13.09,0.01385346384498412,0.87,B이하,B,B이하,B이하,1018000.0
대호에이엘,철강금속,2013,126628810000.0,277.25,26.51,-7.92,0.1267670760886904,1.8699999999999999,B이하,C,B이하,B이하,0.0
더존비즈온,서비스업,2013,193373325000.0,113.13,46.92,3.75,0.24759385244622062,5.005,B이하,C,B이하,B이하,4084000.0
덕성,화학,2013,102990690000.0,64.16,60.92,6.43,0.0049292336320237475,1.095,B이하,B,B이하,B이하,704000.0
덕양산업,운수장비,2013,228092729000.0,308.41,24.49,-7.69,0.006714638837126188,1.31,B이하,C,B이하,B이하,12542000.0
도화엔지니어링,서비스업,2013,337616482000.0,54.38,64.77,-4.43,0.0720125052737541,1.375,B이하,B+,B이하,B이하,3330000.0
동국제강,철강금속,2013,9109804819000.0,247.84,28.75,-14.99,0.024926944378386707,0.345,B+,B+,B이하,B+,9087000.0
동남합성,화학,2013,56641902000.0,14.77,87.13,-2.26,0.003044250709992735,0.9849999999999999,B이하,C,B이하,B이하,204000.0
동방,운수창고업,2013,656235281000.0,394.48,20.22,2.58,0.06116345637712073,0.655,B이하,B,B이하,B이하,603000.0
동방아그로,화학,2013,153398804000.0,33.66,74.82,3.6,0.16946602892713292,0.8400000000000001,B이하,B,B이하,B이하,2321000.0
동부건설,건설업,2013,2512178395000.0,617.54,13.94,-19.6,0.14672822649024217,0.655,B이하,B,B이하,B이하,0.0
동성제약,의약품,2013,127090352000.0,106.72,48.37,-11.12,-0.034153867642168274,1.79,B이하,C,B이하,B이하,549000.0
동아쏘시오홀딩스,의약품,2013,988279723000.0,92.05,52.07,-48.38,0.4867439162075767,2.505,B이하,B+,B이하,B이하,4340000.0
동아지질,건설업,2013,225300799000.0,69.56,58.98,16.44,-0.006424216870458097,0.885,B이하,B,B이하,B이하,1978000.0
동양,비금속광물,2013,1124605701000.0,0.0,0.0,-66.79,0.37346149291362646,0.0,B이하,B,B이하,B이하,0.0
동양고속,운수창고업,2013,214756370000.0,86.71,53.56,10.09,0.14479451645143265,0.5800000000000001,B이하,B,B이하,B이하,2652000.0
동양철관,철강금속,2013,216710572000.0,117.85,45.9,-13.18,0.08793776652931887,1.395,B이하,C,B이하,B이하,0.0
동원산업,"농업, 임업 및 어업",2013,1277961029000.0,102.33,49.42,-6.47,0.1569376301683595,1.97,B이하,B,B이하,B이하,10090000.0
동원수산,"농업, 임업 및 어업",2013,121455189000.0,176.16,36.21,-0.95,-0.0650617353463249,1.4100000000000001,B이하,C,B이하,B이하,0.0
동원시스템즈,화학,2013,541854230000.0,163.46,37.96,31.37,0.14711699492864724,4.3950000000000005,B이하,C,B이하,B이하,0.0
동일산업,철강금속,2013,360063581000.0,17.46,85.13,-13.4,0.08154368474535222,0.44,B이하,B,B이하,B이하,1722000.0
동화약품,의약품,2013,316165541000.0,39.14,71.87,-1.4,0.03725514322946227,0.76,B이하,B,B이하,B이하,1955000.0
두산,서비스업,2013,31166041855000.0,244.07,29.06,472.18,0.23205554334831494,1.9,A+,A+,A,A+,62996000.0
디씨엠,철강금속,2013,161652082000.0,16.57,85.78,-19.91,0.2196493681882799,1.05,B이하,B,B이하,B이하,2005000.0
디아이,의료정밀,2013,184476587000.0,61.87,61.78,13.84,0.4587894384529565,2.785,B이하,C,B이하,B이하,0.0
디아이씨,운수장비,2013,553613090000.0,226.31,30.65,-0.25,0.14034739740574045,0.71,B이하,B,B이하,B이하,1085000.0
락앤락,화학,2013,796956602000.0,29.53,77.2,-1.32,0.1741907255328357,2.5700000000000003,B이하,B+,B이하,B이하,5419000.0
롯데손해보험,보험,2013,4464043505000.0,1458.35,6.42,11.52,0.14966934039264562,0.8200000000000001,B이하,B+,B+,B이하,0.0
롯데쇼핑,유통업,2013,38972565738000.0,130.26,43.43,12.65,0.08033982315481977,0.79,B+,B+,B+,A,44328000.0
롯데케미칼,화학,2013,10687663571000.0,69.79,58.89,3.37,0.029274676944687064,1.045,A,B+,A,A,33692000.0
롯데하이마트,유통업,2013,2755424265000.0,72.75,57.89,9.25,0.04463898688188225,1.1600000000000001,B+,A,B+,B이하,5902000.0
마니커,음식료품,2013,291282318000.0,257.74,27.95,-2.28,0.04726471825894928,0.63,B이하,D,B이하,B이하,0.0
메리츠금융지주,기타금융,2013,11410429812000.0,548.54,15.42,114.45,7.306311608626952,0.675,B이하,B+,B이하,B이하,6114000.0
명문제약,의약품,2013,192410404000.0,162.86,38.04,3.17,0.019994740676426852,0.675,B이하,B,B이하,B이하,525000.0
모나리자,종이목재,2013,69499188000.0,27.61,78.37,-2.21,0.10790044893464651,2.315,B이하,C,B이하,B+,0.0
모나미,유통업,2013,173422869000.0,215.83,31.66,-36.17,0.14566202714275794,1.02,B이하,C,B이하,B이하,695000.0
모토닉,운수장비,2013,456090969000.0,16.97,85.5,-9.24,0.13219472316412148,1.115,B이하,B,B이하,B이하,5692000.0
무림페이퍼,종이목재,2013,2279635167000.0,243.6,29.1,5.39,0.07681331247821119,0.36,B이하,C,B이하,B+,1040000.0
무학,음식료품,2013,441322084000.0,27.4,78.49,10.06,0.28787476989967414,1.315,B이하,B,B이하,B이하,100000.0
문배철강,철강금속,2013,119792029000.0,42.84,70.01,-6.24,0.02745847896177084,0.445,B이하,C,B이하,B이하,970000.0
미래산업,의료정밀,2013,75968359000.0,148.59,40.23,3.03,0.01891250107792693,8.48,B이하,B,B이하,B이하,0.0
미래에셋증권,증권,2013,25437414000000.0,527.83,15.93,8.62,-0.7562640655602746,1.025,B+,B+,B+,B이하,40292000.0
미원상사,화학,2013,226444664000.0,66.43,60.08,28.98,0.21797607434443703,1.35,B이하,B,B이하,B이하,0.0
미원화학,화학,2013,82110790000.0,33.71,74.79,18.93,0.09858286827455684,1.145,B이하,C,B이하,B이하,0.0
백광산업,화학,2013,502627238000.0,207.91,32.48,-4.92,-0.0427367272765142,0.88,B이하,C,B이하,B+,0.0
백산,화학,2013,152570048000.0,59.85,62.56,-4.4,0.04158237310481213,1.68,B이하,B,B이하,B이하,1936000.0
벽산,비금속광물,2013,398397733000.0,75.27,57.06,25.26,0.12737127512452168,0.9199999999999999,B이하,C,B이하,B이하,3314000.0
보락,화학,2013,49687810000.0,26.59,79.0,-2.08,0.06479452990341149,0.97,B이하,B,B이하,B이하,240000.0
보해양조,음식료품,2013,212987533000.0,313.19,24.2,-1.02,0.03141060334476098,0.69,B이하,D,B이하,B이하,0.0
부광약품,의약품,2013,228213314000.0,13.5,88.11,-11.34,0.2791790282503154,2.49,B이하,B+,B이하,B이하,14802000.0
부국증권,증권,2013,647856333000.0,69.11,59.13,3.87,0.2531365028388688,0.645,B이하,B,B이하,B이하,5054000.0
부국철강,철강금속,2013,137818881000.0,29.18,77.41,-18.02,0.039597849523840635,0.4,B이하,B,B이하,B이하,1500000.0
부산산업,비금속광물,2013,114234080000.0,150.79,39.87,81.79,0.7116433109000566,0.585,B이하,B,B이하,B이하,0.0
부산주공,운수장비,2013,234266419000.0,421.17,19.19,-1.9,0.03962507980640511,0.44,B이하,B,B이하,B이하,0.0
비상교육,서비스업,2013,245904050000.0,62.45,61.56,-6.69,0.24017339927666395,1.65,B이하,B,B이하,B이하,1635000.0
빙그레,음식료품,2013,564293685000.0,20.68,82.87,2.02,0.06449453642528064,2.42,B이하,B,B+,B이하,11052000.0
사조산업,"농업, 임업 및 어업",2013,1458790805000.0,234.55,29.89,43.94,0.0276041226805933,0.96,B이하,C,B이하,B이하,0.0
사조오양,"농업, 임업 및 어업",2013,172567839000.0,127.21,44.01,-13.68,0.027379109018207653,0.55,B이하,B,B이하,B이하,0.0
삼부토건,건설업,2013,1597663235000.0,3298.51,2.94,-2.51,0.013007240841897355,2.975,B이하,C,B이하,B이하,0.0
삼성SDI,전기전자,2013,10555670889000.0,39.95,71.45,-13.08,0.07732332002453692,1.0350000000000001,A,B,A,A+,67410000.0
삼성공조,운수장비,2013,250646872000.0,40.7,71.07,-16.32,0.35354829081000744,0.355,B이하,B,B이하,B이하,401000.0
삼성엔지니어링,서비스업,2013,5928775873000.0,554.64,15.28,-14.28,-0.14948066176300934,5.57,B+,B+,A,B+,0.0
삼성전기,전기전자,2013,7185342978000.0,68.75,59.26,4.34,0.14780163856899092,1.7399999999999998,A+,A,A+,A+,58297000.0
삼성전자,전기전자,2013,214075018000000.0,42.7,70.08,13.72,0.294922169019315,2.02,A,A,B+,A,2081603000.0
삼성제약,의약품,2013,80179594000.0,327.82,23.37,-0.77,0.012865326825941477,1.54,B이하,B,B이하,B이하,0.0
삼성중공업,운수장비,2013,17427146525000.0,198.11,33.54,2.38,0.04013418603629596,1.575,B+,B,A,B+,108489000.0
삼성증권,증권,2013,19480917794000.0,459.4,17.88,0.5,-0.3518382598375843,1.26,B+,A,B+,B이하,48364000.0
삼성출판사,서비스업,2013,130529534000.0,40.82,71.01,83.5,0.18321728390736133,0.755,B이하,B,B이하,B이하,1000000.0
삼성카드,기타금융,2013,16560926260000.0,167.0,37.45,-25.42,0.1241450486304435,0.755,B이하,B,B+,B이하,80780000.0
삼아알미늄,철강금속,2013,190726675000.0,74.44,57.33,-14.09,0.07184110279576564,0.28,B이하,B,B이하,B이하,825000.0
삼양사,음식료품,2013,780911217000.0,81.29,55.16,-1.56,0.016039200661646116,0.515,B+,B,B+,B+,4206000.0
삼양식품,음식료품,2013,298570234000.0,82.19,54.89,-7.09,0.05066723337430015,1.205,B이하,C,B이하,B이하,753000.0
삼양통상,기타제조업,2013,273467742000.0,27.58,78.38,2.45,-0.09787184433808667,0.355,B이하,B,B이하,B이하,2250000.0
삼양홀딩스,서비스업,2013,2595067569000.0,56.5,63.9,24.95,-0.08519106008739584,0.7,B이하,B,B이하,B이하,9516000.0
삼영무역,유통업,2013,274354559000.0,21.61,82.23,-2.96,0.0300147408446126,1.33,B이하,B,B이하,B이하,2003000.0
삼원강재,운수장비,2013,203893675000.0,26.85,78.84,-10.31,0.09725714641251527,1.055,B이하,C,B이하,B이하,4800000.0
삼익악기,기타제조업,2013,344769973000.0,89.74,52.7,1.84,-0.018639528630329562,0.815,B이하,C,B이하,B이하,3277000.0
삼일제약,의약품,2013,115708901000.0,65.23,60.52,-2.42,-0.04641180370581462,0.45,B이하,C,B이하,B이하,782000.0
삼정펄프,종이목재,2013,181329867000.0,18.93,84.09,-10.09,0.1184254171466411,0.845,B이하,B,B이하,B이하,2500000.0
삼진제약,의약품,2013,203945576000.0,80.51,55.4,3.4,0.03840660496752723,1.75,B이하,B,B이하,B이하,4981000.0
삼천리,전기가스업,2013,2747656135000.0,129.89,43.5,5.87,-0.03831862096001767,0.43,B+,B+,B+,B이하,10690000.0
삼호개발,건설업,2013,203003798000.0,66.24,60.15,11.22,0.008155782271631488,0.485,B이하,B,B이하,B이하,2155000.0
삼화왕관,기계,2013,134967814000.0,25.56,79.64,0.53,0.11459641384907837,0.53,B이하,C,B이하,B이하,1395000.0
삼화전기,전기전자,2013,133552347000.0,263.84,27.48,2.65,0.07499003517390057,1.8,B이하,B,B이하,B이하,263000.0
상신브레이크,운수장비,2013,267736469000.0,167.46,37.39,6.66,0.11393290114610337,1.265,B이하,B,B이하,B이하,2710000.0
새론오토모티브,운수장비,2013,202754394000.0,29.76,77.06,9.34,0.23437438387459322,1.085,B이하,C,B이하,B+,3840000.0
서원,철강금속,2013,298200155000.0,168.73,37.21,16.08,-0.18851142719315417,0.725,B이하,B,B이하,B이하,0.0
선도전기,전기전자,2013,128582447000.0,66.11,60.2,92.48,-0.05153578915289924,0.755,B이하,C,B이하,B이하,179000.0
선진,음식료품,2013,283542777000.0,94.95,51.3,0.0,0.08069397367433094,1.145,B이하,C,B이하,B이하,814000.0
성문전자,전기전자,2013,49764693000.0,65.32,60.49,0.69,-0.02740193482940347,0.98,B이하,C,B이하,B이하,68000.0
성보화학,화학,2013,101953108000.0,14.63,87.24,9.57,0.02980864732061945,0.675,B이하,C,B이하,B이하,3003000.0
성신양회,비금속광물,2013,1144285222000.0,228.6,30.43,11.34,0.08911593100861621,0.45000000000000007,B+,B+,B이하,B+,0.0
성안,섬유의복,2013,288273860000.0,166.22,37.56,-3.28,0.20913132282926059,0.605,B이하,C,B이하,B이하,0.0
성창기업지주,서비스업,2013,324009225000.0,27.85,78.21,-6.5,-0.8034833967046895,1.505,B이하,C,B이하,B이하,0.0
세기상사,서비스업,2013,47846000000.0,68.93,59.2,-14.95,-0.1728986902927581,0.44,B이하,B,B이하,B이하,0.0
세방,운수창고업,2013,900651214000.0,39.3,71.79,-9.96,0.05544554540148705,0.84,B이하,B,B이하,B이하,3481000.0
세방전지,전기전자,2013,870157611000.0,34.27,74.47,8.56,0.06165561380805553,1.125,B이하,B,B이하,B+,4200000.0
세아특수강,철강금속,2013,486216680000.0,99.22,50.2,7.33,0.07983180726956,0.9199999999999999,B이하,B+,B이하,B이하,6256000.0
세아홀딩스,서비스업,2013,3914700975000.0,79.36,55.75,-4.76,6.503431123189362,0.525,B이하,B,B이하,B이하,4479000.0
세우글로벌,유통업,2013,33460342000.0,10.62,90.4,17.54,0.060170637744460534,0.8999999999999999,B이하,C,B이하,B이하,0.0
세종공업,운수장비,2013,697570396000.0,95.82,51.07,7.47,0.20058046401687019,1.09,B이하,B,B이하,B이하,3981000.0
세하,종이목재,2013,208802223000.0,821.08,10.86,1.6,-0.0860344,1.885,B이하,C,B이하,B이하,0.0
송원산업,화학,2013,866022000000.0,182.62,35.38,1.84,0.0989516203373922,1.0,B이하,C,B이하,B+,1680000.0
수산중공업,기계,2013,136006038000.0,63.58,61.13,-2.82,0.011028867832433313,0.99,B이하,C,B이하,B이하,0.0
신대양제지,종이목재,2013,392854620000.0,51.03,66.21,-6.42,0.07551047762961753,0.42000000000000004,B이하,C,B이하,B이하,1102000.0
