,업종명,평가연도,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,현금흐름(CF),PBR,ESG,E,S,G,배당지급(DV)
서원,철강금속,2020,225954131000.0,114.03,46.72,-7.6,-0.03685895091532946,1.44,B,B,C,B,0.0
서흥,화학,2020,765989776000.0,103.19,49.22,20.03,0.11934421564743684,6.385,C,C,C,B,5003601000.0
선도전기,전기전자,2020,175592014000.0,88.26,53.12,-3.55,-0.05429083560319831,0.435,B,B,C,B,89345000.0
선진,음식료품,2020,1119723429000.0,191.56,34.3,32.94,0.12193951402536689,2.965,B,D,B,B+,2377921000.0
성문전자,전기전자,2020,40358770000.0,52.11,65.74,5.44,0.026518428684418664,0.9,C,C,B,C,3000000.0
성보화학,화학,2020,159209820000.0,16.49,85.85,23.58,-0.0077774364324909185,0.435,C,D,B,B,2626725000.0
성신양회,비금속광물,2020,1090267313000.0,167.6,37.37,2.1,0.07704505690581558,5.154999999999999,C,B+,B,C,3764394000.0
성안,섬유의복,2020,312761127000.0,373.0,21.14,-40.96,-0.5533224259615709,0.305,C,C,C,B,0.0
성창기업지주,서비스업,2020,707392787000.0,32.73,75.34,13.16,2.451768933539413,33.7,C,D,C,C,0.0
세기상사,서비스업,2020,40517199000.0,96.24,50.96,-56.59,-0.522455684870188,0.875,C,D,C,C,0.0
세방,운수창고업,2020,1164648378000.0,36.47,73.28,16.45,0.06974738853414914,7.694999999999999,B+,B,B+,B+,4298331000.0
세방전지,전기전자,2020,1514339389000.0,33.28,75.03,9.99,0.17195375556166295,3.0599999999999996,B,B+,B,B,6701015000.0
세아제강,철강금속,2020,1052052852000.0,76.74,56.58,-6.25,0.06098914352966537,1.435,B,B,B+,B,7000000000.0
세아제강지주,기타금융,2020,2315558157000.0,74.01,57.47,-12.77,20.208633984962407,2.86,B,C,B,B,6060692000.0
세아특수강,철강금속,2020,552376575000.0,75.47,56.99,-8.7,0.11667032363769704,0.19,B,B,C,B,4639484000.0
세아홀딩스,철강금속,2020,5084932952000.0,86.46,53.63,-13.66,6.383845209120157,3.285,B,C,B,B+,8953335000.0
세우글로벌,유통업,2020,47098886000.0,9.57,91.26,8.44,0.08597774296954684,6.24,C,B,C,C,0.0
세종공업,운수장비,2020,1158750683000.0,198.55,33.5,-3.19,0.10378157551593192,0.4,C,B,B+,C,1346036000.0
세진중공업,운수장비,2020,448124447000.0,178.05,35.96,-3.48,0.05879104438525081,1.695,B,D,B+,B+,8328116000.0
세하,종이목재,2020,189544428000.0,115.95,46.31,6.68,0.16216505643293214,1.745,B,B+,B,B,0.0
셀트리온,의약품,2020,5020121254000.0,46.46,68.28,63.86,0.20756857047663405,29.845,B+,B,B,B+,2675697000.0
송원산업,화학,2020,891142000000.0,92.26,52.01,-0.81,0.12356017048357576,5.625,B,B+,B+,C,2880000000.0
수산중공업,기계,2020,236404221000.0,128.09,43.84,-12.66,0.36306635206125903,27.785,B,B,B,B,514451000.0
시디즈,기타제조업,2020,95773293000.0,96.31,50.94,17.94,0.09092720119565695,3.045,C,D,C,B,503687000.0
신대양제지,종이목재,2020,809132235000.0,34.97,74.09,-5.81,0.51931084755446,3.75,C,C,C,C,2392676000.0
신도리코,전기전자,2020,916234313000.0,7.98,92.61,-21.36,-0.022556987925247688,0.22,B,B,B+,B,0.0
신라교역,"농업, 임업 및 어업",2020,629072905000.0,21.44,82.34,0.72,0.021470366654678302,8.99,C,D,C,B,8000000000.0
신성이엔지,전기전자,2020,423441771000.0,121.16,45.22,6.93,0.06537539920431631,2.565,C,C,C,B,0.0
신세계,유통업,2020,12769110974000.0,152.49,39.61,-25.41,0.37839025771988255,5.035,A,B+,A,A,14755000000.0
신세계건설,건설업,2020,765614224000.0,278.28,26.44,-5.85,0.037891999632090105,2.6950000000000003,B,C,B,B+,3200000000.0
신세계인터내셔날,유통업,2020,1147454446000.0,78.95,55.88,-6.98,0.08632304499572396,9.57,A,B,A,A,7854000000.0
신세계푸드,서비스업,2020,887204824000.0,213.19,31.93,-6.05,0.05345608148885155,0.56,B+,B,B+,B+,2904218000.0
신송홀딩스,유통업,2020,167829010000.0,85.31,53.96,-21.72,9.34461800486618,0.27,B,D,B,B+,1119739000.0
신영와코루,섬유의복,2020,373426209000.0,17.74,84.93,1.01,0.04745890002251745,9.48,C,D,B,C,1350000000.0
신원,섬유의복,2020,405804841000.0,118.62,45.74,2.88,0.0030501739979543288,0.475,D,D,C,C,0.0
신일전자,유통업,2020,110598654000.0,46.94,68.05,18.2,0.06915103629046288,6.0200000000000005,C,D,C,B,0.0
신풍제약,의약품,2020,492915057000.0,29.68,77.11,4.23,0.10709799975444009,130.04,B,D,B,B+,5156094000.0
신흥,유통업,2020,146176718000.0,59.06,62.87,-5.17,0.10964840413672458,5.525,B,D,B,B,955034000.0
쌍방울,섬유의복,2020,350525095000.0,62.74,61.45,0.72,0.11247170990934667,0.495,C,D,B,C,0.0
써니전자,전기전자,2020,65431757000.0,2.51,97.55,-35.89,0.22328850625274932,8.345,C,C,B,B,0.0
쎌마테라퓨틱스,서비스업,2020,33361261000.0,2023.08,4.71,25.29,-0.5989807852098047,86.215,C,D,C,C,0.0
씨아이테크,기타제조업,2020,75094283000.0,129.49,43.58,28.52,-0.006435833887444841,0.825,C,D,C,C,0.0
씨에스윈드,기계,2020,880657689000.0,98.56,50.36,21.23,0.03504646018668813,12.42,B,B,C,B,17285688000.0
아남전자,전기전자,2020,192770243000.0,225.66,30.71,8.83,-0.026634034307040838,7.67,C,C,C,C,0.0
아모레퍼시픽,화학,2020,5701918176000.0,27.72,78.3,-20.57,0.1837480038621774,48.74,A,A,A+,A,54853570000.0
아세아,서비스업,2020,2887531024000.0,89.02,52.91,-0.99,9.366232807353882,8.085,C,C,B,C,3699404000.0
아세아시멘트,비금속광물,2020,1901368870000.0,130.87,43.32,-5.89,0.22815152227943739,5.87,B+,B+,B+,B,4868103000.0
아세아제지,종이목재,2020,882326925000.0,39.28,71.8,4.87,0.24758080839939164,2.35,B,C,B,B,6269551000.0
아시아나항공,운수창고업,2020,13851459281000.0,1171.55,7.86,-44.08,-0.11390441993171668,0.935,C,B+,B+,D,0.0
아이마켓코리아,유통업,2020,1110821080000.0,166.42,37.53,-2.89,0.0024946231906216674,4.975,B,D,B,B+,18878604000.0
아이에스동서,비금속광물,2020,3621499080000.0,160.53,38.38,24.51,-0.12277167558727965,2.675,B,B,B,B+,30444665000.0
알루코,철강금속,2020,701423268000.0,167.82,37.34,9.0,0.39602010162105705,1.125,B,B,B,B,0.0
애경산업,화학,2020,434466866000.0,30.45,76.66,-16.14,0.03307071821500708,22.205,B,C,B+,B,5241985000.0
에넥스,기타제조업,2020,112937632000.0,149.55,40.07,-35.73,0.06906199545995027,1.06,B,B,B+,B,0.0
에스엘,운수장비,2020,2338956946000.0,64.12,60.93,10.73,0.09360332931852743,2.7750000000000004,C,B,B+,D,23027731000.0
에스원,서비스업,2020,1906689693000.0,37.75,72.6,3.34,0.158248974909962,11.975,B+,B,A,B+,84525598000.0
에쓰씨엔지니어링,건설업,2020,68596640000.0,248.66,28.68,23.38,0.2555148751207396,4.945,C,C,B,B,0.0
에어부산,운수창고업,2020,1034490515000.0,838.17,10.66,0.0,-0.611621773607557,1.51,C,C,B+,C,0.0
에이블씨엔씨,화학,2020,254779587000.0,62.48,61.54,-27.16,-0.036297404888774615,1.055,C,D,B,C,0.0
에이엔피,전기전자,2020,103907677000.0,155.39,39.16,-13.8,0.023570238066229685,2.25,C,B,C,C,0.0
엔씨소프트,서비스업,2020,4081208897000.0,29.78,77.05,42.03,0.31557092414437726,12.485,B+,D,B+,A,176193603000.0
엔케이,기계,2020,140196786000.0,56.68,63.82,-36.04,-0.08224018172640081,0.595,C,B,C,C,0.0
영보화학,화학,2020,174719741000.0,18.44,84.43,-18.16,0.10508932764264316,2.025,B,B,B,B,1462500000.0
영원무역,유통업,2020,3038285285000.0,52.37,65.63,3.27,0.30341879128730925,6.67,B,D,B,B+,21933031000.0
영원무역홀딩스,기타금융,2020,3732514860000.0,42.62,70.12,4.13,18.433170242614292,12.435,B,D,B,B,13925878000.0
영진약품,의약품,2020,188100730000.0,64.38,60.84,-5.47,0.06954485186890783,10.37,B,D,B+,B+,0.0
영풍,철강금속,2020,5000855951000.0,34.72,74.23,3.22,0.20513693214526055,7.925,C,D,B,D,17201340000.0
영풍제지,종이목재,2020,202117558000.0,59.71,62.61,-1.52,0.11659331669298559,3.135,B,B,C,B,702893000.0
영화금속,운수장비,2020,197590025000.0,168.15,37.29,-22.88,0.03883508734768504,0.955,B,B,C,B,753650000.0
영흥,철강금속,2020,337720311000.0,130.4,43.4,3.66,-0.0438368903911154,0.47,B,C,B,B+,1218510000.0
예스코홀딩스,기타금융,2020,1564088965000.0,200.03,33.33,1.28,-1.7620609309042434,0.295,B,D,B+,B+,8531578000.0
오뚜기,음식료품,2020,2339299659000.0,62.23,61.64,10.01,0.03989475766447612,6.165,B+,B+,A,B,27205232000.0
오리온,음식료품,2020,2665406434000.0,40.47,71.19,10.21,0.5993010310404135,27.11,B+,B,B+,A,29646592000.0
오리온홀딩스,기타금융,2020,4497550946000.0,28.7,77.7,8.41,16.133244011976046,24.465,B+,C,B+,A,25114476000.0
용평리조트,서비스업,2020,911905132000.0,141.39,41.43,-1.56,0.4004750650801016,0.425,B,C,B,B,0.0
우리금융지주,기타금융,2020,399081017000000.0,1393.24,6.7,0.0,5.206101547115113,4.04,B+,B+,B+,B+,260016000000.0
우신시스템,기계,2020,324516702000.0,223.77,30.89,-8.72,0.11548231579318739,106.82000000000001,B+,B,B,B+,0.0
우진,의료정밀,2020,240174509000.0,44.39,69.26,0.97,-0.14826474820143884,1.255,B+,B,B,B+,1969628000.0
우진아이엔에스,건설업,2020,121032450000.0,19.32,83.81,30.87,0.10819615327100142,10.165000000000001,C,C,C,B+,0.0
우진플라임,기계,2020,267621933000.0,340.34,22.71,12.76,0.14488328980155513,1.795,B,B,B,B,1000000000.0
웅진,기타금융,2020,1095983600000.0,453.16,18.08,6.54,0.44277587563705406,1.175,B,D,B,B+,0.0
웅진씽크빅,서비스업,2020,666079005000.0,77.75,56.26,-0.94,0.0788839131012154,16.47,B,D,B,B,7986823000.0
원림,섬유의복,2020,177323382000.0,32.93,75.23,-13.52,0.3270599989592548,1.0150000000000001,C,D,B,C,1469555000.0
웰바이오텍,유통업,2020,70920912000.0,263.87,27.48,-27.9,-0.3514330684408304,4.415,B,D,B,B,0.0
윌비스,유통업,2020,284787600000.0,187.29,34.81,-11.13,-0.035260057283434156,0.455,C,D,C,C,0.0
유니드,화학,2020,1120794923000.0,43.32,69.77,1.75,0.27875086107516556,3.23,B,B,B,B,12224580000.0
유니온,비금속광물,2020,354433760000.0,101.37,49.66,-10.94,0.16560788637598764,1.275,C,C,B,C,1951452000.0
유니온머티리얼,비금속광물,2020,184455805000.0,121.77,45.09,-14.3,0.06224448600128232,1.57,B,B,B,B,840000000.0
유니켐,기타제조업,2020,285803950000.0,175.91,36.24,16.05,0.16334806169237182,3.835,B,B,C,B,1695063000.0
유니퀘스트,유통업,2020,379977750000.0,60.54,62.29,20.15,0.022045252645774532,3.74,B,D,C,B+,3340139000.0
유성기업,운수장비,2020,411316942000.0,39.36,71.75,-6.95,0.09763024833695526,0.205,C,B,C,C,3077700000.0
유수홀딩스,서비스업,2020,498245353000.0,28.31,77.93,-8.55,1.8533191612019888,0.93,B,C,B,B+,12489112000.0
유안타증권,증권,2020,14948245614000.0,977.74,9.28,26.84,-0.2480969655673764,1.8599999999999999,B,D,B+,B,26327003000.0
유엔젤,서비스업,2020,48567847000.0,37.11,72.93,1.9,0.22652989659823167,9.27,C,B,C,C,0.0
유유제약,의약품,2020,154901007000.0,32.35,75.56,7.97,-0.03286268884593127,885.36,B,B,C,B,1851214000.0
유한양행,의약품,2020,2393522101000.0,29.62,77.15,9.42,0.018387330263064744,2.65,B+,B+,B+,B+,24940677000.0
유화증권,증권,2020,719642910000.0,52.59,65.54,0.32,-2.085760949257187,3.1750000000000003,C,D,C,B,6818469000.0
율촌화학,화학,2020,613344959000.0,76.43,56.68,2.77,0.11713727838186418,7.79,B,C,B+,B+,12400000000.0
이건산업,종이목재,2020,383232664000.0,122.16,45.01,-8.13,0.1035070479076423,4.07,B,C,B,B,2137905000.0
이구산업,철강금속,2020,271665261000.0,165.64,37.64,-3.5,-0.035726342295107814,7.02,B,B,C,B,1003224000.0
이노션,서비스업,2020,2043977185000.0,160.72,38.36,-4.18,0.3238763737025928,23.73,B+,D,A,A,36000000000.0
이마트,유통업,2020,22340423719000.0,112.84,46.98,15.58,0.09751345499388057,2.6799999999999997,A,A,A+,A,53928000000.0
이수페타시스,전기전자,2020,389384713000.0,498.05,16.72,-0.01,-0.06624114878516833,1.29,B,B+,B+,C,0.0
이수화학,화학,2020,969058838000.0,239.05,29.49,-13.38,0.0874149302519325,0.345,C,B,B,C,7068429000.0
이스타코,서비스업,2020,70696188000.0,44.78,69.07,-75.26,-0.3168560760353021,0.385,C,D,C,B,0.0
이아이디,유통업,2020,225852507000.0,53.42,65.18,17.16,-0.25450361566274327,1.07,D,D,C,C,0.0
이엔플러스,기계,2020,90581868000.0,63.14,61.3,-32.0,-0.3099687561873837,2.685,B,B,C,B,0.0
이연제약,의약품,2020,317609837000.0,38.04,72.44,-1.16,0.03537080302074842,24.419999999999998,C,D,B,B,3464053000.0
이월드,서비스업,2020,447853890000.0,23.5,80.97,-28.23,0.010158285418758175,1.375,C,D,C,B,0.0
이화산업,유통업,2020,283394473000.0,62.4,61.58,-17.14,-0.07033388406005316,0.47,C,C,C,C,0.0
인디에프,섬유의복,2020,138647755000.0,236.6,29.71,-24.57,-0.004252363426427076,1.94,C,D,B,B,0.0
인스코비,통신업,2020,76233776000.0,76.54,56.65,-23.19,-0.029407938602583693,16.26,C,B,C,C,0.0
인지컨트롤스,운수장비,2020,511309877000.0,173.3,36.59,-7.18,0.10202117794285165,0.755,C,C,B,C,1451963000.0
인천도시가스,전기가스업,2020,340211568000.0,77.5,56.34,-12.03,0.02026217786059789,4.09,B,C,B,B+,5152499000.0
인터지스,운수창고업,2020,385984504000.0,104.04,49.01,-4.15,0.05497906727726417,10.845,B+,B,B,B+,0.0
인팩,운수장비,2020,319762537000.0,179.45,35.78,6.48,0.10572938457385789,1.86,C,C,C,B,1500000000.0
일동제약,의약품,2020,605277114000.0,137.79,42.05,8.58,0.034522004977146484,1.58,A,B+,A+,B+,0.0
일동홀딩스,의약품,2020,799396993000.0,161.58,38.23,104.12,0.48705478075877556,2.4699999999999998,B+,B,A,B+,0.0
일성건설,건설업,2020,298510508000.0,230.57,30.25,-9.27,0.09016421441297068,4.985,B,B,B,B,810373000.0
일성신약,의약품,2020,371224516000.0,6.83,93.6,-16.13,0.038356173493263715,30.395,C,D,B,B,1150326000.0
일신방직,섬유의복,2020,964200063000.0,32.16,75.67,-6.31,0.19298884834291005,0.235,B,B,B,B,3396122000.0
일신석재,유통업,2020,94043686000.0,80.1,55.52,-11.88,0.18216638861461987,69.635,C,D,C,B,0.0
일양약품,의약품,2020,439116735000.0,79.29,55.78,5.78,0.2679778146575234,319.53000000000003,B,D,B,B+,2249158000.0
일정실업,섬유의복,2020,46768525000.0,83.25,54.57,-21.26,0.011331914893617021,0.58,C,C,C,C,0.0
일진전기,전기전자,2020,790379092000.0,155.88,39.08,5.93,0.08195235604772923,4.6899999999999995,C,C,B,C,2224336000.0
일진홀딩스,기타금융,2020,1158500912000.0,122.99,44.85,4.22,10.951400059136606,8.73,B,C,B,B,4599000000.0
잇츠한불,화학,2020,508119345000.0,8.5,92.16,-28.41,0.23765660744276496,1.06,B,C,B,B,1761660000.0
자이에스앤디,서비스업,2020,413286395000.0,154.26,39.33,28.16,0.03641525271467553,2.945,-,-,-,-,4017378000.0
자화전자,전기전자,2020,355988092000.0,30.66,76.53,-17.17,-0.09774121033761457,0.765,B,B,B+,B,0.0
전방,섬유의복,2020,373432831000.0,166.11,37.58,-23.52,-0.15035755192425168,1.295,C,C,B+,C,0.0
제이에스코퍼레이션,기타제조업,2020,504395888000.0,234.71,29.88,59.17,-0.03505319538489229,0.59,C,D,C,B+,3701298000.0
제이준코스메틱,화학,2020,87885496000.0,46.9,68.07,-42.0,-0.19305240711568755,1.295,C,D,C,B,0.0
제일기획,서비스업,2020,2242463952000.0,120.82,45.29,-19.69,0.25207173555503487,7.855,B+,D,A,B+,85074129000.0
제일약품,의약품,2020,409663297000.0,137.51,42.1,2.97,-0.0275143009859511,17.39,C,D,B,B,1022660000.0
제일파마홀딩스,서비스업,2020,887395067000.0,77.73,56.26,4.22,-1.3899044683224708,3.625,B,D,B,B,1074579000.0
제주은행,은행,2020,6531838000000.0,1182.16,7.8,-10.67,-0.3787963506574594,2.0149999999999997,B+,C,A,A,3213000000.0
제주항공,운수창고업,2020,1168566447000.0,438.98,18.55,-72.76,-0.7633837970649492,1.805,B,C,B+,B+,0.0
조광페인트,화학,2020,349970175000.0,72.89,57.84,-1.01,0.07290879019658733,13.325000000000001,C,C,B,B,2022600000.0
조광피혁,기타제조업,2020,343161525000.0,8.98,91.76,-10.09,0.21866891364215546,6.755,C,D,C,B,1065877000.0
조비,화학,2020,87855328000.0,71.58,58.28,3.89,0.1111642658339556,7.395,C,D,B,B,0.0
조선내화,비금속광물,2020,1246277916000.0,70.11,58.79,-6.86,0.21312365263694555,4.3149999999999995,C,B,B,C,13440000000.0
조선선재,기계,2020,125961386000.0,7.71,92.84,-7.07,0.15341930876892315,5.5,C,D,C,B+,1565901000.0
조일알미늄,철강금속,2020,274904170000.0,145.73,40.7,6.78,0.005362067567202242,0.28,B,B,C,B,0.0
조흥,음식료품,2020,248313869000.0,86.38,53.65,14.12,-0.024357635082927532,4.9399999999999995,B,B,C,B,3600000000.0
종근당,의약품,2020,946333120000.0,71.56,58.29,20.72,0.08021544599798239,6.75,B,C,B+,B+,10808292000.0
종근당바이오,의약품,2020,283462940000.0,67.98,59.53,-9.17,0.03880356180471207,8.895,C,B,C,C,1097192000.0
종근당홀딩스,의약품,2020,1258451806000.0,49.76,66.77,19.08,2.824719409193158,15.58,C,C,B+,C,6993246000.0
주연테크,전기전자,2020,57589967000.0,52.91,65.4,-11.14,0.06826900304814797,1.22,C,C,B,C,0.0
지누스,기타제조업,2020,896807386000.0,116.4,46.21,21.1,0.03425144203627795,5.6850000000000005,-,-,-,-,7091832000.0
지엠비코리아,운수장비,2020,488507776000.0,114.16,46.69,-6.65,0.03976161758869355,0.51,C,C,B,C,0.0
지투알,서비스업,2020,530366843000.0,264.94,27.4,-30.71,0.34571062282543963,13.275,B,D,B+,B+,4862293000.0
진도,유통업,2020,128453979000.0,32.31,75.58,-30.05,0.23174348289029226,0.35,B,D,B,B,0.0
진양산업,화학,2020,70722584000.0,62.84,61.41,4.0,0.17507909956784418,6.16,D,D,C,C,1950000000.0
진양홀딩스,화학,2020,548008472000.0,40.97,70.94,-6.1,1.0686171826625388,3.9699999999999998,C,D,C,C,6575435000.0
진양화학,화학,2020,38258642000.0,38.59,72.15,-2.79,0.013278483644428017,13.14,D,D,C,C,0.0
진에어,운수창고업,2020,556768750000.0,467.2,17.63,-70.14,-0.6322264901442034,2.71,B+,C,B+,A,0.0
진원생명과학,의약품,2020,136570536000.0,38.64,72.13,0.63,-0.4448988091910326,7.815,C,D,C,B,0.0
진흥기업,건설업,2020,282917478000.0,138.05,42.01,-30.97,0.10926063825557261,6.7,C,C,B,B,0.0
참엔지니어링,기계,2020,750575298000.0,764.54,11.57,49.91,0.07386144868469803,1.11,B,B,B,B,0.0
천일고속,운수창고업,2020,67019917000.0,76.65,56.61,-47.75,0.07784839051317437,1.79,B,C,B,B+,2854108000.0
카카오,서비스업,2020,11953970239000.0,60.94,62.14,35.4,0.545806658067272,3.83,B+,C,A+,A,12901810000.0
카프로,화학,2020,312112377000.0,152.15,39.66,-42.14,-0.16386512015012386,0.765,B+,B+,B,B+,0.0
컨버즈,종이목재,2020,31795142000.0,343.1,22.57,-55.29,-0.21762872081278592,12.53,D,C,C,D,0.0
케이비아이동국실업,운수장비,2020,566142150000.0,233.47,29.99,-13.77,0.07854830000976554,24.81,C,B,B,C,0.0
케이씨,의료정밀,2020,873398777000.0,32.54,75.45,12.59,0.2965076377032977,2.415,B+,B,B,B+,3731162000.0
케이씨씨글라스,비금속광물,2020,1717817070000.0,,,,0.15477136188593354,,-,-,-,-,33482583000.0
케이씨텍,의료정밀,2020,407295413000.0,17.1,85.39,20.57,0.22556146860688664,3.855,B,B,B,B,4588491000.0
코리아써키트,전기전자,2020,921746308000.0,62.75,61.44,66.01,0.03347461619213574,20.815,C,B+,B,C,0.0
코스맥스,화학,2020,1189042898000.0,337.31,22.87,3.92,0.054167351711523384,2.59,B+,B+,B+,B,0.0
코스맥스비티아이,기타금융,2020,881564731000.0,165.34,37.69,12.29,0.5764948005004866,11.165,B,B,B,B,1910968000.0
코스모신소재,화학,2020,362322682000.0,104.93,48.8,-16.26,-0.009199086427127141,7.805,B+,B+,B,B+,0.0
코스모화학,화학,2020,668524455000.0,167.4,37.4,-12.62,0.03484187242342302,1.695,C,B,C,D,0.0
코아스,기타제조업,2020,73236024000.0,205.31,32.75,-12.99,0.020658007726438974,1.005,B+,B,B,B+,0.0
코오롱,기타금융,2020,3708134499000.0,358.29,21.82,10.99,6.168768296296296,2.6350000000000002,B,C,B+,B,6905228000.0
코오롱글로벌,건설업,2020,2469880907000.0,407.89,19.69,12.75,0.07931691465821343,1.38,B,C,B,B+,5102289000.0
코오롱플라스틱,화학,2020,317913470000.0,60.36,62.36,-10.63,0.13582423674845476,0.505,B+,B,B+,B+,0.0
코웨이,서비스업,2020,3029023073000.0,103.29,49.19,7.24,0.21709889463913287,8.91,A,A,A+,B+,87066750000.0
콤텍시스템,서비스업,2020,185652375000.0,86.49,53.62,0.0,0.07889745103522564,25.04,C,D,B,C,0.0
쿠쿠홀딩스,기타금융,2020,925062698000.0,21.57,82.26,11.26,3.461748030011688,12.440000000000001,B,D,B,B+,20511734000.0
쿠쿠홈시스,서비스업,2020,708121273000.0,32.1,75.7,18.52,0.11768125641836549,4.63,C,D,C,C,13453428000.0
큐로,기계,2020,197708845000.0,84.14,54.31,-15.07,0.1442957221177318,31.904999999999998,C,B,C,C,0.0
크라운제과,음식료품,2020,327040458000.0,114.21,46.68,-1.31,0.09040935789001911,2.475,B,D,B+,B,3198823000.0
크라운해태홀딩스,기타금융,2020,1093370178000.0,124.45,44.55,-12.51,4.529981135443942,1.7750000000000001,B,D,B+,B,1498189000.0
키다리스튜디오,서비스업,2020,48155283000.0,77.1,56.47,70.2,0.12897927845503326,11.295,B,B,B,B,0.0
키움증권,증권,2020,37590936294000.0,1203.02,7.67,66.57,-0.3696720239988784,1.8800000000000001,B,D,B+,B+,77203053000.0
태경비케이,비금속광물,2020,295877498000.0,41.75,70.55,-11.31,0.2032361057098896,10.655000000000001,C,C,B,B,2758310000.0
태경산업,화학,2020,541292144000.0,56.62,63.85,-17.12,0.25541071582640706,29.52,B,B,B,B,6843599000.0
태경케미컬,화학,2020,140679345000.0,13.27,88.29,12.5,0.1926754116355653,3.79,D,D,C,C,2266780000.0
태광산업,화학,2020,4060159776000.0,20.03,83.31,-40.35,0.1116180328504586,0.7699999999999999,C,B,B+,D,1305000000.0
태림포장,종이목재,2020,566786154000.0,74.71,57.24,-1.91,0.08291483191093472,99.07000000000001,C,B,C,C,0.0
태영건설,건설업,2020,3798270930000.0,487.23,17.03,-41.86,0.44259964722936795,1.4100000000000001,B,B,B,B+,13068646000.0
태원물산,운수장비,2020,38295004000.0,21.11,82.57,-25.35,0.030669624824040637,0.615,B,B,C,B,366655000.0
태평양물산,섬유의복,2020,675981153000.0,281.39,26.22,-19.2,0.04889966058626674,6.984999999999999,C,D,B+,B,0.0
테이팩스,화학,2020,162605488000.0,42.12,70.36,5.48,0.12905633754958842,3.33,B+,B+,B+,B,2358825000.0
텔코웨어,서비스업,2020,123096514000.0,11.89,89.37,-12.89,0.008963491016977089,25.945,B,D,B,B,2700783000.0
토니모리,화학,2020,194228001000.0,183.53,35.27,-34.05,-0.08312101421830057,1.325,C,D,C,B+,0.0
티에이치엔,전기전자,2020,279629756000.0,318.71,23.88,-13.87,0.025796756787803174,0.445,B,B,B,B,540000000.0
티와이홀딩스,증권,2020,2003567746000.0,,,,inf,,-,-,-,-,0.0
티웨이항공,운수창고업,2020,705789065000.0,503.31,16.58,-66.78,-0.24132073769000234,1.215,B,C,B,B,0.0
티웨이홀딩스,비금속광물,2020,766137055000.0,456.23,17.98,-66.13,-8.669351319724353,1.625,C,D,B,C,0.0
파미셀,의약품,2020,69744383000.0,22.13,81.88,16.22,0.23781667196439923,57.095,B,B,C,B,0.0
팜스코,음식료품,2020,989343685000.0,222.1,31.05,14.5,0.025868590204103405,5.215,B,D,B+,B+,3501884000.0
팬오션,운수창고업,2020,4659327000000.0,66.01,60.24,1.19,0.2237320455847772,6.535,B+,B,B,A,26728000000.0
퍼스텍,기계,2020,180652738000.0,304.02,24.75,4.56,0.08357856520916146,6.34,C,B,B,C,0.0
퍼시스,기타제조업,2020,498942807000.0,8.25,92.38,-5.87,0.14395759151900103,4.4750000000000005,B,B,B,B,9179991000.0
페이퍼코리아,종이목재,2020,508899951000.0,1714.22,5.51,82.22,0.06160627215454391,4.095,C,C,B,C,0.0
평화산업,운수장비,2020,203154750000.0,695.0,12.58,-4.16,0.05784245177411589,1.78,B,B,B,B,0.0
평화홀딩스,운수장비,2020,522333834000.0,338.17,22.82,-10.32,1.4823777898747958,0.33,B,C,B,B+,2077932000.0
포스코인터내셔널,유통업,2020,8328038736000.0,163.47,37.95,-12.08,0.058185616320963834,3.265,A+,A,A+,A+,86362424000.0
풀무원,음식료품,2020,1693573176000.0,230.17,30.29,-2.95,0.9575303208930479,11.28,A+,A,A+,A+,5201625000.0
풍산,철강금속,2020,2552025017000.0,76.44,56.68,5.81,0.058891536727597754,2.835,B+,B+,A,B+,16808000000.0
풍산홀딩스,기타금융,2020,975300450000.0,33.99,74.63,0.58,-0.10503170095688492,21.735,B,B,B+,B,7790334000.0
하나금융지주,기타금융,2020,460313302000000.0,1356.67,6.86,24.75,-14.700326905711705,8.955,A,A,A,A,393611000000.0
하나제약,의약품,2020,276579304000.0,19.02,84.02,6.59,0.08787005515887787,9.030000000000001,B,D,B,B+,8022025000.0
하나투어,서비스업,2020,703260915000.0,461.2,17.82,-85.64,-1.7968007491852274,3.49,B,D,B,B,0.0
하이스틸,철강금속,2020,239658335000.0,90.14,52.59,-24.53,0.01804557178609735,0.17,B,B,C,B,199915000.0
하이트진로,음식료품,2020,3297783699000.0,206.98,32.58,10.87,0.18679296907023318,16.345000000000002,B,B,B,B,52393637000.0
하이트진로홀딩스,기타금융,2020,3904980587000.0,268.26,27.15,10.89,10.210151681000783,7.59,B,C,B,B,8757591000.0
한국가스공사,전기가스업,2020,35909774516000.0,364.24,21.54,-16.61,0.1625171248899043,0.28,A,B+,A+,B+,0.0
한국공항,운수창고업,2020,425353643000.0,56.07,64.07,-43.5,0.08074380576765094,0.32,C,D,B,B,0.0
한국내화,비금속광물,2020,202829020000.0,40.67,71.09,0.0,0.013415523208718918,14.125,C,C,B,D,781572000.0
한국쉘석유,화학,2020,148607731000.0,51.46,66.02,-5.43,0.21213601217959918,8.975,B,C,B+,B,18200000000.0
한국자산신탁,기타금융,2020,1207644740000.0,57.07,63.67,7.52,2.605967704427995,1.105,C,D,B,C,26920752000.0
한국전자홀딩스,기타금융,2020,412243673000.0,98.67,50.33,2.05,3.7436529484029486,0.24,C,C,B,C,0.0
한국종합기술,서비스업,2020,332119487000.0,141.52,41.4,31.65,0.11790644277139785,2.495,B,B,C,B,1040391000.0
