기업명,업종명,평가연도,총자산규모,부채비율,자기자본비율,매출액증가율,현금흐름,PBR,ESG_-,ESG_A,ESG_A+,ESG_B,ESG_B+,ESG_B이하,ESG_C,ESG_D,E_-,E_A,E_A+,E_B,E_B+,E_B+ 이하,E_C,E_D,S_-,S_A,S_A+,S_B,S_B+,S_B이하,S_C,S_D,G_-,G_A,G_A+,G_B,G_B+,G_B이하,G_C,G_D,배당기업구분
CS홀딩스,서비스업,2011,25.963707550735442,-0.3671851615284069,1.539084560221516,0.01627338027289275,0.1256719934327506,-0.7534738677346875,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,무배당기업
KISCO홀딩스,서비스업,2011,27.382215937274538,-0.37155455571574025,1.6001179202653546,-0.021487184593367365,0.05101384678573725,-0.7945311505894221,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,중배당기업
LG이노텍,전기전자,2011,29.114888255245422,0.17753264715915185,-1.0797590795221226,-0.013112623704904272,0.0932152912765403,0.11188732474202513,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,무배당기업
MH에탄올,음식료품,2011,25.622648110851593,0.13150333942707107,-0.9982259649597428,-0.05752180949157506,-0.19876864744896425,-0.7724233828984113,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
OCI,화학,2011,29.60579816994464,-0.17199377636667013,-0.07387339757824851,0.013541892671279341,1.3463639429292085,0.9109252141457056,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,중배당기업
SH에너지화학,화학,2011,25.37446752835862,-0.2553136034561649,0.42371155300816066,-0.00704932155626791,-0.05446007657269288,-0.6366185242250585,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,무배당기업
SIMPAC,기계,2011,26.46267066096744,-0.1962514475446243,0.052386454115493926,-0.001826477131204907,0.19839180380670907,-0.2671029785324475,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,중배당기업
SK이노베이션,서비스업,2011,31.187136907152343,-0.065320290689704,-0.5066977600265389,0.011380715667804991,-0.024358217849965662,-0.008126271294891067,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,고배당기업
STX,유통업,2011,29.28623035470874,0.02766744882578696,-0.7741263757911446,0.041742250931892516,-0.17268209275703797,-0.20077967545941483,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,중배당기업
STX엔진,기계,2011,28.88777410455315,0.20367367790061175,-1.1221562990945602,-0.0158891358274234,-0.45499353762611106,-0.3681670594056402,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,중배당기업
가온전선,전기전자,2011,26.957482016290882,-0.16591680284175825,-0.10322531882070535,0.017759189462781363,-0.3107361783785949,-0.8008476556439966,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,중배당기업
강원랜드,서비스업,2011,28.628486879816535,-0.3567387938161617,1.3993135066860076,-0.03503956538598775,1.389148183476222,0.7751203554723526,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,고배당기업
경농,화학,2011,25.881022028317826,-0.35317296637592405,1.35412086604286,-0.02954657383549045,0.35051330697961364,-0.6618845444433565,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
경동나비엔,전기전자,2011,26.29622188962506,-0.2651824075689351,0.4963925008466247,-0.012902509274010933,0.0028597746938789897,0.14031159748761068,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
경방,섬유의복,2011,27.932845955312732,-0.11905881690173495,-0.31008647805325734,-0.025659456863963676,-0.4230676844507578,-0.7755816354256985,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,무배당기업
경인양행,화학,2011,26.490326520129784,-0.20310687635578525,0.09059054208186584,-0.04889210965131291,-0.012673306299464707,-0.5229214332427166,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
경인전자,전기전자,2011,24.872642092028606,-0.37142899841150656,1.5982543062182142,-0.02954657383549045,0.26048289802238594,-0.7155748374072403,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,중배당기업
계양전기,기계,2011,25.862649574413226,-0.3492304670229854,1.305666900817217,0.002315778792120927,-0.16137253550427932,-0.48818065544255657,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,중배당기업
고려산업,음식료품,2011,25.55073424906203,-0.09894453676349348,-0.387892364521357,-0.02954657383549045,-0.09570951480977566,-0.7724233828984113,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,저배당기업
고려아연,철강금속,2011,29.15841989746179,-0.32886507227627637,1.0713174343893481,0.037645019529472405,0.5786166063546123,0.3487562642885706,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
고려제강,철강금속,2011,28.231648543120528,-0.2983546473474831,0.7703437657762209,-0.01690969163461962,0.2264785960995597,-0.5987194938976111,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,중배당기업
광동제약,의약품,2011,26.496829618414953,-0.3346155968101807,1.1346803119921118,-0.016954716155525334,0.21204155948834885,-0.5450292009337275,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
광명전기,전기전자,2011,25.542631749598236,-0.1640585547390992,-0.11254338905640603,-0.04568036049337186,-0.12516444186806494,0.3298067491248471,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
광전자,전기전자,2011,26.581857052003365,-0.27163605300654814,0.5462441766076226,-0.006614084520845994,0.02845189129946349,-0.35553404929649113,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
광주신세계,유통업,2011,26.66541858573252,-0.3501344796134681,1.3163826815882729,-0.021006923037039733,1.0678735786518674,-0.4250156048968111,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,중배당기업
교보증권,증권,2011,29.154123081400613,1.4201230642385578,-1.9165217866880317,0.21465141938347554,1.0432316717781769,-0.6271437666431966,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,저배당기업
국도화학,화학,2011,27.064408925145607,-0.20672292671771633,0.11109029660040727,-0.01545389879200148,0.20737755758540025,-0.2860524936961712,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
국동,유통업,2011,24.945157536383935,2.27780500945908,-2.080985726348146,-0.027445429526557062,-0.24885449763097392,0.10872907221473793,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,무배당기업
국보,운수창고업,2011,25.317066281694864,0.06199481580328529,-0.8551935868417394,-0.014523392026616693,-0.09707929575634543,-0.6618845444433565,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
국제약품,의약품,2011,25.685483480481423,-0.17254622850529852,-0.07107797650753858,-0.02954657383549045,-0.28233041473177456,-0.6145107565340475,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
극동유화,화학,2011,26.0010373607821,-0.12714470729438634,-0.2770073287165204,0.011710895487780237,-0.3447840211077185,-0.5955612413703238,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
금강공업,철강금속,2011,26.789936629492303,-0.09678495113067354,-0.39581272422170255,-0.017344928670041535,0.3558501345426791,-0.7534738677346875,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,저배당기업
금양,화학,2011,25.59707166575057,0.06882513315359949,-0.8705684027306453,-0.019190934027175872,-0.2487344550991824,-0.45028162511510933,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,저배당기업
금호전기,전기전자,2011,27.031990555891625,-0.14766077080617573,-0.18848566147736526,-0.05527058344628928,-0.45052603308356837,-0.47554764533340754,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
깨끗한나라,종이목재,2011,26.814632362216233,0.40217977589411863,-1.3760737130174,-0.008730237003414626,0.062380298406318035,-0.2513117158960111,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,무배당기업
남광토건,건설업,2011,27.50739505625654,-0.4072379415789627,-2.4793332289243444,-0.033313625417935325,0.13627569787963392,-0.8450631910260183,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
남선알미늄,철강금속,2011,26.282311418824648,0.21971990138168077,-1.1468491852191665,-0.012077059724072813,-0.25193297041743584,0.4719281128527744,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
남성,유통업,2011,26.130143264643223,-0.010602417504650068,-0.6730253137337936,-0.05097824578661105,0.01636578392578874,-0.7882146455348475,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,저배당기업
남양유업,음식료품,2011,27.643022664368047,-0.3480251169023416,1.2907579884400964,-0.0037625315301506746,-0.5340221742935936,-0.45975638269697117,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,중배당기업
남해화학,화학,2011,27.170619814019485,-0.22678698393426433,0.23175930615272916,0.01989035011898523,-0.2829001969514388,0.2192679106697925,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
넥센,화학,2011,26.98085509225922,-0.2481066141931495,0.37246216671180754,-0.010306095235114669,0.0987174799160723,-0.4502816251151093,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,저배당기업
넥센타이어,화학,2011,28.274053635660493,0.18702477935922085,-1.0955997989228135,0.007208443397208682,-0.2666423594769689,0.8067028807452252,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
노루페인트,화학,2011,26.918161442570188,-0.10896400964134409,-0.34968827655498474,-0.00011554533678771473,0.05392629162401638,-0.8008476556439966,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
노루홀딩스,서비스업,2011,27.391624752811204,-0.11348407259375791,-0.3319839431071536,-0.004077703176490685,0.08113972680517212,-0.6618845444433565,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,고배당기업
녹십자,의약품,2011,27.48060957413694,-0.3155811094883491,0.9338758984127656,-0.02954657383549045,0.1296066738627103,0.6329989917444253,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
녹십자홀딩스,서비스업,2011,29.15777645851709,0.6321003114069016,-1.5726849949906814,-0.03397398505788581,0.47335985927601354,4.122868034396862,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,중배당기업
농심,음식료품,2011,28.450927660098316,-0.2830868791526631,0.6384930719410582,-0.023198116387784556,0.05255507095694468,-0.3586923018237785,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
농심홀딩스,서비스업,2011,27.620262968019023,-0.3033016051342916,0.8155364064193684,-0.018350476303602516,-0.016931746840700996,-0.6713593020252184,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,중배당기업
다우기술,서비스업,2011,29.07442646220811,0.3283269695438462,-1.2936087914314502,-0.0256294405166932,-0.6424835303774025,-0.30816026138718206,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,중배당기업
대교,서비스업,2011,27.478441530619044,-0.3234912196550733,1.014477205951575,-0.02480399096675508,-0.007401863016210699,-0.29868550380532016,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,중배당기업
대구백화점,유통업,2011,26.947793024149583,-0.3247216812365638,1.0275225042815557,-0.015618988701989106,0.8613715239103534,-0.7882146455348475,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
대림통상,기계,2011,26.31075002940409,-0.20441267231981594,0.09804499827042645,-0.026890127102053234,-0.0824161020211566,-0.7029418272980912,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
대상,음식료품,2011,28.07929128330368,0.060262125004859925,-0.8514663587474594,0.002300770618485686,-0.15044121764365223,-0.47554764533340754,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
대상홀딩스,서비스업,2011,27.081088274835047,-0.30932835573751,0.872842538368927,0.1816784619068565,0.019229150078012312,-0.7692651303711239,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,중배당기업
대성홀딩스,서비스업,2011,27.570811419893506,-0.14281425886275426,-0.20991722301947657,0.001565370110359001,-0.04925970227720547,-0.47238939280612025,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,중배당기업
대신증권,증권,2011,29.888736788153807,0.757255832267071,-1.6528203990177062,0.012881533031328843,0.16795618359793724,-0.469231140278833,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,중배당기업
대양금속,철강금속,2011,26.087053295272817,1.1018352980060846,-1.8144889176071104,-0.07776783572551181,0.052374150849204146,0.18768538539691976,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,무배당기업
대영포장,종이목재,2011,26.141202214937582,-0.09035641715390721,-0.41957380332273886,0.023447287270536767,-0.2996237479005809,-0.7376826050982511,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
대우건설,건설업,2011,29.87899995072579,0.03846537698988667,-0.8002169724511062,-0.022702846657821688,-0.2919945231875875,-0.05865831173148748,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
대우조선해양,운수장비,2011,30.436242674798667,0.31416410562628283,-1.276370361495404,-0.027610519436544682,-0.2174165424658463,-0.03339229151318927,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,무배당기업
대웅,서비스업,2011,26.890686279197073,-0.3019958091702609,0.8038888186247427,-0.02954657383549045,-0.04604679985552965,-0.573453473679313,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,중배당기업
대웅제약,의약품,2011,26.934791316978888,-0.31296951756028785,0.9082512052645886,-0.02954657383549045,0.3219233286141534,-0.22604569567771288,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,중배당기업
대원강업,운수장비,2011,27.585655127671643,-0.06886100666909482,-0.49458426872012823,0.001835517235793294,-0.04502704130467009,-0.2355204532595748,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
대원전선,전기전자,2011,26.10059483979654,0.14162325814830867,-1.016862105431144,-0.02954657383549045,0.08923727687384804,-0.5197631807154294,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
대원제약,의약품,2011,25.667676417525875,-0.3190967140068932,0.9692845653084273,-0.03557985963685634,0.4105209495600579,-0.46291463522425835,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,중배당기업
대원화성,화학,2011,25.409384400365347,0.050142206283622315,-0.8281711831582079,-0.011101528437782312,-0.22874640531767101,-0.43133210995138566,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
대유에이텍,운수장비,2011,26.616358606839977,0.5568161517883649,-1.516776573576478,0.07312434200317625,-0.45577287080675755,0.5666756886713926,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
대창,철강금속,2011,26.907950485371146,0.014006814125158534,-0.7391836124072676,-0.019671195583503505,-0.16108977142135406,-0.3839583220420766,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
대창단조,운수장비,2011,25.726086993369957,-0.2117954418087585,0.1404422178428638,0.014352334047582219,0.1145812248919823,-0.30816026138718206,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,중배당기업
대한방직,섬유의복,2011,26.33021631341988,0.1313275592011439,-0.9977600614479577,-0.0373958486467202,-0.2516280221026519,-0.7787398879529857,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,무배당기업
대한유화,화학,2011,27.871350517684405,-0.24290854179787363,0.3370534998161456,-0.013652917955772859,-0.1455293751170496,-0.34290103918734205,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
대한전선,전기전자,2011,28.89030356009781,2.0677978623977644,-2.0502360945703346,-0.02639485737209036,-0.23693256745585126,0.5698339411986798,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
대한제강,철강금속,2011,27.401536891214377,-0.052312553971090886,-0.5486290760871916,-0.010441168797831815,-0.23990979015352693,-0.6176690090613348,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
대한제당,음식료품,2011,28.09841654490016,0.3113767334722944,-1.272643133401124,-0.01940104845806921,-0.008246712906185774,-0.48818065544255657,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,중배당기업
대한제분,음식료품,2011,27.462780399951388,-0.27856681620024926,0.6012207909982561,-0.024428786625874117,-0.16825870032799817,-0.6903088171889421,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,고배당기업
대한항공,운수창고업,2011,30.739561525353977,1.3720346167170439,-1.903010584846266,-0.02144216007246165,0.579057999550007,0.45297859768905063,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,무배당기업
대한화섬,화학,2011,26.87095492979153,-0.32158274863072084,0.9944433549448191,0.02059573427984144,-0.17368916980820415,-0.7597903727892622,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
대현,섬유의복,2011,25.88084454078324,-0.20220286376530247,0.08546560345223057,-0.020496645133441623,-0.28236508824746603,-0.20393792798670216,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,저배당기업
대호에이엘,철강금속,2011,25.616094737613494,0.15335031036373792,-1.03782776346147,-0.018545582560860616,-0.10097836277093081,0.3550727693431453,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
더존비즈온,서비스업,2011,25.843709179746636,-0.008116382880822445,-0.6800138664105693,-0.031722759012600035,1.025979356940855,2.9069408113912623,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,무배당기업
덕성,화학,2011,25.220444905832245,-0.26257081564087376,0.47682455335165375,-0.0568014171570836,-0.4416197504948952,-0.45975638269697117,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,저배당기업
덕양산업,운수장비,2011,26.26079275076169,0.27704936649479606,-1.2283822997815461,0.030456104358193146,-0.08299143815396721,-0.35553404929649113,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,고배당기업
동국제강,철강금속,2011,29.948779034620003,0.1516176195653126,-1.03503234239076,-0.01689468346098438,-0.3383389402317875,-0.5166049281881421,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
동남합성,화학,2011,24.854507180107547,-0.3051347417761039,0.8327748363554146,0.00010957726774086627,-0.5526095577108227,-0.4439651200605348,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,저배당기업
동방,운수창고업,2011,27.096519837669966,0.5309262356553723,-1.495810915546152,-0.019295991242622542,-0.10681133321636699,-0.6176690090613348,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
동방아그로,화학,2011,25.73294881106324,-0.3254499136011193,1.0349769604701167,-0.02954657383549045,0.49157398300296196,-0.4660728877515457,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,중배당기업
동부건설,건설업,2011,28.575278111948734,0.8712869759721329,-1.7143196625733297,-0.031152448414460972,0.3101021259386616,-0.7155748374072403,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
동성제약,의약품,2011,25.548190895155674,-0.13872109074473507,-0.22808745997909266,-0.01594916852196435,-0.3719442791150171,-0.6871505646616547,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,저배당기업
동아지질,건설업,2011,26.03608271073992,-0.2556149409863258,0.4255751670553007,-0.06278967843754377,-0.4068977773337815,-0.2355204532595748,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
동양,비금속광물,2011,28.921208312611217,1.921423157122097,-2.026009111957513,0.04634976023791074,-0.607991007765838,0.3929717996705926,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,무배당기업
동양고속,운수창고업,2011,26.396015912383493,-0.11099803796993032,-0.3417679168546392,0.04123197302829441,0.17504910913139024,-0.7155748374072403,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,중배당기업
동양철관,철강금속,2011,26.023734218402247,-0.18364549419955908,-0.014703651581550231,-0.01997135905620828,-0.22839583526681603,0.04872227419627976,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
동원산업,"농업, 임업 및 어업",2011,27.89861243091864,0.0021793160663423528,-0.7079680771176706,-0.0262147592884675,-0.07708891118355832,-0.20393792798670202,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,고배당기업
동원수산,"농업, 임업 및 어업",2011,25.39708038169795,-0.05527570635100663,-0.5393110058514908,-0.02954657383549045,-0.08037643489364778,-0.0018097662403165164,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,중배당기업
동원시스템즈,전기전자,2011,26.834618919367674,0.5915201906785642,-1.543333073748225,-0.016819642592808187,-0.3897210618466609,0.10557081968745072,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
동일산업,철강금속,2011,26.641489402109865,-0.33248112263820745,1.110919232891076,-0.021157004773392118,0.1879149962982118,-0.6271437666431966,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,중배당기업
동화약품,의약품,2011,26.550537928522182,-0.2871549358098356,0.6725040283013654,-0.016099250258316735,0.7417200555566871,-0.5860864837884621,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
두산,서비스업,2011,29.47097068900839,-0.20519112760606498,0.10223812987649153,-0.01832045995633204,0.14380330796831167,0.4024465572524545,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,중배당기업
디씨엠,철강금속,2011,25.847973587302516,-0.35395142166217314,1.3643707433021306,-0.00937558846972988,0.07677642495714562,-0.21025443304127658,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,고배당기업
