기업명,업종명,평가연도,총자산규모,부채비율,자기자본비율,매출액증가율,현금흐름,PBR,ESG_-,ESG_A,ESG_A+,ESG_B,ESG_B+,ESG_B이하,ESG_C,ESG_D,E_-,E_A,E_A+,E_B,E_B+,E_B+ 이하,E_C,E_D,S_-,S_A,S_A+,S_B,S_B+,S_B이하,S_C,S_D,G_-,G_A,G_A+,G_B,G_B+,G_B이하,G_C,G_D,배당기업구분
에이블씨엔씨,화학,2015,26.246887869916275,-0.3214823027873338,0.9939774514330338,-0.039977254511981225,0.18292863577949892,0.5508844260349562,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
에이엔피,전기전자,2015,25.54505288165211,-0.12767204797216797,-0.2746778111575954,-0.015138727145661474,-0.17483449370447732,-0.3050020088598947,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
엔씨소프트,서비스업,2015,28.428166678863857,-0.3468448782425447,1.2763149795747604,-0.029621614703666647,1.1835304636591175,0.6866892847083089,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
엔케이,기계,2015,26.462891879898283,-0.19012425109801892,0.019307304778756945,-0.0243837621049684,0.24802005683323455,0.1529446075967598,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
영보화학,화학,2015,25.87502610349043,-0.24825728295822996,0.3733939737353774,-0.029621614703666647,0.5074792388250482,-0.31763501896904384,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
영원무역,유통업,2015,28.42899150542291,-0.2489855153227855,0.37851891236501306,0.01123063393145261,0.575471029832237,0.9961980323824619,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
영원무역홀딩스,서비스업,2015,28.604912996798756,-0.2731427406573527,0.5578917644022483,-0.007994836495287937,0.5568630954411764,0.7751203554723526,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
영진약품,의약품,2015,25.98955214790145,-0.17400269323440962,-0.06362352031897797,-0.027190290574758004,0.03357676734270225,1.3341310528022,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
영풍,철강금속,2015,29.014282973905114,-0.3249225729233377,1.029386118328696,-0.03927187035112501,0.172991327491081,-0.03970879656776383,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,고배당기업
영풍제지,종이목재,2015,25.46682248934138,-0.3346155968101807,1.1342144084803272,-0.040952785798271725,-0.2022516630075071,-0.7976894031167093,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
영화금속,운수장비,2015,25.44659997270056,-0.17113998669788086,-0.07806652918431392,-0.023543304381395045,0.2134879212132239,-0.17551365524111662,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
오뚜기,음식료품,2015,28.025966466237456,-0.2656344138641764,0.49965382542911985,-0.021006923037039733,0.06998134285785958,1.7889194167315672,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
우신시스템,기계,2015,26.272333836205828,-0.07338106962150867,-0.4792094528312224,-0.026454890066631317,-0.1598522860863019,-0.5608204635701639,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
우진,의료정밀,2015,25.99746142869518,-0.2755283294377933,0.5765279048736497,-0.028375936291941847,-0.2893589727280011,-0.1628806451319675,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
우진플라임,기계,2015,26.40802249650969,0.46533509992367844,-1.4380388800848085,-0.03476941826055346,-0.38651405596993266,-0.573453473679313,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
웅진,서비스업,2015,27.816407653366856,0.18722567104599477,-1.0955997989228135,-0.031632709970788604,0.6791927907311466,-0.7282078475163893,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
웅진씽크빅,서비스업,2015,26.926230075985167,-0.1796527719249269,-0.03520340610009133,-0.027790617520167548,-0.3530706553661303,0.055038779250854306,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
원림,섬유의복,2015,25.615965913807255,-0.3303215370053875,1.0871581537900392,-0.03434918939876678,-0.23552556150694362,-0.4692311402788329,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
윌비스,유통업,2015,26.443615042361554,-0.08766949084330565,-0.4293577770702245,0.004446939448324794,-0.1892926797401191,-0.5134466756608548,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
유니드,화학,2015,27.667168861387758,-0.22954924462740608,0.2489977360887754,-0.020781800432511155,-0.2426162557563912,-0.34290103918734205,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
유니온,비금속광물,2015,25.822870693978587,-0.3227127643688243,1.0065568462512293,-0.05168362994746727,0.16305212826063908,-0.573453473679313,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
유니퀘스트,유통업,2015,26.22201741054087,-0.296019281488736,0.7493781077458945,-0.022297625969670245,0.4029175523839769,0.08030479946915252,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
유성기업,운수장비,2015,26.646959487080952,-0.32617814596567485,1.0428973201704614,-0.04712114516235476,0.5997017254442982,-0.5892447363157494,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
유수홀딩스,서비스업,2015,26.86432691446769,-0.22161402299983518,0.1996119638395624,-0.018455533519049185,0.2444724964996232,-0.011284523822178413,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
유안타증권,증권,2015,29.817481614654238,1.639421451813168,-1.9701006905433098,0.04226753700912587,-4.221006165138724,-0.17867190776840383,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
유엔젤,서비스업,2015,24.852196221122323,-0.3624390954283724,1.4743239720833972,-0.005083250810051663,-0.12249349569108087,-0.04286704909505117,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
유유제약,의약품,2015,25.3423443521519,-0.30217158939618816,0.8052865291600979,-0.027550486742003725,-0.11253107306561355,-0.31763501896904384,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
유한양행,의약품,2015,28.262467674303736,-0.31216595081319204,0.9003308455642437,-0.01314264005217475,0.3263299237056574,0.3455980117612834,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
유화증권,증권,2015,27.13382566454834,-0.33295824039429556,1.1160441715207112,-0.02954657383549045,0.18030789455917406,-0.6839923121343675,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
율촌화학,화학,2015,26.967835941749325,-0.24737838182859395,0.3673372280821723,-0.03476941826055346,0.46309481379400996,-0.3681670594056402,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
이건산업,종이목재,2015,26.87087207977911,0.07354608779278725,-0.8808182799899158,-0.0162793483419396,0.2823226277083235,0.5603591836168181,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
이구산업,철강금속,2015,26.24360852181913,-0.011531541555979515,-0.6706957961748686,-0.047196186030530954,0.07542948684927173,-0.7155748374072403,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,무배당기업
이마트,유통업,2015,30.304738764763528,-0.1555959924337467,-0.15214518755813308,-0.0239935495904522,0.04377251935718023,-0.43449036247867295,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,중배당기업
이수페타시스,전기전자,2015,26.950390844986394,-0.016629168107868436,-0.6562527873095326,-0.024743958272214126,0.23824984260535761,-0.27026123105973476,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
이수화학,화학,2015,27.659179480733634,0.07789037051927385,-0.8901363502256165,-0.06037336248227036,-0.03108429405591249,-0.8071641606985712,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,저배당기업
이스타코,서비스업,2015,25.47182283101678,-0.09726206888676166,-0.3944150136863474,-0.027520470394733248,-11.467471090305255,0.2161096581425053,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
이아이디,전기전자,2015,25.091856359986245,-0.13319656935845153,-0.251382635568344,-0.02954657383549045,-0.6932296104057712,0.5793086987805417,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
이연제약,의약품,2015,26.287514801301526,-0.35754236056325744,1.4100292874570635,-0.02633482467754941,0.19271366203759158,0.4371873350526143,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
이월드,서비스업,2015,26.107955046025506,-0.22495384729245205,0.22011171835810348,-0.01303758283672808,0.20161152501344218,0.20979315308793076,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
이화산업,유통업,2015,26.333897900151968,-0.2926543457352724,0.720026186503438,-0.022882944741444547,-0.714663458173102,-0.35237579676920394,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
인디에프,섬유의복,2015,25.842113631921627,-0.10223413813441687,-0.3757788732149464,-0.04221347238363177,-0.11784856123389725,0.42455432494346523,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
인스코비,유통업,2015,24.60791758391347,-0.1769909570751721,-0.04871460794185708,-0.08462657107681583,-1.7970417910676881,1.9657815582596547,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
인지컨트롤스,운수장비,2015,26.880535744193207,-0.07330573523896844,-0.47967535634300734,-0.0128124602321995,0.09133638789931332,-0.642935029279633,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
인천도시가스,전기가스업,2015,26.534920584156346,-0.13234277968966224,-0.25510986366262417,-0.06472573283648954,-0.05811191314124393,-0.2923689987507456,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
인터지스,운수창고업,2015,26.99328913780916,-0.04013349546042033,-0.5868331640535638,-0.023813451506829335,-0.19544485859579822,-0.6966253222435166,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
인팩,운수장비,2015,25.966929970830808,-0.1890695697424557,0.013716462637336406,-0.026529930934807506,0.07239177168314258,-0.40922434226037474,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
일성건설,건설업,2015,26.27420294781291,0.058931217579982514,-0.8482050341649641,0.0009350268176789806,-0.4685457337873162,-0.551345705988302,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
일성신약,의약품,2015,26.628704878206797,-0.368842517944292,1.561913832298982,-0.032142987874386714,0.2581743828307149,-0.2860524936961712,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
일신방직,섬유의복,2015,27.51394395770706,-0.3293170785715178,1.0764423730189834,-0.021607249982449277,-0.025142830818403177,-0.399749584678513,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
일신석재,유통업,2015,25.10906845859993,-0.2733687438049734,0.5597553784493887,-0.0286310752437409,-0.3811934445515276,0.2540086884699526,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
일양약품,의약품,2015,26.788979591769618,-0.06866011498232084,-0.49551607574369844,-0.02954657383549045,0.20725607083637695,1.57731649740332,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
일정실업,섬유의복,2015,24.95847033273356,-0.35729124595478995,1.406767962874568,-0.04965752650671007,0.023678767093963785,-0.5924029888430365,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
일진전기,전기전자,2015,27.32372674550681,-0.08350098834274627,-0.4442666894473454,-0.04045751606830886,-0.036143508577806065,-0.47870589786069473,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
일진홀딩스,서비스업,2015,27.704196484700034,-0.06552118237647792,-0.505765953002969,-0.03612015388772492,-0.03089762068518185,0.2161096581425053,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
자화전자,전기전자,2015,26.712925190672816,-0.29363369270829537,0.7284124497155681,-0.05660631089982551,0.6842955677947753,-0.3965913321512257,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
전방,섬유의복,2015,26.976103393929804,0.04333700039415489,-0.811864560245732,-0.03439421391967249,-0.17792387514305882,-0.6808340596070803,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
제일기획,서비스업,2015,28.255280009889496,-0.07260261433525962,-0.4820048739019327,-0.021637266329719754,-0.040580604226014866,1.8773504874956106,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,고배당기업
제주은행,은행,2015,29.12449179314238,2.8574277487236115,-2.146678121509835,-0.030537113295416193,1.2418358660138402,-0.5450292009337275,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
조광페인트,화학,2015,26.20718384072302,-0.29426147922946394,0.7340032918569886,-0.032878388382513404,0.3265134272208921,0.11820382979659982,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
조광피혁,기타제조업,2015,26.005726650197108,-0.37923866273484375,1.712400666605546,-0.04188329256365652,0.4056119570075574,1.173060173910549,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
조비,화학,2015,25.18525787245958,0.03643134866130045,-0.7955579373332559,-0.018650639776307286,-0.23411499852283973,0.1940018904514943,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
조선내화,비금속광물,2015,27.529760153385773,-0.28095240498068996,0.6207887384932274,-0.05195377707290155,0.12641603967288165,-0.3839583220420766,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
조선선재,기계,2015,25.211989764642993,-0.3613844140728092,1.4603468667298465,-0.03927187035112501,1.1196360339261942,-0.19130491787755294,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
조일알미늄,철강금속,2015,26.341889573780392,-0.23906648828832186,0.31096290315618397,-0.0476464312395881,0.07740972382519601,-0.4629146352242584,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,저배당기업
조흥,음식료품,2015,25.727164712236853,-0.3079221139300924,0.8593313365271609,-0.02897626323735139,-0.06443811449154371,-0.23236220073228744,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
종근당,의약품,2015,27.079871123805862,-0.19831058733405726,0.06356813839833435,-0.016204307473763405,-0.15844977646196085,0.7151135574538943,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
종근당바이오,의약품,2015,25.862838653819793,-0.32193430908257525,0.9981705830390992,-0.029126344973703772,0.4361733885927378,-0.20077967545941483,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
종근당홀딩스,서비스업,2015,26.93988339305549,-0.32836284305934155,1.0661924957597129,0.003906645197456208,-0.03760504440616582,0.13083683990574893,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
주연테크,전기전자,2015,24.072011147835756,-0.29777708374800804,0.7652188271465855,0.00269098313300189,-0.11726228898201776,0.4624533552709125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
지엠비코리아,운수장비,2015,26.853187114140894,-0.12003816387475795,-0.3058933464471923,-0.026890127102053234,-0.069410389626986,-0.6460932818069203,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
지투알,서비스업,2015,26.902948393386858,0.24028618781516373,-1.1775988169969782,0.006923288098139153,-0.03650804729109451,0.09925431463287616,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
진도,유통업,2015,25.739449576577496,-0.2326128428507088,0.2685656835837463,-0.02857104254919995,0.332256689471708,-0.5481874534610148,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
진양산업,화학,2015,24.48565027430994,-0.36233864958498546,1.4729262615480418,-0.009015392302484156,0.42013029456366513,-0.23236220073228744,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
진양홀딩스,서비스업,2015,27.00856760155059,-0.29242834258765166,0.7181625724562976,-0.03649535822860588,0.09864187780603424,-0.15656414007739297,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
진양화학,화학,2015,24.47352607397373,-0.304632512559169,0.828115801237564,-0.04568036049337186,-0.06005846386688199,0.2540086884699526,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
진원생명과학,유통업,2015,24.588013716954112,-0.35470476548757546,1.3736888135378313,-0.006749158083563141,-0.0845750949448516,2.1868592351697638,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
진흥기업,건설업,2015,26.997032900104838,1.3634464971074576,-1.9006810672873407,-0.008445081704345091,0.4521638651868685,2.8785165386456764,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,무배당기업
참엔지니어링,기계,2015,27.189913703637956,5.767594946252709,-2.297164955816399,0.04099184225013059,0.6505777955635161,0.46561160779819977,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
천일고속,운수창고업,2015,24.867473130788916,-0.33634828760860597,1.1537823559752984,-0.03277333116706673,0.05911053906983692,1.1541106587468255,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
카프로,화학,2015,26.804013919610554,-0.2363042275951801,0.29279266619656785,-0.09723343693041617,-0.2996928263028117,-0.6524097868614948,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,무배당기업
코리아써키트,전기전자,2015,26.99045125444351,-0.3265045949566825,1.0461586447529572,-0.02651492276117227,0.3133298924151502,-0.4218573523695239,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
코스맥스비티아이,서비스업,2015,27.023249320853612,-0.23811225277614564,0.30490615750297845,0.04108189129194203,0.3641493911607944,0.8288106484362362,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
코스모신소재,화학,2015,26.128440620236617,0.4902958920053414,-1.4608681521622748,-0.04554528693065471,0.149912934324298,-0.3744835644602148,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,무배당기업
코스모화학,화학,2015,27.169732493252873,0.3669483963261376,-1.338335528562813,-0.04649080186967474,-0.25860020354195673,-0.5924029888430365,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,무배당기업
코아스,기타제조업,2015,25.216811965523476,0.07088427294303244,-0.8752274378484955,-0.03307349463977151,0.32929298039127414,0.7719621029450654,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
코오롱,서비스업,2015,28.82246185958907,0.3678775203774671,-1.339267335586383,-0.04110286753462411,0.06970570498275971,-0.03339229151318927,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
코오롱글로벌,건설업,2015,28.31394340600728,0.47761460427773594,-1.4492205643676492,-0.0444496902552823,0.08429009990077145,-0.3713253119329275,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
코오롱플라스틱,화학,2015,26.06376468309595,-0.12114306815201466,-0.3017002148411269,-0.02639485737209036,0.25188308318230834,0.3866552946160182,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,저배당기업
코웨이,서비스업,2015,28.20504525636451,-0.29830442442578964,0.7698778622644356,-0.018785713339024433,0.8603129380623785,3.336463155102331,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,고배당기업
콤텍시스템,서비스업,2015,25.403707016373847,-0.15730357177132523,-0.14422482785778787,-0.061664065414900875,-0.3876907888739713,-0.05550005920420013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
키움증권,증권,2015,29.36286045286872,0.6855123886279249,-1.6085595653981284,0.025278284454035863,-1.120576948197911,-0.0744495743679238,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
태경산업,화학,2015,26.8696514527702,-0.2026548700605439,0.08826102452294084,-0.0493573630340053,0.0998398675128306,-0.1628806451319675,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
태광산업,화학,2015,28.972540766505976,-0.3327824601683684,1.1141805574735708,-0.04653582639058046,0.43012413760452345,-0.5955612413703238,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
태림포장,종이목재,2015,27.1561904424274,-0.24072384470420694,0.3221445874390247,-0.02954657383549045,-0.05430462718499287,-0.5071301706062802,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
태영건설,건설업,2015,28.733401574784196,-0.06017244121612157,-0.5234702864508001,-0.028871206021904718,-0.06608816547592339,-0.5955612413703238,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,무배당기업
태원물산,운수장비,2015,24.49947047089205,-0.313245743629602,0.9110466263352989,-0.03476941826055346,-0.012031564421409962,-0.4155408473149493,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
태평양물산,섬유의복,2015,27.138766269539808,0.32626782975441326,-1.291279273872525,-0.021337102857014983,-0.21111076686451904,-0.19762142293212748,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
텔코웨어,서비스업,2015,25.50736335084544,-0.3710272150379587,1.592197560565009,-0.003687490661974481,1.1157882019528305,-0.08076607942249835,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
티에이치엔,전기전자,2015,26.009956949766742,1.6060734318086929,-1.9626462343547495,0.0011151249013018442,-0.13781130433587507,-0.6492515343342076,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
