기업명,업종명,평가연도,총자산규모,부채비율,자기자본비율,매출액증가율,현금흐름,PBR,ESG_-,ESG_A,ESG_A+,ESG_B,ESG_B+,ESG_B이하,ESG_C,ESG_D,E_-,E_A,E_A+,E_B,E_B+,E_B+ 이하,E_C,E_D,S_-,S_A,S_A+,S_B,S_B+,S_B이하,S_C,S_D,G_-,G_A,G_A+,G_B,G_B+,G_B이하,G_C,G_D,배당률
샘표,기타금융,2022,465919907000.0,42.37,70.24,6.55,0.0046376772055845,1.03,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
샘표식품,음식료품,2022,350286507000.0,54.07,64.91,6.45,0.0295533184325279,1.025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
서연,기타금융,2022,2323543347000.0,131.45,43.21,31.15,0.0023509609566411,0.7150000000000001,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
서연이화,운수장비,2022,1930332276000.0,155.04,39.21,30.51,0.032309470210732,0.31,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
서원,철강금속,2022,266232857000.0,95.42,51.17,5.37,0.0396903737533522,0.5800000000000001,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,무배당기업
서흥,화학,2022,926418536000.0,97.23,50.7,6.41,0.0566265509121787,1.375,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,고배당기업
선도전기,전기전자,2022,131739358000.0,118.84,45.7,-25.74,-0.0651644853643626,0.72,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
선진,음식료품,2022,1333616177000.0,202.67,33.04,8.87,0.0079761877613836,0.6849999999999999,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,일반배당기업
성문전자,전기전자,2022,57241316000.0,78.47,56.03,1.28,0.0068745086309955,1.495,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
성보화학,화학,2022,170785287000.0,24.3,80.45,15.09,-0.0474732031502973,0.58,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
성신양회,비금속광물,2022,1187583002000.0,199.73,33.36,23.62,0.0212009279801068,0.865,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,일반배당기업
성안,섬유의복,2022,123872502000.0,457.59,17.93,-8.15,-0.043031850868566,1.745,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,무배당기업
성창기업지주,서비스업,2022,820314255000.0,37.69,72.63,14.94,0.0154944122684269,0.495,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
세기상사,서비스업,2022,51641841000.0,94.28,51.47,88.53,-0.0524408516885772,1.76,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
세방,운수창고업,2022,1280973787000.0,27.65,78.34,21.99,0.0401377614440049,0.825,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,고배당기업
세방전지,전기전자,2022,1676981981000.0,34.59,74.3,8.96,0.0432889248431016,0.69,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,고배당기업
세아제강,철강금속,2022,1465129429000.0,76.73,56.58,20.33,0.1199018584991593,0.525,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,고배당기업
세아제강지주,기타금융,2022,3572067659000.0,80.33,55.45,39.14,0.0047178592443697,0.915,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
세아특수강,철강금속,2022,690192115000.0,97.18,50.72,19.93,0.0096486566342315,0.5449999999999999,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,일반배당기업
세아홀딩스,철강금속,2022,5919958905000.0,97.03,50.75,12.33,0.0051125970762055,0.475,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,고배당기업
세우글로벌,유통업,2022,49888721000.0,8.79,91.92,-13.36,0.1023684782208626,1.295,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
세원이앤씨,기계,2022,282702160000.0,68.88,59.21,52.29,-0.0501733808243994,1.13,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
세종공업,운수장비,2022,1149427318000.0,186.35,34.92,17.05,0.0045098223738754,0.515,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,일반배당기업
세진중공업,운수장비,2022,551849174000.0,163.61,37.94,63.77,0.0580039002553292,2.6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
세하,종이목재,2022,200976546000.0,98.43,50.4,11.2,0.0276427666201786,0.825,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
셀트리온,의약품,2022,5891652311000.0,37.84,72.55,19.48,0.0119828939070533,8.915,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
솔루스첨단소재,전기전자,2022,1461040406000.0,59.14,62.84,21.0,0.0891323456109576,6.135,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,고배당기업
송원산업,화학,2022,1217311000000.0,78.33,56.08,33.19,0.0600582621102978,0.8400000000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
수산중공업,기계,2022,261731135000.0,88.91,52.94,13.16,0.0194930980866221,1.695,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
시디즈,기타제조업,2022,85063020000.0,34.11,74.57,0.0,0.047981569242674,1.85,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,고배당기업
신대양제지,종이목재,2022,884529890000.0,34.57,74.31,-0.76,0.051824369814609,0.97,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
신도리코,전기전자,2022,1038493448000.0,8.89,91.84,17.49,0.0846893350817601,0.37,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
신라교역,"농업, 임업 및 어업",2022,716401498000.0,28.15,78.04,24.86,0.0099400049621254,0.345,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,고배당기업
신성이엔지,전기전자,2022,577555245000.0,173.5,36.56,46.12,-0.0375780282965276,2.95,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,무배당기업
신세계,유통업,2022,14348412323000.0,129.51,43.57,23.69,0.0621769334411216,0.605,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,고배당기업
신세계건설,건설업,2022,1035610954000.0,265.01,27.4,13.98,-0.012437514108812,0.4049999999999999,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
신세계인터내셔날,유통업,2022,1278681815000.0,53.38,65.2,7.11,0.0622722707522475,1.0550000000000002,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,고배당기업
신세계푸드,서비스업,2022,903927240000.0,209.49,32.31,5.88,0.0144911642423099,0.905,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
신송홀딩스,유통업,2022,242350721000.0,152.1,39.67,12.31,0.0149353382403305,1.3050000000000002,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
신영와코루,섬유의복,2022,425804459000.0,17.39,85.18,6.35,0.0313142497283797,0.2249999999999999,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
신원,섬유의복,2022,510124894000.0,126.21,44.21,13.19,0.0530614284321189,1.02,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
신일전자,유통업,2022,152880655000.0,86.69,53.57,4.76,-0.1215409152879418,1.845,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
신풍제약,의약품,2022,361536058000.0,9.31,91.49,10.6,-0.1362330887519065,6.375,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
신흥,유통업,2022,140622550000.0,31.59,75.99,-6.84,0.0432391377960975,1.58,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
쌍방울,섬유의복,2022,167746018000.0,20.98,82.66,6.46,-0.0968064459993269,2.135,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
써니전자,전기전자,2022,76509690000.0,4.49,95.7,6.29,0.2100015348835102,2.075,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,무배당기업
쎌마테라퓨틱스,서비스업,2022,16313209000.0,647.42,13.38,-20.75,-0.3077897713297324,37.245,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
씨아이테크,기타제조업,2022,94704398000.0,78.03,56.17,20.1,0.0637468379897947,1.26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
씨에스윈드,기계,2022,1779540150000.0,92.45,51.96,14.25,0.0612488866572555,3.285,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,고배당기업
아남전자,전기전자,2022,270755696000.0,176.44,36.17,33.5,0.0672835910297235,1.855,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
아모레퍼시픽,화학,2022,5801783178000.0,21.39,82.38,-14.97,0.032417637195042,2.08,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,고배당기업
아세아,서비스업,2022,3182375948000.0,70.66,58.6,12.23,0.00667439804184,0.73,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,고배당기업
아세아시멘트,비금속광물,2022,2040009732000.0,108.44,47.97,16.53,0.0382723459952742,0.45,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,일반배당기업
아세아제지,종이목재,2022,1034948262000.0,28.68,77.71,8.21,0.0707884261945833,0.57,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,일반배당기업
아센디오,서비스업,2022,73158525000.0,126.71,44.11,-13.87,-1.244467698159366,3.01,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
아시아나항공,운수창고업,2022,13455341412000.0,1780.17,5.32,43.02,0.2880185162949397,1.61,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,무배당기업
아이마켓코리아,유통업,2022,1224954676000.0,198.64,33.48,14.55,0.0167651525069447,0.965,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,일반배당기업
아이에스동서,비금속광물,2022,3737786456000.0,132.72,42.97,41.66,0.1710012046639385,0.99,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,무배당기업
알루코,철강금속,2022,816932966000.0,163.03,38.02,27.66,-0.0265836715934277,1.52,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
애경산업,화학,2022,482639615000.0,34.45,74.38,6.36,0.0533056336902374,1.22,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
에넥스,기타제조업,2022,128080156000.0,188.85,34.62,2.07,-0.0304454775307325,2.535,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,무배당기업
에스엘,운수장비,2022,2931636940000.0,71.84,58.19,39.1,0.0259649725760606,1.03,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,고배당기업
에스원,서비스업,2022,2075658596000.0,36.29,73.37,6.72,0.1061745488539725,1.87,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,고배당기업
에쓰씨엔지니어링,건설업,2022,106506525000.0,158.16,38.74,81.22,-0.0308500547929331,1.9250000000000005,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
에어부산,운수창고업,2022,1227883088000.0,869.44,10.32,129.46,0.2790936913168754,2.56,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
에이블씨엔씨,화학,2022,195431757000.0,68.37,59.39,-5.73,0.0973461962332126,1.475,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,무배당기업
에이엔피,전기전자,2022,106799190000.0,255.38,28.14,0.0,-0.0881532079212737,1.885,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
엔씨소프트,서비스업,2022,4437632451000.0,38.74,72.08,11.39,0.2715954114524401,3.605,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,고배당기업
엔케이,기계,2022,185745935000.0,44.85,69.04,10.99,0.0020602734632975,0.79,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
영보화학,화학,2022,180449397000.0,13.89,87.8,-16.8,0.0791003450701196,0.565,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
영원무역,유통업,2022,4513623781000.0,44.93,69.0,40.05,0.0060212984936553,1.31,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,고배당기업
영원무역홀딩스,기타금융,2022,5490219711000.0,37.71,72.61,39.91,0.0116306142277051,1.335,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,고배당기업
영진약품,의약품,2022,203082817000.0,125.97,44.25,11.38,-0.0531625951484503,8.45,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,무배당기업
영풍,철강금속,2022,5871933652000.0,33.35,74.99,23.66,0.0182396818670629,0.735,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,고배당기업
영풍제지,종이목재,2022,203670380000.0,49.18,67.04,-12.57,0.1194622171947911,2.155,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,고배당기업
영화금속,운수장비,2022,220738936000.0,252.05,28.41,20.94,0.0186851930783999,1.22,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,무배당기업
영흥,철강금속,2022,535684495000.0,170.33,36.99,29.07,-0.0127929065829457,0.495,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,무배당기업
예스코홀딩스,기타금융,2022,1491393801000.0,187.06,34.84,16.17,-0.030642553129418,0.505,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
오뚜기,음식료품,2022,3569760859000.0,83.3,54.56,16.22,0.0323882420460065,1.12,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,고배당기업
오리온,음식료품,2022,3371683914000.0,27.75,78.28,21.98,0.0465582721088177,4.635,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,고배당기업
오리온홀딩스,기타금융,2022,5102168431000.0,23.69,80.85,21.51,0.0064753689528064,0.51,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,고배당기업
와이투솔루션,전기전자,2022,126606991000.0,53.46,65.16,18.71,-0.0069887216617696,2.895,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,무배당기업
용평리조트,서비스업,2022,868285864000.0,129.88,43.5,-39.36,0.1765041034760942,0.55,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
우리금융지주,기타금융,2022,25113576000000.0,9.68,91.17,86.28,0.0278574924424141,0.445,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
우신시스템,기계,2022,282515716000.0,213.74,31.87,-2.97,0.0584673368537914,0.5900000000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
우진,의료정밀,2022,227053376000.0,28.59,77.77,15.24,0.0813132973377914,1.795,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,일반배당기업
우진아이엔에스,건설업,2022,111631385000.0,19.25,83.86,-6.07,-0.0574490669108516,0.595,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,무배당기업
우진플라임,기계,2022,285245048000.0,177.52,36.03,8.8,0.101077228225377,0.81,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
웅진,기타금융,2022,1094417788000.0,383.9,20.67,7.14,0.0252410190015654,0.52,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,무배당기업
웅진씽크빅,서비스업,2022,790792230000.0,116.7,46.15,14.67,0.1040395067229846,1.09,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
원림,섬유의복,2022,169931826000.0,18.07,84.7,2.82,0.023571825762176,0.6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
웰바이오텍,유통업,2022,60207813000.0,59.29,62.78,56.99,-0.0354133188962105,4.645,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
윌비스,유통업,2022,270394722000.0,175.14,36.35,-7.82,0.0104807350858229,0.575,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,무배당기업
유니드,화학,2022,1489264678000.0,65.19,60.54,28.04,-0.0386877925479783,0.985,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
유니온,비금속광물,2022,376111723000.0,115.46,46.41,8.83,0.0149567980076974,0.915,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,일반배당기업
유니온머티리얼,비금속광물,2022,204164785000.0,143.57,41.06,6.67,-0.0885783208341561,1.315,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
유니켐,기타제조업,2022,434878231000.0,212.48,32.0,-2.35,0.1343090584532914,0.785,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
유니퀘스트,유통업,2022,610723418000.0,75.58,56.96,25.12,-0.0552298422584428,1.255,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
유성기업,운수장비,2022,427046002000.0,30.5,76.63,7.37,0.0417161817536011,0.41,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
유수홀딩스,서비스업,2022,524926065000.0,17.78,84.9,10.7,-0.0033371420527263,0.685,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
유안타증권,증권,2022,12900025445000.0,756.3,11.68,6.69,0.1648301566911041,0.47,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,일반배당기업
유엔젤,서비스업,2022,61023632000.0,13.47,88.13,1.22,-0.0483552235132861,1.115,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
유유제약,의약품,2022,195205073000.0,58.22,63.2,20.08,-0.085757318838359,1.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,일반배당기업
유한양행,의약품,2022,2472728072000.0,23.16,81.2,5.22,0.0604960458013976,2.49,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
유화증권,증권,2022,689335170000.0,38.32,72.3,-0.86,1.85135939498762,0.385,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
율촌화학,화학,2022,653136153000.0,95.66,51.11,-5.53,0.0244637166333928,2.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
이건산업,종이목재,2022,442826933000.0,120.8,45.29,18.96,-0.0048748573662004,1.13,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
이구산업,철강금속,2022,337212432000.0,165.08,37.72,28.49,-0.0039305058080891,1.06,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
이노션,서비스업,2022,2290142555000.0,162.04,38.16,16.54,0.0743768132719239,1.435,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,고배당기업
이마트,유통업,2022,33201721509000.0,146.24,40.61,17.65,0.0128421161305607,0.315,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
이수페타시스,전기전자,2022,546014161000.0,145.59,40.72,36.9,0.0401417293045142,1.74,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,일반배당기업
이수화학,화학,2022,1188076573000.0,193.0,34.13,29.61,-0.0240878753881556,1.275,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,일반배당기업
이스타코,서비스업,2022,79791361000.0,76.12,56.78,8.02,-0.146249009405339,2.33,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,무배당기업
이아이디,유통업,2022,566212896000.0,211.47,32.11,21.01,-0.0290449849092311,2.425,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
이엔플러스,기계,2022,120327643000.0,85.73,53.84,-51.45,0.3085880868315928,4.83,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
이연제약,의약품,2022,484691742000.0,95.63,51.12,7.87,0.0548798215753885,2.09,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
이월드,기타제조업,2022,431705015000.0,75.24,57.06,0.54,0.1299823647368181,1.53,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
