회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),부채비율(IFRS),타인자본구성비율(IFRS),자기자본구성비율(IFRS),매출액증가율(IFRS),영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),경상연구개발비(IFRS)(천원),광고 및 판매촉진비(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원),* (정상)영업손익(계산수치)(IFRS)(천원)
(주)BNK금융지주,138930,2015/12,5244359795,28.35,22.09,77.91,-83.81,-6511313,0,0,0,10410656
(주)DB하이텍,000990,2015/12,1005673854,262.19,72.39,27.61,17.42,150510354,0,0,124372824,124372824
(주)HJ중공업,097230,2015/12,4638381000,236.72,70.3,29.7,13.47,109406000,19471000,0,-97810000,-97810000
(주)JB금융지주,175330,2015/12,1800041000,24.38,19.6,80.4,62.91,25903000,0,0,0,28106000
(주)KB금융지주,105560,2015/12,20016171000,9.81,8.93,91.07,-37.32,547869000,0,0,0,243297000
(주)MH에탄올,023150,2015/12,78691328,36.69,26.84,73.16,2.86,13354086,0,0,11094172,11094172
(주)SH에너지화학,002360,2015/12,114048206,25.69,20.44,79.56,-5.77,24557427,0,0,22899622,22899622
(주)SIMPAC,009160,2015/12,369348917,67.82,40.41,59.59,-6.3,10489830,0,0,23630499,23630499
(주)SNT에너지,100840,2015/12,316196096,36.64,26.82,73.18,7.15,2204846,0,0,33918033,33918033
(주)SNT홀딩스,036530,2015/12,430584006,2.05,2.01,97.99,10.04,7958287,0,0,6719535,6719535
(주)STX,011810,2015/12,1057543000,1362.39,93.16,6.84,5.48,28936000,0,0,-16336000,-16336000
(주)TCC스틸,002710,2015/12,330651742,331.91,76.85,23.15,-12.77,36353152,0,0,14570434,14570434
(주)강원랜드,035250,2015/12,3688060027,23.04,18.73,81.27,9.29,581804341,0,15630832,603884505,603884505
(주)갤럭시아에스엠,011420,2015/12,67196553,32.63,24.6,75.4,62.85,3007845,0,0,2581511,2581511
(주)경농,002100,2015/12,265109291,53.19,34.72,65.28,2.08,-9444978,0,4597568,9122621,9122621
(주)경동나비엔,009450,2015/12,324848990,75.4,42.99,57.01,17.24,36531813,5600449,15700240,20800513,20800513
