,종목명,2014_E,2014_S,2014_G,2015_E,2015_S,2015_G,Diff_E,Diff_S,Diff_G,업종명,2014_종가,2015_종가,등락률,연도
123,대원화성,2.0,1.5,3.0,2.0,1.5,3.0,0.0,0.0,0.0,화학,2270,3530,0.5550660792951542,"14,15년"
124,대유에이텍,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,운수장비,1885,2580,0.3687002652519894,"14,15년"
125,대창,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,철강금속,801,947,0.1822721598002497,"14,15년"
126,대창단조,2.0,1.5,1.5,2.0,1.5,3.0,0.0,0.0,1.5,운수장비,46450,49800,0.0721205597416577,"14,15년"
127,대한방직,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,섬유의복,26250,68200,1.598095238095238,"14,15년"
128,대한유화,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,화학,78200,177000,1.2634271099744245,"14,15년"
129,대한전선,1.0,1.5,3.0,,1.5,3.0,,0.0,0.0,전기전자,1960,6000,2.061224489795918,"14,15년"
130,대한제강,2.0,1.5,3.0,2.0,1.5,3.0,0.0,0.0,0.0,철강금속,6210,9650,0.5539452495974235,"14,15년"
131,대한제당,2.0,1.5,1.5,3.0,1.5,1.5,1.0,0.0,0.0,음식료품,32150,22500,-0.3001555209953344,"14,15년"
132,대한제분,1.0,1.5,1.5,1.0,1.5,3.0,0.0,0.0,1.5,음식료품,198000,194500,-0.017676767676767676,"14,15년"
133,대한항공,3.0,4.0,3.0,,3.0,4.0,,-1.0,1.0,운수창고업,37950,30850,-0.18708827404479578,"14,15년"
134,대한해운,,1.5,1.5,1.0,1.5,1.5,,0.0,0.0,운수창고업,29800,20200,-0.3221476510067114,"14,15년"
135,대한화섬,2.0,1.5,1.5,2.0,1.5,3.0,0.0,0.0,1.5,화학,84300,111000,0.3167259786476868,"14,15년"
136,대현,3.0,1.5,1.5,2.0,1.5,1.5,-1.0,0.0,0.0,섬유의복,3060,3685,0.2042483660130719,"14,15년"
137,대호에이엘,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,철강금속,1210,1470,0.21487603305785125,"14,15년"
138,더존비즈온,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,서비스업,7040,21500,2.053977272727273,"14,15년"
139,덕성,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,화학,2570,10550,3.105058365758755,"14,15년"
140,덕양산업,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,운수장비,3770,2020,-0.46419098143236076,"14,15년"
141,도화엔지니어링,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,서비스업,4305,4055,-0.05807200929152149,"14,15년"
142,동국제강,3.0,1.5,3.0,1.0,1.5,3.0,-2.0,0.0,0.0,철강금속,6360,6840,0.07547169811320754,"14,15년"
143,동남합성,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,화학,34500,40650,0.1782608695652174,"14,15년"
144,동방,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,운수창고업,1880,3050,0.6223404255319149,"14,15년"
145,동방아그로,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,화학,6410,6560,0.0234009360374415,"14,15년"
146,동성제약,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,의약품,5250,5020,-0.04380952380952381,"14,15년"
147,동아쏘시오홀딩스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,기타금융,147000,162500,0.1054421768707483,"14,15년"
148,동아지질,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,건설업,7910,7960,0.006321112515802781,"14,15년"
149,동양고속,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,운수창고업,34400,37150,0.07994186046511628,"14,15년"
150,동양생명,3.0,1.5,1.5,4.0,3.0,1.5,1.0,1.5,0.0,보험,11600,13950,0.2025862068965517,"14,15년"
151,동양철관,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,철강금속,1200,1365,0.1375,"14,15년"
152,동원F&B,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,음식료품,350500,376500,0.07417974322396577,"14,15년"
153,동원금속,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,운수장비,1870,2110,0.12834224598930483,"14,15년"
154,동원산업,2.0,1.5,1.5,2.0,3.0,1.5,0.0,1.5,0.0,기타금융,328000,320000,-0.024390243902439025,"14,15년"
155,동원수산,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,"농업, 임업 및 어업",7180,9900,0.3788300835654596,"14,15년"
156,동원시스템즈,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,화학,27800,79500,1.8597122302158273,"14,15년"
157,동일고무벨트,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,화학,9740,14500,0.4887063655030801,"14,15년"
158,동일산업,2.0,1.5,3.0,2.0,1.5,3.0,0.0,0.0,0.0,철강금속,63200,57400,-0.09177215189873418,"14,15년"
159,동화약품,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,의약품,6100,6920,0.13442622950819672,"14,15년"
160,두산,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,기타금융,111000,110500,-0.0045045045045045045,"14,15년"
161,디씨엠,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,철강금속,15650,11200,-0.28434504792332266,"14,15년"
162,디아이,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,의료정밀,7680,8910,0.16015625,"14,15년"
163,디아이씨,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,운수장비,6540,8730,0.3348623853211009,"14,15년"
164,락앤락,3.0,1.5,1.5,3.0,1.5,1.5,0.0,0.0,0.0,화학,11400,12250,0.07456140350877193,"14,15년"
165,롯데관광개발,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,서비스업,13900,15750,0.13309352517985612,"14,15년"
166,롯데손해보험,3.0,4.0,1.5,3.0,4.0,1.5,0.0,0.0,0.0,보험,2915,2830,-0.029159519725557463,"14,15년"
167,롯데쇼핑,4.0,4.0,4.0,1.0,1.5,4.0,-3.0,-2.5,0.0,유통업,296500,232000,-0.2175379426644182,"14,15년"
168,롯데케미칼,3.0,4.0,5.0,2.0,5.0,5.0,-1.0,1.0,0.0,화학,145000,240500,0.6586206896551724,"14,15년"
169,롯데하이마트,4.0,3.0,1.5,3.0,3.0,1.5,-1.0,0.0,0.0,유통업,66100,58200,-0.11951588502269289,"14,15년"
170,마니커,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,음식료품,576,757,0.3142361111111111,"14,15년"
171,만호제강,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,철강금속,19350,18550,-0.041343669250646,"14,15년"
172,메리츠금융지주,3.0,1.5,1.5,4.0,1.5,1.5,1.0,0.0,0.0,기타금융,9430,14650,0.5535524920466596,"14,15년"
173,명문제약,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,의약품,2655,3090,0.1638418079096045,"14,15년"
174,모나리자,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,종이목재,3170,5220,0.6466876971608833,"14,15년"
175,모나미,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,유통업,3715,4565,0.2288021534320323,"14,15년"
176,모토닉,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,운수장비,13000,12550,-0.03461538461538462,"14,15년"
177,무림P&P,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,종이목재,4930,5380,0.09127789046653144,"14,15년"
178,무림페이퍼,1.0,1.5,3.0,2.0,1.5,3.0,1.0,0.0,0.0,종이목재,2340,3545,0.5149572649572649,"14,15년"
179,무학,3.0,1.5,1.5,1.0,1.5,1.5,-2.0,0.0,0.0,음식료품,33800,48000,0.42011834319526625,"14,15년"
180,문배철강,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,철강금속,1995,2920,0.46365914786967416,"14,15년"
181,미래산업,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,의료정밀,157,623,2.968152866242038,"14,15년"
182,미래에셋증권,3.0,3.0,1.5,3.0,3.0,1.5,0.0,0.0,0.0,증권,45950,25550,-0.4439608269858542,"14,15년"
183,미원상사,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,화학,166500,186000,0.11711711711711711,"14,15년"
184,미원화학,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,화학,36250,47400,0.30758620689655175,"14,15년"
185,방림,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,섬유의복,22700,27850,0.22687224669603523,"14,15년"
186,백광산업,2.0,1.5,3.0,2.0,1.5,3.0,0.0,0.0,0.0,화학,2925,2575,-0.11965811965811966,"14,15년"
187,백산,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,화학,4550,4515,-0.007692307692307693,"14,15년"
188,벽산,2.0,1.5,1.5,,1.5,1.5,,0.0,0.0,비금속광물,6340,9440,0.4889589905362776,"14,15년"
189,보락,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,화학,3100,4400,0.41935483870967744,"14,15년"
190,보해양조,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,음식료품,1390,1815,0.3057553956834532,"14,15년"
191,부광약품,3.0,1.5,1.5,2.0,1.5,1.5,-1.0,0.0,0.0,의약품,19950,25150,0.2606516290726817,"14,15년"
192,부국증권,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,증권,14850,17200,0.15824915824915825,"14,15년"
193,부국철강,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,철강금속,2290,2950,0.28820960698689957,"14,15년"
194,부산산업,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,비금속광물,22550,32600,0.44567627494456763,"14,15년"
195,부산주공,2.0,1.5,3.0,3.0,1.5,3.0,1.0,0.0,0.0,운수장비,2390,2045,-0.14435146443514643,"14,15년"
196,비상교육,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,서비스업,8100,8800,0.08641975308641975,"14,15년"
197,빙그레,2.0,3.0,1.5,2.0,1.5,1.5,0.0,-1.5,0.0,음식료품,82700,68300,-0.17412333736396615,"14,15년"
198,사조대림,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,음식료품,14000,18000,0.2857142857142857,"14,15년"
199,사조산업,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,"농업, 임업 및 어업",37550,68500,0.8242343541944075,"14,15년"
200,사조씨푸드,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,음식료품,6230,7330,0.17656500802568217,"14,15년"
201,사조오양,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,음식료품,8900,12350,0.38764044943820225,"14,15년"
202,삼부토건,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,건설업,5020,5290,0.053784860557768925,"14,15년"
203,삼성SDI,3.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,1.0,전기전자,126000,106500,-0.15476190476190477,"14,15년"
204,삼성공조,2.0,1.5,1.5,3.0,1.5,1.5,1.0,0.0,0.0,운수장비,11600,10450,-0.09913793103448276,"14,15년"
205,삼성물산,2.0,4.0,4.0,2.0,3.0,4.0,0.0,-1.0,0.0,유통업,72300,155000,1.1438450899031811,"14,15년"
206,삼성생명,4.0,5.0,4.0,4.0,4.0,5.0,0.0,-1.0,1.0,보험,116500,109000,-0.06437768240343347,"14,15년"
207,삼성엔지니어링,3.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,서비스업,61600,18200,-0.7045454545454546,"14,15년"
208,삼성전기,4.0,5.0,5.0,4.0,4.0,4.0,0.0,-1.0,-1.0,전기전자,48700,65200,0.33880903490759756,"14,15년"
209,삼성전자,4.0,5.0,4.0,3.0,3.0,5.0,-1.0,-2.0,1.0,전기전자,1244000,1372000,0.10289389067524116,"14,15년"
210,삼성제약,2.0,1.5,1.5,,1.5,1.5,,0.0,0.0,의약품,2915,12950,3.4425385934819897,"14,15년"
211,삼성중공업,2.0,4.0,4.0,3.0,3.0,3.0,1.0,-1.0,-1.0,운수장비,26050,13300,-0.4894433781190019,"14,15년"
212,삼성증권,4.0,4.0,1.5,5.0,3.0,1.5,1.0,-1.0,0.0,증권,47800,48300,0.010460251046025104,"14,15년"
213,삼성출판사,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,서비스업,7200,12700,0.7638888888888888,"14,15년"
214,삼성카드,3.0,3.0,1.5,4.0,1.5,1.5,1.0,-1.5,0.0,기타금융,46000,38600,-0.1608695652173913,"14,15년"
215,삼아알미늄,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,철강금속,2820,3125,0.10815602836879433,"14,15년"
216,삼양사,2.0,3.0,3.0,1.0,3.0,3.0,-1.0,0.0,0.0,음식료품,69400,103500,0.49135446685878964,"14,15년"
217,삼양식품,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,음식료품,21950,22950,0.04555808656036447,"14,15년"
218,삼양통상,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,기타제조업,82200,50800,-0.3819951338199513,"14,15년"
219,삼양홀딩스,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,기타금융,89000,160500,0.8033707865168539,"14,15년"
220,삼영무역,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,유통업,23900,23050,-0.03556485355648536,"14,15년"
221,삼원강재,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,운수장비,4480,3630,-0.18973214285714285,"14,15년"
222,삼익THK,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,기계,9030,8550,-0.053156146179401995,"14,15년"
223,삼익악기,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,기타제조업,4075,4060,-0.0036809815950920245,"14,15년"
224,삼일제약,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,의약품,5900,6970,0.18135593220338983,"14,15년"
225,삼정펄프,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,종이목재,42150,37300,-0.11506524317912219,"14,15년"
226,삼진제약,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,의약품,25350,24450,-0.03550295857988166,"14,15년"
227,삼천리,3.0,3.0,3.0,1.0,3.0,3.0,-2.0,0.0,0.0,전기가스업,151000,102500,-0.3211920529801324,"14,15년"
228,삼호개발,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,건설업,3330,3410,0.024024024024024024,"14,15년"
229,삼화왕관,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,기계,36600,43500,0.1885245901639344,"14,15년"
230,삼화전기,2.0,1.5,3.0,2.0,1.5,1.5,0.0,0.0,-1.5,전기전자,4245,4715,0.11071849234393404,"14,15년"
231,상신브레이크,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,운수장비,6840,7080,0.03508771929824561,"14,15년"
232,새론오토모티브,1.0,3.0,3.0,1.0,1.5,3.0,0.0,-1.5,0.0,운수장비,10850,8770,-0.19170506912442398,"14,15년"
233,서연,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,기타금융,15300,12250,-0.19934640522875818,"14,15년"
234,서원,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,철강금속,1495,1275,-0.14715719063545152,"14,15년"
235,서흥,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,화학,59400,49900,-0.15993265993265993,"14,15년"
236,선도전기,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,전기전자,2470,2435,-0.01417004048582996,"14,15년"
237,선진,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,음식료품,38000,27900,-0.2657894736842105,"14,15년"
238,성문전자,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,전기전자,1185,1915,0.6160337552742616,"14,15년"
239,성보화학,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,화학,44200,59800,0.35294117647058826,"14,15년"
240,성신양회,3.0,1.5,3.0,2.0,1.5,3.0,-1.0,0.0,0.0,비금속광물,8210,11400,0.38855054811205847,"14,15년"
241,성안,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,섬유의복,772,1095,0.4183937823834197,"14,15년"
242,성창기업지주,1.0,1.5,1.5,,1.5,1.5,,0.0,0.0,서비스업,20950,29450,0.40572792362768495,"14,15년"
243,세기상사,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,유통업,30600,54000,0.7647058823529411,"14,15년"
244,세방,3.0,1.5,1.5,3.0,1.5,1.5,0.0,0.0,0.0,운수창고업,19350,17950,-0.07235142118863049,"14,15년"
245,세방전지,2.0,1.5,3.0,1.0,3.0,3.0,-1.0,1.5,0.0,전기전자,37150,40800,0.09825033647375504,"14,15년"
246,세아제강,2.0,1.5,3.0,1.0,1.5,3.0,-1.0,0.0,0.0,철강금속,82800,63900,-0.22826086956521738,"14,15년"
247,세아특수강,2.0,1.5,3.0,2.0,1.5,3.0,0.0,0.0,0.0,철강금속,24400,17750,-0.2725409836065574,"14,15년"
248,세아홀딩스,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,철강금속,179500,175000,-0.025069637883008356,"14,15년"
249,세우글로벌,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,유통업,1190,2075,0.7436974789915967,"14,15년"
250,세원정공,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,운수장비,31400,24350,-0.22452229299363058,"14,15년"
251,세이브존I&C,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,유통업,7080,6020,-0.1497175141242938,"14,15년"
252,세종공업,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,운수장비,15000,11050,-0.2633333333333333,"14,15년"
253,세하,2.0,1.5,1.5,1.0,1.5,3.0,-1.0,0.0,1.5,종이목재,360,1860,4.166666666666667,"14,15년"
254,송원산업,2.0,1.5,3.0,1.0,1.5,3.0,-1.0,0.0,0.0,화학,6210,11000,0.7713365539452496,"14,15년"
255,수산중공업,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,기계,1400,2070,0.4785714285714286,"14,15년"
256,신대양제지,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,종이목재,38600,27200,-0.29533678756476683,"14,15년"
257,신도리코,3.0,1.5,1.5,3.0,1.5,3.0,0.0,0.0,1.5,전기전자,70700,60900,-0.13861386138613863,"14,15년"
258,신라교역,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,"농업, 임업 및 어업",19900,17350,-0.12814070351758794,"14,15년"
259,신성이엔지,1.0,1.5,1.5,,1.5,1.5,,0.0,0.0,전기전자,1420,1580,0.11267605633802817,"14,15년"
260,신성통상,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,유통업,1245,1915,0.5381526104417671,"14,15년"
261,신세계,3.0,3.0,3.0,1.0,4.0,3.0,-2.0,1.0,0.0,유통업,198500,232500,0.1712846347607053,"14,15년"
262,신세계건설,1.0,4.0,1.5,2.0,3.0,1.5,1.0,-1.0,0.0,건설업,21300,49500,1.323943661971831,"14,15년"
263,신세계인터내셔날,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,유통업,125000,111000,-0.112,"14,15년"
264,신세계푸드,1.0,3.0,3.0,2.0,3.0,1.5,1.0,0.0,-1.5,서비스업,93500,172000,0.839572192513369,"14,15년"
265,신영와코루,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,섬유의복,124000,163000,0.31451612903225806,"14,15년"
266,신영증권,2.0,1.5,1.5,3.0,1.5,1.5,1.0,0.0,0.0,증권,60400,55200,-0.08609271523178808,"14,15년"
267,신원,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,섬유의복,2850,1890,-0.3368421052631579,"14,15년"
268,신풍제약,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,의약품,4230,4155,-0.01773049645390071,"14,15년"
269,신한지주,5.0,4.0,4.0,5.0,5.0,4.0,0.0,1.0,0.0,기타금융,50300,43550,-0.1341948310139165,"14,15년"
270,신흥,2.0,1.5,1.5,3.0,1.5,1.5,1.0,0.0,0.0,유통업,9680,10900,0.12603305785123967,"14,15년"
271,쌍방울,1.0,1.5,1.5,,1.5,1.5,,0.0,0.0,섬유의복,1080,3265,2.0231481481481484,"14,15년"
272,써니전자,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,전기전자,2195,2250,0.025056947608200455,"14,15년"
273,아남전자,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,전기전자,767,1410,0.8383311603650587,"14,15년"
274,아모레퍼시픽,3.0,4.0,3.0,2.0,4.0,3.0,-1.0,0.0,0.0,화학,2300000,377500,-0.8358695652173913,"14,15년"
275,아세아,1.0,3.0,3.0,1.0,1.5,1.5,0.0,-1.5,-1.5,서비스업,148500,117000,-0.21212121212121213,"14,15년"
276,아세아제지,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,종이목재,29550,19500,-0.3401015228426396,"14,15년"
277,아시아나항공,1.0,4.0,3.0,1.0,3.0,4.0,0.0,-1.0,1.0,운수창고업,4015,4845,0.20672478206724781,"14,15년"
278,아이마켓코리아,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,유통업,26350,29700,0.127134724857685,"14,15년"
279,아이에스동서,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,비금속광물,45750,42700,-0.06666666666666667,"14,15년"
280,에넥스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,기타제조업,1820,4850,1.664835164835165,"14,15년"
281,에스엘,2.0,1.5,1.5,2.0,3.0,1.5,0.0,1.5,0.0,운수장비,19700,17000,-0.13705583756345177,"14,15년"
282,에스원,2.0,3.0,1.5,1.0,1.5,1.5,-1.0,-1.5,0.0,서비스업,74400,99000,0.33064516129032256,"14,15년"
283,에쓰씨엔지니어링,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,건설업,1690,6080,2.5976331360946747,"14,15년"
284,에이블씨엔씨,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,화학,22900,24700,0.07860262008733625,"14,15년"
285,에이엔피,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,전기전자,1055,1260,0.1943127962085308,"14,15년"
286,엔씨소프트,3.0,1.5,1.5,4.0,1.5,1.5,1.0,0.0,0.0,서비스업,147000,189500,0.2891156462585034,"14,15년"
287,엔케이,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,기계,4685,5810,0.240128068303095,"14,15년"
288,영보화학,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,화학,4185,4520,0.08004778972520908,"14,15년"
289,영원무역,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,유통업,63900,47900,-0.25039123630672927,"14,15년"
290,영원무역홀딩스,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,기타금융,105500,72000,-0.3175355450236967,"14,15년"
291,영진약품,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,의약품,1425,2280,0.6,"14,15년"
292,영풍,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,철강금속,1191000,1252000,0.051217464315701094,"14,15년"
293,영풍제지,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,종이목재,20400,2835,-0.8610294117647059,"14,15년"
294,영화금속,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,운수장비,1055,1490,0.41232227488151657,"14,15년"
295,오뚜기,1.0,1.5,3.0,1.0,1.5,1.5,0.0,0.0,-1.5,음식료품,567000,1049000,0.8500881834215167,"14,15년"
296,오리엔트바이오,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,의약품,818,1275,0.558679706601467,"14,15년"
297,우리종금,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,기타금융,470,611,0.3,"14,15년"
298,우신시스템,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,기계,2935,3900,0.3287904599659284,"14,15년"
299,우진,2.0,1.5,1.5,3.0,1.5,1.5,1.0,0.0,0.0,의료정밀,8990,7100,-0.21023359288097887,"14,15년"
300,우진플라임,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,기계,4445,3720,-0.16310461192350956,"14,15년"
301,웅진씽크빅,2.0,3.0,1.5,2.0,1.5,1.5,0.0,-1.5,0.0,서비스업,7240,8180,0.1298342541436464,"14,15년"
302,원림,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,섬유의복,19100,25650,0.34293193717277487,"14,15년"
303,윌비스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,유통업,1235,2325,0.8825910931174089,"14,15년"
304,유니드,2.0,1.5,1.5,1.0,1.5,3.0,-1.0,0.0,1.5,화학,59500,51100,-0.1411764705882353,"14,15년"
305,유니온,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,비금속광물,3780,4195,0.10978835978835978,"14,15년"
306,유니퀘스트,2.0,1.5,1.5,3.0,1.5,1.5,1.0,0.0,0.0,유통업,8240,4135,-0.4981796116504854,"14,15년"
307,유성기업,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,운수장비,6610,4190,-0.3661119515885023,"14,15년"
308,유안타증권,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,증권,3055,3995,0.3076923076923077,"14,15년"
309,유엔젤,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,서비스업,2965,5710,0.9258010118043845,"14,15년"
310,유유제약,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,의약품,8020,11850,0.4775561097256858,"14,15년"
311,유한양행,2.0,3.0,3.0,3.0,1.5,3.0,1.0,-1.5,0.0,의약품,176500,283000,0.603399433427762,"14,15년"
312,유화증권,1.0,1.5,1.5,3.0,1.5,1.5,2.0,0.0,0.0,증권,14550,14700,0.010309278350515464,"14,15년"
313,율촌화학,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,화학,13550,12350,-0.08856088560885608,"14,15년"
314,이건산업,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,종이목재,16350,17000,0.039755351681957186,"14,15년"
315,이구산업,2.0,1.5,3.0,3.0,1.5,3.0,1.0,0.0,0.0,철강금속,1150,1265,0.1,"14,15년"
316,이마트,3.0,3.0,5.0,1.0,1.5,4.0,-2.0,-1.5,-1.0,유통업,198000,212500,0.07323232323232323,"14,15년"
317,이수페타시스,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,전기전자,4300,5050,0.1744186046511628,"14,15년"
318,이수화학,1.0,1.5,3.0,1.0,3.0,1.5,0.0,1.5,-1.5,화학,10300,10300,0.0,"14,15년"
319,이스타코,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,서비스업,3080,2835,-0.07954545454545454,"14,15년"
