,종목명,2021_E,2021_S,2021_G,2022_E,2022_S,2022_G,Diff_E,Diff_S,Diff_G,업종명,2021_종가,2022_종가,등락률,연도
13,DB금융투자,1.0,4.0,3.0,2.0,3.0,3.0,1.0,-1.0,0.0,증권,7060,4025,-0.42988668555240794,"21,22년"
14,DB손해보험,5.0,6.0,4.0,4.0,5.0,4.0,-1.0,-1.0,0.0,보험,59200,56300,-0.048986486486486486,"21,22년"
15,DB하이텍,5.0,5.0,5.0,3.0,4.0,3.0,-2.0,-1.0,-2.0,전기전자,57500,44250,-0.23043478260869565,"21,22년"
16,DGB금융지주,5.0,6.0,6.0,6.0,6.0,5.0,1.0,0.0,-1.0,기타금융,10350,6790,-0.34396135265700484,"21,22년"
17,DL,6.0,6.0,4.0,5.0,6.0,5.0,-1.0,0.0,1.0,기타금융,65700,61500,-0.0639269406392694,"21,22년"
18,DL건설,4.0,5.0,4.0,5.0,5.0,4.0,1.0,0.0,0.0,건설업,29450,13150,-0.5534804753820034,"21,22년"
19,DL이앤씨,,,,5.0,5.0,5.0,,,,건설업,135000,34450,-0.7448148148148148,"21,22년"
20,DRB동일,3.0,4.0,4.0,1.0,4.0,3.0,-2.0,0.0,-1.0,화학,5570,4135,-0.25763016157989227,"21,22년"
21,DSR,3.0,3.0,3.0,1.0,2.0,1.0,-2.0,-1.0,-2.0,철강금속,6950,4810,-0.3079136690647482,"21,22년"
22,DSR제강,2.0,2.0,4.0,1.0,2.0,3.0,-1.0,0.0,-1.0,철강금속,6560,4535,-0.3086890243902439,"21,22년"
23,E1,4.0,5.0,4.0,4.0,4.0,4.0,0.0,-1.0,0.0,유통업,52400,42700,-0.1851145038167939,"21,22년"
24,GKL,4.0,4.0,4.0,3.0,5.0,5.0,-1.0,1.0,1.0,서비스업,16350,14200,-0.13149847094801223,"21,22년"
25,GS,5.0,5.0,5.0,4.0,6.0,5.0,-1.0,1.0,0.0,기타금융,42250,46000,0.08875739644970414,"21,22년"
26,GS건설,5.0,6.0,5.0,5.0,5.0,5.0,0.0,-1.0,0.0,건설업,41350,21700,-0.4752116082224909,"21,22년"
27,GS글로벌,3.0,4.0,5.0,2.0,4.0,4.0,-1.0,0.0,-1.0,유통업,2575,2695,0.04660194174757282,"21,22년"
28,GS리테일,5.0,5.0,5.0,4.0,5.0,5.0,-1.0,0.0,0.0,유통업,32200,25400,-0.2111801242236025,"21,22년"
29,HDC,3.0,4.0,5.0,1.0,3.0,2.0,-2.0,-1.0,-3.0,기타금융,10550,5460,-0.4824644549763033,"21,22년"
30,HDC현대EP,3.0,4.0,4.0,2.0,3.0,2.0,-1.0,-1.0,-2.0,화학,5870,3885,-0.338160136286201,"21,22년"
31,HDC현대산업개발,3.0,2.0,4.0,1.0,2.0,3.0,-2.0,0.0,-1.0,건설업,25550,10000,-0.6086105675146771,"21,22년"
32,HMM,5.0,6.0,5.0,6.0,5.0,4.0,1.0,-1.0,-1.0,운수창고업,26650,19100,-0.28330206378986866,"21,22년"
33,HSD엔진,4.0,5.0,5.0,3.0,5.0,4.0,-1.0,0.0,-1.0,기계,9230,6540,-0.2914409534127844,"21,22년"
34,JB금융지주,5.0,6.0,6.0,5.0,6.0,5.0,0.0,0.0,-1.0,기타금융,8870,7180,-0.19052987598647125,"21,22년"
35,JW생명과학,3.0,4.0,3.0,2.0,4.0,2.0,-1.0,0.0,-1.0,의약품,16200,11750,-0.27469135802469136,"21,22년"
36,JW중외제약,2.0,4.0,4.0,3.0,4.0,1.0,1.0,0.0,-3.0,의약품,23350,18750,-0.19700214132762311,"21,22년"
37,JW홀딩스,1.0,4.0,4.0,2.0,4.0,4.0,1.0,0.0,0.0,기타금융,3910,2810,-0.2813299232736573,"21,22년"
38,KC그린홀딩스,1.0,2.0,4.0,1.0,1.0,2.0,0.0,-1.0,-2.0,기타금융,5130,2490,-0.5146198830409356,"21,22년"
39,KC코트렐,1.0,2.0,4.0,1.0,1.0,2.0,0.0,-1.0,-2.0,기계,7160,2155,-0.6990223463687151,"21,22년"
40,KEC,3.0,4.0,3.0,2.0,1.0,2.0,-1.0,-3.0,-1.0,전기전자,3700,2570,-0.3054054054054054,"21,22년"
41,KG케미칼,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,화학,33950,23000,-0.3225331369661267,"21,22년"
42,KH 필룩스,2.0,3.0,2.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,전기전자,3030,975,-0.6782178217821783,"21,22년"
43,KISCO홀딩스,3.0,3.0,3.0,2.0,1.0,2.0,-1.0,-2.0,-1.0,철강금속,18300,12900,-0.29508196721311475,"21,22년"
44,KPX케미칼,3.0,2.0,2.0,2.0,2.0,1.0,-1.0,0.0,-1.0,화학,57700,47750,-0.17244367417677642,"21,22년"
45,KPX홀딩스,3.0,2.0,4.0,1.0,2.0,2.0,-2.0,0.0,-2.0,화학,66300,52500,-0.2081447963800905,"21,22년"
46,KR모터스,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,운수장비,1035,559,-0.4599033816425121,"21,22년"
47,KSS해운,4.0,6.0,5.0,4.0,5.0,4.0,0.0,-1.0,-1.0,운수창고업,11900,8990,-0.2445378151260504,"21,22년"
48,KTcs,4.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,서비스업,2670,2160,-0.19101123595505617,"21,22년"
49,KTis,4.0,6.0,5.0,4.0,4.0,4.0,0.0,-2.0,-1.0,서비스업,2540,2450,-0.03543307086614173,"21,22년"
50,LF,1.0,3.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,섬유의복,18300,14850,-0.1885245901639344,"21,22년"
51,LG,5.0,6.0,5.0,4.0,6.0,5.0,-1.0,0.0,0.0,기타금융,91200,79200,-0.13157894736842105,"21,22년"
52,LG디스플레이,3.0,5.0,4.0,5.0,5.0,4.0,2.0,0.0,0.0,전기전자,19700,12750,-0.35279187817258884,"21,22년"
53,LG생활건강,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,화학,1171000,510000,-0.5644748078565329,"21,22년"
54,LG유플러스,5.0,6.0,5.0,5.0,5.0,5.0,0.0,-1.0,0.0,통신업,14350,11450,-0.20209059233449478,"21,22년"
55,LG이노텍,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,전기전자,209500,296500,0.4152744630071599,"21,22년"
56,LG전자,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,전기전자,120500,81600,-0.3228215767634855,"21,22년"
57,LG헬로비전,2.0,5.0,5.0,3.0,5.0,5.0,1.0,0.0,0.0,서비스업,6910,4545,-0.3422575976845152,"21,22년"
58,LG화학,4.0,5.0,4.0,2.0,5.0,4.0,-2.0,0.0,0.0,화학,836000,626000,-0.2511961722488038,"21,22년"
59,LIG넥스원,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,기계,46600,101500,1.1781115879828326,"21,22년"
60,LS,4.0,6.0,4.0,4.0,5.0,2.0,0.0,-1.0,-2.0,기타금융,62600,66500,0.06230031948881789,"21,22년"
61,LS네트웍스,1.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,0.0,유통업,3225,2620,-0.1875968992248062,"21,22년"
62,LS전선아시아,1.0,2.0,4.0,1.0,1.0,3.0,0.0,-1.0,-1.0,기타금융,8370,7540,-0.0991636798088411,"21,22년"
63,LX세미콘,3.0,4.0,4.0,5.0,6.0,4.0,2.0,2.0,0.0,반도체,109600,82900,-0.24361313868613138,"21,22년"
64,LX인터내셔널,5.0,6.0,5.0,4.0,5.0,5.0,-1.0,-1.0,0.0,유통업,27150,40650,0.4972375690607735,"21,22년"
65,LX하우시스,5.0,6.0,5.0,4.0,5.0,5.0,-1.0,-1.0,0.0,화학,69600,32200,-0.5373563218390804,"21,22년"
66,MH에탄올,3.0,1.0,4.0,2.0,1.0,3.0,-1.0,0.0,-1.0,음식료품,11600,7890,-0.31982758620689655,"21,22년"
67,NAVER,5.0,5.0,6.0,5.0,5.0,5.0,0.0,0.0,-1.0,서비스업,407000,169500,-0.5835380835380836,"21,22년"
68,NH투자증권,5.0,6.0,5.0,5.0,5.0,4.0,0.0,-1.0,-1.0,증권,13150,8970,-0.3178707224334601,"21,22년"
69,NICE,3.0,5.0,4.0,2.0,4.0,4.0,-1.0,-1.0,0.0,서비스업,16900,12350,-0.2692307692307692,"21,22년"
70,NI스틸,1.0,2.0,3.0,1.0,1.0,2.0,0.0,-1.0,-1.0,철강금속,4045,3855,-0.04697156983930779,"21,22년"
71,OCI,4.0,6.0,5.0,4.0,5.0,5.0,0.0,-1.0,0.0,화학,129500,102000,-0.21235521235521235,"21,22년"
72,S-Oil,4.0,6.0,6.0,3.0,6.0,6.0,-1.0,0.0,0.0,화학,102500,86400,-0.15707317073170732,"21,22년"
73,SBS,1.0,4.0,4.0,1.0,1.0,4.0,0.0,-3.0,0.0,서비스업,54100,28450,-0.47412199630314233,"21,22년"
74,SGC에너지,4.0,5.0,4.0,4.0,5.0,4.0,0.0,0.0,0.0,전기가스업,48400,31400,-0.3512396694214876,"21,22년"
75,SG글로벌,2.0,2.0,2.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,운수장비,2175,1395,-0.3586206896551724,"21,22년"
76,SG세계물산,1.0,3.0,2.0,1.0,1.0,1.0,0.0,-2.0,-1.0,유통업,691,547,-0.20839363241678727,"21,22년"
77,SHD,1.0,2.0,3.0,1.0,1.0,2.0,0.0,-1.0,-1.0,철강금속,30000,34200,0.14,"21,22년"
78,SH에너지화학,3.0,1.0,4.0,2.0,1.0,4.0,-1.0,0.0,0.0,화학,1095,914,-0.16529680365296803,"21,22년"
79,SIMPAC,3.0,3.0,3.0,1.0,2.0,1.0,-2.0,-1.0,-2.0,철강금속,7900,6250,-0.2088607594936709,"21,22년"
80,SK,6.0,6.0,6.0,5.0,5.0,6.0,-1.0,-1.0,0.0,기타금융,243000,214000,-0.11934156378600823,"21,22년"
81,SKC,5.0,6.0,4.0,4.0,6.0,5.0,-1.0,0.0,1.0,화학,178000,103500,-0.41853932584269665,"21,22년"
82,SK가스,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,유통업,137500,114000,-0.1709090909090909,"21,22년"
83,SK네트웍스,4.0,6.0,5.0,5.0,6.0,4.0,1.0,0.0,-1.0,유통업,5090,4030,-0.2082514734774067,"21,22년"
84,SK디스커버리,5.0,6.0,5.0,5.0,6.0,4.0,0.0,0.0,-1.0,기타금융,47700,29700,-0.37735849056603776,"21,22년"
85,SK디앤디,5.0,6.0,5.0,5.0,5.0,5.0,0.0,-1.0,0.0,서비스업,31550,20600,-0.347068145800317,"21,22년"
86,SK렌터카,4.0,6.0,4.0,5.0,5.0,4.0,1.0,-1.0,0.0,서비스업,12100,6510,-0.46198347107438015,"21,22년"
87,SK바이오사이언스,,,,5.0,6.0,5.0,,,,의약품,230000,75600,-0.671304347826087,"21,22년"
88,SK이노베이션,5.0,6.0,6.0,4.0,6.0,6.0,-1.0,0.0,0.0,화학,242500,173000,-0.2865979381443299,"21,22년"
89,SK증권,2.0,5.0,4.0,2.0,4.0,4.0,0.0,-1.0,0.0,증권,981,656,-0.3312945973496432,"21,22년"
90,SK케미칼,5.0,6.0,5.0,6.0,6.0,5.0,1.0,0.0,0.0,화학,180000,88400,-0.5088888888888888,"21,22년"
91,SK텔레콤,5.0,6.0,5.0,6.0,6.0,5.0,1.0,0.0,0.0,통신업,309500,50100,-0.8381260096930533,"21,22년"
92,SK하이닉스,4.0,6.0,5.0,4.0,5.0,4.0,0.0,-1.0,-1.0,전기전자,103000,82700,-0.1970873786407767,"21,22년"
93,SNT모티브,2.0,3.0,4.0,2.0,1.0,3.0,0.0,-2.0,-1.0,운수장비,50300,44150,-0.12226640159045726,"21,22년"
94,SNT에너지,3.0,3.0,3.0,1.0,2.0,2.0,-2.0,-1.0,-1.0,기계,22050,19000,-0.1383219954648526,"21,22년"
95,SNT홀딩스,3.0,3.0,4.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,기타금융,17750,14300,-0.19436619718309858,"21,22년"
96,SPC삼립,3.0,5.0,4.0,2.0,4.0,3.0,-1.0,-1.0,-1.0,음식료품,76500,70500,-0.0784313725490196,"21,22년"
97,STX,1.0,3.0,4.0,1.0,2.0,2.0,0.0,-1.0,-2.0,유통업,4415,3795,-0.1404303510758777,"21,22년"
98,STX엔진,3.0,3.0,4.0,1.0,3.0,1.0,-2.0,0.0,-3.0,기계,12000,13000,0.08333333333333333,"21,22년"
99,STX중공업,2.0,3.0,4.0,1.0,3.0,3.0,-1.0,0.0,-1.0,기계,5750,3775,-0.34347826086956523,"21,22년"
100,SUN&L,3.0,3.0,4.0,1.0,2.0,3.0,-2.0,-1.0,-1.0,종이목재,5690,3525,-0.3804920913884007,"21,22년"
101,TCC스틸,3.0,2.0,3.0,2.0,2.0,2.0,-1.0,0.0,-1.0,철강금속,8360,9280,0.11004784688995216,"21,22년"
102,TYM,4.0,6.0,4.0,3.0,4.0,4.0,-1.0,-2.0,0.0,기계,2030,2485,0.22413793103448276,"21,22년"
103,WISCOM,2.0,2.0,4.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,화학,3900,2755,-0.2935897435897436,"21,22년"
104,YG PLUS,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,서비스업,7630,4000,-0.47575360419397117,"21,22년"
105,가온전선,3.0,4.0,4.0,2.0,4.0,4.0,-1.0,0.0,0.0,전기전자,28350,16700,-0.4109347442680776,"21,22년"
106,강남제비스코,3.0,3.0,4.0,2.0,3.0,3.0,-1.0,0.0,-1.0,화학,25000,20950,-0.162,"21,22년"
107,강원랜드,4.0,5.0,5.0,4.0,6.0,5.0,0.0,1.0,0.0,서비스업,27800,23000,-0.17266187050359713,"21,22년"
108,갤럭시아에스엠,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,-2.0,서비스업,2415,1825,-0.2443064182194617,"21,22년"
109,경농,3.0,3.0,3.0,2.0,1.0,3.0,-1.0,-2.0,0.0,화학,13250,9190,-0.30641509433962266,"21,22년"
110,경동나비엔,4.0,4.0,4.0,2.0,3.0,1.0,-2.0,-1.0,-3.0,전기전자,67000,34450,-0.48582089552238805,"21,22년"
111,경동도시가스,4.0,5.0,5.0,2.0,4.0,3.0,-2.0,-1.0,-2.0,전기가스업,23550,23400,-0.006369426751592357,"21,22년"
112,경동인베스트,4.0,5.0,4.0,2.0,4.0,2.0,-2.0,-1.0,-2.0,기타금융,37200,85000,1.2849462365591398,"21,22년"
113,경방,2.0,2.0,4.0,2.0,1.0,1.0,0.0,-1.0,-3.0,유통업,13300,10950,-0.17669172932330826,"21,22년"
114,경보제약,4.0,5.0,4.0,3.0,5.0,4.0,-1.0,0.0,0.0,의약품,9900,5430,-0.45151515151515154,"21,22년"
115,경인양행,2.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,-2.0,화학,7020,4770,-0.32051282051282054,"21,22년"
116,경인전자,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,전기전자,28850,24800,-0.14038128249566725,"21,22년"
117,계양전기,3.0,4.0,3.0,2.0,3.0,1.0,-1.0,-1.0,-2.0,기계,4640,2655,-0.42780172413793105,"21,22년"
118,고려산업,2.0,1.0,3.0,1.0,1.0,1.0,-1.0,0.0,-2.0,음식료품,3355,4780,0.4247391952309985,"21,22년"
119,고려아연,4.0,2.0,4.0,4.0,5.0,2.0,0.0,3.0,-2.0,철강금속,537000,640000,0.19180633147113593,"21,22년"
120,고려제강,4.0,3.0,4.0,2.0,2.0,1.0,-2.0,-1.0,-3.0,철강금속,27450,17950,-0.3460837887067395,"21,22년"
121,광동제약,2.0,4.0,4.0,1.0,3.0,3.0,-1.0,-1.0,-1.0,의약품,7780,5910,-0.2403598971722365,"21,22년"
122,광명전기,2.0,1.0,3.0,1.0,2.0,1.0,-1.0,1.0,-2.0,전기전자,3080,2105,-0.31655844155844154,"21,22년"
123,광전자,2.0,3.0,4.0,1.0,1.0,2.0,-1.0,-2.0,-2.0,전기전자,3245,2110,-0.349768875192604,"21,22년"
124,광주신세계,4.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,-1.0,유통업,193500,31500,-0.8372093023255814,"21,22년"
125,교보증권,1.0,4.0,3.0,4.0,4.0,4.0,3.0,0.0,1.0,증권,8790,5220,-0.4061433447098976,"21,22년"
126,교촌에프앤비,,,,1.0,2.0,3.0,,,,유통업,17800,10450,-0.41292134831460675,"21,22년"
127,국도화학,3.0,2.0,4.0,2.0,1.0,1.0,-1.0,-1.0,-3.0,화학,66900,43300,-0.35276532137518685,"21,22년"
128,국동,1.0,3.0,4.0,1.0,2.0,1.0,0.0,-1.0,-3.0,유통업,2540,1035,-0.59251968503937,"21,22년"
129,국보,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,-1.0,운수창고업,1995,736,-0.631077694235589,"21,22년"
130,국제약품,1.0,3.0,4.0,1.0,2.0,3.0,0.0,-1.0,-1.0,의약품,6010,4275,-0.28868552412645593,"21,22년"
131,그린케미칼,3.0,2.0,3.0,1.0,1.0,1.0,-2.0,-1.0,-2.0,화학,11400,9860,-0.13508771929824562,"21,22년"
132,극동유화,3.0,2.0,3.0,1.0,2.0,1.0,-2.0,0.0,-2.0,화학,4320,3570,-0.1736111111111111,"21,22년"
133,금강공업,2.0,2.0,4.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,철강금속,7860,5200,-0.3384223918575064,"21,22년"
134,금비,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,비금속광물,70500,59500,-0.15602836879432624,"21,22년"
135,금양,1.0,2.0,4.0,1.0,1.0,2.0,0.0,-1.0,-2.0,화학,5050,27500,4.445544554455446,"21,22년"
136,금호건설,2.0,1.0,2.0,2.0,4.0,1.0,0.0,3.0,-1.0,건설업,12050,6050,-0.4979253112033195,"21,22년"
137,금호에이치티,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,운수장비,2135,1000,-0.531615925058548,"21,22년"
138,금호전기,2.0,3.0,4.0,1.0,2.0,1.0,-1.0,-1.0,-3.0,전기전자,3880,997,-0.7430412371134021,"21,22년"
139,금호타이어,4.0,5.0,4.0,3.0,5.0,3.0,-1.0,0.0,-1.0,화학,5350,3085,-0.42336448598130844,"21,22년"
140,기신정기,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,기계,4315,3375,-0.21784472769409038,"21,22년"
141,기아,6.0,6.0,5.0,5.0,5.0,3.0,-1.0,-1.0,-2.0,운수장비,85100,66300,-0.2209165687426557,"21,22년"
142,기업은행,5.0,6.0,5.0,6.0,6.0,4.0,1.0,0.0,-1.0,은행,11050,10450,-0.05429864253393665,"21,22년"
143,까뮤이앤씨,1.0,2.0,4.0,1.0,1.0,3.0,0.0,-1.0,-1.0,건설업,2905,1700,-0.41480206540447506,"21,22년"
144,깨끗한나라,4.0,3.0,3.0,2.0,3.0,2.0,-2.0,0.0,-1.0,종이목재,4475,2920,-0.3474860335195531,"21,22년"
145,남광토건,1.0,2.0,3.0,1.0,1.0,3.0,0.0,-1.0,0.0,건설업,15200,8450,-0.4440789473684211,"21,22년"
146,남선알미늄,2.0,3.0,3.0,1.0,1.0,2.0,-1.0,-2.0,-1.0,철강금속,2930,2080,-0.2901023890784983,"21,22년"
147,남성,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,유통업,3390,1790,-0.471976401179941,"21,22년"
148,남양유업,4.0,4.0,4.0,3.0,4.0,1.0,-1.0,0.0,-3.0,음식료품,456500,363500,-0.20372398685651696,"21,22년"
149,남해화학,2.0,3.0,4.0,2.0,2.0,2.0,0.0,-1.0,-2.0,화학,13400,9120,-0.3194029850746269,"21,22년"
150,넥센,4.0,5.0,3.0,4.0,5.0,3.0,0.0,0.0,0.0,화학,5020,4000,-0.20318725099601595,"21,22년"
151,넥센타이어,4.0,5.0,4.0,4.0,5.0,3.0,0.0,0.0,-1.0,화학,7570,7720,0.019815059445178335,"21,22년"
152,넷마블,1.0,4.0,5.0,2.0,4.0,3.0,1.0,0.0,-2.0,서비스업,123500,44600,-0.6388663967611335,"21,22년"
153,노루페인트,5.0,6.0,4.0,4.0,6.0,4.0,-1.0,0.0,0.0,화학,10400,7740,-0.25576923076923075,"21,22년"
154,노루홀딩스,5.0,6.0,4.0,4.0,6.0,4.0,-1.0,0.0,0.0,기타금융,12200,9950,-0.18442622950819673,"21,22년"
155,녹십자,4.0,4.0,4.0,3.0,5.0,3.0,-1.0,1.0,-1.0,의약품,274500,127500,-0.5355191256830601,"21,22년"
156,녹십자홀딩스,4.0,4.0,4.0,3.0,5.0,4.0,-1.0,1.0,0.0,서비스업,29300,17350,-0.40784982935153585,"21,22년"
157,농심,3.0,5.0,3.0,3.0,5.0,1.0,0.0,0.0,-2.0,음식료품,283500,302000,0.06525573192239859,"21,22년"
158,농심홀딩스,3.0,5.0,4.0,3.0,4.0,2.0,0.0,-1.0,-2.0,기타금융,77400,61300,-0.20801033591731266,"21,22년"
159,다스코,3.0,2.0,4.0,1.0,1.0,2.0,-2.0,-1.0,-2.0,기계,5160,5350,0.03682170542635659,"21,22년"
160,다우기술,3.0,5.0,4.0,4.0,5.0,2.0,1.0,0.0,-2.0,서비스업,23300,18100,-0.22317596566523606,"21,22년"
161,다이나믹디자인,2.0,2.0,2.0,1.0,1.0,2.0,-1.0,-1.0,0.0,기계,480,10850,21.604166666666668,"21,22년"
162,대교,1.0,4.0,5.0,1.0,4.0,4.0,0.0,0.0,-1.0,서비스업,4335,2295,-0.47058823529411764,"21,22년"
163,대구백화점,1.0,4.0,4.0,1.0,1.0,4.0,0.0,-3.0,0.0,유통업,10600,9950,-0.06132075471698113,"21,22년"
164,대덕,4.0,5.0,5.0,3.0,5.0,3.0,-1.0,0.0,-2.0,기타금융,7330,6030,-0.17735334242837653,"21,22년"
165,대덕전자,,,,3.0,5.0,4.0,,,,전기전자,17150,24600,0.43440233236151604,"21,22년"
166,대동,3.0,3.0,4.0,2.0,2.0,1.0,-1.0,-1.0,-3.0,기계,9800,11450,0.1683673469387755,"21,22년"
167,대동전자,2.0,2.0,4.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,전기전자,7860,13250,0.6857506361323156,"21,22년"
168,대림통상,2.0,2.0,2.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,기계,3745,3285,-0.12283044058744993,"21,22년"
169,대상,5.0,6.0,4.0,5.0,6.0,3.0,0.0,0.0,-1.0,음식료품,23850,20950,-0.12159329140461216,"21,22년"
170,대상홀딩스,5.0,6.0,4.0,5.0,6.0,3.0,0.0,0.0,-1.0,기타금융,10000,7080,-0.292,"21,22년"
171,대성산업,2.0,2.0,4.0,1.0,2.0,1.0,-1.0,0.0,-3.0,유통업,5210,4085,-0.21593090211132437,"21,22년"
172,대성에너지,3.0,3.0,3.0,1.0,3.0,2.0,-2.0,0.0,-1.0,전기가스업,9600,11000,0.14583333333333334,"21,22년"
173,대성홀딩스,2.0,4.0,3.0,1.0,3.0,2.0,-1.0,-1.0,-1.0,서비스업,44300,98700,1.2279909706546275,"21,22년"
174,대신증권,3.0,6.0,5.0,3.0,4.0,4.0,0.0,-2.0,-1.0,증권,20800,13950,-0.3293269230769231,"21,22년"
175,대양금속,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,철강금속,5420,3340,-0.3837638376383764,"21,22년"
176,대영포장,2.0,2.0,2.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,종이목재,2485,1480,-0.4044265593561368,"21,22년"
177,대우건설,4.0,5.0,5.0,4.0,4.0,4.0,0.0,-1.0,-1.0,건설업,6250,4205,-0.3272,"21,22년"
178,대우부품,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,운수장비,3120,1530,-0.5096153846153846,"21,22년"
179,대우조선해양,3.0,6.0,5.0,3.0,4.0,4.0,0.0,-2.0,-1.0,운수장비,25800,18300,-0.29069767441860467,"21,22년"
180,대웅,1.0,4.0,3.0,3.0,5.0,3.0,2.0,1.0,0.0,의약품,31600,20650,-0.34651898734177217,"21,22년"
181,대웅제약,1.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,0.0,의약품,140000,161500,0.15357142857142858,"21,22년"
182,대원강업,3.0,2.0,4.0,2.0,1.0,2.0,-1.0,-1.0,-2.0,운수장비,4210,2550,-0.39429928741092635,"21,22년"
183,대원전선,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,전기전자,1920,1180,-0.3854166666666667,"21,22년"
184,대원제약,1.0,3.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,의약품,15900,16850,0.059748427672955975,"21,22년"
185,대원화성,3.0,3.0,4.0,2.0,2.0,1.0,-1.0,-1.0,-3.0,화학,5850,2710,-0.5367521367521367,"21,22년"
186,대유에이텍,2.0,2.0,3.0,1.0,2.0,1.0,-1.0,0.0,-2.0,운수장비,1795,667,-0.6284122562674095,"21,22년"
187,대유플러스,2.0,2.0,2.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,전기전자,1420,823,-0.4204225352112676,"21,22년"
188,대창,3.0,3.0,2.0,1.0,2.0,1.0,-2.0,-1.0,-1.0,철강금속,2040,1280,-0.37254901960784315,"21,22년"
189,대창단조,3.0,2.0,4.0,2.0,2.0,2.0,-1.0,0.0,-2.0,운수장비,7600,6370,-0.1618421052631579,"21,22년"
190,대한방직,2.0,2.0,4.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,섬유의복,46200,50900,0.10173160173160173,"21,22년"
