,종목명,2016_E,2016_S,2016_G,2017_E,2017_S,2017_G,Diff_E,Diff_S,Diff_G,업종명,2016_종가,2017_종가,등락률,연도
464,한세예스24홀딩스,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,섬유의복,10500,10100,-0.0380952380952381,"16,17년"
465,한솔로지스틱스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,운수창고업,2690,2290,-0.14869888475836432,"16,17년"
466,한솔케미칼,2.0,3.0,3.0,3.0,1.5,3.0,1.0,-1.5,0.0,화학,82800,73800,-0.10869565217391304,"16,17년"
467,한솔테크닉스,2.0,1.5,3.0,3.0,1.5,3.0,1.0,0.0,0.0,전기전자,15150,17650,0.16501650165016502,"16,17년"
468,한솔홀딩스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,기타금융,6430,6190,-0.03732503888024884,"16,17년"
469,한솔홈데코,1.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,종이목재,1750,1470,-0.16,"16,17년"
470,한신공영,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,건설업,17800,16050,-0.09831460674157304,"16,17년"
471,한양증권,3.0,1.5,1.5,3.0,1.5,1.5,0.0,0.0,0.0,증권,7440,8100,0.08870967741935484,"16,17년"
472,한온시스템,2.0,1.5,3.0,2.0,1.5,3.0,0.0,0.0,0.0,기계,10700,13000,0.21495327102803738,"16,17년"
473,한올바이오파마,1.0,3.0,1.5,3.0,1.5,1.5,2.0,-1.5,0.0,의약품,11800,11700,-0.00847457627118644,"16,17년"
474,한익스프레스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,운수창고업,78800,47250,-0.4003807106598985,"16,17년"
475,한일시멘트,1.0,1.5,3.0,2.0,1.5,3.0,1.0,0.0,0.0,비금속광물,74400,134000,0.8010752688172043,"16,17년"
476,한일철강,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,철강금속,22900,25150,0.0982532751091703,"16,17년"
477,한전KPS,2.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,건설업,54900,41300,-0.24772313296903462,"16,17년"
478,한전기술,2.0,3.0,3.0,2.0,3.0,4.0,0.0,0.0,1.0,서비스업,25100,17900,-0.2868525896414343,"16,17년"
479,한전산업,1.0,3.0,1.5,2.0,3.0,1.5,1.0,0.0,0.0,서비스업,4880,4220,-0.13524590163934427,"16,17년"
480,한진,1.0,3.0,1.5,2.0,1.5,1.5,1.0,-1.5,0.0,운수창고업,29450,28700,-0.025466893039049237,"16,17년"
481,한진중공업홀딩스,2.0,1.5,1.5,3.0,1.5,1.5,1.0,0.0,0.0,전기가스업,5200,4745,-0.0875,"16,17년"
482,한진칼,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,운수창고업,16900,21600,0.2781065088757396,"16,17년"
483,한창,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,유통업,4490,1435,-0.6804008908685969,"16,17년"
484,한창제지,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,종이목재,1165,996,-0.14506437768240343,"16,17년"
485,한화,3.0,3.0,4.0,4.0,5.0,4.0,1.0,2.0,0.0,화학,37350,44650,0.19544846050870146,"16,17년"
486,한화생명,3.0,3.0,1.5,3.0,4.0,1.5,0.0,1.0,0.0,보험,6250,7920,0.2672,"16,17년"
487,한화손해보험,4.0,1.5,1.5,4.0,1.5,1.5,0.0,0.0,0.0,보험,7590,8160,0.07509881422924901,"16,17년"
488,한화투자증권,4.0,3.0,1.5,4.0,3.0,1.5,0.0,0.0,0.0,증권,2240,2890,0.29017857142857145,"16,17년"
489,현대건설,2.0,3.0,4.0,,3.0,3.0,,0.0,-1.0,건설업,41450,37850,-0.08685162846803378,"16,17년"
490,현대그린푸드,3.0,1.5,1.5,3.0,1.5,3.0,0.0,0.0,1.5,유통업,16750,16000,-0.04477611940298507,"16,17년"
491,현대글로비스,2.0,5.0,3.0,3.0,3.0,3.0,1.0,-2.0,0.0,운수창고업,173500,151000,-0.12968299711815562,"16,17년"
492,현대로템,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,운수장비,18700,19600,0.0481283422459893,"16,17년"
493,현대리바트,3.0,3.0,1.5,3.0,3.0,1.5,0.0,0.0,0.0,기타제조업,24750,23900,-0.03434343434343434,"16,17년"
494,현대모비스,1.0,5.0,4.0,1.0,4.0,4.0,0.0,-1.0,0.0,운수장비,274000,266500,-0.02737226277372263,"16,17년"
495,현대미포조선,3.0,1.5,4.0,3.0,1.5,4.0,0.0,0.0,0.0,운수장비,70300,108500,0.5433854907539118,"16,17년"
496,현대백화점,3.0,3.0,1.5,3.0,3.0,1.5,0.0,0.0,0.0,유통업,117500,91500,-0.22127659574468084,"16,17년"
497,현대비앤지스틸,,1.5,3.0,1.0,3.0,3.0,,1.5,0.0,철강금속,11500,12450,0.08260869565217391,"16,17년"
498,현대약품,2.0,3.0,1.5,3.0,3.0,1.5,1.0,0.0,0.0,의약품,4455,3370,-0.24354657687991021,"16,17년"
499,현대위아,3.0,3.0,3.0,2.0,1.5,3.0,-1.0,-1.5,0.0,운수장비,78700,64500,-0.18043202033036848,"16,17년"
500,현대제철,1.0,1.5,3.0,2.0,1.5,3.0,1.0,0.0,0.0,철강금속,49400,57500,0.16396761133603238,"16,17년"
501,현대해상,5.0,3.0,1.5,4.0,4.0,3.0,-1.0,1.0,1.5,보험,35350,45350,0.2828854314002829,"16,17년"
502,현대홈쇼핑,4.0,1.5,1.5,4.0,1.5,1.5,0.0,0.0,0.0,유통업,113500,122000,0.07488986784140969,"16,17년"
503,형지엘리트,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,섬유의복,5210,4435,-0.14875239923224567,"16,17년"
504,혜인,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,유통업,3635,3745,0.030261348005502064,"16,17년"
505,호텔신라,2.0,1.5,1.5,3.0,3.0,1.5,1.0,1.5,0.0,유통업,57300,78300,0.36649214659685864,"16,17년"
506,화성산업,3.0,1.5,1.5,3.0,1.5,1.5,0.0,0.0,0.0,건설업,12600,15150,0.20238095238095238,"16,17년"
507,화승알앤에이,2.0,1.5,3.0,3.0,3.0,3.0,1.0,1.5,0.0,운수장비,32600,2355,-0.927760736196319,"16,17년"
508,화신,1.0,1.5,1.5,,1.5,1.5,,0.0,0.0,운수장비,6880,4995,-0.27398255813953487,"16,17년"
509,화인베스틸,2.0,1.5,3.0,2.0,1.5,3.0,0.0,0.0,0.0,철강금속,3010,2105,-0.30066445182724255,"16,17년"
510,화천기계,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,기계,23100,20550,-0.11038961038961038,"16,17년"
511,화천기공,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,기계,50200,51900,0.03386454183266932,"16,17년"
512,환인제약,3.0,1.5,1.5,3.0,1.5,1.5,0.0,0.0,0.0,의약품,14600,20800,0.4246575342465753,"16,17년"
513,황금에스티,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,철강금속,7710,9520,0.23476005188067445,"16,17년"
514,효성,,3.0,4.0,,4.0,3.0,,1.0,-1.0,기타금융,134000,134500,0.0037313432835820895,"16,17년"
515,후성,2.0,1.5,3.0,1.0,1.5,3.0,-1.0,0.0,0.0,화학,7770,8930,0.1492921492921493,"16,17년"
516,휴비스,2.0,3.0,3.0,2.0,4.0,3.0,0.0,1.0,0.0,화학,7170,7800,0.08786610878661087,"16,17년"
517,휴스틸,2.0,1.5,3.0,2.0,1.5,1.5,0.0,0.0,-1.5,철강금속,14600,14600,0.0,"16,17년"
518,흥국화재,5.0,1.5,1.5,4.0,1.5,1.5,-1.0,0.0,0.0,보험,3455,6180,0.788712011577424,"16,17년"
519,흥아해운,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,운수창고업,1680,1255,-0.25297619047619047,"16,17년"
