,업종명,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,평가연도,현금흐름(CF),PBR,ESG,E,S,G,배당지급(DV)
AJ네트웍스,서비스업,2354233735000.0,426.47,18.99,14.13,2017,-0.5297650874526343,3.125,B이하,B,B이하,B이하,4027000000.0
BNK금융지주,기타금융,94349977199000.0,1132.36,8.11,-1.88,2017,8.23929051936724,0.72,B+,B,A,B+,74962000000.0
CS홀딩스,기타금융,302433875000.0,12.25,89.09,-1.77,2017,6.488152692307692,0.63,B이하,B,B이하,B이하,574000000.0
JB금융지주,기타금융,47593660000000.0,1442.05,6.48,9.29,2017,12.0639094063768,0.6599999999999999,B이하,A,B이하,B이하,15285000000.0
KISCO홀딩스,기타금융,1488800280000.0,18.27,84.55,15.42,2017,11.113345580640402,0.48000000000000004,B이하,B,B이하,B이하,3824000000.0
LG이노텍,전기전자,5877488987000.0,201.29,33.19,32.79,2017,0.062376953982765285,2.125,A,B+,A+,A,5916000000.0
MH에탄올,음식료품,500180086000.0,368.17,21.36,6.3,2017,0.06912968717629998,0.845,B이하,C,B이하,B이하,2415000000.0
OCI,화학,6077824637000.0,77.94,56.2,32.57,2017,0.19254261796652813,0.78,A,B+,A+,A,46506000000.0
SH에너지화학,화학,125312154000.0,16.36,85.94,-13.87,2017,0.0769381555506219,1.755,B이하,B,B이하,B이하,4769000000.0
SIMPAC,기계,381158251000.0,58.27,63.18,-13.64,2017,-0.04697784395766675,0.6000000000000001,B이하,C,B이하,B이하,1989000000.0
SK이노베이션,기타금융,34243603274000.0,77.34,56.39,17.06,2017,0.7025212743161166,1.475,B+,A,A,B이하,596495000000.0
STX,유통업,627542000000.0,1374.49,6.78,4.87,2017,0.06286140844152344,47.705000000000005,B이하,B,B+,B이하,0.0
STX엔진,기계,817766542000.0,717.59,12.23,-11.27,2017,0.14547912533991933,3.7849999999999997,B이하,B,B이하,B+,0.0
가온전선,전기전자,538955918000.0,107.2,48.26,11.68,2017,-0.020156107462686566,0.4,B이하,B,B이하,B+,2356000000.0
강남제비스코,화학,584684282000.0,20.57,82.94,3.35,2017,0.09322694910462175,0.75,B이하,B,B이하,B이하,3575000000.0
강원랜드,서비스업,4185657487000.0,19.55,83.65,-5.43,2017,0.28888228974697144,2.33,B+,B,A,A,200712000000.0
갤럭시아에스엠,서비스업,49831109000.0,23.06,81.26,-29.16,2017,-0.20015282518012895,2.03,B이하,C,B이하,B이하,0.0
경농,화학,335873898000.0,74.8,57.21,1.25,2017,0.1104615470577964,0.765,B이하,C,B이하,B이하,5270000000.0
경동나비엔,전기전자,503697210000.0,96.37,50.92,17.39,2017,0.03529462461830052,2.575,B이하,D,B+,B+,2525000000.0
경동인베스트,기타금융,599276331000.0,49.67,66.81,-83.5,2017,98.29753267973857,0.535,B이하,C,B이하,B이하,1137000000.0
경방,섬유의복,1274042237000.0,82.23,54.88,-4.41,2017,0.20085282050926054,0.585,B이하,B,B이하,B이하,4935000000.0
경보제약,의약품,204869399000.0,44.77,69.07,2.64,2017,0.134639524994652,2.3,B이하,B,B이하,B이하,5977000000.0
경인양행,화학,357951470000.0,69.7,58.93,9.14,2017,0.02744388996576896,1.145,B이하,B,B이하,B이하,1984000000.0
경인전자,전기전자,59851412000.0,6.77,93.66,-17.14,2017,-0.27719254089921064,0.685,B이하,B,B이하,B이하,343000000.0
계양전기,기계,253948487000.0,41.49,70.68,0.01,2017,0.061122365985482215,1.015,B이하,B,B이하,B이하,1877000000.0
고려산업,음식료품,183124063000.0,106.32,48.47,1.3,2017,0.005978779429987608,1.795,B이하,B,B이하,B이하,863000000.0
고려아연,철강금속,7038142273000.0,15.27,86.75,12.81,2017,0.1461399321362198,1.59,B이하,B,B+,B이하,176742000000.0
고려제강,철강금속,2400558034000.0,64.61,60.75,9.38,2017,0.24828114812112764,0.65,B이하,C,B이하,B+,6299000000.0
광동제약,의약품,722699738000.0,73.6,57.6,8.06,2017,0.034079281142480364,1.21,B이하,B,B+,B이하,3246000000.0
광명전기,전기전자,152717140000.0,58.01,63.29,4.76,2017,0.06325867171664304,1.5350000000000001,B이하,C,B이하,B이하,0.0
광전자,전기전자,238229947000.0,15.56,86.53,3.78,2017,0.026742721378351583,0.755,B이하,B,B이하,B이하,2618000000.0
광주신세계,유통업,655018971000.0,13.06,88.45,-0.37,2017,0.24467207257914494,0.6799999999999999,B이하,B,B이하,B이하,2000000000.0
교보증권,증권,6852217519000.0,739.89,11.91,-2.23,2017,-0.29182757330953407,0.45,B+,A,B+,B이하,10472000000.0
국도화학,화학,788549500000.0,68.54,59.33,12.95,2017,0.042973692768506634,0.815,B이하,D,B이하,B+,8499000000.0
국동,유통업,106307080000.0,149.37,40.1,-2.92,2017,-0.05251617493231602,2.375,B이하,B,B이하,B이하,0.0
국보,운수창고업,73270170000.0,310.51,24.36,-10.39,2017,-0.0415673970694597,2.37,B이하,C,B이하,B이하,0.0
국제약품,의약품,131646346000.0,94.23,51.49,2.18,2017,0.006428142708784784,1.28,B이하,B+,B이하,B이하,826000000.0
극동유화,화학,268503821000.0,80.94,55.27,104.38,2017,0.011452295353982301,0.885,B이하,B,B이하,B이하,5387000000.0
금강공업,철강금속,756422311000.0,128.45,43.77,1.67,2017,0.022412853686034042,0.71,B이하,C,B이하,B이하,2242000000.0
금양,화학,196084032000.0,240.45,29.37,6.93,2017,-0.14670303496475676,3.52,B이하,B,B이하,B이하,0.0
금호에이치티,운수장비,150164495000.0,65.46,60.44,-13.84,2017,0.08564166540774089,0.6499999999999999,B이하,C,B이하,B이하,732000000.0
금호전기,전기전자,409873260000.0,196.45,33.73,-18.43,2017,0.1943734961123994,0.495,B이하,C,B이하,B이하,303000000.0
금호타이어,화학,4543611960000.0,389.06,20.45,-2.4,2017,0.023624053632105794,0.89,B이하,C,B+,B+,0.0
까뮤이앤씨,건설업,139937930000.0,136.76,42.24,23.24,2017,0.04734133478919949,1.04,B이하,B,B이하,B이하,665000000.0
깨끗한나라,종이목재,573112630000.0,204.65,32.82,-6.53,2017,-0.00435876184723818,1.025,B이하,B,B이하,B+,0.0
남광토건,건설업,166416067000.0,284.24,26.03,-37.03,2017,0.011598290820077675,2.16,B이하,B,B이하,B이하,0.0
남선알미늄,철강금속,284649401000.0,92.58,51.93,-0.02,2017,0.07554438088392385,0.885,B이하,B,B+,B이하,0.0
남성,유통업,203435953000.0,132.78,42.96,9.87,2017,0.08603170955882353,0.96,B이하,B,B이하,B이하,320000000.0
남양유업,음식료품,1035687034000.0,15.72,86.41,-5.83,2017,0.010408492276214126,0.8049999999999999,B이하,B,B+,B이하,855000000.0
남해화학,화학,557166535000.0,32.22,75.63,2.36,2017,0.027373051321185747,1.1600000000000001,B이하,B,B이하,B+,3836000000.0
넥센,기타금융,1085451848000.0,18.36,84.49,-2.3,2017,-0.06637660769618964,0.945,B이하,B,B이하,B+,4289000000.0
넥센타이어,화학,2794010132000.0,108.67,47.92,3.7,2017,0.165880744080674,1.0899999999999999,B이하,B,B이하,B+,10299000000.0
노루페인트,화학,591817509000.0,97.91,50.53,15.13,2017,0.06948503443330943,0.6599999999999999,B이하,B,B이하,B이하,5118000000.0
노루홀딩스,기타금융,988648437000.0,71.19,58.42,11.76,2017,0.7258524206142634,0.76,B이하,D,B이하,B이하,4690000000.0
