,업종명,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,평가연도,현금흐름(CF),PBR,ESG,E,S,G,배당지급(DV)
동양철관,철강금속,200430666000.0,89.04,52.9,6.38,2011,-0.0023141453725311766,1.66,B이하,C,B이하,B이하,0.0
동원산업,"농업, 임업 및 어업",1306812956000.0,163.04,38.02,2.22,2011,0.061161350381907564,1.26,B이하,C,B이하,C,10090000000.0
동원수산,"농업, 임업 및 어업",107105523000.0,140.16,41.64,0.0,2011,0.028369674779615776,1.58,C,C,C,C,1532000000.0
동원시스템즈,전기전자,450948473000.0,397.73,20.09,8.48,2011,-0.014324435367092438,1.75,C,C,C,B이하,0.0
동일산업,철강금속,371750736000.0,29.77,77.06,5.59,2011,0.08340996681381296,0.59,C,B,C,B이하,3542000000.0
동화약품,의약품,339431477000.0,47.82,67.65,8.96,2011,0.1971505699985505,0.655,B이하,B+,B이하,B이하,2793000000.0
두산,서비스업,6296220754000.0,80.46,55.41,7.48,2011,0.15536954172227702,2.2199999999999998,A,A+,A,A,54471000000.0
디씨엠,철강금속,168125000000.0,21.22,82.5,13.44,2011,0.06799503577331556,1.25,B이하,B,B이하,C,6054000000.0
디아이,의료정밀,188261131000.0,73.08,57.78,-2.57,2011,-0.08194786028323355,0.54,B이하,B,B이하,B이하,0.0
디아이씨,운수장비,528402290000.0,218.79,31.37,21.49,2011,0.01572920227612021,1.325,B이하,B,B이하,B이하,1085000000.0
롯데관광개발,서비스업,224758209000.0,149.81,40.03,36.42,2011,0.044743260067455916,2.4850000000000003,B이하,B,B이하,B이하,0.0
롯데손해보험,보험,2955899685000.0,1365.61,6.82,0.89,2011,0.20874626354725434,1.625,B이하,B,B이하,C,0.0
롯데쇼핑,유통업,33061119644000.0,125.23,44.4,17.01,2011,0.05737148565887321,0.97,A,B+,A,A,43565000000.0
마니커,음식료품,281438687000.0,218.64,31.38,7.3,2011,0.02758439637936211,0.69,B이하,C,B이하,C,0.0
명문제약,의약품,202503823000.0,143.59,41.05,13.05,2011,-0.012308547536052991,0.83,B이하,B+,B이하,C,807000000.0
모나리자,종이목재,59334257000.0,45.41,68.77,3.72,2011,0.07689387440437624,2.04,B이하,C,B이하,C,1352000000.0
모나미,유통업,212142757000.0,232.44,30.08,0.15,2011,0.023829916968740882,0.75,B이하,B,B이하,B이하,689000000.0
모토닉,운수장비,423199251000.0,19.63,83.59,-13.15,2011,-0.013573999217629418,0.9299999999999999,C,B,C,B이하,5654000000.0
무림페이퍼,종이목재,2257628667000.0,245.43,28.95,14.95,2011,-0.2462657604531915,0.7000000000000001,B이하,B,B이하,B이하,8322000000.0
문배철강,철강금속,129650251000.0,59.17,62.82,17.96,2011,-0.027459257065493316,0.58,C,B,C,C,970000000.0
미래산업,의료정밀,126114458000.0,148.6,40.23,0.0,2011,-0.01599432010736217,3.495,B이하,B+,B이하,B이하,0.0
미래에셋증권,증권,19411867000000.0,610.68,14.07,-23.26,2011,inf,1.885,B이하,B,B이하,C,79517000000.0
미원상사,화학,148263212000.0,77.29,56.4,21.93,2011,0.07012734523701622,1.18,B이하,B,B이하,B이하,511000000.0
백광산업,화학,422390740000.0,106.47,48.43,8.03,2011,0.07193994996276673,0.64,C,B,C,B이하,1371000000.0
백산,화학,153278162000.0,83.86,54.39,17.95,2011,0.08420431612234959,1.255,B이하,C,B이하,B이하,1888000000.0
범양건영,건설업,297418155000.0,12807.68,0.77,-52.77,2011,-0.1128387708750835,2.635,C,C,C,B이하,0.0
보락,화학,46455549000.0,26.03,79.35,9.0,2011,0.031027337104877952,0.8700000000000001,B이하,B,B이하,B이하,0.0
보해양조,음식료품,244226095000.0,375.72,21.02,0.45,2011,0.1572811754543077,10.365,C,B,C,C,0.0
부광약품,의약품,251539303000.0,26.55,79.02,5.74,2011,0.18642061000658838,2.39,B이하,B+,B이하,C,12994000000.0
부국증권,증권,652854503000.0,72.37,58.01,44.74,2011,0.6324608317818999,0.705,B이하,B,B이하,C,10370000000.0
부국철강,철강금속,144303661000.0,43.83,69.52,-5.82,2011,-0.030706492066047694,0.49,C,B,C,C,1500000000.0
부산산업,비금속광물,108216597000.0,165.8,37.62,16.7,2011,0.20454589974589973,0.5800000000000001,C,C,C,C,0.0
부산주공,운수장비,214468630000.0,368.37,21.35,14.24,2011,0.045946621326860476,0.73,B이하,B,B이하,B이하,829000000.0
비상교육,서비스업,179673049000.0,44.64,69.14,18.75,2011,0.061768453525282783,0.935,B이하,B,B이하,C,2502000000.0
빙그레,음식료품,493949047000.0,24.41,80.38,0.0,2011,0.0187825414843041,1.47,B+,B,B+,C,10610000000.0
사조대림,음식료품,358454161000.0,138.05,42.01,35.76,2011,-0.09850939251506194,0.9450000000000001,B이하,B,B이하,C,1925000000.0
사조산업,"농업, 임업 및 어업",1138408934000.0,234.89,29.86,21.09,2011,-0.10730184032423837,1.435,B이하,B,B이하,C,989000000.0
사조오양,"농업, 임업 및 어업",172615973000.0,153.95,39.38,8.62,2011,0.07701564923574347,1.15,C,B,C,C,0.0
삼성SDI,전기전자,8527410755000.0,35.04,74.05,6.24,2011,0.06603550183486219,1.39,A+,B,A+,A+,67334000000.0
삼성공조,운수장비,259963771000.0,59.22,62.81,41.18,2011,0.08587591609573315,0.38,C,B,C,B이하,521000000.0
삼성엔지니어링,서비스업,5188614818000.0,295.07,25.31,75.03,2011,0.021561252919561652,7.755,B+,B+,B+,B이하,110872000000.0
삼성전기,전기전자,7328861760000.0,89.09,52.88,-13.45,2011,0.12033489574183402,2.42,A+,B+,A+,A+,58244000000.0
삼성전자,전기전자,155631254000000.0,52.81,65.44,6.71,2011,0.18969263477462092,1.735,A,A,A,A+,752195000000.0
삼성제약,의약품,87524733000.0,161.71,38.21,12.32,2011,-0.03737652850563761,0.8500000000000001,B이하,B,B이하,C,0.0
삼성중공업,운수장비,16413939003000.0,253.44,28.29,1.87,2011,0.10777795640579697,1.9049999999999998,B이하,B,B이하,B+,108366000000.0
삼성증권,증권,15675659382000.0,449.69,18.19,-0.7,2011,0.1565072683511626,1.945,A,A,A,B+,80881000000.0
삼성출판사,서비스업,85801871000.0,21.46,82.33,0.61,2011,0.14442526248581158,0.865,B이하,B,B이하,C,990000000.0
삼성카드,기타금융,16135253273000.0,163.16,38.0,-10.98,2011,-0.3958822938077532,1.05,B+,B+,B+,C,85724000000.0
삼아알미늄,철강금속,185399645000.0,70.94,58.5,2.66,2011,-0.03024000531363073,2.25,C,B,C,B이하,1100000000.0
삼양식품,음식료품,321774390000.0,104.3,48.95,9.58,2011,0.07867281209180817,1.855,B이하,B,B이하,C,1130000000.0
삼양통상,기타제조업,249832139000.0,20.15,83.23,0.0,2011,0.029085597629487963,0.32499999999999996,C,B,C,B이하,2250000000.0
삼영무역,유통업,240268361000.0,28.06,78.09,0.0,2011,0.010865316888702856,0.59,B이하,B,B이하,C,1011000000.0
삼익악기,기타제조업,351805364000.0,143.33,41.1,0.27,2011,0.0014166161309884778,0.89,B이하,B,B이하,C,2116000000.0
삼일제약,의약품,121203013000.0,81.98,54.95,-4.05,2011,-0.04897764282259365,0.44,B이하,B,B이하,C,782000000.0
삼정펄프,종이목재,161284262000.0,27.57,78.39,15.67,2011,0.11077041970880834,0.52,B이하,B,B이하,C,1920000000.0
삼진제약,의약품,208103870000.0,73.59,57.61,0.67,2011,0.06280017446816948,1.1,B이하,B+,B이하,C,2863000000.0
삼천리,전기가스업,2445760692000.0,114.15,46.7,12.77,2011,0.030212229781751865,0.36,B이하,B+,B이하,B이하,10690000000.0
삼호개발,건설업,197762038000.0,76.69,56.6,0.0,2011,0.025801496370864395,0.55,B이하,B,B이하,C,1663000000.0
삼화왕관,기계,122671950000.0,25.32,79.8,10.24,2011,0.11102958703034287,0.485,B이하,B,B이하,B이하,2046000000.0
삼화전기,전기전자,145593871000.0,270.74,26.97,-8.79,2011,0.02571084001394214,1.275,B이하,C,B이하,B이하,331000000.0
상신브레이크,운수장비,220883454000.0,169.45,37.11,19.31,2011,0.10520469951736659,1.4649999999999999,B이하,B,B이하,B이하,2365000000.0
새론오토모티브,운수장비,181333153000.0,38.29,72.31,18.43,2011,0.16913064524177854,0.7949999999999999,C,C,C,B이하,3593000000.0
서원,철강금속,388794060000.0,174.98,36.37,15.31,2011,-0.044452989052146355,1.075,B이하,B,B이하,B이하,979000000.0
선도전기,전기전자,101053375000.0,37.89,72.52,0.0,2011,0.03569606758210072,0.625,B이하,B,B이하,B이하,447000000.0
성문전자,전기전자,55202224000.0,48.93,67.15,10.33,2011,0.03260867260049484,1.205,B이하,C,B이하,B이하,371000000.0
성보화학,화학,100586249000.0,16.98,85.48,16.98,2011,0.08247428585297187,0.5549999999999999,C,B,C,C,1201000000.0
성신양회,비금속광물,1151105428000.0,243.18,29.14,-6.9,2011,-0.015113279295078812,0.23,B이하,B+,B이하,B이하,0.0
성안,섬유의복,307479899000.0,208.84,32.38,12.63,2011,0.2776202939423121,0.625,B이하,C,B이하,C,0.0
성창기업지주,서비스업,307997635000.0,137.15,42.17,8.1,2011,0.8796710042640788,0.9450000000000001,B이하,C,B이하,B이하,2888000000.0
세기상사,서비스업,52280158000.0,68.76,59.25,-6.18,2011,-0.07652015259578702,0.48,C,B,C,C,0.0
세방,운수창고업,908627879000.0,55.72,64.22,10.62,2011,0.09510634234493238,0.755,B이하,B,B이하,B이하,4052000000.0
세방전지,전기전자,712634498000.0,45.31,68.82,20.71,2011,0.08697421561802841,1.19,B이하,B,B이하,B이하,4900000000.0
세아홀딩스,서비스업,3845130468000.0,78.62,55.98,28.13,2011,6.673549306345236,0.665,B이하,B,B이하,C,6998000000.0
세우글로벌,유통업,31195672000.0,11.84,89.42,0.0,2011,0.1508582767555512,0.49,C,B,C,C,0.0
세종공업,운수장비,637756161000.0,131.95,43.11,20.14,2011,-0.0009852813555441067,1.525,B이하,B,B이하,B이하,4479000000.0
세하,종이목재,190494276000.0,457.02,17.95,7.57,2011,-0.013507767186966906,2.58,B이하,B,B이하,B이하,0.0
송원산업,화학,870166000000.0,216.4,31.61,12.92,2011,0.03301299431624189,1.395,B이하,B,B이하,B이하,1440000000.0
수산중공업,기계,117248095000.0,66.17,60.18,15.64,2011,0.09070119073022918,1.275,B이하,C,B이하,B이하,1261000000.0
신대양제지,종이목재,421658812000.0,87.01,53.47,15.67,2011,0.08032587940516091,0.275,B이하,C,B이하,B이하,1795000000.0
신도리코,전기전자,980932781000.0,16.96,85.5,4.63,2011,0.12781398045571699,0.6599999999999999,B이하,C,B이하,B이하,27039000000.0
신라교역,"농업, 임업 및 어업",435062940000.0,26.59,79.0,7.95,2011,0.031576356335792324,0.7050000000000001,C,B,C,C,3156000000.0
신성이엔지,기계,415221081000.0,173.86,36.51,-15.88,2011,-0.19263464954863765,1.695,B이하,C,B이하,C,0.0
신세계,유통업,4144705507000.0,90.15,52.59,16.99,2011,-0.041800319997986904,2.255,B이하,A,B이하,B이하,7377000000.0
신세계건설,건설업,491318941000.0,202.03,33.11,18.25,2011,-0.030456288271746616,0.355,B이하,B,B이하,B이하,1146000000.0
신영와코루,섬유의복,280438245000.0,12.42,88.95,0.87,2011,0.06139005524284378,0.38,B이하,C,B이하,C,1350000000.0
신원,섬유의복,411181825000.0,111.99,47.17,6.81,2011,-0.0449558365788295,0.45499999999999996,B이하,B,B이하,C,0.0
신풍제약,의약품,378499607000.0,110.44,47.52,-0.53,2011,0.12772218838227775,5.87,B이하,B,B이하,B이하,2917000000.0
신흥,유통업,142045998000.0,82.53,54.79,0.0,2011,4.2854518627375454e-05,1.195,B이하,B+,B이하,C,577000000.0
쌍방울,섬유의복,125765852000.0,70.71,58.58,12.94,2011,0.05290696716136193,1.47,B이하,C,B이하,C,0.0
써니전자,전기전자,39869427000.0,103.13,49.23,-32.94,2011,-0.14630957905203845,0.55,B이하,C,B이하,B이하,0.0
아남전자,전기전자,133659153000.0,93.4,51.71,8.3,2011,-0.0998830844480676,0.46499999999999997,C,B,C,B이하,0.0
아모레퍼시픽,화학,2815427568000.0,31.67,75.95,12.43,2011,0.17572716094439408,3.875,A,A,A,A,44888000000.0
아세아제지,종이목재,458140729000.0,107.68,48.15,15.1,2011,0.08098347072722499,0.285,B이하,C,B이하,B이하,1752000000.0
아시아나항공,운수창고업,5747431446000.0,567.31,14.99,6.14,2011,0.12024050689898318,2.17,B+,B,B+,A,0.0
아이에스동서,비금속광물,973623949000.0,145.65,40.71,23.38,2011,-0.0902923418606564,1.315,B이하,C,B이하,B이하,5136000000.0
에넥스,기타제조업,119599167000.0,163.8,37.91,12.3,2011,-0.0014212170694535163,0.46499999999999997,B이하,B,B이하,C,0.0
에스엘,운수장비,1025741167000.0,100.98,49.75,-1.83,2011,0.10456303429170495,1.315,B이하,B,B이하,B이하,6773000000.0
에스원,서비스업,1057718910000.0,38.98,71.95,14.27,2011,0.21792602748919632,3.115,B+,B+,B+,C,42173000000.0
에쓰씨엔지니어링,서비스업,405239276000.0,223.22,30.94,8.27,2011,0.00371315852229722,0.5,B이하,C,B이하,C,1018000000.0
에이엔피,전기전자,255683632000.0,297.94,25.13,23.98,2011,0.12105801346553013,0.665,C,C,C,B이하,0.0
엔씨소프트,서비스업,1113431660000.0,28.21,78.0,-7.7,2011,0.277011044090392,6.765000000000001,B이하,B+,B이하,C,11891000000.0
엔케이,기계,440135252000.0,175.06,36.36,4.57,2011,-0.04040130559684052,1.94,B이하,C,B이하,B이하,1551000000.0
영보화학,화학,139042571000.0,60.82,62.18,0.0,2011,0.11321183322817066,0.775,B이하,C,B이하,B이하,975000000.0
영원무역,유통업,844587128000.0,46.41,68.3,22.76,2011,0.14171514613142064,1.8399999999999999,C,B,C,C,8162000000.0
영원무역홀딩스,서비스업,1268634513000.0,46.68,68.18,20.82,2011,4.340046712536545,2.035,C,B,C,C,5398000000.0
영진약품,의약품,157786910000.0,75.55,56.96,-3.62,2011,0.07579460327371661,2.915,B이하,B,B이하,B이하,0.0
영풍,철강금속,2622323750000.0,36.72,73.14,16.78,2011,0.07508264267497,1.29,C,C,C,B이하,15051000000.0
영풍제지,종이목재,110562222000.0,18.01,84.74,8.57,2011,0.028115906064641084,0.32999999999999996,C,C,C,B이하,462000000.0
영화금속,운수장비,113212455000.0,208.92,32.37,16.51,2011,0.07056168366937103,0.615,C,C,C,C,935000000.0
오뚜기,음식료품,989034007000.0,66.74,59.97,14.78,2011,0.06045853342586167,1.01,B이하,C,B이하,C,8442000000.0
우신시스템,기계,153971295000.0,111.59,47.26,33.25,2011,0.02619210380568083,0.765,C,C,C,C,1328000000.0
웅진씽크빅,서비스업,635862354000.0,116.55,46.18,0.3,2011,0.04439193566056825,3.3200000000000003,B+,B+,B+,B+,10588000000.0
원림,섬유의복,96052278000.0,53.32,65.22,-0.43,2011,0.0027712897168734583,0.38,C,C,C,C,588000000.0
윌비스,유통업,258346763000.0,92.98,51.82,-4.98,2011,0.04231088402715863,0.88,B이하,B,B이하,C,0.0
유니드,화학,962778158000.0,102.68,49.34,18.73,2011,-0.05656625538075413,1.04,B이하,C,B이하,B이하,4939000000.0
유니온,비금속광물,323732609000.0,42.15,70.35,9.02,2011,0.060333974423600396,0.6900000000000001,B이하,B,B이하,B이하,925000000.0
유니퀘스트,유통업,159106470000.0,55.29,64.39,2.19,2011,0.019464628891449683,0.47,C,C,C,C,0.0
유성기업,운수장비,330691056000.0,65.22,60.52,21.56,2011,0.09845642293763152,0.59,B이하,C,B이하,B이하,2565000000.0
유엔젤,서비스업,91344787000.0,13.14,88.38,-8.7,2011,-0.05489069062324537,0.6699999999999999,B이하,C,B이하,C,1722000000.0
유유제약,의약품,91835745000.0,39.07,71.91,0.0,2011,0.12554171872297076,1.0,B이하,B,B이하,C,600000000.0
유한양행,의약품,1314066151000.0,17.67,84.98,2.36,2011,0.10840659655029866,1.475,B이하,B,B이하,B이하,13213000000.0
유화증권,증권,932245703000.0,104.17,48.98,-24.64,2011,1.046714704932156,0.51,B이하,B+,B이하,C,9963000000.0
