,업종명,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,평가연도,현금흐름(CF),PBR,ESG,E,S,G,배당지급(DV)
마니커,음식료품,291897548000.0,259.88,27.79,-2.91,2012,-0.03628196854402598,0.66,B이하,C,B이하,B이하,0.0
명문제약,의약품,188337123000.0,158.46,38.69,-19.97,2012,0.02885043887862879,1.22,B이하,B,B이하,B이하,0.0
모나리자,종이목재,63959812000.0,30.97,76.36,8.91,2012,0.06218193319075876,3.5,B이하,C,B이하,B이하,0.0
모나미,유통업,197773862000.0,225.77,30.7,-6.88,2012,0.08503562405665226,1.535,B이하,B,B이하,B이하,695000000.0
모토닉,운수장비,450624651000.0,20.3,83.13,-6.91,2012,0.11370252765223214,1.0050000000000001,B이하,B,B이하,B이하,5686000000.0
무림페이퍼,종이목재,2224876903000.0,250.54,28.53,4.95,2012,0.16494592409178702,0.375,B이하,B,B이하,B+,0.0
무학,음식료품,376640770000.0,27.89,78.19,0.0,2012,0.16081116054524802,1.11,B이하,B,B이하,B이하,1400000000.0
문배철강,철강금속,125759332000.0,54.43,64.75,11.03,2012,0.056891080682857434,0.515,B이하,B,B이하,B이하,970000000.0
미래산업,의료정밀,96187992000.0,152.97,39.53,0.0,2012,0.05151556253146563,14.15,B이하,B+,B이하,B이하,0.0
미래에셋증권,증권,22463394000000.0,465.41,17.69,-16.45,2012,0.028013242549361227,1.46,B이하,B+,B+,B이하,53687000000.0
미원상사,화학,181453952000.0,73.63,57.59,30.57,2012,0.18187925536780752,1.02,B이하,B,B이하,B이하,0.0
백광산업,화학,485691345000.0,139.4,41.77,8.21,2012,0.029760285654170326,3.9050000000000002,B이하,B,B이하,B+,1152000000.0
백산,화학,158972213000.0,75.08,57.12,4.08,2012,0.07509920941531348,0.98,B이하,B,B이하,B이하,1416000000.0
벽산,비금속광물,322986331000.0,90.14,52.59,-5.33,2012,0.06751003907829134,6.0600000000000005,B이하,C,B이하,B+,1862000000.0
보락,화학,49422088000.0,28.3,77.94,24.24,2012,0.120833906508725,1.01,B이하,B,B이하,B+,479000000.0
보해양조,음식료품,235749476000.0,399.89,20.0,-7.16,2012,-0.017799121522693997,5.984999999999999,B이하,C,B이하,B+,0.0
부광약품,의약품,247919262000.0,26.34,79.15,0.0,2012,0.33553386883579056,2.38,B이하,B+,B이하,B이하,14099000000.0
부국증권,증권,738837054000.0,86.04,53.75,-8.92,2012,0.045752169806276846,0.64,C,B,B이하,C,10370000000.0
부국철강,철강금속,140117868000.0,34.03,74.61,6.87,2012,0.0908976822666448,0.405,B이하,B,B이하,B이하,1500000000.0
부산산업,비금속광물,103165018000.0,169.01,37.17,-20.7,2012,-0.1723722207249697,0.855,B이하,B,B이하,B이하,0.0
부산주공,운수장비,221794773000.0,350.03,22.22,10.72,2012,-0.02166216775940275,0.5499999999999999,B이하,B,B이하,B이하,474000000.0
비상교육,서비스업,212784851000.0,53.54,65.13,3.72,2012,0.15669480666314917,1.305,C,B,B이하,C,1381000000.0
빙그레,음식료품,545632463000.0,24.43,80.37,0.0,2012,0.08447843498052217,2.215,B이하,B,B+,B이하,12379000000.0
사조대림,음식료품,362275910000.0,153.03,39.52,8.47,2012,0.012804243668720055,0.705,B이하,B,B이하,B이하,0.0
사조산업,"농업, 임업 및 어업",1225738588000.0,207.86,32.48,6.57,2012,-0.0016644709088407075,1.34,B이하,C,B이하,B이하,0.0
사조오양,"농업, 임업 및 어업",174208895000.0,141.95,41.33,-7.38,2012,0.03715015803626185,0.7849999999999999,B이하,B,B이하,B이하,0.0
삼부토건,건설업,1566956044000.0,2141.88,4.46,-15.68,2012,0.04619524314034323,0.52,B이하,C,B이하,B이하,0.0
삼성SDI,전기전자,10895087292000.0,44.03,69.43,6.01,2012,0.11773196118487837,0.915,A,B+,A,A+,67383000000.0
삼성공조,운수장비,249081130000.0,50.52,66.44,-15.48,2012,0.03465351255162225,0.42,B이하,B,B이하,B이하,481000000.0
삼성엔지니어링,서비스업,5673553365000.0,226.06,30.67,23.04,2012,-0.02174254732798568,5.05,B+,B+,B+,B이하,110883000000.0
삼성전기,전기전자,6891464351000.0,73.78,57.54,31.18,2012,0.20466687248592116,2.03,A+,A,A+,A+,77670000000.0
삼성전자,전기전자,181071570000000.0,49.05,67.09,21.88,2012,0.26891709713648415,2.1149999999999998,A,A,A,A,1131255000000.0
삼성제약,의약품,103018449000.0,196.77,33.7,7.28,2012,-0.23530381085310662,-6.285,C,B,C,B이하,0.0
삼성중공업,운수장비,16634966576000.0,214.88,31.76,8.2,2012,-0.08274029750311912,1.5899999999999999,B+,B,A+,B+,108430000000.0
삼성증권,증권,16770851404000.0,396.12,20.16,0.06,2012,-0.26509817405616704,1.685,A,A,A+,B+,52061000000.0
삼성출판사,서비스업,86525481000.0,17.75,84.92,0.99,2012,0.07719880956500674,0.9650000000000001,C,B,B이하,C,990000000.0
삼성카드,기타금융,16287815802000.0,174.64,36.41,18.89,2012,-0.23935733611947238,0.7949999999999999,B이하,B+,B+,B이하,80780000000.0
삼아알미늄,철강금속,173452507000.0,58.43,63.12,-5.06,2012,0.11907692666449021,0.3,B이하,B,B이하,B이하,825000000.0
삼양사,음식료품,826949798000.0,101.64,49.59,0.0,2012,0.001182661703578681,0.56,B이하,B,B+,B이하,2107000000.0
삼양식품,음식료품,290495086000.0,80.26,55.48,9.08,2012,0.011599017940974954,1.615,B이하,C,B이하,B이하,0.0
삼양통상,기타제조업,258563880000.0,21.43,82.35,0.0,2012,0.07177068104577645,0.39,B이하,B,B이하,B이하,2250000000.0
삼양홀딩스,서비스업,2748398512000.0,65.27,60.51,57.86,2012,0.2806651994340674,0.565,B이하,B,B이하,B+,10601000000.0
삼영무역,유통업,250227922000.0,20.86,82.74,0.0,2012,0.026181934346772417,0.795,B이하,B,B이하,B이하,2003000000.0
삼원강재,운수장비,205818260000.0,37.1,72.94,0.71,2012,0.03977649162970382,1.405,B이하,C,B이하,B이하,4400000000.0
삼익악기,기타제조업,322968331000.0,124.3,44.58,-5.54,2012,0.10100536452634332,0.845,B이하,B,B이하,B이하,0.0
삼일제약,의약품,110995906000.0,76.54,56.65,-3.21,2012,0.056824504247689506,0.46,B이하,B,B이하,B이하,782000000.0
삼정펄프,종이목재,167662404000.0,18.05,84.71,-1.65,2012,0.14168817524404917,0.605,B이하,B,B이하,B이하,1600000000.0
삼진제약,의약품,204185915000.0,81.11,55.21,-7.96,2012,0.18272016994970436,1.38,B이하,B,B이하,B이하,3812000000.0
삼천리,전기가스업,2775289821000.0,138.47,41.93,15.24,2012,0.11364208327579167,0.41000000000000003,B+,B+,B+,B이하,10690000000.0
삼호개발,건설업,207299680000.0,73.48,57.64,0.0,2012,0.07255695705098099,0.525,B이하,B,B이하,B이하,2138000000.0
삼화왕관,기계,126023933000.0,23.33,81.08,2.03,2012,0.1031418755703473,0.45499999999999996,B이하,C,B이하,B이하,1395000000.0
삼화전기,전기전자,143183963000.0,269.33,27.08,3.32,2012,-0.026253184054283292,0.8899999999999999,B이하,C,B이하,B이하,331000000.0
상신브레이크,운수장비,233901216000.0,177.43,36.04,11.82,2012,0.06692030166015168,1.2550000000000001,B이하,B,B이하,B이하,2517000000.0
새론오토모티브,운수장비,180692123000.0,32.59,75.42,8.12,2012,0.1511286375377508,0.7949999999999999,B이하,B,B이하,B+,3404000000.0
서원,철강금속,456603539000.0,212.31,32.02,11.34,2012,-0.09600866551126516,0.975,B이하,B,B이하,B이하,1364000000.0
선도전기,전기전자,98958167000.0,33.98,74.64,0.0,2012,-0.11533081946105031,0.845,B이하,C,B이하,B이하,179000000.0
성문전자,전기전자,43168506000.0,28.82,77.63,-26.79,2012,0.1845527071613378,1.115,B이하,C,B이하,B이하,71000000.0
성보화학,화학,101598444000.0,16.06,86.16,9.99,2012,0.051069042365401586,0.5800000000000001,B이하,B,B이하,B이하,2002000000.0
성신양회,비금속광물,1122491013000.0,241.43,29.29,12.49,2012,0.022840859039287908,0.245,B이하,B,B이하,B+,0.0
성안,섬유의복,298232459000.0,184.71,35.12,-4.6,2012,0.14986787339749158,1.03,B이하,C,B이하,B이하,0.0
성창기업지주,서비스업,328454337000.0,27.62,78.36,8.55,2012,-1.0056151258791153,1.405,B이하,B,B이하,B이하,0.0
세기상사,서비스업,51562689000.0,69.73,58.92,1.24,2012,-0.017438401048492792,0.44,C,C,B이하,C,0.0
세방,운수창고업,903191339000.0,47.63,67.74,-6.1,2012,0.04796704789172579,0.735,B이하,B,B이하,B이하,4056000000.0
세방전지,전기전자,772556142000.0,31.94,75.79,-11.27,2012,0.1723379946356622,1.13,B+,B+,B+,B+,4900000000.0
세아특수강,철강금속,484959468000.0,124.12,44.62,2.95,2012,0.025218973113264185,1.08,B이하,B,B이하,B이하,5022000000.0
세아홀딩스,서비스업,4008794418000.0,83.41,54.52,-9.78,2012,3.045518042470342,0.52,B이하,B,B이하,B이하,6164000000.0
세우글로벌,유통업,32499611000.0,11.05,90.05,0.0,2012,0.018181394551016323,1.035,B이하,C,B이하,B이하,0.0
세종공업,운수장비,669607298000.0,116.75,46.14,8.53,2012,0.18240791277622917,1.035,B이하,B,B이하,B+,2588000000.0
세하,종이목재,240582996000.0,184.74,35.12,-8.83,2012,0.0038782467342618906,0.645,B이하,B,B이하,B이하,0.0
송원산업,화학,862123000000.0,200.69,33.26,8.06,2012,0.15641291451943284,0.865,B이하,B,B이하,B+,1920000000.0
수산중공업,기계,131388961000.0,63.4,61.2,9.57,2012,0.05104483214540812,1.255,B이하,C,B이하,B이하,1187000000.0
신대양제지,종이목재,403588349000.0,57.38,63.54,-8.46,2012,0.28629325435046615,0.32999999999999996,B이하,C,B이하,B이하,1784000000.0
신도리코,전기전자,969970671000.0,13.57,88.05,1.11,2012,0.11289678310905099,0.7849999999999999,B이하,B,B이하,B+,24581000000.0
신라교역,"농업, 임업 및 어업",509905304000.0,28.32,77.93,36.33,2012,0.10855481322495206,0.85,B이하,B,B이하,B이하,4000000000.0
신성이엔지,기계,320699428000.0,377.39,20.95,-19.64,2012,-0.016176657327198418,1.8,B이하,C,B이하,B이하,0.0
신세계,유통업,6968481558000.0,124.74,44.5,5.09,2012,0.1671248470792716,1.125,B+,B+,B+,B이하,9836000000.0
신세계건설,건설업,581158877000.0,262.91,27.56,10.14,2012,-0.10118781915452289,0.33999999999999997,B이하,C,B이하,B이하,1146000000.0
신세계인터내셔날,유통업,621283475000.0,51.91,65.83,0.0,2012,0.07836376609555026,1.7200000000000002,B이하,B,B이하,B이하,4284000000.0
신세계푸드,서비스업,264221547000.0,30.12,76.85,3.28,2012,0.03814582561943473,1.655,B이하,C,B+,B이하,2571000000.0
신영와코루,섬유의복,295673751000.0,13.25,88.3,6.99,2012,0.054123529736595066,0.33999999999999997,B이하,B,B이하,B이하,1350000000.0
신원,섬유의복,430183486000.0,135.46,42.47,7.97,2012,-0.04091993883770199,0.5,B이하,B,B이하,B이하,0.0
신풍제약,의약품,379679609000.0,101.18,49.71,-3.71,2012,0.14524074336116222,1.5250000000000001,B이하,C,B이하,B이하,3032000000.0
신흥,유통업,141018610000.0,82.47,54.8,0.0,2012,0.005416043637222919,1.02,B이하,B,B이하,B이하,569000000.0
쌍방울,섬유의복,120929435000.0,58.37,63.14,-0.05,2012,0.013275080666347819,1.38,B이하,C,B이하,B이하,0.0
써니전자,전기전자,33690475000.0,81.97,54.95,-2.08,2012,-0.17697856388064206,5.885000000000001,B이하,C,B이하,B이하,0.0
아남전자,전기전자,120449652000.0,78.61,55.99,-2.62,2012,0.08091284249650574,0.94,B이하,C,B이하,B이하,0.0
아모레퍼시픽,화학,3026192700000.0,29.12,77.45,11.54,2012,0.10977593676530457,3.475,A,B+,A+,A,44888000000.0
아세아제지,종이목재,472881025000.0,88.22,53.13,-4.5,2012,0.26335065924362266,0.325,B이하,C,B이하,B이하,3504000000.0
아시아나항공,운수창고업,6086361853000.0,505.67,16.51,4.96,2012,0.06131383209393145,1.505,B+,B,B+,A,0.0
아이마켓코리아,유통업,683328318000.0,116.21,46.25,0.0,2012,-0.018130306467700613,2.79,B이하,B,B이하,B이하,8983000000.0
아이에스동서,비금속광물,1103203088000.0,178.92,35.85,37.9,2012,0.020701932013459226,0.8899999999999999,B이하,C,B이하,B이하,0.0
에넥스,기타제조업,93219208000.0,174.37,36.45,4.14,2012,-0.004035391333908632,1.125,B이하,B,B이하,B이하,0.0
에스엘,운수장비,1125387757000.0,83.08,54.62,0.0,2012,0.1154330735765994,1.2650000000000001,B이하,B,B+,B이하,5080000000.0
에스원,서비스업,1080945262000.0,34.27,74.47,6.86,2012,0.12637453209193647,3.6,B이하,B,B+,B이하,42245000000.0
에쓰씨엔지니어링,서비스업,385510001000.0,220.72,31.18,3.05,2012,-0.6285707911577981,0.585,B이하,C,B이하,B이하,509000000.0
에이블씨엔씨,화학,235227820000.0,54.38,64.78,36.95,2012,0.08453086872850293,4.585,B이하,B,B이하,B이하,5553000000.0
에이엔피,전기전자,272978097000.0,270.29,27.01,7.35,2012,0.09906346690259397,1.065,B이하,C,B이하,B이하,0.0
엔씨소프트,서비스업,1316825985000.0,29.03,77.5,23.76,2012,0.443174838313325,5.145,B+,A,B이하,B이하,11957000000.0
엔케이,기계,414667374000.0,170.39,36.98,-7.19,2012,0.06871259738892399,1.035,B이하,B,B이하,B이하,0.0
