,업종명,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,평가연도,현금흐름(CF),PBR,ESG,E,S,G,배당지급(DV)
영보화학,화학,150657195000.0,67.94,59.55,5.42,2012,0.07226854945759142,1.12,B이하,C,B이하,B이하,975000000.0
영원무역,유통업,998520921000.0,46.72,68.16,6.96,2012,0.1693337736863618,2.315,B이하,B,B이하,B이하,8162000000.0
영원무역홀딩스,서비스업,1396211344000.0,45.61,68.68,3.07,2012,5.9183909795687635,2.06,B이하,B,B이하,B이하,5802000000.0
영진약품,의약품,161950874000.0,77.83,56.23,22.82,2012,0.017279574109581083,4.13,B이하,B,B이하,B이하,0.0
영풍,철강금속,2896479068000.0,32.79,75.31,15.12,2012,0.15967787379065337,1.335,B이하,C,B이하,B+,12901000000.0
영풍제지,종이목재,121187862000.0,19.27,83.84,-1.93,2012,0.19376375370292,0.33999999999999997,B이하,B,B이하,B이하,3693000000.0
영화금속,운수장비,105616697000.0,137.07,42.18,-3.91,2012,0.10811650040801372,1.74,B이하,C,B이하,B이하,944000000.0
오뚜기,음식료품,1099877736000.0,67.1,59.85,5.33,2012,0.05271594864310126,1.29,B이하,C,B이하,B+,10131000000.0
우신시스템,기계,154719927000.0,103.17,49.22,-9.89,2012,0.4044572784963426,0.515,B이하,B,B이하,B이하,797000000.0
우진,의료정밀,133690294000.0,23.49,80.98,1.19,2012,-0.09207648725212464,2.115,B이하,B,B이하,B이하,1042000000.0
우진플라임,기계,180500797000.0,137.21,42.16,4.57,2012,0.02012980794390078,0.725,B이하,B,B이하,B이하,0.0
웅진씽크빅,서비스업,573743780000.0,168.35,37.27,-15.95,2012,0.06077061929504283,2.785,B+,B,B+,B+,0.0
원림,섬유의복,94496361000.0,42.35,70.25,1.25,2012,0.09313069328533247,0.505,B이하,B,B이하,B이하,784000000.0
윌비스,유통업,235848620000.0,92.81,51.87,-0.72,2012,0.024394172600111095,1.03,B이하,B,B이하,B이하,0.0
유니드,화학,843081791000.0,78.68,55.97,-5.03,2012,0.19562262087114013,0.6950000000000001,B이하,B,B이하,B+,4880000000.0
유니온,비금속광물,262364852000.0,35.53,73.78,-5.31,2012,0.11379411209507317,0.475,B이하,B,B이하,B이하,896000000.0
유니켐,기타제조업,64446069000.0,711.07,12.33,-9.47,2012,-0.1020647858414915,2.705,B이하,C,B이하,B이하,0.0
유니퀘스트,유통업,187396014000.0,58.27,63.18,-10.1,2012,0.029492172456675226,0.865,B이하,B,B이하,B이하,0.0
유성기업,운수장비,328962825000.0,49.95,66.69,6.79,2012,0.0981365855783699,0.44,B이하,C,B이하,B+,3334000000.0
유엔젤,서비스업,81354992000.0,17.12,85.38,0.26,2012,-0.020209171058218237,1.31,C,B,B이하,C,1722000000.0
유유제약,의약품,88506889000.0,31.65,75.96,7.72,2012,0.12286312592047129,0.765,B이하,B,B이하,B이하,718000000.0
유한양행,의약품,1403084367000.0,18.08,84.69,14.31,2012,0.09488726954757057,1.51,B+,B+,B이하,B+,13198000000.0
유화증권,증권,817255185000.0,73.37,57.68,-6.61,2012,8.73202450768388,0.425,C,B,B이하,C,7756000000.0
율촌화학,화학,444607018000.0,46.17,68.41,7.72,2012,0.10080889667785714,0.73,B이하,B,B이하,B이하,12400000000.0
이건산업,종이목재,352102941000.0,184.24,35.18,11.95,2012,0.1971990815227719,0.605,B이하,C,B이하,B이하,0.0
이구산업,철강금속,301686314000.0,159.49,38.54,-9.8,2012,0.033271641668883384,0.44,B이하,B,B이하,B이하,0.0
이마트,유통업,12253991228000.0,99.93,50.02,0.0,2012,0.0635128866650864,1.19,B이하,B+,B+,B이하,41796000000.0
이수페타시스,전기전자,340959737000.0,102.11,49.48,8.16,2012,0.09782188541006209,1.335,B이하,C,B이하,B이하,3665000000.0
이수화학,화학,1288290588000.0,175.14,36.34,8.54,2012,-0.007727525086941373,0.675,B이하,B,B이하,B+,6708000000.0
이스타코,서비스업,77114138000.0,131.43,43.21,0.0,2012,-0.6773139554648988,1.2950000000000002,C,C,B이하,C,0.0
이연제약,의약품,156922678000.0,24.19,80.52,-8.05,2012,0.19302965845978923,1.46,B이하,B,B이하,B이하,2580000000.0
이월드,서비스업,207990861000.0,178.56,35.9,0.0,2012,-0.27386114549341734,0.715,B이하,C,B이하,B이하,0.0
이화산업,유통업,276371922000.0,32.51,75.47,0.0,2012,0.01602757152991251,0.5800000000000001,B이하,C,B이하,B이하,0.0
인디에프,섬유의복,209347262000.0,119.16,45.63,-12.57,2012,0.09143263236251978,0.46499999999999997,B이하,C,B이하,B이하,0.0
인지컨트롤스,운수장비,384522741000.0,99.21,50.2,-42.51,2012,0.24801317081086546,0.835,B이하,C,B이하,B이하,1452000000.0
인천도시가스,전기가스업,367353269000.0,177.32,36.06,14.9,2012,0.03418411085053894,0.665,B이하,B,B이하,B이하,4684000000.0
인팩,운수장비,146336318000.0,126.56,44.14,11.84,2012,0.06247777769354973,0.78,B이하,B,B이하,B이하,1000000000.0
일성건설,건설업,265083941000.0,101.17,49.71,2.67,2012,0.00035915781115166936,0.24,B이하,B,B이하,B이하,807000000.0
일성신약,의약품,383625419000.0,20.61,82.91,13.15,2012,-0.14668811964593512,0.685,B이하,B,B이하,B이하,411000000.0
일신방직,섬유의복,737309586000.0,20.49,83.0,-8.87,2012,0.15416020358849186,0.385,B이하,B,B이하,B이하,1722000000.0
일신석재,비금속광물,76481976000.0,37.23,72.87,-31.86,2012,0.06176856767278427,1.8050000000000002,B이하,C,B이하,B이하,0.0
일양약품,의약품,360758367000.0,103.28,49.19,1.93,2012,-0.18858841197764287,3.38,B이하,B,B이하,B이하,0.0
일정실업,섬유의복,77512873000.0,52.88,65.41,22.1,2012,0.02145170872622227,0.425,B이하,C,B이하,B이하,1500000000.0
일진전기,전기전자,828363428000.0,161.63,38.22,-3.05,2012,-0.012871726852470839,0.66,B+,B,B+,B+,1854000000.0
일진홀딩스,서비스업,1108754299000.0,165.62,37.65,-1.51,2012,-5.525181457506786,0.37,B이하,C,B이하,B이하,1259000000.0
자화전자,전기전자,294711880000.0,46.03,68.48,30.4,2012,0.20629730465288404,1.48,B이하,B,B이하,B이하,4917000000.0
전방,섬유의복,542146329000.0,168.87,37.19,-3.7,2012,-0.07172124648212398,0.255,B이하,B,B이하,B이하,0.0
제일기획,서비스업,1994709278000.0,185.3,35.05,34.52,2012,0.10688498754741471,4.01,B이하,B,B이하,B이하,0.0
조광페인트,화학,217570680000.0,71.18,58.42,3.71,2012,0.04441409714951237,1.085,B이하,B,B이하,B+,1890000000.0
조광피혁,기타제조업,178991294000.0,28.0,78.12,0.0,2012,0.12929974741676234,0.725,B이하,B+,B이하,B이하,0.0
조비,화학,80896358000.0,454.62,18.03,20.14,2012,-0.09819457676049077,1.595,B이하,C,B이하,B이하,0.0
조선내화,비금속광물,1167260069000.0,83.23,54.58,8.47,2012,0.1520702783812682,0.585,B이하,B,B이하,B이하,11375000000.0
조선선재,기계,50151407000.0,25.05,79.96,-2.91,2012,0.043617244432336714,1.375,B이하,C,B이하,B이하,0.0
조일알미늄,철강금속,250378245000.0,46.1,68.45,-9.41,2012,0.1004379038907211,3.0,B이하,B,B이하,B+,1392000000.0
조흥,음식료품,126574159000.0,34.12,74.56,-2.83,2012,0.06713526042803539,0.47500000000000003,B이하,B,B이하,B+,1500000000.0
종근당바이오,의약품,185424863000.0,49.36,66.95,2.92,2012,0.20130152074542898,0.565,B이하,C,B이하,B이하,1795000000.0
주연테크,전기전자,34688978000.0,25.67,79.57,15.53,2012,0.0034306148390981467,1.51,B이하,B,B이하,B이하,0.0
진도,유통업,191274512000.0,182.13,35.44,12.48,2012,-0.03506865786948774,0.7849999999999999,B이하,C,B이하,B이하,0.0
진양산업,화학,31803400000.0,25.73,79.54,0.0,2012,0.1494722241904627,1.115,B이하,B,B이하,B이하,2000000000.0
진양홀딩스,서비스업,507752899000.0,43.89,69.5,-0.04,2012,2.842361984392419,0.6,B이하,B,B이하,B이하,4110000000.0
진양화학,화학,40559494000.0,59.54,62.68,2.58,2012,0.041905119920467256,0.915,B이하,B,B이하,B이하,1200000000.0
진흥기업,건설업,540235818000.0,407.99,19.69,-16.1,2012,0.07706039690496388,6.0249999999999995,C,C,B이하,B이하,0.0
참엔지니어링,기계,195191166000.0,145.91,40.67,-59.29,2012,-0.1443826825527899,1.125,B이하,C,B이하,B이하,0.0
천일고속,운수창고업,57227639000.0,38.98,71.95,5.36,2012,0.08630466870466509,1.26,B이하,C,B이하,B이하,0.0
카프로,화학,734636253000.0,60.75,62.21,-18.43,2012,-0.06222140269232297,1.81,B이하,B,B이하,B+,10000000000.0
코리아써키트,전기전자,462312486000.0,61.23,62.02,29.22,2012,0.20195617561587892,1.63,B이하,C,B이하,B이하,0.0
코스모신소재,화학,233863970000.0,165.61,37.65,-18.07,2012,-0.07252930424208627,0.9950000000000001,B이하,B,B이하,B이하,0.0
코스모화학,화학,519897778000.0,120.43,45.37,4.55,2012,-0.011963752795396406,0.775,B이하,B,B이하,B+,0.0
코아스,기타제조업,103422937000.0,144.91,40.83,0.0,2012,0.0051090233407223885,0.785,B이하,C,B이하,B이하,0.0
코오롱,서비스업,3859498968000.0,305.05,24.69,696.1,2012,2.8761111640896395,0.495,B이하,B,B+,B이하,6623000000.0
코오롱글로벌,건설업,2761406575000.0,520.6,16.11,182.77,2012,0.008870972871336794,1.075,B이하,B,B이하,B이하,0.0
코오롱플라스틱,화학,208488636000.0,123.24,44.79,10.01,2012,-0.036282121570194795,2.24,B이하,B,B이하,B이하,1450000000.0
콤텍시스템,서비스업,119691215000.0,117.19,46.04,-11.22,2012,0.011785562913074374,0.885,C,B,B이하,C,956000000.0
키움증권,증권,3801914639000.0,362.49,21.62,12.76,2012,0.12141185137171784,1.755,C,B+,B이하,C,18785000000.0
태경산업,화학,428780317000.0,55.34,64.38,1.62,2012,0.20534454803128094,0.63,B이하,C,B이하,B이하,4384000000.0
태광산업,화학,3880265818000.0,50.2,66.58,-7.24,2012,0.12091887771443213,0.58,B이하,C,B이하,B이하,1473000000.0
태림포장,종이목재,537562161000.0,55.97,64.12,3.81,2012,0.11706699933823397,0.36,B이하,C,B이하,B이하,538000000.0
태영건설,건설업,3014449935000.0,144.45,40.91,0.24,2012,0.13098232388398698,0.535,B이하,B,B이하,B이하,6563000000.0
태원물산,운수장비,45085791000.0,52.71,65.48,5.95,2012,-0.041072997285595714,0.725,B이하,B,B이하,B이하,699000000.0
태평양물산,섬유의복,460491054000.0,329.3,23.29,0.0,2012,-0.1379278594637369,0.49,B이하,B,B이하,B이하,932000000.0
텔코웨어,서비스업,110408601000.0,28.73,77.68,13.47,2012,0.11519629665317659,1.2,C,B,B이하,C,2155000000.0
티에이치엔,전기전자,170851911000.0,329.94,23.26,11.53,2012,-0.14296353405832388,0.6900000000000001,B이하,B,B이하,B이하,565000000.0
파미셀,의약품,136426638000.0,34.3,74.46,8.07,2012,-1.0902397574866802,6.97,B이하,B,B이하,B이하,0.0
팜스코,음식료품,563236982000.0,148.27,40.28,24.29,2012,-0.045950549442286374,0.6950000000000001,B이하,C,B이하,B이하,29000000.0
퍼스텍,기계,132133694000.0,92.49,51.95,8.97,2012,0.1423425971668524,1.78,B이하,B,B이하,B이하,1398000000.0
퍼시스,기타제조업,342332609000.0,12.79,88.66,-20.04,2012,0.14928646734429066,1.145,B이하,B,B이하,B이하,6814000000.0
페이퍼코리아,종이목재,434804634000.0,253.6,28.28,3.39,2012,0.05111777400031685,0.62,B이하,C,B이하,B이하,0.0
평화산업,운수장비,69784966000.0,297.72,25.14,0.0,2012,0.03931348196568227,2.63,B이하,B,B이하,B이하,0.0
평화홀딩스,서비스업,566324408000.0,226.98,30.58,5.92,2012,2.0417407840842596,0.405,C,B,B이하,C,1384000000.0
풍산,철강금속,2633201040000.0,172.2,36.74,0.66,2012,0.06410889606121448,0.8600000000000001,B+,B+,B이하,B+,12606000000.0
풍산홀딩스,서비스업,600806037000.0,19.81,83.46,14.05,2012,0.1291564628572,0.48,B이하,B,B이하,B이하,6492000000.0
하나금융지주,기타금융,283722235000000.0,1292.55,7.18,22.24,2012,201.0892761105733,0.73,A,A+,A,B이하,60257000000.0
하나투어,서비스업,352420561000.0,96.03,51.01,14.95,2012,0.15115371022008212,4.18,B이하,B+,B이하,B이하,5651000000.0
하이스틸,철강금속,251434733000.0,85.54,53.9,29.66,2012,0.057999544689317416,0.43,B이하,B,B이하,B이하,700000000.0
하이트진로,음식료품,3518666190000.0,149.72,40.05,48.12,2012,0.06257475155670825,1.675,B+,B+,B이하,B+,84718000000.0
하이트진로홀딩스,서비스업,4443598671000.0,229.15,30.38,-1.45,2012,0.8897691228198071,0.335,B이하,B,B이하,B이하,7655000000.0
한국가스공사,전기가스업,40621718532000.0,385.39,20.6,22.94,2012,0.011686500602346704,0.625,B+,B+,B+,B+,119078000000.0
한국공항,운수창고업,373149195000.0,54.65,64.66,6.99,2012,0.03678924735723435,0.425,B이하,C,B이하,B이하,1529000000.0
한국내화,비금속광물,185082477000.0,99.44,50.14,8.07,2012,0.07728227305699688,0.9349999999999999,B이하,B,B이하,B이하,1063000000.0
한국쉘석유,화학,116670671000.0,35.71,73.68,-5.8,2012,0.12595738392533298,4.84,B+,B,B+,B+,23400000000.0
한국전자홀딩스,서비스업,243581872000.0,84.85,54.1,-22.43,2012,1.4408554131772777,0.28,C,B,B이하,C,0.0
한국주강,기계,76068479000.0,6.68,93.74,5.47,2012,0.04836586615433878,0.76,B이하,C,B이하,B이하,0.0
한국철강,철강금속,936810385000.0,37.6,72.67,-3.29,2012,0.03474457671421624,0.36,B+,B+,B+,B이하,8286000000.0
한국카본,기계,290528372000.0,29.61,77.16,24.45,2012,-0.07236236082360578,1.185,B이하,B,B이하,B+,2481000000.0
한국화장품,유통업,113557331000.0,183.22,35.31,4.43,2012,-0.3405727063116021,0.635,B이하,B,B이하,B이하,0.0
한국화장품제조,화학,37743205000.0,36.43,73.3,20.15,2012,-0.051690725935401347,0.965,B이하,C,B이하,B이하,0.0
한농화성,화학,128886580000.0,74.22,57.4,2.3,2012,0.048805198863636365,0.69,B이하,B,B이하,B이하,1376000000.0
한미반도체,기계,230991973000.0,26.2,79.24,-1.38,2012,0.2614555999971981,0.9299999999999999,B이하,B,B이하,B이하,7064000000.0
한미사이언스,서비스업,485394283000.0,23.23,81.15,16.34,2012,-0.009770039494910163,1.58,B이하,B,B이하,B이하,0.0
한미약품,의약품,835591466000.0,104.13,48.99,11.19,2012,0.11634611331885479,3.0,B이하,B,B이하,B이하,0.0
한샘,유통업,376768030000.0,75.35,57.03,10.42,2012,0.030205362291378973,2.44,B이하,B,B이하,B이하,10815000000.0
한섬,섬유의복,873763192000.0,15.06,86.91,-2.45,2012,0.13608461239914207,1.135,B이하,B,B이하,B이하,6591000000.0
한성기업,음식료품,179025738000.0,171.87,36.78,0.0,2012,0.00539928326444464,1.04,B이하,C,B이하,B이하,0.0
한세실업,섬유의복,585712033000.0,149.92,40.01,13.5,2012,0.03849772020224372,2.1399999999999997,B이하,B,B이하,B이하,4800000000.0
한세예스24홀딩스,서비스업,777412081000.0,134.41,42.66,8.87,2012,10.309542394014963,1.94,B이하,B,B이하,B이하,2540000000.0
한솔케미칼,화학,358680526000.0,97.52,50.63,7.35,2012,0.10285731935604643,1.565,B이하,B,B이하,B+,5544000000.0
한솔테크닉스,전기전자,420136106000.0,187.79,34.75,-42.28,2012,-0.010701903519067997,1.525,B이하,C,B이하,B이하,0.0
한솔홈데코,종이목재,266804784000.0,139.22,41.8,9.68,2012,0.08607327167019027,0.66,B이하,C,B이하,B이하,0.0
한신공영,건설업,1502729284000.0,352.39,22.1,9.34,2012,0.08256282863479701,0.255,B이하,B,B+,B이하,1404000000.0
한양증권,증권,540985515000.0,101.37,49.66,17.73,2012,0.0010696885759403558,0.365,B이하,B+,B+,B이하,5304000000.0
한올바이오파마,의약품,124274609000.0,57.97,63.3,-13.31,2012,0.02889981190892709,5.89,B이하,B,B이하,B이하,0.0
한익스프레스,운수창고업,77986093000.0,255.7,28.11,0.0,2012,-0.03226413198058268,1.23,B이하,C,B이하,B이하,0.0
한일철강,철강금속,309469737000.0,90.2,52.58,-11.07,2012,0.11719852219678273,0.2,B이하,B,B이하,B이하,451000000.0
한진,운수창고업,1858651008000.0,142.24,41.28,3.36,2012,0.03135097723975748,0.33999999999999997,B이하,C,B이하,B+,4721000000.0
한진중공업홀딩스,서비스업,2315289000000.0,80.11,55.52,7.89,2012,2.824287899759598,0.23,B이하,B+,B이하,B이하,6522000000.0
한창,유통업,34879179000.0,62.88,61.39,0.0,2012,-0.16067070201542,0.96,B이하,C,B이하,B이하,0.0
한창제지,종이목재,152931232000.0,213.89,31.86,0.42,2012,0.030085040180321442,0.925,B이하,B,B이하,B이하,0.0
한화,화학,15865391957000.0,195.98,33.79,-5.6,2012,0.15158865596747512,1.01,B이하,B,B이하,B+,31325000000.0
한화손해보험,보험,6398013002000.0,1516.27,6.19,19.11,2012,0.032758307151148885,1.23,B이하,B+,B이하,B이하,0.0
한화투자증권,증권,7244506757000.0,681.4,12.8,-12.04,2012,0.03992299962545314,0.585,B이하,B,B이하,B이하,4511000000.0
현대건설,건설업,12746829000000.0,168.02,37.31,11.78,2012,0.0026966172812385404,1.8,B+,B+,A,B+,55732000000.0
현대글로비스,운수창고업,4257802897000.0,121.85,45.08,23.05,2012,0.037288669707431936,4.62,B이하,B,B+,B이하,56250000000.0
현대모비스,운수장비,30046996000000.0,76.34,56.71,17.09,2012,0.1846027800575535,2.1799999999999997,B+,B+,A,B+,181571000000.0
현대미포조선,운수장비,7722829117000.0,127.63,43.93,-4.51,2012,-0.18295087509382918,0.855,B이하,B,B이하,B+,29386000000.0
현대백화점,유통업,5400075749000.0,66.85,59.94,5.62,2012,0.42079785908014905,1.505,B이하,B+,B+,B이하,14973000000.0
현대비앤지스틸,철강금속,623511528000.0,134.59,42.63,0.0,2012,0.06351713177213765,0.78,B이하,C,B이하,B이하,0.0
현대위아,운수장비,4573489077000.0,143.0,41.15,9.83,2012,0.09306987627571926,2.575,B이하,B,B이하,B이하,12865000000.0
현대제철,철강금속,22951386707000.0,133.46,42.83,-7.29,2012,0.15346820181041862,0.8600000000000001,A,B+,A,A,42143000000.0
현대홈쇼핑,유통업,1306359201000.0,34.03,74.61,6.89,2012,0.14870072150944985,1.5350000000000001,B이하,B,B+,B이하,13200000000.0
혜인,유통업,249947805000.0,138.69,41.9,1.81,2012,-0.1826676074132187,0.56,B이하,B,B이하,B이하,548000000.0
호텔신라,유통업,1547612290000.0,124.56,44.53,23.42,2012,0.06633812401300977,3.04,B이하,B,B이하,B이하,11842000000.0
화성산업,건설업,397183609000.0,80.78,55.32,-12.73,2012,0.1593932790908211,0.22999999999999998,B이하,B+,B이하,B이하,1141000000.0
화신,운수장비,853595978000.0,132.94,42.93,9.11,2012,0.08966067531805201,1.2,B이하,C,B이하,B이하,3472000000.0
화천기계,기계,175333825000.0,52.2,65.7,-12.52,2012,0.06984822913411044,0.55,B이하,B,B이하,B이하,1980000000.0
화천기공,기계,306873292000.0,37.95,72.49,-4.63,2012,0.08354597322608646,0.545,B이하,B,B이하,B이하,2200000000.0
환인제약,의약품,181428238000.0,11.63,89.58,-2.57,2012,0.19689265262725933,1.02,B이하,B+,B이하,B이하,3817000000.0
황금에스티,철강금속,242003440000.0,48.26,67.45,-17.43,2012,0.09805566710754449,0.405,B이하,B,B이하,B이하,700000000.0
효성,화학,13763659509000.0,356.65,21.9,11.19,2012,0.05239292600290494,0.7,B+,B+,B이하,B+,33269000000.0
후성,화학,321752560000.0,100.58,49.86,-8.14,2012,0.30435288715736747,3.7600000000000002,B이하,B,B이하,B이하,0.0
휴스틸,철강금속,556020140000.0,42.98,69.94,3.56,2012,0.031538615042164,0.44999999999999996,B이하,B,B이하,B+,6919000000.0
흥아해운,운수창고업,533571353000.0,328.0,23.36,6.16,2012,0.0382889490772434,0.6,B이하,B,B이하,B이하,487000000.0
