,업종명,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,평가연도,현금흐름(CF),PBR,ESG,E,S,G,배당지급(DV)
STX엔진,기계,864147954000.0,290.63,25.6,22.8,2018,-0.10446776713322636,1.3499999999999999,B이하,B,B이하,B+,0.0
가온전선,전기전자,526494275000.0,102.18,49.46,0.44,2018,0.03672707376869465,0.415,B+,B,B+,B+,2356000000.0
강남제비스코,화학,657866050000.0,19.71,83.53,2.33,2018,0.039659210546627764,0.58,B이하,B,B이하,B이하,3575000000.0
강원랜드,서비스업,4231241354000.0,17.97,84.77,-10.37,2018,0.25341786103749053,1.87,B+,B+,B+,A,182465000000.0
갤럭시아에스엠,서비스업,33253331000.0,25.62,79.61,-40.83,2018,-0.1275473899228325,2.515,B이하,C,B이하,B이하,0.0
경농,화학,357260541000.0,77.34,56.39,2.96,2018,0.07254456732117333,1.325,B이하,C,B이하,B이하,4466000000.0
경동나비엔,전기전자,583595818000.0,108.35,48.0,6.15,2018,-0.023114482783169216,3.0149999999999997,B+,B,A,B+,3156000000.0
경동인베스트,기타금융,592002536000.0,48.79,67.21,17.21,2018,1.6772350891301435,0.425,B이하,C,B이하,B이하,1137000000.0
경방,섬유의복,1301792841000.0,83.67,54.45,-2.59,2018,0.043334095347295626,0.52,B이하,C,B이하,B이하,3371000000.0
경보제약,의약품,221622993000.0,48.73,67.24,5.05,2018,-0.005652808129370629,2.24,B이하,B,B이하,B이하,4781000000.0
경인양행,화학,412996589000.0,84.57,54.18,10.37,2018,0.008413816643387423,1.28,B이하,C,B이하,B이하,2008000000.0
경인전자,전기전자,57418578000.0,5.08,95.17,-16.13,2018,-0.023211513913709472,1.015,B이하,C,B이하,B이하,334000000.0
계양전기,기계,273358875000.0,49.65,66.82,7.4,2018,-0.008407466072307423,0.85,B이하,B,B이하,B이하,2047000000.0
고려산업,음식료품,213622767000.0,131.22,43.25,-9.22,2018,-0.037884471728851274,0.9,B이하,B,B이하,B이하,740000000.0
고려아연,철강금속,7225894144000.0,13.36,88.22,4.35,2018,0.16070429857565607,1.4849999999999999,B이하,C,B+,B+,194417000000.0
고려제강,철강금속,2387466225000.0,63.85,61.03,1.73,2018,0.26552752822818004,0.525,B이하,C,B+,B+,6998000000.0
광동제약,의약품,732056804000.0,69.91,58.85,3.39,2018,0.0761700584439618,1.105,B이하,B,B+,B이하,3214000000.0
광명전기,전기전자,151823119000.0,53.75,65.04,12.36,2018,-0.039359391438886025,1.9500000000000002,B이하,D,B이하,B이하,0.0
광전자,전기전자,262117704000.0,16.81,85.61,-0.26,2018,0.07295083443739395,0.715,B이하,B,B이하,B이하,2618000000.0
광주신세계,유통업,696204982000.0,12.17,89.15,-35.5,2018,0.3983977871950182,0.535,B이하,B+,B이하,B이하,4800000000.0
교보증권,증권,7341195592000.0,732.87,12.01,15.11,2018,0.11126537891736978,0.435,B이하,B+ 이하,B이하,B이하,12217000000.0
국도화학,화학,854418441000.0,71.0,58.48,19.02,2018,-0.014559162091583165,0.77,B이하,C,B이하,B+,8349000000.0
국동,유통업,123134702000.0,154.02,39.37,14.59,2018,-0.028832755898605386,1.23,B이하,B,B이하,B이하,0.0
국보,운수창고업,48188113000.0,259.29,27.83,-8.57,2018,-0.09081364111758554,6.92,B이하,C,B이하,B이하,0.0
국제약품,의약품,126234896000.0,83.75,54.42,-12.67,2018,0.12462923663045011,1.6400000000000001,B이하,B,B이하,B이하,859000000.0
그린케미칼,화학,189074022000.0,76.31,56.72,0.18,2018,0.05878589417681271,0.9099999999999999,B이하,B,B이하,B+,2156000000.0
극동유화,화학,280142460000.0,75.17,57.09,69.54,2018,0.014972320983992756,0.87,B이하,B,B이하,B이하,5387000000.0
금강공업,철강금속,852848677000.0,140.76,41.54,-7.39,2018,0.055848888345334004,0.5549999999999999,B이하,C,B이하,B이하,2242000000.0
금양,화학,204777156000.0,157.72,38.8,13.9,2018,0.11449710567261795,2.37,B이하,C,B이하,B이하,3057000000.0
금호에이치티,운수장비,238380056000.0,90.93,52.38,16.44,2018,0.007765675033025099,0.54,B이하,C,B이하,B이하,0.0
금호전기,전기전자,170295317000.0,390.87,20.37,-77.18,2018,-0.03363328546945204,1.42,B이하,C,B이하,B이하,0.0
금호타이어,화학,4221394926000.0,214.62,31.78,-11.05,2018,0.04956493425724722,1.075,B+,B+,B+,B+,0.0
까뮤이앤씨,건설업,142240175000.0,138.81,41.87,-32.46,2018,-0.05853629070397345,0.675,B이하,B,B이하,B이하,665000000.0
깨끗한나라,종이목재,599409867000.0,243.17,29.14,-5.09,2018,-0.03602391420464297,1.285,B이하,B,B이하,B+,0.0
남광토건,건설업,148906647000.0,203.19,32.98,35.95,2018,0.031812887709721134,4.6049999999999995,B이하,B,B이하,B이하,0.0
남선알미늄,철강금속,303023071000.0,79.6,55.68,0.0,2018,0.06960049448732876,1.425,B이하,C,B이하,B이하,0.0
남성,유통업,205083689000.0,147.78,40.36,-9.5,2018,0.015402216806854807,0.755,B이하,C,B이하,B이하,315000000.0
남양유업,음식료품,1052659644000.0,18.43,84.44,-7.47,2018,0.03974791373437577,0.6599999999999999,B이하,C,B이하,B이하,855000000.0
남해화학,화학,547908234000.0,29.01,77.51,10.72,2018,0.006428796163301106,1.88,B이하,C,B이하,B+,2397000000.0
넥센,기타금융,3825103267000.0,103.16,49.22,333.09,2018,0.3968223533852848,0.66,B이하,B,B이하,B+,4226000000.0
넥센타이어,화학,3242285269000.0,127.02,44.05,0.98,2018,0.09917026643554024,0.7749999999999999,B이하,B,B이하,B+,10299000000.0
노루페인트,화학,607444943000.0,97.35,50.67,11.48,2018,0.02603339154264608,0.74,B이하,B,B이하,B이하,5118000000.0
노루홀딩스,기타금융,987142342000.0,75.81,56.88,8.39,2018,0.22854405387950918,0.64,B이하,B,B이하,B이하,4690000000.0
녹십자,의약품,1723409866000.0,53.03,65.35,3.65,2018,0.012624781522713315,2.31,B+,B,B+,B+,11413000000.0
녹십자홀딩스,서비스업,2628599972000.0,80.89,55.28,5.68,2018,0.26872333028754175,2.81,B이하,C,B+,B이하,11352000000.0
농심,음식료품,2532286535000.0,33.44,74.94,1.28,2018,0.07905672796092612,0.9349999999999999,B이하,C,B+,B+,23131000000.0
농심홀딩스,기타금융,1194827993000.0,33.37,74.98,9.39,2018,0.8590347111086585,0.785,B이하,C,B이하,B이하,9276000000.0
다스코,기계,212416938000.0,67.65,59.65,7.89,2018,0.10529814279887119,1.255,B이하,B+,B이하,B이하,3054000000.0
다우기술,서비스업,19345653730000.0,692.67,12.62,63.56,2018,-7.496569405364359,2.02,B이하,C,B+,B이하,0.0
대교,서비스업,830328382000.0,34.61,74.29,-6.04,2018,0.09097300047909691,1.31,B이하,B+,B이하,B이하,9771000000.0
대구백화점,유통업,700202374000.0,125.96,44.26,26.65,2018,-0.27916490157869467,0.355,B이하,B+,B이하,B이하,1159000000.0
대림통상,기계,199273221000.0,86.71,53.56,2.03,2018,-0.06288361221808389,0.6,B이하,B,B이하,B이하,2284000000.0
대상,음식료품,2198994807000.0,136.78,42.23,-0.41,2018,0.05436786715469757,1.04,B이하,B,B+,B이하,19824000000.0
대상홀딩스,기타금융,2629588765000.0,140.19,41.63,0.42,2018,6.970422541404075,0.8400000000000001,B이하,B,B이하,B이하,7063000000.0
대성산업,유통업,1092773443000.0,142.1,41.3,5.01,2018,-0.05980192412800094,0.5700000000000001,B이하,C,B이하,B이하,0.0
대성에너지,전기가스업,653850642000.0,116.51,46.19,0.0,2018,0.06511362188407885,0.5349999999999999,B이하,C,B이하,B이하,6875000000.0
대성홀딩스,서비스업,1117337450000.0,109.78,47.67,0.74,2018,2.4236419052532026,0.515,B이하,B+,B이하,B이하,4022000000.0
대신증권,증권,19151314244000.0,857.14,10.45,-27.94,2018,-0.7145616093326269,0.7150000000000001,B이하,B+ 이하,B+,B이하,45530000000.0
대양금속,철강금속,92308411000.0,191.42,34.31,-4.53,2018,0.05429818109110298,5.115,B이하,B,B이하,B+,0.0
대영포장,종이목재,218730444000.0,55.85,64.16,-3.85,2018,0.05430292577743562,0.795,B이하,C,B이하,B이하,0.0
대우건설,건설업,8733846010000.0,276.83,26.54,-9.87,2018,0.01726575809616671,1.13,A,B+,A+,A,0.0
대우조선해양,운수장비,11918521521000.0,210.36,32.22,-13.13,2018,0.07553741672056559,0.7550000000000001,B이하,B+,B이하,B+,0.0
대웅,기타금융,1592170452000.0,65.11,60.57,9.55,2018,0.9476643556706413,3.5,B이하,C,B이하,B이하,4318000000.0
대웅제약,의약품,1207846352000.0,98.72,50.32,7.41,2018,0.05034282507456106,4.52,B이하,C,B+,B이하,6193000000.0
대원강업,운수장비,1085767330000.0,90.25,52.56,-3.19,2018,0.16896611619398735,0.69,B+,B,B+,B+,7130000000.0
대원전선,전기전자,191535435000.0,135.33,42.49,-14.96,2018,-0.02577912255587498,1.955,B이하,C,B이하,B이하,0.0
대원제약,의약품,275438692000.0,50.35,66.51,7.98,2018,0.141165012835703,2.35,B이하,B+,B+,B이하,4889000000.0
대원화성,화학,124822514000.0,70.38,58.69,-3.17,2018,0.06214998416647817,1.205,B이하,C,B이하,B+,0.0
대유에이텍,운수장비,889580574000.0,422.25,19.15,3.23,2018,0.07107431325002198,1.3699999999999999,B이하,C,B이하,B이하,0.0
대유플러스,전기전자,1000928259000.0,625.47,13.78,9.98,2018,0.8545901031287728,1.035,B이하,C,B이하,B이하,0.0
대창,철강금속,569961204000.0,164.19,37.85,-3.26,2018,0.06347500281388005,0.625,B이하,B,B이하,B+,2307000000.0
대창단조,운수장비,229017785000.0,26.29,79.19,24.4,2018,-0.01208829218966389,0.66,B이하,B,B이하,B+,1993000000.0
대한방직,섬유의복,267468485000.0,51.28,66.1,0.21,2018,-0.09089212426973065,1.345,B이하,C,B이하,B이하,1538000000.0
대한유화,화학,1983913415000.0,16.63,85.74,43.53,2018,0.13816993293675278,0.99,B이하,C,B이하,B이하,24704000000.0
대한전선,전기전자,1172944859000.0,264.36,27.45,3.86,2018,0.009389048048873017,4.02,B이하,B,B이하,B+,0.0
대한제강,철강금속,657105860000.0,51.09,66.19,-7.57,2018,-0.016229237879477935,0.53,B이하,B,B이하,B+,3372000000.0
대한제당,음식료품,1135447475000.0,151.22,39.81,-5.06,2018,0.011410955756503364,0.49,B이하,B,B이하,B이하,4989000000.0
대한제분,음식료품,919690199000.0,22.79,81.44,6.63,2018,0.04140685864852376,0.485,B이하,C,B이하,B이하,4113000000.0
대한항공,운수창고업,25574772722000.0,783.45,11.32,7.6,2018,0.2208161831410393,1.2,B이하,B,B이하,B+,24044000000.0
대한해운,운수창고업,2932927976000.0,276.27,26.58,-17.69,2018,0.3282850479099331,1.0899999999999999,B이하,C,B이하,B이하,0.0
대한화섬,화학,583452286000.0,17.05,85.43,-2.87,2018,0.0342604564326915,0.35,B이하,B,B이하,B이하,842000000.0
대현,섬유의복,258971501000.0,39.5,71.68,0.92,2018,0.05892555079003618,0.58,B이하,B,B이하,B이하,3543000000.0
대호에이엘,철강금속,88671126000.0,203.41,32.96,4.82,2018,0.05020559470134656,4.685,B이하,C,B이하,B+,0.0
더존비즈온,서비스업,278701440000.0,53.0,65.36,10.37,2018,0.2785182100577791,9.805,B이하,B,B이하,B이하,13074000000.0
덕성,화학,100557111000.0,60.01,62.5,-16.84,2018,-0.00626530535640554,1.06,B이하,C,B이하,B이하,317000000.0
덕양산업,운수장비,526312201000.0,580.77,14.69,23.48,2018,0.04127975976570669,0.9949999999999999,B이하,C,B이하,B이하,0.0
도화엔지니어링,서비스업,375922304000.0,51.13,66.17,0.88,2018,0.0715317615392284,1.115,B+,B+,B이하,B이하,7373000000.0
동국제강,철강금속,5730222157000.0,181.97,35.47,-1.4,2018,0.04276541395596444,0.4,B이하,B,B이하,B+,0.0
동남합성,화학,90617452000.0,47.32,67.88,1.33,2018,0.11750567614725671,1.405,B이하,C,B이하,B이하,3963000000.0
동방,운수창고업,554091662000.0,325.61,23.5,4.01,2018,0.060099325701542305,0.7,B이하,C,B이하,B이하,236000000.0
동방아그로,화학,185736751000.0,39.65,71.61,0.72,2018,0.021977897667942916,0.895,B이하,C,B이하,B이하,2901000000.0
동서,유통업,1432202480000.0,11.01,90.09,0.79,2018,0.19262981080933694,1.9250000000000003,B이하,B,B이하,B이하,69071000000.0
동성제약,의약품,140196083000.0,143.89,41.0,11.56,2018,0.015158562988913429,11.854999999999999,B이하,C,B이하,B이하,0.0
동아쏘시오홀딩스,기타금융,1241932782000.0,68.8,59.24,2.5,2018,0.8206139212899777,1.455,B이하,C,B+,B이하,6138000000.0
동아에스티,의약품,948673011000.0,63.74,61.07,2.24,2018,0.08838559040418019,1.635,B이하,B,A,B이하,8438000000.0
동아지질,건설업,284762190000.0,62.94,61.37,6.18,2018,0.148272899144522,1.33,B이하,B,B이하,B이하,2260000000.0
동양,비금속광물,977551540000.0,17.2,85.33,9.66,2018,0.06629301485324901,0.55,B이하,B,B이하,B이하,10259000000.0
동양고속,운수창고업,195948851000.0,73.9,57.51,-6.77,2018,0.05964647465472643,0.8049999999999999,B이하,B,B이하,B이하,1378000000.0
동양철관,철강금속,163635516000.0,106.97,48.32,10.1,2018,0.011311639846743295,2.95,B이하,D,B이하,B이하,0.0
동원산업,"농업, 임업 및 어업",2592198631000.0,166.25,37.56,2.67,2018,0.05725810389390556,1.355,B이하,C,B이하,B이하,10090000000.0
동원수산,"농업, 임업 및 어업",95398557000.0,112.89,46.97,-12.17,2018,0.003819523780275577,1.115,B이하,B,B이하,B이하,0.0
동원시스템즈,화학,1124057800000.0,109.51,47.73,-20.02,2018,0.14336834069354817,2.8549999999999995,B이하,C,B+,B이하,12857000000.0
동일고무벨트,화학,284848797000.0,52.25,65.68,1.22,2018,0.03652812923105654,0.515,B이하,C,B이하,B이하,1345000000.0
동일산업,철강금속,409723954000.0,15.44,86.63,3.16,2018,0.00623375444339309,0.48,B이하,C,B이하,B+,3278000000.0
동일제강,철강금속,150230846000.0,14.77,87.13,15.29,2018,0.0033693287643620238,0.485,B이하,B,B이하,B이하,0.0
동화약품,의약품,370599243000.0,24.61,80.25,0.0,2018,-0.014220597971970268,1.0150000000000001,B이하,B,B+,B이하,3313000000.0
두산,서비스업,28880281620000.0,304.2,24.74,3.34,2018,0.3500344745377562,1.345,A+,A,A+,A+,25742000000.0
두산밥캣,기타금융,6446324312000.0,72.38,58.01,17.16,2018,30.33586942189422,1.1949999999999998,B이하,A,B이하,B이하,50125000000.0
두올,운수장비,346631230000.0,111.41,47.3,40.02,2018,0.18587464992342448,1.26,B이하,B,B이하,B이하,2599000000.0
디씨엠,철강금속,187862926000.0,15.37,86.68,-8.64,2018,0.11572837072797999,1.005,B이하,B,B이하,B이하,2333000000.0
디아이,의료정밀,210488936000.0,47.92,67.6,28.8,2018,0.11389713179833268,1.415,B이하,B,B이하,B이하,1434000000.0
디아이씨,운수장비,810320832000.0,334.34,23.02,-7.07,2018,0.09216131275665651,1.185,B이하,C,B이하,B이하,1113000000.0
디와이,기타금융,742531917000.0,66.55,60.04,8.35,2018,0.49404728600089165,0.765,B이하,B,B이하,B이하,3807000000.0
디와이파워,기계,258539786000.0,72.15,58.09,18.87,2018,0.09344467742256352,1.42,B이하,B,B이하,B이하,2207000000.0
락앤락,화학,739351255000.0,11.93,89.34,4.06,2018,0.36071599303727603,2.095,B이하,B+,B이하,B이하,4335000000.0
롯데관광개발,서비스업,506790646000.0,80.38,55.44,8.23,2018,0.028765633534544335,2.895,B이하,B,B이하,B이하,0.0
롯데손해보험,보험,14214988799000.0,2423.35,3.96,6.23,2018,0.11991096957680815,0.76,A,A,A+,B이하,0.0
롯데쇼핑,유통업,26259308858000.0,111.3,47.33,-1.98,2018,0.016958170594261694,0.56,A,B+,A+,A,147007000000.0
롯데정밀화학,화학,1700030433000.0,23.38,81.05,18.3,2018,0.1993850218122924,1.2349999999999999,A,B+,A+,A,43299000000.0
롯데지주,기타금융,27618347496000.0,227.49,30.54,206.02,2018,-3.143889142009584,1.225,C,B+,C,C,57246000000.0
롯데케미칼,화학,20799138833000.0,53.56,65.12,4.22,2018,0.136269066430152,1.12,A,A,A+,B+,359892000000.0
롯데하이마트,유통업,3117063800000.0,51.18,66.15,0.33,2018,0.017387584196963634,0.75,A,A,A+,B이하,40133000000.0
마니커,음식료품,193296432000.0,86.92,53.5,5.67,2018,0.014146691811223166,1.445,B이하,C,B이하,B이하,0.0
메리츠금융지주,기타금융,52205220231000.0,857.08,10.45,27.54,2018,-20.8155564607806,1.785,B+,A,B이하,B이하,64784000000.0
메타랩스,섬유의복,107107244000.0,46.23,68.39,76.56,2018,-0.37233363925929924,2.595,B이하,C,B이하,B이하,0.0
명문제약,의약품,243065788000.0,161.18,38.29,5.25,2018,0.07976000559362327,2.2199999999999998,B이하,B,B+,B이하,0.0
모나리자,종이목재,77510035000.0,20.14,83.24,-3.69,2018,0.017603639709460238,2.21,B이하,C,B이하,B이하,1828000000.0
모나미,유통업,170574793000.0,129.1,43.65,-1.79,2018,0.07290124044382307,1.085,B이하,B,B이하,B이하,1278000000.0
모토닉,운수장비,434168419000.0,9.87,91.01,-7.7,2018,0.11623471852718953,0.825,B이하,B,B이하,B이하,6625000000.0
무림페이퍼,종이목재,2014259668000.0,201.74,33.14,7.2,2018,0.17707444446285647,0.44000000000000006,B이하,B,B이하,B+,2080000000.0
무학,음식료품,618969273000.0,22.22,81.82,-22.67,2018,-0.09957487805702313,0.9199999999999999,B이하,B,B이하,B이하,9865000000.0
문배철강,철강금속,151748565000.0,37.94,72.49,2.16,2018,0.0624682947944243,0.8099999999999999,B이하,B,B이하,B이하,980000000.0
미래산업,의료정밀,68651324000.0,44.23,69.34,0.06,2018,-0.0461187257234049,3.07,B이하,B,B이하,B이하,0.0
미래아이앤지,서비스업,57570343000.0,4.42,95.77,-16.37,2018,-0.46984769135419896,1.09,B이하,C,B이하,B이하,0.0
미원상사,화학,245546856000.0,24.21,80.51,3.14,2018,0.17744330684741644,1.065,B이하,B+,B이하,B이하,2325000000.0
미원홀딩스,기타금융,222015479000.0,68.11,59.49,20.76,2018,2.238976917349218,0.95,B이하,B,B이하,B이하,933000000.0
미원화학,화학,97808459000.0,8.87,91.85,-3.03,2018,0.09078318599173976,1.26,B이하,C,B이하,B이하,2010000000.0
백광산업,화학,297711550000.0,93.42,51.7,21.04,2018,0.19979730807804522,0.935,B이하,C,B이하,B+,2148000000.0
백산,화학,294732636000.0,113.43,46.85,52.87,2018,-0.041653068358498635,1.14,B이하,C,B이하,B이하,2366000000.0
범양건영,건설업,118354421000.0,136.0,42.37,13.75,2018,0.15248711353909136,1.5150000000000001,B이하,C,B이하,B이하,0.0
벽산,비금속광물,474553687000.0,60.48,62.31,4.27,2018,-0.018468496056405354,0.98,B이하,C,B이하,B+,873000000.0
보락,화학,53313420000.0,21.83,82.08,0.92,2018,0.10002108817344431,4.045,B이하,B,B이하,B이하,300000000.0
보해양조,음식료품,200457249000.0,188.89,34.61,-17.64,2018,-0.02517239050624363,2.3,B이하,B,B이하,B이하,0.0
부광약품,의약품,493615375000.0,19.39,83.76,28.84,2018,0.035403765451334786,3.26,B이하,B,B이하,B이하,17105000000.0
부국증권,증권,1435051166000.0,208.7,32.39,10.75,2018,0.0007880944927317696,0.805,B이하,B+ 이하,B이하,B이하,10832000000.0
부국철강,철강금속,123795692000.0,10.24,90.71,-2.58,2018,0.024542103081775585,0.605,B이하,B,B이하,B이하,1500000000.0
부산산업,비금속광물,133607586000.0,87.01,53.47,1.37,2018,0.2851315789473684,3.94,B이하,C,B이하,B이하,0.0
부산주공,운수장비,305453048000.0,438.58,18.57,6.89,2018,-0.041807009797428234,0.725,B이하,C,B이하,B이하,0.0
비상교육,서비스업,254277215000.0,22.92,81.35,11.18,2018,0.12438383134295448,0.7999999999999999,B이하,B,B이하,B이하,2448000000.0
빙그레,음식료품,653929093000.0,19.97,83.35,-0.27,2018,0.08660024529951954,1.32,B+,B+,A,B+,11936000000.0
사조대림,음식료품,720876010000.0,127.9,43.88,-5.1,2018,0.017597241942518816,0.785,B이하,C,B이하,B이하,895000000.0
사조동아원,음식료품,468191705000.0,164.29,37.84,6.93,2018,0.07033183809236668,1.105,B이하,B,B이하,B이하,0.0
사조산업,"농업, 임업 및 어업",1175998145000.0,130.67,43.35,-4.16,2018,0.042622047509435525,1.095,B이하,C,B이하,B이하,1236000000.0
사조씨푸드,음식료품,380269455000.0,73.1,57.77,5.0,2018,0.009099129497616631,0.515,B이하,B,B이하,B이하,1205000000.0
사조오양,음식료품,308290136000.0,98.0,50.51,-4.53,2018,0.02719673066663065,0.74,B이하,B,B이하,B이하,471000000.0
삼성SDI,전기전자,19349721184000.0,58.28,63.18,44.87,2018,0.03183249441272647,1.45,A,B+,A,A,66945000000.0
삼성공조,운수장비,260167988000.0,21.64,82.21,-11.88,2018,0.022014738162433364,0.42500000000000004,B이하,B,B이하,B이하,642000000.0
삼성물산,유통업,42406651758000.0,88.06,53.17,6.41,2018,0.08056286911458484,1.275,A+,A,A+,A+,329937000000.0
삼성바이오로직스,의약품,5980408648000.0,43.92,69.48,15.32,2018,-0.060501985793365506,7.05,B+,B,A,B이하,0.0
삼성에스디에스,서비스업,8013849391000.0,30.34,76.72,7.9,2018,0.23536544591969893,3.61,B+,B+,A,B+,154700000000.0
삼성엔지니어링,서비스업,4619648610000.0,362.96,21.6,-0.84,2018,0.10463232338058472,4.35,A,A,A+,A,0.0
삼성전기,전기전자,8644914206000.0,74.77,57.22,19.81,2018,0.27431193914931173,2.64,A,A,A+,A,75690000000.0
삼성전자,전기전자,339357244000000.0,36.97,73.01,1.75,2018,0.39342133643679345,1.1949999999999998,A,B+,A,A,2405428000000.0
삼성제약,의약품,160646664000.0,22.01,81.96,10.89,2018,-0.1519546969308569,1.65,B이하,C,B이하,B이하,0.0
삼성중공업,운수장비,14282891986000.0,111.72,47.23,-33.36,2018,0.03434737572098884,0.6799999999999999,B+,B,B이하,A,0.0
삼성증권,증권,38330643979000.0,722.17,12.16,9.02,2018,-0.31647836388330497,0.7150000000000001,B+,B+ 이하,A,B이하,125020000000.0
삼성출판사,서비스업,190739722000.0,64.55,60.77,5.37,2018,0.2047329182128855,2.115,B이하,B,B이하,B이하,1000000000.0
삼성카드,기타금융,23042118821000.0,240.29,29.39,-13.99,2018,-0.12389661481399979,0.6499999999999999,B이하,B+ 이하,B이하,B이하,170818000000.0
삼아알미늄,철강금속,196741659000.0,86.2,53.7,0.0,2018,0.041074465110705775,0.52,B이하,B,B이하,B이하,1100000000.0
삼양사,음식료품,2173866563000.0,71.72,58.24,4.05,2018,0.0410437544717243,0.84,B+,B,B+,B+,15040000000.0
삼양식품,음식료품,412138323000.0,75.81,56.88,2.37,2018,0.08184765790783297,2.9050000000000002,B이하,D,B이하,B이하,3013000000.0
삼양통상,기타제조업,327534347000.0,11.85,89.41,7.39,2018,0.2336549433351027,0.45,B이하,C,B이하,B+,2219000000.0
삼양홀딩스,기타금융,3313797255000.0,65.53,60.41,6.98,2018,1.0530121121639355,0.75,B이하,B,B+,B이하,15488000000.0
삼영무역,유통업,386497292000.0,15.54,86.55,3.8,2018,0.033349477067381894,0.965,B이하,C,B이하,B이하,5456000000.0
삼원강재,운수장비,253757378000.0,23.99,80.65,3.84,2018,0.03667748751708556,0.595,B이하,B,B이하,B+,4600000000.0
삼익악기,기타제조업,594358054000.0,181.05,35.58,-8.52,2018,-0.1552418524164641,1.1400000000000001,B이하,C,B이하,B이하,4177000000.0
삼일제약,의약품,147948619000.0,163.8,37.91,2.78,2018,-0.027847824008667848,3.675,B이하,B,B이하,B이하,610000000.0
삼정펄프,종이목재,201823661000.0,11.91,89.36,-5.43,2018,0.013533842625706975,0.51,B이하,C,B이하,B이하,0.0
삼진제약,의약품,250271903000.0,21.89,82.04,6.01,2018,0.11569175861578282,3.6399999999999997,B이하,B,B+,B이하,9842000000.0
삼천리,전기가스업,3699411189000.0,170.36,36.99,4.95,2018,0.04932341134497991,0.35,B+,B+,B+,B+,10690000000.0
삼호개발,건설업,276893453000.0,50.43,66.47,12.4,2018,0.023527791183905446,0.805,B이하,C,B이하,B이하,3846000000.0
삼화왕관,기계,171823517000.0,23.69,80.85,3.01,2018,0.13768160447208647,0.785,B이하,B,B이하,B이하,1567000000.0
삼화전기,전기전자,128156723000.0,117.19,46.04,-1.15,2018,0.06845625319887676,5.485,B이하,B,B이하,B이하,661000000.0
상신브레이크,운수장비,429300584000.0,147.48,40.41,-1.51,2018,0.057510637004414215,0.73,B이하,B,B이하,B이하,1936000000.0
새론오토모티브,운수장비,267051610000.0,20.1,83.26,-8.66,2018,0.26866436152291107,0.64,B이하,B,B이하,B+,2880000000.0
샘표,기타금융,320918955000.0,37.71,72.62,0.39,2018,2.8820226395409496,0.855,B이하,B,B이하,B이하,444000000.0
샘표식품,음식료품,205518529000.0,56.05,64.08,0.34,2018,0.09794252450707157,1.325,B+,B,B+,B+,913000000.0
서연,기타금융,2696306676000.0,183.74,35.24,-2.08,2018,3.8361021547712792,0.39499999999999996,B이하,B,B이하,B이하,1085000000.0
서연이화,운수장비,1696230428000.0,154.45,39.3,-5.01,2018,-0.032292451369677996,0.305,B+,B+,B+,B이하,2702000000.0
서원,철강금속,220110079000.0,109.05,47.83,0.34,2018,0.015853043009170713,0.7250000000000001,B이하,B,B이하,B+,697000000.0
서흥,화학,639100630000.0,107.38,48.22,12.42,2018,0.17192864510244177,1.7149999999999999,B이하,B,B이하,B이하,3892000000.0
