업종명,종목명,2015_E,2015_S,2015_G,2016_E,2016_S,2016_G,Diff_E,Diff_S,Diff_G,2015_종가,2016_종가,등락률,연도
1차 산업,동원수산,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,9900,8490,-0.1424242424242424,"15,16년"
1차 산업,사조산업,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,68500,62500,-0.0875912408759124,"15,16년"
1차 산업,신라교역,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,17350,14050,-0.1902017291066282,"15,16년"
건설업,GS건설,2.0,4.0,4.0,3.0,3.0,4.0,1.0,-1.0,0.0,23300,26800,0.1502145922746781,"15,16년"
건설업,대우건설,,3.0,4.0,2.0,4.0,4.0,,1.0,0.0,6510,6330,-0.0276497695852534,"15,16년"
건설업,동아지질,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,7960,8250,0.0364321608040201,"15,16년"
건설업,범양건영,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,14400,13250,-0.0798611111111111,"15,16년"
건설업,삼호개발,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,3410,3250,-0.0469208211143695,"15,16년"
건설업,신세계건설,2.0,3.0,1.5,2.0,3.0,3.0,0.0,0.0,1.5,49500,40200,-0.1878787878787878,"15,16년"
건설업,에쓰씨엔지니어링,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,6080,3305,-0.4564144736842105,"15,16년"
건설업,일성건설,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,11400,9100,-0.2017543859649122,"15,16년"
건설업,진흥기업,1.0,1.5,3.0,2.0,1.5,3.0,1.0,0.0,0.0,2240,1755,-0.2165178571428571,"15,16년"
건설업,코오롱글로벌,2.0,1.5,1.5,3.0,3.0,1.5,1.0,1.5,0.0,17000,13350,-0.2147058823529411,"15,16년"
건설업,태영건설,3.0,1.5,3.0,3.0,3.0,1.5,0.0,1.5,-1.5,5890,4875,-0.1723259762308998,"15,16년"
건설업,한신공영,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,18800,17800,-0.0531914893617021,"15,16년"
건설업,한전KPS,2.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,104000,54900,-0.4721153846153846,"15,16년"
건설업,현대건설,2.0,3.0,4.0,2.0,3.0,4.0,0.0,0.0,0.0,34600,41450,0.1979768786127167,"15,16년"
건설업,화성산업,3.0,3.0,1.5,3.0,1.5,1.5,0.0,-1.5,0.0,17200,12600,-0.2674418604651162,"15,16년"
금융 및 보험업,AK홀딩스,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,86000,61600,-0.2837209302325581,"15,16년"
금융 및 보험업,BNK금융지주,5.0,4.0,1.5,5.0,3.0,1.5,0.0,-1.0,0.0,14000,9290,-0.3364285714285714,"15,16년"
금융 및 보험업,CJ,2.0,4.0,3.0,3.0,4.0,3.0,1.0,0.0,0.0,240000,174500,-0.2729166666666666,"15,16년"
금융 및 보험업,CS홀딩스,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,79900,87000,0.0888610763454317,"15,16년"
금융 및 보험업,DGB금융지주,5.0,3.0,4.0,5.0,5.0,4.0,0.0,2.0,0.0,10600,9600,-0.0943396226415094,"15,16년"
금융 및 보험업,GS,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,50200,51100,0.0179282868525896,"15,16년"
금융 및 보험업,JB금융지주,5.0,1.5,1.5,5.0,1.5,1.5,0.0,0.0,0.0,5940,5940,0.0,"15,16년"
금융 및 보험업,JW홀딩스,2.0,1.5,1.5,1.0,3.0,1.5,-1.0,1.5,0.0,8580,9970,0.162004662004662,"15,16년"
금융 및 보험업,KB금융,4.0,3.0,3.0,5.0,5.0,4.0,1.0,2.0,1.0,36150,42300,0.1701244813278008,"15,16년"
금융 및 보험업,KC그린홀딩스,2.0,1.5,1.5,2.0,4.0,1.5,0.0,2.5,0.0,9690,8650,-0.1073271413828689,"15,16년"
금융 및 보험업,LG,4.0,3.0,1.5,4.0,3.0,1.5,0.0,0.0,0.0,66000,61300,-0.0712121212121212,"15,16년"
금융 및 보험업,LS,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,38700,54900,0.4186046511627907,"15,16년"
금융 및 보험업,NH투자증권,4.0,3.0,1.5,5.0,3.0,1.5,1.0,0.0,0.0,10100,10100,0.0,"15,16년"
금융 및 보험업,SK,4.0,4.0,4.0,4.0,5.0,4.0,0.0,1.0,0.0,267000,223500,-0.1629213483146067,"15,16년"
금융 및 보험업,SK증권,3.0,3.0,1.5,4.0,3.0,1.5,1.0,0.0,0.0,1175,1040,-0.1148936170212766,"15,16년"
금융 및 보험업,교보증권,4.0,3.0,1.5,5.0,3.0,1.5,1.0,0.0,0.0,9850,9300,-0.0558375634517766,"15,16년"
금융 및 보험업,기업은행,4.0,3.0,1.5,3.0,3.0,1.5,-1.0,0.0,0.0,14000,13200,-0.0571428571428571,"15,16년"
금융 및 보험업,노루홀딩스,2.0,1.5,1.5,,1.5,1.5,,0.0,0.0,28750,16700,-0.4191304347826087,"15,16년"
금융 및 보험업,농심홀딩스,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,150000,101000,-0.3266666666666666,"15,16년"
금융 및 보험업,대상홀딩스,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,21350,10450,-0.5105386416861827,"15,16년"
금융 및 보험업,대신증권,4.0,1.5,1.5,4.0,1.5,1.5,0.0,0.0,0.0,10500,10550,0.0047619047619047,"15,16년"
금융 및 보험업,동아쏘시오홀딩스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,162500,145000,-0.1076923076923077,"15,16년"
금융 및 보험업,동양생명,4.0,3.0,1.5,5.0,1.5,1.5,1.0,-1.5,0.0,13950,12000,-0.1397849462365591,"15,16년"
금융 및 보험업,동원산업,2.0,3.0,1.5,2.0,1.5,1.5,0.0,-1.5,0.0,320000,308000,-0.0375,"15,16년"
금융 및 보험업,두산,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,110500,102500,-0.0723981900452488,"15,16년"
금융 및 보험업,디와이,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,6930,6270,-0.0952380952380952,"15,16년"
금융 및 보험업,롯데손해보험,3.0,4.0,1.5,5.0,4.0,1.5,2.0,0.0,0.0,2830,2720,-0.03886925795053,"15,16년"
금융 및 보험업,메리츠금융지주,4.0,1.5,1.5,4.0,1.5,1.5,0.0,0.0,0.0,14650,11250,-0.2320819112627986,"15,16년"
금융 및 보험업,미래에셋증권,3.0,3.0,1.5,4.0,3.0,1.5,1.0,0.0,0.0,25550,22650,-0.1135029354207436,"15,16년"
금융 및 보험업,부국증권,2.0,1.5,1.5,3.0,1.5,1.5,1.0,0.0,0.0,17200,20000,0.1627906976744186,"15,16년"
금융 및 보험업,삼성생명,4.0,4.0,5.0,5.0,3.0,4.0,1.0,-1.0,-1.0,109000,110500,0.0137614678899082,"15,16년"
금융 및 보험업,삼성증권,5.0,3.0,1.5,5.0,3.0,1.5,0.0,0.0,0.0,48300,34550,-0.2846790890269151,"15,16년"
금융 및 보험업,삼성카드,4.0,1.5,1.5,5.0,3.0,1.5,1.0,1.5,0.0,38600,48200,0.2487046632124352,"15,16년"
금융 및 보험업,삼양홀딩스,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,160500,125000,-0.2211838006230529,"15,16년"
금융 및 보험업,서연,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,12250,11100,-0.0938775510204081,"15,16년"
금융 및 보험업,신영증권,3.0,1.5,1.5,4.0,1.5,1.5,1.0,0.0,0.0,55200,49700,-0.0996376811594202,"15,16년"
금융 및 보험업,신한지주,5.0,5.0,4.0,5.0,5.0,5.0,0.0,0.0,1.0,43550,43850,0.0068886337543053,"15,16년"
금융 및 보험업,영원무역홀딩스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,72000,57600,-0.2,"15,16년"
금융 및 보험업,우리종금,2.0,1.5,1.5,3.0,1.5,1.5,1.0,0.0,0.0,611,686,0.1227495908346972,"15,16년"
금융 및 보험업,유안타증권,2.0,1.5,1.5,4.0,1.5,1.5,2.0,0.0,0.0,3995,3140,-0.2140175219023779,"15,16년"
금융 및 보험업,유화증권,3.0,1.5,1.5,3.0,1.5,1.5,0.0,0.0,0.0,14700,15700,0.0680272108843537,"15,16년"
금융 및 보험업,일진홀딩스,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,12050,5850,-0.5145228215767634,"15,16년"
금융 및 보험업,제주은행,4.0,1.5,1.5,5.0,3.0,1.5,1.0,1.5,0.0,9950,7770,-0.2190954773869346,"15,16년"
금융 및 보험업,코리안리,4.0,1.5,1.5,5.0,1.5,1.5,1.0,0.0,0.0,13600,11800,-0.1323529411764706,"15,16년"
