,업종명,종목명,2021_E,2021_S,2021_G,2022_E,2022_S,2022_G,Diff_E,Diff_S,Diff_G,2021_종가,2022_종가,등락률,연도
377,제조업,금호타이어,4.0,5.0,4.0,3.0,5.0,3.0,-1.0,0.0,-1.0,5350,3085,-0.4233644859813084,"21,22년"
378,제조업,기신정기,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,4315,3375,-0.2178447276940903,"21,22년"
379,제조업,기아,6.0,6.0,5.0,5.0,5.0,3.0,-1.0,-1.0,-2.0,85100,66300,-0.2209165687426557,"21,22년"
380,제조업,깨끗한나라,4.0,3.0,3.0,2.0,3.0,2.0,-2.0,0.0,-1.0,4475,2920,-0.3474860335195531,"21,22년"
381,제조업,남선알미늄,2.0,3.0,3.0,1.0,1.0,2.0,-1.0,-2.0,-1.0,2930,2080,-0.2901023890784983,"21,22년"
382,제조업,남양유업,4.0,4.0,4.0,3.0,4.0,1.0,-1.0,0.0,-3.0,456500,363500,-0.2037239868565169,"21,22년"
383,제조업,남해화학,2.0,3.0,4.0,2.0,2.0,2.0,0.0,-1.0,-2.0,13400,9120,-0.3194029850746269,"21,22년"
384,제조업,넥센,4.0,5.0,3.0,4.0,5.0,3.0,0.0,0.0,0.0,5020,4000,-0.2031872509960159,"21,22년"
385,제조업,넥센타이어,4.0,5.0,4.0,4.0,5.0,3.0,0.0,0.0,-1.0,7570,7720,0.0198150594451783,"21,22년"
386,제조업,노루페인트,5.0,6.0,4.0,4.0,6.0,4.0,-1.0,0.0,0.0,10400,7740,-0.2557692307692307,"21,22년"
387,제조업,농심,3.0,5.0,3.0,3.0,5.0,1.0,0.0,0.0,-2.0,283500,302000,0.0652557319223985,"21,22년"
388,제조업,다스코,3.0,2.0,4.0,1.0,1.0,2.0,-2.0,-1.0,-2.0,5160,5350,0.0368217054263565,"21,22년"
390,제조업,대덕전자,,,,3.0,5.0,4.0,,,,17150,24600,0.434402332361516,"21,22년"
391,제조업,대동,3.0,3.0,4.0,2.0,2.0,1.0,-1.0,-1.0,-3.0,9800,11450,0.1683673469387755,"21,22년"
392,제조업,대동전자,2.0,2.0,4.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,7860,13250,0.6857506361323156,"21,22년"
393,제조업,대림통상,2.0,2.0,2.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,3745,3285,-0.1228304405874499,"21,22년"
394,제조업,대상,5.0,6.0,4.0,5.0,6.0,3.0,0.0,0.0,-1.0,23850,20950,-0.1215932914046121,"21,22년"
395,제조업,대양금속,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,5420,3340,-0.3837638376383764,"21,22년"
396,제조업,대영포장,2.0,2.0,2.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,2485,1480,-0.4044265593561368,"21,22년"
397,제조업,대우부품,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,3120,1530,-0.5096153846153846,"21,22년"
398,제조업,대우조선해양,3.0,6.0,5.0,3.0,4.0,4.0,0.0,-2.0,-1.0,25800,18300,-0.2906976744186046,"21,22년"
399,제조업,대원강업,3.0,2.0,4.0,2.0,1.0,2.0,-1.0,-1.0,-2.0,4210,2550,-0.3942992874109263,"21,22년"
400,제조업,대원전선,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,1920,1180,-0.3854166666666667,"21,22년"
401,제조업,대원화성,3.0,3.0,4.0,2.0,2.0,1.0,-1.0,-1.0,-3.0,5850,2710,-0.5367521367521367,"21,22년"
402,제조업,대유에이텍,2.0,2.0,3.0,1.0,2.0,1.0,-1.0,0.0,-2.0,1795,667,-0.6284122562674095,"21,22년"
403,제조업,대유플러스,2.0,2.0,2.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1420,823,-0.4204225352112676,"21,22년"
404,제조업,대창,3.0,3.0,2.0,1.0,2.0,1.0,-2.0,-1.0,-1.0,2040,1280,-0.3725490196078431,"21,22년"
405,제조업,대창단조,3.0,2.0,4.0,2.0,2.0,2.0,-1.0,0.0,-2.0,7600,6370,-0.1618421052631579,"21,22년"
406,제조업,대한방직,2.0,2.0,4.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,46200,50900,0.1017316017316017,"21,22년"
407,제조업,대한유화,3.0,3.0,4.0,3.0,3.0,1.0,0.0,0.0,-3.0,185000,118500,-0.3594594594594594,"21,22년"
408,제조업,대한전선,5.0,6.0,5.0,4.0,6.0,4.0,-1.0,0.0,-1.0,2255,1500,-0.3348115299334812,"21,22년"
409,제조업,대한제강,3.0,3.0,3.0,1.0,1.0,2.0,-2.0,-2.0,-1.0,18550,12250,-0.3396226415094339,"21,22년"
410,제조업,대한제당,3.0,2.0,4.0,1.0,1.0,2.0,-2.0,-1.0,-2.0,3300,2540,-0.2303030303030303,"21,22년"
411,제조업,대한제분,2.0,2.0,4.0,2.0,1.0,1.0,0.0,-1.0,-3.0,164000,129000,-0.2134146341463414,"21,22년"
412,제조업,대한화섬,3.0,4.0,4.0,2.0,2.0,3.0,-1.0,-2.0,-1.0,136500,98200,-0.2805860805860806,"21,22년"
413,제조업,대현,1.0,3.0,4.0,1.0,1.0,4.0,0.0,-2.0,0.0,2880,2115,-0.265625,"21,22년"
414,제조업,대호에이엘,3.0,2.0,3.0,2.0,1.0,1.0,-1.0,-1.0,-2.0,3870,1355,-0.6498708010335917,"21,22년"
416,제조업,덕양산업,2.0,2.0,3.0,1.0,2.0,1.0,-1.0,0.0,-2.0,3740,2930,-0.2165775401069518,"21,22년"
417,제조업,덴티움,1.0,3.0,4.0,1.0,2.0,1.0,0.0,-1.0,-3.0,69100,76300,0.1041968162083936,"21,22년"
418,제조업,동국제강,4.0,3.0,4.0,4.0,3.0,3.0,0.0,0.0,-1.0,17050,11450,-0.3284457478005865,"21,22년"
419,제조업,동남합성,1.0,2.0,3.0,1.0,1.0,3.0,0.0,-1.0,0.0,64800,53200,-0.1790123456790123,"21,22년"
420,제조업,동방아그로,1.0,2.0,4.0,1.0,1.0,2.0,0.0,-1.0,-2.0,7370,6360,-0.1370420624151967,"21,22년"
421,제조업,동아타이어,1.0,2.0,4.0,1.0,1.0,2.0,0.0,-1.0,-2.0,13050,11600,-0.1111111111111111,"21,22년"
422,제조업,동양,2.0,2.0,4.0,1.0,1.0,2.0,-1.0,-1.0,-2.0,1670,992,-0.4059880239520958,"21,22년"
423,제조업,동양철관,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,-2.0,1445,1015,-0.2975778546712803,"21,22년"
424,제조업,동양피스톤,3.0,2.0,4.0,1.0,3.0,1.0,-2.0,1.0,-3.0,8160,4250,-0.4791666666666667,"21,22년"
425,제조업,동원F&B,3.0,5.0,3.0,3.0,5.0,2.0,0.0,0.0,-1.0,205000,129000,-0.3707317073170731,"21,22년"
426,제조업,동원금속,1.0,2.0,4.0,1.0,1.0,2.0,0.0,-1.0,-2.0,994,893,-0.1016096579476861,"21,22년"
427,제조업,동원시스템즈,2.0,4.0,3.0,3.0,4.0,1.0,1.0,0.0,-2.0,52100,45950,-0.118042226487524,"21,22년"
428,제조업,동일고무벨트,3.0,4.0,4.0,2.0,4.0,3.0,-1.0,0.0,-1.0,8380,6450,-0.2303102625298329,"21,22년"
429,제조업,동일산업,3.0,2.0,4.0,2.0,1.0,4.0,-1.0,-1.0,0.0,142000,178500,0.2570422535211267,"21,22년"
430,제조업,동일제강,2.0,2.0,3.0,1.0,1.0,2.0,-1.0,-1.0,-1.0,3400,2280,-0.3294117647058823,"21,22년"
431,제조업,두산밥캣,2.0,5.0,5.0,3.0,5.0,4.0,1.0,0.0,-1.0,38050,33500,-0.1195795006570302,"21,22년"
432,제조업,두산퓨얼셀,3.0,5.0,5.0,4.0,6.0,3.0,1.0,1.0,-2.0,52200,27250,-0.4779693486590038,"21,22년"
433,제조업,두올,2.0,3.0,4.0,1.0,2.0,2.0,-1.0,-1.0,-2.0,4520,2345,-0.4811946902654867,"21,22년"
434,제조업,드림텍,2.0,2.0,4.0,1.0,1.0,2.0,-1.0,-1.0,-2.0,9970,9590,-0.0381143430290872,"21,22년"
435,제조업,디씨엠,1.0,2.0,4.0,1.0,2.0,3.0,0.0,0.0,-1.0,22350,14000,-0.3736017897091722,"21,22년"
436,제조업,디아이,1.0,3.0,4.0,1.0,2.0,1.0,0.0,-1.0,-3.0,7910,4395,-0.4443742098609355,"21,22년"
437,제조업,디아이씨,2.0,2.0,3.0,1.0,2.0,1.0,-1.0,0.0,-2.0,5680,4000,-0.2957746478873239,"21,22년"
438,제조업,디와이파워,2.0,2.0,4.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,12700,10950,-0.1377952755905512,"21,22년"
439,제조업,락앤락,2.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,-1.0,10500,6100,-0.419047619047619,"21,22년"
440,제조업,롯데정밀화학,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,85100,56100,-0.3407755581668625,"21,22년"
441,제조업,롯데제과,5.0,5.0,5.0,3.0,5.0,5.0,-2.0,0.0,0.0,128500,130000,0.0116731517509727,"21,22년"
442,제조업,롯데케미칼,3.0,6.0,5.0,4.0,6.0,5.0,1.0,0.0,0.0,224500,148000,-0.3407572383073496,"21,22년"
444,제조업,만호제강,2.0,2.0,4.0,1.0,2.0,4.0,-1.0,0.0,0.0,22000,32500,0.4772727272727273,"21,22년"
445,제조업,메타랩스,1.0,2.0,4.0,1.0,1.0,1.0,0.0,-1.0,-3.0,1020,628,-0.3843137254901961,"21,22년"
446,제조업,명신산업,,,,1.0,1.0,1.0,,,,29300,17250,-0.4112627986348123,"21,22년"
447,제조업,모나리자,3.0,2.0,3.0,1.0,2.0,1.0,-2.0,0.0,-2.0,3975,2970,-0.2528301886792453,"21,22년"
448,제조업,모토닉,3.0,3.0,4.0,2.0,3.0,4.0,-1.0,0.0,0.0,11100,7620,-0.3135135135135135,"21,22년"
449,제조업,무림P&P,4.0,5.0,5.0,3.0,5.0,4.0,-1.0,0.0,-1.0,4470,4530,0.0134228187919463,"21,22년"
450,제조업,무림페이퍼,4.0,4.0,5.0,3.0,4.0,3.0,-1.0,0.0,-2.0,2735,2430,-0.1115173674588665,"21,22년"
451,제조업,무학,1.0,3.0,4.0,1.0,2.0,3.0,0.0,-1.0,-1.0,9720,4820,-0.5041152263374485,"21,22년"
452,제조업,문배철강,1.0,2.0,3.0,1.0,1.0,2.0,0.0,-1.0,-1.0,4405,3385,-0.23155505107832,"21,22년"
453,제조업,미래산업,2.0,2.0,2.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,13800,8560,-0.3797101449275362,"21,22년"
454,제조업,미원상사,1.0,2.0,3.0,2.0,1.0,2.0,1.0,-1.0,-1.0,207500,169500,-0.1831325301204819,"21,22년"
455,제조업,미원에스씨,3.0,3.0,4.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,215500,167500,-0.222737819025522,"21,22년"
456,제조업,미원화학,4.0,4.0,5.0,2.0,1.0,2.0,-2.0,-3.0,-3.0,80100,60300,-0.247191011235955,"21,22년"
458,제조업,백광산업,2.0,2.0,2.0,2.0,1.0,1.0,0.0,-1.0,-1.0,5620,4445,-0.2090747330960854,"21,22년"
459,제조업,백산,1.0,2.0,2.0,1.0,1.0,1.0,0.0,-1.0,-1.0,7920,8620,0.0883838383838383,"21,22년"
460,제조업,벽산,4.0,3.0,3.0,2.0,2.0,1.0,-2.0,-1.0,-2.0,3660,1945,-0.4685792349726776,"21,22년"
461,제조업,보락,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,2080,1435,-0.3100961538461538,"21,22년"
462,제조업,보해양조,1.0,2.0,3.0,1.0,1.0,2.0,0.0,-1.0,-1.0,988,628,-0.3643724696356275,"21,22년"
463,제조업,부국철강,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,4755,3250,-0.316508937960042,"21,22년"
464,제조업,부산산업,1.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,123500,63200,-0.4882591093117409,"21,22년"
465,제조업,부산주공,3.0,1.0,3.0,1.0,1.0,1.0,-2.0,0.0,-2.0,615,641,0.0422764227642276,"21,22년"
466,제조업,비비안,1.0,2.0,2.0,1.0,1.0,1.0,0.0,-1.0,-1.0,3050,1255,-0.5885245901639344,"21,22년"
467,제조업,빙그레,5.0,6.0,5.0,5.0,5.0,4.0,0.0,-1.0,-1.0,55700,37300,-0.3303411131059246,"21,22년"
468,제조업,사조대림,2.0,5.0,4.0,3.0,3.0,1.0,1.0,-2.0,-3.0,27800,23750,-0.14568345323741,"21,22년"
469,제조업,사조동아원,2.0,3.0,4.0,2.0,4.0,2.0,0.0,1.0,-2.0,1270,1045,-0.1771653543307086,"21,22년"
470,제조업,사조씨푸드,2.0,4.0,4.0,1.0,3.0,3.0,-1.0,-1.0,-1.0,5220,4690,-0.1015325670498084,"21,22년"
471,제조업,사조오양,1.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0,-1.0,9740,7640,-0.2156057494866529,"21,22년"
472,제조업,삼성SDI,5.0,6.0,4.0,5.0,6.0,4.0,0.0,0.0,0.0,734000,737000,0.0040871934604904,"21,22년"
473,제조업,삼성공조,2.0,2.0,3.0,1.0,2.0,3.0,-1.0,0.0,0.0,16400,10700,-0.3475609756097561,"21,22년"
474,제조업,삼성전기,5.0,6.0,4.0,5.0,6.0,5.0,0.0,0.0,1.0,159000,121000,-0.2389937106918239,"21,22년"
475,제조업,삼성전자,5.0,6.0,3.0,5.0,6.0,4.0,0.0,0.0,1.0,69800,59400,-0.1489971346704871,"21,22년"
476,제조업,삼성중공업,3.0,5.0,4.0,4.0,4.0,4.0,1.0,-1.0,0.0,6380,5150,-0.1927899686520376,"21,22년"
477,제조업,삼아알미늄,3.0,2.0,4.0,1.0,1.0,3.0,-2.0,-1.0,-1.0,26550,28000,0.0546139359698681,"21,22년"
478,제조업,삼양사,5.0,5.0,4.0,4.0,5.0,3.0,-1.0,0.0,-1.0,68300,37100,-0.4568081991215227,"21,22년"
479,제조업,삼양식품,5.0,6.0,5.0,5.0,6.0,3.0,0.0,0.0,-2.0,81800,111000,0.3569682151589242,"21,22년"
480,제조업,삼양통상,2.0,2.0,4.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,64000,50100,-0.2171875,"21,22년"
481,제조업,삼양패키징,3.0,4.0,4.0,2.0,4.0,3.0,-1.0,0.0,-1.0,26350,15900,-0.396584440227704,"21,22년"
482,제조업,삼원강재,3.0,1.0,3.0,2.0,1.0,2.0,-1.0,0.0,-1.0,3295,2570,-0.220030349013657,"21,22년"
483,제조업,삼익THK,3.0,3.0,4.0,2.0,2.0,2.0,-1.0,-1.0,-2.0,11950,11550,-0.0334728033472803,"21,22년"
484,제조업,삼익악기,1.0,2.0,4.0,2.0,1.0,1.0,1.0,-1.0,-3.0,1820,1180,-0.3516483516483517,"21,22년"
485,제조업,삼일씨엔에스,2.0,3.0,4.0,1.0,1.0,1.0,-1.0,-2.0,-3.0,10500,6050,-0.4238095238095238,"21,22년"
486,제조업,삼정펄프,2.0,1.0,3.0,1.0,2.0,1.0,-1.0,1.0,-2.0,30250,24650,-0.1851239669421487,"21,22년"
487,제조업,삼화왕관,3.0,2.0,3.0,1.0,1.0,1.0,-2.0,-1.0,-2.0,43650,35600,-0.1844215349369988,"21,22년"
488,제조업,삼화전기,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,28850,15450,-0.464471403812825,"21,22년"
489,제조업,상신브레이크,3.0,3.0,3.0,1.0,2.0,2.0,-2.0,-1.0,-1.0,4515,2725,-0.3964562569213732,"21,22년"
490,제조업,새론오토모티브,2.0,2.0,3.0,1.0,2.0,2.0,-1.0,0.0,-1.0,5500,4805,-0.1263636363636363,"21,22년"
491,제조업,샘표식품,3.0,4.0,3.0,1.0,2.0,2.0,-2.0,-2.0,-1.0,46150,31400,-0.3196099674972914,"21,22년"
492,제조업,서연이화,4.0,5.0,5.0,3.0,5.0,4.0,-1.0,0.0,-1.0,7710,7130,-0.0752269779507133,"21,22년"
493,제조업,서원,3.0,2.0,4.0,2.0,1.0,2.0,-1.0,-1.0,-2.0,2135,1285,-0.3981264637002342,"21,22년"
494,제조업,서흥,2.0,3.0,4.0,2.0,3.0,4.0,0.0,0.0,0.0,47850,33550,-0.2988505747126437,"21,22년"
495,제조업,선도전기,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,4750,3000,-0.3684210526315789,"21,22년"
496,제조업,선진,3.0,5.0,3.0,2.0,4.0,2.0,-1.0,-1.0,-1.0,12950,7950,-0.3861003861003861,"21,22년"
497,제조업,성문전자,2.0,2.0,2.0,1.0,2.0,1.0,-1.0,0.0,-1.0,2635,1625,-0.3833017077798861,"21,22년"
498,제조업,성보화학,1.0,3.0,4.0,1.0,2.0,2.0,0.0,-1.0,-2.0,4280,2970,-0.3060747663551402,"21,22년"
499,제조업,성신양회,4.0,4.0,4.0,2.0,3.0,2.0,-2.0,-1.0,-2.0,11100,9530,-0.1414414414414414,"21,22년"
500,제조업,성안,1.0,2.0,2.0,1.0,1.0,3.0,0.0,-1.0,1.0,787,985,0.2515883100381194,"21,22년"
501,제조업,세방전지,3.0,3.0,4.0,3.0,2.0,2.0,0.0,-1.0,-2.0,81800,38950,-0.523838630806846,"21,22년"
502,제조업,세아제강,4.0,4.0,4.0,3.0,4.0,4.0,-1.0,0.0,0.0,103000,139000,0.3495145631067961,"21,22년"
503,제조업,세아특수강,4.0,4.0,4.0,2.0,4.0,5.0,-2.0,0.0,1.0,15750,20800,0.3206349206349206,"21,22년"
504,제조업,세아홀딩스,4.0,4.0,4.0,2.0,4.0,2.0,-2.0,0.0,-2.0,111000,101500,-0.0855855855855855,"21,22년"
505,제조업,세원이앤씨,1.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,-2.0,1095,852,-0.2219178082191781,"21,22년"
506,제조업,세원정공,2.0,3.0,2.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,8090,8090,0.0,"21,22년"
507,제조업,세종공업,3.0,3.0,3.0,1.0,3.0,1.0,-2.0,0.0,-2.0,10950,4625,-0.5776255707762558,"21,22년"
508,제조업,세진중공업,2.0,2.0,4.0,1.0,1.0,2.0,-1.0,-1.0,-2.0,6500,5730,-0.1184615384615384,"21,22년"
509,제조업,세하,3.0,3.0,3.0,1.0,2.0,1.0,-2.0,-1.0,-2.0,1860,1160,-0.3763440860215054,"21,22년"
510,제조업,센트랄모텍,1.0,3.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,28750,13000,-0.5478260869565217,"21,22년"
511,제조업,솔루스첨단소재,1.0,3.0,4.0,1.0,2.0,3.0,0.0,-1.0,-1.0,82300,33600,-0.5917375455650061,"21,22년"
512,제조업,송원산업,3.0,3.0,2.0,2.0,2.0,1.0,-1.0,-1.0,-1.0,17900,17250,-0.0363128491620111,"21,22년"
513,제조업,수산중공업,1.0,2.0,4.0,1.0,1.0,2.0,0.0,-1.0,-2.0,2650,2675,0.0094339622641509,"21,22년"
514,제조업,시디즈,2.0,2.0,2.0,1.0,2.0,2.0,-1.0,0.0,0.0,66800,42500,-0.3637724550898203,"21,22년"
515,제조업,신대양제지,2.0,2.0,3.0,1.0,2.0,1.0,-1.0,0.0,-2.0,87500,82800,-0.0537142857142857,"21,22년"
516,제조업,신도리코,2.0,2.0,4.0,2.0,1.0,4.0,0.0,-1.0,0.0,32850,32200,-0.0197869101978691,"21,22년"
517,제조업,신성이엔지,3.0,2.0,4.0,1.0,2.0,2.0,-2.0,0.0,-2.0,2360,1890,-0.1991525423728813,"21,22년"
519,제조업,신원,1.0,3.0,3.0,1.0,2.0,2.0,0.0,-1.0,-1.0,3430,1540,-0.5510204081632653,"21,22년"
520,제조업,쌍방울,1.0,3.0,2.0,1.0,2.0,1.0,0.0,-1.0,-1.0,738,376,-0.4905149051490515,"21,22년"
521,제조업,써니전자,1.0,3.0,3.0,1.0,1.0,2.0,0.0,-2.0,-1.0,3950,2265,-0.4265822784810126,"21,22년"
522,제조업,씨아이테크,1.0,2.0,2.0,1.0,1.0,1.0,0.0,-1.0,-1.0,988,825,-0.1649797570850202,"21,22년"
523,제조업,씨에스윈드,3.0,2.0,4.0,2.0,3.0,2.0,-1.0,1.0,-2.0,69400,58800,-0.1527377521613832,"21,22년"
524,제조업,아남전자,2.0,2.0,3.0,1.0,2.0,1.0,-1.0,0.0,-2.0,2365,1850,-0.2177589852008456,"21,22년"
525,제조업,아모레퍼시픽,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,181500,92700,-0.4892561983471074,"21,22년"
527,제조업,아세아제지,2.0,4.0,3.0,2.0,4.0,1.0,0.0,0.0,-2.0,45900,36600,-0.2026143790849673,"21,22년"
528,제조업,아이에스동서,3.0,4.0,4.0,3.0,5.0,4.0,0.0,1.0,0.0,45200,31550,-0.3019911504424779,"21,22년"
529,제조업,알루코,2.0,1.0,3.0,1.0,2.0,1.0,-1.0,1.0,-2.0,3995,2515,-0.3704630788485607,"21,22년"
530,제조업,애경산업,4.0,6.0,4.0,4.0,6.0,4.0,0.0,0.0,0.0,22200,11000,-0.5045045045045045,"21,22년"
531,제조업,에넥스,2.0,3.0,3.0,1.0,2.0,2.0,-1.0,-1.0,-1.0,2445,880,-0.6400817995910021,"21,22년"
532,제조업,에스엘,4.0,4.0,4.0,3.0,4.0,4.0,-1.0,0.0,0.0,32750,30750,-0.0610687022900763,"21,22년"
533,제조업,에이블씨엔씨,2.0,4.0,4.0,1.0,3.0,3.0,-1.0,-1.0,-1.0,7680,4380,-0.4296875,"21,22년"
534,제조업,에이엔피,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,2095,1880,-0.1026252983293556,"21,22년"
535,제조업,엔케이,3.0,2.0,2.0,1.0,1.0,1.0,-2.0,-1.0,-1.0,1125,890,-0.2088888888888889,"21,22년"
536,제조업,영보화학,3.0,2.0,3.0,2.0,2.0,1.0,-1.0,0.0,-2.0,4260,3335,-0.2171361502347417,"21,22년"
537,제조업,영풍,1.0,2.0,4.0,2.0,4.0,3.0,1.0,2.0,-1.0,686000,630000,-0.0816326530612244,"21,22년"
538,제조업,영풍제지,3.0,2.0,3.0,2.0,1.0,1.0,-1.0,-1.0,-2.0,7090,9240,0.3032440056417489,"21,22년"
539,제조업,영화금속,2.0,2.0,4.0,1.0,1.0,2.0,-1.0,-1.0,-2.0,1980,899,-0.545959595959596,"21,22년"
540,제조업,영흥,2.0,3.0,4.0,1.0,1.0,3.0,-1.0,-2.0,-1.0,1080,705,-0.3472222222222222,"21,22년"
541,제조업,오뚜기,4.0,6.0,4.0,2.0,4.0,2.0,-2.0,-2.0,-2.0,481000,441500,-0.0821205821205821,"21,22년"
542,제조업,오리온,5.0,5.0,4.0,4.0,5.0,5.0,-1.0,0.0,1.0,118000,101500,-0.1398305084745762,"21,22년"
544,제조업,우신시스템,2.0,2.0,4.0,1.0,1.0,2.0,-1.0,-1.0,-2.0,6810,2615,-0.6160058737151248,"21,22년"
545,제조업,우진,2.0,2.0,4.0,1.0,2.0,3.0,-1.0,0.0,-1.0,9660,8400,-0.1304347826086956,"21,22년"
546,제조업,우진플라임,3.0,2.0,3.0,1.0,1.0,1.0,-2.0,-1.0,-2.0,4435,3715,-0.1623449830890642,"21,22년"
547,제조업,원림,1.0,3.0,3.0,1.0,1.0,2.0,0.0,-2.0,-1.0,20900,20000,-0.0430622009569378,"21,22년"
548,제조업,유니드,3.0,4.0,4.0,2.0,4.0,3.0,-1.0,0.0,-1.0,116500,77000,-0.3390557939914163,"21,22년"
549,제조업,유니온,3.0,3.0,3.0,2.0,2.0,3.0,-1.0,-1.0,0.0,6950,5330,-0.2330935251798561,"21,22년"
550,제조업,유니온머티리얼,3.0,2.0,3.0,1.0,1.0,2.0,-2.0,-1.0,-1.0,3575,3060,-0.144055944055944,"21,22년"
551,제조업,유니켐,2.0,2.0,4.0,1.0,1.0,1.0,-1.0,-1.0,-3.0,1385,1140,-0.1768953068592057,"21,22년"
552,제조업,유성기업,3.0,1.0,2.0,2.0,2.0,2.0,-1.0,1.0,0.0,3375,2645,-0.2162962962962963,"21,22년"
553,제조업,율촌화학,3.0,3.0,4.0,2.0,2.0,2.0,-1.0,-1.0,-2.0,22000,32600,0.4818181818181818,"21,22년"
554,제조업,이건산업,1.0,2.0,4.0,1.0,2.0,1.0,0.0,0.0,-3.0,14200,7480,-0.4732394366197183,"21,22년"
555,제조업,이구산업,3.0,2.0,4.0,2.0,2.0,2.0,-1.0,0.0,-2.0,3890,3025,-0.2223650385604113,"21,22년"
556,제조업,이수페타시스,3.0,5.0,2.0,3.0,4.0,1.0,0.0,-1.0,-1.0,4130,5890,0.4261501210653753,"21,22년"
557,제조업,이수화학,3.0,4.0,3.0,3.0,4.0,1.0,0.0,0.0,-2.0,15200,25200,0.6578947368421053,"21,22년"
558,제조업,이엔플러스,1.0,3.0,3.0,1.0,2.0,1.0,0.0,-1.0,-2.0,3460,4980,0.4393063583815029,"21,22년"
559,제조업,이월드,1.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,-2.0,2435,1565,-0.3572895277207392,"21,22년"
560,제조업,인디에프,1.0,3.0,3.0,1.0,1.0,2.0,0.0,-2.0,-1.0,1700,725,-0.5735294117647058,"21,22년"
561,제조업,인지컨트롤스,1.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,-2.0,16800,8000,-0.5238095238095238,"21,22년"
562,제조업,인팩,1.0,2.0,4.0,1.0,2.0,3.0,0.0,0.0,-1.0,15850,6380,-0.5974763406940063,"21,22년"
563,제조업,일신방직,3.0,3.0,5.0,2.0,2.0,1.0,-1.0,-1.0,-4.0,114500,104000,-0.0917030567685589,"21,22년"
564,제조업,일정실업,2.0,2.0,2.0,1.0,1.0,2.0,-1.0,-1.0,0.0,23000,20500,-0.108695652173913,"21,22년"
565,제조업,일진다이아,1.0,2.0,3.0,1.0,1.0,2.0,0.0,-1.0,-1.0,37850,15750,-0.583883751651255,"21,22년"
566,제조업,일진디스플,3.0,3.0,3.0,1.0,1.0,2.0,-2.0,-2.0,-1.0,3465,1170,-0.6623376623376623,"21,22년"
567,제조업,일진머티리얼즈,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,100500,60600,-0.3970149253731343,"21,22년"
568,제조업,일진전기,2.0,2.0,3.0,1.0,2.0,1.0,-1.0,0.0,-2.0,5730,4375,-0.2364746945898778,"21,22년"
569,제조업,잇츠한불,4.0,3.0,4.0,1.0,2.0,3.0,-3.0,-1.0,-1.0,21550,14300,-0.3364269141531322,"21,22년"
570,제조업,자화전자,2.0,2.0,4.0,1.0,2.0,2.0,-1.0,0.0,-2.0,18650,18650,0.0,"21,22년"
572,제조업,제이에스코퍼레이션,1.0,2.0,4.0,1.0,1.0,3.0,0.0,-1.0,-1.0,25450,14150,-0.444007858546169,"21,22년"
573,제조업,제이준코스메틱,1.0,2.0,3.0,1.0,1.0,2.0,0.0,-1.0,-1.0,1150,421,-0.6339130434782608,"21,22년"
574,제조업,제일연마,2.0,2.0,4.0,1.0,1.0,4.0,-1.0,-1.0,0.0,8890,8150,-0.0832395950506186,"21,22년"
575,제조업,조광페인트,3.0,4.0,3.0,2.0,2.0,2.0,-1.0,-2.0,-1.0,8390,7550,-0.100119189511323,"21,22년"
576,제조업,조광피혁,1.0,2.0,3.0,1.0,1.0,3.0,0.0,-1.0,0.0,61500,49000,-0.2032520325203252,"21,22년"
577,제조업,조비,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,26600,14800,-0.4436090225563909,"21,22년"
