,업종명,종목명,2021_E,2021_S,2021_G,2022_E,2022_S,2022_G,Diff_E,Diff_S,Diff_G,2021_종가,2022_종가,등락률,연도
177,서비스업,현대오토에버,5.0,6.0,5.0,4.0,5.0,4.0,-1.0,-1.0,-1.0,116500,118500,0.0171673819742489,"21,22년"
178,에너지업,SGC에너지,4.0,5.0,4.0,4.0,5.0,4.0,0.0,0.0,0.0,48400,31400,-0.3512396694214876,"21,22년"
179,에너지업,경동도시가스,4.0,5.0,5.0,2.0,4.0,3.0,-2.0,-1.0,-2.0,23550,23400,-0.0063694267515923,"21,22년"
180,에너지업,대성에너지,3.0,3.0,3.0,1.0,3.0,2.0,-2.0,0.0,-1.0,9600,11000,0.1458333333333333,"21,22년"
182,에너지업,인천도시가스,1.0,2.0,3.0,1.0,3.0,3.0,0.0,1.0,0.0,28500,27750,-0.0263157894736842,"21,22년"
183,에너지업,지역난방공사,4.0,6.0,5.0,5.0,6.0,6.0,1.0,0.0,1.0,41300,26150,-0.3668280871670702,"21,22년"
184,에너지업,한국가스공사,4.0,5.0,4.0,4.0,5.0,4.0,0.0,0.0,0.0,44300,34800,-0.2144469525959368,"21,22년"
185,에너지업,한진중공업홀딩스,1.0,2.0,4.0,1.0,1.0,4.0,0.0,-1.0,0.0,4540,3780,-0.1674008810572687,"21,22년"
186,운수 및 창고업,BGF리테일,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,161500,186500,0.1547987616099071,"21,22년"
187,운수 및 창고업,CJ대한통운,5.0,6.0,5.0,4.0,6.0,3.0,-1.0,0.0,-2.0,142000,87900,-0.3809859154929577,"21,22년"
188,운수 및 창고업,E1,4.0,5.0,4.0,4.0,4.0,4.0,0.0,-1.0,0.0,52400,42700,-0.1851145038167939,"21,22년"
189,운수 및 창고업,GS글로벌,3.0,4.0,5.0,2.0,4.0,4.0,-1.0,0.0,-1.0,2575,2695,0.0466019417475728,"21,22년"
190,운수 및 창고업,GS리테일,5.0,5.0,5.0,4.0,5.0,5.0,-1.0,0.0,0.0,32200,25400,-0.2111801242236025,"21,22년"
191,운수 및 창고업,HMM,5.0,6.0,5.0,6.0,5.0,4.0,1.0,-1.0,-1.0,26650,19100,-0.2833020637898686,"21,22년"
192,운수 및 창고업,KSS해운,4.0,6.0,5.0,4.0,5.0,4.0,0.0,-1.0,-1.0,11900,8990,-0.2445378151260504,"21,22년"
193,운수 및 창고업,LS네트웍스,1.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,0.0,3225,2620,-0.1875968992248062,"21,22년"
194,운수 및 창고업,LX인터내셔널,5.0,6.0,5.0,4.0,5.0,5.0,-1.0,-1.0,0.0,27150,40650,0.4972375690607735,"21,22년"
195,운수 및 창고업,SG세계물산,1.0,3.0,2.0,1.0,1.0,1.0,0.0,-2.0,-1.0,691,547,-0.2083936324167872,"21,22년"
196,운수 및 창고업,SK가스,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,137500,114000,-0.1709090909090909,"21,22년"
197,운수 및 창고업,SK네트웍스,4.0,6.0,5.0,5.0,6.0,4.0,1.0,0.0,-1.0,5090,4030,-0.2082514734774067,"21,22년"
198,운수 및 창고업,STX,1.0,3.0,4.0,1.0,2.0,2.0,0.0,-1.0,-2.0,4415,3795,-0.1404303510758777,"21,22년"
199,운수 및 창고업,경방,2.0,2.0,4.0,2.0,1.0,1.0,0.0,-1.0,-3.0,13300,10950,-0.1766917293233082,"21,22년"
201,운수 및 창고업,교촌에프앤비,,,,1.0,2.0,3.0,,,,17800,10450,-0.4129213483146067,"21,22년"
202,운수 및 창고업,국동,1.0,3.0,4.0,1.0,2.0,1.0,0.0,-1.0,-3.0,2540,1035,-0.59251968503937,"21,22년"
203,운수 및 창고업,국보,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,-1.0,1995,736,-0.631077694235589,"21,22년"
204,운수 및 창고업,남성,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,3390,1790,-0.471976401179941,"21,22년"
205,운수 및 창고업,대구백화점,1.0,4.0,4.0,1.0,1.0,4.0,0.0,-3.0,0.0,10600,9950,-0.0613207547169811,"21,22년"
206,운수 및 창고업,대성산업,2.0,2.0,4.0,1.0,2.0,1.0,-1.0,0.0,-3.0,5210,4085,-0.2159309021113243,"21,22년"
207,운수 및 창고업,대한항공,5.0,6.0,5.0,5.0,5.0,5.0,0.0,-1.0,0.0,30450,23100,-0.2413793103448276,"21,22년"
208,운수 및 창고업,대한해운,1.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,-2.0,2820,1970,-0.301418439716312,"21,22년"
209,운수 및 창고업,동방,3.0,1.0,3.0,2.0,2.0,1.0,-1.0,1.0,-2.0,3980,2145,-0.4610552763819096,"21,22년"
210,운수 및 창고업,동서,1.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,-2.0,34600,20400,-0.4104046242774566,"21,22년"
211,운수 및 창고업,동양고속,2.0,2.0,4.0,1.0,1.0,1.0,-1.0,-1.0,-3.0,21500,13200,-0.386046511627907,"21,22년"
212,운수 및 창고업,롯데쇼핑,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,105000,87400,-0.1676190476190476,"21,22년"
213,운수 및 창고업,롯데하이마트,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,27650,13200,-0.5226039783001808,"21,22년"
214,운수 및 창고업,모나미,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,4680,3145,-0.327991452991453,"21,22년"
215,운수 및 창고업,삼성물산,5.0,6.0,5.0,5.0,5.0,5.0,0.0,-1.0,0.0,114000,118500,0.0394736842105263,"21,22년"
216,운수 및 창고업,삼영무역,1.0,2.0,4.0,1.0,2.0,4.0,0.0,0.0,0.0,15550,12950,-0.1672025723472668,"21,22년"
217,운수 및 창고업,세기상사,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,6160,7100,0.1525974025974026,"21,22년"
218,운수 및 창고업,세방,3.0,1.0,4.0,2.0,2.0,3.0,-1.0,1.0,-1.0,12450,16450,0.321285140562249,"21,22년"
219,운수 및 창고업,세우글로벌,1.0,2.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,2810,1305,-0.5355871886120996,"21,22년"
220,운수 및 창고업,세이브존I&C,1.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,-1.0,3190,2575,-0.1927899686520376,"21,22년"
221,운수 및 창고업,신성통상,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,3600,2360,-0.3444444444444444,"21,22년"
222,운수 및 창고업,신세계,5.0,6.0,5.0,5.0,6.0,4.0,0.0,0.0,-1.0,248000,212500,-0.1431451612903226,"21,22년"
224,운수 및 창고업,신송홀딩스,1.0,2.0,3.0,1.0,1.0,2.0,0.0,-1.0,-1.0,5390,8110,0.5046382189239332,"21,22년"
225,운수 및 창고업,신일전자,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,-3.0,1940,1765,-0.0902061855670103,"21,22년"
226,운수 및 창고업,신흥,1.0,3.0,3.0,1.0,2.0,1.0,0.0,-1.0,-2.0,16000,14850,-0.071875,"21,22년"
227,운수 및 창고업,아시아나항공,4.0,5.0,1.0,4.0,5.0,2.0,0.0,0.0,1.0,22550,10350,-0.541019955654102,"21,22년"
228,운수 및 창고업,아이마켓코리아,1.0,4.0,4.0,1.0,4.0,2.0,0.0,0.0,-2.0,10950,10300,-0.0593607305936073,"21,22년"
229,운수 및 창고업,에어부산,2.0,3.0,1.0,2.0,2.0,1.0,0.0,-1.0,0.0,2730,1950,-0.2857142857142857,"21,22년"
230,운수 및 창고업,영원무역,4.0,4.0,4.0,2.0,4.0,4.0,-2.0,0.0,0.0,44650,47300,0.0593505039193729,"21,22년"
231,운수 및 창고업,웰바이오텍,1.0,3.0,3.0,1.0,1.0,1.0,0.0,-2.0,-2.0,1825,1290,-0.2931506849315068,"21,22년"
232,운수 및 창고업,윌비스,1.0,1.0,4.0,1.0,1.0,2.0,0.0,0.0,-2.0,1895,726,-0.61688654353562,"21,22년"
233,운수 및 창고업,유니퀘스트,3.0,2.0,4.0,1.0,1.0,1.0,-2.0,-1.0,-3.0,10300,8370,-0.187378640776699,"21,22년"
234,운수 및 창고업,이마트,5.0,5.0,5.0,6.0,5.0,4.0,1.0,0.0,-1.0,168000,84600,-0.4964285714285714,"21,22년"
236,운수 및 창고업,이화산업,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,16600,15100,-0.0903614457831325,"21,22년"
238,운수 및 창고업,인터지스,3.0,2.0,4.0,2.0,3.0,2.0,-1.0,1.0,-2.0,3630,2680,-0.2617079889807162,"21,22년"
239,운수 및 창고업,일신석재,1.0,2.0,3.0,1.0,1.0,2.0,0.0,-1.0,-1.0,2770,1135,-0.5902527075812274,"21,22년"
240,운수 및 창고업,제주항공,3.0,4.0,4.0,2.0,4.0,4.0,-1.0,0.0,0.0,21900,9970,-0.5447488584474885,"21,22년"
241,운수 및 창고업,진도,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,3335,2555,-0.2338830584707646,"21,22년"
242,운수 및 창고업,진에어,2.0,5.0,5.0,3.0,4.0,5.0,1.0,-1.0,0.0,21050,13150,-0.3752969121140142,"21,22년"
243,운수 및 창고업,천일고속,2.0,2.0,4.0,1.0,1.0,1.0,-1.0,-1.0,-3.0,68800,60700,-0.1177325581395348,"21,22년"
244,운수 및 창고업,티웨이항공,2.0,4.0,3.0,1.0,2.0,3.0,-1.0,-2.0,0.0,4010,1550,-0.6134663341645885,"21,22년"
245,운수 및 창고업,팬오션,4.0,1.0,5.0,5.0,4.0,2.0,1.0,3.0,-3.0,6020,4300,-0.2857142857142857,"21,22년"
246,운수 및 창고업,포스코인터내셔널,5.0,6.0,6.0,4.0,6.0,5.0,-1.0,0.0,-1.0,21700,20650,-0.0483870967741935,"21,22년"
247,운수 및 창고업,한국공항,1.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,-2.0,47000,36550,-0.2223404255319148,"21,22년"
248,운수 및 창고업,한국화장품,1.0,3.0,3.0,1.0,2.0,2.0,0.0,-1.0,-1.0,10200,6020,-0.4098039215686274,"21,22년"
249,운수 및 창고업,한샘,4.0,6.0,5.0,4.0,5.0,5.0,0.0,-1.0,0.0,101500,37450,-0.6310344827586207,"21,22년"
250,운수 및 창고업,한세엠케이,1.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,-2.0,5290,3005,-0.4319470699432892,"21,22년"
251,운수 및 창고업,한솔로지스틱스,3.0,4.0,4.0,2.0,5.0,4.0,-1.0,1.0,0.0,4740,2585,-0.4546413502109704,"21,22년"
252,운수 및 창고업,한익스프레스,3.0,3.0,2.0,1.0,2.0,1.0,-2.0,-1.0,-1.0,6050,4500,-0.256198347107438,"21,22년"
253,운수 및 창고업,한진,5.0,4.0,5.0,4.0,5.0,4.0,-1.0,1.0,-1.0,34650,19300,-0.443001443001443,"21,22년"
254,운수 및 창고업,한진칼,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,54800,39800,-0.2737226277372263,"21,22년"
255,운수 및 창고업,한창,1.0,3.0,3.0,1.0,1.0,1.0,0.0,-2.0,-2.0,1140,861,-0.2447368421052631,"21,22년"
256,운수 및 창고업,현대그린푸드,5.0,6.0,5.0,5.0,5.0,5.0,0.0,-1.0,0.0,9680,6510,-0.3274793388429752,"21,22년"
257,운수 및 창고업,현대글로비스,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,167500,174000,0.0388059701492537,"21,22년"
258,운수 및 창고업,현대백화점,5.0,6.0,5.0,5.0,5.0,5.0,0.0,-1.0,0.0,82800,54100,-0.3466183574879227,"21,22년"
259,운수 및 창고업,현대코퍼레이션,4.0,5.0,4.0,2.0,3.0,3.0,-2.0,-2.0,-1.0,18400,16200,-0.1195652173913043,"21,22년"
260,운수 및 창고업,현대코퍼레이션홀딩스,2.0,5.0,4.0,2.0,3.0,4.0,0.0,-2.0,0.0,12950,10150,-0.2162162162162162,"21,22년"
261,운수 및 창고업,현대홈쇼핑,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,70100,44800,-0.3609129814550642,"21,22년"
262,운수 및 창고업,혜인,3.0,3.0,3.0,1.0,1.0,1.0,-2.0,-2.0,-2.0,6200,6210,0.0016129032258064,"21,22년"
263,운수 및 창고업,호텔신라,4.0,6.0,5.0,4.0,5.0,5.0,0.0,-1.0,0.0,87400,65000,-0.2562929061784897,"21,22년"
264,의약품,JW생명과학,3.0,4.0,3.0,2.0,4.0,2.0,-1.0,0.0,-1.0,16200,11750,-0.2746913580246913,"21,22년"
265,의약품,JW중외제약,2.0,4.0,4.0,3.0,4.0,1.0,1.0,0.0,-3.0,23350,18750,-0.1970021413276231,"21,22년"
266,의약품,SK바이오사이언스,,,,5.0,6.0,5.0,,,,230000,75600,-0.671304347826087,"21,22년"
267,의약품,경보제약,4.0,5.0,4.0,3.0,5.0,4.0,-1.0,0.0,0.0,9900,5430,-0.4515151515151515,"21,22년"
268,의약품,광동제약,2.0,4.0,4.0,1.0,3.0,3.0,-1.0,-1.0,-1.0,7780,5910,-0.2403598971722365,"21,22년"
269,의약품,국제약품,1.0,3.0,4.0,1.0,2.0,3.0,0.0,-1.0,-1.0,6010,4275,-0.2886855241264559,"21,22년"
270,의약품,녹십자,4.0,4.0,4.0,3.0,5.0,3.0,-1.0,1.0,-1.0,274500,127500,-0.5355191256830601,"21,22년"
271,의약품,대웅,1.0,4.0,3.0,3.0,5.0,3.0,2.0,1.0,0.0,31600,20650,-0.3465189873417721,"21,22년"
272,의약품,대웅제약,1.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,0.0,140000,161500,0.1535714285714285,"21,22년"
273,의약품,대원제약,1.0,3.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,15900,16850,0.0597484276729559,"21,22년"
274,의약품,동성제약,1.0,2.0,4.0,1.0,1.0,3.0,0.0,-1.0,-1.0,8900,6700,-0.247191011235955,"21,22년"
275,의약품,동아에스티,4.0,6.0,5.0,3.0,5.0,5.0,-1.0,-1.0,0.0,72700,54500,-0.2503438789546079,"21,22년"
276,의약품,동화약품,1.0,4.0,3.0,2.0,4.0,2.0,1.0,0.0,-1.0,16350,9030,-0.4477064220183486,"21,22년"
277,의약품,명문제약,1.0,3.0,4.0,1.0,1.0,2.0,0.0,-2.0,-2.0,5670,2450,-0.5679012345679012,"21,22년"
278,의약품,부광약품,1.0,1.0,4.0,1.0,1.0,3.0,0.0,0.0,-1.0,13050,7550,-0.421455938697318,"21,22년"
279,의약품,삼성바이오로직스,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,871000,877000,0.0068886337543053,"21,22년"
280,의약품,삼성제약,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,5840,2720,-0.5342465753424658,"21,22년"
281,의약품,삼일제약,1.0,3.0,4.0,1.0,1.0,2.0,0.0,-2.0,-2.0,8090,7400,-0.0852904820766378,"21,22년"
282,의약품,삼진제약,1.0,3.0,4.0,1.0,1.0,1.0,0.0,-2.0,-3.0,25750,25200,-0.0213592233009708,"21,22년"
283,의약품,셀트리온,2.0,4.0,4.0,2.0,4.0,3.0,0.0,0.0,-1.0,200500,192000,-0.0423940149625935,"21,22년"
284,의약품,신풍제약,1.0,3.0,4.0,1.0,2.0,1.0,0.0,-1.0,-3.0,51800,21650,-0.582046332046332,"21,22년"
285,의약품,영진약품,4.0,5.0,4.0,4.0,4.0,3.0,0.0,-1.0,-1.0,4690,2720,-0.4200426439232409,"21,22년"
286,의약품,오리엔트바이오,1.0,2.0,2.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1335,615,-0.5393258426966292,"21,22년"
287,의약품,유유제약,1.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0,-3.0,7420,6070,-0.1819407008086253,"21,22년"
288,의약품,유한양행,4.0,5.0,4.0,3.0,5.0,4.0,-1.0,0.0,0.0,59900,59800,-0.001669449081803,"21,22년"
289,의약품,이연제약,1.0,3.0,4.0,1.0,1.0,4.0,0.0,-2.0,0.0,55500,19200,-0.654054054054054,"21,22년"
292,의약품,일성신약,1.0,2.0,4.0,1.0,1.0,1.0,0.0,-1.0,-3.0,77400,106500,0.375968992248062,"21,22년"
293,의약품,일양약품,1.0,2.0,4.0,1.0,2.0,4.0,0.0,0.0,0.0,29800,17800,-0.4026845637583892,"21,22년"
294,의약품,제일약품,1.0,3.0,3.0,1.0,1.0,1.0,0.0,-2.0,-2.0,34000,17850,-0.475,"21,22년"
295,의약품,종근당,5.0,6.0,4.0,4.0,5.0,3.0,-1.0,-1.0,-1.0,117500,84000,-0.2851063829787234,"21,22년"
296,의약품,종근당바이오,4.0,5.0,4.0,3.0,5.0,3.0,-1.0,0.0,-1.0,42100,21800,-0.4821852731591449,"21,22년"
297,의약품,종근당홀딩스,4.0,5.0,4.0,4.0,5.0,3.0,0.0,0.0,-1.0,81900,52500,-0.358974358974359,"21,22년"
299,의약품,파미셀,2.0,3.0,4.0,1.0,1.0,1.0,-1.0,-2.0,-3.0,12450,10200,-0.180722891566265,"21,22년"
300,의약품,팜젠사이언스,1.0,2.0,2.0,1.0,1.0,1.0,0.0,-1.0,-1.0,11800,7540,-0.3610169491525424,"21,22년"
301,의약품,하나제약,1.0,3.0,4.0,1.0,2.0,3.0,0.0,-1.0,-1.0,20550,14300,-0.3041362530413625,"21,22년"
302,의약품,한독,4.0,5.0,5.0,3.0,5.0,4.0,-1.0,0.0,-1.0,23650,16200,-0.3150105708245243,"21,22년"
303,의약품,한미약품,4.0,6.0,5.0,3.0,6.0,3.0,-1.0,0.0,-2.0,264000,253000,-0.0416666666666666,"21,22년"
304,의약품,한올바이오파마,1.0,3.0,4.0,1.0,2.0,2.0,0.0,-1.0,-2.0,20400,14200,-0.3039215686274509,"21,22년"
305,의약품,현대약품,2.0,3.0,4.0,1.0,2.0,1.0,-1.0,-1.0,-3.0,5930,5010,-0.1551433389544688,"21,22년"
306,정보통신업,LG유플러스,5.0,6.0,5.0,5.0,5.0,5.0,0.0,-1.0,0.0,14350,11450,-0.2020905923344947,"21,22년"
308,정보통신업,인스코비,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,3280,1530,-0.5335365853658537,"21,22년"
309,정보통신업,현대퓨처넷,2.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,4705,2640,-0.438894792773645,"21,22년"
310,제조업,BYC,1.0,3.0,4.0,1.0,1.0,1.0,0.0,-2.0,-3.0,436000,367500,-0.1571100917431192,"21,22년"
311,제조업,CJ씨푸드,2.0,4.0,4.0,2.0,3.0,3.0,0.0,-1.0,-1.0,3885,2655,-0.3166023166023166,"21,22년"
312,제조업,CJ제일제당,5.0,6.0,5.0,5.0,5.0,4.0,0.0,-1.0,-1.0,380000,414000,0.0894736842105263,"21,22년"
313,제조업,DB하이텍,5.0,5.0,5.0,3.0,4.0,3.0,-2.0,-1.0,-2.0,57500,44250,-0.2304347826086956,"21,22년"
314,제조업,DRB동일,3.0,4.0,4.0,1.0,4.0,3.0,-2.0,0.0,-1.0,5570,4135,-0.2576301615798922,"21,22년"
315,제조업,DSR,3.0,3.0,3.0,1.0,2.0,1.0,-2.0,-1.0,-2.0,6950,4810,-0.3079136690647482,"21,22년"
316,제조업,DSR제강,2.0,2.0,4.0,1.0,2.0,3.0,-1.0,0.0,-1.0,6560,4535,-0.3086890243902439,"21,22년"
317,제조업,HDC현대EP,3.0,4.0,4.0,2.0,3.0,2.0,-1.0,-1.0,-2.0,5870,3885,-0.338160136286201,"21,22년"
318,제조업,HSD엔진,4.0,5.0,5.0,3.0,5.0,4.0,-1.0,0.0,-1.0,9230,6540,-0.2914409534127844,"21,22년"
320,제조업,KEC,3.0,4.0,3.0,2.0,1.0,2.0,-1.0,-3.0,-1.0,3700,2570,-0.3054054054054054,"21,22년"
321,제조업,KG케미칼,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,33950,23000,-0.3225331369661267,"21,22년"
322,제조업,KH 필룩스,2.0,3.0,2.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,3030,975,-0.6782178217821783,"21,22년"
323,제조업,KISCO홀딩스,3.0,3.0,3.0,2.0,1.0,2.0,-1.0,-2.0,-1.0,18300,12900,-0.2950819672131147,"21,22년"
324,제조업,KPX케미칼,3.0,2.0,2.0,2.0,2.0,1.0,-1.0,0.0,-1.0,57700,47750,-0.1724436741767764,"21,22년"
325,제조업,KPX홀딩스,3.0,2.0,4.0,1.0,2.0,2.0,-2.0,0.0,-2.0,66300,52500,-0.2081447963800905,"21,22년"
326,제조업,KR모터스,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,1035,559,-0.4599033816425121,"21,22년"
327,제조업,LF,1.0,3.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,18300,14850,-0.1885245901639344,"21,22년"
328,제조업,LG디스플레이,3.0,5.0,4.0,5.0,5.0,4.0,2.0,0.0,0.0,19700,12750,-0.3527918781725888,"21,22년"
329,제조업,LG생활건강,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,1171000,510000,-0.5644748078565329,"21,22년"
330,제조업,LG이노텍,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,209500,296500,0.4152744630071599,"21,22년"
331,제조업,LG전자,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,120500,81600,-0.3228215767634855,"21,22년"
332,제조업,LG화학,4.0,5.0,4.0,2.0,5.0,4.0,-2.0,0.0,0.0,836000,626000,-0.2511961722488038,"21,22년"
334,제조업,LX세미콘,3.0,4.0,4.0,5.0,6.0,4.0,2.0,2.0,0.0,109600,82900,-0.2436131386861313,"21,22년"
335,제조업,LX하우시스,5.0,6.0,5.0,4.0,5.0,5.0,-1.0,-1.0,0.0,69600,32200,-0.5373563218390804,"21,22년"
336,제조업,MH에탄올,3.0,1.0,4.0,2.0,1.0,3.0,-1.0,0.0,-1.0,11600,7890,-0.3198275862068965,"21,22년"
337,제조업,NI스틸,1.0,2.0,3.0,1.0,1.0,2.0,0.0,-1.0,-1.0,4045,3855,-0.0469715698393077,"21,22년"
338,제조업,OCI,4.0,6.0,5.0,4.0,5.0,5.0,0.0,-1.0,0.0,129500,102000,-0.2123552123552123,"21,22년"
339,제조업,S-Oil,4.0,6.0,6.0,3.0,6.0,6.0,-1.0,0.0,0.0,102500,86400,-0.1570731707317073,"21,22년"
340,제조업,SG글로벌,2.0,2.0,2.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,2175,1395,-0.3586206896551724,"21,22년"
341,제조업,SHD,1.0,2.0,3.0,1.0,1.0,2.0,0.0,-1.0,-1.0,30000,34200,0.14,"21,22년"
342,제조업,SH에너지화학,3.0,1.0,4.0,2.0,1.0,4.0,-1.0,0.0,0.0,1095,914,-0.165296803652968,"21,22년"
343,제조업,SIMPAC,3.0,3.0,3.0,1.0,2.0,1.0,-2.0,-1.0,-2.0,7900,6250,-0.2088607594936709,"21,22년"
344,제조업,SKC,5.0,6.0,4.0,4.0,6.0,5.0,-1.0,0.0,1.0,178000,103500,-0.4185393258426966,"21,22년"
345,제조업,SK이노베이션,5.0,6.0,6.0,4.0,6.0,6.0,-1.0,0.0,0.0,242500,173000,-0.2865979381443299,"21,22년"
346,제조업,SK케미칼,5.0,6.0,5.0,6.0,6.0,5.0,1.0,0.0,0.0,180000,88400,-0.5088888888888888,"21,22년"
347,제조업,SK하이닉스,4.0,6.0,5.0,4.0,5.0,4.0,0.0,-1.0,-1.0,103000,82700,-0.1970873786407767,"21,22년"
348,제조업,SNT모티브,2.0,3.0,4.0,2.0,1.0,3.0,0.0,-2.0,-1.0,50300,44150,-0.1222664015904572,"21,22년"
349,제조업,SNT에너지,3.0,3.0,3.0,1.0,2.0,2.0,-2.0,-1.0,-1.0,22050,19000,-0.1383219954648526,"21,22년"
350,제조업,SPC삼립,3.0,5.0,4.0,2.0,4.0,3.0,-1.0,-1.0,-1.0,76500,70500,-0.0784313725490196,"21,22년"
351,제조업,STX엔진,3.0,3.0,4.0,1.0,3.0,1.0,-2.0,0.0,-3.0,12000,13000,0.0833333333333333,"21,22년"
352,제조업,STX중공업,2.0,3.0,4.0,1.0,3.0,3.0,-1.0,0.0,-1.0,5750,3775,-0.3434782608695652,"21,22년"
353,제조업,SUN&L,3.0,3.0,4.0,1.0,2.0,3.0,-2.0,-1.0,-1.0,5690,3525,-0.3804920913884007,"21,22년"
354,제조업,TCC스틸,3.0,2.0,3.0,2.0,2.0,2.0,-1.0,0.0,-1.0,8360,9280,0.1100478468899521,"21,22년"
355,제조업,TYM,4.0,6.0,4.0,3.0,4.0,4.0,-1.0,-2.0,0.0,2030,2485,0.2241379310344827,"21,22년"
356,제조업,WISCOM,2.0,2.0,4.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,3900,2755,-0.2935897435897436,"21,22년"
357,제조업,가온전선,3.0,4.0,4.0,2.0,4.0,4.0,-1.0,0.0,0.0,28350,16700,-0.4109347442680776,"21,22년"
358,제조업,강남제비스코,3.0,3.0,4.0,2.0,3.0,3.0,-1.0,0.0,-1.0,25000,20950,-0.162,"21,22년"
359,제조업,경농,3.0,3.0,3.0,2.0,1.0,3.0,-1.0,-2.0,0.0,13250,9190,-0.3064150943396226,"21,22년"
360,제조업,경동나비엔,4.0,4.0,4.0,2.0,3.0,1.0,-2.0,-1.0,-3.0,67000,34450,-0.485820895522388,"21,22년"
361,제조업,경인양행,2.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,-2.0,7020,4770,-0.3205128205128205,"21,22년"
362,제조업,경인전자,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,28850,24800,-0.1403812824956672,"21,22년"
363,제조업,계양전기,3.0,4.0,3.0,2.0,3.0,1.0,-1.0,-1.0,-2.0,4640,2655,-0.427801724137931,"21,22년"
364,제조업,고려산업,2.0,1.0,3.0,1.0,1.0,1.0,-1.0,0.0,-2.0,3355,4780,0.4247391952309985,"21,22년"
365,제조업,고려아연,4.0,2.0,4.0,4.0,5.0,2.0,0.0,3.0,-2.0,537000,640000,0.1918063314711359,"21,22년"
366,제조업,고려제강,4.0,3.0,4.0,2.0,2.0,1.0,-2.0,-1.0,-3.0,27450,17950,-0.3460837887067395,"21,22년"
367,제조업,광명전기,2.0,1.0,3.0,1.0,2.0,1.0,-1.0,1.0,-2.0,3080,2105,-0.3165584415584415,"21,22년"
368,제조업,광전자,2.0,3.0,4.0,1.0,1.0,2.0,-1.0,-2.0,-2.0,3245,2110,-0.349768875192604,"21,22년"
369,제조업,국도화학,3.0,2.0,4.0,2.0,1.0,1.0,-1.0,-1.0,-3.0,66900,43300,-0.3527653213751868,"21,22년"
370,제조업,그린케미칼,3.0,2.0,3.0,1.0,1.0,1.0,-2.0,-1.0,-2.0,11400,9860,-0.1350877192982456,"21,22년"
371,제조업,극동유화,3.0,2.0,3.0,1.0,2.0,1.0,-2.0,0.0,-2.0,4320,3570,-0.1736111111111111,"21,22년"
372,제조업,금강공업,2.0,2.0,4.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,7860,5200,-0.3384223918575064,"21,22년"
373,제조업,금비,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,70500,59500,-0.1560283687943262,"21,22년"
375,제조업,금호에이치티,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,2135,1000,-0.531615925058548,"21,22년"
