회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),[공통]   배당금(*)(요약)(IFRS),부채비율(IFRS연결),자기자본구성비율(IFRS연결),매출액증가율(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),[공통]PBR(최고)(IFRS),[공통]PBR(최저)(IFRS),[공통]매출액(요약)
(주)화승코퍼레이션,013520,2014/12,1167986152,1489,475.78,17.37,3.94,103135227,1.21,0.46,663206
(주)화신,010690,2014/12,927526528,3472,145.62,40.71,-11.46,69993490,1.11,0.6,598419
(주)화인베스틸,133820,2014/12,,0,,,,,1.61,1.11,257495
(주)황금에스티,032560,2014/12,250683121,700,39.28,71.8,1.92,20897434,0.63,0.35,148553
(주)효성,004800,2014/12,13662073774,66537,371.88,21.19,-3.2,906794396,1.14,0.8,8532153
(주)후성,093370,2014/12,231980153,0,277.99,26.46,-8.06,7867653,7.14,3.76,175167
(주)휠라홀딩스,081660,2014/12,1035230701,2485,84.79,54.11,8.33,38994815,3.41,2.21,397490
(주)휴니드테크놀러지스,005870,2014/12,,0,,,,,1.44,0.66,40281
(주)휴비스,079980,2014/12,899690574,9873,134.04,42.73,-10.52,46105117,1.33,1.03,1122318
(주)휴스틸,005010,2014/12,578697467,4843,45.62,68.67,1.11,10572383,0.37,0.28,572488
CS홀딩스(주),000590,2014/12,260355830,0,16.03,86.19,-3.12,14667675,0.67,0.25,1969
DB금융투자(주),016610,2014/12,6490286503,4143,833.93,10.71,0,-261135332,0.46,0.23,1005207
DB손해보험(주),005830,2014/12,34932066498,91783,872.72,10.28,0,2740513042,1.5,1.07,12500524
KG스틸(주),016380,2014/12,3393941146,0,4783.09,2.05,-20.01,-31831106,8.59,2.5,2639096
KISCO홀딩스(주),001940,2014/12,1379712311,2753,22.16,81.86,-12.67,39215762,0.41,0.28,13545
LG이노텍(주),011070,2014/12,4428761037,5916,161.05,38.31,4.1,743026684,3.08,1.63,5840223
LS일렉트릭(주),010120,2014/12,2294355146,38123,130.95,43.3,-2.46,162191401,2.65,2.17,1827657
OCI(주),010060,2014/12,7418713804,4770,127.88,43.88,6.23,171122993,1.71,0.6,2307837
SK이노베이션(주),096770,2014/12,35101313814,0,118.55,45.76,-1.21,927140704,1.16,0.6,1589721
SNT다이내믹스(주),003570,2014/12,914416684,3028,39.76,71.55,-4.38,51062055,0.67,0.41,504533
SNT모티브(주),064960,2014/12,1115027090,11344,68.9,59.2,14.47,43789397,1.28,0.71,781588
STX엔진(주),077970,2014/12,994049394,0,0,0,0.84,125659631,0,0,710738
STX중공업(주),071970,2014/12,1486441146,0,0,0,-7.89,-82678034,0,0,1002439
가온전선(주),000500,2014/12,511258653,2356,93.97,51.56,-0.97,20121336,0.54,0.3,827172
강남제비스코(주),000860,2014/12,490785440,3250,22.78,81.45,-2.33,34825999,1.19,0.62,312174
경인전자(주),009140,2014/12,61733225,480,7.41,93.1,-26.95,6545738,0.7,0.47,20488
계룡건설산업(주),013580,2014/12,1238256092,0,310.44,24.36,3.04,-949450,0.66,0.31,1074601
계양전기(주),012200,2014/12,204236124,1537,33.56,74.87,9.83,8861212,1.21,0.59,271731
고려산업(주),002140,2014/12,156033056,1086,104.99,48.78,-8.55,16939311,1.29,0.42,180738
고려아연(주),010130,2014/12,5642418565,114883,17.97,84.77,2.51,403850642,1.91,1.29,4214905
고려제강(주),002240,2014/12,2524438036,5249,69.6,58.96,24.12,74570423,0.87,0.52,557169
광동제약(주),009290,2014/12,442528217,3214,40.76,71.05,11.51,32750105,2.03,1.25,520973
광전자(주),017900,2014/12,278247542,0,25.53,79.67,-23.42,23344808,0.64,0.37,169793
교보증권(주),030610,2014/12,5673627302,3468,823.08,10.83,0,-384951329,0.86,0.26,730143
국도화학(주),007690,2014/12,637431455,5811,68.15,59.47,7.24,15854506,1.07,0.68,668500
국제약품(주),002720,2014/12,117508309,886,131.07,43.28,1.63,-61110,0.99,0.59,117519
그랜드코리아레저(주),114090,2014/12,,53938,,,,,8.36,5.28,540680
그린케미칼(주),083420,2014/12,,2200,,,,,1.26,0.82,251617
극동유화(주),014530,2014/12,188576260,2441,57.58,63.46,0,17824910,0.84,0.71,286402
금강공업(주),014280,2014/12,723147129,1795,163.34,37.97,2.5,103846876,1.78,0.42,452490
금호건설(주),002990,2014/12,1504368052,0,399.95,20,6.21,-188818198,4.36,1.73,1522760
금호석유화학(주),011780,2014/12,4437304355,41999,170.31,37,-7.14,319979858,2.72,1.92,3766992
금호전기(주),001210,2014/12,515679906,0,164.95,37.74,15.72,-7166911,1.1,0.6,160014
금호타이어(주),073240,2014/12,4804662404,0,262.34,27.6,-7.05,499839845,1.68,1.09,2755119
기아(주),000270,2014/12,41044202000,404058,82.55,54.78,-1.05,2363825000,1.58,1.21,29850115
깨끗한나라(주),004540,2014/12,469789736,0,160.21,38.43,1.39,17687188,1.23,0.83,656459
남광토건(주),001260,2014/12,525552504,0,0,0,-2.06,1888026,0,0,278638
남양유업(주),003920,2014/12,963217255,855,16.9,85.54,-6.35,-49792474,1.05,0.65,1126347
남해화학(주),025860,2014/12,,2321,,,,,1.5,0.92,1251761
네이버(주),035420,2014/12,3394457894,23043,88.85,52.95,19.31,779486549,15.67,11.45,1637165
넥센타이어(주),002350,2014/12,2527339854,7638,170.78,36.93,1.77,303507788,2.05,1.45,1382130
다스코(주),058730,2014/12,,1249,,,,,1.14,0.55,111532
다올투자증권(주),030210,2014/12,1043780274,0,176.36,36.18,0,-96640084,0.54,0.33,153874
대림비앤코(주),005750,2014/12,266069640,1517,90.37,52.53,26.83,-1000756,0.5,0.23,141868
대림통상(주),006570,2014/12,255369179,2284,102.11,49.48,3.49,-3051479,0.64,0.44,151673
대상(주),001680,2014/12,1814827132,10819,131.34,43.23,1.83,162748795,2.99,1.55,1601117
대상홀딩스(주),084690,2014/12,2180120102,6321,125,44.45,4.12,183223903,2.34,0.79,20389
대성산업(주),128820,2014/12,1870839105,0,12674.97,0.78,-17.39,-35565659,0,0,1057488
대성에너지(주),117580,2014/12,,6875,,,,,0.75,0.52,1066912
대성홀딩스(주),016710,2014/12,1190198480,4022,129.53,43.57,0.07,44042637,0.94,0.61,33160
대신증권(주),003540,2014/12,18221745400,19432,1009.12,9.02,0,-226477163,0.68,0.4,2049133
대영포장(주),014160,2014/12,,0,,,,,0.81,0.53,246575
대우전자부품(주),009320,2014/12,55946294,0,130.38,43.41,19.4,1972424,1.99,1.29,28092
대우조선해양(주),042660,2014/12,17735815981,28357,775.06,11.43,6.79,-560227443,3.97,1.61,13948548
대원강업(주),000430,2014/12,1148371744,7440,134.07,42.72,1.86,42264933,1.37,1.09,776873
대원전선(주),006340,2014/12,210852479,0,174.91,36.38,-13.45,-1570568,1.26,0.67,404801
대원제약(주),003220,2014/12,180616842,2431,34.28,74.47,14.54,17447351,2.35,1.3,178259
대원화성(주),024890,2014/12,117653986,0,160.32,38.41,21.62,2903483,2.25,0.99,129438
대창단조(주),015230,2014/12,183977542,4000,33.32,75.01,-5.13,8473319,1.07,0.75,198806
대한방직(주),001070,2014/12,364449488,0,112.72,47.01,-14.38,18735158,0.23,0.1,234703
대한유화(주),006650,2014/12,1440420697,9264,71.05,58.46,4.45,77473943,0.73,0.46,2046146
대한전선(주),001440,2014/12,1873492658,0,2451.76,3.92,-15.74,-105888623,31.17,14.46,1617496
대한제강(주),084010,2014/12,776610882,2263,108.47,47.97,0.17,55735204,0.52,0.36,1025981
대한제당(주),001790,2014/12,1561333927,4841,248.9,28.66,-3.15,-12338169,0.88,0.55,1158583
대한제분(주),001130,2014/12,900381934,4107,44.13,69.38,0.57,71566460,0.68,0.39,364204
대한해운(주),005880,2014/12,1300693721,0,160.72,38.35,0,175045278,1.5,1.02,565263
대한화섬(주),003830,2014/12,,0,,,,,0.33,0.2,143116
덕양산업(주),024900,2014/12,,1294,,,,,2.72,0.14,811901
동국제강(주),001230,2014/12,8853724689,0,239.51,29.45,-9.3,68689915,0.42,0.18,3604167
동부건설(주),005960,2014/12,852614769,0,3392.18,2.86,-55.23,15071737,31.23,8.87,842502
동성제약(주),002210,2014/12,,0,,,,,3.68,1.22,73158
동아쏘시오홀딩스(주),000640,2014/12,1081069661,4482,102.27,49.44,10.47,-7915517,2.04,1.41,72197
동아에스티(주),170900,2014/12,1081858243,5773,121.54,45.14,0,84745828,2.09,1.3,568094
동양생명보험(주),082640,2014/12,20425733216,56140,1031.02,8.84,0,696769980,0.77,0.61,4206071
동양철관(주),008970,2014/12,185811319,0,114.77,46.56,-10.24,-13837789,1.38,0.91,172710
동원산업(주),006040,2014/12,1464884151,6726,112.46,47.07,-4.15,118028490,2.34,1.64,672336
동원수산(주),030720,2014/12,99712287,0,191.25,34.33,-5.8,2625638,1.7,0.82,104784
동원시스템즈(주),014820,2014/12,1122424407,6099,356.99,21.88,37.37,8854915,3.6,0.88,329416
동일고무벨트(주),163560,2014/12,,885,,,,,0.96,0.59,249108
동일산업(주),004890,2014/12,356925496,2279,12.99,88.5,0,5687710,0.52,0.37,364150
동화약품(주),000020,2014/12,,2234,,,,,0.83,0.56,213472
두산에너빌리티(주),034020,2014/12,27551906512,86443,258.89,27.86,-5.63,603808922,1,0.56,5496793
디씨엠(주),024090,2014/12,156796347,1983,15.66,86.46,-11.42,10843224,1.6,0.98,112217
디아이동일(주),001530,2014/12,984816252,1003,75.62,56.94,-1.1,5060563,0.48,0.24,243419
디에스알(주),155660,2014/12,183845614,480,63.25,61.26,9.26,-2757565,0.68,0.52,168129
디에스알제강(주),069730,2014/12,,432,,,,,0.64,0.41,201833
디엘(주),000210,2014/12,10596719329,4050,137.31,42.14,-5.61,31727120,0.84,0.55,7845394
디엘건설(주),001880,2014/12,,0,,,,,2.02,0.36,860851
디와이(주),013570,2014/12,483293168,4528,74.24,57.39,-19.69,41406046,1.76,1.18,323018
롯데관광개발(주),032350,2014/12,145286658,0,26.24,79.22,-6.2,953520,5.06,1.79,37947
롯데손해보험(주),000400,2014/12,,0,,,,,1.18,0.62,2494984
롯데쇼핑(주),023530,2014/12,40072325738,59104,128.41,43.78,-0.4,1629854658,0.85,0.55,16111643
롯데에너지머티리얼즈(주),020150,2014/12,596095084,0,103.66,49.1,18.53,-55450981,1.75,0.87,236475
롯데정밀화학(주),004000,2014/12,1845960481,7641,54.37,64.78,-7.88,23901858,1.09,0.63,1211718
롯데지주(주),004990,2014/12,3997875210,7318,52.58,65.54,12.57,94060374,1.27,0.9,1704597
롯데칠성음료(주),005300,2014/12,4099992951,6656,76.98,56.5,2.17,145045920,1.46,0.9,2083654
롯데케미칼(주),011170,2014/12,10322655619,33692,59.57,62.67,-9.61,308483946,1.22,0.63,11194207
롯데하이마트(주),071840,2014/12,,7791,,,,,1.28,0.88,3754295
명문제약(주),017180,2014/12,190660551,613,160.63,38.37,1.64,-36234,0.77,0.51,101403
무림페이퍼(주),009200,2014/12,2157864369,0,259.96,27.78,3.56,171004977,0.48,0.29,569901
무림피앤피(주),009580,2014/12,1149695432,10914,110.21,47.57,-1.01,98610658,0.68,0.46,635670
문배철강(주),008420,2014/12,,970,,,,,0.61,0.45,132335
미래산업(주),025560,2014/12,64768918,0,71.01,58.48,-30.71,-6170911,4.18,1.8,24104
미래에셋증권(주),006800,2014/12,30613292000,84050,633.38,13.64,0,1091775000,1.04,0.68,3814041
미원상사(주),002840,2014/12,228635451,0,57.38,63.54,5.1,17935449,1.49,1.13,156514
미원홀딩스(주),107590,2014/12,203526514,0,18.01,84.74,4.02,22240341,1.56,1.2,266942
미원화학(주),134380,2014/12,,0,,,,,1.36,1.08,151807
미창석유공업(주),003650,2014/12,,3102,,,,,0.74,0.59,355666
백광산업(주),001340,2014/12,,0,,,,,1.23,0.54,329756
범양건영(주),002410,2014/12,,0,,,,,127.02,2.43,48447
보해양조(주),000890,2014/12,209895824,0,162.04,38.16,2.29,18602067,1.5,0.59,118793
부광약품(주),003000,2014/12,236817512,16280,12.77,88.68,0,27862826,3.9,2.25,141347
부국증권(주),001270,2014/03,655734393,3582,74.15,57.42,81.76,26065410,0.63,0.42,540902
부국철강(주),026940,2014/12,,1500,,,,,0.46,0.36,184214
부산산업(주),011390,2014/12,113958304,264,130.65,43.36,-17.07,1584227,1.43,0.55,27921
부산주공(주),005030,2014/12,,592,,,,,0.84,0.38,202424
비케이탑스(주),030790,2014/12,127822384,0,261.79,27.64,-70.91,584001,2.58,0.52,113508
사조동아원(주),008040,2014/12,726249930,0,788.52,11.25,1.79,-2446604,2.56,1.89,459441
사조산업(주),007160,2014/12,1212461372,0,181.69,35.5,-16.72,75160719,1.05,0.61,404707
사조씨푸드(주),014710,2014/12,246045557,0,48.09,67.53,3.76,14824661,0.8,0.47,263244
삼부토건(주),001470,2014/12,2217130886,0,477.81,17.31,1.57,-6913898,0.27,0.12,526158
삼성SDI(주),006400,2014/12,15968549946,70314,35.02,74.06,9.13,310592822,0.92,0.53,4720208
삼성공조(주),006660,2014/12,252694811,642,37.14,72.92,-14.99,5334535,0.61,0.35,77899
삼성물산(주),028260,2014/12,9511431412,0,79.96,55.57,59,143113873,0.09,0.06,3312659
삼성생명보험(주),032830,2014/12,214433714000,340335,862.24,10.39,0,8946403000,1.22,0.86,26885750
삼성에스디에스(주),018260,2014/12,5546045160,38675,31.61,75.98,12.08,996275205,9.71,6.14,4574778
삼성엔지니어링(주),028050,2014/12,6151866236,0,545.29,15.5,-9.13,255768388,4.48,1.91,7472304
삼성전기(주),009150,2014/12,7718611985,58303,66.25,60.15,-13.48,372643433,1.37,0.73,5182708
삼성전자(주),005930,2014/12,230422958000,2924564,37.08,72.95,-9.83,36975389000,2.01,1.45,137825547
삼성제약(주),001360,2014/12,,0,,,,,5,1.8,30288
삼성중공업(주),010140,2014/12,17122234083,51262,207.23,32.55,-13.18,-457461384,1.69,0.87,12584243
삼성증권(주),016360,2014/12,25774747151,47384,652.14,13.3,0,-1517180900,1.23,0.83,3042487
삼성카드(주),029780,2014/12,17736626744,115401,177.55,36.03,23.7,-1192711535,1,0.61,3431775
삼성화재해상보험(주),000810,2014/12,58183557114,198776,509.97,16.39,0,3429346091,1.76,1.24,20675276
삼아알미늄(주),006110,2014/12,,825,,,,,0.35,0.26,124979
삼양식품(주),003230,2014/12,299626490,753,80.37,55.44,3.93,12279027,1.56,0.99,305966
삼양통상(주),002170,2014/12,299010190,2250,34.36,74.43,19.63,-2313383,1.26,0.35,196971
삼영무역(주),002810,2014/12,296279339,3204,20.83,82.76,-0.68,13959467,2.06,1.25,262570
삼영전자공업(주),005680,2014/12,481517084,4000,6.31,94.06,-7.52,35305284,0.68,0.45,221904
삼익티에이치케이(주),004380,2014/12,,6210,,,,,1.59,1.19,188481
삼일제약(주),000520,2014/12,108291024,1021,95.42,51.17,-4.22,-11923423,0.71,0.56,84653
삼정펄프(주),009770,2014/12,,2500,,,,,0.78,0.63,145361
삼진제약(주),005500,2014/12,,6226,,,,,3.42,1.65,201305
삼호개발(주),010960,2014/12,198353329,2328,62.79,61.43,-11.03,20656298,0.73,0.48,206659
삼화왕관(주),004450,2014/12,,1395,,,,,0.78,0.48,96262
삼화전기(주),009470,2014/12,126583814,263,244.8,29,-9.52,8684942,2.4,1,135593
삼화전자공업(주),011230,2014/12,77076684,0,717.25,12.24,-0.57,-61495,2.58,1.32,30269
삼화콘덴서공업(주),001820,2014/12,108844264,414,136.67,42.25,-7.76,3654118,1.75,0.97,111065
삼화페인트공업(주),000390,2014/12,505069756,8670,80.6,55.37,5.54,50504096,1.75,0.98,467335
상신브레이크(주),041650,2014/12,301270271,3098,165.28,37.7,10.21,13351108,2.14,1.17,283669
새론오토모티브(주),075180,2014/12,219396999,3840,24.23,80.5,3.31,38471589,1.63,1.19,139487
샘표(주),007540,2014/12,235219022,928,58.99,62.9,0.17,21859080,1.31,0.65,236669
서울도시가스(주),017390,2014/12,1626692334,5828,89.2,52.85,-4.99,54895758,1.02,0.69,1826774
서울식품공업(주),004410,2014/12,51525320,0,108.65,47.93,1.01,1990919,1.53,1.05,41669
선도전기(주),007610,2014/12,132827723,179,72.76,57.88,-17.4,7018242,0.79,0.59,88928
성문전자(주),014910,2014/12,51557111,3,89.69,52.72,-1.57,-503061,0.92,0.61,36397
성보화학(주),003080,2014/12,,4004,,,,,1.04,0.64,54542
성신양회(주),004980,2014/12,1115653993,0,221.85,31.07,0.85,51605210,1.09,0.49,595267
성창기업지주(주),000180,2014/12,334627316,0,33.99,74.63,8.41,-6614367,1.77,1.07,9068
세기상사(주),002420,2014/12,46499996,0,73.25,57.72,6.62,-588697,1.02,0.39,5535
세방(주),004360,2014/12,890754587,3481,31.6,75.99,2.9,17077622,1,0.75,567009
세방전지(주),004490,2014/12,,4168,,,,,1.11,0.73,955578
세원이앤씨(주),091090,2014/12,306644621,0,276.49,26.56,8.97,-2157390,1.74,1.02,201420
세종공업(주),033530,2014/12,858809961,2986,126.79,44.09,2.1,30323575,1.4,0.91,450139
세하(주),027970,2014/12,,0,,,,,3.78,1.39,151055
송원산업(주),004430,2014/12,855857000,1440,196.53,33.72,-3.85,48315000,0.95,0.48,569720
스틱인베스트먼트(주),026890,2014/12,167844519,1861,45.9,68.54,-6.89,11658449,1.95,1.31,36251
신대양제지(주),016590,2014/12,401780755,1375,46.57,68.23,-3.25,41894838,0.61,0.35,231529
신라교역(주),004970,2014/12,510383681,4800,20.14,83.24,-21.74,13708615,1.2,0.72,253673
신세계건설(주),034300,2014/12,,0,,,,,4.77,1.5,835987
신송홀딩스(주),006880,2014/12,237800301,946,49.23,67.01,-13.9,812052,0.93,0.63,1840
신일전자(주),002700,2014/12,91207432,0,73.95,57.49,-4.92,-14755712,3.25,1.26,113659
신풍제약(주),019170,2014/12,409295444,2871,113.72,46.79,2,-48157,1.34,1.02,209584
쌍용씨앤이(주),003410,2014/12,3003332756,0,134.02,42.73,-1.94,277594606,0.96,0.5,1387093
써니전자(주),004770,2014/12,30412762,0,17.53,85.09,1.84,2514821,4,1.17,22150
씨에스윈드(주),112610,2014/12,370941511,8269,24.68,80.2,11.04,46848744,1.91,1.17,183850
씨제이(주),001040,2014/12,23039318812,27066,154.02,39.37,3.82,1760986073,2.32,1.35,98498
씨제이대한통운(주),000120,2014/12,4542856099,0,99.19,50.2,20.16,259803712,2.33,1.06,4078826
씨제이씨지브이(주),079160,2014/12,1254918923,7406,220.8,31.17,13.47,139482603,2.69,1.98,864502
씨제이씨푸드(주),011150,2014/12,,0,,,,,2.34,1.81,156340
씨제이제일제당(주),097950,2014/12,13382531013,28270,170.36,36.99,7.87,688561505,2.25,1.34,4328999
아남전자(주),008700,2014/12,156866199,0,127.86,43.89,9.14,-14581127,1.33,0.56,137902
아세아(주),002030,2014/12,1634069739,2852,40.56,71.14,-2.69,131936002,0.75,0.47,14314
아세아시멘트(주),183190,2014/12,794742689,4942,34.97,74.09,0,59448605,0.79,0.53,399629
아세아제지(주),002310,2014/12,715736923,4019,48.37,67.4,-4.58,79238861,0.65,0.37,371614
아시아나항공(주),020560,2014/12,8211597773,0,633.75,13.63,1.97,373360981,1.87,0.97,5552678
아이에스동서(주),010780,2014/12,1228484606,10213,163.79,37.91,17.06,164049036,3.19,0.94,664248
애경케미칼(주),161000,2014/12,397608844,6085,119.21,45.62,-1.28,25929940,1.49,0.97,944153
에스엘(주),005850,2014/12,1379439277,6773,77.27,56.41,9.48,90676542,1.53,0.99,561760
에스지씨에너지(주),005090,2014/12,813320785,3594,183.51,35.27,0,16606621,1.57,0.91,283830
에스케이(주),034730,2014/12,5307038715,88000,103.93,49.04,5.4,185038478,15.01,6.63,1974143
에스케이가스(주),018670,2014/12,3337842683,17275,137.39,42.12,-10.92,239621986,1.24,0.55,4313542
에스케이네트웍스(주),001740,2014/12,8504709345,24833,237.72,29.61,-13.73,-234382105,1.23,0.77,20460418
에스케이디스커버리(주),006120,2014/12,5554776885,6268,176.89,36.11,-11.78,186360095,1.84,1.37,1232854
에스케이렌터카(주),068400,2014/12,887193337,0,325.02,23.53,19.82,-70541354,2.08,1.35,492212
에스케이씨(주),011790,2014/12,3686751079,19832,183.38,35.29,6.09,189539392,1.15,0.71,1899152
에스케이증권(주),001510,2014/12,3675675045,0,855.39,10.47,0,306522389,0.96,0.58,527089
에스케이텔레콤(주),017670,2014/12,27941233000,595865,83.24,54.57,3.38,3677385000,2.22,1.41,13012644
에스케이하이닉스(주),000660,2014/12,26883278000,218401,49.05,67.09,20.9,5866691000,2.26,1.51,16893716
에쓰-오일(주),010950,2014/12,10255738000,96,108.92,47.87,-8.35,879202000,1.78,0.9,28557562
에쓰씨엔지니어링(주),023960,2014/12,328101533,0,423.98,19.08,-1.57,-8679487,0.54,0.34,50089
에이치디씨(주),012630,2014/12,5936510229,22075,161.18,38.29,6.18,527608441,1.53,0.73,3152019
에이치디씨현대이피(주),089470,2014/12,563822640,3190,215.1,31.74,2.92,21138134,1.73,1.22,795562
에이치디한국조선해양(주),009540,2014/12,53384417841,0,220.85,31.17,-2.96,1506674748,1.49,0.51,23463461
에이치디현대인프라코어(주),042670,2014/12,11957427427,0,263.64,27.5,-0.62,231295747,1.34,0.87,4196729
에이치에스디엔진(주),082740,2014/12,1540296588,0,119.82,45.49,19.49,-85536183,1.14,0.64,887765
에이치엘디앤아이한라(주),014790,2014/12,2084759758,9493,365.53,21.48,-4.97,52245991,1.21,0.67,1407803
에이치엘만도(주),204320,2014/12,3846455495,18730,,,,167096396,,,1047182
에이치엘비글로벌(주),003580,2014/12,56795640,0,117.45,45.99,16.82,3733088,0.84,0.59,11994
에이치엘홀딩스(주),060980,2014/12,1679435649,5335,77.68,56.28,-83.69,206463895,2.59,0.98,9654
에이치엠엠(주),011200,2014/12,7265782000,0,959.87,9.44,-16.82,37125000,4.61,2.46,6271630
에이케이홀딩스(주),006840,2014/12,2773153876,4513,235.32,29.82,28.24,219740235,2.31,1.06,18896
엔에이치엔(주),181710,2014/12,1272857912,0,22.05,81.93,0,22670583,1.48,0.88,242804
엔에이치투자증권(주),005940,2014/12,41059175000,48835,837.83,10.66,0,-812983000,0.65,0.42,4752286
엔피씨(주),004250,2014/12,305664451,2913,65.26,60.51,4.33,15513508,1.97,1.31,299163
엘브이엠씨홀딩스(주),900140,2014/12,457477778,,43.6,69.64,13.6,-74724956,,,
엘지디스플레이(주),034220,2014/12,22967023000,178908,94.91,51.31,-2.14,2864521000,1.3,0.82,25383670
엘지전자(주),066570,2014/12,37068420000,72885,185.34,35.05,1.55,2029186000,1.71,1.25,29556368
영보화학(주),014440,2014/12,172187742,1950,75.18,57.08,-3.91,12946705,1.25,0.74,110199
영진약품(주),003520,2014/12,,0,,,,,3.5,2.25,167569
영풍제지(주),006740,2014/12,,3693,,,,,0.61,0.39,83114
영화금속(주),012280,2014/12,,1364,,,,,1.27,0.81,160282
우리종합금융(주),010050,2014/03,862743886,0,1113.36,8.24,-45.73,-136576044,8.09,1.55,113922
웰바이오텍(주),010600,2014/12,61253425,0,74.41,57.34,-13.16,-1534358,1.23,0.48,80517
유니온머티리얼(주),047400,2014/12,146707527,1470,58.24,63.19,7.87,12608434,1.36,0.82,100217
유니퀘스트(주),077500,2014/12,244003513,10098,41.45,70.7,33.67,8554261,1.75,0.73,282064
유성기업(주),002920,2014/12,377733035,3334,41.32,70.76,6.74,40531961,1.08,0.54,303099
유안타증권(주),003470,2014/12,7149807120,0,677.5,12.86,0,-425330751,1.19,0.47,795289
유엔젤(주),072130,2014/12,60241807,1148,13.63,88,-26.46,-2989168,1.65,0.69,25693
유진투자증권(주),001200,2014/12,4663206680,0,718.36,12.22,0,-255737779,0.36,0.23,525321
유화증권(주),003460,2014/03,,8236,,,,,0.43,0.38,21715
율촌화학(주),008730,2014/12,,12400,,,,,1.27,0.96,451935
이건산업(주),008250,2014/12,421742096,1402,164.89,37.75,7.65,29263677,2.08,1.21,159554
이구산업(주),025820,2014/12,,669,,,,,0.44,0.32,238633
이연제약(주),102460,2014/12,,3225,,,,,3.04,1.57,112112
이화산업(주),000760,2014/03,268063940,0,47.97,67.58,11.25,-1366495,0.74,0.47,71160
인지컨트롤스(주),023800,2014/12,446266594,1452,131.23,43.25,8.54,24372446,0.71,0.45,403680
인천도시가스(주),034590,2014/12,,5152,,,,,1.15,0.76,799267
인터지스(주),129260,2014/12,500464836,2074,150.98,39.84,10.17,-1289455,0.87,0.55,561051
일동홀딩스(주),000230,2014/12,620345999,4847,86.32,53.67,5.64,39357141,1.75,0.89,401330
일성건설(주),013360,2014/12,264739219,0,197.99,33.56,-25.69,-14679270,0.53,0.3,174721
일성신약(주),003120,2014/12,,672,,,,,1.08,0.58,62829
일신방직(주),003200,2014/12,818332225,4102,22.85,81.4,2.26,23810022,1,0.54,310813
일양약품(주),007570,2014/03,,1757,,,,,4.84,3,147732
일정실업(주),008500,2014/12,63996008,1500,23.1,81.24,-18.04,10552471,0.73,0.53,58154
일진다이아몬드(주),081000,2014/12,138971553,1127,97.86,50.54,3.61,12346331,1.67,0.84,80208
일진디스플레이(주),020760,2014/12,,2825,,,,,3.26,1.12,454231
일진전기(주),103590,2014/12,794512026,2966,153.44,39.46,-12.2,43635491,1.16,0.77,785553
일진홀딩스(주),015860,2014/12,1118410670,3219,154.38,39.31,-8.16,52687336,1.34,0.58,5516
자화전자(주),033240,2014/12,359580871,6588,38.64,72.13,-30.4,43981047,1.67,0.8,309284
전방(주),000950,2014/12,506372939,0,186.62,34.89,-16.55,-1914341,0.59,0.26,226772
제이더블유중외제약(주),001060,2014/12,594119511,2711,165.44,37.67,4.72,7279098,1.66,1.19,412791
제이더블유홀딩스(주),096760,2014/12,1036005320,1336,388.81,20.46,8.24,-17175940,1.22,0.75,63471
제이준코스메틱(주),025620,2014/12,,0,,,,,2.23,0.24,7149
제일연마공업(주),001560,2014/12,96649814,1500,47.47,67.81,2.7,9723762,1.42,0.98,75357
제일파마홀딩스(주),002620,2014/12,,773,,,,,2.18,0.84,512736
조광페인트(주),004910,2014/12,241620451,2100,60.8,62.19,5,19447503,1.16,0.59,189184
조광피혁(주),004700,2014/12,203736391,0,19.57,83.63,4.45,-7301592,5.57,1.46,195013
조선내화(주),000480,2014/12,1110908826,13000,70.79,58.55,0.94,70900799,1.23,0.67,491718
조선선재(주),120030,2014/12,,0,,,,,1.58,0.76,70929
조일알미늄(주),018470,2014/12,,0,,,,,0.57,0.37,309041
중소기업은행,024110,2014/12,219760786000,280012,1304.56,7.12,-2.03,-3370523000,0.81,0.52,12851985
지에스건설(주),006360,2014/12,13094708930,0,265.61,27.35,-0.82,571531449,0.76,0.42,8353332
지엠비코리아(주),013870,2014/12,430817639,3814,106.62,48.4,-0.73,22230652,0.91,0.6,453520
진양산업(주),003780,2014/12,39435527,1300,18.72,84.23,6.34,3295646,1.42,0.96,27230
진양폴리우레탄(주),010640,2014/12,,1000,,,,,2.41,1.27,22327
진양화학(주),051630,2014/12,,1980,,,,,2.27,0.87,79320
진원생명과학(주),011000,2014/12,40766159,0,17.38,85.2,19.21,-4158525,4.67,1.42,20218
진흥기업(주),002780,2014/12,442127318,0,302.35,24.85,33.04,11749979,1.58,1.04,638102
참엔지니어링(주),009310,2014/12,588304988,0,652.25,13.29,-1.45,-1537211,1.14,0.56,80515
컨버즈(주),109070,2014/12,,0,,,,,5.26,1.45,50354
케이비아이동국실업(주),001620,2014/12,516397132,0,197.73,33.59,44.53,15119109,1.07,0.56,295918
케이씨그린홀딩스(주),009440,2014/12,437508862,1106,125.41,44.36,-21.17,26752714,2.56,1.01,24141
케이씨코트렐(주),119650,2014/12,170694325,0,182.99,35.34,-27.91,4603075,2.02,0.95,208060
케이알모터스(주),000040,2014/12,136844164,0,198.94,33.45,-19.9,-32833487,4.04,1.15,80671
