회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),[공통]   배당금(*)(요약)(IFRS),부채비율(IFRS연결),자기자본구성비율(IFRS연결),매출액증가율(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),[공통]PBR(최고)(IFRS),[공통]PBR(최저)(IFRS),[공통]매출액(요약)
(주)한진중공업홀딩스,003480,2016/12,2109958000,0,332,23.15,-76.78,25623000,0.46,0.3,11484
(주)한진칼,180640,2016/12,2062032036,0,86.36,53.66,37.2,138825621,1.05,0.62,60147
(주)한창,005110,2016/12,82275229,687,112.69,47.02,193.94,11092696,6.63,2.75,9543
(주)한창제지,009460,2016/12,,0,,,,,1.54,0.89,194533
(주)한화,000880,2016/12,154871038000,57040,988.5,9.19,13.88,6097289000,1.12,0.84,5101851
(주)현대리바트,079430,2016/12,419856718,1347,51.35,66.07,5.97,5452470,2.7,1.31,731441
(주)현대미포조선,010620,2016/12,9226316948,0,308.54,24.48,-9.3,529680952,0.79,0.46,3442179
(주)현대백화점,069960,2016/12,6587262226,15905,52.82,65.44,10.55,442017130,1.09,0.79,1370589
(주)현대지에프홀딩스,005440,2016/12,2181726915,5238,35.76,73.66,19.36,173494862,1.99,1.21,1554227
(주)현대퓨처넷,126560,2016/12,691077957,4406,9.98,90.93,0.31,96454725,0.78,0.56,94397
(주)현대홈쇼핑,057050,2016/12,1902995406,17692,30.76,76.47,8.2,97920387,1.32,0.98,961340
(주)혜인,003010,2016/12,234552458,450,156.88,38.93,-20.92,2182501,0.69,0.39,209664
(주)호텔신라,008770,2016/12,2040955003,13286,208.52,32.41,14.26,120822621,4.42,2.63,3155128
(주)화승엔터프라이즈,241590,2016/12,436691157,943,126.51,44.15,0,32667331,1.95,1.42,35968
(주)화승인더스트리,006060,2016/12,803885741,1374,179.46,35.78,35.39,29934852,3.18,1.58,829327
(주)화승코퍼레이션,013520,2016/12,1339825677,2978,311.93,24.28,-3.78,77259713,0.98,0.64,757258
(주)화신,010690,2016/12,964142090,3472,144.8,40.85,-0.16,57568258,0.81,0.42,550942
(주)화인베스틸,133820,2016/12,,0,,,,,1.14,0.58,163149
(주)황금에스티,032560,2016/12,371879221,1050,66.33,60.12,30.3,42571367,0.82,0.43,117978
(주)효성,004800,2016/12,14120801415,166343,267.61,27.2,-4.25,1812938835,1.72,1.15,7974341
(주)후성,093370,2016/12,315083346,0,92.85,51.85,-10.76,34938983,5.07,2.32,186230
(주)휠라홀딩스,081660,2016/12,3384914899,2852,159.95,38.47,18.56,-3523855,3.37,1.94,306179
(주)휴니드테크놀러지스,005870,2016/12,,0,,,,,2.98,1.64,178932
(주)휴비스,079980,2016/12,914125281,9873,129.77,43.52,-5.11,43112519,0.9,0.69,859454
(주)휴스틸,005010,2016/12,586849321,2767,52.07,65.76,-16.98,-23012360,0.32,0.24,387904
AJ네트웍스(주),095570,2016/12,2081316853,0,386.87,20.54,18.79,-186736241,8.32,4.6,244972
CS홀딩스(주),000590,2016/12,293927435,574,12.23,89.1,-11.39,16602116,0.78,0.48,1789
DB금융투자(주),016610,2016/12,6335596389,0,810.25,10.99,-1.38,307709550,0.32,0.23,1229051
DB손해보험(주),005830,2016/12,44863439973,104442,932.59,9.68,6.96,3102580844,1.47,1.17,14381346
KG스틸(주),016380,2016/12,2823220556,0,2136.01,4.47,0.31,317476564,4.71,0.44,1542881
KISCO홀딩스(주),001940,2016/12,1493955210,2753,17.27,85.27,-2.7,114980818,0.49,0.37,14429
LG이노텍(주),011070,2016/12,4323719058,5916,143.11,41.13,-6.25,331792630,1.72,1.23,5321758
LS일렉트릭(주),010120,2016/12,2261805558,23460,112.16,47.13,0.54,242227484,1.83,1.28,1712375
OCI(주),010060,2016/12,6248555403,9540,91.4,52.25,19.02,407633584,0.93,0.46,2245311
SK이노베이션(주),096770,2016/12,32581330983,596495,77.99,56.18,-18.27,3677753976,1.58,1.07,1199715
SNT다이내믹스(주),003570,2016/12,890522084,0,36.26,73.39,-7.22,44463191,0.79,0.45,398983
SNT모티브(주),064960,2016/12,1248155630,14623,58.24,63.2,-4.69,106102873,2.1,0.93,812229
STX엔진(주),077970,2016/12,830228814,0,674.01,12.92,0,32015572,2.62,1,529846
STX중공업(주),071970,2016/12,849906703,0,0,-71.94,-60.6,-6869907,0,0,408132
가온전선(주),000500,2016/12,519225689,2356,96.25,50.96,-4.03,37730223,0.4,0.28,693342
강남제비스코(주),000860,2016/12,560934377,3250,20.83,82.76,-1.22,25595811,0.88,0.66,263220
경인전자(주),009140,2016/12,64297759,343,7.62,92.92,-6.22,1334890,0.86,0.54,15216
계룡건설산업(주),013580,2016/12,1513435499,0,359.44,21.77,28.67,125964883,0.54,0.29,1418298
계양전기(주),012200,2016/12,243982899,2217,36.2,73.42,15.77,18734059,1.57,0.81,317306
고려산업(주),002140,2016/12,167843756,724,97.42,50.65,-7.09,15777188,2.63,0.55,165242
고려아연(주),010130,2016/12,6482637892,150231,14.48,87.35,22.55,680703745,2.06,1.48,5044842
고려제강(주),002240,2016/12,2453092338,6299,65.49,60.43,-3.78,116475436,0.81,0.57,449611
광동제약(주),009290,2016/12,679780115,3246,70.08,58.8,10.57,28799301,1.84,1.14,636318
광전자(주),017900,2016/12,242283949,0,19.17,83.91,-17.12,12364430,0.94,0.55,167088
교보증권(주),030610,2016/12,5118539223,5896,586.5,14.57,7.74,573354200,0.55,0.37,1111350
국도화학(주),007690,2016/12,682784695,6973,53.14,65.3,-5.85,56399537,1.05,0.74,628092
국제약품(주),002720,2016/12,129455413,947,91.73,52.16,2.59,16098589,1.89,0.93,114992
그랜드코리아레저(주),114090,2016/12,,53814,,,,,4.14,2.72,548230
그린케미칼(주),083420,2016/12,,2200,,,,,0.92,0.69,243611
극동유화(주),014530,2016/12,191718877,4010,37.06,72.96,-8.49,29597281,1.09,0.07,234722
금강공업(주),014280,2016/12,710805610,2242,133.21,42.88,6.57,46574669,1.36,0.63,414981
금호건설(주),002990,2016/12,1274602780,10623,309.5,24.42,-11.58,19088939,1.75,0.9,1352983
금호석유화학(주),011780,2016/12,4546113636,22096,163.1,38.01,0.91,296755289,2.33,1.3,3138617
금호전기(주),001210,2016/12,460497632,0,187.56,34.78,4.78,23833276,0.62,0.38,80856
금호타이어(주),073240,2016/12,5121661355,0,321.85,23.7,-3.06,188347713,1.32,0.69,2353872
기아(주),000270,2016/12,50889260000,441024,91.46,52.23,6.44,3275882000,1.1,0.78,31641854
깨끗한나라(주),004540,2016/12,522464181,0,148.05,40.31,4.04,50061041,1.26,0.8,700578
남광토건(주),001260,2016/12,175893879,0,332.68,23.11,-39.28,-4584179,4.94,1.1,183599
남양유업(주),003920,2016/12,1041501794,855,17.12,85.39,1.99,120984359,0.85,0.65,1216822
남해화학(주),025860,2016/12,530446811,2158,33.28,75.03,0,56687903,1.37,0.99,1096487
네이버(주),035420,2016/12,6370635181,32581,54.27,64.82,23.73,1164024258,11.28,6.8,2496498
넥센타이어(주),002350,2016/12,2617913245,10174,117.66,45.94,3.11,383186434,1.42,0.99,1490686
다스코(주),058730,2016/12,157087156,3026,51.03,66.21,16.06,12969223,0.95,0.6,157137
다올투자증권(주),030210,2016/12,1359572739,0,196.94,33.68,9.91,-149640513,0.55,0.32,170812
대림비앤코(주),005750,2016/12,300494198,2167,94.67,51.37,15.56,10948356,2.03,0.8,196443
대림통상(주),006570,2016/12,230655433,2284,97.87,50.54,3.98,13292835,1.11,0.57,158197
대상(주),001680,2016/12,2308460528,14421,166.18,37.57,8.35,54766553,1.69,1.16,1852715
대상홀딩스(주),084690,2016/12,2689293818,6321,156.07,39.05,8.73,78200218,1.91,0.95,16770
대성산업(주),128820,2016/12,949116900,0,1259.84,7.35,-17.33,12109607,9.33,3.83,746040
대성에너지(주),117580,2016/12,,6875,,,,,0.67,0.55,738562
대성홀딩스(주),016710,2016/12,1128442415,4022,107.33,48.23,-15.7,62885149,0.8,0.61,28450
대신증권(주),003540,2016/12,17692580620,40261,895.05,10.05,20.15,-794444808,0.68,0.52,3866726
대영포장(주),014160,2016/12,,0,,,,,0.97,0.68,267109
대우전자부품(주),009320,2016/12,66674665,0,88.31,53.1,10.36,5049537,2.7,1.61,50327
대우조선해양(주),042660,2016/12,15064829699,0,2184.71,4.38,-16.99,-531006614,1.91,1.15,11385450
대원강업(주),000430,2016/12,1288363972,7750,132.48,43.01,6.23,90552535,1.03,0.66,834441
대원전선(주),006340,2016/12,223175696,0,171.13,36.88,-4.8,11793878,2.24,1,410939
대원제약(주),003220,2016/12,214681777,4521,32.51,75.47,11.35,20791925,2.8,1.89,238449
대원화성(주),024890,2016/12,134921898,0,89.68,52.72,-14.02,8911003,2.08,1.39,121765
대창단조(주),015230,2016/12,202433476,2600,24.04,80.62,-7.76,2428164,0.74,0.56,171257
대한방직(주),001070,2016/12,371647517,0,107.58,48.17,0.49,-7875282,0.54,0.26,236834
대한유화(주),006650,2016/12,1763643254,18528,36.39,73.32,-7.56,322565913,1.48,0.8,1583907
대한전선(주),001440,2016/12,1315810316,0,339.89,22.73,-18.64,-5635442,13.93,4.23,1201174
대한제강(주),084010,2016/12,669562190,7427,52.1,65.75,0.93,40920609,0.71,0.41,843243
대한제당(주),001790,2016/12,1210586736,5893,169.12,37.16,-4.97,86912335,0.56,0.43,1144287
대한제분(주),001130,2016/12,867495382,3285,31.06,76.3,-2.22,86171246,0.56,0.45,302368
대한해운(주),005880,2016/12,2204457785,0,252.14,28.4,1.62,120676334,0.98,0.61,513451
대한화섬(주),003830,2016/12,,0,,,,,0.41,0.32,104629
덕양산업(주),024900,2016/12,410285389,0,386.71,20.55,9.77,-4550002,1.79,1.08,823616
동국제강(주),001230,2016/12,6324651883,14004,176.27,36.2,-12.48,888321754,0.45,0.17,4464953
동부건설(주),005960,2016/12,682118319,0,169.54,37.1,-16.14,-10005337,0.87,0.43,527065
동성제약(주),002210,2016/12,,0,,,,,2.93,1.44,79721
동아쏘시오홀딩스(주),000640,2016/12,1402215520,6050,60.1,62.46,3.04,30476158,2.05,1.07,55253
동아에스티(주),170900,2016/12,1066616686,4220,81.02,55.24,-3.52,1889533,2.73,1.19,560278
동양생명보험(주),082640,2016/12,26720804835,20414,1355.61,6.87,58.12,4016593719,0.86,0.6,7388946
동양철관(주),008970,2016/12,159775025,0,98.39,50.41,-24.52,6839505,1.95,1.15,103877
동원산업(주),006040,2016/12,1900330097,10090,140.21,41.63,15.93,209981984,2.12,1.37,830000
동원수산(주),030720,2016/12,94209184,0,180.03,35.71,12.37,2642224,1.44,0.86,105749
동원시스템즈(주),014820,2016/12,1308740989,6099,238.58,29.54,6.76,110006139,8.86,4.55,406714
동일고무벨트(주),163560,2016/12,276868629,1167,55.7,64.22,-7.83,24241569,1.16,0.66,228435
동일산업(주),004890,2016/12,371393726,2679,13.76,87.9,-1.26,21358785,0.65,0.37,304359
동일제강(주),002690,2016/12,,300,,,,,0.51,0.34,94747
동화약품(주),000020,2016/12,,3043,,,,,1.37,0.81,237471
두산밥캣(주),241560,2016/12,6326067005,70174,88.73,52.98,-2.25,326934342,1.24,1.04,12693
두산에너빌리티(주),034020,2016/12,24832568190,70696,263.96,27.48,-14.27,967566786,1.03,0.48,4705321
디씨엠(주),024090,2016/12,181951790,3824,17.8,84.89,21.09,15913453,1.16,0.77,122788
디아이동일(주),001530,2016/12,986880679,1037,81.95,54.96,6.24,8574040,0.32,0.29,283993
디에스알(주),155660,2016/12,195724131,800,46.6,68.21,-6.38,10527608,1.46,0.46,158399
디에스알제강(주),069730,2016/12,,576,,,,,1.3,0.38,172536
디엘(주),000210,2016/12,12391509195,11770,140.83,41.52,3.57,146996141,0.8,0.52,8654021
디엘건설(주),001880,2016/12,,0,,,,,1.1,0.85,911291
디와이(주),013570,2016/12,722400600,3553,78.77,55.94,12.6,62125084,0.91,0.63,93338
디와이파워(주),210540,2016/12,228157938,1324,127.02,44.05,-7.79,32421812,0.87,0.41,199708
롯데관광개발(주),032350,2016/12,362245686,0,118.03,45.86,12.78,3116360,5.44,1.86,46358
롯데손해보험(주),000400,2016/12,,1331,,,,,0.85,0.65,3026991
롯데쇼핑(주),023530,2016/12,41915906500,59104,142.79,41.19,1.37,1506866592,0.59,0.4,16042365
롯데에너지머티리얼즈(주),020150,2016/12,390766753,1960,32.6,75.42,-12.92,72915221,3.03,1.61,250636
롯데정밀화학(주),004000,2016/12,1530938498,7641,37.72,72.61,-4.4,65462525,1.04,0.66,1110674
롯데지주(주),004990,2016/12,3991836441,16062,55.81,64.18,-0.43,113575204,1.61,0.09,1766908
롯데칠성음료(주),005300,2016/12,4650515641,13577,96,51.02,3.06,190930209,1.52,0.89,2264212
롯데케미칼(주),011170,2016/12,15866834170,134768,68.78,59.25,12.89,2700639429,1.49,0.96,8257000
롯데하이마트(주),071840,2016/12,,11804,,,,,0.78,0.52,3939442
명문제약(주),017180,2016/12,221075417,1564,133.5,42.83,13.65,5601082,2.2,0.65,135253
무림페이퍼(주),009200,2016/12,1904532338,0,221.98,31.06,-2.19,200755873,0.48,0.34,477391
무림피앤피(주),009580,2016/12,1095295628,7795,105.07,48.76,-4.76,88266025,0.61,0.47,596778
문배철강(주),008420,2016/12,,909,,,,,0.79,0.47,129929
미래산업(주),025560,2016/12,84503325,0,15.61,86.5,-8.76,-8581896,4.24,2.08,22835
미래에셋생명보험(주),085620,2016/12,28644109281,19192,1423.48,6.56,-2.38,1350322146,0.53,0.37,4005851
미래에셋증권(주),006800,2016/12,57267775961,25941,759.13,11.64,54.31,5014627158,0.51,0.36,4145457
미원상사(주),002840,2016/12,329573660,0,37.77,72.58,26.02,30452389,1.3,0.89,166036
미원홀딩스(주),107590,2016/12,254837540,3606,17.69,84.97,6.4,55433382,1.92,1.04,271602
미원화학(주),134380,2016/12,,2218,,,,,2.46,1.16,139901
미창석유공업(주),003650,2016/12,,3792,,,,,0.72,0.54,280598
백광산업(주),001340,2016/12,,0,,,,,0.9,0.62,134659
범양건영(주),002410,2016/12,121941346,0,186.41,34.91,66.27,-4784163,2.19,1.49,104664
보해양조(주),000890,2016/12,218917157,0,120.21,45.41,-6.68,-10016929,2.31,1.06,114987
부광약품(주),003000,2016/12,237634086,21531,10.72,90.32,-2.47,-7763106,8.21,4.37,142017
부국증권(주),001270,2016/12,1433431137,11921,212.75,31.97,6.33,138309499,0.66,0.45,742056
부국철강(주),026940,2016/12,,1500,,,,,0.67,0.42,140175
부산산업(주),011390,2016/12,122608820,264,88.64,53.01,12.46,13885401,2.06,0.83,32207
부산주공(주),005030,2016/12,,0,,,,,2.67,0.62,179589
비케이탑스(주),030790,2016/12,96432695,0,131.8,43.14,-16.23,-2364034,1.88,1.2,89360
사조동아원(주),008040,2016/12,467516374,0,550.31,15.38,-16.13,46577787,3.28,1.31,363733
사조산업(주),007160,2016/12,1010707866,0,147.91,40.34,-22.43,38318423,1.51,1.16,385748
사조씨푸드(주),014710,2016/12,,0,,,,,0.78,0.54,323397
삼부토건(주),001470,2016/12,425668795,0,299.31,25.04,-26.08,97879819,2.55,0.09,389348
삼성SDI(주),006400,2016/12,14900311234,67788,35.9,73.58,-31.29,-1309519499,0.89,0.62,4422861
삼성공조(주),006660,2016/12,252728716,722,27.17,78.63,-8.36,9230121,0.59,0.41,68042
삼성물산(주),028260,2016/12,44458515390,90786,110.65,47.47,110.59,1355395243,1.87,1.24,20001559
삼성바이오로직스(주),207940,2016/12,,0,,,,,1.26,0.85,294622
삼성생명보험(주),032830,2016/12,264653801000,215490,834.89,10.7,9.83,4834400000,1.02,0.79,26102753
삼성에스디에스(주),018260,2016/12,6842003858,58013,29.31,77.33,4.16,622817969,5.01,2.36,4006911
삼성엔지니어링(주),028050,2016/12,5509420276,0,458.36,17.91,8.84,187923502,3.23,1.93,5601509
삼성전기(주),009150,2016/12,7662629260,37916,76.66,56.61,-2.32,679643759,1.26,0.89,4690337
삼성전자(주),005930,2016/12,262174324000,3850352,35.87,73.6,0.6,47385644000,2.38,1.42,133947204
삼성제약(주),001360,2016/12,138284747,0,67.87,59.57,14.37,-9941381,4.15,1.38,40527
삼성중공업(주),010140,2016/12,17217462679,0,174.37,36.45,7.2,-1554754531,0.56,0.35,9883582
삼성증권(주),016360,2016/12,33229936021,49683,768.31,11.52,12.38,1466856904,0.9,0.66,4361120
삼성카드(주),029780,2016/12,21904458546,164416,231.1,30.2,5.08,-1103840659,1.03,0.52,3389499
삼성화재해상보험(주),000810,2016/12,68217504527,259322,519.7,16.14,-0.2,1646198009,1.55,1.22,21335950
삼아알미늄(주),006110,2016/12,,825,,,,,0.54,0.31,129274
삼양식품(주),003230,2016/12,326695948,1130,84.01,54.34,23.54,37170610,2.55,0.98,353967
삼양통상(주),002170,2016/12,289192371,2250,15.73,86.41,-8.96,43535226,0.73,0.52,189678
삼영무역(주),002810,2016/12,335125436,4501,16.89,85.55,-0.48,4013178,1.79,1.18,222134
삼영전자공업(주),005680,2016/12,492573626,4000,5.11,95.14,-2.87,21721904,0.63,0.49,184020
삼익티에이치케이(주),004380,2016/12,,6831,,,,,1.89,1.11,251075
삼일제약(주),000520,2016/12,100995489,766,91.02,52.35,9.78,5634351,1.36,0.76,96161
삼정펄프(주),009770,2016/12,211609843,4125,19.02,84.02,0,25170337,0.65,0.48,152065
삼진제약(주),005500,2016/12,,8717,,,,,3.23,1.98,239313
삼호개발(주),010960,2016/12,245439371,3250,66.04,60.23,2.84,16768174,0.67,0.5,271296
삼화왕관(주),004450,2016/12,,1581,,,,,1.02,0.66,101631
삼화전기(주),009470,2016/12,129464174,331,262.83,27.56,16.51,7529416,2.02,1.12,144067
삼화전자공업(주),011230,2016/12,68227794,0,786.11,11.29,7.62,2029044,4.74,2.48,28022
삼화콘덴서공업(주),001820,2016/12,121688274,0,128.02,43.86,8.59,12708573,3.71,1.86,128381
삼화페인트공업(주),000390,2016/12,526308223,6971,77.97,56.19,-4.93,10153281,1.4,0.96,442508
상신브레이크(주),041650,2016/12,353061766,3098,126.61,44.13,4.55,32398738,1.29,0.92,301381
새론오토모티브(주),075180,2016/12,263741756,3648,23.16,81.19,-2.57,38745284,0.98,0.86,139327
샘표(주),007540,2016/12,118579705,300,9.38,91.42,-92.23,5062333,2.9,1.11,2779
샘표식품(주),248170,2016/12,191529281,913,,,,12610876,,,131196
서울도시가스(주),017390,2016/12,1466624997,6799,64.69,60.72,-17.41,76829327,0.66,0.44,1265360
서울식품공업(주),004410,2016/12,,0,,,,,2.48,1.62,43898
선도전기(주),007610,2016/12,146601414,357,79.88,55.59,-0.05,-9547698,1.57,0.57,93020
성문전자(주),014910,2016/12,44116408,3,57.38,63.54,-5.79,2520511,8.91,0.98,30118
성보화학(주),003080,2016/12,,8809,,,,,0.91,0.07,58012
성신양회(주),004980,2016/12,1016264029,0,219.83,31.27,1.16,112092332,1.21,0.58,653608
성창기업지주(주),000180,2016/12,636441018,688,26.34,79.15,2.29,2278932,1.35,0.07,8310
세기상사(주),002420,2016/12,43903385,0,82.09,54.92,-0.2,-658366,2.2,0.72,5466
세방(주),004360,2016/12,939792735,4043,25.23,79.86,-2.53,24990779,0.77,0.61,557125
세방전지(주),004490,2016/12,1086480434,4810,31.45,76.07,0.37,79426030,0.76,0.61,958982
세원이앤씨(주),091090,2016/12,374930308,0,90.9,52.38,-19.29,25651926,1.18,0.74,221931
세종공업(주),033530,2016/12,952518535,3902,138.47,41.93,-3.73,81731492,0.86,0.57,432800
세하(주),027970,2016/12,,0,,,,,5.2,2.34,159354
송원산업(주),004430,2016/12,829523000,3360,134.2,42.7,6.1,100772000,1.5,0.83,561119
스틱인베스트먼트(주),026890,2016/12,187984048,2606,38.06,72.43,4.79,9223405,2.46,1.47,38172
신대양제지(주),016590,2016/12,362737227,0,36.92,73.03,-20.98,-1880244,0.43,0.3,220230
신라교역(주),004970,2016/12,525212040,4000,14.54,87.31,4.45,8940609,0.63,0.47,295148
신세계건설(주),034300,2016/12,,2000,,,,,1.73,1.17,1438182
신송홀딩스(주),006880,2016/12,246716568,946,68.43,59.37,-9.48,-5112946,0.92,0.51,2550
신일전자(주),002700,2016/12,80720576,1066,62.57,61.51,15.89,7982819,3.65,1.54,124048
신풍제약(주),019170,2016/12,418113688,0,91.38,52.25,-0.92,18959223,3.21,1.09,182276
쌍용씨앤이(주),003410,2016/12,3216246977,82697,77.3,56.4,-1.59,196734831,1.43,0.8,1411404
써니전자(주),004770,2016/12,41114893,0,15.9,86.28,-10.14,3197750,5.89,2.7,20146
씨에스윈드(주),112610,2016/12,385686829,3183,29.15,77.43,4.74,48828129,1.66,0.9,178397
씨제이(주),001040,2016/12,27009587950,38540,139.99,41.67,13.17,2091748639,3.56,1.86,124415
씨제이대한통운(주),000120,2016/12,5521193039,0,101.56,49.61,20.3,208404672,2.42,1.79,4846376
씨제이씨지브이(주),079160,2016/12,2541773014,7406,176.14,36.21,20,187811328,5.69,2.33,914597
씨제이씨푸드(주),011150,2016/12,,0,,,,,2.81,1.92,173738
씨제이제일제당(주),097950,2016/12,15766238539,35394,160.15,38.44,12.68,800141934,2.11,1.65,4862290
아남전자(주),008700,2016/12,160088982,0,126.62,44.13,7.69,6673965,1.74,1,167584
아세아(주),002030,2016/12,1706513489,2852,39.3,71.79,4.12,111381140,0.7,0.53,14936
아세아시멘트(주),183190,2016/12,850532589,4942,27.93,78.17,1.67,72374961,0.64,0.4,424885
아세아제지(주),002310,2016/12,720959585,4466,56.34,63.96,5.92,30848642,0.56,0.3,393536
아시아나항공(주),020560,2016/12,8229241087,0,689.86,12.66,-0.55,658791506,1.71,1.14,5401373
아이에스동서(주),010780,2016/12,2074372640,30718,120.77,45.3,82.28,105851104,2.19,1.25,1538979
애경케미칼(주),161000,2016/12,408400368,9607,61.37,61.97,-4.86,67348488,1.67,0.11,725561
에스엘(주),005850,2016/12,1631322202,8805,70.75,58.57,16.16,97219428,1.26,0.75,638837
에스지씨에너지(주),005090,2016/12,854268059,3641,158.95,38.62,-4.14,14434277,1.95,1.11,278127
에스케이(주),034730,2016/12,103047337000,208666,143.46,41.08,111.32,9110672000,1.9,1.47,3113719
에스케이가스(주),018670,2016/12,4070915648,22770,137.88,42.04,28.82,-107692809,0.98,0.45,3366246
에스케이네트웍스(주),001740,2016/12,8620316668,24833,258.35,27.91,-9.33,14578880,0.81,0.52,17333737
에스케이디스커버리(주),006120,2016/12,6545936444,8500,145.86,40.67,23.85,-32510375,1.96,1.25,1146626
에스케이디앤디(주),210980,2016/12,1021405102,5708,257.71,27.96,19.49,-143318993,3.6,2.15,277311
에스케이렌터카(주),068400,2016/12,1157648506,0,393.98,20.24,2.45,-71954546,1.19,0.78,544644
에스케이씨(주),011790,2016/12,3528839514,27031,131.56,43.18,-8.01,249101740,0.85,0.64,1380830
에스케이증권(주),001510,2016/12,3921512071,0,844.76,10.58,-0.79,-100663697,1.03,0.76,471893
에스케이텔레콤(주),017670,2016/12,31297663000,635482,94.2,51.49,-0.26,4243168000,1.83,1.49,12350479
에스케이하이닉스(주),000660,2016/12,32216026000,423601,34.1,74.57,-8.51,5548922000,1.58,0.87,16733111
에쓰-오일(주),010950,2016/12,13959027000,663694,118.4,45.79,-8.77,1721991000,2.02,1.41,16321843
에쓰씨엔지니어링(주),023960,2016/12,405773646,0,149.02,40.16,-24.44,1630595,2.96,0.96,91064
에이치디씨(주),012630,2016/12,5784577179,51509,109.97,47.62,3.2,839771009,1.55,0.99,3507254
에이치디씨랩스(주),039570,2016/12,240035200,2469,36.52,73.25,8.21,7227717,2.07,1.44,188862
에이치디씨현대이피(주),089470,2016/12,577184630,4436,117.77,45.92,-0.76,49598467,1.71,1.24,692807
에이치디한국조선해양(주),009540,2016/12,48949259814,0,175.2,36.34,-15.11,2649202768,0.93,0.45,19541422
에이치디현대인프라코어(주),042670,2016/12,10026808641,0,190.77,34.39,-20.57,512992500,1.31,0.44,2204890
에이치에스디엔진(주),082740,2016/12,1356449525,0,153.89,39.39,15.75,4541870,0.64,0.3,804680
에이치엘디앤아이한라(주),014790,2016/12,2073883264,2500,489.53,16.96,-1.26,207991456,0.86,0.55,1358236
에이치엘만도(주),204320,2016/12,4464352802,46825,194.67,33.94,10.7,350197343,3.43,1.63,3141619
에이치엘비글로벌(주),003580,2016/12,,0,,,,,5.19,0.49,18256
에이치엘홀딩스(주),060980,2016/12,1914036710,13336,100.11,49.97,12.23,85947188,1.07,0.67,618048
에이치엠엠(주),011200,2016/12,4398098000,0,362.31,21.63,-20.52,-638958000,3.7,0.34,4348724
에이케이홀딩스(주),006840,2016/12,2741946503,7093,171.1,36.89,4.09,318306281,2.13,1.22,23291
엔에이치엔(주),181710,2016/12,1838187142,0,21.7,82.17,32.86,83394333,0.91,0.58,218567
엔에이치투자증권(주),005940,2016/12,42970595000,120677,824.34,10.82,26.24,2253116000,0.73,0.56,8740159
엔피씨(주),004250,2016/12,399309178,3381,62.11,61.69,0.36,39205308,1.6,1.14,316070
엘브이엠씨홀딩스(주),900140,2016/12,690100493,,57.53,63.48,-11.75,3647129,,,
엘아이지넥스원(주),079550,2016/12,1791479110,20680,183.62,35.26,-2.25,-107674120,5.42,2.68,1859890
엘에스전선아시아(주),229640,2016/12,275821752,4594,112.15,47.14,72.45,25659272,0.81,0.56,7279
엘지디스플레이(주),034220,2016/12,24884336000,178908,84.84,54.1,-6.62,3640906000,1.01,0.65,24419295
엘지전자(주),066570,2016/12,37855269000,72885,183.42,35.28,-2.02,3157990000,1.58,1.07,28743246
영보화학(주),014440,2016/12,182197358,1950,58.96,62.91,0.29,20296039,1.38,0.74,87909
영진약품(주),003520,2016/12,,0,,,,,32.82,3.49,193134
영풍제지(주),006740,2016/12,,809,,,,,0.83,0.5,87504
영화금속(주),012280,2016/12,,1309,,,,,2.39,1.02,156388
우리종합금융(주),010050,2016/12,1576757631,0,816.4,10.91,37.97,74203719,2.49,1.34,177379
웰바이오텍(주),010600,2016/12,59864700,0,76.81,56.56,-24.18,-2365591,1.06,0.65,51156
유니온머티리얼(주),047400,2016/12,144778673,1470,45.83,68.57,0.62,9353648,2.35,1.02,104613
유니퀘스트(주),077500,2016/12,284420090,2128,55.76,64.2,-10.95,-4186618,1.34,0.55,261936
유성기업(주),002920,2016/12,377300325,3078,30.5,76.63,-3.78,31522675,0.57,0.44,257530
유안타증권(주),003470,2016/12,10363054944,0,903.47,9.97,19.96,-990481900,0.88,0.6,1440863
유엔젤(주),072130,2016/12,58271070,0,25.98,79.38,-26.28,-3568478,2.15,1.26,26098
유진투자증권(주),001200,2016/12,5890801739,0,786.66,11.28,-0.33,45616630,0.48,0.33,615133
유화증권(주),003460,2016/12,,10713,,,,,0.55,0.47,18897
율촌화학(주),008730,2016/12,,12400,,,,,1.21,0.9,443482
이건산업(주),008250,2016/12,471363908,1405,190.77,34.39,8.44,35638719,1.79,1.17,198324
이구산업(주),025820,2016/12,,1672,,,,,1.04,0.36,197535
이연제약(주),102460,2016/12,,4515,,,,,3.38,1.76,121847
이화산업(주),000760,2016/03,278297562,0,48.19,67.48,-19.35,5304457,1.48,0.68,58294
인지컨트롤스(주),023800,2016/12,480268650,1452,131.12,43.27,-5.38,26190858,0.65,0.45,415956
인천도시가스(주),034590,2016/12,,5152,,,,,0.93,0.78,514879
인터지스(주),129260,2016/12,514189732,3386,132.83,42.95,-22.37,8440086,0.84,0.45,454029
일동제약(주),249420,2016/12,550353832,7136,,,,19156880,,,201344
일동홀딩스(주),000230,2016/12,204087848,1047,91.03,52.35,-91.44,46643056,7.15,3.91,19977
일성건설(주),013360,2016/12,277457544,1084,184.81,35.11,23.67,21080179,0.85,0.45,279295
일성신약(주),003120,2016/12,,1008,,,,,1.16,0.86,67463
일신방직(주),003200,2016/12,904835179,6547,30.34,76.72,5.19,39156242,0.8,0.59,323202
