회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),[공통]   배당금(*)(요약)(IFRS),부채비율(IFRS연결),자기자본구성비율(IFRS연결),매출액증가율(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),[공통]PBR(최고)(IFRS),[공통]PBR(최저)(IFRS),[공통]매출액(요약)
(주)광명전기,017040,2016/12,146859319,0,49.76,66.77,-16.66,4502682,2.29,0.86,96931
(주)광주신세계,037710,2016/12,,2000,,,,,0.86,0.7,210424
(주)국동,005320,2016/12,124126720,0,139.97,41.67,15.9,747703,2.58,1.1,127276
(주)국보,001140,2016/12,81308887,0,432.28,18.79,-4.68,507314,3.77,1.79,77774
(주)금양,001570,2016/12,178901902,0,418.85,19.27,6.09,8032406,8.81,3.01,161002
(주)금호에이치티,214330,2016/12,156606980,977,81.51,55.09,2.71,23467650,1.3,0.6,189734
(주)까뮤이앤씨,013700,2016/12,,381,,,,,1.21,0.9,139708
(주)나이스홀딩스,034310,2016/12,1408253173,4610,82.12,54.91,23.43,139624114,2.91,1.82,33693
(주)남선알미늄,008350,2016/12,,0,,,,,1.41,0.89,400734
(주)남성,004270,2016/12,204535206,200,178.71,35.88,10.36,6856473,1.31,0.69,70870
(주)넥센,005720,2016/12,970602747,4090,18.25,84.56,4.99,22394452,0.97,0.08,192728
(주)노루페인트,090350,2016/12,570582358,4095,106.39,48.45,3.75,44454802,1.13,0.67,432008
(주)노루홀딩스,000320,2016/12,970205089,4690,81.85,54.99,0.97,54493953,1.15,0.65,81210
(주)녹십자,006280,2016/12,1550614664,14266,46.42,68.3,14.32,-1742285,3.27,1.7,1033114
(주)녹십자홀딩스,005250,2016/12,2249277259,13621,63.34,61.22,19.56,-805470,4.65,1.75,98335
(주)농심,004370,2016/12,2481287284,23131,37.67,72.64,1.62,220960821,1.88,0.98,1862187
(주)농심홀딩스,072710,2016/12,1171929234,9276,39.27,71.8,10.85,17072623,1.6,0.89,19090
(주)다우기술,023590,2016/12,9818253246,10817,510.75,16.37,9.88,-357440621,2.61,1.49,214672
(주)다이나믹디자인,145210,2016/12,292355903,0,174.09,36.48,-10.33,12623939,1.12,0.6,125808
(주)대교,019680,2016/12,848138969,12769,27.96,78.15,0.92,85753129,1.86,1.35,759845
(주)대구백화점,006370,2016/03,626013405,3091,66.24,60.15,0.09,6094936,0.55,0.39,149710
(주)대덕,008060,2016/12,,12494,,,,,0.92,0.76,490868
(주)대동,000490,2016/12,667215742,829,210.12,32.25,0.33,348037,1.32,0.91,463776
(주)대양금속,009190,2016/12,,0,,,,,10.45,0.93,146248
(주)대우건설,047040,2016/12,9970246457,0,381.68,20.76,11.78,358834067,1.61,1.07,10964616
(주)대웅,003090,2016/12,1467286018,4318,69.7,58.93,1.82,18755842,2.84,1.54,49222
(주)대웅제약,069620,2016/12,1144699986,6193,89.35,52.81,5.27,15377371,2.99,1.56,794010
(주)대유에이텍,002880,2016/12,838062939,2550,329.11,23.3,0.94,11660573,2.68,1.39,346860
(주)대유플러스,000300,2016/12,945163529,0,688.39,12.68,-12.44,21518015,1.27,0.75,177513
(주)대창,012800,2016/12,565993244,0,215.76,31.67,-19.57,42883187,0.84,0.55,371559
(주)대한항공,003490,2016/12,23956534894,0,1178.12,7.82,1.62,2806255597,2.08,1.33,11502877
(주)대현,016090,2016/12,,2214,,,,,1.28,0.79,280173
(주)대호에이엘,069460,2016/12,,0,,,,,3.49,1.43,117646
(주)더메디팜,118000,2016/12,28844768,0,114.68,46.58,-1.9,-4851449,17.68,2.81,6129
(주)더존비즈온,012510,2016/12,236494235,8605,54.28,64.82,12.07,49616235,6.21,3.8,173040
(주)덕성,004830,2016/12,108207616,704,64.24,60.89,34.92,3290685,3.39,1.28,98631
(주)도화엔지니어링,002150,2016/12,,5619,,,,,0.94,0.61,324738
(주)동남합성,023450,2016/12,,302,,,,,1.59,0.81,104228
(주)동방,004140,2016/12,588528837,442,294.77,25.33,-8.69,27241558,0.73,0.35,468813
(주)동방아그로,007590,2016/12,169820452,2901,34,74.63,0.01,2236085,0.95,0.67,115846
(주)동서,026960,2016/12,1327035012,66513,10.83,90.23,0.86,106473070,3.12,2.27,466717
(주)동성케미컬,102260,2016/12,872052701,8757,97.9,50.53,-2.1,78305380,1.48,1.15,239572
(주)동아지질,028100,2016/12,298869765,2260,100.01,50,8.93,51552442,0.96,0.55,322519
(주)동양,001520,2016/12,1004693583,10608,16.46,85.87,12.03,-131992217,1.05,0.69,372772
(주)동양고속,084670,2016/12,237926437,1005,88.09,53.17,14.56,14759919,0.84,0.63,155462
(주)동원에프앤비,049770,2016/12,1092285976,9648,94.84,51.32,16.06,104591611,3.26,1.54,1464992
(주)두산,000150,2016/12,28664805143,100426,262.81,27.56,-13.45,924981103,1.65,0.95,2067136
(주)두올,016740,2016/12,220602297,2031,81.27,55.17,-19.21,11548160,1.16,0.58,172629
(주)디비아이엔씨,012030,2016/12,214971054,0,41.85,70.5,0.56,14350199,10.32,0.81,204810
(주)디아이,003160,2016/12,179576752,1434,56.78,63.78,4.02,11491572,2.18,1.2,52289
(주)디아이씨,092200,2016/12,733802132,1074,260.86,27.71,7.33,21265707,1.67,0.94,329572
(주)디알비동일,004840,2016/12,701206828,1673,62.92,61.38,-18.89,62343702,1.53,1.01,129988
(주)디엔오토모티브,007340,2016/12,1115539571,7253,41.12,70.86,5.34,136105489,1.23,0.83,349008
(주)디지비금융지주,139130,2016/12,53462400533,50716,1245.87,7.43,4.2,32634254,0.71,0.53,95119
(주)락앤락,115390,2016/12,750896978,27093,11.74,89.49,4.42,82986642,1.58,1.15,204449
(주)마니커,027740,2016/12,211971928,0,117.92,45.89,-16.29,4675746,1.52,0.6,216301
(주)메리츠금융지주,138040,2016/12,37543724235,42150,841.75,10.62,21.22,-302549763,2.2,1.66,120570
(주)메타랩스,090370,2016/12,76691075,0,228.03,30.48,-20.63,-10014767,4.1,0.67,67250
(주)모나리자,012690,2016/12,,2742,,,,,4.02,1.85,121396
(주)모나미,005360,2016/12,166157077,1307,120.56,45.34,-1.93,7577550,1.96,1.28,100354
(주)모토닉,009680,2016/12,433121255,5622,10.57,90.44,-3.91,9276603,0.96,0.7,182110
(주)무학,033920,2016/12,603740662,9795,22.97,81.32,-8.65,52795032,2.46,1.26,254174
(주)미래아이앤지,007120,2016/12,52119332,0,5.84,94.48,7.28,-3542391,3.66,1.43,9872
(주)백산,035150,2016/12,186773462,2126,51.78,65.89,16.69,22010528,2.2,0.93,174060
(주)벽산,007210,2016/12,458398720,2037,63.56,61.14,0.22,38576720,3.04,1.32,294713
(주)보락,002760,2016/12,,839,,,,,2.38,0.97,35709
(주)보령,003850,2016/12,,1619,,,,,3.46,2.42,409140
(주)비비안,002070,2016/12,164439473,0,26.31,79.17,3.58,-2931819,0.61,0.42,177429
(주)비상교육,100220,2016/12,239728294,4039,23.06,81.26,0.02,51238792,1.54,0.64,136992
(주)비와이씨,001460,2016/12,733018518,678,86.12,53.73,16.28,43942199,1.31,0.84,211091
(주)비지에프,027410,2016/12,1917601300,39638,103.53,49.13,16.57,331366505,14.92,5.06,4941266
(주)빙그레,005180,2016/12,623750932,11052,19.55,83.65,1.7,65559133,1.43,1.04,804140
(주)사조대림,003960,2016/12,671743822,0,159.2,38.58,33.35,60541694,0.78,0.5,460627
(주)사조오양,006090,2016/12,,0,,,,,1.31,0.77,279105
(주)삼성출판사,068290,2016/12,176478585,1100,60.72,62.22,12.21,11428830,2.47,1.47,47244
(주)삼양사,145990,2016/12,2063771564,15040,76.99,56.5,38.39,179594920,1.33,0.93,1583353
(주)삼양홀딩스,000070,2016/12,3169444797,15477,71.26,58.39,6.2,217053480,1.3,0.77,102180
(주)삼영,003720,2016/12,156643431,0,62.67,61.47,-9.9,8505563,0.87,0.55,93616
(주)삼원강재,023000,2016/12,,5000,,,,,0.83,0.7,268399
(주)삼익악기,002450,2016/12,414022232,3943,84.47,54.21,29.81,-14716805,1.66,0.95,155673
(주)삼일씨엔에스,004440,2016/12,,7639,,,,,1.25,0.81,284093
(주)삼천리,004690,2016/12,3690167118,8909,170.74,36.94,-16.48,329878875,0.38,0.29,2384713
(주)상상인증권,001290,2016/12,559819290,0,273,26.81,-28.97,8484435,0.66,0.39,64182
(주)서연,007860,2016/12,2933486634,3256,173.64,36.54,4,126620684,0.89,0.64,9658
(주)서연이화,200880,2016/12,1801799813,4053,165.12,37.72,4.96,116462879,1.24,0.87,1019736
(주)서원,021050,2016/12,223594647,465,141.59,41.39,-3.31,6639301,1.46,0.72,205645
(주)서흥,008490,2016/12,585890727,3818,103.12,49.23,11.92,53033307,2.71,1.89,260348
(주)선앤엘,002820,2016/12,577876290,2494,104.54,48.89,-0.03,31567507,0.66,0.43,311374
(주)선진,136490,2016/12,543650885,814,179.06,35.83,6.95,49778048,1.21,1,615165
(주)성안,011300,2016/12,256671843,0,192.88,34.14,-0.6,-584540,0.93,0.6,47066
(주)세아베스틸지주,001430,2016/12,3537087560,28477,77.37,56.38,0.17,255231399,0.7,0.51,1619275
(주)세아제강지주,003030,2016/12,2169697077,10174,67.92,59.55,-17.98,119569689,0.53,0.25,1327724
(주)세아특수강,019440,2016/12,516822970,6318,68.98,59.18,-1.83,62963748,0.72,0.52,572014
(주)세아홀딩스,058650,2016/12,5177866749,6998,77.07,56.47,-0.34,382509111,0.71,0.53,43205
(주)세우글로벌,013000,2016/12,39207914,0,22.98,81.32,7.06,-331861,3.85,0.96,40305
(주)세이브존아이앤씨,067830,2016/12,553360023,1133,52.66,65.5,-2.19,49257225,0.73,0.56,181594
(주)세진중공업,075580,2016/12,365850478,3832,130.98,43.29,-25.3,16305133,1.15,0.65,427423
(주)수산중공업,017550,2016/12,108609516,514,18.99,84.04,-12.78,14817154,1.55,0.93,81998
(주)시디즈,134790,2016/12,,0,,,,,3.78,1.34,9940
(주)신도리코,029530,2016/12,932198393,14748,10.82,90.24,1.35,75854188,0.72,0.57,480114
(주)신성이엔지,011930,2016/12,693978387,0,467.56,17.62,0,61987851,2.72,1.24,211861
(주)신세계,004170,2016/12,9954538692,12296,112.12,47.14,14.96,338736360,0.78,0.58,1643710
(주)신세계아이앤씨,035510,2016/12,,1708,,,,,1.17,0.66,296339
(주)신세계인터내셔날,031430,2016/12,966185102,4284,101.91,49.53,1.58,53510215,1.87,1.09,893804
(주)신세계푸드,031440,2016/12,556151052,2323,87.14,53.44,17.94,21299634,2.4,1.56,1039326
(주)신영와코루,005800,2016/12,334494513,2250,11.4,89.77,0.19,2339935,0.63,0.41,177671
(주)신원,009270,2016/12,432327923,0,138.87,41.86,0.1,21776137,0.78,0.49,631250
(주)신풍,002870,2016/12,146751018,0,255.09,28.16,15.41,7129675,0.79,0.51,124444
(주)신한금융지주회사,055550,2016/12,395680324000,687589,1146.43,8.02,-3.46,3797177000,1.2,0.89,1739924
(주)신화다이나믹스,001770,2016/12,,304,,,,,1.52,0.49,70159
(주)신흥,004080,2016/12,131526453,576,55.32,64.38,-0.82,8173811,1.51,0.91,124315
(주)쌍방울,102280,2016/12,223316431,0,28.11,78.06,-20.24,-9827157,2.86,1.05,97410
(주)쎌마테라퓨틱스,015540,2016/12,13114275,0,125.56,44.33,-31.96,-2875615,54.54,3.24,11733
(주)씨아이테크,004920,2016/12,39843704,0,15.86,86.31,-12.99,-825363,1.95,0.91,8569
(주)아모레퍼시픽,090430,2016/12,5181577130,109037,32.98,75.2,18.44,676951892,8.68,5.93,4270867
(주)아모레퍼시픽그룹,002790,2016/12,7088395210,38345,27.33,78.54,18.31,876720427,9.87,6.39,83128
(주)아센디오,012170,2016/12,,0,,,,,4.51,1.24,5788
(주)아이마켓코리아,122900,2016/12,1334064598,15831,191.63,34.29,8.15,122424239,2.59,1,2682496
(주)아이에이치큐,003560,2016/12,256634714,0,15.83,86.33,3.04,42181533,2.25,1.22,97313
(주)알루코,001780,2016/12,439409021,3728,118.34,45.8,-1.21,60459184,3.43,1.43,284838
(주)에넥스,011090,2016/12,152746917,1106,158.98,38.61,27.82,-19058748,4.85,2.2,390127
(주)에스비에스,034120,2016/12,894153403,0,65.35,60.48,4.56,-921116,1.25,0.78,798556
(주)에스엠벡셀,010580,2016/12,,0,,,,,4.06,1.26,77235
(주)에스원,012750,2016/12,1460376647,42263,32.77,75.32,1.7,273180865,4.9,3.66,1818302
(주)에스제이엠,123700,2016/12,205931303,3121,22.09,81.91,-1.95,15671243,1,0.71,97244
(주)에스제이엠홀딩스,025530,2016/12,278845875,2710,20.89,82.72,-2.04,17539090,0.71,0.55,9831
(주)에스지글로벌,001380,2016/12,210143168,0,78.5,56.02,25.9,-4946648,1.93,0.83,119573
(주)에스지세계물산,004060,2016/12,302004755,0,51.12,66.17,-2.86,-5166667,1.45,1,305135
(주)에스피씨삼립,005610,2016/12,674649804,5364,130.78,43.33,36.15,79625471,14.43,6.4,1053614
(주)에이블씨엔씨,078520,2016/12,277859818,6804,40.25,71.3,6.54,27184363,3.3,1.61,383562
(주)에이엔피,015260,2016/12,130591639,0,88.93,52.93,-82.13,3705095,2.81,0.94,96591
(주)에이프로젠,007460,2016/12,,0,,,,,1.69,1.09,54836
(주)에이프로젠바이오로직스,003060,2016/12,128690599,0,64.73,60.7,9.42,449980,9.12,3.3,29444
(주)에프앤에프홀딩스,007700,2016/12,305575468,5390,34.79,74.19,18.64,55810339,1.28,0.84,438730
(주)엔씨소프트,036570,2016/12,2360802862,81138,24.55,80.29,17.33,112022509,3.7,2.44,744136
(주)엔아이스틸,008260,2016/12,,1421,,,,,1.26,0.76,114326
(주)엔케이,085310,2016/12,252420279,0,89.34,52.82,-34.23,12628473,3.13,0.99,157652
(주)엘에스,006260,2016/12,9713037000,34709,198.38,33.51,-3.78,807927000,1.18,0.58,83058
(주)엘에스네트웍스,000680,2016/12,1261322782,0,109.2,47.8,-39.88,-24156686,0.62,0.51,335727
(주)엘에프,093050,2016/12,1581137589,14620,50.27,66.55,-2.66,141299870,0.79,0.6,1379859
(주)엘엑스인터내셔널,001120,2016/12,5177266513,9665,214.66,31.78,-9.51,230322361,1.33,0.88,2828841
(주)엘엑스하우시스,108670,2016/12,2285896000,18015,143.86,41.01,5.77,152222000,1.75,0.99,2490561
(주)엘지,003550,2016/12,19489442000,228668,37.06,72.96,7.6,878198000,1.71,1.27,614003
(주)엘지생활건강,051900,2016/12,4502162482,125775,71.78,58.21,14.37,713435544,12.68,7.83,3660953
(주)엘지유플러스,032640,2016/12,11989117000,152814,148.41,40.26,6.08,2224768000,1.57,1.1,11434770
(주)엘지헬로비전,037560,2016/12,,5809,,,,,1.42,0.78,1100635
(주)엘지화학,051910,2016/12,20487060000,368055,45.81,68.58,2.24,2516697000,2,1.25,17264845
(주)엠씨넥스,097520,2016/12,294686928,0,363.32,21.58,-17.97,-12667500,0,0,399263
(주)영원무역,111770,2016/12,2389711953,10991,73.48,57.64,26.29,101895100,2.98,1.39,1212014
(주)영원무역홀딩스,009970,2016/12,2838123068,5802,61.67,61.85,24.33,129248634,2.44,1.75,14599
(주)영풍,000670,2016/12,4134902349,17201,31.59,75.99,1.48,79355359,1.31,0.95,1154668
(주)영흥,012160,2016/12,300800390,1512,74.11,57.43,-10.84,9447212,1.4,0.73,167309
(주)예스코홀딩스,015360,2016/12,1286056959,7575,90.62,52.46,-12.44,35526691,0.43,0.34,871291
(주)오뚜기,007310,2016/12,1592713366,22899,53.86,65,6.77,148877518,5.89,2.48,1959105
(주)오리온홀딩스,001800,2016/12,2908864465,31701,70.62,58.61,0.16,340626405,8.25,4.31,679380
(주)와이지플러스,037270,2016/12,123034218,0,14.68,87.2,140.77,-4569043,2,0.96,25850
(주)와이투솔루션,011690,2016/12,102085750,0,73.29,57.71,-23.46,3065167,2.87,1.04,97924
(주)용평리조트,070960,2016/12,928945970,4813,134.32,42.68,19.51,-18994098,1.73,0.8,209953
(주)우성,006980,2016/12,245949757,643,48.53,67.32,-12.18,10844646,0.93,0.58,249630
(주)우신시스템,017370,2016/12,252476646,505,107.56,48.18,0.5,18814103,0.83,0.56,97172
(주)우진,105840,2016/12,181294690,3819,46.95,68.05,2.32,-14527009,1.45,1.01,46600
(주)우진플라임,049800,2016/12,304003724,0,280.45,26.28,24.63,28476853,1.1,0.43,225958
(주)웅진,016880,2016/12,838011575,0,135.35,42.49,-46.07,16315487,0.6,0.41,135719
(주)웅진씽크빅,095720,2016/12,508663966,0,80.96,55.26,-4.07,65624944,2.47,1.27,612572
(주)원림,005820,2016/12,141503999,980,30.13,76.84,6.7,4342152,1,0.6,49581
(주)위스컴,024070,2016/12,133754645,1503,13.14,88.38,-4.72,5264282,0.65,0.54,122961
(주)윌비스,008600,2016/12,341543712,0,145.27,40.77,6.56,4389817,1.4,0.77,285494
(주)유니드,014830,2016/12,1046784997,9778,65.7,60.35,4.61,182916488,0.87,0.6,515577
(주)유니온,000910,2016/12,,981,,,,,0.66,0.44,92313
(주)유니켐,011330,2016/12,,0,,,,,4.38,2.48,36761
(주)유수홀딩스,000700,2016/12,473581040,1248,72.05,58.12,-13.44,16276821,1.78,0.73,17617
(주)유유제약,000220,2016/03,104327188,1274,41.5,70.67,11.03,-11683508,2.55,1.08,59783
(주)유한양행,000100,2016/12,2045941041,20546,36.71,73.15,17.02,74144087,2.92,1.53,1312018
(주)이노션,214320,2016/12,1675070482,19000,146.97,40.49,6.44,114302422,3.2,1.99,422080
(주)이마트,139480,2016/12,15428184325,41796,89.9,52.66,8.34,743600049,0.71,0.55,11631228
(주)이수페타시스,007660,2016/12,551111730,3977,178.24,35.94,6.39,-107430,1.09,0.7,352940
(주)이수화학,005950,2016/12,1097878605,7262,219.04,31.34,3,82449732,0.57,0.25,899377
(주)이스타코,015020,2016/12,117311533,0,177.72,36.01,-42.68,-1055707,2.33,0.99,5042
(주)이아이디,093230,2016/12,38690689,0,36.54,73.24,-12.42,-2346931,4.17,1.72,36050
(주)이엔플러스,074610,2016/12,21839184,0,57.74,63.39,112.07,1930798,4.34,2.18,38362
(주)이원,017940,2016/12,3544179098,11564,199.53,33.39,-14.89,28158362,0.38,0.3,3447723
(주)이월드,084680,2016/12,,0,,,,,2.58,1.2,29681
(주)인디에프,014990,2016/12,159694562,0,143.32,41.1,18.32,7833602,4.19,1.35,202902
(주)인바이오젠,101140,2016/12,,0,,,,,14.6,4.93,11545
(주)인스코비,006490,2016/12,45176999,0,41.55,70.65,127.19,-285501,9.55,3.56,14610
(주)인팩,023810,2016/12,201399503,1500,84.27,54.27,5.05,15031805,1.05,0.64,148817
(주)일신석재,007110,2016/12,,0,,,,,3.91,1.72,42050
(주)잇츠한불,226320,2016/12,368859153,12002,8.57,92.11,-13.64,21300854,10.36,2.08,267459
(주)제이에스코퍼레이션,194370,2016/12,198836135,3248,27.96,78.15,-21.55,-6421926,3.73,1.3,176870
(주)제일기획,030000,2016/12,2151431627,30384,177.14,36.08,15.17,101351736,4.78,3.08,1022948
(주)제주은행,006220,2016/12,5184831000,2213,1444.71,6.47,13.56,-96833000,0.7,0.46,189949
(주)제주항공,089590,2016/12,600309976,13147,120.76,45.3,0,110179181,4.31,2.61,747613
(주)조비,001550,2016/12,,0,,,,,2.29,1.28,59059
(주)조흥,002600,2016/12,,3000,,,,,1.2,0.77,129693
(주)종근당,185750,2016/12,,8463,,,,,5.29,2.53,831986
(주)종근당바이오,063160,2016/12,,2052,,,,,1.35,0.78,113013
(주)종근당홀딩스,001630,2016/12,705665535,6615,28.77,77.66,51.32,19403614,2.24,0.94,13218
(주)주연테크,044380,2016/12,50471603,0,53.33,65.22,0,-2891978,3.4,1.39,49666
(주)지에스,078930,2016/12,20341172000,151569,128.03,43.85,9.44,851682000,1.21,0.92,374216
(주)지에스글로벌,001250,2016/12,1326423033,0,274.42,26.71,12.9,73359528,1,0.34,2135564
(주)지에스리테일,007070,2016/12,4721361657,84700,100.27,49.93,18,434503796,2.94,1.95,7186238
(주)지투알,035000,2016/12,507061896,4052,247.12,28.81,-14.88,13553994,1.95,1.51,23084
(주)진도,088790,2016/12,149339658,2493,56.26,64,1.01,10921746,1.05,0.55,123053
(주)진양홀딩스,100250,2016/12,554262857,5480,40.76,71.04,-0.46,19836695,1.33,0.94,9929
(주)천일고속,000650,2016/12,,7135,,,,,6.96,2.78,58413
(주)청호ICT,012600,2016/12,79229574,0,130.64,43.36,-3.57,-2186709,2.23,0.91,40301
(주)카프로,006380,2016/12,,0,,,,,1.09,0.35,345464
(주)케이씨,029460,2016/12,472905030,4708,39.05,71.92,11.94,29646406,2.24,1.22,314692
(주)케이씨씨,002380,2016/12,9162368432,78668,53.55,65.12,2.23,431135088,0.82,0.66,3152300
(주)케이씨티시,009070,2016/12,342137467,1047,91.64,52.18,-2.03,15772736,0.83,0.59,257468
(주)케이에스에스해운,044450,2016/12,647988184,3913,174.56,36.42,-1.63,54957971,1.95,0.69,140858
(주)케이에이치필룩스,033180,2016/12,165553887,2014,108.43,47.98,13.65,-7887435,3.38,1.15,51601
(주)케이이씨,092220,2016/12,383108805,0,89.47,52.78,8.89,30955967,0.5,0.31,220064
(주)케이티,030200,2016/12,30587733000,195978,139.06,41.83,2.08,4770750000,1.02,0.79,17028868
(주)케이티스카이라이프,053210,2016/12,777948019,19739,42.35,70.25,0.62,155398874,1.84,1.39,625126
(주)케이티씨에스,058850,2016/12,322769885,3345,106.73,48.37,-10.52,9266992,1.04,0.72,458279
(주)케이티아이에스,058860,2016/12,,2706,,,,,1.33,0.83,436730
(주)케이티앤지,033780,2016/12,9729918448,454554,37.92,72.51,8.1,1488813404,3.16,2.12,2968175
(주)코리아써키트,007810,2016/12,520500737,2756,33.15,75.1,-3.37,14797334,0.97,0.58,473115
(주)코아스,071950,2016/12,76929028,0,212.26,32.03,0.59,-453473,3.74,1.74,95622
(주)코오롱,002020,2016/12,3333623695,6623,301.02,24.94,3.04,136976939,2.16,1.31,52653
(주)콤텍시스템,031820,2016/12,130290045,0,128.11,43.84,14.06,11300985,2.25,0.85,165814
(주)큐로,015590,2016/12,,0,,,,,1.91,1.04,191355
(주)크라운해태홀딩스,005740,2016/12,1177800258,3043,190.91,34.37,-1.26,82091916,3.3,0.14,418061
(주)키다리스튜디오,020120,2016/12,,0,,,,,4.46,2.73,25255
(주)태경비케이,014580,2016/12,278843709,2758,67.49,59.71,0,4734176,0.97,0.65,132975
(주)태영건설,009410,2016/12,3489336274,0,176.63,36.15,9.33,-105481691,0.73,0.48,984554
(주)토니모리,214420,2016/12,181861555,4057,43.08,69.89,6,1494534,7.87,2.74,236454
(주)티비에이치글로벌,084870,2016/12,560936541,0,125.32,44.38,14.26,28008188,3.81,2.17,158896
(주)티에이치엔,019180,2016/12,200560898,990,455.15,18.01,6.38,-1918423,0.91,0.36,258025
(주)티웨이홀딩스,004870,2016/12,175552057,0,257.15,28,42.58,39889338,5.29,2.11,29115
(주)팜스코,036580,2016/12,663075904,3599,125.52,44.34,9.29,33213510,1.83,1.21,926709
(주)퍼시스,016800,2016/12,,6619,,,,,1.22,1.03,231595
(주)포스코인터내셔널,047050,2016/12,8288782432,56938,231.07,30.21,-5.9,792824746,4.09,1.64,15417230
(주)풀무원,017810,2016/12,1061384109,3799,189.81,34.51,9.97,57936786,2.68,1.51,68773
(주)풍산,103140,2016/12,2714949032,19609,119.86,45.48,0.43,246265592,1.06,0.53,2034464
(주)풍산홀딩스,005810,2016/12,762651033,9089,18.54,84.36,9.37,20377057,0.93,0.68,112149
(주)플레이그램,009810,2016/12,73974366,0,28.76,77.66,-32.32,-12733956,1.34,0.56,17300
(주)하나금융지주,086790,2016/12,348177491000,236802,1388.57,6.72,1.69,3435382000,0.73,0.4,426422
(주)하나투어,039130,2016/12,520249642,8854,145.31,40.76,29.63,27501781,8.58,4.51,385790
(주)하이스틸,071090,2016/12,,300,,,,,0.45,0.23,148947
(주)하이트론씨스템즈,019490,2016/12,63889678,0,44.6,69.16,-24.56,-8884201,1.6,0.56,40809
(주)한국전자홀딩스,006200,2016/12,179367293,0,52.85,65.42,-6.54,-18289981,0.47,0.28,8542
(주)한국종합기술,023350,2016/12,,1095,,,,,0.66,0.44,199371
(주)한국카본,017960,2016/12,389485376,5333,23.24,81.14,6.22,60000176,1.05,0.76,255167
(주)한국토지신탁,034830,2016/12,929642682,18396,64.18,60.91,28.55,-124877155,1.78,1.27,165122
(주)한국특강,007280,2016/12,,0,,,,,0.65,0.2,247193
(주)한국화장품제조,003350,2016/12,,363,,,,,4.62,2.63,64949
(주)한농화성,011500,2016/12,,1682,,,,,1.19,0.56,204984
(주)한독,002390,2016/12,622848956,1556,115.33,46.44,10.51,-8501956,1.91,0.97,396253
(주)한미글로벌건축사사무소,053690,2016/12,149271717,2984,51.52,66,1.34,-25949943,1.61,0.97,104558
(주)한샘,009240,2016/12,899418181,19888,66.09,60.21,13.1,153988598,14.65,6.77,1855003
(주)한섬,020000,2016/12,1038024262,6591,17.91,84.81,15.44,18001231,1.28,0.98,710322
(주)한솔케미칼,014680,2016/12,699716322,11088,105.12,48.75,25.1,91846195,4.22,2.26,315815
(주)한솔홈데코,025750,2016/12,289305376,0,102.68,49.34,-2.54,15853796,1.15,0.74,234363
(주)한익스프레스,014130,2016/12,146825373,840,156.34,39.01,7.15,3799140,3.26,1.58,451169
(주)한진,002320,2016/12,2537558489,4721,229.44,30.35,7.5,40919293,0.82,0.4,1583942
