회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),배당금(*)(IFRS)(천원),부채비율(IFRS연결),자기자본구성비율(IFRS연결),매출액증가율(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),PER(최저)(IFRS),PBR(최고)(IFRS),매출액(요약)(백만원)
(주)태영건설,009410,2020/12,3798270930,13068646,487.23,17.03,-41.86,950765121,0.68,2.14,2148138
(주)테이팩스,055490,2020/12,162605488,2358825,42.12,70.36,5.48,15192383,3.23,3.43,117719
(주)토니모리,214420,2020/12,194228001,0,183.53,35.27,-34.05,-8120175,0,2.65,97691
(주)티비에이치글로벌,084870,2020/12,,0,,,,,0,0.79,173140
(주)티에이치엔,019180,2020/12,279629756,540000,318.71,23.88,-13.87,8084523,0,0.89,313393
(주)티와이홀딩스,363280,2020/12,2003567746,0,,,,47260769,,,0
(주)티웨이항공,091810,2020/12,705789065,0,503.31,16.58,-66.78,-64981159,0,2.43,269273
(주)티웨이홀딩스,004870,2020/12,766137055,0,456.23,17.98,-66.13,-66675981,0,3.25,7691
(주)팜스코,036580,2020/12,989343685,3501884,222.1,31.05,14.5,30067140,9.48,0.95,1162303
(주)퍼시스,016800,2020/12,,9179991,,,,,8.14,0.81,286853
(주)포스코인터내셔널,047050,2020/12,8328038736,86362424,163.47,37.95,-12.08,1118609455,5.23,1.3,19224845
(주)포스코퓨처엠,003670,2020/12,2088053324,18296466,103.99,49.02,5.56,38284490,36.03,7.36,1524146
(주)풀무원,017810,2020/12,1693573176,5201625,230.17,30.29,-2.95,103960982,20.63,1.93,108572
(주)풍산,103140,2020/12,2552025017,16808000,76.44,56.68,5.81,114510883,5.08,0.59,1944437
(주)풍산홀딩스,005810,2020/12,975300450,7790334,33.99,74.63,0.58,-9505579,42.82,0.65,90502
(주)플레이그램,009810,2020/12,69040671,0,11.1,90.01,288.54,-1423907,19.77,1.49,28363
(주)하나금융지주,086790,2020/12,460313302000,393611000,1356.67,6.86,24.75,-7716525000,17.22,0.69,524922
(주)하나투어,039130,2020/12,703260915,0,461.2,17.82,-85.64,-132868025,0,6.98,73947
(주)하이브,352820,2020/12,1924442638,0,60.51,62.3,35.6,116677031,4.24,0.51,453370
(주)하이스틸,071090,2020/12,239658335,199915,90.14,52.59,-24.53,2826514,0,0.34,156632
(주)하이트론씨스템즈,019490,2020/12,,0,,,,,0,1.92,27273
(주)한국전자홀딩스,006200,2020/12,412243673,0,98.67,50.33,2.05,18284001,0,0.48,4884
(주)한국종합기술,023350,2020/12,,1040391,,,,,4.57,0.42,288230
(주)한국카본,017960,2020/12,478319471,7743990,25.7,79.56,50.57,69432784,3.02,1.62,409524
(주)한국토지신탁,034830,2020/12,1544471451,20523819,67.34,59.76,-7.14,363129890,5.82,0.71,209113
(주)한국특강,007280,2020/12,,0,,,,,6.89,0.82,415314
(주)한국화장품제조,003350,2020/12,,0,,,,,0,5.2,61990
(주)한농화성,011500,2020/12,,2752924,,,,,3.61,1.29,208255
(주)한독,002390,2020/12,818926687,4129060,114.46,46.63,6.47,24341172,24.37,1.8,497228
(주)한미글로벌건축사사무소,053690,2020/12,218683633,2826465,69.79,58.9,-21.07,25660033,6.5,1.31,116374
(주)한샘,009240,2020/12,1229509761,22437251,95.5,51.15,21.73,193138069,21.7,5.27,1723927
(주)한섬,020000,2020/12,1438544149,9886317,27.75,78.28,-5.07,149389203,4.53,0.94,1194780
(주)한솔케미칼,014680,2020/12,999200502,19958967,60.57,62.28,5.4,165042143,6.86,4.77,457471
(주)한솔홈데코,025750,2020/12,294990296,0,90.88,52.39,-4.04,12859247,18.44,1.37,248116
(주)한익스프레스,014130,2020/12,301687969,0,339.83,22.74,6.57,20120683,0,1.94,585162
(주)한진,002320,2020/12,3788654067,8968576,206.05,32.67,7.44,241166905,178.45,0.61,1928150
(주)한진중공업홀딩스,003480,2020/12,1837185000,0,415.22,19.41,-9.39,78032000,26.12,0.53,10891
(주)한진칼,180640,2020/12,3488569253,0,109.62,47.71,-66.03,-186865577,0,3.3,41686
(주)한창,005110,2020/12,117760361,0,212.78,31.97,-48.11,-13890915,0,6.26,5850
(주)한창제지,009460,2020/12,,1193350,,,,,9.18,2.93,171478
(주)한컴라이프케어,372910,2020/12,167573964,0,343.23,22.56,128.04,10385218,0,0,136299
(주)한화,000880,2020/12,191178338000,65442577,932.99,9.68,1.02,3442933000,9.02,1.01,4000775
(주)현대리바트,079430,2020/12,803314893,4022840,66.99,59.88,11.88,105415309,4.59,1,1362609
(주)현대미포조선,010620,2020/12,3599025550,0,52.02,65.78,-6.75,256006731,0,0.92,2780781
(주)현대백화점,069960,2020/12,8707032548,22089186,73.02,57.8,3.37,259368187,12.08,0.56,1245063
(주)현대지에프홀딩스,005440,2020/12,3068465672,18334455,40.1,71.38,3.65,167417758,12.48,0.85,1512503
(주)현대퓨처넷,126560,2020/12,994573404,8812268,26.56,79.01,5.16,20533692,0,0.92,227078
(주)현대홈쇼핑,057050,2020/12,2693110904,25185050,50.05,66.64,3.87,231584666,7.9,0.73,1084990
(주)혜인,003010,2020/12,207882894,1289799,111.73,47.23,-16.61,19184941,5.98,0.88,217541
(주)호텔신라,008770,2020/12,2893842459,7607742,363.79,21.56,-44.24,-51667227,0,7.12,2814423
(주)화승엔터프라이즈,241590,2020/12,1154956254,2724150,114.89,46.54,-7.14,77653592,1078.6,3.25,3951
(주)화승인더스트리,006060,2020/12,1433482294,10010712,128.54,43.76,-8.91,110051170,20.15,4.96,926399
(주)화승코퍼레이션,013520,2020/12,1183882906,1531530,436.43,18.64,-15.38,61101657,0,0.76,627827
(주)화신,010690,2020/12,822660475,1646241,221.78,31.08,-6.77,39627394,0,0.43,708779
(주)화인베스틸,133820,2020/12,,0,,,,,0,1.27,98647
(주)황금에스티,032560,2020/12,452295228,1399814,49.73,66.79,-1.7,-14107650,4.46,0.64,118011
(주)효성,004800,2020/12,4429749880,99547000,76.18,56.76,-17.52,278194216,0,0.85,295491
(주)후성,093370,2020/12,536123529,0,122.29,44.99,5.08,40602732,38.77,5.04,237240
(주)휠라홀딩스,081660,2020/12,3758441249,11095066,102.36,49.42,-9.32,445004106,0,8.32,376
(주)휴니드테크놀러지스,005870,2020/12,,0,,,,,8.77,1.8,198075
(주)휴비스,079980,2020/12,872859156,9873096,83.46,54.51,-10.59,89344952,1.33,0.8,733458
(주)휴스틸,005010,2020/12,604130122,1332550,45.76,68.61,-31.91,21158202,0,0.19,343239
AJ네트웍스(주),095570,2020/12,1588170350,9832682,451.43,18.13,-15.44,17725957,5.09,0.87,453555
CS홀딩스(주),000590,2020/12,323725568,573661,9.53,91.3,-2.47,14806587,42.91,0.66,3347
DB금융투자(주),016610,2020/12,9959594273,12428667,980.15,9.26,60.32,309102803,1.53,0.29,1434444
DB손해보험(주),005830,2020/12,60051327012,132095632,823.21,10.83,7.68,1243177680,3.35,0.66,17265559
HD현대(주),267250,2020/12,26558952365,261473000,139.32,41.79,-28.99,887075074,30.24,1.05,375932
KG스틸(주),016380,2020/12,2257720824,10008000,132.11,43.08,-3.53,130038502,11.67,2.26,2098691
KISCO홀딩스(주),001940,2020/12,1564589807,4499849,17.21,85.31,-10.01,142787636,11.71,0.52,14277
LG이노텍(주),011070,2020/12,6038600272,16565000,148.74,40.2,14.93,950268414,9.61,2.51,9290257
LS일렉트릭(주),010120,2020/12,2540396072,32258000,79.73,55.64,2.38,288900986,7.22,1.93,1854586
OCI(주),010060,2020/12,4437236050,0,85.99,53.77,-23.13,-118507430,0,0.97,1221978
SK이노베이션(주),096770,2020/12,38498146106,0,149.04,40.15,-31.5,2850843672,3.24,1.35,3808248
SNT다이내믹스(주),003570,2020/12,833364508,3542434,39.49,71.69,-19.56,52533435,16.5,0.4,227823
SNT모티브(주),064960,2020/12,1092927846,12378453,43.67,69.6,-3.64,139336357,6.53,1.14,877370
STX엔진(주),077970,2020/12,809261679,0,203.7,32.93,-3.92,57388056,3.83,1.02,557770
STX중공업(주),071970,2020/12,467363346,0,168.72,37.21,-2.37,15239525,12.71,1.12,226484
가온전선(주),000500,2020/12,542461378,2358629,105.82,48.59,3.27,10024914,5.43,0.51,771379
강남제비스코(주),000860,2020/12,712155829,3250000,22.26,81.79,2.49,30540526,10.17,0.47,259900
경인전자(주),009140,2020/12,57835598,325347,6.97,93.49,56.23,-2846032,0,1.05,10514
계룡건설산업(주),013580,2020/12,2070254078,5314678,241.62,29.27,-3.33,193764282,0.73,0.54,1571293
계양전기(주),012200,2020/12,294209839,1197000,58.41,63.13,1.24,18440916,5.93,0.96,363208
고려산업(주),002140,2020/12,216577001,863500,111.01,47.39,-1.01,-3095279,5.52,1.52,183906
고려아연(주),010130,2020/12,8499645578,265113600,19.93,83.38,13.25,456522987,9.3,1.38,5652149
고려제강(주),002240,2020/12,2245729071,5998000,53.51,65.14,-14.78,179495197,18.76,0.41,437063
광동제약(주),009290,2020/12,830643379,4108061,65.41,60.46,0.45,22828703,6.76,1.54,764315
광전자(주),017900,2020/12,243369783,0,20.92,82.7,-9.63,5183041,0,0.86,144622
교보증권(주),030610,2020/12,10111145262,21516049,700.36,12.49,21.66,-908981393,2.11,0.38,1758939
교촌에프앤비(주),339770,2020/12,229529529,4996508,49.51,66.89,17.77,27481497,23.48,6.17,435824
국도화학(주),007690,2020/12,930557566,6535592,68.51,59.35,1,79026766,9.1,0.77,837636
국제약품(주),002720,2020/12,145625552,0,106.56,48.41,17.34,5099946,29.49,4.7,126515
그랜드코리아레저(주),114090,2020/12,708445969,0,45.65,68.66,-62.41,-138976155,0,2.96,184462
그린케미칼(주),083420,2020/12,,3265528,,,,,5.27,2.65,242398
극동유화(주),014530,2020/12,292655448,4713719,69.41,59.03,-21.71,24362204,10.07,1.57,617375
금강공업(주),014280,2020/12,779160209,996621,120.56,45.34,-8.69,13956089,0,0.61,251476
금호건설(주),002990,2020/12,1377242594,17947000,252.88,28.34,14.51,105259136,3.42,1.22,1829136
금호석유화학(주),011780,2020/12,5027282217,115812000,59.64,62.64,-3.38,771534306,3.38,2.61,3489720
금호전기(주),001210,2020/12,67783031,0,1498.44,6.26,-28.29,-424345,0,52.07,42992
금호타이어(주),073240,2020/12,3846201934,0,229.41,30.36,-8.38,224259263,0,1.66,1708313
기아(주),000270,2020/12,60490443000,400931000,102.37,49.42,1.76,5423896000,11.39,1.31,34362327
깨끗한나라(주),004540,2020/12,563050290,3763745,159.7,38.51,-0.44,62154273,2.31,1.11,590216
남광토건(주),001260,2020/12,204018820,0,207.71,32.5,0.75,38154032,4.36,2.54,237962
남양유업(주),003920,2020/12,998290784,854707,15.99,86.22,-7.95,-49417580,0,0.48,936005
남해화학(주),025860,2020/12,,3835896,,,,,8.93,1.1,1009845
네이버(주),035420,2020/12,17014238664,59278532,106.1,48.52,-19.55,1447212218,18.59,7.98,4126629
넥센타이어(주),002350,2020/12,3541080327,10812160,128.91,43.69,-16.03,179088480,13.88,0.61,1208580
넷마블(주),251270,2020/12,8223428816,62760827,45.53,68.71,14.05,372261915,66.36,3.51,1378429
다스코(주),058730,2020/12,249543946,0,108.88,47.87,3.82,-12482715,0,0.98,195878
다올투자증권(주),030210,2020/12,4356250899,26430657,639.19,13.53,39.33,-764211733,1.78,0.49,327922
대덕전자(주),353200,2020/12,809177121,15464211,,,,82856730,,,614383
대림비앤코(주),005750,2020/12,326324588,2167391,106.74,48.37,-1.73,26639929,0,0.73,230292
대림통상(주),006570,2020/12,159653334,0,108.89,47.87,-14.71,9846933,0,0.89,132463
대상(주),001680,2020/12,2528335047,25226000,129.53,43.57,5.03,121067525,4.11,1.06,2604922
대상홀딩스(주),084690,2020/12,3060158355,8176859,130.78,43.33,5.68,144251558,50,1.3,25992
대성산업(주),128820,2020/12,1101676164,0,126.68,44.12,-2.86,26219372,3.21,0.55,715757
대성에너지(주),117580,2020/12,702116962,6875000,123.31,44.78,-4.09,35591231,7.01,0.62,741783
대성홀딩스(주),016710,2020/12,1181125455,4022365,103.06,49.25,-3.16,72565177,6.9,1.73,36132
대신증권(주),003540,2020/12,21503846682,80439739,935.15,9.66,6.35,-479386244,3.39,0.7,2289578
대영포장(주),014160,2020/12,,0,,,,,21.26,1.59,260706
대우전자부품(주),009320,2020/12,,0,,,,,0,5.25,75949
대우조선해양(주),042660,2020/12,10320774854,0,166.76,37.49,-15.89,-458467495,10.16,0.87,7041551
대원강업(주),000430,2020/12,1017866947,6200000,77.92,56.21,-10.31,39584998,17.63,0.75,602545
대원전선(주),006340,2020/12,192012755,0,124.89,44.47,-8.47,8150192,16.63,1.07,358785
대원제약(주),003220,2020/12,335214010,3139905,57.55,63.47,-2.93,24951404,10.9,3.56,306359
대원화성(주),024890,2020/12,129796349,409226,70.73,58.57,-18.24,-3769958,0,1.22,102198
대창단조(주),015230,2020/12,247240846,2331064,25.37,79.76,-4.61,13157216,2.25,0.67,193396
대한방직(주),001070,2020/12,213793933,0,56.85,63.76,12.12,4285624,31.37,1.68,168898
대한유화(주),006650,2020/12,2127550340,18528300,12.32,89.03,-9.24,303203770,3.32,0.95,1866482
대한전선(주),001440,2020/12,1199462928,0,233.52,29.98,2.71,16661768,13.87,4.03,1448316
대한제강(주),084010,2020/12,944860968,6472053,72.3,58.04,7.28,198130756,7.94,0.64,770678
대한제당(주),001790,2020/12,1146241857,8055538,139.51,41.75,0.84,64757973,7.33,0.51,1114809
대한제분(주),001130,2020/12,1084880808,3290448,38.94,71.97,3.9,47687236,26.23,0.48,312555
대한해운(주),005880,2020/12,3345588771,0,292.07,25.51,-12.09,259098857,0,9.77,500046
대한화섬(주),003830,2020/12,,460555,,,,,3.58,0.26,86893
덕양산업(주),024900,2020/12,513044314,0,819.81,10.87,-4.96,25295673,0,2.18,1216102
동국제강(주),001230,2020/12,5418538742,18700000,153.65,39.42,-7.99,631569644,13.88,0.37,4613656
동부건설(주),005960,2020/12,954233550,20642000,107.51,48.19,5.13,-41042056,2.63,0.72,1090216
동성제약(주),002210,2020/12,,0,,,,,0,8.31,87800
동아쏘시오홀딩스(주),000640,2020/12,1511106333,6057156,70.03,58.81,1.77,84572091,5.62,1.6,54495
동아에스티(주),170900,2020/12,980667424,8438390,52.73,65.48,-4.18,27031041,19.54,1.63,586577
동아타이어공업(주),282690,2020/12,395823339,10985134,7.89,92.69,-8.22,15009075,9.14,0.48,143438
동양생명보험(주),082640,2020/12,,34288889,,,,,1.82,0.21,6949011
동양철관(주),008970,2020/12,153374077,0,75.28,57.05,6.36,20265884,13.53,1.68,147758
동양피스톤(주),092780,2020/12,346056812,751280,262.07,27.62,-11.84,21287880,25.49,1.05,266029
동원산업(주),006040,2020/12,3106026197,17055300,139.82,41.7,6.51,402219450,5.52,1.27,702071
동원수산(주),030720,2020/12,98150228,0,103.81,49.07,-11.35,6581423,0,1.17,98783
동원시스템즈(주),014820,2020/12,1255817451,15425326,103.71,49.09,3.47,133565498,8.33,2.65,581843
동일고무벨트(주),163560,2020/12,275779246,1490000,37.96,72.48,-7.15,22998798,5.51,1.04,238595
동일산업(주),004890,2020/12,417500512,3898928,15.82,86.34,-6.04,20105667,13.87,0.52,282032
동일제강(주),002690,2020/12,,0,,,,,48.64,0.32,122913
동화약품(주),000020,2020/12,433807800,4969391,26.59,78.99,-11.42,52228225,4.71,2.99,267439
두산밥캣(주),241560,2020/12,6960607794,0,70.86,58.53,-5.04,565341719,9.24,1.12,203908
두산에너빌리티(주),034020,2020/12,25567174291,0,259.77,27.8,-3.37,295223701,0,1.78,3451445
두산퓨얼셀(주),336260,2020/12,,0,,,,,20.3,8.83,461839
디씨엠(주),024090,2020/12,,4594000,,,,,5.46,0.82,165376
디아이동일(주),001530,2020/12,882559328,2928020,70.82,58.54,-27.66,34505039,26.5,0.81,272439
디에스알(주),155660,2020/12,252937447,800000,55.22,64.42,-2.26,17350176,5.3,0.76,163970
디에스알제강(주),069730,2020/12,,576000,,,,,6.03,0.52,176207
디엘(주),000210,2020/12,13901859840,50370000,332.9,23.1,-83.85,1366185206,3.69,1.94,859871
디엘건설(주),001880,2020/12,,18129000,,,,,1.08,0.64,1734637
디와이(주),013570,2020/12,795605265,2466919,70.3,58.72,-7.59,61145645,15.63,0.76,43212
디와이파워(주),210540,2020/12,287809531,2427887,52.23,65.69,-11.27,23571634,5.99,0.93,171990
롯데관광개발(주),032350,2020/12,1198450486,0,430.05,18.87,-81.04,-114489713,0,5.58,14066
롯데렌탈(주),089860,2020/12,5349384370,3530760,657.31,13.2,9.83,24993725,0,0,2075912
롯데손해보험(주),000400,2020/12,,0,,,,,0,0.73,4118220
롯데쇼핑(주),023530,2020/12,32829404196,79157792,196.06,33.78,-8.16,1489939446,0,0.43,8708084
롯데에너지머티리얼즈(주),020150,2020/12,1081009989,9222167,26.64,78.97,-2.42,49478844,51.3,4.68,291789
롯데웰푸드(주),280360,2020/12,2643035217,10259422,106.5,48.43,-0.81,207297585,15.88,0.84,1531185
롯데정밀화학(주),004000,2020/12,1874589382,38205000,13.63,88,-3.63,253112489,3.78,1.16,1260405
롯데정보통신(주),286940,2020/12,649501374,10590557,57.13,63.64,0.46,-14228049,8.84,1.72,835877
롯데지주(주),004990,2020/12,16680023234,71548000,113,46.95,2.6,382566304,0,1,290498
롯데칠성음료(주),005300,2020/12,3466112903,25956000,165.63,37.65,-7.06,303423502,0,1.05,2161963
롯데케미칼(주),011170,2020/12,19386545995,123391508,41.38,70.73,-19.18,1310811944,33.96,0.95,9171306
롯데하이마트(주),071840,2020/12,,28329254,,,,,9.08,0.5,4051729
명문제약(주),017180,2020/12,243025043,0,167.72,37.35,-14.39,-16672465,0,3.99,120447
명신산업(주),009900,2020/12,476900966,0,159.12,38.59,4.29,48131126,0,1.4,148453
무림페이퍼(주),009200,2020/12,2194982288,2080466,240.39,29.38,-15.49,95444755,20.18,0.47,404975
무림피앤피(주),009580,2020/12,1430440066,7795472,137.84,42.04,-16.37,32083141,0,0.48,484812
문배철강(주),008420,2020/12,,979719,,,,,2.81,0.72,152678
미래산업(주),025560,2020/12,95757333,0,49.44,66.91,50.08,-683396,0,25.18,39425
미래에셋생명보험(주),085620,2020/12,40629025209,28348000,1678.01,5.62,4.09,-79607645,4.37,0.42,3518955
미래에셋증권(주),006800,2020/12,130946929910,130124000,1301.06,7.14,9.1,843929035,4.82,1,15195299
미원상사(주),002840,2020/12,328954823,1242500,22.94,81.34,18,55108788,4.54,2.44,282330
미원스페셜티케미칼(주),268280,2020/12,327103637,6060000,25.28,79.82,-1.55,70382677,9.96,2.28,371990
미원홀딩스(주),107590,2020/12,331257263,1160000,67.08,59.85,53.4,25040687,3.7,1.23,23712
미원화학(주),134380,2020/12,,3055965,,,,,5.91,1.28,160234
미창석유공업(주),003650,2020/12,311812975,3177256,12.52,88.88,-14.26,38164011,4.02,0.61,277578
백광산업(주),001340,2020/12,322745475,2207455,82.1,54.91,1.74,21915553,7.48,1.12,171019
범양건영(주),002410,2020/12,158124590,0,93.67,51.63,-47.72,10907038,2.92,2.6,149130
보해양조(주),000890,2020/12,149117626,0,89.6,52.74,3.36,8232028,39.19,2.09,78562
부광약품(주),003000,2020/12,400968742,9337607,47.85,67.63,0.87,723169,0,10.66,166144
부국증권(주),001270,2020/12,1608864797,10831521,186.83,34.86,41.95,82603867,3.45,0.67,842287
부국철강(주),026940,2020/12,,1500000,,,,,44.58,1.22,138930
부산산업(주),011390,2020/12,129019981,0,58.41,63.13,-17.97,13695799,263.35,4.95,23073
부산주공(주),005030,2020/12,,0,,,,,0,1.73,152725
비케이탑스(주),030790,2020/12,69231085,0,200.37,33.29,0,-16687576,0,25.71,7777
사조동아원(주),008040,2020/12,446436771,0,114.92,46.53,-3.88,29247931,7.25,0.75,391913
사조산업(주),007160,2020/12,1087398591,989000,116.1,46.27,-15.43,55288539,0,0.71,382029
사조씨푸드(주),014710,2020/12,,0,,,,,5.09,0.66,214457
삼부토건(주),001470,2020/12,459413598,0,188.43,34.67,67.65,-27202581,8.36,3.61,376332
삼성SDI(주),006400,2020/12,21534232267,66944610,61.2,62.04,11.86,1948820241,58.3,4.03,9101398
삼성공조(주),006660,2020/12,258204690,641520,16,86.21,-15.23,9646555,7.16,0.33,54737
삼성물산(주),028260,2020/12,54331740266,379416940,64.91,60.64,-1.77,1267896576,43.47,0.98,19088823
삼성바이오로직스(주),207940,2020/12,6424201165,0,39.69,71.59,0,202090027,92.8,19.59,1164777
삼성생명보험(주),032830,2020/12,336569287000,448937000,671.76,12.96,8.58,2918840000,6.83,0.44,29661567
삼성에스디에스(주),018260,2020/12,9154919056,185640446,33.47,74.92,2.78,979402852,38.46,3.08,4549427
삼성엔지니어링(주),028050,2020/12,4755575903,0,200.66,33.26,5.59,44368719,5.84,3.26,5020786
삼성전기(주),009150,2020/12,9225498476,105908828,56.09,64.07,2.09,1588076610,17.74,3.18,5597799
삼성전자(주),005930,2020/12,378235718000,13124260000,37.07,72.96,2.78,65287009000,18.4,3.38,166311191
삼성제약(주),001360,2020/12,,0,,,,,0,3.4,48269
삼성중공업(주),010140,2020/12,12922170786,0,247.54,28.77,-6.66,-243903394,0,1.36,6825532
삼성증권(주),016360,2020/12,63869722094,196460000,1101.22,8.32,65.3,-4023113872,3.86,0.79,10816629
삼성카드(주),029780,2020/12,23398860283,192079251,228.66,30.43,2.24,-769422264,6.44,0.67,3233170
삼성화재해상보험(주),000810,2020/12,92596378892,374097000,468.69,17.58,4.39,1483930527,7.75,0.79,23685880
삼아알미늄(주),006110,2020/12,207542630,1100000,88,53.19,3.08,11375684,7.85,1.3,155607
삼양식품(주),003230,2020/12,556224426,6026085,60.17,62.43,19.3,80883024,8.87,3.43,636777
삼양통상(주),002170,2020/12,422110653,3561781,12.39,88.98,3.28,40654969,2.13,0.57,198235
삼영무역(주),002810,2020/12,533231525,8814052,26.57,79.01,43.1,18405774,12.55,1.04,217526
삼영전자공업(주),005680,2020/12,513873622,5000000,4.68,95.53,-0.19,20481142,10.52,0.48,174103
삼익티에이치케이(주),004380,2020/12,,3105000,,,,,35.28,1.71,263856
삼일제약(주),000520,2020/12,191660927,938644,201.59,33.16,1.56,7774732,42.35,2.96,122680
삼정펄프(주),009770,2020/12,,2499971,,,,,1.68,0.4,146331
삼진제약(주),005500,2020/12,,9842258,,,,,7.93,2.3,235165
삼호개발(주),010960,2020/12,312804376,4370000,47.98,67.58,-0.33,-5601265,5.17,0.69,355733
삼화왕관(주),004450,2020/12,246083352,1367488,70.7,58.58,20.94,14423179,0,0.8,106547
삼화전기(주),009470,2020/12,137039897,661382,102.43,49.4,2.16,12762533,21.56,3.3,151541
삼화전자공업(주),011230,2020/12,55038202,0,297.76,25.14,-4,-1416181,0,4.57,32130
삼화콘덴서공업(주),001820,2020/12,234968255,3078263,34.4,74.4,-4.72,32120191,15.77,4.6,188917
삼화페인트공업(주),000390,2020/12,594292974,3459711,103.31,49.19,2.12,33500445,26.13,2.08,480660
상신브레이크(주),041650,2020/12,440014845,968016,158.57,38.67,-10.94,18953801,15.7,0.42,276365
새론오토모티브(주),075180,2020/12,248085258,2880000,13.85,87.84,-11.17,15093066,3.85,0.69,106767
샘표(주),007540,2020/12,381155550,443523,30.98,76.35,13.54,48166248,3.39,1.26,18279
샘표식품(주),248170,2020/12,268629470,913319,39.78,71.54,13.58,45979687,2.66,1.42,309028
서울도시가스(주),017390,2020/12,1689713126,6794886,63.34,61.22,-5.9,57059466,1.91,0.57,1271968
서울식품공업(주),004410,2020/12,,0,,,,,0,4.19,61566
선도전기(주),007610,2020/12,175592014,89345,88.26,53.12,-3.55,-4325188,0,0.87,79667
성문전자(주),014910,2020/12,40358770,3000,52.11,65.74,5.44,502922,0,1.8,18965
성보화학(주),003080,2020/12,159209820,2626725,16.49,85.85,23.58,-402529,0,0.87,51756
성신양회(주),004980,2020/12,1090267313,3764394,167.6,37.37,2.1,38213963,9.7,0.61,495995
성창기업지주(주),000180,2020/12,707392787,0,32.73,75.34,13.16,15862945,66.81,0.59,6470
세기상사(주),002420,2020/12,,0,,,,,0,1.75,2234
세방(주),004360,2020/12,1164648378,4298331,36.47,73.28,16.45,40262517,14.87,0.52,577262
세방전지(주),004490,2020/12,1514339389,6701015,33.28,75.03,9.99,185196946,5.14,0.98,1077016
세원이앤씨(주),091090,2020/12,324723875,0,90.91,52.38,-39.62,7235607,0,1.47,109932
세종공업(주),033530,2020/12,1158750683,1346036,198.55,33.5,-3.19,34462644,0,0.8,332069
세하(주),027970,2020/12,,0,,,,,2.6,0.89,189517
솔루스첨단소재(주),336370,2020/12,841168487,406607,71.72,58.24,0,-30759348,13.44,15.89,126049
송원산업(주),004430,2020/12,891142000,2880000,92.26,52.01,-0.81,76419000,10.31,0.94,618476
스틱인베스트먼트(주),026890,2020/12,249455755,3395312,38.24,72.34,5.28,32138857,0,10.04,39637
신대양제지(주),016590,2020/12,809132235,2392676,34.97,74.09,-5.81,98169484,6.7,0.8,189038
신라교역(주),004970,2020/12,629072905,8000000,21.44,82.34,0.72,6805548,17.6,0.38,316974
신세계건설(주),034300,2020/12,,3200000,,,,,4.74,0.65,956756
신송홀딩스(주),006880,2020/12,167829010,1119739,85.31,53.96,-21.72,15362552,0,0.54,1644
신일전자(주),002700,2020/12,,0,,,,,9.57,2.47,172442
신풍제약(주),019170,2020/12,492915057,5156094,29.68,77.11,4.23,20062347,227.67,32.41,187327
쌍용씨앤이(주),003410,2020/12,3326801073,55250999,96.89,50.79,-4.4,385891046,14.5,2.38,992644
써니전자(주),004770,2020/12,65431757,0,2.51,97.55,-35.89,3553190,13.16,3.53,15913
씨에스윈드(주),112610,2020/12,880657689,17285688,98.56,50.36,21.23,23987795,14.79,10.05,684457
씨제이(주),001040,2020/12,40024965069,67174837,159.97,38.47,-5.27,3032814780,35.74,1.3,165163
씨제이대한통운(주),000120,2020/12,9643498960,0,138.7,41.89,3.51,572347644,26.26,1.39,6936120
씨제이씨지브이(주),079160,2020/12,4354856896,0,1412.71,6.61,-69.96,-268443870,0,2.76,325760
씨제이씨푸드(주),011150,2020/12,,0,,,,,33.63,3.54,149050
씨제이제일제당(주),097950,2020/12,25611892185,64159067,151.93,39.69,8.47,2001752173,7.11,1.64,5980828
아남전자(주),008700,2020/12,192770243,0,225.66,30.71,8.83,-7050748,10.39,4.95,264727
아세아(주),002030,2020/12,2887531024,3699404,89.02,52.91,-0.99,190537274,15.56,0.61,20343
아세아시멘트(주),183190,2020/12,1901368870,4868103,130.87,43.32,-5.89,80505318,11.31,0.43,352859
아세아제지(주),002310,2020/12,882326925,6269551,39.28,71.8,4.87,105972261,4.05,0.65,428031
아시아나아이디티(주),267850,2020/12,,0,,,,,0,3.52,195855
아시아나항공(주),020560,2020/12,13851459281,0,1171.55,7.86,-44.08,-405485383,0,1.87,3559874
아이에스동서(주),010780,2020/12,3621499080,30444665,160.53,38.38,24.51,-114413871,3.86,1.49,931924
아주스틸(주),139990,2020/12,405382224,196374,217.93,31.45,0,41885133,0,0,326862
애경산업(주),018250,2020/12,434466866,5241985,30.45,76.66,-16.14,19303742,41.65,2.76,583711
애경케미칼(주),161000,2020/12,532149672,11047453,36.03,73.51,-10.64,58092414,3.56,0.87,718100
에스디바이오센서(주),137310,2020/12,1461650909,49924925,92.94,51.83,0,495381693,0,0,1477922
에스엘(주),005850,2020/12,2338956946,23027731,64.12,60.93,10.73,162813163,4.78,0.77,1739395
에스지씨에너지(주),005090,2020/12,2665670488,21934667,299.01,25.06,-62.52,-23599765,21.95,0.47,69991
에스케이(주),034730,2020/12,137638377000,317256000,165.4,37.68,-17.57,9694611000,4.24,1.91,3473984
에스케이가스(주),018670,2020/12,4498920424,35900184,136.95,42.2,-10.52,228478577,2.39,0.73,3631780
