회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),배당금(*)(IFRS)(천원),부채비율(IFRS연결),자기자본구성비율(IFRS연결),매출액증가율(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),PER(최저)(IFRS),PBR(최고)(IFRS),매출액(요약)(백만원)
(주)나이스홀딩스,034310,2020/12,2730355253,10220982,118.5,45.77,9.47,309342816,0,3.1,38981
(주)남선알미늄,008350,2020/12,295152804,0,55.72,64.22,-17.34,-9033686,0,5.07,268475
(주)남성,004270,2020/12,193273608,630084,156.07,39.05,26.84,1738863,0,2.5,66948
(주)넥센,005720,2020/12,4239211984,4777085,107.67,48.15,-14.09,225619743,8.58,0.61,353361
(주)노루페인트,090350,2020/12,666659131,5629675,99.68,50.08,-0.7,39913309,8.09,0.76,555014
(주)노루홀딩스,000320,2020/12,1051083865,4688975,81.86,54.99,-4.1,50513254,26.97,0.6,19069
(주)녹십자,006280,2020/12,2151399594,17120000,69.49,59,9.81,35973501,21.36,5.36,1227761
(주)녹십자홀딩스,005250,2020/12,3241202077,22702000,93.68,51.63,12.76,38138269,14.36,4.06,78785
(주)농심,004370,2020/12,2725528185,23130496,33.02,75.18,12.62,231491674,14.59,1.26,2105700
(주)농심홀딩스,072710,2020/12,1248142700,9275528,28.21,78,8.74,33410842,18.66,0.74,19291
(주)다우기술,023590,2020/12,38622232830,0,1090.14,8.4,63.1,-1334999877,13.39,2.17,246162
(주)다이나믹디자인,145210,2020/12,151157602,0,135.44,42.47,-22.76,-10831680,0,4.36,42506
(주)대교,019680,2020/12,845161976,4293192,51.22,66.13,-17.71,30656267,0,1.35,586646
(주)대구백화점,006370,2020/12,508655893,832803,93.89,51.58,-10.22,-17296806,0,0.46,85152
(주)대덕,008060,2020/12,1638748950,10536814,21.73,82.15,-99.69,40425902,5.69,1.63,5793
(주)대동,000490,2020/12,938726122,1658257,185.94,34.97,7.54,70863448,4.99,0.88,637485
(주)대양금속,009190,2020/12,,0,,,,,0,7.97,140495
(주)대우건설,047040,2020/12,9305916434,0,247.63,28.77,-5.95,408383334,5.29,0.98,7637256
(주)대웅,003090,2020/12,1837532868,4154857,64.52,60.78,-0.76,145365813,8.19,14.93,87608
(주)대웅제약,069620,2020/12,1366907921,6457617,96.61,50.86,-5.21,100981257,233.3,7.11,944752
(주)대유에이텍,002880,2020/12,1166526680,0,387.5,20.51,14.16,92423255,0,0.98,370576
(주)대유플러스,000300,2020/12,473214227,0,291.11,25.57,-14.55,20066183,27.87,1.05,104127
(주)대창,012800,2020/12,620282790,0,180.23,35.69,3.85,-12883877,62.64,0.93,421320
(주)대한항공,003490,2020/12,25190061074,0,660.63,13.15,-40.03,1376703699,0,0.93,7405006
(주)대현,016090,2020/12,,1771292,,,,,6.24,0.55,253199
(주)대호에이엘,069460,2020/12,,0,,,,,57.38,4.48,121426
(주)더메디팜,118000,2020/12,138292817,0,81.66,55.05,-52.1,3794996,6.1,3.4,6624
(주)더블유게임즈,192080,2020/12,1023166746,5941434,10.27,90.69,28.09,201817519,4.88,2.27,238873
(주)더존비즈온,012510,2020/12,798975004,16777045,100.76,49.81,16.67,105372784,31.33,12.36,303185
(주)덕성,004830,2020/12,105039887,703624,58.58,63.06,35.69,5498712,8.91,3.17,107265
(주)덴티움,145720,2020/12,510235859,1724778,123.2,44.8,-9.04,75754918,20.38,2.78,178843
(주)도화엔지니어링,002150,2020/12,451680724,9323167,75.86,56.86,11.39,22702662,7.67,1.35,609393
(주)동남합성,023450,2020/12,,0,,,,,8.74,3.9,124928
(주)동방,004140,2020/12,526822001,0,351.16,22.16,-6.48,21944122,186.07,1.15,555088
(주)동방아그로,007590,2020/12,196027049,3002985,38.25,72.33,3.91,6629203,9.16,0.73,128961
(주)동서,026960,2020/12,1525770284,69070766,9.2,91.58,-1.83,84004855,12.07,2.79,441093
(주)동성케미컬,102260,2020/12,797944147,10998253,86.78,53.54,3.8,122765108,0,1.08,212658
(주)동아지질,028100,2020/12,334840487,0,74.82,57.2,-17.39,23966828,48.38,1.17,314648
(주)동양,001520,2020/12,996760196,8024000,27.86,78.21,11.88,29915163,0,0.58,444361
(주)동양고속,084670,2020/12,167885900,0,56.83,63.76,-40.53,-24282354,0,0.94,83399
(주)동원에프앤비,049770,2020/12,1683934673,13506934,125.44,44.36,4.62,156277047,9.28,1.56,1781268
(주)두산,000150,2020/12,30117622956,19894955,290.65,25.6,-8.45,126536368,3.05,0.59,1549336
(주)두올,016740,2020/12,405736363,2597581,121.21,45.21,-0.02,27198405,9.82,0.98,236980
(주)드림텍,192650,2020/12,604275055,6542803,99.92,50.02,86.87,23951300,34.14,7.04,401396
(주)디비아이엔씨,012030,2020/12,472491491,0,50.62,66.39,14.23,18194187,16.57,0.55,224893
(주)디아이,003160,2020/12,228890878,2589679,67.7,59.63,48.13,10844585,11.12,1.51,101864
(주)디아이씨,092200,2020/12,604617280,0,755.88,11.68,-8.25,123094862,0,23.99,351404
(주)디알비동일,004840,2020/12,776434763,963618,67.47,59.71,-9.21,51978782,30.96,0.98,108822
(주)디엔오토모티브,007340,2020/12,961755008,12927188,46.91,68.07,-11.39,105541543,10.51,0.92,167728
(주)디지비금융지주,139130,2020/12,79971805180,65967000,1277.86,7.26,18.59,-2933744719,4.21,0.46,181417
(주)락앤락,115390,2020/12,783185018,0,17.71,84.95,3.29,78822609,0,1.58,213217
(주)마니커,027740,2020/12,192098720,0,167.23,37.42,-11.12,-25642309,0,2.5,215406
(주)메리츠금융지주,138040,2020/12,69564425579,118463000,911.51,9.89,27.58,-4342105000,5.88,1.22,162801
(주)메타랩스,090370,2020/12,77019665,0,44.06,69.42,-4.08,1363611,0,1.54,23796
(주)모나리자,012690,2020/12,,2742058,,,,,16.07,5.27,117131
(주)모나미,005360,2020/12,195681831,1322811,117.93,45.89,-3.24,8330623,22.01,2.9,93093
(주)모토닉,009680,2020/12,442437586,8739432,6.71,93.72,-14.01,25339542,10.23,1.33,178558
(주)무학,033920,2020/12,598757759,0,14.1,87.64,-16.24,8021528,12.65,0.47,136005
(주)미래아이앤지,007120,2020/12,92320794,0,3.19,96.91,-22.82,2983007,1.78,0.71,5773
(주)바이오노트,377740,2020/12,853440064,49958930,33.62,74.84,0,239926298,0,0,631310
(주)백산,035150,2020/12,291097333,2365556,137.76,42.06,-18.29,32681842,0,1.81,204722
(주)벽산,007210,2020/12,464447680,396686,59.19,62.82,2.45,23356460,0,0.84,268645
(주)보락,002760,2020/12,,239600,,,,,151.38,4.35,38293
(주)보령,003850,2020/12,647993966,4511097,90.43,52.51,7.17,44740976,14.38,3.58,541445
(주)비비안,002070,2020/12,189039184,0,109.45,47.74,-8.39,3274000,0,1.78,165674
(주)비상교육,100220,2020/12,263230581,1837727,34.34,74.44,-13.58,18940088,0,0.76,142791
(주)비와이씨,001460,2020/12,679134864,928550,50.03,66.65,-5.12,35408711,6.22,0.59,160911
(주)비지에프,027410,2020/12,1658204362,10528000,7.88,92.7,-35.76,21350276,11.31,0.37,51633
(주)비지에프리테일,282330,2020/12,2371169598,41460000,240.28,29.39,3.96,507341460,14.48,5.1,6167809
(주)빙그레,005180,2020/12,764138445,14147000,29.62,77.15,9.2,71577350,8.48,1.39,907529
(주)사조대림,003960,2020/12,1124142190,1470753,148.91,40.18,29.21,82149683,3.42,0.52,1086177
(주)사조오양,006090,2020/12,,1413410,,,,,2.31,0.57,327621
(주)삼성출판사,068290,2020/12,292398203,2000000,68.37,59.39,-17.29,27149292,1.74,2.36,56764
(주)삼양사,145990,2020/12,2576477891,12564000,90.43,52.51,-2.13,199540293,6.1,0.76,1524770
(주)삼양패키징,272550,2020/12,,14209804,,,,,5.02,1.15,367569
(주)삼양홀딩스,000070,2020/12,3893564668,17429000,80.61,55.37,-0.7,245488120,3.86,0.52,114140
(주)삼영,003720,2020/12,108988417,0,138.23,41.98,5.86,10777287,114.48,2.16,97063
(주)삼원강재,023000,2020/12,,4172695,,,,,6.82,0.58,245989
(주)삼익악기,002450,2020/12,622371934,4176546,179.22,35.81,-6.61,38058430,20.38,1.13,107889
(주)삼일씨엔에스,004440,2020/12,,0,,,,,0,0.65,186071
(주)삼천리,004690,2020/12,3859947628,10272075,177.53,36.03,-7.16,100270562,6.57,0.29,2394992
(주)상상인증권,001290,2020/12,513283837,0,196.14,33.77,6.7,29403118,20.23,0.85,37114
(주)서연,007860,2020/12,2151012180,1085364,160.23,38.43,1.57,152960312,7.34,1.19,13028
(주)서연이화,200880,2020/12,1803837513,2702275,185.39,35.04,-0.73,115296351,0,0.42,1024103
(주)서원,021050,2020/12,225954131,0,114.03,46.72,-7.6,-7175848,0,2.88,194684
(주)서흥,008490,2020/12,765989776,5003601,103.19,49.22,20.03,46093481,10.14,2.63,386223
(주)선앤엘,002820,2020/12,528379079,0,159.94,38.47,-9.52,7634394,0,0.34,192983
(주)선진,136490,2020/12,1119723429,2377921,191.56,34.3,32.94,113359484,5.21,0.72,929637
(주)성안,011300,2020/12,312761127,0,373,21.14,-40.96,-16385537,0,0.61,29613
(주)세아베스틸지주,001430,2020/12,3280434991,2615369,91.42,52.24,-14.35,385737836,0,0.39,1394365
(주)세아제강,306200,2020/12,,7000000,,,,,2.39,0.48,1150466
(주)세아제강지주,003030,2020/12,2315558157,6060692,74.01,57.47,-12.77,268774832,5.39,0.33,13300
(주)세아특수강,019440,2020/12,552376575,4639484,75.47,56.99,-8.7,55044242,0,0.38,471793
(주)세아홀딩스,058650,2020/12,5084932952,8953335,86.46,53.63,-13.66,456381094,6.23,0.34,71490
(주)세우글로벌,013000,2020/12,,0,,,,,9.92,2.56,27452
(주)세이브존아이앤씨,067830,2020/12,,1132939,,,,,6.98,0.34,134723
(주)세진중공업,075580,2020/12,448124447,8328116,178.05,35.96,-3.48,15714611,0,3.39,267296
(주)셀트리온,068270,2020/12,5020121254,2675697,46.46,68.28,63.86,350746672,36.33,23.36,1689787
(주)솔루엠,248070,2020/12,454394741,0,289.41,25.68,17.83,42040477,0,0,745788
(주)수산인더스트리,126720,2020/12,344912262,4000000,60.11,62.46,0.93,49091193,0,0,174160
(주)수산중공업,017550,2020/12,236404221,514451,128.09,43.84,-12.66,20387991,53.27,2.3,56155
(주)시디즈,134790,2020/12,,503687,,,,,3.12,2.97,227490
(주)신도리코,029530,2020/12,916234313,0,7.98,92.61,-21.36,-7265087,0,0.44,322077
(주)신성이엔지,011930,2020/12,423441771,0,121.16,45.22,6.93,23991464,0,5.13,366980
(주)신세계,004170,2020/12,12769110974,14755000,152.49,39.61,-25.41,552374855,9.15,0.92,1459802
(주)신세계아이앤씨,035510,2020/12,,2911453,,,,,1.78,1.35,480308
(주)신세계인터내셔날,031430,2020/12,1147454446,7854000,78.95,55.88,-6.98,104572082,15.53,3.61,1211404
(주)신세계푸드,031440,2020/12,887204824,2904218,213.19,31.93,-6.05,65546778,0,1.12,1226180
(주)신영와코루,005800,2020/12,373426209,1350000,17.74,84.93,1.01,8430599,18.61,0.35,177640
(주)신원,009270,2020/12,405804841,0,118.62,45.74,2.88,2105346,0,0.95,690238
(주)신풍,002870,2020/12,107754752,1385319,7.31,93.19,-78.47,-12071937,0.84,1.84,23989
(주)신한금융지주회사,055550,2020/12,605234104000,803838000,1205.6,7.66,-3.35,-4409317000,8.39,0.88,1686300
(주)신화다이나믹스,001770,2020/12,,121488,,,,,37.26,1.15,77327
(주)신흥,004080,2020/12,146176718,955034,59.06,62.87,-5.17,12786539,9.08,1.97,116614
(주)쌍방울,102280,2020/12,350525095,0,62.74,61.45,0.72,10074316,0,0.99,89572
(주)쎌마테라퓨틱스,015540,2020/12,33361261,0,2023.08,4.71,25.29,-5766987,0,172.43,9628
(주)쏘카,403550,2020/12,,,,,,,,,259752
(주)씨아이테크,004920,2020/12,75094283,0,129.49,43.58,28.52,-106468,0,1.65,16543
(주)씨티알모빌리티,308170,2020/12,272332924,0,159.9,38.48,8.48,27270859,35.31,4.39,231861
(주)아모레퍼시픽,090430,2020/12,5701918176,54853570,27.72,78.3,-20.57,554358724,93.51,3.97,3016951
(주)아모레퍼시픽그룹,002790,2020/12,7788743600,24363180,24.18,80.53,-21.55,666039869,0,4.63,52398
(주)아센디오,012170,2020/12,27365808,0,37.24,72.86,-31.08,-6476195,0,5.45,14999
(주)아이마켓코리아,122900,2020/12,1110821080,18878604,166.42,37.53,-2.89,5188462,8.78,1.17,2079858
(주)아이에이치큐,003560,2020/12,146319857,0,23.31,81.1,-18.37,39922695,0,2.72,79482
(주)알루코,001780,2020/12,701423268,0,167.82,37.34,9,92515444,0,2.25,233613
(주)에넥스,011090,2020/12,112937632,0,149.55,40.07,-35.73,15972313,0,2.12,231275
(주)에스비에스,034120,2020/12,1170411148,0,106.43,48.44,5.22,66506840,0,1.01,756842
(주)에스엠벡셀,010580,2020/12,,0,,,,,0,6.15,70710
(주)에스원,012750,2020/12,1906689693,84525598,37.75,72.6,3.34,346419033,20.58,3.37,2189076
(주)에스제이엠,123700,2020/12,224918995,780245,29.53,77.2,-12.09,22508807,0,0.48,59080
(주)에스제이엠홀딩스,025530,2020/12,308348208,1355199,24.38,80.4,-11.94,22076636,11.59,0.34,4242
(주)에스지글로벌,001380,2020/12,198865922,0,57.27,63.58,-32.38,2580232,52.39,0.93,80058
(주)에스지세계물산,004060,2020/12,267195626,0,36.16,73.44,-46.31,5327720,0,1.04,166834
(주)에스피씨삼립,005610,2020/12,1181871545,5900416,290.06,25.64,1.74,107015678,0,2.63,1265461
(주)에이블씨엔씨,078520,2020/12,254779587,0,62.48,61.54,-27.16,-8187896,0,2.11,225578
(주)에이엔피,015260,2020/12,,0,,,,,0,4.5,82078
(주)에이프로젠,007460,2020/12,834407954,0,20.9,82.71,62.48,22533546,0,2.7,72537
(주)에이프로젠바이오로직스,003060,2020/12,615309134,0,2.83,97.24,4.75,8088158,0,1.45,31831
(주)에이플러스에셋어드바이저,244920,2020/12,251588388,7912693,124.29,44.58,5.85,34330327,5.6,2.44,244048
(주)에프앤에프홀딩스,007700,2020/12,817829021,15320104,48.23,67.46,-7.99,154603146,10.1,3.46,803491
(주)엔씨소프트,036570,2020/12,4081208897,176193603,29.78,77.05,42.03,707646023,17.63,7.34,2242431
(주)엔아이스틸,008260,2020/12,,1430006,,,,,2.52,0.69,192572
(주)엔케이,085310,2020/12,140196786,0,56.68,63.82,-36.04,-5702123,0,1.19,69335
(주)엘에스,006260,2020/12,11660540000,40262000,162.12,38.15,2.63,701304000,6.32,0.76,165747
(주)엘에스네트웍스,000680,2020/12,1228401794,0,149.06,40.15,-16.87,29302556,0,0.59,179430
(주)엘에프,093050,2020/12,2479439884,14230000,75.3,57.05,-13.03,305614753,6.53,0.46,1115870
(주)엘엑스세미콘,108320,2020/12,750602339,21956805,41.02,70.91,33.99,82955981,0,0,1161896
(주)엘엑스인터내셔널,001120,2020/12,5395942204,14387170,206.88,32.59,7.14,254785907,0.87,0.87,3258240
(주)엘엑스하우시스,108670,2020/12,2385372000,3045000,184.92,35.1,-4.67,463875000,0,1.09,2596510
(주)엘지,003550,2020/12,24282268000,439593000,16.4,85.91,0.86,739096000,5.89,1.75,1016202
(주)엘지생활건강,051900,2020/12,6801415784,184421000,40.26,71.3,2.07,1004842472,29.94,9.41,4418257
(주)엘지에너지솔루션,373220,2020/12,19941795000,0,,,,395360000,,,632954
(주)엘지유플러스,032640,2020/12,18350190000,196475000,139.83,41.7,8.36,2548551000,8.89,1.01,12352879
(주)엘지헬로비전,037560,2020/12,1472721456,5808515,133.36,42.85,-4.88,218615357,0,0.86,1056007
(주)엘지화학,051910,2020/12,41388894000,778383000,120.27,45.4,5.07,5840832000,0,4.42,20830009
(주)엠씨넥스,097520,2020/12,453396248,8816741,79.25,55.79,3.44,19545971,0,0,1165039
(주)영원무역,111770,2020/12,3038285285,21933031,52.37,65.63,3.27,346090093,12.06,1.28,1140635
(주)영원무역홀딩스,009970,2020/12,3732514860,13925878,42.62,70.12,4.13,446746314,23.61,1.26,24236
(주)영풍,000670,2020/12,5000855951,17201340,34.72,74.23,3.22,253009738,15.16,0.69,1233370
(주)영흥,012160,2020/12,337720311,1218510,130.4,43.4,3.66,-8170758,0,0.94,186390
(주)예스코홀딩스,015360,2020/12,1564088965,8531578,200.03,33.33,1.28,-31724145,0,0.59,18004
(주)오뚜기,007310,2020/12,2339299659,27205232,62.23,61.64,10.01,91965914,10.52,1.81,2305213
(주)오리온,271560,2020/12,2665406434,29646592,40.47,71.19,10.21,460996137,45.62,8.6,769223
(주)오리온홀딩스,001800,2020/12,4497550946,25114476,28.7,77.7,8.41,420303273,48.32,0.61,26052
(주)와이지플러스,037270,2020/12,150978437,0,44.96,68.98,-13.96,-7456772,0,6.47,70471
(주)와이투솔루션,011690,2020/12,113153493,0,255.08,28.16,-0.83,-15004749,0,10.02,107392
(주)용평리조트,070960,2020/12,911905132,0,141.39,41.43,-1.56,50920805,0,0.85,127151
(주)우리금융지주,316140,2020/12,399081017000,260016000,1393.24,6.7,0,3605975000,7.67,0.41,692644
(주)우성,006980,2020/12,313457406,385683,76.74,56.58,14.01,13629413,14.05,0.78,349917
(주)우신시스템,017370,2020/12,324516702,0,223.77,30.89,-8.72,13093154,212.68,0.96,113378
(주)우진,105840,2020/12,240174509,1969628,44.39,69.26,0.97,-5873508,1.66,0.85,39615
(주)우진아이엔에스,010400,2020/12,121032450,0,19.32,83.81,30.87,15194094,19.57,0.76,140431
(주)우진플라임,049800,2020/12,267621933,1000000,340.34,22.71,12.76,28955505,2.51,1.08,199854
(주)웅진,016880,2020/12,1095983600,0,453.16,18.08,6.54,70893731,1.82,0.53,160112
(주)웅진씽크빅,095720,2020/12,666079005,7986823,77.75,56.26,-0.94,49898177,31.74,1.2,632552
(주)원림,005820,2020/12,177323382,1469555,32.93,75.23,-13.52,12570224,1.49,0.54,38434
(주)위스컴,024070,2020/12,130666515,766322,11.94,89.33,-11.26,5893727,0,0.41,94517
(주)윌비스,008600,2020/12,284787600,0,187.29,34.81,-11.13,-5933774,0,0.91,168286
(주)유니드,014830,2020/12,1120794923,12224580,43.32,69.77,1.75,157896474,5.7,0.76,566443
(주)유니온,000910,2020/12,354433760,1951452,101.37,49.66,-10.94,15846025,1.05,1.5,95684
(주)유니켐,011330,2020/12,285803950,1695063,175.91,36.24,16.05,19201728,6.08,1.59,117551
(주)유수홀딩스,000700,2020/12,498245353,12489112,28.31,77.93,-8.55,25718510,1.09,0.77,13877
(주)유유제약,000220,2020/12,154901007,1851214,32.35,75.56,7.97,-2669009,1768.9,1.82,81217
(주)유한양행,000100,2020/12,2393522101,24940677,29.62,77.15,9.42,28830249,3.21,2.09,1567941
(주)이노션,214320,2020/12,2043977185,36000000,160.72,38.36,-4.18,105064524,44.78,2.68,324397
(주)이마트,139480,2020/12,22340423719,53928000,112.84,46.98,15.58,1386032456,4.84,0.52,14213756
(주)이수페타시스,007660,2020/12,389384713,0,498.05,16.72,-0.01,-22195223,0,2.58,335067
(주)이수화학,005950,2020/12,969058838,7068429,239.05,29.49,-13.38,82473102,0,0.69,943467
(주)이스타코,015020,2020/12,,0,,,,,0,0.77,5892
(주)이아이디,093230,2020/12,225852507,0,53.42,65.18,17.16,-19849755,0,2.14,77994
(주)이엔플러스,074610,2020/12,90581868,0,63.14,61.3,-32,-7827641,0,5.37,25253
(주)이원,017940,2020/12,3731448422,12719852,200.09,33.32,-14.77,175086208,1.87,0.26,3563456
(주)이월드,084680,2020/12,,0,,,,,0,2.75,131484
(주)인디에프,014990,2020/12,138647755,0,236.6,29.71,-24.57,-648175,0,3.88,152427
(주)인바이오젠,101140,2020/12,,0,,,,,0,5.2,10218
(주)인스코비,006490,2020/12,76233776,0,76.54,56.65,-23.19,-846831,23.71,8.81,28796
(주)인팩,023810,2020/12,319762537,1500000,179.45,35.78,6.48,18801645,2.97,0.75,177828
(주)일신석재,007110,2020/12,,0,,,,,134.86,4.41,58742
(주)잇츠한불,226320,2020/12,508119345,1761660,8.5,92.16,-28.41,13443046,0,2.12,56565
(주)제이에스코퍼레이션,194370,2020/12,504395888,3701298,234.71,29.88,59.17,-5647876,0,1.18,161123
(주)제일기획,030000,2020/12,2242463952,85074129,120.82,45.29,-19.69,219474827,11.24,4.47,870684
(주)제주은행,006220,2020/12,6531838000,3213000,1182.16,7.8,-10.67,-81295000,3.76,0.27,214614
(주)제주항공,089590,2020/12,1168566447,0,438.98,18.55,-72.76,-285529205,0,3.61,374031
(주)조비,001550,2020/12,,0,,,,,11.75,3.04,73655
(주)조흥,002600,2020/12,,3600000,,,,,8.94,0.94,222604
(주)종근당,185750,2020/12,946333120,10808292,71.56,58.29,20.72,104323717,7.48,6.02,1300544
(주)종근당바이오,063160,2020/12,283462940,1097192,67.98,59.53,-9.17,4824020,13.88,3.91,124319
(주)종근당홀딩스,001630,2020/12,1258451806,6993246,49.76,66.77,19.08,66553214,28.88,2.28,23561
(주)주연테크,044380,2020/12,57589967,0,52.91,65.4,-11.14,4277804,0,2.44,62661
(주)지누스,013890,2020/12,896807386,7091832,116.4,46.21,21.1,6977190,6.7,4.67,203705
(주)지에스,078930,2020/12,24476843000,179972000,127.55,43.95,-13.17,1738192000,0,0.97,306286
(주)지에스글로벌,001250,2020/12,956821701,0,219.99,31.25,-27.62,120170296,0,0.7,2323734
(주)지에스리테일,007070,2020/12,7177767176,69300000,169.11,37.16,-1.61,805979740,10.57,1.61,8569243
(주)지투알,035000,2020/12,530366843,4862293,264.94,27.4,-30.71,11029206,24.86,1.69,31903
(주)진도,088790,2020/12,128453979,0,32.31,75.58,-30.05,12623531,0,0.7,54472
(주)진양홀딩스,100250,2020/12,548008472,6575435,40.97,70.94,-6.1,13806534,7.13,0.81,12920
(주)진에어,272450,2020/12,,0,,,,,0,5.42,271769
(주)천일고속,000650,2020/12,,2854108,,,,,0,3.58,31159
(주)청호ICT,012600,2020/12,20683997,0,126.72,44.11,-56.71,-11886991,0,-12.39,28087
(주)카카오,035720,2020/12,11953970239,12901810,60.94,62.14,35.4,971096477,0,7.66,1779195
(주)카카오뱅크,323410,2020/12,,0,,,,,0,0,804157
(주)카카오페이,377300,2020/12,1207982676,0,491.76,16.9,101.53,32553928,0,0,245556
(주)카프로,006380,2020/12,,0,,,,,0,1.53,254723
(주)케이씨,029460,2020/12,873398777,3731162,32.54,75.45,12.59,46197669,4.08,0.75,155806
(주)케이씨씨,002380,2020/12,12347572328,38290765,135.37,42.49,86.93,679854398,1.34,0.47,2071851
(주)케이씨씨글라스,344820,2020/12,,33482583,,,,,,,708657
(주)케이씨텍,281820,2020/12,,4588491,,,,,5.87,1.84,319895
(주)케이씨티시,009070,2020/12,441446351,1495288,110.92,47.41,9.54,17905912,4.27,0.79,353271
(주)케이에스에스해운,044450,2020/12,1069527678,6737738,297.81,25.14,-2.19,72022521,9.29,1.07,225806
(주)케이에이치필룩스,033180,2020/12,383138673,0,41.9,70.47,-12.06,7080314,0,3.08,68068
(주)케이이씨,092220,2020/12,368345953,0,118.25,45.82,-0.34,14230534,0,2.53,190463
(주)케이티,030200,2020/12,33662545000,326487000,116.46,46.2,-1.75,4739827000,6.77,0.62,17879281
(주)케이티스카이라이프,053210,2020/12,919475828,16647174,23.51,80.96,0.59,160179035,3.92,0.76,660404
(주)케이티씨에스,058850,2020/12,384918649,3245530,126.76,44.1,-1.39,50440106,8.75,0.77,512073
(주)케이티아이에스,058860,2020/12,,2652962,,,,,5.68,0.64,453639
(주)케이티앤지,033780,2020/12,11468383152,595584000,26.14,79.28,6.82,1261664798,8.04,1.82,3435384
(주)코리아써키트,007810,2020/12,921746308,0,62.75,61.44,66.01,18845439,40.18,1.45,562977
(주)코아스,071950,2020/12,73236024,0,205.31,32.75,-12.99,2015953,0,2.01,97587
(주)코오롱,002020,2020/12,3708134499,6905228,358.29,21.82,10.99,333113488,4.48,0.79,54000
(주)콘텐트리중앙,036420,2020/12,1475541489,0,459.11,17.89,-34.35,39064264,0,1.57,28670
(주)콤텍시스템,031820,2020/12,185652375,0,86.49,53.62,0,15234940,48.64,1.44,193098
(주)큐로,015590,2020/12,,0,,,,,61.66,2.15,124945
(주)크라운제과,264900,2020/12,,3198823,,,,,4.03,0.92,381539
(주)크라운해태홀딩스,005740,2020/12,1093370178,1498189,124.45,44.55,-12.51,76121803,2.89,0.66,16804
(주)크래프톤,259960,2020/12,1719105732,0,41.6,70.62,53.61,648972114,0,0,95437
(주)키다리스튜디오,020120,2020/12,48155283,0,77.1,56.47,70.2,5216051,16.38,6.21,40441
(주)태경비케이,014580,2020/12,295877498,2758310,41.75,70.55,-11.31,24039986,20.01,1.3,118286
