회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),배당금(*)(IFRS)(천원),부채비율(IFRS연결),자기자본구성비율(IFRS연결),매출액증가율(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),PER(최저)(IFRS),PBR(최고)(IFRS),매출액(요약)(백만원)
(주)태경비케이,014580,2021/12,332382424,3034141,41.53,70.65,18.03,35575130,16.19,1.71,141091
(주)태영건설,009410,2021/12,3734783195,14073427,426.6,18.99,20.61,556996312,3.05,0.71,2437680
(주)테이팩스,055490,2021/12,180813732,3302355,37.7,72.62,0,12066355,9.33,6.2,152184
(주)토니모리,214420,2021/12,202095813,0,112.08,47.15,0,-718906,0,1.77,89563
(주)티비에이치글로벌,084870,2021/12,,0,,,,,0,1.43,188076
(주)티에이치엔,019180,2021/12,339937206,900000,287.66,25.8,16.26,-790644,6.7,1.03,368053
(주)티와이홀딩스,363280,2021/12,2132174283,0,49.77,66.77,0,45828587,141.88,1.68,17270
(주)티웨이항공,091810,2021/12,735047689,0,1452.65,6.44,-20.36,35096015,0,16.02,214441
(주)티웨이홀딩스,004870,2021/12,805278646,0,802.48,11.08,-18.12,32323226,0,2.2,12351
(주)팜스코,036580,2021/12,1107610571,3501884,252.79,28.35,0,3552464,0,1.17,1322928
(주)퍼시스,016800,2021/12,,10087989,,,,,7.27,1.62,326505
(주)포스코인터내셔널,047050,2021/12,10770734147,98699913,206.67,32.61,58.1,-509688025,8.77,1.83,30527683
(주)포스코퓨처엠,003670,2021/12,3922480304,23238966,60.86,62.17,0,103036995,65.8,6.2,1939524
(주)풀무원,017810,2021/12,1969372521,5150625,233.91,29.95,8.99,118483164,36.07,2.15,116503
(주)풍산,103140,2021/12,3148260459,28013000,86.77,53.54,35.31,-19475546,3.2,0.85,2556005
(주)풍산홀딩스,005810,2021/12,1051956004,13629801,17.37,85.2,0,-12568612,27.5,1.24,112135
(주)플레이그램,009810,2021/12,129521138,0,150.39,39.94,19.76,-4460291,0,4.31,40832
(주)하나금융지주,086790,2021/12,502445270000,699752000,1315.37,7.07,-13.56,696230000,8.65,0.84,1333884
(주)하나투어,039130,2021/12,430595585,0,645.54,13.41,-63.26,-107289706,0,14.33,10782
(주)하이브,352820,2021/12,4728915303,0,63.82,61.04,57.72,177258248,501.08,5.99,536640
(주)하이스틸,071090,2021/12,259714572,799661,88.43,53.07,0,578763,3.06,4.4,238750
(주)하이트론씨스템즈,019490,2021/12,,0,,,,,0,4.38,27476
(주)한국전자홀딩스,006200,2021/12,463627852,0,49.61,66.84,49.53,34548440,2.15,0.98,11603
(주)한국종합기술,023350,2021/12,,1040391,,,,,4.81,0.99,268252
(주)한국카본,017960,2021/12,498355905,6453325,28.11,78.06,-10.65,25507209,26.83,1.64,361308
(주)한국토지신탁,034830,2021/12,1721448771,22804244,67.98,59.53,-5.02,269545093,7.19,0.93,205078
(주)한국특강,007280,2021/12,,0,,,,,2.48,1.82,691525
(주)한국화장품제조,003350,2021/12,,0,,,,,0,4.35,67810
(주)한농화성,011500,2021/12,,3517625,,,,,7.12,2.83,268797
(주)한독,002390,2021/12,841561832,4817237,119.16,45.63,2.79,37229142,25.07,1.31,511148
(주)한미글로벌건축사사무소,053690,2021/12,285254341,4262198,97.92,50.52,16.13,13152262,8.4,1.52,139233
(주)한샘,009240,2021/12,1246352553,19498967,100.48,49.88,0,28444236,37.53,6.18,1773411
(주)한섬,020000,2021/12,1557084758,13181756,25.53,79.66,0,172103397,6.28,1.12,1384773
(주)한솔케미칼,014680,2021/12,1197174769,23369462,55.91,64.14,24.13,143216286,15.71,7.64,570247
(주)한솔홈데코,025750,2021/12,314661262,1611303,96.85,50.8,3.96,334975,16.02,1.28,257505
(주)한익스프레스,014130,2021/12,374774840,0,409.79,19.62,26.17,17063802,0,1.64,688990
(주)한진,002320,2021/12,3877620716,8681536,182.22,35.43,13.02,196051346,2.72,0.58,2155710
(주)한진중공업홀딩스,003480,2021/12,1837801000,2609000,427.19,18.97,11.67,107764000,13.16,0.74,11211
(주)한진칼,180640,2021/12,3754742183,0,105.83,48.58,-3.31,-46269187,0,2.75,33445
(주)한창,005110,2021/12,134278398,0,262.9,27.56,-1.69,-3530202,0,7.47,11189
(주)한창제지,009460,2021/12,,1193350,,,,,7.39,1.78,182210
(주)한컴라이프케어,372910,2021/12,214127312,0,83.3,54.56,-20.22,28051376,0.25,0.06,115131
(주)한화,000880,2021/12,202366402000,69876928,861.49,10.4,3.75,7228121000,20.63,1.07,3935569
(주)현대리바트,079430,2021/12,863648499,2011420,76.59,56.63,1.59,-20374864,22,0.93,1386038
(주)현대미포조선,010620,2021/12,3878320283,0,75.94,56.84,3.41,69619246,0,1.8,2857835
(주)현대백화점,069960,2021/12,8969196456,24040705,71.64,58.26,57.16,500164435,10.25,0.58,1512061
(주)현대지에프홀딩스,005440,2021/12,3109986792,18334455,40.69,71.08,7.65,15377286,12.57,0.82,1671201
(주)현대퓨처넷,126560,2021/12,1034025994,9913802,20.56,82.95,-55.62,81680447,4.13,0.86,33900
(주)현대홈쇼핑,057050,2021/12,2600338276,27474600,38.14,72.39,3.26,89912081,16.11,0.78,1080404
(주)혜인,003010,2021/12,194738254,1397282,90.95,52.37,-5.14,23597853,10.69,1.05,206356
(주)호텔신라,008770,2021/12,2656449912,7607742,360.47,21.72,18.54,42341284,0,7.58,3379077
(주)화승알앤에이,378850,2021/12,402076179,474770,,,,28361004,,,504853
(주)화승엔터프라이즈,241590,2021/12,1330258311,2725686,141.68,41.38,0,-8336353,156.48,3.8,4845
(주)화승인더스트리,006060,2021/12,1637051105,9872842,157.93,38.77,0,9903813,18.48,3.38,831500
(주)화승코퍼레이션,013520,2021/12,1155191960,1110131,485.12,17.09,6.59,-11723256,0,1.52,77732
(주)화신,010690,2021/12,870753098,2304737,201.88,33.13,13.91,37951571,4.58,1.23,724968
(주)화인베스틸,133820,2021/12,,0,,,,,28.69,1.37,124077
(주)황금에스티,032560,2021/12,431568370,3198776,29.79,77.05,13.17,70118477,4.62,0.86,136869
(주)효성,004800,2021/12,5257873534,129411000,75.71,56.91,0,-71291486,3.58,1.09,1053086
(주)후성,093370,2021/12,616334424,1389102,117.43,45.99,45.74,83446716,17.78,8.98,305251
(주)휠라홀딩스,081660,2021/12,4288856815,60095839,85.95,53.78,21.26,524557784,22.22,8.5,106260
(주)휴니드테크놀러지스,005870,2021/12,,0,,,,,6.17,1.14,227702
(주)휴비스,079980,2021/12,843415197,9873096,80.28,55.47,0,-14448756,80.16,1.15,884892
(주)휴스틸,005010,2021/12,951920862,6270092,51.97,65.8,68.62,2864027,2.25,0.28,562775
AJ네트웍스(주),095570,2021/12,1355044450,12087310,273.79,26.75,0.95,-11318072,2.42,0.96,485524
CS홀딩스(주),000590,2021/12,353716996,567911,13.3,88.26,20.8,8113505,27.77,0.69,3673
DB금융투자(주),016610,2021/12,9583673039,20714445,814.09,10.94,-11.29,-197242734,2,0.42,1278947
DB손해보험(주),005830,2021/12,64751602574,210152142,861.78,10.4,3.83,2276255431,3.34,0.82,18142359
HD현대(주),267250,2021/12,35815655908,261473000,201.29,33.19,48.9,205801317,8.15,4.43,253751
KG스틸(주),016380,2021/12,2771098268,10008000,140.93,41.51,0,-47200511,5.27,2.27,3208372
KISCO홀딩스(주),001940,2021/12,1688093089,5541826,18.82,84.16,48.5,133232338,22.05,0.8,14674
LG이노텍(주),011070,2021/12,7741352841,70994000,133.58,42.81,56.63,1177629169,5.39,3.37,14594816
LS일렉트릭(주),010120,2021/12,2796731558,29325000,89.81,52.68,11.05,101544478,21.84,1.83,1877448
OCI(주),010060,2021/12,5704061113,47698742,82.6,54.76,0,377690582,12.82,1.64,1562391
SK이노베이션(주),096770,2021/12,49557440204,210884000,152.42,39.62,0,-482982766,13.73,2.09,3986068
SNT다이내믹스(주),003570,2021/12,879625081,5598462,34.72,74.23,0,1598439,3.11,0.64,258982
SNT모티브(주),064960,2021/12,1149796359,13909358,34.07,74.59,0,59647722,7.42,1.45,899540
STX엔진(주),077970,2021/12,837479879,0,194.91,33.91,-15.89,18198738,0,2.03,458282
STX중공업(주),071970,2021/12,430406730,0,179.56,35.77,-33.92,14917624,0,2.63,133489
가온전선(주),000500,2021/12,658966429,1651041,145.78,40.69,0,-11282516,9.51,0.79,906022
강남제비스코(주),000860,2021/12,904010952,3250000,36.57,73.22,73.41,-1788547,0,0.76,296836
경인전자(주),009140,2021/12,65884753,325347,10.55,90.46,0,627248,17.84,1.28,15381
계룡건설산업(주),013580,2021/12,2327054067,7086238,208.49,32.42,16.45,122435477,1.59,0.62,1870762
계양전기(주),012200,2021/12,285053130,0,55.57,64.28,3.32,-4134645,0,1.21,376259
고려산업(주),002140,2021/12,238594901,986857,123.32,44.78,12.06,14794040,22.88,1.44,203466
고려아연(주),010130,2021/12,9964048635,353484800,28.83,77.62,31.59,606883889,9.87,1.74,7162506
고려제강(주),002240,2021/12,2474272368,6898000,51.04,66.21,21.04,39463450,7.14,0.68,496815
광동제약(주),009290,2021/12,883845298,4108061,67.63,59.65,7.59,54939860,11.41,1.19,825228
광전자(주),017900,2021/12,238961555,2518188,13.41,88.18,0,-1308096,14.16,1.1,160751
교보증권(주),030610,2021/12,11483824494,12884341,723.25,12.15,27.26,-1029209698,3.17,0.44,2234605
교촌에프앤비(주),339770,2021/12,254727913,7494762,41.67,70.59,13.4,32614972,17.38,3.74,493461
국도화학(주),007690,2021/12,1416366192,19009175,73.8,57.54,0,-25929996,1.79,0.99,1487453
국제약품(주),002720,2021/12,139783047,0,103.8,49.07,0,9597052,0,3.16,115745
그랜드코리아레저(주),114090,2021/12,531306108,0,38.52,72.19,0,-128217469,0,3.18,85087
그린케미칼(주),083420,2021/12,,3498780,,,,,12.16,3.95,286224
극동유화(주),014530,2021/12,321935348,5387107,76.81,56.56,54.9,-14225850,9.49,1.43,956174
금강공업(주),014280,2021/12,868658748,2752021,124.65,44.51,13.67,-20224458,7.24,1.18,298992
금호건설(주),002990,2021/12,1735985669,28707000,165.92,37.61,12.87,181187511,1.99,0.85,2064503
금호석유화학(주),011780,2021/12,8115674807,280856000,59.67,62.63,75.94,2127031389,4.82,3.59,5501282
금호전기(주),001210,2021/12,83849544,0,356.63,21.9,-7.74,-11880360,0,4.94,40060
금호타이어(주),073240,2021/12,4342205986,0,238.82,29.51,19.83,80409576,0,3.61,2058954
기아(주),000270,2021/12,66849997000,1202793000,91.48,52.23,18.07,7359670000,11.21,1.91,40979570
깨끗한나라(주),004540,2021/12,598691300,0,160.88,38.33,-2.17,31366479,22.71,1.63,576691
남광토건(주),001260,2021/12,273978349,0,212.24,32.03,49.92,-10811766,4.94,2.24,356740
남양유업(주),003920,2021/12,937403119,854707,15.31,86.72,0.75,38401477,0,0.91,939637
남해화학(주),025860,2021/12,719110525,2876922,52.48,65.58,0,-118071167,18.87,1.76,1451884
네이버(주),035420,2021/12,33691006757,76291766,40.22,71.32,0,1379905729,30.76,8.3,5018667
넥센타이어(주),002350,2021/12,3823413438,10812160,138.97,41.85,22.45,265157560,0,0.77,1414959
넷마블(주),251270,2021/12,10663783074,43261453,77.5,56.34,0.89,137464408,21.95,2.34,1319596
다스코(주),058730,2021/12,298527300,0,138.16,41.99,61.98,-13031529,0,1.08,255230
다올투자증권(주),030210,2021/12,9229156625,48085315,853.74,10.48,46.85,-619514531,1.16,1,522223
대덕전자(주),353200,2021/12,941014399,15464211,38,72.46,0,203808776,8.79,1.98,993659
대림비앤코(주),005750,2021/12,326583009,2167391,107.5,48.19,12.05,-2745075,69.73,1.15,259516
대림통상(주),006570,2021/12,165802431,0,117.77,45.92,-0.86,-2709491,0,1.24,122388
대상(주),001680,2021/12,2870530106,28828000,130.15,43.45,11.46,58662398,5.45,0.97,2875272
대상홀딩스(주),084690,2021/12,3626092434,8919380,143.18,41.12,12.03,23259927,89.78,1.38,27852
대성산업(주),128820,2021/12,1652414613,0,258.52,27.89,33.62,-22278858,51.26,0.64,793717
대성에너지(주),117580,2021/12,742479535,6798637,133.97,42.74,3.67,54742669,11.1,1.2,769219
대성홀딩스(주),016710,2021/12,1244012863,4022365,108.41,47.98,5.73,65869646,63.21,3.19,18739
대신증권(주),003540,2021/12,22763241909,94419656,757.95,11.66,26.76,-1402568980,5.85,1,2432184
대영포장(주),014160,2021/12,,0,,,,,15.75,2.62,322594
대우전자부품(주),009320,2021/12,,0,,,,,0,5.49,99184
대우조선해양(주),042660,2021/12,10623209555,0,379.04,20.87,-36.18,485786909,0,2.06,4485486
대원강업(주),000430,2021/12,983029517,6200000,70.37,58.7,0,14375102,27.49,0.79,619243
대원전선(주),006340,2021/12,240573776,0,174.49,36.43,29.31,-9431377,63.79,3.22,464089
대원제약(주),003220,2021/12,429579922,4120088,96.69,50.84,0,22413391,46.21,2.8,339076
대원화성(주),024890,2021/12,135832582,0,91.28,52.28,4.18,-7359461,0,4.12,106942
대창단조(주),015230,2021/12,298478419,3496596,31.39,76.11,34.02,-13449642,5.65,0.9,283528
대한방직(주),001070,2021/12,232612120,0,66.79,59.96,14.34,-9440407,168.13,1.97,193044
대한유화(주),006650,2021/12,2478873031,21616350,22.16,81.86,0,309011529,7.54,1.38,2493254
대한전선(주),001440,2021/12,1420870615,0,266.43,27.29,25.1,-19314404,36.15,11.51,1861165
대한제강(주),084010,2021/12,1232437581,8629404,71.12,58.44,85.22,147565209,2.62,1.22,1146677
대한제당(주),001790,2021/12,1182290229,10612141,131.28,43.24,0,-11839308,19.39,8.74,1159976
대한제분(주),001130,2021/12,1321597381,4113060,50.08,66.63,14.54,28657927,2.94,0.47,348651
대한해운(주),005880,2021/12,3859734559,0,154.25,39.33,30.51,319723282,5.86,1.26,476313
대한화섬(주),003830,2021/12,,842479,,,,,5.56,0.31,117347
덕양산업(주),024900,2021/12,523564265,0,720.92,12.18,4.35,37206113,40.32,3.43,1295146
동국제강(주),001230,2021/12,6334110919,37402000,127.65,43.93,39.07,125744823,2.37,1,6861706
동부건설(주),005960,2021/12,1262000761,20675000,125.5,44.35,-5.74,-51509437,2.98,0.71,1015792
동성제약(주),002210,2021/12,,0,,,,,0,9.75,84408
동아쏘시오홀딩스(주),000640,2021/12,1691388336,6250612,71.71,58.24,12.59,131087231,30.23,1.44,57841
동아에스티(주),170900,2021/12,1115985527,8440847,70.02,58.82,1.11,49373804,48.12,1.39,590124
동아타이어공업(주),282690,2021/12,420630889,13731417,13.53,88.08,25.42,7314469,7.87,0.55,178572
동양생명보험(주),082640,2021/12,37103344690,96632323,1118.93,8.2,0,1015093280,2,0.44,6347567
동양철관(주),008970,2021/12,185998128,0,121.04,45.24,4.72,-32794604,0,2.9,144247
동양피스톤(주),092780,2021/12,362628219,790107,220.12,31.24,10.28,13813522,25.59,1.53,294722
동원산업(주),006040,2021/12,3051904550,17055300,105.25,48.72,-1.93,332971478,9.86,1.44,710002
동원수산(주),030720,2021/12,100942001,0,77.03,56.49,-0.52,4944644,5.3,0.92,102771
동원시스템즈(주),014820,2021/12,1492014739,17566441,124.24,44.6,15.98,85301677,26.39,3.24,785069
동일고무벨트(주),163560,2021/12,313829242,1112000,50.13,66.61,0,-16208458,26.74,0.81,272693
동일산업(주),004890,2021/12,473764602,8664284,17.84,84.86,39.35,22580277,4.44,0.97,405516
동일제강(주),002690,2021/12,,395709,,,,,4.35,0.6,182236
동화약품(주),000020,2021/12,447804487,4982243,24.34,80.42,7.7,36031212,25.4,1.81,272213
두산밥캣(주),241560,2021/12,8580899465,120298999,98.57,50.36,35.83,460039949,0,2.02,29835
두산에너빌리티(주),034020,2021/12,23720545629,0,169.32,37.13,-25.43,1027716202,176.47,3.12,3592882
두산퓨얼셀(주),336260,2021/12,,0,,,,,359.56,10.6,381412
디씨엠(주),024090,2021/12,,8269000,,,,,2.71,1.66,250829
디아이동일(주),001530,2021/12,993144117,3924672,73.17,57.75,19.63,24848898,26.27,2.13,349557
디에스알(주),155660,2021/12,302598631,800000,69.98,58.83,17.94,5332134,8.74,1.28,194913
디에스알제강(주),069730,2021/12,,576000,,,,,7.76,1.12,207143
디엘(주),000210,2021/12,8322962606,43052000,83.72,54.43,52.31,300778141,2.75,0.76,46198
디엘건설(주),001880,2021/12,,18037000,,,,,3.23,1.04,2010344
디엘이앤씨(주),375500,2021/12,8701690203,58012000,,,,580428922,,,5249399
디와이(주),013570,2021/12,859972555,2960303,72.64,57.92,26.46,26102932,48.41,0.97,11890
디와이파워(주),210540,2021/12,342046278,3310755,51.37,66.07,43.45,12060985,6.87,1.34,274228
롯데관광개발(주),032350,2021/12,1302424557,0,2371.97,4.05,538.49,-50901378,0,18.07,94676
롯데렌탈(주),089860,2021/12,6125007656,32970657,395.02,20.2,7.57,38638072,4.44,0.72,2235938
롯데손해보험(주),000400,2021/12,,0,,,,,3.99,0.7,3544568
롯데쇼핑(주),023530,2021/12,33426533819,79157792,183.35,35.29,0,1828098312,12.2,0.4,8408203
롯데에너지머티리얼즈(주),020150,2021/12,1753565091,13833251,29.96,76.94,28.31,29896399,70.93,11.37,352951
롯데웰푸드(주),280360,2021/12,2666648727,10259422,100.96,49.76,3.34,212747090,21.56,0.87,1546374
롯데정밀화학(주),004000,2021/12,2723453687,58581000,23.87,80.73,0,308521792,4.86,1.55,1778548
롯데정보통신(주),286940,2021/12,750130638,10590557,73.14,57.76,0,87298119,14.57,1.74,912600
롯데지주(주),004990,2021/12,19921883104,107328000,106.89,48.34,9.22,600465200,0,0.96,251356
롯데칠성음료(주),005300,2021/12,3596830123,29750000,148.91,40.18,10.99,321100572,8.4,1.31,2345127
롯데케미칼(주),011170,2021/12,22869964008,284485978,48.01,67.56,48.25,1486216753,8.03,1.02,13739086
롯데하이마트(주),071840,2021/12,,23135712,,,,,0,0.6,3869749
명문제약(주),017180,2021/12,223263082,0,159.99,38.46,7.75,854996,0,4.1,123177
명신산업(주),009900,2021/12,719480410,0,142.18,41.29,36.92,22790635,112.47,15.97,159989
무림페이퍼(주),009200,2021/12,2284417095,1040233,253.32,28.3,11.12,-60852065,0,0.61,456065
무림피앤피(주),009580,2021/12,1483591839,7795472,139.7,41.72,16.25,-15328185,15.07,0.69,568483
문배철강(주),008420,2021/12,,1469579,,,,,2.47,0.98,204873
미래산업(주),025560,2021/12,117721879,0,39.08,71.9,16.31,5207355,2.05,1.44,47543
미래에셋생명보험(주),085620,2021/12,41997269887,13047000,2107.89,4.53,-2.63,100472972,7.42,0.54,3427304
미래에셋증권(주),006800,2021/12,108641793314,188137000,923.96,9.77,-21.92,-1242160761,7.84,0.94,11811734
미원상사(주),002840,2021/12,372413719,2475000,25.82,79.48,21.97,55077946,11.21,4.37,344659
미원스페셜티케미칼(주),268280,2021/12,438128598,7021000,34.18,74.53,0,32444506,6.41,3.86,534800
미원홀딩스(주),107590,2021/12,426808405,1160000,81.04,55.24,45.82,20147480,6.24,2.46,22267
미원화학(주),134380,2021/12,,3064365,,,,,11.53,2.06,197470
미창석유공업(주),003650,2021/12,347596980,3782448,15.11,86.88,46.37,15235779,3.53,0.61,406293
백광산업(주),001340,2021/12,359208430,2207455,89.52,52.77,11.55,36597136,9.84,1.96,190822
범양건영(주),002410,2021/12,198492064,0,130.35,43.41,-22.48,7208513,13.83,3.88,108075
보해양조(주),000890,2021/12,153116764,0,81.74,55.02,6.6,12488518,0,2.8,83749
부광약품(주),003000,2021/12,397416583,6845467,41.9,70.47,0,26524994,341,7.34,181631
부국증권(주),001270,2021/12,1647423236,14392634,149.98,40,-14.41,25774623,3.91,0.62,718720
부국철강(주),026940,2021/12,,1500000,,,,,8.42,1.48,195734
부산산업(주),011390,2021/12,133795624,264000,72.63,57.93,10.7,-2338960,0,4.87,26817
부산주공(주),005030,2021/12,,0,,,,,0,2.09,186827
비케이탑스(주),030790,2021/12,108096534,0,2049.24,4.65,151.55,-27822482,0,111.59,8400
사조동아원(주),008040,2021/12,448788965,0,111.94,47.18,4.02,-4971809,49.3,1.19,415277
사조산업(주),007160,2021/12,1113856493,1497900,96.88,50.79,-5.07,49291294,14.57,1.29,402434
사조씨푸드(주),014710,2021/12,,1033113,,,,,8.43,0.64,174615
삼부토건(주),001470,2021/12,519063459,0,151.8,39.71,-5.88,-38070960,364.22,2.88,320576
삼성SDI(주),006400,2021/12,25833192997,66944610,69.99,58.83,0,2176027359,70.79,4.96,11581771
삼성공조(주),006660,2021/12,257514152,641520,17.18,85.34,24.79,9677174,0,1.14,69449
삼성물산(주),028260,2021/12,55245423114,692787708,65.64,60.37,0,1195731728,10.23,1.1,21120591
삼성바이오로직스(주),207940,2021/12,7970010787,0,59.68,62.62,0,454596217,106.16,20.48,1568007
삼성생명보험(주),032830,2021/12,341382574000,538724000,761.53,11.61,1.58,2547531000,13.9,0.53,29784127
삼성에스디에스(주),018260,2021/12,10517432175,185640446,41.29,70.77,0,980238875,33.66,3.34,4985713
삼성엔지니어링(주),028050,2021/12,6058722397,0,209.04,32.36,10.93,739825439,13.17,4.21,5085978
삼성전기(주),009150,2021/12,9941374038,158791903,44.68,69.12,0,1731244106,14.66,3.47,7199720
삼성전자(주),005930,2021/12,426621158000,2452976000,39.92,71.47,18.07,65105448000,14.98,3.61,199744705
삼성제약(주),001360,2021/12,,0,,,,,0,7.15,54901
삼성중공업(주),010140,2021/12,12138595961,0,196.26,33.75,0,845026469,0,-0.8,6542631
삼성증권(주),016360,2021/12,65707487000,339340000,980.55,9.25,-10.84,-2074931652,3.44,0.83,9665173
삼성카드(주),029780,2021/12,27144187002,245434599,261.28,27.68,6.56,-2591860138,6.24,0.58,3428730
삼성화재해상보험(주),000810,2021/12,94934011110,510128000,512.78,16.32,1.66,794485202,7.68,0.87,23967024
삼아알미늄(주),006110,2021/12,227237961,2200000,86.22,53.7,28.4,15829601,8.28,4.19,213668
삼양식품(주),003230,2021/12,753080321,7532606,90.32,52.54,-1,58357507,11.88,2.25,630868
삼양통상(주),002170,2021/12,459013786,3561781,12.94,88.54,0,19559316,5.41,0.68,192024
삼영무역(주),002810,2021/12,578816472,9695457,24.7,80.19,19.01,8844,7.91,1.01,292992
삼영전자공업(주),005680,2021/12,543640907,6000000,6.23,94.14,0,18766135,11.75,0.64,204384
삼익티에이치케이(주),004380,2021/12,,6210000,,,,,18.84,1.82,310485
삼일제약(주),000520,2021/12,226404983,1001152,244.36,29.04,0,1416861,0,4.76,133956
삼정펄프(주),009770,2021/12,,2499971,,,,,8.29,0.5,138137
삼진제약(주),005500,2021/12,,9842258,,,,,11.4,1.98,250070
삼호개발(주),010960,2021/12,296852078,4248400,34.5,74.35,0,-9093000,8.52,0.85,310652
삼화왕관(주),004450,2021/12,243315828,1367488,69.39,59.04,6.9,13698741,15.01,0.73,114136
삼화전기(주),009470,2021/12,158640156,1984146,82.6,54.76,23.98,15252750,10.4,4.59,187746
삼화전자공업(주),011230,2021/12,66900329,0,279.33,26.36,10.53,-1095394,0,3.05,36698
삼화콘덴서공업(주),001820,2021/12,269298659,5130438,32.7,75.36,8.1,35530787,20.24,4.7,211344
삼화페인트공업(주),000390,2021/12,612097736,2359067,106.84,48.35,0,-27003473,0,1.81,544534
상신브레이크(주),041650,2021/12,493641122,1548825,161.94,38.18,13.75,20456787,11.67,0.68,314643
새론오토모티브(주),075180,2021/12,268378498,2688000,12.58,88.82,-5.94,20288523,10.32,0.79,100334
샘표(주),007540,2021/12,442738149,443523,41.26,70.79,0,33191534,9.27,0.97,12915
샘표식품(주),248170,2021/12,327531637,913319,52.37,65.63,0,32030537,8.3,1.54,341144
서울도시가스(주),017390,2021/12,1662601876,6794886,60.05,62.48,0,2591530,53.49,1.03,1270956
서울식품공업(주),004410,2021/12,,0,,,,,0,7.84,55298
선도전기(주),007610,2021/12,167947855,0,106.94,48.32,-3.29,-6750748,0,1.75,75148
성문전자(주),014910,2021/12,54386004,97216,76.79,56.56,0,3340582,45.52,2.23,26427
성보화학(주),003080,2021/12,172156874,2359977,26.84,78.84,0,11298206,70.71,0.99,57746
성신양회(주),004980,2021/12,1121595053,5006931,170.91,36.91,15.4,26854511,28.05,1.29,572588
성창기업지주(주),000180,2021/12,703740105,0,30.5,76.63,15.81,18277236,231.93,0.8,7501
세기상사(주),002420,2021/12,,0,,,,,0,1.35,17880
세방(주),004360,2021/12,1245288420,4433262,38.8,72.04,25.58,37011497,13.42,0.76,620993
세방전지(주),004490,2021/12,1684408564,8043666,38.98,71.95,7.92,11592198,11.07,1.76,1243923
세원이앤씨(주),091090,2021/12,292675905,0,72.03,58.13,-24.31,19361236,0,2.78,78975
세종공업(주),033530,2021/12,1180100055,2705230,192.88,34.14,34.27,44175833,27.86,1.03,403528
세하(주),027970,2021/12,,0,,,,,8.68,1.5,204435
솔루스첨단소재(주),336370,2021/12,1011599746,3966873,93.72,51.62,31.36,-41974380,130.38,34.91,134452
송원산업(주),004430,2021/12,1115649000,4800000,105.36,48.69,0,-18297000,6.03,1.14,837825
스틱인베스트먼트(주),026890,2021/12,341992757,5658854,47.26,67.91,79.61,30687448,68.72,4.76,56503
신대양제지(주),016590,2021/12,845951512,4508659,34.96,74.09,11.88,20729642,9.88,1.17,245039
신라교역(주),004970,2021/12,680457027,7892500,23.15,81.2,-6.93,-2359865,3.28,0.45,301585
신세계건설(주),034300,2021/12,,3400000,,,,,4.13,1.14,1256750
신송홀딩스(주),006880,2021/12,248190231,1300832,160.47,38.39,-9.44,3390747,19.48,0.76,4482
신일전자(주),002700,2021/12,,1757295,,,,,15.14,2.71,193517
신풍제약(주),019170,2021/12,398349775,0,10.55,90.45,-4.31,-71027968,0,22.28,179784
쌍용씨앤이(주),003410,2021/12,3564764921,55250999,115.33,46.44,12.96,381172310,17.85,2.84,1142260
써니전자(주),004770,2021/12,77185258,0,13.22,88.32,-0.09,2446555,21.94,2.85,15897
씨에스윈드(주),112610,2021/12,1773903614,25302826,87.35,53.37,24.18,-105391089,98.16,9.48,639800
씨제이(주),001040,2021/12,41955995804,77234117,154.84,39.24,7.77,3353190728,29.39,1.57,205216
씨제이대한통운(주),000120,2021/12,8993928516,0,123.93,44.66,5.22,344143274,29.92,1.34,7728647
씨제이씨지브이(주),079160,2021/12,3785492376,0,1156.45,7.96,26.2,-171876628,0,3.48,328613
씨제이씨푸드(주),011150,2021/12,,0,,,,,53.11,2.94,162143
씨제이제일제당(주),097950,2021/12,26855804277,80182250,148.51,40.24,8.43,1686409257,18.53,1.73,6796067
아남전자(주),008700,2021/12,271957635,0,247.01,28.82,35.92,-29277894,15.48,3.74,349124
아세아(주),002030,2021/12,3115270385,5549106,81.52,55.09,0,215764907,13.74,0.93,21279
아세아시멘트(주),183190,2021/12,2037322290,8762585,121.55,45.14,0,103507149,4.97,0.82,399647
아세아제지(주),002310,2021/12,969593253,8060852,35.72,73.68,0,108750684,6.45,0.86,537599
아시아나아이디티(주),267850,2021/12,,5550000,,,,,6.36,2.43,174723
아시아나항공(주),020560,2021/12,13082664860,0,2410.6,3.98,11.41,1008216925,0,4.43,4100567
아이에스동서(주),010780,2021/12,3509755192,36612070,140.91,41.51,33.99,224248468,11.3,1.81,1262351
아주스틸(주),139990,2021/12,627226321,0,165.06,37.73,63.82,-19463161,10.91,3.8,570544
애경산업(주),018250,2021/12,431492645,5241985,24.63,80.24,-2.42,48297472,31.64,2.4,568458
애경케미칼(주),161000,2021/12,1244966460,26494752,80.66,55.35,72.76,-19533592,4.37,0.89,1116313
에스디바이오센서(주),137310,2021/12,3005125392,128045096,36.39,73.32,73.76,1234945051,3.54,3.16,2847243
에스엘(주),005850,2021/12,2567493134,23027731,69.08,59.14,19.81,191550226,5.82,1.42,1994230
에스지씨에너지(주),005090,2021/12,2591549831,21610863,250.49,28.53,1681.71,116999419,12.76,1.53,465812
