회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),[공통]   배당금(*)(요약)(IFRS),부채비율(IFRS연결),자기자본구성비율(IFRS연결),매출액증가율(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),[공통]PBR(최고)(IFRS),[공통]PBR(최저)(IFRS),[공통]매출액(요약)
(주)국동,005320,2011/12,68162305,0,1069.25,8.55,1.4,-963482,3.26,0.25,100097
(주)국보,001140,2011/12,98869465,50,186.86,34.86,10.01,3249944,0.68,0.39,118305
(주)금양,001570,2011/12,130817841,840,189.58,34.53,6.9,-688415,1.2,0.54,100919
(주)까뮤이앤씨,013700,2011/12,,0,,,,,0.63,0.19,90048
(주)나이스홀딩스,034310,2011/12,427573951,1968,32.66,75.38,91.76,36347987,0.96,0.64,27907
(주)남선알미늄,008350,2011/12,259574975,0,249.67,28.6,11.64,-2094649,3.49,1.17,302411
(주)남성,004270,2011/12,222934371,839,157.95,38.77,-14.28,3187221,0.4,0.27,55212
(주)넥센,005720,2011/12,521959112,1074,63.37,61.21,12.82,18292643,1.07,0.67,239884
(주)노루페인트,090350,2011/12,490240264,3069,118.78,45.71,19.61,25186149,0.39,0.24,360301
(주)노루홀딩스,000320,2011/12,787102842,4170,116.98,46.09,16.97,33689705,0.67,0.4,24611
(주)녹십자,006280,2011/12,860353832,15166,36.5,73.26,0,54855488,3.22,1.95,698866
(주)녹십자홀딩스,005250,2011/12,4603216704,10954,413.89,19.46,-2.95,116177695,15.07,1.15,34013
(주)농심,004370,2011/12,2270287656,23131,49.44,66.92,4.23,120722289,1.18,0.85,1970686
(주)농심홀딩스,072710,2011/12,989299514,9276,41.39,70.72,7.46,13388611,0.6,0.44,19810
(주)다우기술,023590,2011/12,4235093248,5550,292.92,25.45,2.61,-62284579,1.38,0.81,167579
(주)대교,019680,2011/12,858490568,14234,33.35,74.99,3.16,40387553,1.33,0.89,818474
(주)대구백화점,006370,2011/03,,3159,,,,,0.4,0.27,179115
(주)대덕,008060,2011/12,523378242,12494,33.69,74.8,23.65,87807303,1.64,0.79,655724
(주)대동,000490,2011/12,568320324,1036,141.92,41.34,19.14,18794798,0.75,0.38,503098
(주)대양금속,009190,2011/12,213532161,0,600.95,14.27,-32.13,8131017,2.56,1.2,146018
(주)대우건설,047040,2011/12,9468578921,0,177.49,36.04,4.56,-106374237,1.98,1,7031864
(주)대웅,003090,2011/12,476954187,4499,41.91,70.47,0,10404680,0.79,0.56,45481
(주)대웅제약,069620,2011/12,498461064,7783,37.54,72.71,0,78822881,1.59,0.86,706643
(주)대유에이텍,002880,2011/12,362524758,1277,383.91,20.66,68.41,-22906879,3.91,1.05,402877
(주)대유플러스,000300,2011/12,605360116,1063,566.82,15,41.75,3888847,2.55,0.86,269816
(주)대창,012800,2011/12,485259912,0,167.75,37.35,6.58,10189603,1.43,0.52,847602
(주)대한항공,003490,2011/12,22388342727,0,708.55,12.37,5.4,2025229876,3.1,1.5,11805282
(주)대현,016090,2011/12,,974,,,,,2.03,0.49,196210
(주)대호에이엘,069460,2011/12,133330219,0,223.24,30.94,7.33,4318159,3.02,1.27,172104
(주)더메디팜,118000,2011/12,,0,,,,,4.23,1.37,34386
(주)더존비즈온,012510,2011/12,167409573,0,158.94,38.62,-1.45,29556021,9.47,2.9,112382
(주)덕성,004830,2011/12,89763557,317,57.61,63.45,-18.16,-4175187,1.26,0.45,80029
(주)도화엔지니어링,002150,2011/12,,2488,,,,,1.59,1.01,282097
(주)동남합성,023450,2011/12,,204,,,,,1.32,0.44,59785
(주)동방,004140,2011/12,585961449,569,373.6,21.11,6.83,13395890,0.89,0.32,472872
(주)동방아그로,007590,2011/12,149857220,2295,32.57,75.43,0,15180408,0.92,0.77,104135
(주)동성케미컬,102260,2011/12,588354239,0,133.66,42.8,8.48,31568109,2.3,0.32,12066
(주)동아지질,028100,2011/12,202921027,1978,60.38,62.35,-22.15,-9861587,1.58,0.84,251872
(주)동양,001520,2011/12,3633466665,0,927.33,9.73,50.57,-119428928,3.51,0.9,877038
(주)동양고속,084670,2011/12,290833249,2960,117.97,45.88,47.16,15587388,0.55,0.35,113117
(주)동원에프앤비,049770,2011/12,910153374,9648,135.88,42.39,17.65,14001168,0.83,0.45,1099095
(주)두산,000150,2011/12,6296220754,54471,80.46,55.41,7.48,299878131,2.79,1.65,1930096
(주)디비아이엔씨,012030,2011/12,686746431,1214,167.7,37.36,165.75,-4092628,0.92,0.38,511012
(주)디아이,003160,2011/12,188261131,0,73.08,57.78,-2.57,-3709206,0.75,0.33,45263
(주)디아이씨,092200,2011/12,528402290,1085,218.79,31.37,21.49,5088916,1.77,0.88,323533
(주)디알비동일,004840,2011/12,522115419,1123,129.99,43.48,29.82,34167874,1.22,0.47,338847
(주)디엔오토모티브,007340,2011/12,740062652,2070,46.37,68.32,17.77,3212672,0.64,0.43,377329
(주)디지비금융지주,139130,2011/12,31294003295,46919,,,,734986825,,,57868
(주)락앤락,115390,2011/12,721424627,8800,28.2,78,23.27,17466962,5.53,3.05,214466
(주)마니커,027740,2011/12,281438687,0,218.64,31.38,7.3,8636509,0.88,0.5,313094
(주)메타랩스,090370,2011/12,172242048,391,143.14,41.13,10.22,-4021707,1.07,0.58,130127
(주)모나리자,012690,2011/12,,1352,,,,,3.49,0.59,121931
(주)모나미,005360,2011/12,212142757,689,232.44,30.08,0.15,4818719,1.19,0.31,202213
(주)모토닉,009680,2011/12,423199251,5654,19.63,83.59,-13.15,-3227069,1.2,0.66,237739
(주)무학,033920,2011/12,325551244,1339,41.29,70.78,20.29,64969606,1.63,0.83,195681
(주)미래아이앤지,007120,2011/12,40944375,0,73.15,57.75,66.3,3228876,0.98,0.44,21543
(주)백산,035150,2011/12,153278162,1888,83.86,54.39,17.95,12275221,1.8,0.71,145779
(주)벽산,007210,2011/12,339288838,0,109.17,47.81,1.74,19165672,1.08,0.74,252816
(주)보락,002760,2011/12,,0,,,,,1.1,0.64,25277
(주)보령,003850,2011/12,,648,,,,,1.92,0.72,308006
(주)비비안,002070,2011/12,213103309,1980,38.37,72.27,14.67,-10685250,0.5,0.33,188072
(주)비상교육,100220,2011/12,179673049,2502,44.64,69.14,18.75,6907875,1.3,0.57,111835
(주)비와이씨,001460,2011/12,477929172,720,54.77,64.61,-2.09,24425734,0.49,0.37,202084
(주)빙그레,005180,2011/12,493949047,10610,24.41,80.38,0,13535338,1.76,1.18,720634
(주)사조대림,003960,2011/12,358454161,1925,138.05,42.01,35.76,-36592890,1.32,0.57,371466
(주)사조오양,006090,2011/12,,0,,,,,1.48,0.82,137323
(주)삼성출판사,068290,2011/12,85801871,990,21.46,82.33,0.61,8143274,1.26,0.47,56384
(주)삼양사,145990,2011/12,921855414,0,,,,15617689,,,250418
(주)삼양홀딩스,000070,2011/12,1884480517,10233,45.22,68.86,10.94,159327065,1.04,0.43,491319
(주)삼영,003720,2011/12,222342523,5098,59.51,62.69,10.81,10174160,10.37,1.02,220283
(주)삼원강재,023000,2011/12,,4400,,,,,3.12,1.1,346997
(주)삼익악기,002450,2011/12,351805364,2116,143.33,41.1,0.27,151840,1.25,0.53,107185
(주)삼천리,004690,2011/12,2445760692,10690,114.15,46.7,12.77,88879395,0.42,0.3,2941835
(주)상상인증권,001290,2011/03,850691627,2341,328.79,23.32,84.14,-163326530,0.71,0.39,191558
(주)서연,007860,2011/12,1218064342,3950,176.51,36.17,16.11,81711580,2.21,0.83,692472
(주)서원,021050,2011/12,388794060,979,174.98,36.37,15.31,-18515559,1.43,0.72,416520
(주)서흥,008490,2011/12,434227525,3169,107.9,48.1,12.58,10613837,1.09,0.48,142896
(주)선앤엘,002820,2011/12,495199703,1184,81.59,55.07,7.35,5289833,1.7,0.18,256039
(주)선진,136490,2011/12,,407,,,,,,,354714
(주)성안,011300,2011/12,307479899,0,208.84,32.38,12.63,24216263,0.99,0.26,87228
(주)세아베스틸지주,001430,2011/12,,43035,,,,,2.02,1.03,2484734
(주)세아제강지주,003030,2011/12,1932618927,8700,102.33,49.42,18.63,-25411135,0.71,0.34,1711722
(주)세아특수강,019440,2011/12,474609645,5999,128.84,43.7,21.19,-26318195,2.38,1.15,635361
(주)세아홀딩스,058650,2011/12,3845130468,6998,78.62,55.98,28.13,293435963,0.84,0.49,43970
(주)세우글로벌,013000,2011/12,31195672,0,11.84,89.42,0,4599518,0.62,0.36,30489
(주)세이브존아이앤씨,067830,2011/12,525403825,1892,109.42,47.75,6.54,65611865,0.53,0.33,167131
(주)수산중공업,017550,2011/12,117248095,1261,66.17,60.18,15.64,10626098,1.69,0.86,117155
(주)시디즈,134790,2011/12,42441182,400,37.66,72.64,0,-132887,9.21,0.82,45869
(주)신도리코,029530,2011/12,980932781,27039,16.96,85.5,4.63,91595205,0.75,0.57,716629
(주)신성이엔지,011930,2011/12,,0,,,,,2.66,0.73,193636
(주)신세계,004170,2011/12,4144705507,7377,90.15,52.59,16.99,-59800959,3.29,1.22,1430634
(주)신세계아이앤씨,035510,2011/12,,1720,,,,,0.99,0.6,337065
(주)신세계인터내셔날,031430,2011/12,,3570,,,,,3.01,1.93,792330
(주)신세계푸드,031440,2011/12,,2571,,,,,1.96,1.41,698212
(주)신영와코루,005800,2011/09,280438245,1350,12.42,88.95,0.87,11746189,0.43,0.33,191337
(주)신원,009270,2011/12,411181825,0,111.99,47.17,6.81,-23686511,0.57,0.34,526884
(주)신풍,002870,2011/12,174511082,0,62.82,61.42,0.93,-1698754,0.36,0.22,117520
(주)신한금융지주회사,055550,2011/12,288117481000,629508,972.71,9.32,-3.75,1343507000,1.53,1.01,2146129
(주)신화다이나믹스,001770,2011/12,,364,,,,,0.64,0.29,95288
(주)신흥,004080,2011/12,142045998,577,82.53,54.79,0,7232,1.36,1.03,168757
(주)쌍방울,102280,2011/12,125765852,0,70.71,58.58,12.94,7960541,2.31,0.63,150463
(주)쎌마테라퓨틱스,015540,2011/12,17907281,0,29.63,77.14,0,-3682435,1.45,0.37,6151
(주)씨아이테크,004920,2011/12,,0,,,,,1.37,0.58,6297
(주)아모레퍼시픽,090430,2011/12,2815427568,44888,31.67,75.95,12.43,403013901,4.51,3.24,2293407
(주)아모레퍼시픽그룹,002790,2011/12,4254864580,16674,26.72,78.91,13.88,492858559,1.68,0.93,28495
(주)아센디오,012170,2011/12,,0,,,,,3.97,0.7,100606
(주)아이마켓코리아,122900,2011/12,,7187,,,,,3.75,1.49,1682327
(주)아이에이치큐,003560,2011/12,56076290,0,90.59,52.47,0,9289671,9.17,2.25,48300
(주)알루코,001780,2011/12,466389224,0,240.14,29.4,-2.95,14096047,2.52,0.89,239733
(주)에넥스,011090,2011/12,119599167,0,163.8,37.91,12.3,-261106,0.59,0.34,183720
(주)에스비에스,034120,2011/12,860880009,13689,56.87,63.75,5.42,78596148,1.61,0.87,720571
(주)에스엠벡셀,010580,2011/12,,0,,,,,1.52,0.75,95832
(주)에스원,012750,2011/12,1057718910,42173,38.98,71.95,14.27,207816657,3.57,2.66,953611
(주)에스제이엠,123700,2011/12,156713776,3121,37.67,72.64,0,13323214,1.7,0.57,100010
(주)에스제이엠홀딩스,025530,2011/12,227097338,2033,24.3,80.45,15.69,14999881,0.72,0.38,7206
(주)에스지글로벌,001380,2011/12,188826231,0,44.41,69.25,58.98,-2647930,0.7,0.31,64498
(주)에스지세계물산,004060,2011/12,305271605,0,45.75,68.61,0,-2315983,0.58,0.22,341736
(주)에스피씨삼립,005610,2011/12,360572786,3139,128.9,43.69,134.34,49723737,0.9,0.58,628959
(주)에이블씨엔씨,078520,2011/12,187955123,4131,65.64,60.37,27.34,47431330,2.76,1.7,305626
(주)에이엔피,015260,2011/12,255683632,0,297.94,25.13,23.98,11489495,1,0.33,94909
(주)에이프로젠,007460,2011/12,393647071,0,60946.83,0.16,-7.32,6958921,6.9,2.13,101262
(주)에이프로젠바이오로직스,003060,2011/12,116333667,0,58.3,63.17,0,-3895278,2.14,0.77,43352
(주)에프앤에프홀딩스,007700,2011/12,199711119,2310,21.1,82.58,0,5758034,0.96,0.53,217856
(주)엔씨소프트,036570,2011/12,1113431660,11891,28.21,78,-7.7,138554553,9.08,4.45,500177
(주)엔아이스틸,008260,2011/12,,1421,,,,,1.55,0.84,107269
(주)엔케이,085310,2011/12,440135252,1551,175.06,36.36,4.57,-7692853,3.12,0.76,190411
(주)엘에스,006260,2011/12,9957828000,34709,257.42,27.98,19.23,-134090000,2.55,1.31,92198
(주)엘에스네트웍스,000680,2011/12,1342185570,905,69.39,59.04,17.51,-38860474,0.77,0.44,423314
(주)엘에프,093050,2011/12,1172742302,11696,42.16,70.34,0,-61072078,2.08,1.05,1410925
(주)엘엑스인터내셔널,001120,2011/12,4941008405,19330,264.68,27.42,-2.78,216226362,2.52,1.38,7378210
(주)엘엑스하우시스,108670,2011/12,1942481000,10031,168.94,37.18,9.28,6118000,1.28,0.9,2067165
(주)엘지,003550,2011/12,15160651000,175935,38.32,72.3,6.1,710814000,2.62,1.26,589468
(주)엘지생활건강,051900,2011/12,2368903664,58751,123.36,44.77,22.15,288870036,15.34,8.63,1995557
(주)엘지유플러스,032640,2011/12,11048543000,64875,186.28,34.93,8.05,297635000,1.56,0.79,9180949
(주)엘지화학,051910,2011/12,15285554000,294520,57.46,63.51,16.46,2240339000,4.98,2.36,19809874
(주)영원무역,111770,2011/12,844587128,8162,46.41,68.3,22.76,141505266,2.82,0.86,998519
(주)영원무역홀딩스,009970,2011/12,1268634513,5398,46.68,68.18,20.82,197433065,2.82,1.25,45491
(주)영풍,000670,2011/12,2622323750,15051,36.72,73.14,16.78,77837575,1.68,0.9,1036692
(주)영흥,012160,2011/12,260785294,2774,47.38,67.85,47.88,9485444,4.6,0.41,131608
(주)예스코홀딩스,015360,2011/12,1298229606,7575,113.63,46.81,-0.6,85185593,0.31,0.25,1149324
(주)오뚜기,007310,2011/12,989034007,8442,66.74,59.97,14.78,91476784,1.21,0.81,1513050
(주)오리온홀딩스,001800,2011/12,2319883551,15767,129.78,43.52,19.98,170252314,5.85,2.98,757148
(주)와이지플러스,037270,2011/12,51103603,530,47.11,67.98,-14.19,-2695615,2.04,0.46,21707
(주)와이투솔루션,011690,2011/12,113722926,0,188.59,34.65,-24.87,32638895,1.68,0.67,150336
(주)우성,006980,2011/12,282306292,1543,70.34,58.71,3.23,22150523,0.73,0.24,326820
(주)우신시스템,017370,2011/12,153971295,1328,111.59,47.26,33.25,3310420,1.02,0.51,126390
(주)우진,105840,2011/12,119840831,2201,22.85,81.4,33.27,12880260,2.81,1.2,59620
(주)우진플라임,049800,2011/12,165214716,0,143.68,41.04,28.86,6450247,1.06,0.6,141496
(주)웅진,016880,2011/12,3571477187,0,311.75,24.29,23.12,141198680,0.85,0.3,681278
(주)웅진씽크빅,095720,2011/12,635862354,10588,116.55,46.18,0.3,34443037,3.99,2.65,775885
(주)원림,005820,2011/12,,588,,,,,0.49,0.27,54322
(주)위스컴,024070,2011/12,134406563,3005,16.64,85.73,2.73,6971837,0.61,0.5,170889
(주)윌비스,008600,2011/12,258346763,0,92.98,51.82,-4.98,8637090,1.54,0.22,204134
(주)유니드,014830,2011/12,962778158,4939,102.68,49.34,18.73,-35204405,1.28,0.8,622357
(주)유니온,000910,2011/12,323732609,925,42.15,70.35,9.02,7779885,1.07,0.31,128947
(주)유니켐,011330,2011/12,,0,,,,,7.13,2.44,109788
(주)유수홀딩스,000700,2011/12,,0,,,,,1.33,0.46,36236
(주)유유제약,000220,2011/03,91835745,600,39.07,71.91,0,6531559,1.35,0.65,52027
(주)유한양행,000100,2011/12,1314066151,13213,17.67,84.98,2.36,72377881,1.85,1.1,667652
(주)이마트,139480,2011/12,11110388259,20898,,,,595370818,,,7200793
(주)이수페타시스,007660,2011/12,330050032,2850,103.35,49.18,14.73,20304508,1.8,0.97,301988
(주)이수화학,005950,2011/12,1190107022,8018,160.85,38.34,18.83,37522984,0.94,0.43,1682729
(주)이스타코,015020,2011/12,,0,,,,,0.56,0.28,7132
(주)이아이디,093230,2011/12,94122103,0,59.09,62.86,-53.48,-5676535,1.53,0.5,29457
(주)이엔플러스,074610,2011/12,19804314,0,73.52,57.63,-8.04,181154,5.36,1.63,11338
(주)이원,017940,2011/12,3270355545,8673,189.59,34.53,21.11,219197981,0.45,0.31,6580755
(주)이월드,084680,2011/12,182119768,0,79.86,55.6,0,-5769598,1.38,0.53,16900
(주)인디에프,014990,2011/12,226869416,0,116.7,46.15,0,-14236099,0.61,0.34,245015
(주)인바이오젠,101140,2011/12,,0,,,,,1.9,0.56,11947
(주)인스코비,006490,2011/12,,0,,,,,5.04,1.91,5476
(주)인팩,023810,2011/12,133648270,1200,128.42,43.78,-12.49,21609526,1.81,0.71,123197
(주)일신석재,007110,2011/12,,0,,,,,3.41,0.99,58053
(주)제일기획,030000,2011/12,1810592894,17506,152.24,39.65,21.27,144587874,3.94,2.32,720416
(주)제주은행,006220,2011/12,3168168000,0,1178.15,7.82,1.45,-4810000,0.54,0.41,193449
(주)조비,001550,2011/12,,0,,,,,4.99,1.45,40365
(주)조흥,002600,2011/12,,1500,,,,,0.57,0.35,99010
(주)종근당바이오,063160,2011/12,,1795,,,,,0.93,0.52,110528
(주)종근당홀딩스,001630,2011/12,675483412,8530,88.01,53.19,4.15,52764269,1.39,0.67,442195
(주)주연테크,044380,2011/12,,0,,,,,0.78,0.44,64689
(주)지에스,078930,2011/12,10424837000,127900,53.55,65.13,36.05,185660000,2.2,1,347939
(주)지에스글로벌,001250,2011/12,1066064452,2812,312.92,24.22,75.73,-131002802,1.84,0.94,2288494
(주)지에스리테일,007070,2011/12,2994028838,23100,108.7,47.92,21.38,549992,1.48,1.15,3984028
(주)지투알,035000,2011/12,366689626,3242,248.24,28.72,20.12,33667196,1.98,1.46,16225
(주)진도,088790,2011/12,180096209,3012,134.36,42.67,23.23,-15804113,1.09,0.45,142639
(주)진양홀딩스,100250,2011/12,516628401,3074,44.38,69.26,15.85,30250593,0.65,0.34,7440
(주)천일고속,000650,2011/12,,0,,,,,1.36,0.81,52470
(주)청호ICT,012600,2011/12,194395183,0,131.58,43.18,24.93,-16683417,0.74,0.3,97206
(주)카프로,006380,2011/12,,40000,,,,,3.22,1.53,1172755
(주)케이씨,029460,2011/12,252532666,973,26.2,79.24,-12.91,36700057,1.81,0.72,192070
(주)케이씨씨,002380,2011/12,7342270308,68579,46.1,68.45,8.19,40268098,0.85,0.44,3016124
(주)케이씨티시,009070,2011/12,272587475,598,83.71,54.43,5.94,11234217,0.52,0.3,185167
(주)케이에스에스해운,044450,2011/12,290211266,1000,117.12,46.06,-9.22,9729989,0.5,0.28,95569
(주)케이에이치필룩스,033180,2011/12,89953531,759,60.13,62.45,24.55,1462065,1.14,0.59,47928
(주)케이이씨,092220,2011/12,479025819,0,187.71,34.76,-11.92,-12072653,1.4,0.56,285176
(주)케이티,030200,2011/12,32085409000,486602,155.91,39.08,8.19,2150309000,1.27,0.92,20166817
(주)케이티스카이라이프,053210,2011/12,537329655,0,83.88,54.38,9.66,92888676,6.44,3.25,464376
(주)케이티씨에스,058850,2011/12,,2825,,,,,1.16,0.8,380506
(주)케이티아이에스,058860,2011/12,,2312,,,,,1.41,0.7,373403
(주)케이티앤지,033780,2011/12,6159204020,402396,26.99,78.75,7.56,756854136,2.85,1.78,2490831
(주)코리아써키트,007810,2011/12,419488244,0,69.04,59.16,25.95,5079399,1.14,0.38,348087
(주)코아스,071950,2011/12,,0,,,,,1.09,0.4,85674
(주)코오롱,002020,2011/12,3808664515,6622,282.9,26.12,115.41,17830371,0.8,0.41,54421
(주)콤텍시스템,031820,2011/12,116722640,0,131.87,43.13,13.48,4713247,0.84,0.43,178626
(주)큐로,015590,2011/12,279382747,0,356.55,21.9,20.6,-20890498,4.23,1.91,243655
(주)크라운해태홀딩스,005740,2011/12,1109065713,1513,407.06,19.72,5.2,67723289,1.13,0.72,400482
(주)키다리스튜디오,020120,2011/12,,0,,,,,4.38,1.77,4188
(주)태경비케이,014580,2011/12,,2758,,,,,0.87,0.53,128036
(주)태영건설,009410,2011/12,2936605061,6563,154.83,39.24,29.22,212777424,0.85,0.51,1656259
(주)티비에이치글로벌,084870,2011/12,437098306,0,125.52,44.34,21.12,-12562512,3.56,1.48,181462
(주)티에이치엔,019180,2011/12,138935629,777,170.24,37,29.85,3627056,0.83,0.43,138565
(주)티웨이홀딩스,004870,2011/12,,0,,,,,8.05,0.35,8879
(주)팜스코,036580,2011/12,496991334,0,146.66,40.54,0.53,20579558,0.89,0.41,532676
(주)퍼시스,016800,2011/12,348015874,6857,18.75,84.21,0,3391889,1.45,0.92,277572
(주)포스코인터내셔널,047050,2011/12,8904231783,20636,366.1,21.45,21.14,-923654542,9.4,5.58,18758511
(주)풀무원,017810,2011/12,926334534,3858,220.86,31.17,7.69,48299546,1.27,0.73,69643
(주)풍산,103140,2011/12,2626526476,11205,178.48,35.91,6.41,9057730,1.62,0.69,2294061
(주)풍산홀딩스,005810,2011/12,581445901,5518,21.79,82.11,-43.01,19695472,0.9,0.47,100011
(주)플레이그램,009810,2011/12,59910743,0,5.15,95.1,0,2759219,0.58,0.25,14829
(주)하나금융지주,086790,2011/12,178228882000,72309,1102.55,8.32,-1.76,-6382434000,0.95,0.53,421066
(주)하나투어,039130,2011/12,296348920,4350,125.3,44.38,3.8,34692786,4.52,3.61,226024
(주)하이스틸,071090,2011/12,,204,,,,,0.71,0.17,201572
(주)하이트론씨스템즈,019490,2011/12,94288391,0,64.05,60.96,-3.05,3196879,0.92,0.4,123051
(주)한국전자홀딩스,006200,2011/12,277755785,0,70.6,58.62,-8.44,-6896793,0.34,0.14,10022
(주)한국종합기술,023350,2011/12,,1095,,,,,0.97,0.35,178015
(주)한국카본,017960,2011/12,276531776,2187,49.03,67.1,-8.32,-12247504,1.27,0.59,107844
(주)한국특강,007280,2011/12,,750,,,,,0.76,0.35,694955
(주)한국화장품제조,003350,2011/12,,0,,,,,0.92,0.38,26027
(주)한농화성,011500,2011/12,,1529,,,,,0.99,0.7,206450
(주)한독,002390,2011/12,408212956,2900,46.66,68.18,3.73,48084918,0.74,0.53,332903
(주)한미글로벌건축사사무소,053690,2011/12,138361177,993,180.8,35.61,77.08,9261092,1.99,0.95,130158
(주)한샘,009240,2011/12,394729625,11265,95,51.28,13.69,76856397,3.11,1.5,676891
(주)한섬,020000,2011/12,794253533,10326,12.79,88.66,11.96,57395955,1.33,0.71,501008
(주)한솔케미칼,014680,2011/12,321824251,5044,111.37,47.31,21.64,11366357,1.86,1.07,278623
(주)한솔홈데코,025750,2011/12,262213173,0,161.3,38.27,21.88,3667562,0.77,0.39,172508
(주)한익스프레스,014130,2011/12,83431553,0,390.54,20.39,0,93743,2.57,1.6,235054
(주)한진,002320,2011/12,1793121990,4721,133.73,42.78,9.99,72285399,0.59,0.31,1191851
(주)한진중공업홀딩스,003480,2011/12,1980735000,6522,52.21,65.7,0.1,-48809000,0.46,0.18,13705
(주)한창,005110,2011/12,32875105,0,61.15,62.05,0,3297570,1.47,0.45,12796
(주)한창제지,009460,2011/12,,0,,,,,0.78,0.56,162586
(주)한화,000880,2011/12,15029730755,31325,197.1,33.66,-15.8,661080178,1.8,0.94,5426939
(주)현대리바트,079430,2011/12,343030326,1684,82.23,54.88,31.79,8848297,0.89,0.57,493195
(주)현대미포조선,010620,2011/12,7824563657,39181,129.55,43.56,11.74,-580645175,1.47,0.57,4173777
(주)현대백화점,069960,2011/12,4720062645,14973,63.19,61.28,13.26,346923214,2.21,1.32,959778
(주)현대지에프홀딩스,005440,2011/12,1682601199,4346,35.01,74.07,34.61,67837932,1.59,0.86,795547
(주)현대퓨처넷,126560,2011/12,595815689,0,36.29,73.37,9.4,97212800,1.38,0.66,38149
(주)현대홈쇼핑,057050,2011/12,1139831172,13200,31.13,76.26,22.39,138126972,2.33,1.27,711443
(주)혜인,003010,2011/12,199424354,1315,78.6,55.99,0,2874508,1.2,0.4,190879
(주)호텔신라,008770,2011/12,1385303349,11831,130.33,43.42,23.06,20966828,2.91,1.54,1764353
(주)화승인더스트리,006060,2011/12,476497529,1374,243.32,29.13,6.12,9793656,0.47,0.3,262241
(주)화승코퍼레이션,013520,2011/12,969243331,1489,309.06,24.45,19.97,104262366,0.87,0.38,630817
(주)화신,010690,2011/12,887893456,3492,144.45,40.91,7.21,67576773,2.69,1.39,571239
(주)황금에스티,032560,2011/12,257748613,1800,62.19,61.65,15.22,1703334,0.73,0.34,180681
(주)효성,004800,2011/12,13623189543,33269,360.19,21.73,11.78,-547234116,1.37,0.62,9283305
(주)후성,093370,2011/12,308040011,0,140.7,41.55,26.01,22153140,6.99,2.63,237604
(주)휠라홀딩스,081660,2011/12,839412055,2369,181.12,35.57,24.18,44580017,3.09,1.84,457656
(주)휴니드테크놀러지스,005870,2011/12,,0,,,,,1.09,0.43,47340
(주)휴스틸,005010,2011/12,536914288,6919,40.52,71.16,11.36,53222896,0.47,0.3,568184
CS홀딩스(주),000590,2011/12,188753459,0,15.95,86.25,30.53,7701537,0.55,0.23,2726
DB금융투자(주),016610,2011/03,4915103454,12435,688.45,12.68,33.04,-885827541,0.68,0.41,1037513
DB손해보험(주),005830,2011/03,13579405702,56969,600.81,14.27,-1.9,563583452,2,1.19,8320483
KG스틸(주),016380,2011/12,5310309984,0,256.56,28.05,16.02,182458671,0.39,0.2,3899745
