회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),[공통]   배당금(*)(요약)(IFRS),부채비율(IFRS연결),자기자본구성비율(IFRS연결),매출액증가율(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),[공통]PBR(최고)(IFRS),[공통]PBR(최저)(IFRS),[공통]매출액(요약)
(주)락앤락,115390,2018/12,739351255,4335,11.93,89.34,4.06,50977827,2.83,1.36,141324
(주)마니커,027740,2018/12,193296432,0,86.92,53.5,5.67,3818277,2.12,0.77,269906
(주)메리츠금융지주,138040,2018/12,52205220231,64784,857.08,10.45,27.54,-3295935210,2.26,1.31,158340
(주)메타랩스,090370,2018/12,107107244,0,46.23,68.39,76.56,-6896736,4.15,1.04,18523
(주)모나리자,012690,2018/12,,1828,,,,,3.18,1.24,113031
(주)모나미,005360,2018/12,170574793,1278,129.1,43.65,-1.79,7352163,1.4,0.77,100851
(주)모토닉,009680,2018/12,434168419,6625,9.87,91.01,-7.7,21845153,0.99,0.66,187940
(주)무학,033920,2018/12,618969273,9865,22.22,81.82,-22.67,-17678723,1.22,0.62,177542
(주)미래아이앤지,007120,2018/12,57570343,0,4.42,95.77,-16.37,-3032397,1.57,0.61,6454
(주)백산,035150,2018/12,294732636,2366,113.43,46.85,52.87,-7983477,1.4,0.88,191666
(주)벽산,007210,2018/12,474553687,873,60.48,62.31,4.27,-4945420,1.38,0.58,267776
(주)보락,002760,2018/12,,300,,,,,6.6,1.49,33763
(주)보령,003850,2018/12,450017573,2522,75.72,56.91,8.91,38913968,2.4,0.33,460402
(주)비비안,002070,2018/12,141137610,909,34.92,74.12,-1.76,754438,0.62,0.41,183178
(주)비상교육,100220,2018/12,254277215,2448,22.92,81.35,11.18,17487496,1.13,0.47,140593
(주)비와이씨,001460,2018/12,738431267,845,81.25,55.17,1.05,49052410,0.64,0.48,197124
(주)비지에프,027410,2018/12,1624874724,3337,7.2,93.28,78.12,-29202164,0.93,0.42,86755
(주)비지에프리테일,282330,2018/12,1482568537,46297,184.2,35.19,515.28,345797723,10.06,6.26,5774158
(주)빙그레,005180,2018/12,653929093,11936,19.97,83.35,-0.27,72584775,1.52,1.12,838159
(주)사조대림,003960,2018/12,720876010,895,127.9,43.88,-5.1,7584904,1.01,0.56,431028
(주)사조오양,006090,2018/12,,471,,,,,0.93,0.55,296146
(주)삼성출판사,068290,2018/12,190739722,1000,64.55,60.77,5.37,9765146,2.93,1.3,47697
(주)삼양사,145990,2018/12,2173866563,15040,71.72,58.24,4.05,68379880,1.13,0.55,1666024
(주)삼양패키징,272550,2018/12,,7105,,,,,1.45,0.87,366292
(주)삼양홀딩스,000070,2018/12,3313797255,15488,65.53,60.41,6.98,87460027,1.03,0.47,83057
(주)삼영,003720,2018/12,105230478,0,127.04,44.04,2.58,-3768976,0.96,0.5,89805
(주)삼원강재,023000,2018/12,,4600,,,,,0.69,0.5,286792
(주)삼익악기,002450,2018/12,594358054,4177,181.05,35.58,-8.52,-15071500,1.54,0.74,97084
(주)삼일씨엔에스,004440,2018/12,,0,,,,,0.85,0.42,205638
(주)삼천리,004690,2018/12,3699411189,10690,170.36,36.99,4.95,125020396,0.41,0.29,2534707
(주)상상인증권,001290,2018/12,499843166,0,402.14,19.91,-23.41,148424474,2.57,0.89,34253
(주)서연,007860,2018/12,2696306676,1085,183.74,35.24,-2.08,53586511,0.57,0.22,13969
(주)서연이화,200880,2018/12,1696230428,2702,154.45,39.3,-5.01,-30245336,0.46,0.15,936607
(주)서원,021050,2018/12,220110079,697,109.05,47.83,0.34,3232594,0.9,0.55,203910
(주)서흥,008490,2018/12,639100630,3892,107.38,48.22,12.42,49006541,2.25,1.18,285040
(주)선앤엘,002820,2018/12,625332075,852,145.13,40.79,-8.98,23855396,0.49,0.22,305041
(주)선진,136490,2018/12,917160519,1189,176.99,36.1,11.72,-26140064,1.23,0.69,746427
(주)성안,011300,2018/12,306490119,0,223.14,30.95,8.4,-21197612,0.62,0.27,62396
(주)세아베스틸지주,001430,2018/12,3718893786,30256,86.41,53.64,7.29,88020960,0.71,0.33,2042371
(주)세아제강,306200,2018/12,,5099,,,,,,,433409
(주)세아제강지주,003030,2018/12,2445381294,7273,80.79,55.31,-22.19,127506066,1.04,0.43,10797
(주)세아특수강,019440,2018/12,500036175,7576,53.81,65.01,-0.86,35788901,0.59,0.41,594482
(주)세아홀딩스,058650,2018/12,5453865784,9998,81.35,55.14,7.98,140737275,0.72,0.42,53197
(주)세우글로벌,013000,2018/12,43410663,0,32.9,75.24,-11.46,4600038,1.58,0.74,28386
(주)세이브존아이앤씨,067830,2018/12,575796681,1888,32.48,75.48,-2.51,9289493,0.48,0.3,172309
(주)세진중공업,075580,2018/12,368276715,767,132.54,43,-13.33,21018411,1.3,0.71,210536
(주)셀트리온,068270,2018/12,3503108205,2492,34.98,74.08,3.48,364786083,28.49,14.32,861884
(주)수산중공업,017550,2018/12,204937118,0,107.03,48.3,-17,2322930,1.56,0.76,80001
(주)시디즈,134790,2018/12,,504,,,,,7.78,2.9,140959
(주)신도리코,029530,2018/12,950210537,15732,9.02,91.72,-0.09,49467505,0.87,0.5,524069
(주)신성이엔지,011930,2018/12,413145099,0,262.14,27.61,-57.13,-44492773,4.35,1.73,320629
(주)신세계,004170,2018/12,11101280507,19673,121.93,45.06,33.95,331265089,1.51,0.78,1739327
(주)신세계아이앤씨,035510,2018/12,,2455,,,,,1.81,0.72,373531
(주)신세계인터내셔날,031430,2018/12,982473531,6069,80.32,55.46,14.52,106742229,3.88,1.12,1120763
(주)신세계푸드,031440,2018/12,624958687,2904,97.21,50.71,5.88,30013046,2.23,1.02,1263685
(주)신영와코루,005800,2018/12,335722109,1350,8.89,91.84,-6.01,4454509,0.52,0.36,169819
(주)신원,009270,2018/12,412251485,0,125.34,44.38,-2.88,5003820,1.56,0.58,617517
(주)신풍,002870,2018/12,167283571,2217,220.29,31.22,6.81,13997698,1.24,0.54,144470
(주)신한금융지주회사,055550,2018/12,459600510000,753041,1153.98,7.97,-0.82,-6320196000,1.22,0.88,1512972
(주)신화다이나믹스,001770,2018/12,,121,,,,,1.03,0.59,71644
(주)신흥,004080,2018/12,132689386,574,51.98,65.8,0.33,1979454,1.38,1.04,121270
(주)쌍방울,102280,2018/12,380150026,0,86.31,53.67,-7.28,3895464,1,0.48,95330
(주)쎌마테라퓨틱스,015540,2018/12,19548915,0,442.49,18.43,-43.26,-9196113,16.13,7.81,11533
(주)씨아이테크,004920,2018/12,42991097,0,77.3,56.4,48.6,-499829,2.69,1.1,12162
(주)아모레퍼시픽,090430,2018/12,5371137218,81446,20.8,82.78,3.01,646677307,6.21,2.54,3670705
(주)아모레퍼시픽그룹,002790,2018/12,7387374444,25852,18.34,84.5,0.81,730651304,8.33,3.03,73340
(주)아센디오,012170,2018/12,124156576,0,137.67,42.08,-49.59,-3357320,2.41,0.87,8400
(주)아이마켓코리아,122900,2018/12,1078276076,15321,144.22,40.95,-4.71,17082071,1.1,0.6,2248879
(주)아이에이치큐,003560,2018/12,231274872,0,13.05,88.46,-13.68,40524688,2.55,1.04,100747
(주)알루코,001780,2018/12,744332478,1864,165.13,37.72,9.77,73640861,2.03,0.77,230339
(주)에넥스,011090,2018/12,155415491,553,161.38,38.26,2.57,-3655101,2.43,0.94,442045
(주)에스비에스,034120,2018/12,957646531,0,68.46,59.36,18.21,55145599,0.99,0.58,872490
(주)에스엠벡셀,010580,2018/12,,0,,,,,2.05,1.36,79623
(주)에스원,012750,2018/12,1682854294,84526,33.31,75.01,3.92,236971524,3.87,3.03,1998320
(주)에스제이엠,123700,2018/12,200078252,1560,20.21,83.19,-4.81,9716315,0.6,0.33,70952
(주)에스제이엠홀딩스,025530,2018/12,289533520,2033,18.7,84.25,-5.36,11740362,0.49,0.31,5327
(주)에스지글로벌,001380,2018/12,199625376,0,57.12,63.65,-6.1,3511768,2.03,0.55,98645
(주)에스지세계물산,004060,2018/12,334422865,0,69.86,58.87,12.18,-14284604,1.11,0.53,317556
(주)에스피씨삼립,005610,2018/12,752266530,5364,139.61,41.73,6.55,68342779,5.16,3.24,1016327
(주)에이블씨엔씨,078520,2018/12,388078221,0,21.73,82.15,-7.44,-39512847,1.76,0.66,308391
(주)에이엔피,015260,2018/12,153373698,0,128.71,43.72,6.6,687386,1.12,0.39,94895
(주)에이프로젠,007460,2018/12,395155647,0,102.11,49.48,13.7,-1489227,4.81,1.59,49941
(주)에이프로젠바이오로직스,003060,2018/12,217062048,0,44.22,69.34,-1.53,1331381,3.51,1.46,30961
(주)에프앤에프홀딩스,007700,2018/12,495832732,10010,25.59,79.62,19.31,27308909,4.29,1.48,646028
(주)엔씨소프트,036570,2018/12,2941278714,124584,23.64,80.88,-2.48,352800469,4.99,3.18,1529913
(주)엔아이스틸,008260,2018/12,,1430,,,,,1.14,0.56,150733
(주)엔케이,085310,2018/12,205486074,0,69.96,58.84,-10.97,-7145059,1.87,0.7,75576
(주)엘에스,006260,2018/12,10490289000,34709,140.63,41.56,6.25,49863000,1.47,0.76,242003
(주)엘에스네트웍스,000680,2018/12,1273639855,0,99.58,50.1,0.57,8954331,0.64,0.4,205400
(주)엘에프,093050,2018/12,1651840925,14620,39.58,71.64,6.53,124688338,0.97,0.56,1414779
(주)엘엑스인터내셔널,001120,2018/12,5038072461,9665,225.13,30.76,-22.13,30788924,1.11,0.52,2904287
(주)엘엑스하우시스,108670,2018/12,2509714000,2546,173.76,36.53,0.31,140663000,1.1,0.53,2817733
(주)엘지,003550,2018/12,22835911000,351708,25.72,79.54,0.88,494943000,1.94,1.24,757196
(주)엘지생활건강,051900,2018/12,5275874284,155098,46.8,68.12,7.61,817116844,10.37,6.99,4060158
(주)엘지유플러스,032640,2018/12,13939948000,174645,103.4,49.16,-1.26,2069439000,1.59,1.02,12096778
(주)엘지헬로비전,037560,2018/12,1935138662,5809,82.69,54.74,0,262556593,1.05,0.62,1171387
(주)엘지화학,051910,2018/12,28944137000,460058,67.09,59.85,9.67,2124969000,2.28,1.54,23315318
(주)엠씨넥스,097520,2018/12,391053609,5099,201.49,33.17,4.26,125537619,0,0,627642
(주)영원무역,111770,2018/12,2638946077,15353,58.67,63.02,4.58,183941793,1.66,1.06,1162756
(주)영원무역홀딩스,009970,2018/12,3262155793,9284,49.63,66.83,5.62,271732948,1.89,1.38,18605
(주)영풍,000670,2018/12,4721553263,17201,34.62,74.28,-20.23,119029754,1.22,0.67,1381856
(주)영흥,012160,2018/12,292950382,540,76.07,56.79,10.74,7915391,1.19,0.47,183979
(주)예스코홀딩스,015360,2018/12,1520633168,6399,135.02,42.55,-1.78,-21208927,0.52,0.41,395270
(주)오뚜기,007310,2018/12,2063478708,25443,61.76,61.82,5.67,196932952,2.95,2.1,2097130
(주)오리온,271560,2018/12,2351350662,23716,62.77,61.43,72.48,400594004,9.7,5.1,711902
(주)오리온홀딩스,001800,2018/12,4342134128,21516,36.69,73.16,1671.81,350515237,0.99,0.5,26309
(주)와이지플러스,037270,2018/12,146754665,0,27.05,78.71,41.25,9137918,1.64,1.11,39841
(주)와이투솔루션,011690,2018/12,194186138,0,80.72,55.33,-18.76,-2094917,6.93,2.46,91081
(주)용평리조트,070960,2018/12,812775928,3369,96.24,50.96,-13.49,52504906,1.51,0.57,181088
(주)우성,006980,2018/12,282202976,0,77.28,56.41,5.03,-12034182,0.97,0.42,259961
(주)우신시스템,017370,2018/12,300007702,167,172.09,36.75,19.57,-23570960,1.69,0.93,138018
(주)우진,105840,2018/12,211028961,0,61.06,62.09,-4.46,5387713,1.79,0.64,42309
(주)우진아이엔에스,010400,2018/12,122226689,3049,12.01,89.27,-5.32,19928752,0.15,0.05,132971
(주)우진플라임,049800,2018/12,287714584,0,331.16,23.19,-25.13,12292414,1.34,0.55,171586
(주)웅진,016880,2018/12,759854099,0,236.76,29.7,2.68,-56702666,1.6,0.57,155687
(주)웅진씽크빅,095720,2018/12,653284606,0,104.79,48.83,2.98,38279637,1,0.34,631133
(주)원림,005820,2018/12,150036326,0,33.26,75.04,6.56,-2438138,0.98,0.55,48006
(주)위스컴,024070,2018/12,127792595,150,9.08,91.68,-4.22,3642436,0.54,0.31,102094
(주)윌비스,008600,2018/12,304848695,0,130.79,43.33,-4.56,-1502090,0.78,0.35,233282
(주)유니드,014830,2018/12,1111856122,9779,69.64,58.95,6.77,54950769,0.98,0.61,526886
(주)유니온,000910,2018/12,306580016,1401,108.16,48.04,15.31,-4498818,1.01,0.49,96527
(주)유니켐,011330,2018/12,118585016,0,88.68,53,26.64,-6829114,2.24,1.25,79075
(주)유수홀딩스,000700,2018/12,541149251,0,63.17,61.29,-11.35,4338587,1.49,0.89,15129
(주)유유제약,000220,2018/12,135226315,1444,55.66,64.24,32.21,6110025,2.02,0.95,74048
(주)유한양행,000100,2018/12,2173812633,22722,31.61,75.98,3.87,93451633,2.4,1.39,1506766
(주)이노션,214320,2018/12,1740942672,30000,134.68,42.61,8.83,4535987,2.54,1.71,418280
(주)이마트,139480,2018/12,16753863685,55728,89.15,52.87,7.38,769798163,1.11,0.61,13148337
(주)이수페타시스,007660,2018/12,505590089,2784,184.59,35.14,5.46,-26634427,1.66,0.8,333096
(주)이수화학,005950,2018/12,935654740,5810,132.51,43.01,1.56,-39082089,0.41,0.24,1215894
(주)이스타코,015020,2018/12,80340272,0,133.53,42.82,-50.69,-2778036,1.84,0.64,6010
(주)이아이디,093230,2018/12,80001294,0,8.3,92.34,43.8,-7642775,1.04,0.3,121292
(주)이엔플러스,074610,2018/12,91298144,0,137.16,42.17,-10.97,-6451677,15.06,2.65,28996
(주)이원,017940,2018/12,3565388941,11564,170.95,36.91,5.04,184738745,0.4,0.29,4152466
(주)이월드,084680,2018/12,,0,,,,,1.7,0.87,33574
(주)인디에프,014990,2018/12,138090885,0,108.38,47.99,-1.73,3386905,3.28,0.95,197600
(주)인바이오젠,101140,2018/12,,0,,,,,6.1,2.24,7566
(주)인스코비,006490,2018/12,57443802,0,85.94,53.78,18.21,2730880,50.86,6.47,29321
(주)인팩,023810,2018/12,284424486,1300,141.36,41.43,46.73,3376298,0.64,0.38,129071
(주)일신석재,007110,2018/12,,0,,,,,5.49,1.72,54142
(주)잇츠한불,226320,2018/12,535580626,2642,12.81,88.64,-12.87,3870030,3.79,1.16,142742
(주)제이에스코퍼레이션,194370,2018/12,189468046,3820,22.04,81.94,-12.97,6596817,1.45,0.89,195063
(주)제일기획,030000,2018/12,2172078164,77985,143.29,41.1,3.05,224014016,4.92,3.58,1198293
(주)제주은행,006220,2018/12,5980941000,3213,1164.49,7.91,7.61,-16589000,0.36,0.22,224308
(주)제주항공,089590,2018/12,1031605312,17095,169.76,37.07,26.4,121465168,4,2.12,1256645
(주)조비,001550,2018/12,,0,,,,,4.43,1.2,60513
(주)조흥,002600,2018/12,,3600,,,,,1.42,0.8,168071
(주)종근당,185750,2018/12,711494874,8839,65.12,60.56,8.13,42627762,3.83,2.09,955705
(주)종근당바이오,063160,2018/12,,1026,,,,,1.02,0.62,124510
(주)종근당홀딩스,001630,2018/12,871435736,6513,29.91,76.97,17.83,37931092,1.21,0.79,19756
(주)주연테크,044380,2018/12,60682697,0,35.92,73.57,-27.25,-5627011,1.84,0.77,38574
(주)지에스,078930,2018/12,22630978000,179972,115.02,46.51,9.47,1269197000,1.32,0.87,506038
(주)지에스글로벌,001250,2018/12,1336006542,2062,231.44,30.17,19.81,-10345948,1.08,0.48,3563768
(주)지에스리테일,007070,2018/12,5098880173,50050,107.41,48.21,5.14,324777732,1.83,1.18,8354476
(주)지투알,035000,2018/12,632827969,4052,385.21,20.61,7.36,-42043242,1.99,1.25,17218
(주)진도,088790,2018/12,160710502,1870,53.48,65.16,-6.37,2003873,0.79,0.54,120063
(주)진양홀딩스,100250,2018/12,496161913,5480,38.17,72.37,-8.82,11329839,0.97,0.54,27395
(주)진에어,272450,2018/12,519526006,9000,95.17,51.24,0,54735640,4.11,1.98,1010678
(주)천일고속,000650,2018/12,,5708,,,,,2.73,2.04,55559
(주)청호ICT,012600,2018/12,72506901,0,197.98,33.56,-23.94,-3716657,1.71,0.93,31261
(주)카카오,035720,2018/12,7959542105,10053,41.45,70.7,22.55,491469890,3.04,1.61,1173925
(주)카프로,006380,2018/12,,2000,,,,,1.69,0.58,579260
(주)케이씨,029460,2018/12,572109826,2738,37.99,72.47,-8.18,59571187,1.26,0.48,144243
(주)케이씨씨,002380,2018/12,8965418419,78668,56.16,64.04,-2.12,538975697,0.82,0.47,3347336
(주)케이씨텍,281820,2018/12,,5355,,,,,2.09,0.74,357263
(주)케이씨티시,009070,2018/12,376041366,1346,98.29,50.43,9.85,7934592,0.73,0.38,308710
(주)케이에스에스해운,044450,2018/12,902632631,5153,261.93,27.63,14.04,82498315,0.99,0.61,202419
(주)케이에이치필룩스,033180,2018/12,304126673,0,90.04,52.62,-1.79,-22903201,10.71,1.01,67562
(주)케이이씨,092220,2018/12,351174343,0,55.8,64.19,-8.36,27969298,0.92,0.44,206654
(주)케이티,030200,2018/12,32188830000,269659,118.51,45.77,0.31,4010464000,0.84,0.71,17356537
(주)케이티스카이라이프,053210,2018/12,816001170,16647,22.49,81.64,0.73,183474568,1.18,0.84,657495
(주)케이티씨에스,058850,2018/12,350279655,3763,116.6,46.17,4.99,12722541,0.85,0.61,529393
(주)케이티아이에스,058860,2018/12,,2706,,,,,0.8,0.48,450826
(주)케이티앤지,033780,2018/12,10197870417,505061,24.85,80.1,-4.19,822057209,2.32,1.92,2624616
(주)코리아써키트,007810,2018/12,500488797,0,29.07,77.48,-9.43,10030345,1.18,0.37,470282
(주)코아스,071950,2018/12,78534357,0,234.95,29.85,-4.8,2855391,4.4,1.49,105463
(주)코오롱,002020,2018/12,3480352009,6905,316.63,24,-1.56,27279318,1.77,0.78,58173
(주)콤텍시스템,031820,2018/12,,0,,,,,1.12,0.6,125165
(주)큐로,015590,2018/12,,0,,,,,2.58,0.78,90218
(주)크라운제과,264900,2018/12,,3324,,,,,1.76,0.93,388532
(주)크라운해태홀딩스,005740,2018/12,1286504596,1517,160.59,38.37,8.98,81092622,1.08,0.47,18173
(주)키다리스튜디오,020120,2018/12,,0,,,,,4.6,1.58,19623
(주)태경비케이,014580,2018/12,293751207,2758,52.3,65.66,0.21,4895455,1.17,0.56,165265
(주)태영건설,009410,2018/12,4958571817,8867,234.52,29.89,17.88,114992214,1.6,0.8,1996049
(주)테이팩스,055490,2018/12,160224769,0,72.05,58.12,2.5,4485270,5.05,2.71,107460
(주)토니모리,214420,2018/12,204183223,1182,93.5,51.68,-12.03,-13854119,2.9,0.92,169051
(주)티비에이치글로벌,084870,2018/12,,0,,,,,0.93,0.34,208807
(주)티에이치엔,019180,2018/12,212394546,900,427.59,18.95,19.2,15196812,0.76,0.35,331054
(주)티웨이항공,091810,2018/12,430876193,0,90.9,52.38,0,31416024,1.88,0.98,731917
(주)티웨이홀딩스,004870,2018/12,497537192,0,74.63,57.26,20.35,27496534,10.99,2.97,5700
(주)팜스코,036580,2018/12,883155287,1755,185.05,35.08,-0.74,-38421019,1.49,0.78,933107
(주)퍼시스,016800,2018/12,,9430,,,,,1.02,0.76,315669
(주)포스코인터내셔널,047050,2018/12,9881020333,74025,241.96,29.24,11.53,-146126015,2.37,1.53,23308796
(주)풀무원,017810,2018/12,1214578440,5199,176.18,36.21,1.51,59290674,2.02,0.86,77181
(주)풍산,103140,2018/12,2668117561,16808,93.44,51.7,-5.79,81185306,1.1,0.47,2162546
(주)풍산홀딩스,005810,2018/12,879345785,11036,23.26,81.13,-2.76,-11000429,1.01,0.62,117460
(주)플레이그램,009810,2018/12,45213641,0,6.02,94.32,-76.77,1891497,2.3,0.76,6528
(주)하나금융지주,086790,2018/12,385008620000,450363,1320.25,7.04,-16.95,-5431734000,1.09,0.69,1172785
(주)하나투어,039130,2018/12,716121751,6640,198.53,33.5,21.39,20215985,9.2,4.02,542073
