회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),배당금(*)(IFRS)(천원),부채비율(IFRS연결),자기자본구성비율(IFRS연결),매출액증가율(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),PER(최저)(IFRS),PBR(최고)(IFRS),매출액(요약)(백만원)
인지컨트롤스(주),023800,2022/12,606910470,2938543,194.3,33.98,17.57,13859968,12.34,1.3,382118
인천도시가스(주),034590,2022/12,423143582,5152499,111.57,47.27,44.48,14742154,8.79,0.77,728356
인터지스(주),129260,2022/12,433167238,3385695,70.24,58.74,22.26,22731981,2.82,0.55,667448
일동제약(주),249420,2022/12,655810214,0,230.84,30.23,13.85,-53540654,0,14.28,635809
일동홀딩스(주),000230,2022/12,862553167,1129209,410.08,19.6,14.04,-74588719,14.52,3.72,20720
일성건설(주),013360,2022/12,413301997,270124,243.03,29.15,11.15,-25567651,18.41,3.06,462562
일성신약(주),003120,2022/12,,29656660,,,,,1.74,0.93,61248
일신방직(주),003200,2022/12,1176745986,11320405,30.11,76.86,-1.33,-13467117,1.97,0.53,388542
일양약품(주),007570,2022/12,498185237,2790918,70.7,58.58,3.36,29936129,33.68,3.72,235057
일정실업(주),008500,2022/12,32238834,0,640.93,13.5,-2.13,-7271638,0,6.11,30713
일진다이아몬드(주),081000,2022/12,599305652,4259439,13.51,88.1,-0.44,11540926,0,2.12,62281
일진디스플레이(주),020760,2022/12,117303570,0,305.46,24.66,22.58,-2736273,0,4.18,112053
일진전기(주),103590,2022/12,839513249,4819395,143.41,41.08,24.92,50573216,6.7,0.9,1132474
일진하이솔루스(주),271940,2022/12,,0,,,,,144.62,6.43,109081
일진홀딩스(주),015860,2022/12,1586114519,6898000,74.7,57.24,20.49,68412727,23.69,1.54,11606
자이에스앤디(주),317400,2022/12,1952688130,14708556,170.44,36.98,468.93,-123118806,3.66,1.05,589689
자화전자(주),033240,2022/12,505788674,0,47.39,67.85,-15.96,29559731,0,2.15,247112
전방(주),000950,2022/12,304781349,1139470,44.68,69.12,-6.6,-70177712,0.9,0.7,124914
제이더블유생명과학(주),234080,2022/12,252942118,7742277,80.24,55.48,11.26,14128751,9.13,1.91,184875
제이더블유중외제약(주),001060,2022/12,627972755,8813671,178.16,35.95,12.82,56764439,11.52,3.29,676887
제이더블유홀딩스(주),096760,2022/12,1157579707,6878178,247.35,28.79,9.58,104426314,19.73,1.71,92570
제이준코스메틱(주),025620,2022/12,48387027,0,16.37,85.93,-69.58,-4981686,0,13.29,5828
제일약품(주),271980,2022/12,456891539,728576,193.64,34.06,3.07,-15146990,0,3.06,725234
제일연마공업(주),001560,2022/12,104117876,1943479,12.97,88.52,4.62,4490995,3632.45,1.84,71733
제일파마홀딩스(주),002620,2022/12,865677012,767556,106.22,48.49,3.99,-20802155,0,0.87,11614
조광페인트(주),004910,2022/12,386108212,1016146,127.48,43.96,9.19,-6285974,56.99,0.9,254759
조광피혁(주),004700,2022/12,,0,,,,,43.88,1.04,122006
조선내화(주),000480,2022/12,1620442053,14400000,95.93,51.04,6.93,9061843,36.64,0.66,472507
조선선재(주),120030,2022/12,,1513551,,,,,11.65,1.72,66976
조일알미늄(주),018470,2022/12,,0,,,,,10.48,2.02,562385
중소기업은행,024110,2022/12,431979690000,765529000,1383.93,6.74,57.42,-14698442000,2.85,0.35,23475992
지에스건설(주),006360,2022/12,16946616697,110355564,216.39,31.61,36.1,-7296047,7.4,0.89,8613703
지엠비코리아(주),013870,2022/12,550819603,1525782,105.66,48.62,14.9,36777091,10.13,0.57,545043
진양산업(주),003780,2022/12,82719955,1950000,61.47,61.93,9.59,6980476,17.77,4.66,58845
진양폴리우레탄(주),010640,2022/12,46084521,1500000,50.07,66.64,-0.66,4935121,12.68,3.32,50247
진양화학(주),051630,2022/12,,0,,,,,0,3.24,29090
진원생명과학(주),011000,2022/12,222866687,0,22.81,81.43,25.89,-24113048,0,7.72,45606
진흥기업(주),002780,2022/12,,0,,,,,3.46,1.78,628936
참엔지니어링(주),009310,2022/12,739665589,0,758.96,11.64,13.3,8635209,0,2.28,107044
컨버즈(주),109070,2022/12,32951332,0,122.75,44.89,-29.6,-3916535,0,6.82,26073
케이비아이동국실업(주),001620,2022/12,553570562,0,206.89,32.59,17.78,-13132697,6.75,0.57,398643
케이씨그린홀딩스(주),009440,2022/12,792860678,1106249,207.32,32.54,-5.28,-116079343,0,0.96,14343
케이씨코트렐(주),119650,2022/12,323473721,0,469.95,17.55,18.74,-121705126,0,2.18,391239
케이알모터스(주),000040,2022/12,149185246,0,272.74,26.83,-12.32,-2410237,0,2.77,14415
케이지모빌리티(주),003620,2022/12,2001907294,0,83.17,54.59,40.92,-251298976,0,0.45,3423547
케이지케미칼(주),001390,2022/12,6981908975,6897974,115.43,46.42,33.98,277814362,14.62,3.42,196274
케이카(주),381970,2022/12,,9136441,,,,,17.42,7.73,2177262
케이피엑스케미칼(주),025000,2022/12,776778117,10699247,30.51,76.62,-3.64,78347911,7.72,0.51,797448
케이피엑스홀딩스(주),092230,2022/12,1819893803,9434902,32.75,75.33,0.14,102615006,22.83,0.56,118637
코리안리재보험(주),003690,2022/12,14978130248,52771000,431.24,18.82,15.24,1306505752,4.66,0.48,12385865
코스맥스(주),192820,2022/12,1396450505,0,214.34,31.81,0.54,102531468,0,3.51,853980
코스맥스비티아이(주),044820,2022/12,936136657,0,187.37,34.8,7.19,29958706,0,0.54,90673
코스모신소재(주),005070,2022/12,,0,,,,,34.8,8.74,485605
코스모화학(주),005420,2022/12,807858896,0,102.65,49.35,40.1,-1488423,106.62,5.85,220914
코오롱글로벌(주),003070,2022/12,2834147586,7881472,403.03,19.88,-45.21,243762868,0,1.39,2541197
코오롱인더스트리(주),120110,2022/12,6003463016,39502381,119.66,45.53,15.13,30378522,19.81,1.04,3846857
코오롱플라스틱(주),138490,2022/12,387043504,6840000,51.35,66.07,27.83,31981994,9.76,2.58,512263
코웨이(주),021240,2022/12,4365074875,94332869,88.8,52.97,5.24,164458235,10.32,3.04,2813489
쿠쿠홀딩스(주),192400,2022/12,1149528708,24862708,18.78,84.19,10.3,30776740,13.43,1.25,46281
쿠쿠홈시스(주),284740,2022/12,1016960291,15695666,27.99,78.13,5.02,27605119,5.12,1.45,691580
키움증권(주),039490,2022/12,48037301113,89218468,945.86,9.56,52.44,-2011805579,4.06,0.8,8031651
태경산업(주),015890,2022/12,625038863,8472906,48.52,67.33,41.92,31185892,29.41,1.48,157799
태경케미컬(주),006890,2022/12,167391899,2266780,13.61,88.02,10.26,10126345,12.48,1.72,56652
태광산업(주),003240,2022/12,4910005421,1473000,16.69,85.7,4.32,-146338268,0,0.4,2395952
태림포장(주),011280,2022/12,651217775,3441956,77.68,56.28,9.98,46118735,22.46,1.14,736317
태양금속공업(주),004100,2022/12,490987941,215119,338.15,22.82,22.99,34673503,36.14,0.64,341955
태원물산(주),001420,2022/12,,366655,,,,,0,1.68,10955
태평양물산(주),007980,2022/12,721226343,1379803,258.16,27.92,21.47,56528190,2.78,0.56,765025
텔코웨어(주),078000,2022/12,132073841,3375979,18.43,84.44,22.25,7330327,21.09,1.06,42569
티와이엠(주),002900,2022/12,782128427,5833639,133.85,42.76,38.59,20674187,2.16,1.86,758099
티케이지휴켐스(주),069260,2022/12,,38370877,,,,,8.94,1.53,1235838
파미셀(주),005690,2022/12,,0,,,,,47.21,12.47,60182
팜젠사이언스(주),004720,2022/12,317391477,0,53.24,65.26,37.38,-1286177,73.09,2.31,150933
팬오션(주),028670,2022/12,7548942000,80185000,68.03,59.51,39.08,1410763000,3.27,1.03,5700446
퍼스텍(주),010820,2022/12,,0,,,,,65.76,5.06,160154
페이퍼코리아(주),001020,2022/12,501830145,0,714.46,12.28,-5.82,13433238,0,7.93,258139
평화산업(주),090080,2022/12,236600606,0,471.05,17.51,22.59,19207600,9.82,2.78,517364
평화홀딩스(주),010770,2022/12,558370415,2097001,355.85,21.94,17.92,25510481,8.32,0.87,15675
포스코스틸리온(주),058430,2022/12,554542143,5250000,61.59,61.89,-10.77,23334903,8.98,1.15,1181625
포스코홀딩스(주),005490,2022/12,98406780635,151698000,68.92,59.2,11.03,6186764806,0,0.59,8589819
피아이첨단소재(주),178920,2022/12,,22876365,,,,,18.12,5.4,276440
하나제약(주),293480,2022/12,,8822738,,,,,9.83,1.54,210845
하이트진로(주),000080,2022/12,3333438311,66350165,187.11,34.83,13.38,-74014170,25.43,2.84,2222162
하이트진로홀딩스(주),000140,2022/12,3945000965,10941617,238.51,29.54,13.33,-89506146,28.34,0.36,35006
한국가스공사(주),036460,2022/12,62424983096,0,499.62,16.68,87.95,-14580918442,3.51,0.59,50301774
한국공항(주),005430,2022/12,421095043,0,24.12,80.57,15.91,36612073,23.08,0.5,379296
한국내화(주),010040,2022/12,325998841,1594670,47.95,67.59,32.03,6506971,33.96,0.86,256068
한국단자공업(주),025540,2022/12,1289776455,4641750,48.2,67.48,21.4,52161490,12,1.06,1105239
한국무브넥스(주),010100,2022/12,799394136,2131529,165.36,37.68,36.6,43649827,2.75,0.44,766771
한국석유공업(주),004090,2022/12,347065524,1341330,111.97,47.18,18.93,29765968,11.17,2.1,359268
한국수출포장공업(주),002200,2022/12,345521340,3061920,23,81.3,6.95,24315301,4.11,0.5,336658
한국쉘석유(주),002960,2022/12,,23400000,,,,,11.34,3.8,301642
한국앤컴퍼니(주),000240,2022/12,4301818676,61707133,11.55,89.65,13.76,31527520,18.3,0.57,829262
한국유나이티드제약(주),033270,2022/12,,5883219,,,,,7.18,2.44,262522
한국자산신탁(주),123890,2022/12,1363794175,26920752,46.26,68.37,9.62,-5438785,4.71,0.68,166220
한국전력공사(주),015760,2022/12,234804994000,0,459.06,17.89,17.64,-23477500000,0,0.74,68951546
한국전력기술(주),052690,2022/12,816503302,10766312,50.25,66.55,16.66,6758108,101.65,7.34,505291
한국주강(주),025890,2022/12,,0,,,,,15.08,2.14,54371
한국주철관공업(주),000970,2022/12,424608629,8604552,21.09,82.58,-5.08,33436590,6.29,0.97,118960
한국지역난방공사,071320,2022/12,7478129880,0,348.6,22.29,64.5,14612769,0,0.28,4173027
한국철강(주),104700,2022/12,,11647356,,,,,3.2,0.56,1064177
한국콜마(주),161890,2022/12,2933309479,11440590,99.62,50.1,17.61,90811568,0,2.02,724646
한국콜마홀딩스(주),024720,2022/12,1269102053,5543766,49.25,67,-3.58,-11348010,37.75,1.4,37383
한국타이어앤테크놀로지(주),161390,2022/12,12581364159,97591002,41.75,70.55,17.55,504570700,14.16,1.09,3471707
한국투자금융지주(주),071050,2022/12,86308574157,134661000,1020.06,8.93,81.55,-4610185548,4.29,1,473068
한국항공우주산업(주),047810,2022/12,7772406693,24368777,434.84,18.7,8.77,1492635300,24.68,9,2771951
한국화장품(주),123690,2022/12,43913330,0,95.93,51.04,-1.37,3062605,0,9.29,10689
한미반도체(주),042700,2022/12,455432966,19467860,16.75,85.65,-12.21,109501808,11.41,10.82,323949
한미사이언스(주),008930,2022/12,1109690934,13332560,53.11,65.31,10.09,9451693,109.64,8.16,57490
한미약품(주),128940,2022/12,1924585731,6104682,90.7,52.44,10.67,162268943,54.7,7.71,982049
한성기업(주),003680,2022/12,,0,,,,,20.64,1.41,292151
한세실업(주),105630,2022/12,1239211177,19619735,130.73,43.34,31.86,196687445,5.02,2.18,2146018
한세엠케이(주),069640,2022/12,224809704,0,481.97,17.18,30.73,-5222209,0,3.78,210379
한세예스24홀딩스(주),016450,2022/12,2036963741,9815447,144.97,40.82,18.69,221140252,13.76,3.27,22019
한솔로지스틱스(주),009180,2022/12,274496249,1922951,167.79,37.34,35.92,28367792,9.33,2.43,645267
한솔제지(주),213500,2022/12,2210015517,11889000,197.63,33.6,34.01,-62820730,2.95,0.57,2213547
한솔테크닉스(주),004710,2022/12,1071921901,3141752,143.6,41.05,10.52,66408681,8.12,0.99,744606
한솔피엔에스(주),010420,2022/12,134944512,512325,164.07,37.87,19.51,16724724,10.71,1.05,290910
한솔홀딩스(주),004150,2022/12,723295784,5041000,21.09,82.58,12.95,43422778,12.84,0.37,34361
한신공영(주),004960,2022/12,2349398105,3472336,223.28,30.93,-6.83,-32119526,1.94,0.34,1190596
한신기계공업(주),011700,2022/12,115721730,324462,24.5,80.32,3.08,-2618025,0,5.07,54812
한양증권(주),001750,2022/12,,10041481,,,,,4.53,0.47,1117145
한온시스템(주),018880,2022/12,9098783328,48030159,283.94,26.05,17.36,378310084,0,13.81,3202876
한올바이오파마(주),009420,2022/12,213451233,0,26.86,78.83,8.27,25204351,1190.15,7.84,109995
한일시멘트(주),300720,2022/12,2460836872,40171693,56.24,64,16.96,-923102,10.84,1.44,1059617
한일철강(주),002220,2022/12,339154971,730612,94.32,51.46,2.67,21368549,0,1.08,241912
한일현대시멘트(주),006390,2022/12,,11596603,,,,,8.75,1.91,471150
한일홀딩스(주),003300,2022/12,3268041346,17882238,59.64,62.64,11.24,225994,3.63,0.63,40071
한전산업개발(주),130660,2022/12,157781436,7432800,64.45,60.81,7.78,16068861,16.56,6.87,337599
한전케이피에스(주),051600,2022/12,1562022195,58725000,28.48,77.83,3.51,81342893,13.61,1.78,1425913
한화생명보험(주),088350,2022/12,161235542022,0,1911.63,4.97,24.02,636902952,4.64,0.48,21180062
한화손해보험(주),000370,2022/12,20382687831,0,7523.55,1.31,6.02,1462166,1.45,3.41,8021999
한화솔루션(주),009830,2022/12,23831697413,0,140.8,41.53,27.31,115716723,5.45,1.23,9686399
한화시스템(주),272210,2022/12,3945627700,46748315,95.43,51.17,4.71,268585089,67.17,1.76,2187406
한화에어로스페이스(주),012450,2022/12,15157301979,50569412,286.29,25.89,1.94,1524327091,6.74,2.26,1956745
한화투자증권(주),003530,2022/12,12111249518,0,678.57,12.84,10.61,412559186,0,0.96,2059136
해성디에스(주),195870,2022/12,659613822,15300000,47.47,67.81,28.07,196854232,3.73,2.99,839358
해태제과식품(주),101530,2022/12,691254955,5303532,172.29,36.73,3.97,18783336,0,1.27,555798
핸즈코퍼레이션(주),143210,2022/12,862588714,240295,342.96,22.58,38.43,2426087,0,0.7,523432
현대건설(주),000720,2022/12,20911708000,67499000,110.71,47.46,17.57,-143474000,10.7,0.91,11978479
현대글로비스(주),086280,2022/12,13877784500,213750000,101.72,49.57,23.89,1558795160,4.82,1.44,21528979
현대로템(주),064350,2022/12,4823869784,0,223.43,30.92,10.12,716229389,9.01,2.59,3106011
현대모비스(주),012330,2022/12,55406698000,276043000,46.55,68.24,24.47,2154062000,11.37,1.03,34052113
현대비앤지스틸(주),004560,2022/12,857843841,1524359,63.45,61.18,49.72,-49052610,8.13,0.68,1280202
현대엘리베이터(주),017800,2022/12,3014471063,19891422,158.36,38.71,7.9,-13539875,7.48,1.49,1657192
현대오토에버(주),307950,2022/12,2619436327,31262352,75.76,56.9,33.04,201278095,24.38,3.71,2240816
현대위아(주),011210,2022/12,7546451000,18652000,102.12,49.48,9.03,423981000,0,0.76,6681103
현대자동차(주),005380,2022/12,255742462000,1572542000,181.36,35.54,21.19,10627311000,11.26,1.21,65308350
현대제철(주),004020,2022/12,36800955830,131545739,92.39,51.98,19.65,2179616640,3.86,0.35,23666890
현대차증권(주),001500,2022/12,10233054000,20385769,735.59,11.97,38.92,267799000,4.37,0.42,1147815
현대코퍼레이션(주),011760,2022/12,1831301802,7207000,319.45,23.84,61.98,386453058,2.31,0.67,4311280
현대코퍼레이션홀딩스(주),227840,2022/12,296127566,4410851,32.1,75.7,25.99,6836385,2.74,0.71,141934
현대해상화재보험(주),001450,2022/12,52227555286,154084492,1135.81,8.09,8.18,1739003337,3.68,0.83,20154031
호전실업(주),111110,2022/12,316098137,2775754,133.26,42.87,39.18,34784625,3.57,1.06,451055
화성산업(주),002460,2022/12,746127742,4574266,109.03,47.84,52.93,-184624011,4,1.19,645826
화천기계(주),010660,2022/12,,594000,,,,,13.69,1.43,189748
화천기공(주),000850,2022/12,474032616,5500000,37.29,72.84,19.67,30985576,1.86,0.29,214284
환인제약(주),016580,2022/12,369374561,4580121,10.61,90.4,11.9,16851174,12.33,1.11,194258
효성아이티엑스(주),094280,2022/12,176818736,3576799,168.93,37.18,7.43,23114389,10.59,4.29,510498
효성중공업(주),298040,2022/12,4693470608,0,325.44,23.51,13.42,-67110735,8.24,0.81,2589772
효성첨단소재(주),298050,2022/12,2934713478,67020000,267.04,27.24,6.77,350446364,6.4,4.08,858081
효성티앤씨(주),298020,2022/12,4319879312,43157000,185.04,35.08,3.34,293383061,3.86,3.39,5364506
효성화학(주),298000,2022/12,3131118899,0,2631.81,3.66,17.35,-134763959,0,2.35,2287412
흥국화재해상보험(주),000540,2022/12,,0,,,,,1.23,0.44,4528860
흥아해운(주),003280,2022/12,317059937,0,134.33,42.67,117.63,32737334,20.78,7.21,146030
