회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),배당금(*)(IFRS)(천원),부채비율(IFRS연결),자기자본구성비율(IFRS연결),매출액증가율(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),PER(최저)(IFRS),PBR(최고)(IFRS),매출액(요약)(백만원)
HD현대(주),267250,2022/12,65570861076,261473000,181.86,35.48,116.1,2133778170,16.39,0.99,347230
KG스틸(주),016380,2022/12,3051507327,15011000,80.54,55.39,13.86,478703285,1.4,1.61,3676463
KISCO홀딩스(주),001940,2022/12,1735936558,8312739,16.02,86.19,14.53,98224111,18.84,0.63,16759
LG이노텍(주),011070,2022/12,9793617826,98208000,129.58,43.56,31.07,1514999767,8.18,3.01,19092897
LS일렉트릭(주),010120,2022/12,3322804978,32292000,114.47,46.63,26.56,-145446470,17.8,1.34,2283473
OCI(주),010060,2022/12,6745534254,58873428,68.16,59.47,44,566649863,14.55,1.39,2147017
SK이노베이션(주),096770,2022/12,67218924277,499198000,189.21,34.58,66.64,406557024,29.47,1.76,1983534
SNT다이내믹스(주),003570,2022/12,930994305,7837848,41.26,70.79,21.45,19209351,9.4,0.66,320370
SNT모티브(주),064960,2022/12,1225486690,13230060,39.41,71.73,10.95,108541712,6.23,0.88,1004822
STX엔진(주),077970,2022/12,853387673,0,227.92,30.5,10.25,26577728,0,2.23,514735
STX중공업(주),071970,2022/12,416290994,0,116.66,46.15,9.45,-20431159,5.99,1.24,174916
가온전선(주),000500,2022/12,752332445,155422,148.24,40.28,32.33,25464636,8.47,0.44,1186679
강남제비스코(주),000860,2022/12,957791315,3250000,41.09,70.88,13.91,14382476,0,0.68,332551
경인전자(주),009140,2022/12,68385030,455485,6.91,93.53,-26.77,5669329,8.45,1.04,9908
계룡건설산업(주),013580,2022/12,2560028661,4428899,218.91,31.36,15.14,28663300,2.52,0.55,2052334
계양전기(주),012200,2022/12,297554555,857000,132.61,42.99,-6.94,-6287276,0,1.17,362961
고려산업(주),002140,2022/12,274703528,616786,160,38.46,30.39,-19724295,38.96,3.15,272261
고려아연(주),010130,2022/12,12097918359,397263160,31.05,76.31,12.45,784694563,12.93,1.65,8081378
고려제강(주),002240,2022/12,2532768398,6898000,46.61,68.21,22.54,108670886,8.41,0.59,559167
광동제약(주),009290,2022/12,932023759,4108061,70.37,58.69,6.98,62822034,12.1,0.82,850526
광전자(주),017900,2022/12,247855307,2518188,8.89,91.84,-12.41,17453958,8.44,0.92,149973
교보증권(주),030610,2022/12,13417260497,3264186,759.09,11.64,80.86,-929113661,7.48,0.35,4036212
교촌에프앤비(주),339770,2022/12,304973383,4996508,70.17,58.77,1.94,4516926,83.26,3.07,498875
국도화학(주),007690,2022/12,1499093659,11886748,74.68,57.25,1.56,113466113,3.82,0.75,1377202
국제약품(주),002720,2022/12,136592863,0,84.39,54.23,5.71,6503789,23.16,2.03,123599
그랜드코리아레저(주),114090,2022/12,609513167,0,59.37,62.75,208.05,45767553,0,3.19,262111
그린케미칼(주),083420,2022/12,,3498949,,,,,53.01,2.89,324927
극동유화(주),014530,2022/12,353076047,6733884,71.97,58.15,28.78,-2447534,6.43,0.99,1220548
금강공업(주),014280,2022/12,1094801795,3301247,144.26,40.94,27.76,-26868348,5.41,1.09,356848
금호건설(주),002990,2022/12,1691163707,18107000,211.25,32.13,-0.8,57060137,8.98,0.87,2041695
금호석유화학(주),011780,2022/12,7719272224,146432000,36.54,73.24,-5.75,513532762,6.46,1.93,5086856
금호전기(주),001210,2022/12,61814214,0,381.44,20.77,10.51,-8782314,0,12.44,40160
금호타이어(주),073240,2022/12,4694985403,0,277.24,26.51,36.83,-180048994,0,2.49,2834274
기아(주),000270,2022/12,73710965000,1403256000,87.35,53.37,23.9,9333186000,12.31,1.59,46409721
깨끗한나라(주),004540,2022/12,661046979,0,173.9,36.51,4.79,-5359464,0,0.88,605922
남광토건(주),001260,2022/12,345922884,0,223.29,30.93,26.25,26902363,4.07,1.47,450379
남양유업(주),003920,2022/12,902259070,854707,22.27,81.79,0.9,-57634373,0,0.61,946340
남해화학(주),025860,2022/12,902896420,4794870,72.97,57.81,49.43,-96145539,8.39,1.69,2169566
네이버(주),035420,2022/12,33899042889,0,44.56,69.18,20.57,1453390445,23.28,6.39,5512586
넥센타이어(주),002350,2022/12,3944336740,10298843,147.1,40.47,24.91,-99406725,0,0.57,2076642
넷마블(주),251270,2022/12,8935573716,0,58.94,62.91,6.64,-408393774,0,2.36,962605
다스코(주),058730,2022/12,346117669,0,141.66,41.38,4.09,16241310,27.8,1.16,261643
다올투자증권(주),030210,2022/12,9503703776,8446458,863.46,10.38,136.18,319345159,4.2,0.63,1268326
대덕전자(주),353200,2022/12,1191756988,20615455,39.39,71.74,31.49,293618999,5.41,2.13,1308957
대림비앤코(주),005750,2022/12,337590813,1833946,113.72,46.79,-2.64,7285293,0,0.91,252286
대림통상(주),006570,2022/12,171792619,451934,113.86,46.76,12.16,6589528,27.09,0.83,129034
대상(주),001680,2022/12,3190196448,28828000,141.2,41.46,17.7,-90934880,8.25,0.79,3289634
대상홀딩스(주),084690,2022/12,4015327449,10033160,158.2,38.73,24.27,-132878778,10.57,1.28,30811
대성산업(주),128820,2022/12,1824588315,0,190.96,34.37,65.73,41904059,8.46,0.59,881208
대성에너지(주),117580,2022/12,834489958,6798637,165.94,37.6,32.51,53041241,173.67,1.9,1019977
대성홀딩스(주),016710,2022/12,1391346078,4022365,130.05,43.47,33.25,74633025,18.99,6.78,19822
대신증권(주),003540,2022/12,21210735463,80094756,678.96,12.84,16.39,266185073,12.79,0.85,3107330
대영포장(주),014160,2022/12,,0,,,,,10.33,1.85,302554
대우전자부품(주),009320,2022/12,,0,,,,,0,5.61,100502
대우조선해양(주),042660,2022/12,12235665305,0,1542.43,6.09,8.33,-1065432626,0,4.84,4817662
대원강업(주),000430,2022/12,1010418825,6200000,68.96,59.18,18.82,56182942,14.32,0.65,696217
대원전선(주),006340,2022/12,245958532,0,168.52,37.24,18.41,31845265,57.84,2,551847
대원제약(주),003220,2022/12,453550066,7339684,82.32,54.85,35.21,33325992,9.5,2.25,452801
대원화성(주),024890,2022/12,130913447,0,109.61,47.71,29.53,-6789277,0,2.91,135110
대창단조(주),015230,2022/12,338228490,5180143,39.53,71.67,18.92,29285317,1.73,0.71,318980
대한방직(주),001070,2022/12,210639558,0,55.74,64.21,-4.42,3217731,0,2.31,180852
대한유화(주),006650,2022/12,2195832516,6176100,17.93,84.79,-11.64,-47969302,0,0.72,2204626
대한전선(주),001440,2022/12,1620264871,0,83.66,54.45,22.67,-46604678,-314.91,-5.65,2199525
대한제강(주),084010,2022/12,1220496810,13454645,52.86,65.42,5.48,73160252,2.07,0.95,1283528
대한제당(주),001790,2022/12,1219466296,11573935,126.79,44.09,9.25,11398287,11.26,1.21,1038926
대한제분(주),001130,2022/12,1318431899,4113060,43.41,69.73,23.11,-59502240,9,0.45,462787
대한해운(주),005880,2022/12,4490260112,0,151.68,39.73,39.71,392283808,5.59,0.95,621426
대한화섬(주),003830,2022/12,,842479,,,,,3.78,0.26,150864
덕양산업(주),024900,2022/12,520217537,0,488.19,17,14.37,-12067371,5.3,1.79,1523906
동국제강(주),001230,2022/12,6451247797,45751000,96.29,50.95,17.55,692878222,6.67,0.68,7763291
동부건설(주),005960,2022/12,1581700494,11559000,171.03,36.9,27.63,-208166157,3.26,0.64,1300137
동성제약(주),002210,2022/12,,0,,,,,0,6.03,93328
동아쏘시오홀딩스(주),000640,2022/12,1731452067,6250723,73.38,57.68,15.07,75874278,65.79,1.22,60251
동아에스티(주),170900,2022/12,1157724934,6724821,67.76,59.61,7.11,32894833,44.11,1.01,635840
동아타이어공업(주),282690,2022/12,474371544,13731417,25.56,79.64,14.59,17888613,6.16,0.5,201505
동양생명보험(주),082640,2022/12,37420242873,0,1859.6,5.1,61.95,-701354640,7.96,0.59,10262246
동양철관(주),008970,2022/12,182494061,0,107.48,48.2,46.23,23711320,53.36,2.17,215393
동양피스톤(주),092780,2022/12,374266035,790107,200.55,33.27,12.21,26313249,0,1,323353
동원산업(주),006040,2022/12,7061179537,39780532,142.78,41.19,222.11,499245647,0,0.48,1031477
동원수산(주),030720,2022/12,121789602,1163451,94.64,51.38,22.42,-5740364,5.69,1.29,121855
동원시스템즈(주),014820,2022/12,1451669982,17566441,98.96,50.26,14.88,214671435,20,3.02,1300952
동일고무벨트(주),163560,2022/12,381228402,1668000,74.87,57.18,40.69,-19779920,8.19,0.64,382323
동일산업(주),004890,2022/12,499402713,6498213,19.68,83.56,7.24,29382480,19.08,1.18,441053
동일제강(주),002690,2022/12,,197855,,,,,12.44,0.69,196758
동화약품(주),000020,2022/12,461136459,4982243,21.78,82.12,16.18,29220767,12.36,1.22,315928
두산밥캣(주),241560,2022/12,9248386178,75186875,84.07,54.33,48.24,704002169,24.35,1.52,240163
두산에너빌리티(주),034020,2022/12,23049781800,0,128.66,43.73,36.67,625077721,0,2.93,5284439
두산퓨얼셀(주),336260,2022/12,,0,,,,,500.99,7.75,312149
디씨엠(주),024090,2022/12,,8269000,,,,,4.01,1.51,240604
디아이동일(주),001530,2022/12,1000282518,4960279,61.55,61.9,12.38,38954775,1.62,1.55,347459
디에스알(주),155660,2022/12,364710387,960000,80.26,55.48,34.89,52109331,3.65,0.64,246406
디에스알제강(주),069730,2022/12,,864000,,,,,1.95,0.58,261687
디엘(주),000210,2022/12,12151037166,22699000,155.76,39.1,116.77,227911058,8.32,0.54,223740
디엘건설(주),001880,2022/12,,7013000,,,,,5.26,0.77,1962419
디엘이앤씨(주),375500,2022/12,8974717444,42282000,91.26,52.29,0,151964571,4.63,1.55,5275660
디와이(주),013570,2022/12,861083033,2960303,70.72,58.58,9.66,61144451,38.98,1.63,13790
디와이파워(주),210540,2022/12,327522399,2758963,36.26,73.39,-4.15,34269864,3.34,0.91,296998
롯데관광개발(주),032350,2022/12,1802776594,0,678.1,12.85,71.54,-62856715,0,4.98,159120
롯데렌탈(주),089860,2022/12,6927204106,32970657,434.42,18.71,13.06,-419201789,12.96,1.69,2522066
롯데손해보험(주),000400,2022/12,,0,,,,,0,1.75,3613043
롯데쇼핑(주),023530,2022/12,31703575873,93293112,187.3,34.81,-0.63,1627838231,0,0.34,8814417
롯데에너지머티리얼즈(주),020150,2022/12,2430279802,13833251,22.12,81.89,5.87,28859414,474.84,10.71,312422
롯데웰푸드(주),280360,2022/12,4105259179,20334914,94.41,51.44,49.31,93735751,45.99,0.56,2443855
롯데정밀화학(주),004000,2022/12,2709845871,89145000,18.12,84.66,38.39,637910729,3.64,1.16,2461065
롯데정보통신(주),286940,2022/12,871931522,10590557,92.08,52.06,12.66,14449252,14.27,1.59,990140
롯데지주(주),004990,2022/12,22175416666,107334000,127.06,44.04,42.19,904140865,42.53,0.92,329142
롯데칠성음료(주),005300,2022/12,3695935640,33183000,161.72,38.21,13.39,268333995,10.78,1.62,2642308
롯데케미칼(주),011170,2022/12,26784587811,118966565,55.14,64.46,22.93,-167465443,0,0.73,16296610
롯데하이마트(주),071840,2022/12,,6940714,,,,,0,0.47,3336821
명문제약(주),017180,2022/12,230449823,0,141.9,41.34,10.43,5474842,9.8,1.85,137107
명신산업(주),009900,2022/12,929267254,0,142.12,41.3,36.79,97679794,43.52,8.58,180303
무림페이퍼(주),009200,2022/12,2429133746,2080466,252.35,28.38,32.59,41882935,0,0.64,546050
무림피앤피(주),009580,2022/12,1604057803,9354567,142.05,41.31,26.14,51495368,11.81,0.61,730825
문배철강(주),008420,2022/12,,974719,,,,,2.39,0.77,192207
미래산업(주),025560,2022/12,134409510,0,43.96,69.46,16.21,22346,6.94,1.4,56491
미래에셋생명보험(주),085620,2022/12,37250009519,0,2704.57,3.57,-4.71,-218894014,9.25,0.64,3209343
미래에셋증권(주),006800,2022/12,106213250694,123424000,925.19,9.75,45.77,2595094806,11.67,0.8,16761429
미원상사(주),002840,2022/12,415619325,2419000,21.58,82.25,21.79,70782804,11.71,3.23,425548
미원스페셜티케미칼(주),268280,2022/12,475733781,7008400,25.57,79.64,15.11,39429185,10.57,2.97,611355
미원홀딩스(주),107590,2022/12,485886407,1620815,89.57,52.75,18.49,23087777,20.13,1.87,17956
미원화학(주),134380,2022/12,,3071229,,,,,7.91,1.45,235166
미창석유공업(주),003650,2022/12,357326203,3782448,11.27,89.87,3.08,15317036,5.87,0.54,418790
백광산업(주),001340,2022/12,403243058,2648946,92.64,51.91,21.77,44079830,7.17,1.3,232327
범양건영(주),002410,2022/12,220628590,0,188.04,34.72,7.01,-58386159,0,2.76,110604
보해양조(주),000890,2022/12,147392501,0,78.75,55.94,8.49,3139434,0,1.72,90852
부광약품(주),003000,2022/12,400929189,0,47.48,67.8,4.61,16461450,236.69,3.24,190339
부국증권(주),001270,2022/12,1481429884,13502356,113.2,46.9,32.69,169744678,5.1,0.62,962456
부국철강(주),026940,2022/12,,1500000,,,,,8.41,1,209727
부산산업(주),011390,2022/12,134678926,264000,64.11,60.93,19.21,2962104,0,3.77,24078
부산주공(주),005030,2022/12,,0,,,,,0,4.34,230549
비케이탑스(주),030790,2022/12,97463452,0,1190.27,7.75,28.69,2053212,0,11.5,6248
사조동아원(주),008040,2022/12,481673723,0,108.54,47.95,53.24,-57680992,122.16,1.71,631567
사조산업(주),007160,2022/12,1166611978,1747550,81.37,55.14,11.96,-272131,12.21,0.93,460896
사조씨푸드(주),014710,2022/12,,688742,,,,,9.13,0.67,201116
삼부토건(주),001470,2022/12,511831085,0,180.94,35.59,29.72,-59348953,0,2.82,400348
삼성SDI(주),006400,2022/12,30257525171,68950789,75.74,56.9,48.48,2641096164,37.6,4.44,17458294
삼성공조(주),006660,2022/12,308654791,641520,19.23,83.87,20.32,16040980,5.88,0.68,85240
삼성물산(주),028260,2022/12,58981492467,376437495,84.52,54.19,25.27,2618286420,13.09,1.03,26406561
삼성바이오로직스(주),207940,2022/12,16582050258,0,84.56,54.18,91.41,953047810,70.35,8.86,2437286
삼성생명보험(주),032830,2022/12,316165903000,538724000,1208.18,7.64,14.97,-1361476000,18.16,0.88,34485080
삼성에스디에스(주),018260,2022/12,11952424889,247520595,41.17,70.84,26.45,1289793207,16.49,2.16,5174554
삼성엔지니어링(주),028050,2022/12,7848723223,0,204.56,32.83,34.3,576706461,11.75,3.4,6673316
삼성전기(주),009150,2022/12,10997170899,158791903,42.94,69.96,-2.59,1575355827,12,2.82,7244994
삼성전자(주),005930,2022/12,448424507000,2452976000,26.41,79.11,8.09,62181346000,13.84,2.73,211867483
삼성제약(주),001360,2022/12,,0,,,,,0,3.33,51832
삼성중공업(주),010140,2022/12,14491697985,0,305.71,24.65,-10.23,-1693020711,0,1.61,5856207
삼성증권(주),016360,2022/12,53848261017,151810000,769.09,11.51,37.49,7436435916,7.14,0.7,13122030
삼성카드(주),029780,2022/12,29623192873,266776738,275.47,26.63,5.76,-1252640879,5.55,0.53,3641606
삼성화재해상보험(주),000810,2022/12,88224255509,586645000,699.02,12.52,5.48,398976804,7.84,1.13,25210977
삼아알미늄(주),006110,2022/12,288153290,2750000,108.9,47.87,23.36,-13031681,10.1,3.63,272707
삼양식품(주),003230,2022/12,924929491,4474877,103.39,49.17,41.59,47787143,8.03,2.51,833227
삼양통상(주),002170,2022/12,457536776,4242927,9.69,91.16,-7.81,5666860,10.96,0.46,177573
삼영무역(주),002810,2022/12,624208063,10576862,21.91,82.03,5.46,28589902,6.78,0.79,285743
삼영전자공업(주),005680,2022/12,539337300,6000000,3.37,96.74,-4.63,6214519,9.79,0.55,196501
삼익티에이치케이(주),004380,2022/12,444027584,6210000,110.73,47.45,0,-13043195,13.81,1.73,339134
삼일제약(주),000520,2022/12,356700497,0,183.5,35.27,33.84,4153917,0,1.19,179603
삼정펄프(주),009770,2022/12,,2499971,,,,,0,0.43,174464
삼진제약(주),005500,2022/12,406556944,10584730,47.38,67.85,0,17293228,15.18,1.56,274032
삼호개발(주),010960,2022/12,282392862,4248400,29.03,77.5,-3.07,-11348373,18,0.66,300845
삼화왕관(주),004450,2022/12,222783557,1272916,86.1,53.73,3,7403712,0,1.38,132600
삼화전기(주),009470,2022/12,139115270,1984146,56.22,64.01,-3.23,19450256,7.96,3.84,192667
삼화전자공업(주),011230,2022/12,68742293,0,287.61,25.8,8.98,-1109808,0,3.47,40152
삼화콘덴서공업(주),001820,2022/12,287453833,5130438,27.51,78.42,0.5,48495991,13.94,3.83,211266
삼화페인트공업(주),000390,2022/12,587186274,5897668,95.91,51.04,2.29,32223298,29.52,1.26,552352
상신브레이크(주),041650,2022/12,543596267,1936031,175.11,36.35,23.17,-7159125,4.83,0.48,373475
새론오토모티브(주),075180,2022/12,256209762,2688000,11.41,89.76,8.18,5728484,0,0.65,103158
샘표(주),007540,2022/12,465919907,433191,42.37,70.24,6.55,18273985,10.49,1.51,7960
샘표식품(주),248170,2022/12,350286507,913319,54.07,64.91,6.45,15172925,11.62,1.43,362553
서울도시가스(주),017390,2022/12,1871342447,6794886,77.72,56.27,34.95,89737713,47,2.17,1716610
서울식품공업(주),004410,2022/12,,0,,,,,110.98,5.6,64349
선도전기(주),007610,2022/12,131739358,0,118.84,45.7,-25.74,-5762098,0,1.44,55666
성문전자(주),014910,2022/12,57241316,96416,78.47,56.03,1.28,1058422,108.3,1.95,26943
성보화학(주),003080,2022/12,170785287,2654974,24.3,80.45,15.09,-3657304,15.11,0.75,66449
성신양회(주),004980,2022/12,1187583002,5006931,199.73,33.36,23.62,30261868,0,1.23,707799
성창기업지주(주),000180,2022/12,820314255,0,37.69,72.63,14.94,-26537168,496.82,0.63,9637
세기상사(주),002420,2022/12,,0,,,,,0,2.29,33710
세방(주),004360,2022/12,1280973787,6534735,27.65,78.34,21.99,74145577,5.73,1.27,708636
세방전지(주),004490,2022/12,1676981981,7966939,34.59,74.3,8.96,61278305,9.98,0.98,1278384
세원이앤씨(주),091090,2022/12,282702160,0,68.88,59.21,52.29,-11361916,0,1.64,126167
세종공업(주),033530,2022/12,1149427318,2705230,186.35,34.92,17.05,38343209,17.44,0.71,405246
세하(주),027970,2022/12,,0,,,,,25.41,1.08,227325
솔루스첨단소재(주),336370,2022/12,1461040406,4553318,59.14,62.84,21,-100411439,31.07,9.34,132774
송원산업(주),004430,2022/12,1217311000,12000000,78.33,56.08,33.19,101555000,3.03,1.08,1145427
스틱인베스트먼트(주),026890,2022/12,253949338,7314282,9.32,91.48,0,-25905194,8.25,3.17,48837
신대양제지(주),016590,2022/12,884529890,4508659,34.57,74.31,-0.76,92472649,15.89,1.09,226067
신라교역(주),004970,2022/12,716401498,7892500,28.15,78.04,24.86,11139684,10.12,0.4,383846
신세계건설(주),034300,2022/12,,2000000,,,,,0,0.58,1432385
신송홀딩스(주),006880,2022/12,242350721,1294764,152.1,39.67,12.31,4702413,14.72,2.08,5482
신일전자(주),002700,2022/12,,702918,,,,,111.17,2.23,202729
신풍제약(주),019170,2022/12,361536058,0,9.31,91.49,10.6,-26443579,0,9.51,196169
쌍용씨앤이(주),003410,2022/12,3874346066,55250999,143.19,41.12,18.28,228138187,19.41,2.87,1329447
써니전자(주),004770,2022/12,76509690,0,4.49,95.7,6.29,5065566,12.87,3.16,17441
씨에스윈드(주),112610,2022/12,1779540150,20714741,92.45,51.96,14.25,150825432,0,4.2,574488
씨제이(주),001040,2022/12,48240408307,83940300,172.03,36.76,18.68,4044985960,22.4,1.18,259011
씨제이대한통운(주),000120,2022/12,9693299818,9973157,140.27,41.62,6.94,622939080,8.76,0.96,8214654
씨제이씨지브이(주),079160,2022/12,3601468386,0,816.2,10.91,74.02,107641702,0,2.43,706613
씨제이씨푸드(주),011150,2022/12,,0,,,,,11.83,2.43,152701
씨제이제일제당(주),097950,2022/12,30013241845,40124283,160.33,38.41,14.42,1627293112,20.46,1.46,7842663
아남전자(주),008700,2022/12,270755696,0,176.44,36.17,33.5,32934336,8.94,2.42,457296
아세아(주),002030,2022/12,3182375948,5819125,70.66,58.6,12.23,207845153,17.94,0.91,23970
아세아시멘트(주),183190,2022/12,2040009732,8762585,108.44,47.97,16.53,86523856,0.69,0.86,479631
아세아제지(주),002310,2022/12,1034948262,8956502,28.68,77.71,8.21,116922543,4.33,0.73,598685
아시아나아이디티(주),267850,2022/12,,5550000,,,,,13.17,1.67,181366
아시아나항공(주),020560,2022/12,13455341412,0,1780.17,5.32,43.02,1857222018,3.26,2.26,5630017
아이에스동서(주),010780,2022/12,3737786456,0,132.72,42.97,41.66,428524831,4.52,1.36,1806486
아주스틸(주),139990,2022/12,760228486,0,220.12,31.24,13.15,-22445168,61.89,2.18,558875
애경산업(주),018250,2022/12,482639615,8125077,34.45,74.38,6.36,33900025,16.65,1.65,589759
애경케미칼(주),161000,2022/12,1234083723,26494752,69.48,59,38.62,136958393,6.63,0.86,1712780
에스디바이오센서(주),137310,2022/12,3261922382,29653505,10.69,90.34,0.07,890233363,2.86,2.9,2820638
에스엘(주),005850,2022/12,2931636940,27633277,71.84,58.19,39.1,171906728,6.36,1.34,2351609
에스지씨에너지(주),005090,2022/12,3054362176,24492311,252.5,28.37,48.72,345698032,5.2,1.43,903462
에스케이(주),034730,2022/12,194505860000,195115000,170.87,36.92,36.84,7677749000,25.94,1.5,3369784
에스케이가스(주),018670,2022/12,5831776892,49362753,149.13,40.14,24.2,140057194,3.43,0.67,6978937
에스케이네트웍스(주),001740,2022/12,9499259000,26250000,287.61,25.8,-12.27,-317353000,151.88,0.64,6612595
에스케이디스커버리(주),006120,2022/12,11780098492,23708047,97.87,50.54,31.79,82330271,3.61,0.92,73238
에스케이디앤디(주),210980,2022/12,2191576214,10119810,214.4,31.81,-28.77,-38279586,6.53,1.15,502234
에스케이렌터카(주),068400,2022/12,3341970519,6811199,547.25,15.45,20.22,-269410540,13.93,1.19,1247544
에스케이바이오사이언스(주),302440,2022/12,2141931384,0,22.98,81.31,0,-124958284,42.1,10.3,456726
에스케이바이오팜(주),326030,2022/12,664241139,0,109.83,47.66,-41.2,-159920062,0,24.78,214941
에스케이스퀘어(주),402340,2022/12,22160583000,0,29.12,77.45,0,342357000,10.88,1.36,591185
에스케이씨(주),011790,2022/12,6393092565,37382413,185.17,35.07,-7.57,-147158688,26.67,3.71,111742
에스케이아이이테크놀로지(주),361610,2022/12,3497335365,0,60.82,62.18,-2.98,20565303,0,5.89,310749
에스케이오션플랜트(주),100090,2022/12,1220003934,0,131.96,43.11,37.52,68590235,0,0,654274
에스케이증권(주),001510,2022/12,6464840830,2109000,908.03,9.92,17.41,328395928,66.1,0.83,1137659
에스케이케미칼(주),285130,2022/12,3945682880,25045653,45.66,68.65,-12.46,-186535765,20.8,2.89,1256030
에스케이텔레콤(주),017670,2022/12,31308262000,180967000,157.57,38.82,3.32,5159317000,11.93,1.84,12414588
에스케이하이닉스(주),000660,2022/12,103871512000,825181000,64.12,60.93,3.78,14780517000,19.49,1.72,37878699
에쓰-오일(주),010950,2022/12,19613135000,349358000,131.19,43.25,54.55,1278921000,4.3,1.78,42017079
에쓰씨엔지니어링(주),023960,2022/12,106506525,0,158.16,38.74,81.22,7652883,19.93,2.74,127511
에어부산(주),298690,2022/12,,0,,,,,0,5.12,404993
에이치디씨(주),012630,2022/12,11592341238,13705000,139.87,41.69,5.55,-1413595134,7.44,0.31,60568
에이치디씨랩스(주),039570,2022/12,382579392,10338496,46.85,68.09,122.42,-28158657,14.81,1.34,610731
에이치디씨현대산업개발(주),294870,2022/12,7336326609,39539000,152.81,39.55,-1.95,-1735144769,17.6,0.6,3283542
에이치디씨현대이피(주),089470,2022/12,603330217,3468000,92.47,51.96,21.65,7953160,7.1,0.74,847334
에이치디한국조선해양(주),009540,2022/12,29883476300,0,142.72,41.2,11.67,462245767,12.93,0.66,180500
에이치디현대건설기계(주),267270,2022/12,3448586770,31856000,106.84,48.35,7.04,254987434,5.52,1.07,2571209
에이치디현대에너지솔루션(주),322000,2022/12,652825960,6720000,71.11,58.44,66.03,-34582636,3.41,2.6,1022975
에이치디현대인프라코어(주),042670,2022/12,4736667586,47447000,189.7,34.52,3.54,17733088,4.05,1.53,4204908
에이치디현대일렉트릭(주),267260,2022/12,2435030171,17996000,192.96,34.13,16.53,-124138811,4.17,2.19,1829775
에이치디현대중공업(주),329180,2022/12,16289398053,0,208.06,32.46,8.83,71218400,0,2.76,9065348
에이치에스디엔진(주),082740,2022/12,956230295,0,331.46,23.18,27.59,-21112695,0,3.27,763631
에이치엘디앤아이한라(주),014790,2022/12,1667421795,0,290.32,25.62,-0.22,-14724164,6.87,0.74,1379462
에이치엘만도(주),204320,2022/12,5845841407,23451503,157.1,38.9,22.27,-13328883,0,1.76,2644014
에이치엘비글로벌(주),003580,2022/12,120246185,0,76.81,56.56,-1.01,-8079586,0,15.66,12107
에이치엘홀딩스(주),060980,2022/12,2279864890,19564352,126.81,44.09,22.66,48942694,3.14,0.46,892347
에이치엠엠(주),011200,2022/12,25973455000,586847000,25.55,79.65,34.71,11318868000,0.97,1.08,18429889
에이케이홀딩스(주),006840,2022/12,5004334961,2609099,290.25,25.62,19.58,366475089,0,0.66,39367
엔에이치기업인수목적19호(주),380440,2022/12,,0,,,,,160.71,1.11,0
엔에이치엔(주),181710,2022/12,3025182021,0,51.83,65.86,9.94,25879607,9.73,1.01,311627
엔에이치투자증권(주),005940,2022/12,53428267000,245841000,639.18,13.53,7.19,6628765000,8.84,0.65,10953213
엔피씨(주),004250,2022/12,527275693,4201971,53.09,65.32,11.85,64028206,13.53,1.84,388456
엘브이엠씨홀딩스(주),900140,2022/12,667268823,,62.03,61.72,21.68,68202876,,,
엘아이지넥스원(주),079550,2022/12,3012727223,32691540,222.16,31.04,21.87,456521223,10.04,3.43,2216162
엘에스전선아시아(주),229640,2022/12,506732778,7556894,220.59,31.19,9.04,8160195,531.75,1,10276
엘지디스플레이(주),034220,2022/12,35686019000,0,215.27,31.72,-12.47,3011020000,0,1.62,24131172
엘지전자(주),066570,2022/12,55156141000,126905000,145.23,40.78,11.7,3107839000,16.33,3.38,27791746
영보화학(주),014440,2022/12,180449397,975000,13.89,87.8,-16.8,10009498,26.27,0.73,80969
영진약품(주),003520,2022/12,,0,,,,,0,11.89,218381
영풍제지(주),006740,2022/12,203670380,10600394,49.18,67.04,-12.57,12560643,17.69,3.19,105453
영화금속(주),012280,2022/12,,0,,,,,90.09,1.77,284851
우리종합금융(주),010050,2022/12,5657191138,20105090,738.37,11.93,34.07,265451593,6.57,1.33,411844
웰바이오텍(주),010600,2022/12,60207813,0,59.29,62.78,56.99,2623414,0,6.87,46983
유니온머티리얼(주),047400,2022/12,204164785,1470000,143.57,41.06,6.67,-12105937,18.23,1.76,125641
유니퀘스트(주),077500,2022/12,610723418,5249087,75.58,56.96,25.12,-46253641,6.78,1.61,729811
유성기업(주),002920,2022/12,427046002,3077700,30.5,76.63,7.37,25340321,0,0.49,295645
유안타증권(주),003470,2022/12,13419879837,23244631,761.84,11.6,7.36,517965843,12.53,0.6,2449591
유엔젤(주),072130,2022/12,61023632,0,13.47,88.13,1.22,-2445676,45.65,1.53,29047
유진투자증권(주),001200,2022/12,8076408299,5510349,727.8,12.08,32.89,23755748,57.55,0.38,1456503
유화증권(주),003460,2022/12,,6818469,,,,,38.53,0.44,22062
율촌화학(주),008730,2022/12,653136153,6200000,95.66,51.11,-5.53,15383167,0,3.61,481498
이건산업(주),008250,2022/12,442826933,1068953,120.8,45.29,18.96,10355981,23.71,1.53,166111
이구산업(주),025820,2022/12,,1672039,,,,,14.06,1.47,429619
이연제약(주),102460,2022/12,484691742,2737914,95.63,51.12,7.87,8729174,43.56,2.85,154039
이화산업(주),000760,2022/12,268488319,0,14.85,87.07,1.49,-4980016,62.31,0.81,50148
