회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),[공통]   배당금(*)(요약)(IFRS),부채비율(IFRS연결),자기자본구성비율(IFRS연결),매출액증가율(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),[공통]PBR(최고)(IFRS),[공통]PBR(최저)(IFRS),[공통]매출액(요약)
(주)한솔케미칼,014680,2015/12,521035797,8871,111.14,47.36,9.49,47292978,5.5,2.02,290203
(주)한솔홈데코,025750,2015/12,291209034,0,117.51,45.97,2.65,11337599,1.28,0.76,239246
(주)한익스프레스,014130,2015/12,131657889,840,146.71,40.53,21.75,5118547,3.64,0.87,421853
(주)한진,002320,2015/12,2503676698,4721,240.87,29.34,7.1,63069144,1.19,0.67,1542211
(주)한진중공업홀딩스,003480,2015/12,2646968000,0,165.15,37.71,-14.99,58760000,0.33,0.21,15233
(주)한진칼,180640,2015/12,2315048939,4011,57.65,63.43,15.58,119378311,1.54,0.74,41638
(주)한창,005110,2015/12,67607184,524,98.96,50.26,-10.42,-10792001,4.64,0.99,10225
(주)한창제지,009460,2015/12,,0,,,,,2.21,0.88,176897
(주)한화,000880,2015/12,145621715231,34803,967.16,9.37,10.46,9620650597,1.63,0.8,5098919
(주)현대리바트,079430,2015/12,379216031,1347,54.31,64.8,7.99,14824789,5.58,2.15,695732
(주)현대미포조선,010620,2015/12,9438010980,0,425.27,19.04,17.26,-1212583946,1.18,0.53,3701784
(주)현대백화점,069960,2015/12,6160846844,15954,52.84,65.43,6.77,401136225,1.39,0.87,1216059
(주)현대지에프홀딩스,005440,2015/12,1954105123,5238,33.12,75.12,7.47,53950568,2.31,1.36,1476016
(주)현대퓨처넷,126560,2015/12,652175416,4314,9.32,91.47,-4.91,81324576,1.54,0.86,41995
(주)현대홈쇼핑,057050,2015/12,1666364862,17766,22.81,81.43,0,85083054,1.45,1.06,890761
(주)혜인,003010,2015/12,236639585,338,159.32,38.56,2.66,30590307,0.59,0.39,202118
(주)호텔신라,008770,2015/12,2176705187,13811,192.59,34.18,11.78,121994084,7.13,3.82,2782231
(주)화승인더스트리,006060,2015/12,561114858,1374,332.92,23.1,24.78,44208715,4.38,0.52,631210
(주)화승코퍼레이션,013520,2015/12,1299508336,2978,383.51,20.68,-1.01,145335169,1.23,0.65,677791
(주)화신,010690,2015/12,900499508,3472,147.83,40.35,-4.71,29120538,0.67,0.4,596770
(주)화인베스틸,133820,2015/12,,0,,,,,1.54,0.64,213693
(주)황금에스티,032560,2015/12,294144485,700,59.52,62.69,-7.42,5329588,0.63,0.4,130281
(주)효성,004800,2015/12,14013177864,116440,303.59,24.78,2.31,1334054438,1.95,0.81,8033110
(주)후성,093370,2015/12,261388269,0,166.74,37.49,15.09,34645650,5.77,2.9,199309
(주)휠라홀딩스,081660,2015/12,978931671,2827,104.33,48.94,2.29,27422925,3.69,2.61,346805
(주)휴니드테크놀러지스,005870,2015/12,,0,,,,,3.13,0.88,60516
(주)휴비스,079980,2015/12,856589052,9873,115.78,46.34,-12.15,38494350,1.22,0.75,918891
(주)휴스틸,005010,2015/12,513959347,2767,30.55,76.6,-20.83,103572540,0.42,0.27,357232
AJ네트웍스(주),095570,2015/12,1725200198,0,333.45,23.07,4.39,-106325306,1.59,0.86,196520
CS홀딩스(주),000590,2015/12,284933124,0,15.89,86.29,-1.83,26839806,0.7,0.51,1978
DB금융투자(주),016610,2015/12,6639172275,0,869.18,10.32,23.75,-16893915,0.57,0.27,1255358
DB손해보험(주),005830,2015/12,40018390609,98112,908.8,9.91,10.36,2433136088,1.49,0.95,13690361
KG스틸(주),016380,2015/12,2890468536,0,84510.24,0.12,-23.27,90342175,8.04,1.44,1604044
KISCO홀딩스(주),001940,2015/12,1407103545,2753,17.06,85.43,-6.21,201570327,0.57,0.3,13790
LG이노텍(주),011070,2015/12,3914337673,8283,121.77,45.09,-5.07,678363246,2.09,1.37,5691346
LS일렉트릭(주),010120,2015/12,2251673935,29325,121.91,45.06,-4.02,100300546,2.35,1.49,1753118
OCI(주),010060,2015/12,7298775478,0,125.12,44.42,-26.7,20502952,1.11,0.59,2174598
SK이노베이션(주),096770,2015/12,31359835736,447386,83.97,54.36,-26.58,4085705058,1.16,0.66,1667200
SNT다이내믹스(주),003570,2015/12,921662680,6055,36.02,73.52,-9.67,49034555,0.78,0.42,443176
SNT모티브(주),064960,2015/12,1172763190,14522,52.53,65.56,10.12,70454719,2.19,0.97,874269
STX엔진(주),077970,2015/12,,0,,,,,7.9,0.99,633303
STX중공업(주),071970,2015/12,1419848489,0,1230.19,7.52,4.39,3891701,8.47,0.73,1048430
가온전선(주),000500,2015/12,520474259,2356,98.22,50.45,-12.12,36446024,0.47,0.29,716431
강남제비스코(주),000860,2015/12,522260145,3250,20.05,83.3,-12.79,28745823,1.35,0.76,269974
경인전자(주),009140,2015/12,64239944,480,7.74,92.81,-16.72,2167997,0.94,0.48,15664
계룡건설산업(주),013580,2015/12,1224683471,0,285.22,25.96,-6.8,139557172,0.54,0.3,1124407
계양전기(주),012200,2015/12,211584625,1877,31.87,75.83,2.46,19205122,1.18,0.8,281440
고려산업(주),002140,2015/12,159959339,724,101.61,49.6,0.18,9550784,1.13,0.64,181566
고려아연(주),010130,2015/12,5907933007,150231,13.19,88.35,-3.38,944860095,2.24,1.49,4087040
고려제강(주),002240,2015/12,2425786817,6299,66.6,60.02,9.84,200742674,1.25,0.63,509763
광동제약(주),009290,2015/12,663786481,3246,75.73,56.91,82.94,41143925,2.95,1.55,572261
광전자(주),017900,2015/12,240272144,0,18.24,84.58,-12.47,16000844,0.91,0.44,178084
교보증권(주),030610,2015/12,5534211787,5203,706.62,12.4,41.24,265761332,0.8,0.43,1031013
국도화학(주),007690,2015/12,681283306,8716,58.17,63.22,3.47,67352563,1.3,0.59,705926
국제약품(주),002720,2015/12,136643778,0,99.6,50.1,-3.91,-5080184,2.11,0.56,111651
그랜드코리아레저(주),114090,2015/12,,43361,,,,,6.75,3.55,505663
그린케미칼(주),083420,2015/12,,2200,,,,,1.13,0.66,219886
극동유화(주),014530,2015/12,187471506,3487,43.64,69.62,-10.14,17524455,1.24,0.65,256079
금강공업(주),014280,2015/12,678340605,1795,151.28,39.8,-20.47,18783690,2.85,0.89,353372
금호건설(주),002990,2015/12,1310031833,0,351.47,22.15,0.49,18208001,5.97,2.12,1530257
금호석유화학(주),011780,2015/12,4210555636,22470,153.08,39.51,-17.44,483191768,2.65,1.42,3159552
금호전기(주),001210,2015/12,475649784,0,162.79,38.05,-11.46,-16556361,0.98,0.48,94205
금호타이어(주),073240,2015/12,5219976571,0,314.02,24.15,-11.56,225039855,1.24,0.66,2396367
기아(주),000270,2015/12,45980113000,441025,89.97,52.64,5.15,3375248000,1.37,0.93,32699936
깨끗한나라(주),004540,2015/12,519111847,0,154.34,39.32,3.38,16344309,1.99,0.76,677214
남광토건(주),001260,2015/12,239239292,0,506.58,16.49,8.52,8595214,4.34,0.47,302389
남양유업(주),003920,2015/12,994148527,855,17.08,85.41,5.5,55271039,0.92,0.66,1204321
남해화학(주),025860,2015/12,,2877,,,,,1.77,1.09,1183345
네이버(주),035420,2015/12,4385913018,32131,93.25,51.75,17.86,856351407,11.39,6.54,2141275
넥센타이어(주),002350,2015/12,2580874677,8145,149.59,40.07,4.47,320820947,1.67,1.24,1468927
다스코(주),058730,2015/12,128773589,1883,52.35,65.64,0,17449129,0.95,0.64,135395
다올투자증권(주),030210,2015/12,1020430402,0,142.27,41.28,4.02,42771253,0.89,0.29,166677
대림비앤코(주),005750,2015/12,281739517,2015,93.2,51.76,22.69,-989204,3.31,0.38,171601
대림통상(주),006570,2015/12,233526337,2228,96.96,50.77,0.78,4196262,1.15,0.49,151353
대상(주),001680,2015/12,2104598662,14421,157.12,38.89,1.79,92397342,2.4,1.35,1648286
대상홀딩스(주),084690,2015/12,2480427275,6321,148.53,40.24,3.13,116454892,2.93,1.64,14790
대성산업(주),128820,2015/12,1076329030,0,822.98,10.83,-15.65,-35433888,6.24,1.34,801103
대성에너지(주),117580,2015/12,,6875,,,,,0.97,0.55,875355
대성홀딩스(주),016710,2015/12,1139355864,4022,112.92,46.96,-17.16,57825936,1.14,0.67,28419
대신증권(주),003540,2015/12,18685970298,36565,979.17,9.27,54.39,342420719,0.87,0.47,3220420
대영포장(주),014160,2015/12,,0,,,,,1.2,0.74,244205
대우전자부품(주),009320,2015/12,63868170,0,120.17,45.42,52.59,4017709,2.79,1.35,46263
대우조선해양(주),042660,2015/12,18880345263,0,2950.77,3.28,-0.85,-843000008,11.19,2.56,13802895
대원강업(주),000430,2015/12,1157468859,7750,126.79,44.09,-1.59,96774203,1.18,0.79,773297
대원전선(주),006340,2015/12,214471796,0,164.14,37.86,6.98,18420477,3.21,0.71,431517
대원제약(주),003220,2015/12,194749289,3403,31,76.33,18.79,25816898,3.95,1.73,213001
대원화성(주),024890,2015/12,126841403,0,97.62,50.6,9.94,6325023,2.85,1.34,142323
대창단조(주),015230,2015/12,195292739,2600,28.85,77.61,-5.61,17959063,0.96,0.66,183890
대한방직(주),001070,2015/12,370516547,0,126.26,44.2,0,-9210723,1.03,0.18,234303
대한유화(주),006650,2015/12,1529064058,12352,47.65,67.73,-15.9,323715431,1.53,0.44,1717484
대한전선(주),001440,2015/12,1552803066,0,338.34,22.81,-20.26,-120770868,11.27,2.25,1360383
대한제강(주),084010,2015/12,635458249,5658,57.09,63.66,-14.79,111794404,0.83,0.33,854402
대한제당(주),001790,2015/12,1541681141,3964,262.86,27.56,-1.15,-7328788,0.72,0.47,1127441
대한제분(주),001130,2015/12,895425738,3285,36.31,73.36,-5.04,53616382,0.77,0.41,340671
대한해운(주),005880,2015/12,1517923154,0,166.6,37.51,0,138252777,1.14,0.74,500142
대한화섬(주),003830,2015/12,,0,,,,,0.46,0.23,135361
덕양산업(주),024900,2015/12,419423211,647,359.59,21.76,0,29251657,2.55,0.94,815922
동국제강(주),001230,2015/12,6895914185,0,207.04,32.57,-5.74,959229202,0.28,0.18,4489569
동부건설(주),005960,2015/12,598763354,0,751.44,11.74,-21.94,145986921,14.34,0.15,644194
동성제약(주),002210,2015/12,,0,,,,,3.46,1.63,74660
동아쏘시오홀딩스(주),000640,2015/12,1223518090,4667,103.03,49.25,11.75,80936807,3.05,1.3,48855
동아에스티(주),170900,2015/12,1063538923,8031,92.05,52.07,0.41,42397387,2.75,1.24,567911
동양생명보험(주),082640,2015/12,22620896045,63285,1035.18,8.81,10.56,922139760,0.94,0.59,4654071
동양철관(주),008970,2015/12,177487702,0,100.73,49.82,-14.27,4793555,1.51,0.85,143834
동원산업(주),006040,2015/12,1617995582,6726,128.24,43.81,-1.75,55987544,2.43,1.54,639347
동원수산(주),030720,2015/12,93634520,0,178.69,35.88,7.52,-4539333,2.12,0.86,116484
동원시스템즈(주),014820,2015/12,1272359912,6099,308.55,24.48,61.46,166944353,13.61,2.2,366756
동일고무벨트(주),163560,2015/12,248608774,903,55.14,64.46,0,21216210,1.27,0.65,253436
동일산업(주),004890,2015/12,347524136,1345,10.07,90.85,0,41803572,0.64,0.34,308237
동일제강(주),002690,2015/12,,300,,,,,0.35,0.26,106844
동화약품(주),000020,2015/12,,2213,,,,,1.54,0.68,223201
두산에너빌리티(주),034020,2015/12,27260140610,96328,287.98,25.77,-10.61,-74372146,1.04,0.52,5146294
디씨엠(주),024090,2015/12,163227897,1983,17.79,84.9,-5.42,18076088,1.9,0.8,103083
디아이동일(주),001530,2015/12,978717602,1011,79.05,55.85,1.24,25667394,0.5,0.31,243880
디에스알(주),155660,2015/12,177279718,800,45.01,68.96,-2.27,28237164,0.59,0.45,162476
디에스알제강(주),069730,2015/12,,576,,,,,0.56,0.38,182682
디엘(주),000210,2015/12,12064893870,11770,151.05,39.83,2.36,384858216,0.83,0.43,8135325
디엘건설(주),001880,2015/12,,0,,,,,2.77,1.02,892871
디와이(주),013570,2015/12,700398787,2792,78.57,56,6.45,44870774,0.82,0.45,111646
디와이파워(주),210540,2015/12,222371202,1104,140.22,41.63,0,29484849,1.4,0.58,241872
롯데관광개발(주),032350,2015/12,249000437,0,50.7,66.36,5.55,-197547,3.68,1.78,40079
롯데손해보험(주),000400,2015/12,,0,,,,,0.91,0.61,2799123
롯데쇼핑(주),023530,2015/12,40693366455,59104,138.14,41.99,3.66,641068922,0.63,0.43,16177332
롯데에너지머티리얼즈(주),020150,2015/12,436708093,0,87.56,53.32,10.45,34857333,2.05,0.91,257670
롯데정밀화학(주),004000,2015/12,1684225304,12735,44.75,69.09,-4.02,99483343,1.06,0.7,1162113
롯데지주(주),004990,2015/12,4325868546,16019,60.07,62.47,1.49,218283507,1.18,0.87,1775103
롯데칠성음료(주),005300,2015/12,4381975017,12492,85.47,53.92,1.55,275099877,1.83,0.89,2194881
롯데케미칼(주),011170,2015/12,11467808899,84230,51.78,65.89,-21.17,2595626910,1.42,0.65,8471946
롯데하이마트(주),071840,2015/12,,10151,,,,,1.15,0.69,3896137
명문제약(주),017180,2015/12,199417323,634,197.11,33.66,18.67,-5504596,1.86,0.73,116330
무림페이퍼(주),009200,2015/12,2170261009,0,264.06,27.47,-1.8,80723289,0.76,0.28,557323
무림피앤피(주),009580,2015/12,1168025790,12473,113.81,46.77,-1.7,55388489,0.8,0.45,625546
문배철강(주),008420,2015/12,,909,,,,,0.95,0.45,115219
미래산업(주),025560,2015/12,70111792,0,45.3,68.82,5.99,-8445760,10.48,1.88,26065
미래에셋생명보험(주),085620,2015/12,27220290373,7891,1365.57,6.82,8.75,1991786888,0.64,0.42,4199998
미래에셋증권(주),006800,2015/12,34841940000,111015,694.52,12.59,26.49,-1467437000,1.52,0.76,4947365
미원상사(주),002840,2015/12,231194650,0,41.34,70.75,-3.15,36440195,1.47,1.05,152766
미원홀딩스(주),107590,2015/12,224340447,1701,16.59,85.77,-1.28,40393822,1.31,1.1,256014
미원화학(주),134380,2015/12,,2929,,,,,1.55,1,145730
미창석유공업(주),003650,2015/12,,3619,,,,,0.7,0.54,309317
백광산업(주),001340,2015/12,,0,,,,,1.08,0.59,129197
범양건영(주),002410,2015/12,79199448,0,82.18,54.89,0,-2193546,2.28,1.09,65525
보해양조(주),000890,2015/12,218462898,0,111.15,47.36,1.1,30477979,2.59,0.94,122901
부광약품(주),003000,2015/12,253660191,24442,12.66,88.76,0,10297554,6.88,2.91,141568
부국증권(주),001270,2015/12,1207762397,11921,184.82,35.11,0,-61563092,0.73,0.5,697652
부국철강(주),026940,2015/12,,1500,,,,,0.81,0.38,165617
부산산업(주),011390,2015/12,114238771,264,101.87,49.54,20.72,19270025,1.3,0.64,31630
부산주공(주),005030,2015/12,,0,,,,,1.07,0.37,192132
비케이탑스(주),030790,2015/12,97458769,0,96.23,50.96,-21.47,180792,2.37,0.4,87450
사조동아원(주),008040,2015/12,539326185,0,779.46,11.37,-23.59,13172898,3.59,0.9,446851
사조산업(주),007160,2015/12,903081490,0,139.06,41.83,-30.64,35899222,2.65,0.87,364163
사조씨푸드(주),014710,2015/12,255290593,0,42.82,70.02,7.34,10991458,1.34,0.57,280822
삼부토건(주),001470,2015/12,1786124863,0,0,0,-13.12,14940464,0,0,446798
삼성SDI(주),006400,2015/12,16225303458,70314,44.18,69.36,38.27,881066558,0.99,0.51,6680136
삼성공조(주),006660,2015/12,244142813,802,27.02,78.73,-8.2,8572770,0.57,0.4,74433
삼성물산(주),028260,2015/12,42361430965,83893,131.31,43.23,160.15,-62347860,2.12,1.2,8885125
삼성생명보험(주),032830,2015/12,230362896000,332794,871.1,10.3,1.02,5288088000,1.08,0.82,27013632
삼성에스디에스(주),018260,2015/12,6331679124,38675,32.55,75.44,-0.56,864766041,7,4.65,4352977
삼성엔지니어링(주),028050,2015/12,5630758519,0,0,0,-27.72,-833499386,0,0,4922722
삼성전기(주),009150,2015/12,7269452863,37916,68.45,59.36,-13.54,537117320,1.61,0.96,5297402
삼성전자(주),005930,2015/12,242179521000,2919821,35.25,73.94,-2.69,40061761000,1.97,1.35,135205045
삼성제약(주),001360,2015/12,130217682,0,181.63,35.51,0,-4204949,14.5,1.51,33202
삼성중공업(주),010140,2015/12,17301591987,0,305.59,24.66,-24.57,620279376,1.22,0.58,9332927
삼성증권(주),016360,2015/12,30994440994,70106,779.57,11.37,27.03,-1417245007,1.55,0.92,3880146
삼성카드(주),029780,2015/12,19070996909,173101,185.14,35.07,-6.24,-403777206,0.82,0.57,3212120
삼성화재해상보험(주),000810,2015/12,63233595702,221446,526.99,15.95,3.48,2701169449,1.74,1.29,21386421
삼아알미늄(주),006110,2015/12,,605,,,,,0.49,0.28,124283
삼양식품(주),003230,2015/12,296548102,377,82.45,54.81,-7.56,13071680,1.6,1,284365
삼양통상(주),002170,2015/12,313703174,2475,36.05,73.5,8.01,-20506156,1.71,0.53,213860
삼영무역(주),002810,2015/12,302880054,4406,15.77,86.38,-14.94,9985867,1.97,1.35,223390
삼영전자공업(주),005680,2015/12,486762192,4000,5.07,95.17,-11.84,30872626,0.86,0.54,190078
삼익티에이치케이(주),004380,2015/12,,6210,,,,,1.38,1.11,230033
삼일제약(주),000520,2015/12,99311888,1021,82.52,54.79,3.13,2919997,1.37,0.57,87448
삼정펄프(주),009770,2015/12,,3125,,,,,0.65,0.54,152015
삼진제약(주),005500,2015/12,,7472,,,,,3.42,2.06,216511
삼호개발(주),010960,2015/12,234678030,2250,88.36,53.09,26.58,45216473,0.89,0.54,263489
삼화왕관(주),004450,2015/12,,1488,,,,,1.07,0.57,96957
삼화전기(주),009470,2015/12,128264278,198,266.16,27.31,1.61,7501858,1.89,1.06,135970
삼화전자공업(주),011230,2015/12,69277588,0,730.2,12.05,-17.91,-82280,3.45,1.7,23282
삼화콘덴서공업(주),001820,2015/12,112945263,513,139.02,41.84,-2.04,13753664,3.16,0.95,116216
삼화페인트공업(주),000390,2015/12,511933172,10629,77.87,56.22,-3.71,29222897,2.5,1.11,453640
상신브레이크(주),041650,2015/12,334387254,3291,139.98,41.67,7.88,38711361,1.62,1.02,294441
새론오토모티브(주),075180,2015/12,245988030,3840,24.38,80.4,1.81,34578331,1.39,0.99,144052
샘표(주),007540,2015/12,257318444,928,62.75,61.44,4.44,-2853784,2.36,0.9,246647
서울도시가스(주),017390,2015/12,1436635554,6799,64.36,60.84,-24.23,10294667,0.94,0.6,1533173
서울식품공업(주),004410,2015/12,58399491,0,125.54,44.34,14.82,4406138,4.06,1.07,47001
선도전기(주),007610,2015/12,135947962,357,72.9,57.84,3.33,6418886,0.75,0.57,90034
성문전자(주),014910,2015/12,45273303,3,58.52,63.08,-10.64,798304,1.83,0.71,33941
성보화학(주),003080,2015/12,,4404,,,,,1.69,1,56047
성신양회(주),004980,2015/12,1072795123,0,251.38,28.46,10.59,122662447,1.87,0.76,650769
성창기업지주(주),000180,2015/12,362501569,2081,29.96,76.95,8.48,13875183,2.49,0.93,8723
세기상사(주),002420,2015/12,45133360,0,76.73,56.58,-1.05,-571742,1.35,0.47,5477
세방(주),004360,2015/12,918399831,4043,28.03,78.11,0.1,34181716,1,0.63,563697
세방전지(주),004490,2015/12,1001384893,4810,30.38,76.7,0,67799586,1.06,0.68,956256
세원이앤씨(주),091090,2015/12,347686361,0,153.84,39.39,36.27,-22441095,2.38,0.84,274628
세종공업(주),033530,2015/12,914404459,4931,132.53,43.01,7.37,28673486,0.98,0.59,461830
세하(주),027970,2015/12,,0,,,,,21.05,2.55,147953
송원산업(주),004430,2015/12,846381000,1680,167.49,37.38,-1.66,85539000,1.09,0.56,548661
스틱인베스트먼트(주),026890,2015/12,175459923,1861,35.36,73.88,-9.72,17056647,3.58,1.71,35722
신대양제지(주),016590,2015/12,375615481,0,47.88,67.62,-2.28,20637713,0.8,0.38,227669
신라교역(주),004970,2015/12,510104471,3200,16.65,85.73,12.41,-24611490,0.91,0.56,280825
신세계건설(주),034300,2015/12,,1000,,,,,3.66,1.25,1085593
신송홀딩스(주),006880,2015/12,227192888,946,41.98,70.43,-2.59,16106581,1.11,0.64,2040
신일전자(주),002700,2015/12,79273264,0,72.71,57.9,-6.03,-4505425,3.28,1.56,106416
신풍제약(주),019170,2015/12,414299209,0,108.79,47.9,-11.05,9890504,1.75,0.99,185478
쌍용씨앤이(주),003410,2015/12,2934452674,0,117.65,45.95,3.57,274164553,1.88,0.85,1416157
써니전자(주),004770,2015/12,41052607,0,45.97,68.51,-10.94,3120597,6.65,1.56,20752
씨에스윈드(주),112610,2015/12,391992573,4899,20.36,83.08,-9.75,-19849639,2.23,1.01,158780
씨제이(주),001040,2015/12,23562143506,38482,138.88,41.86,8.15,2295614169,3.94,1.82,103624
씨제이대한통운(주),000120,2015/12,4500489064,0,89.76,52.7,10.87,171874165,2.25,1.64,4358425
씨제이씨지브이(주),079160,2015/12,1417577427,7406,218.43,31.4,14.84,151672650,5.7,2.3,896777
씨제이씨푸드(주),011150,2015/12,,0,,,,,4.59,1.8,161717
씨제이제일제당(주),097950,2015/12,13751265058,35384,155.35,39.16,10.45,1154573133,2.43,1.56,4539667
아남전자(주),008700,2015/12,167181556,0,143.71,41.03,6.22,-11010358,2.25,0.82,149523
아세아(주),002030,2015/12,1592617349,2852,37.09,72.94,0.5,83646966,1.16,0.59,15313
아세아시멘트(주),183190,2015/12,809317420,4942,29.15,77.43,5.63,64088005,0.91,0.56,417862
아세아제지(주),002310,2015/12,654562230,0,48.62,67.29,-2.88,13654335,0.78,0.33,370816
아시아나항공(주),020560,2015/12,9292748545,0,991.23,9.16,-0.7,442506788,3.23,1.39,5204309
아이에스동서(주),010780,2015/12,1844766480,13635,209.1,32.35,18,-180769157,4.52,1.84,780109
애경케미칼(주),161000,2015/12,332693320,6085,61.85,61.79,-21.44,72863004,1.33,0.85,746340
에스엘(주),005850,2015/12,1548269652,8466,83.1,54.61,2.63,154422373,1.29,0.85,593584
에스지씨에너지(주),005090,2015/12,841187064,3641,164.17,37.85,4.19,16716185,2.43,1.2,296449
에스케이(주),034730,2015/12,96633809000,191750,141.12,41.47,1531.09,4588856000,2.14,1.33,2065032
에스케이가스(주),018670,2015/12,4079951416,17444,150.68,39.89,-31.37,-159724181,0.91,0.55,2826942
에스케이네트웍스(주),001740,2015/12,8203152084,24833,225.6,30.71,-9.16,119166240,1,0.54,18681721
에스케이디스커버리(주),006120,2015/12,6595000077,7306,155.05,39.21,-27.66,-65402640,1.87,1.13,1039864
에스케이디앤디(주),210980,2015/12,755184959,4308,197.06,33.66,32.28,-226054101,1.37,0.7,231300
에스케이렌터카(주),068400,2015/12,1033758137,0,354.57,22,10.9,-53176048,1.9,1.01,510633
에스케이씨(주),011790,2015/12,3688196894,27381,136.98,42.2,-8.47,108497026,1.08,0.65,1616228
에스케이증권(주),001510,2015/12,3508069266,0,752.61,11.73,-10.63,-44822021,1.63,0.69,474158
에스케이텔레콤(주),017670,2015/12,28581387000,635482,85.91,53.79,-0.16,3778129000,2.14,1.52,12556979
에스케이하이닉스(주),000660,2015/12,29677906000,353001,38.76,72.07,9.77,9319520000,1.94,1.07,18780792
에쓰-오일(주),010950,2015/12,10795526000,151443,100.29,49.93,-37.35,2475550000,1.86,1.01,17890272
에쓰씨엔지니어링(주),023960,2015/12,403709399,0,245.56,28.94,64.05,-11295012,2.86,0.34,144148
에이치디씨(주),012630,2015/12,5510084233,36792,122.99,44.84,2.8,1028394908,2.5,1.15,3347032
에이치디씨랩스(주),039570,2015/12,218330908,2058,36.88,73.06,32.4,7820007,0.81,0.58,173674
에이치디씨현대이피(주),089470,2015/12,560624379,4147,156.38,39.01,-8.18,62169734,2.12,1.22,700460
에이치디한국조선해양(주),009540,2015/12,49469064992,0,220.68,31.18,-11.91,-637435927,0.97,0.51,24472344
에이치디현대인프라코어(주),042670,2015/12,11383172816,0,266.85,27.26,-6.19,236684837,1.72,0.59,3488643
에이치에스디엔진(주),082740,2015/12,1406041511,0,144.67,40.87,-21.96,-44145127,1.09,0.42,692277
에이치엘디앤아이한라(주),014790,2015/12,2285444643,0,606.99,14.14,-2.52,94364035,1.21,0.49,1353399
에이치엘만도(주),204320,2015/12,4159811032,44952,204.58,32.83,0,217637770,2.1,1.15,3094154
에이치엘비글로벌(주),003580,2015/12,,0,,,,,0.88,0.45,15301
에이치엘홀딩스(주),060980,2015/12,1606041152,12803,70.37,58.7,-2.89,40770019,1.03,0.61,268757
에이치엠엠(주),011200,2015/12,5942501000,0,2499.12,3.85,-14.9,-156582000,9.15,3.17,5509307
에이케이홀딩스(주),006840,2015/12,2495514993,6448,176.79,36.13,-2.32,141247058,3.27,1.58,20353
엔에이치엔(주),181710,2015/12,1833329513,0,22.02,81.96,15.76,-107474132,1.2,0.62,187516
엔에이치투자증권(주),005940,2015/12,41706316000,120677,816.51,10.91,45.08,635297000,1.2,0.59,6892862
엔피씨(주),004250,2015/12,343957222,3170,64.74,60.7,11.48,21768413,2.05,1.27,326901
엘브이엠씨홀딩스(주),900140,2015/12,600232755,,55.78,64.19,17,-18629500,,,
엘아이지넥스원(주),079550,2015/12,1754273777,20680,203.99,32.9,35.96,8989969,5.32,2.68,1903224
엘지디스플레이(주),034220,2015/12,22577160000,178908,77.7,56.27,7.29,2726577000,1.25,0.69,25856426
엘지전자(주),066570,2015/12,36313896000,72885,179.69,35.75,-4.29,2618775000,1.49,0.91,28368428
영보화학(주),014440,2015/12,172735283,1950,63.31,61.23,-0.05,23452126,1.45,0.71,96828
영진약품(주),003520,2015/12,,0,,,,,5.08,2.31,170203
영풍제지(주),006740,2015/12,,719,,,,,0.59,0.05,76794
영화금속(주),012280,2015/12,,1309,,,,,1.63,0.98,166697
우리종합금융(주),010050,2015/12,1206264954,0,714.14,12.28,0,61212187,2.99,1.23,129805
웰바이오텍(주),010600,2015/12,59088348,0,61.56,61.89,-5.97,4277476,1.1,0.66,64602
유니온머티리얼(주),047400,2015/12,145698700,1470,53.52,65.14,0.8,9308293,1.34,0.87,100474
유니퀘스트(주),077500,2015/12,244386643,5313,44.29,69.3,4.83,37757644,2.86,0.56,295667
유성기업(주),002920,2015/12,373789816,3078,32.28,75.6,-11.71,45007084,0.8,0.5,267576
유안타증권(주),003470,2015/12,8923245082,0,801.61,11.09,43.57,-1000848284,1.87,0.73,1175841
유엔젤(주),072130,2015/12,62111452,1148,17.84,84.86,16.3,809071,1.92,1.11,33081
유진투자증권(주),001200,2015/12,5584266730,0,810.21,10.99,26.38,-45031342,0.82,0.31,634762
유화증권(주),003460,2015/12,,9539,,,,,0.58,0.42,24193
율촌화학(주),008730,2015/12,,12400,,,,,1.12,0.88,436229
이건산업(주),008250,2015/12,467596733,1405,191.46,34.31,8.84,27524219,3.65,1.29,179574
이구산업(주),025820,2015/12,,0,,,,,0.56,0.34,210562
이연제약(주),102460,2015/12,,3870,,,,,3.3,1.25,114507
이화산업(주),000760,2015/03,273316937,0,45.63,68.67,4.44,-8458752,1.65,0.4,74996
인지컨트롤스(주),023800,2015/12,472137335,2178,132.98,42.92,11.15,41927260,0.68,0.45,436482
인천도시가스(주),034590,2015/12,,5152,,,,,1.34,0.9,611915
인터지스(주),129260,2015/12,528489692,2821,146.19,40.62,3.82,2803007,0.72,0.24,586601
일동홀딩스(주),000230,2015/12,705637923,7271,101.62,49.6,14.1,56110514,3.8,1.34,458569
일성건설(주),013360,2015/12,257478729,16,185.64,35.01,20.31,-11881887,1.1,0.32,222889
일성신약(주),003120,2015/12,,1008,,,,,1.43,0.83,61745
일신방직(주),003200,2015/12,889516557,5848,31.03,76.32,5.29,18028601,1.26,0.64,319529
일양약품(주),007570,2015/03,430830075,0,134.83,42.58,0,18628603,5,3.16,150078
일정실업(주),008500,2015/12,69075803,1500,19.89,83.41,-13.4,3383320,0.8,0.49,52104
일진다이아몬드(주),081000,2015/12,141019036,1691,74.84,57.2,20.57,8772096,1.7,0.84,86942
