회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),[공통]   배당금(*)(요약)(IFRS),부채비율(IFRS연결),자기자본구성비율(IFRS연결),매출액증가율(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),[공통]PBR(최고)(IFRS),[공통]PBR(최저)(IFRS),[공통]매출액(요약)
(주)나이스홀딩스,034310,2012/12,496053949,4772,25.69,79.56,8.77,37149984,0.76,0.53,32479
(주)남선알미늄,008350,2012/12,,0,,,,,1.65,0.66,308547
(주)남성,004270,2012/12,221414593,524,177,36.1,2.82,-5724650,0.42,0.31,55617
(주)넥센,005720,2012/12,720858644,2189,36.94,73.03,1.46,42041317,1.12,0.63,218801
(주)노루페인트,090350,2012/12,527545682,4095,136.88,42.22,8.16,-5557404,0.95,0.28,388476
(주)노루홀딩스,000320,2012/12,835907566,3648,124.74,44.5,6.87,14398689,0.73,0.46,25780
(주)녹십자,006280,2012/12,954379520,12639,39.28,71.8,5.71,50756716,2.81,1.82,715597
(주)녹십자홀딩스,005250,2012/12,1446337218,19941,48.67,67.26,4.72,36796180,1.7,1.14,30843
(주)농심,004370,2012/12,2151310878,23131,47.42,67.83,0.22,29026874,1.29,0.88,1958918
(주)농심홀딩스,072710,2012/12,968293002,9276,39.35,71.76,-2.99,29031354,0.6,0.46,19995
(주)다우기술,023590,2012/12,4848503131,5625,323.74,23.6,-0.2,63803046,1.82,1.03,200446
(주)대교,019680,2012/12,814113140,9416,30.9,76.39,-6.79,58245284,1.37,1.01,771528
(주)대구백화점,006370,2012/03,,3611,,,,,0.49,0.29,173902
(주)대덕,008060,2012/12,550218366,12494,27.24,78.59,14.42,99164205,1.55,1.06,750970
(주)대동,000490,2012/12,554436780,1036,140.64,41.56,-8.99,21357764,0.93,0.41,473786
(주)대양금속,009190,2012/12,105457033,0,506.18,16.5,-28.15,10824382,4.26,0.38,99832
(주)대우건설,047040,2012/12,9859319181,0,189.05,34.6,17.15,-1142807906,1.51,1,8180270
(주)대웅,003090,2012/12,509221588,4634,30.1,76.86,9.01,27615344,0.98,0.58,44303
(주)대웅제약,069620,2012/12,482344106,8016,24.77,80.15,-5.85,45023830,1.65,0.66,664648
(주)대유에이텍,002880,2012/12,385720682,2533,292.27,25.49,7.67,46182234,3.19,1.26,415219
(주)대유플러스,000300,2012/12,609385380,0,502.17,16.61,13.29,-2412957,3.31,0.98,301225
(주)대창,012800,2012/12,477036779,2435,152.01,39.68,-10.05,31548171,0.89,0.5,760553
(주)대한항공,003490,2012/12,22973401146,0,690.99,12.64,3.67,2306198847,2.08,1.49,12263867
(주)대현,016090,2012/12,,709,,,,,0.85,0.48,216892
(주)대호에이엘,069460,2012/12,143805043,0,349.32,22.26,-15.79,5311456,2.27,1.12,134928
(주)더메디팜,118000,2012/12,,0,,,,,16.73,2.4,22315
(주)더존비즈온,012510,2012/12,192276834,5445,134.02,42.73,8,19409196,5.64,2.83,122977
(주)덕성,004830,2012/12,99879068,704,70.6,58.62,0.59,5364095,1.08,0.52,79108
(주)도화엔지니어링,002150,2012/12,,2529,,,,,1.14,0.7,282716
(주)동남합성,023450,2012/12,,0,,,,,2.35,0.88,61964
(주)동방,004140,2012/12,705078326,575,361.36,21.68,5.79,-10053945,1.31,0.41,485103
(주)동방아그로,007590,2012/12,152438378,2239,33.67,74.81,0,1608102,0.95,0.77,105441
(주)동성케미컬,102260,2012/12,724028327,2742,136.15,42.35,12.35,-26049080,1.32,0.65,11085
(주)동아지질,028100,2012/12,226247530,1978,69.31,59.06,11.63,34932265,1.13,0.75,277032
(주)동양,001520,2012/12,3401374248,0,1349.75,6.9,14.58,-3178256,1.8,0.66,1050904
(주)동양고속,084670,2012/12,209135730,3314,86.95,53.49,-43.16,14326969,0.62,0.43,115450
(주)동원에프앤비,049770,2012/12,967287072,5789,143.27,41.11,6.37,74635289,0.82,0.6,1191224
(주)두산,000150,2012/12,5950670747,63735,85.78,53.83,-4.95,282780837,2.69,1.78,1841081
(주)디비아이엔씨,012030,2012/12,693327543,1720,134.28,42.68,6.55,-34206828,0.77,0.31,545150
(주)디아이,003160,2012/12,188020556,0,74.94,57.16,7.94,-2595342,4.04,0.38,32555
(주)디아이씨,092200,2012/12,546804337,1085,235.24,29.83,-2.75,4651019,1.19,0.59,332306
(주)디알비동일,004840,2012/12,368994998,666,149.14,40.14,-33.56,37223602,1.81,0.83,142337
(주)디엔오토모티브,007340,2012/12,730588820,1551,30.58,76.58,12.44,63110756,0.82,0.52,410243
(주)디지비금융지주,139130,2012/12,34217793898,44238,1256.1,7.37,0,488280742,1.11,0.77,72315
(주)락앤락,115390,2012/12,757905434,4353,29.56,77.18,6.79,82673896,4.18,2.18,171024
(주)마니커,027740,2012/12,291897548,0,259.88,27.79,-2.91,-10546878,0.93,0.39,290692
(주)메리츠금융지주,138040,2012/03,9747050841,0,521.3,16.1,0,684387767,1.34,0.39,20542
(주)메타랩스,090370,2012/12,155383022,383,172.3,36.72,-4.01,-8870479,1.6,0.83,121931
(주)모나리자,012690,2012/12,,0,,,,,5.03,1.97,132796
(주)모나미,005360,2012/12,197773862,695,225.77,30.7,-6.88,15718580,2.44,0.63,184847
(주)모토닉,009680,2012/12,450624651,5686,20.3,83.13,-6.91,26490756,1.35,0.66,232983
(주)무학,033920,2012/12,376640770,1400,27.89,78.19,0,33976182,1.32,0.9,211280
(주)미래아이앤지,007120,2012/12,37376216,0,48.41,67.38,36.08,2265,4.64,0.55,29093
(주)백산,035150,2012/12,158972213,1416,75.08,57.12,4.08,12149475,1.35,0.61,161779
(주)벽산,007210,2012/12,322986331,1862,90.14,52.59,-5.33,16532736,11.3,0.82,244893
(주)보락,002760,2012/12,,479,,,,,1.24,0.78,31404
(주)보령,003850,2012/12,,1010,,,,,1.48,0.65,312075
(주)비비안,002070,2012/12,224383182,1641,50.62,66.39,1.38,-7189030,0.41,0.32,195410
(주)비상교육,100220,2012/12,212784851,1381,53.54,65.13,3.72,18709830,1.91,0.7,119403
(주)비와이씨,001460,2012/12,505456934,720,51.63,65.95,7.37,29619439,0.54,0.36,218764
(주)빙그레,005180,2012/12,545632463,12379,24.43,80.37,0,66662102,3.15,1.28,789102
(주)사조대림,003960,2012/12,362275910,0,153.03,39.52,8.47,4845113,0.84,0.57,378399
(주)사조오양,006090,2012/12,,0,,,,,0.99,0.58,127186
(주)삼성출판사,068290,2012/12,86525481,990,17.75,84.92,0.99,4461628,1.36,0.57,57794
(주)삼양사,145990,2012/12,826949798,2107,101.64,49.59,0,1552072,0.67,0.45,1312355
(주)삼양홀딩스,000070,2012/12,2748398512,10601,65.27,60.51,57.86,98194930,0.74,0.39,349865
(주)삼영,003720,2012/12,207864169,1699,52.41,65.61,-10.52,14683621,1.62,0.78,171003
(주)삼원강재,023000,2012/12,,4400,,,,,1.76,1.05,349450
(주)삼익악기,002450,2012/12,322968331,0,124.3,44.58,-5.54,10430925,1.1,0.59,103271
(주)삼천리,004690,2012/12,2775289821,10690,138.47,41.93,15.24,381001335,0.51,0.31,3352643
(주)상상인증권,001290,2012/03,965643497,2801,375.46,21.03,-60.79,-130918485,0.57,0.28,84265
(주)서연,007860,2012/12,1378190064,5087,184.24,35.18,52.14,58883424,1.24,0.68,793344
(주)서원,021050,2012/12,456603539,1364,212.31,32.02,11.34,-33348994,1.25,0.7,347354
(주)서흥,008490,2012/12,466466906,1698,133.29,42.87,10.2,7420081,1.52,0.83,153891
(주)선앤엘,002820,2012/12,454078035,946,70.91,58.51,-1.33,15009681,0.36,0.23,241688
(주)선진,136490,2012/12,,814,,,,,1.06,0.48,435505
(주)성안,011300,2012/12,298232459,0,184.71,35.12,-4.6,12940941,1.5,0.56,86349
(주)세아베스틸지주,001430,2012/12,,32036,,,,,1.5,0.63,2194081
(주)세아제강지주,003030,2012/12,2030350314,8721,102.24,49.45,15.04,124477683,0.79,0.41,1912944
(주)세아특수강,019440,2012/12,484959468,5022,124.12,44.62,2.95,16382598,1.37,0.79,649614
(주)세아홀딩스,058650,2012/12,4008794418,6164,83.41,54.52,-9.78,184579712,0.67,0.37,60607
(주)세우글로벌,013000,2012/12,32499611,0,11.05,90.05,0,635967,1.65,0.42,34979
(주)세이브존아이앤씨,067830,2012/12,502882801,1133,89.11,52.88,3.71,11734952,0.51,0.34,173339
(주)수산중공업,017550,2012/12,131388961,1187,63.4,61.2,9.57,6717602,1.5,1.01,131602
(주)시디즈,134790,2012/12,,380,,,,,1.58,0.73,81907
(주)신도리코,029530,2012/12,969970671,24581,13.57,88.05,1.11,83248846,0.95,0.62,737389
(주)신성이엔지,011930,2012/12,,0,,,,,2.91,0.69,155612
(주)신세계,004170,2012/12,6968481558,9836,124.74,44.5,5.09,254232490,1.38,0.87,1521213
(주)신세계아이앤씨,035510,2012/12,,1720,,,,,0.79,0.55,297113
(주)신세계인터내셔날,031430,2012/12,621283475,4284,51.91,65.83,0,61777213,2.24,1.2,788339
(주)신세계푸드,031440,2012/12,,2571,,,,,2.08,1.23,721101
(주)신영와코루,005800,2012/09,295673751,1350,13.25,88.3,6.99,10781353,0.37,0.31,199199
(주)신원,009270,2012/12,430183486,0,135.46,42.47,7.97,-22907882,0.65,0.35,559822
(주)신풍,002870,2012/12,183114589,3046,99.1,50.23,0.41,-8425089,0.35,0.24,119573
(주)신한금융지주회사,055550,2012/12,300848489000,393878,945.35,9.57,-33.99,9077898000,1.3,0.91,992720
(주)신화다이나믹스,001770,2012/12,,364,,,,,0.47,0.34,93073
(주)신흥,004080,2012/12,141018610,569,82.47,54.8,0,825118,1.26,0.78,152347
(주)쌍방울,102280,2012/12,120929435,0,58.37,63.14,-0.05,1970699,1.8,0.96,148451
(주)쎌마테라퓨틱스,015540,2012/12,13757999,0,13.41,88.18,-32.18,-1590964,4.47,0.87,7758
(주)씨아이테크,004920,2012/12,,0,,,,,36.28,1.36,5891
(주)아모레퍼시픽,090430,2012/12,3026192700,44888,29.12,77.45,11.54,275580853,4.11,2.84,2510394
(주)아모레퍼시픽그룹,002790,2012/12,4515954822,18755,24.26,80.47,12.2,346488709,2.94,1.27,37521
(주)아센디오,012170,2012/12,51426968,0,59.5,62.7,0,-8222842,6.65,1.33,62072
(주)아이마켓코리아,122900,2012/12,683328318,8983,116.21,46.25,0,-37080828,3.66,1.92,2045240
(주)아이에이치큐,003560,2012/12,45827243,0,30.79,76.46,0,3598242,5.88,2.44,37680
(주)알루코,001780,2012/12,448021732,0,232.47,30.08,-6.27,6112059,1.41,0.77,220021
(주)에넥스,011090,2012/12,93219208,0,174.37,36.45,4.14,-771587,1.71,0.54,191205
(주)에스비에스,034120,2012/12,827393202,10952,47.36,67.86,4.84,44181501,1.63,1.06,757064
(주)에스엠벡셀,010580,2012/12,,0,,,,,1.57,0.78,88690
(주)에스원,012750,2012/12,1080945262,42245,34.27,74.47,6.86,127209615,4.28,2.92,1006608
(주)에스제이엠,123700,2012/12,162096067,1560,29.68,77.11,6.14,19254405,1.32,0.72,109953
(주)에스제이엠홀딩스,025530,2012/12,229808762,1355,19.71,83.54,7.16,20963550,0.56,0.41,1597
(주)에스지글로벌,001380,2012/12,186004029,0,55.47,64.32,26.41,-1513728,1.02,0.37,93146
(주)에스지세계물산,004060,2012/12,291832827,0,38.98,71.95,0,10612830,0.89,0.27,316301
(주)에스피씨삼립,005610,2012/12,545770666,3139,207.44,32.53,33.44,15083292,1.62,0.55,802653
(주)에이블씨엔씨,078520,2012/12,235227820,5553,54.38,64.78,36.95,35930522,7.22,1.95,425058
(주)에이엔피,015260,2012/12,272978097,0,270.29,27.01,7.35,8061884,1.6,0.53,81381
(주)에이프로젠,007460,2012/12,342377999,0,0,0,-51.83,24572471,0,0,154935
(주)에이프로젠바이오로직스,003060,2012/12,93082911,0,35.87,73.6,-32.63,-1649488,5.61,1.23,26219
(주)에프앤에프홀딩스,007700,2012/12,212315399,1540,24.4,80.39,0,8227821,0.77,0.52,200336
(주)엔씨소프트,036570,2012/12,1316825985,11957,29.03,77.5,23.76,210641887,7.2,3.09,475302
(주)엔아이스틸,008260,2012/12,,1421,,,,,1.04,0.64,105332
(주)엔케이,085310,2012/12,414667374,0,170.39,36.98,-7.19,13052645,1.4,0.67,189960
(주)엘에스,006260,2012/12,10088230000,34709,249.04,28.65,-3.81,363721000,1.95,1.41,104376
(주)엘에스네트웍스,000680,2012/12,1403958523,826,75.23,57.07,44.23,-19884492,0.64,0.46,639562
(주)엘에프,093050,2012/12,1208059897,11696,38.11,72.41,1.89,179479282,1.62,0.9,1389653
(주)엘엑스인터내셔널,001120,2012/12,4957521910,19330,206.85,32.59,-8.53,456438040,2.09,1.14,5945490
(주)엘엑스하우시스,108670,2012/12,1778034000,10031,144.73,40.86,0.04,94559000,1.24,0.79,2073996
(주)엘지,003550,2012/12,16047732000,175937,36.75,73.13,-2.31,596599000,1.89,1.26,616563
(주)엘지생활건강,051900,2012/12,2764135538,62940,117.38,46,12.85,238032823,14.1,9.39,2144640
(주)엘지유플러스,032640,2012/12,11088697000,0,195.82,33.8,18.72,1874728000,1.51,0.92,10904831
(주)엘지헬로비전,037560,2012/12,1555958111,0,114.69,46.58,0,217354535,1.78,1.34,774101
(주)엘지화학,051910,2012/12,16581153000,294520,54.02,64.93,2.59,1765709000,3.3,1.99,20442790
(주)엠씨넥스,097520,2012/12,149267246,174,172.02,36.76,-20.88,-3329036,0,0,159316
(주)영원무역,111770,2012/12,998520921,8162,46.72,68.16,6.96,178555183,2.99,1.64,1054457
(주)영원무역홀딩스,009970,2012/12,1396211344,5802,45.61,68.68,3.07,146574871,2.5,1.62,24766
(주)영풍,000670,2012/12,2896479068,12901,32.79,75.31,15.12,176730832,1.71,0.96,1106796
(주)영흥,012160,2012/12,270479406,2220,51.32,66.09,12.17,6547744,1.05,0.39,131225
(주)예스코홀딩스,015360,2012/12,1376560202,6818,119.99,45.46,1.95,103542759,0.33,0.26,1248567
(주)오뚜기,007310,2012/12,1099877736,10131,67.1,59.85,5.33,87117955,1.65,0.93,1652592
(주)오리온홀딩스,001800,2012/12,2647606703,15773,134.72,42.6,23.7,249804778,9.98,5.2,820657
(주)와이지플러스,037270,2012/12,46787617,0,45.33,68.81,3.01,4036650,1.69,0.72,21169
(주)와이투솔루션,011690,2012/12,105539347,0,179.97,35.72,-4.42,3057890,1.3,0.63,143573
(주)우성,006980,2012/12,293785485,1543,73.04,57.79,2.72,2096209,1.9,0.41,337114
(주)우신시스템,017370,2012/12,154719927,797,103.17,49.22,-9.89,41746058,0.66,0.37,103215
(주)우진,105840,2012/12,133690294,1042,23.49,80.98,1.19,-5330492,3.08,1.15,57892
(주)우진플라임,049800,2012/12,180500797,0,137.21,42.16,4.57,3077284,0.94,0.51,152872
(주)웅진,016880,2012/12,2303294840,0,0,0,-52.8,80314406,0,0,601426
(주)웅진씽크빅,095720,2012/12,573743780,0,168.35,37.27,-15.95,43274758,4.16,1.41,712100
(주)원림,005820,2012/12,,784,,,,,0.7,0.31,54999
(주)위스컴,024070,2012/12,133825895,3005,14.57,87.28,-9.61,15880993,0.62,0.53,154930
(주)윌비스,008600,2012/12,235848620,0,92.81,51.87,-0.72,4830778,1.64,0.42,198030
(주)유니드,014830,2012/12,843081791,4880,78.68,55.97,-5.03,98720760,0.9,0.49,504649
(주)유니온,000910,2012/12,262364852,896,35.53,73.78,-5.31,13865016,0.62,0.33,121843
(주)유니켐,011330,2012/12,,0,,,,,4.36,1.05,99389
(주)유수홀딩스,000700,2012/12,,0,,,,,1.13,0.55,40715
(주)유유제약,000220,2012/03,88506889,718,31.65,75.96,7.72,6673925,1.01,0.52,54320
(주)유한양행,000100,2012/12,1403084367,13198,18.08,84.69,14.31,72379345,1.96,1.06,762793
(주)이마트,139480,2012/12,12253991228,41796,99.93,50.02,0,694768801,1.37,1.01,10939021
(주)이수페타시스,007660,2012/12,340959737,3665,102.11,49.48,8.16,29159628,1.62,1.05,298089
(주)이수화학,005950,2012/12,1288290588,6708,175.14,36.34,8.54,-14283341,0.86,0.49,1848372
(주)이스타코,015020,2012/12,77114138,0,131.43,43.21,0,-3984638,2.22,0.37,5883
(주)이아이디,093230,2012/12,48309882,0,55.67,64.24,-60.41,-4106634,6.35,0.67,15735
(주)이엔플러스,074610,2012/12,12469754,0,56.19,64.03,15.39,-2032020,7.41,1.51,15520
(주)이원,017940,2012/12,3512419789,9251,192.66,34.17,5.02,-30471840,0.5,0.3,6734356
(주)이월드,084680,2012/12,207990861,0,178.56,35.9,0,-4867608,0.98,0.45,17774
(주)인디에프,014990,2012/12,209347262,0,119.16,45.63,-12.57,19652530,0.63,0.3,214940
(주)인바이오젠,101140,2012/12,,0,,,,,6.49,0.62,10168
(주)인스코비,006490,2012/12,,0,,,,,12.38,2.79,7985
(주)인팩,023810,2012/12,146336318,1000,126.56,44.14,11.84,8241881,0.97,0.59,131917
(주)일신석재,007110,2012/12,,0,,,,,2.54,1.07,39558
(주)제일기획,030000,2012/12,1994709278,0,185.3,35.05,34.52,91241087,4.79,3.23,853638
(주)제주은행,006220,2012/12,3242918000,1106,1066.96,8.57,-0.2,105454000,0.43,0.35,193056
(주)조비,001550,2012/12,,0,,,,,2.23,0.96,48495
(주)조흥,002600,2012/12,,1500,,,,,0.56,0.39,96207
(주)종근당바이오,063160,2012/12,,1795,,,,,0.77,0.36,113760
(주)종근당홀딩스,001630,2012/12,708019120,8530,84.07,54.33,4.62,57886788,1.57,0.54,461246
(주)주연테크,044380,2012/12,,0,,,,,2.44,0.58,74735
(주)지에스,078930,2012/12,12712426000,127900,77.23,56.42,15.83,775346000,1.6,1.05,168342
(주)지에스글로벌,001250,2012/12,1144032690,2812,319.14,23.86,17.35,44290367,1.42,0.92,2685282
(주)지에스리테일,007070,2012/12,2913810618,30800,91.14,52.32,13.01,221465700,2.03,1.14,4502005
(주)지투알,035000,2012/12,363912590,3242,221.48,31.11,3.63,-15558920,1.58,1.1,14245
(주)진도,088790,2012/12,191274512,0,182.13,35.44,12.48,-5628730,0.99,0.58,160506
(주)진양홀딩스,100250,2012/12,507752899,4110,43.89,69.5,-0.04,25495987,0.77,0.43,8970
(주)천일고속,000650,2012/12,,0,,,,,1.65,0.87,55283
(주)청호ICT,012600,2012/12,115369803,0,37.57,72.69,-36.24,778514,0.63,0.27,55180
(주)카프로,006380,2012/12,,10000,,,,,2.69,0.93,956646
(주)케이씨,029460,2012/12,238289794,658,14.68,87.2,-34.3,18958706,1.14,0.64,115299
(주)케이씨씨,002380,2012/12,6823989638,68579,37.53,72.71,-3.7,105818300,0.84,0.55,2873047
(주)케이씨티시,009070,2012/12,295561993,748,99.56,50.11,15.44,1647838,0.58,0.31,214175
(주)케이에스에스해운,044450,2012/12,309112196,1022,125.1,44.42,14.07,28021495,0.79,0.3,109966
(주)케이에이치필룩스,033180,2012/12,88648355,759,56.27,63.99,2.18,6095669,1.36,0.74,47333
(주)케이이씨,092220,2012/12,409366183,0,164.76,37.77,-13.1,13822892,1.23,0.6,256779
(주)케이티,030200,2012/12,34479499000,487445,161.91,38.18,8.19,5721398000,1.12,0.77,18863237
(주)케이티스카이라이프,053210,2012/12,637337095,16723,82.66,54.75,18.99,170815028,5.74,2.85,551270
(주)케이티씨에스,058850,2012/12,,3969,,,,,0.99,0.77,384172
(주)케이티아이에스,058860,2012/12,,3080,,,,,1.06,0.71,388427
(주)케이티앤지,033780,2012/12,6713312669,402876,30.24,76.78,5.07,765575840,2.84,2.16,2616190
(주)코리아써키트,007810,2012/12,462312486,0,61.23,62.02,29.22,88815883,2.53,0.73,439778
(주)코아스,071950,2012/12,103422937,0,144.91,40.83,0,391811,1.12,0.45,76690
(주)코오롱,002020,2012/12,3859498968,6623,305.05,24.69,696.1,168896752,0.64,0.35,58724
(주)콤텍시스템,031820,2012/12,119691215,956,117.19,46.04,-11.22,1874152,1.24,0.53,159021
(주)큐로,015590,2012/12,262270166,0,274.84,26.68,11.94,7985774,2.45,1.34,263752
(주)크라운해태홀딩스,005740,2012/12,1087996254,1516,361.74,21.66,1.9,101701772,1.41,0.84,418238
(주)키다리스튜디오,020120,2012/12,,0,,,,,2.26,1.03,9216
(주)태경비케이,014580,2012/12,,2758,,,,,0.68,0.58,126234
(주)태영건설,009410,2012/12,3014449935,6563,144.45,40.91,0.24,214701117,0.65,0.42,1639161
(주)티비에이치글로벌,084870,2012/12,429555750,0,115.28,46.45,10.48,46706306,3.24,1.46,173471
(주)티에이치엔,019180,2012/12,170851911,565,329.94,23.26,11.53,-23781555,0.92,0.46,166347
(주)티웨이홀딩스,004870,2012/12,,0,,,,,1.6,0.73,7273
(주)팜스코,036580,2012/12,563236982,29,148.27,40.28,24.29,-30554680,0.89,0.5,664947
(주)퍼시스,016800,2012/12,,6814,,,,,1.41,0.88,221952
(주)포스코인터내셔널,047050,2012/12,7465637546,34163,241.04,29.32,-9.69,524352944,6.03,3.69,17011373
(주)풀무원,017810,2012/12,1025509528,3845,254.65,28.2,6.37,70941621,1.33,0.79,53390
(주)풍산,103140,2012/12,2633201040,12606,172.2,36.74,0.66,150105018,1.06,0.66,2341407
(주)풍산홀딩스,005810,2012/12,600806037,6492,19.81,83.46,14.05,12912934,0.57,0.39,99979
(주)플레이그램,009810,2012/12,36126088,0,2.82,97.26,-21.13,-147128,0.7,0.35,10053
(주)하나금융지주,086790,2012/12,283722235000,60257,1292.55,7.18,22.24,5608581000,0.88,0.58,27891
(주)하나투어,039130,2012/12,352420561,5651,96.03,51.01,14.95,39175414,5.8,2.56,259176
(주)하이스틸,071090,2012/12,,700,,,,,0.64,0.22,261360
(주)하이트론씨스템즈,019490,2012/12,87699732,0,52.49,65.58,-5.1,8198450,0.79,0.45,116593
(주)한국전자홀딩스,006200,2012/12,243581872,0,84.85,54.1,-22.43,14280318,0.4,0.16,9911
(주)한국종합기술,023350,2012/12,,1095,,,,,0.91,0.38,180764
(주)한국카본,017960,2012/12,290528372,2481,29.61,77.16,24.45,-11815471,1.53,0.84,163282
(주)한국특강,007280,2012/12,,750,,,,,0.46,0.3,647612
(주)한국화장품제조,003350,2012/12,,0,,,,,1.38,0.55,31270
(주)한농화성,011500,2012/12,,1376,,,,,0.86,0.52,211200
(주)한독,002390,2012/12,436393122,1740,51.92,65.82,-5.56,12275221,1.48,0.45,314646
(주)한미글로벌건축사사무소,053690,2012/12,140808581,1322,186.8,34.87,13.28,-16874256,1.61,0.9,161994
(주)한샘,009240,2012/12,376768030,10815,75.35,57.03,10.42,22157657,3.06,1.82,733567
(주)한섬,020000,2012/12,873763192,6591,15.06,86.91,-2.45,66620222,1.46,0.81,489550
(주)한솔케미칼,014680,2012/12,358680526,5544,97.52,50.63,7.35,30220509,1.99,1.14,293810
(주)한솔홈데코,025750,2012/12,266804784,0,139.22,41.8,9.68,16285063,0.8,0.52,189200
(주)한익스프레스,014130,2012/12,77986093,0,255.7,28.11,0,-8121979,1.58,0.88,251734
(주)한진,002320,2012/12,1858651008,4721,142.24,41.28,3.36,37927942,0.41,0.27,1209785
(주)한진중공업홀딩스,003480,2012/12,2315289000,6522,80.11,55.52,7.89,38769000,0.28,0.18,13727
(주)한창,005110,2012/12,34879179,0,62.88,61.39,0,-2375677,1.48,0.44,14786
(주)한창제지,009460,2012/12,,0,,,,,1.26,0.59,163264
(주)한화,000880,2012/12,15865391957,31325,195.98,33.79,-5.6,794630160,1.23,0.79,5242016
(주)현대리바트,079430,2012/12,326931020,1010,73.56,57.62,-3.12,13289421,0.77,0.48,485168
(주)현대미포조선,010620,2012/12,7722829117,29386,127.63,43.93,-4.51,-732404494,1.06,0.65,4003285
(주)현대백화점,069960,2012/12,5400075749,14973,66.85,59.94,5.62,431781104,1.86,1.15,1026101
(주)현대지에프홀딩스,005440,2012/12,1797550408,4361,35.91,73.58,16.43,58654494,1.56,1.14,1168078
(주)현대퓨처넷,126560,2012/12,584124356,4314,18.82,84.16,10.73,102629782,1.64,0.77,41575
(주)현대홈쇼핑,057050,2012/12,,13200,,,,,1.95,1.12,760489
(주)혜인,003010,2012/12,249947805,548,138.69,41.9,1.81,-35857286,0.72,0.4,196298
(주)호텔신라,008770,2012/12,1547612290,11842,124.56,44.53,23.42,145263111,3.69,2.39,2189738
(주)화승인더스트리,006060,2012/12,457260643,1374,233.46,29.99,-7.16,16113271,0.5,0.03,233362
(주)화승코퍼레이션,013520,2012/12,956450234,1489,303.48,24.78,6.31,32070529,0.52,0.3,661175
(주)화신,010690,2012/12,853595978,3472,132.94,42.93,9.11,54851801,1.53,0.87,611771
(주)황금에스티,032560,2012/12,242003440,700,48.26,67.45,-17.43,14308381,0.49,0.32,145921
(주)효성,004800,2012/12,13763659509,33269,356.65,21.9,11.19,486461926,0.88,0.52,9284878
(주)후성,093370,2012/12,321752560,0,100.58,49.86,-8.14,65621526,4.98,2.54,215610
(주)휠라홀딩스,081660,2012/12,876801964,2485,111.73,47.23,-12.29,84471966,2.68,1.71,423884
(주)휴니드테크놀러지스,005870,2012/12,,0,,,,,0.96,0.55,41006
