종목명,업종명,평가연도,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,현금흐름(CF),PBR,ESG,E,S,G,배당지급(DV)
삼양홀딩스,서비스업,2015,3071422344000.0,70.98,58.49,-1.66,0.5300599902100129,1.6949999999999998,2.5,2.0,2.5,2.5,11612000.0
삼영무역,유통업,2015,302880054000.0,15.77,86.38,-14.94,0.0447014951430234,1.66,2.5,3.0,2.5,2.5,4406000.0
삼원강재,운수장비,2015,223484365000.0,24.76,80.16,-3.74,0.0863452763466644,0.885,2.5,2.0,2.5,4.0,5000000.0
삼익악기,기타제조업,2015,408469903000.0,87.29,53.39,3.62,0.0349573087580019,2.16,2.5,2.0,2.5,2.5,3943000.0
삼일제약,의약품,2015,99311888000.0,82.52,54.79,3.13,0.0333912382215716,0.97,2.5,3.0,2.5,2.5,1021000.0
삼정펄프,종이목재,2015,190411828000.0,17.63,85.01,4.58,0.1214206624346281,0.595,2.5,3.0,2.5,2.5,3125000.0
삼진제약,의약품,2015,220735910000.0,49.08,67.08,7.55,0.0874581014359547,2.74,2.5,3.0,2.5,2.5,7472000.0
삼천리,전기가스업,2015,3543526900000.0,162.67,38.07,-2.31,0.0674273299277998,0.445,2.5,2.0,4.0,4.0,8909000.0
삼호개발,건설업,2015,234678030000.0,88.36,53.09,26.58,0.1716066818728675,0.7150000000000001,2.5,2.0,2.5,2.5,2250000.0
삼화왕관,기계,2015,151582720000.0,23.34,81.08,0.72,0.1502447579854987,0.8200000000000001,2.5,2.0,2.5,2.5,1488000.0
삼화전기,전기전자,2015,128264278000.0,266.16,27.31,1.61,0.0551728910789144,1.475,2.5,3.0,2.5,2.5,198000.0
상신브레이크,운수장비,2015,334387254000.0,139.98,41.67,7.88,0.1314740847911805,1.32,2.5,3.0,2.5,2.5,3291000.0
새론오토모티브,운수장비,2015,245988030000.0,24.38,80.4,1.81,0.2400406172770944,1.19,2.5,2.0,2.5,4.0,3840000.0
서연,서비스업,2015,2595484129000.0,164.64,37.79,55.61,32.491118475708866,1.095,2.5,2.0,2.5,2.5,3113000.0
서원,철강금속,2015,244994346000.0,267.33,27.22,-22.01,0.059612577430649,0.965,2.5,3.0,2.5,2.5,0.0
서흥,화학,2015,556754829000.0,111.66,47.25,4.47,0.1124215843069996,2.745,2.5,3.0,2.5,2.5,2892000.0
선도전기,전기전자,2015,135947962000.0,72.9,57.84,3.33,0.071294022258258,0.6599999999999999,2.5,3.0,2.5,2.5,357000.0
선진,음식료품,2015,437278251000.0,130.48,43.39,1.35,0.0441581502497206,1.3,2.5,3.0,2.5,2.5,814000.0
성문전자,전기전자,2015,45273303000.0,58.52,63.08,-10.64,0.0235203441265725,1.27,2.5,3.0,2.5,2.5,3000.0
성보화학,화학,2015,107552970000.0,19.93,83.38,2.76,-0.0145677377914964,1.345,2.5,2.0,2.5,2.5,4404000.0
성신양회,비금속광물,2015,1072795123000.0,251.38,28.46,10.59,0.1884884605751042,1.315,2.5,3.0,2.5,4.0,0.0
성안,섬유의복,2015,259934334000.0,166.68,37.5,-13.05,0.4169894146472187,0.775,2.5,2.0,2.5,2.5,549000.0
성창기업지주,서비스업,2015,362501569000.0,29.96,76.95,8.48,1.5906434712828157,1.7100000000000002,2.5,1.0,2.5,2.5,2081000.0
세기상사,서비스업,2015,45133360000.0,76.73,56.58,-1.05,-0.1043896293591382,0.91,2.5,3.0,2.5,2.5,0.0
세방,운수창고업,2015,918399831000.0,28.03,78.11,0.1,0.0606384564757307,0.815,2.5,4.0,2.5,2.5,4043000.0
세방전지,전기전자,2015,1001384893000.0,30.38,76.7,0.0,0.070901082973597,0.8700000000000001,2.5,2.0,4.0,4.0,4810000.0
세아특수강,철강금속,2015,500308874000.0,74.09,57.44,-9.23,0.1157844794817128,0.675,2.5,3.0,2.5,4.0,5900000.0
세아홀딩스,서비스업,2015,5191468774000.0,86.23,53.7,3.91,11.232829890780238,0.8200000000000001,2.5,2.0,2.5,2.5,6998000.0
세우글로벌,유통업,2015,36979514000.0,16.71,85.68,-11.01,0.0320014695477058,1.29,2.5,2.0,2.5,2.5,0.0
세종공업,운수장비,2015,914404459000.0,132.53,43.01,7.37,0.0620866682545525,0.7849999999999999,2.5,3.0,2.5,2.5,4931000.0
세하,종이목재,2015,170139647000.0,4990.1,1.96,-2.05,-0.0915272958304326,11.8,2.5,2.0,2.5,4.0,0.0
송원산업,화학,2015,846381000000.0,167.49,37.38,-1.66,0.1559050123846965,0.8250000000000001,2.5,2.0,2.5,4.0,1680000.0
수산중공업,기계,2015,119234422000.0,33.74,74.77,-11.42,0.1775759338441169,1.48,2.5,2.0,2.5,2.5,0.0
신대양제지,종이목재,2015,375615481000.0,47.88,67.62,-2.28,0.0906478835502418,0.5900000000000001,2.5,3.0,2.5,2.5,0.0
신도리코,전기전자,2015,929282858000.0,13.29,88.27,4.26,-0.0115896143489071,0.77,4.0,4.0,2.5,4.0,11799000.0
신라교역,"농업, 임업 및 어업",2015,510104471000.0,16.65,85.73,12.41,-0.0876399537078251,0.7350000000000001,2.5,2.0,2.5,2.5,3200000.0
신성이엔지,기계,2015,319042321000.0,413.91,19.46,-10.02,0.0422065134548865,2.085,2.5,1.0,2.5,2.5,0.0
신세계,유통업,2015,7918168376000.0,94.99,51.29,2.88,0.1874773925208552,0.8,4.0,2.0,5.0,4.0,12296000.0
신세계건설,건설업,2015,678596446000.0,629.87,13.7,29.86,0.0717220265790217,2.455,2.5,3.0,4.0,2.5,1000000.0
신세계인터내셔날,유통업,2015,914201109000.0,96.69,50.84,10.24,0.0541011462442102,2.13,4.0,4.0,4.0,4.0,4284000.0
신세계푸드,서비스업,2015,503250776000.0,75.26,57.06,0.0,0.0140472042053969,2.49,2.5,3.0,4.0,2.5,1936000.0
신송홀딩스,서비스업,2015,227192888000.0,41.98,70.43,-2.59,7.895382843137255,0.875,2.5,3.0,2.5,2.5,946000.0
신영와코루,섬유의복,2015,317693559000.0,11.93,89.34,0.0,0.1110244473532763,0.52,2.5,2.0,2.5,2.5,1350000.0
신원,섬유의복,2015,431379116000.0,131.31,43.23,5.25,0.0468881069870557,0.745,2.5,2.0,2.5,2.5,0.0
신풍제약,의약품,2015,414299209000.0,108.79,47.9,-11.05,0.0533244050507337,1.37,2.5,3.0,2.5,2.5,0.0
신흥,유통업,2015,136987094000.0,61.45,61.94,0.98,0.0213241736103276,1.285,2.5,4.0,2.5,2.5,575000.0
쌍방울,섬유의복,2015,217372239000.0,22.88,81.38,2.65,-0.0744547937189115,1.61,2.5,1.0,2.5,2.5,0.0
써니전자,전기전자,2015,41052607000.0,45.97,68.51,-10.94,0.1503757228218966,4.105,2.5,2.0,2.5,2.5,0.0
씨아이테크,유통업,2015,40189897000.0,37.19,72.89,58.01,-0.1898989995650283,1.535,2.5,1.0,2.5,2.5,0.0
아남전자,전기전자,2015,167181556000.0,143.71,41.03,6.22,-0.0736365508985239,1.535,2.5,2.0,2.5,2.5,0.0
아모레퍼시픽,화학,2015,4443101431000.0,31.75,75.9,23.04,0.1669798555545709,4.89,4.0,3.0,5.0,4.0,93172000.0
아세아,서비스업,2015,1592617349000.0,37.09,72.94,0.5,5.462480637366944,0.875,2.5,2.0,2.5,2.5,2852000.0
아세아시멘트,비금속광물,2015,809317420000.0,29.15,77.43,5.63,0.1533712206422215,0.7350000000000001,2.5,2.0,4.0,4.0,4942000.0
아세아제지,종이목재,2015,654562230000.0,48.62,67.29,-2.88,0.0368223997885743,0.555,2.5,2.0,2.5,2.5,0.0
아시아나항공,운수창고업,2015,9292748545000.0,991.23,9.16,-0.7,0.0850270012791323,2.31,4.0,2.0,4.0,5.0,0.0
아이마켓코리아,유통업,2015,1266305616000.0,182.0,35.46,15.0,-0.0162065233580856,2.9850000000000003,2.5,3.0,2.5,2.5,17598000.0
아이에스동서,비금속광물,2015,1844766480000.0,209.1,32.35,18.0,-0.2317229476906432,3.18,2.5,2.0,2.5,2.5,13635000.0
알루코,철강금속,2015,429140447000.0,161.31,38.27,13.56,0.2374488929384965,2.38,2.5,1.0,2.5,2.5,3280000.0
에넥스,기타제조업,2015,126285552000.0,108.87,47.88,17.71,0.0715129252015024,5.285,2.5,3.0,2.5,2.5,1659000.0
에스엘,운수장비,2015,1548269652000.0,83.1,54.61,2.63,0.2601525192727567,1.07,2.5,3.0,4.0,2.5,8466000.0
에스원,서비스업,2015,1394426507000.0,42.24,70.31,4.73,0.1777195454784317,4.3,2.5,2.0,2.5,2.5,40572000.0
에쓰씨엔지니어링,건설업,2015,403709399000.0,245.56,28.94,64.05,-0.0783570496989205,1.6,2.5,2.0,2.5,2.5,0.0
에이블씨엔씨,화학,2015,250540863000.0,34.15,74.55,-6.95,0.0943438532656149,2.455,2.5,3.0,2.5,2.5,4813000.0
에이엔피,전기전자,2015,124186820000.0,111.33,47.32,9.6,0.0568923975319524,1.1,2.5,2.0,2.5,2.5,0.0
엔씨소프트,서비스업,2015,2219197320000.0,24.05,80.61,-0.05,0.3913974512004463,2.67,2.5,5.0,2.5,2.5,60064000.0
엔케이,기계,2015,310948108000.0,86.46,53.63,3.44,0.1016044664738855,1.825,2.5,3.0,2.5,2.5,0.0
영보화학,화학,2015,172735283000.0,63.31,61.23,-0.05,0.2422039699260544,1.08,2.5,2.0,2.5,2.5,1950000.0
영원무역,유통업,2015,2221028528000.0,63.02,61.34,27.17,0.2276447103502055,3.16,2.5,3.0,2.5,2.5,8862000.0
영원무역홀딩스,서비스업,2015,2648231029000.0,53.4,65.19,14.36,16.226410776235905,2.81,2.5,3.0,2.5,2.5,5802000.0
영진약품,의약품,2015,193695301000.0,92.88,51.85,1.57,0.0517120791055386,3.695,2.5,3.0,2.5,2.5,0.0
영풍,철강금속,2015,3987888361000.0,32.78,75.31,-6.48,0.2009705025931323,1.52,2.5,2.0,2.5,4.0,16771000.0
영풍제지,종이목재,2015,114841929000.0,28.92,77.56,-7.6,0.00327749563768,0.32,2.5,3.0,2.5,2.5,719000.0
영화금속,운수장비,2015,112542861000.0,94.02,51.54,4.0,0.0886624114411177,1.305,2.5,3.0,2.5,2.5,1309000.0
오뚜기,음식료품,2015,1484303072000.0,56.39,63.94,5.69,0.0609140964781211,4.415,2.5,2.0,2.5,2.5,17560000.0
우신시스템,기계,2015,256997922000.0,132.95,42.93,2.06,0.0273968031846469,0.695,2.5,2.0,2.5,2.5,446000.0
우진,의료정밀,2015,195233366000.0,52.45,65.59,0.78,-0.0296773494853462,1.325,2.5,4.0,2.5,2.5,3472000.0
우진플라임,기계,2015,294346210000.0,347.48,22.35,-3.48,-0.0351131055363321,0.675,2.5,2.0,2.5,2.5,0.0
웅진,서비스업,2015,1203683619000.0,236.73,29.7,-1.39,0.4717576984775568,0.43,2.5,2.0,2.5,2.5,0.0
웅진씽크빅,서비스업,2015,494211834000.0,90.63,52.46,1.17,-0.0281704910753374,1.67,2.5,3.0,2.5,2.5,0.0
원림,섬유의복,2015,133313044000.0,30.63,76.55,-3.2,-0.0054089284356224,0.8400000000000001,2.5,2.0,2.5,2.5,490000.0
윌비스,유통업,2015,305011416000.0,127.26,44.0,22.65,0.0061700725091882,0.77,2.5,3.0,2.5,2.5,1009000.0
유니드,화학,2015,1036809019000.0,70.76,58.56,5.84,-0.0069065419469811,1.04,2.5,2.0,2.5,4.0,9779000.0
유니온,비금속광물,2015,163957108000.0,33.66,74.82,-14.75,0.0694270160767211,0.675,2.5,3.0,2.5,2.5,1013000.0
유니퀘스트,유통업,2015,244386643000.0,44.29,69.3,4.83,0.1277032742916862,1.71,2.5,4.0,2.5,2.5,5313000.0
유성기업,운수장비,2015,373789816000.0,32.28,75.6,-11.71,0.1682029927945705,0.65,2.5,3.0,2.5,2.5,3078000.0
유수홀딩스,서비스업,2015,464546229000.0,73.92,57.5,7.39,3.057404012711072,1.565,2.5,3.0,2.5,2.5,1872000.0
유안타증권,증권,2015,8923245082000.0,801.61,11.09,43.57,-0.8511765485299458,1.3,2.5,3.0,2.5,2.5,0.0
유엔젤,서비스업,2015,62111452000.0,17.84,84.86,16.3,0.0244572715456001,1.515,2.5,3.0,2.5,2.5,1148000.0
유유제약,의약품,2015,101400550000.0,41.84,70.5,1.33,0.0256946533235332,1.08,2.5,2.0,2.5,2.5,1202000.0
유한양행,의약품,2015,1880328618000.0,37.86,72.54,10.93,0.1126153307456172,2.13,4.0,4.0,2.5,4.0,20546000.0
유화증권,증권,2015,608234092000.0,29.58,77.17,0.0,0.0818466085231265,0.5,2.5,4.0,2.5,2.5,9539000.0
율촌화학,화학,2015,515207692000.0,63.66,61.1,-3.48,0.1399263735331672,1.0,2.5,2.0,2.5,2.5,12400000.0
이건산업,종이목재,2015,467596733000.0,191.46,34.31,8.84,0.1532750787975987,2.47,2.5,3.0,2.5,2.5,1405000.0
이구산업,철강금속,2015,249720598000.0,157.58,38.82,-11.76,0.0603077430875466,0.45,2.5,4.0,2.5,4.0,0.0
이마트,유통업,2015,14493751838000.0,100.21,49.95,3.7,0.0658284005236038,0.895,2.5,2.0,2.5,5.0,41796000.0
이수페타시스,전기전자,2015,506297787000.0,155.55,39.13,3.2,0.1549001436895544,1.155,2.5,2.0,2.5,4.0,3586000.0
이수화학,화학,2015,1028558559000.0,193.19,34.11,-20.54,0.0548894437384781,0.305,2.5,2.0,4.0,2.5,4379000.0
이스타코,서비스업,2015,115417616000.0,123.44,44.75,1.35,-8.29413902219556,1.925,2.5,2.0,2.5,2.5,0.0
이아이디,전기전자,2015,78932300000.0,109.13,47.82,0.0,-0.1069665707740663,2.5,2.5,2.0,2.5,2.5,0.0
이연제약,의약품,2015,260929163000.0,19.79,83.48,2.14,0.0843957225322469,2.275,2.5,3.0,2.5,2.5,3870000.0
이월드,서비스업,2015,218042328000.0,72.59,57.94,11.0,0.0862213709013016,1.915,2.5,2.0,2.5,2.5,0.0
이화산업,유통업,2015,273316937000.0,45.63,68.67,4.44,-0.1127893754333564,1.025,2.5,2.0,2.5,2.5,0.0
인디에프,섬유의복,2015,167142676000.0,121.46,45.15,-8.44,0.0206117651861052,2.255,2.5,2.0,2.5,2.5,0.0
인스코비,유통업,2015,48649997000.0,91.69,52.17,-36.7,-0.5710195629552549,4.695,2.5,2.0,2.5,2.5,0.0
인지컨트롤스,운수장비,2015,472137335000.0,132.98,42.92,11.15,0.0960572486379736,0.5650000000000001,2.5,2.0,2.5,2.5,2178000.0
인천도시가스,전기가스업,2015,334171638000.0,109.47,47.74,-23.44,0.0328809671277873,1.12,2.5,3.0,2.5,2.5,5152000.0
인터지스,운수창고업,2015,528489692000.0,146.19,40.62,3.82,0.0047783876945317,0.48,2.5,3.0,2.5,2.5,2821000.0
인팩,운수장비,2015,189362683000.0,86.88,53.51,2.01,0.0940093331730667,0.935,2.5,3.0,2.5,2.5,1400000.0
일성건설,건설업,2015,257478729000.0,185.64,35.01,20.31,-0.0533085392280462,0.7100000000000001,2.5,2.0,2.5,2.5,16000.0
일성신약,의약품,2015,367028331000.0,15.29,86.74,-1.73,0.0978400680217021,1.13,2.5,3.0,2.5,2.5,1008000.0
일신방직,섬유의복,2015,889516557000.0,31.03,76.32,5.29,0.0564224248816226,0.95,2.5,4.0,2.5,2.5,5848000.0
일신석재,유통업,2015,80302650000.0,53.31,65.23,0.61,-0.0334735117697464,1.985,2.5,2.0,2.5,2.5,0.0
일양약품,의약품,2015,430830075000.0,134.83,42.58,0.0,0.1241261410733085,4.08,2.5,3.0,2.5,2.5,0.0
일정실업,섬유의복,2015,69075803000.0,19.89,83.41,-13.4,0.0649339781974512,0.645,2.5,2.0,2.5,2.5,1500000.0
일진전기,전기전자,2015,735434079000.0,128.92,43.68,-7.27,0.0390034927270126,0.8250000000000001,2.5,3.0,2.5,2.5,2966000.0
일진홀딩스,서비스업,2015,1075919203000.0,136.08,42.36,-4.38,6.770633148952983,1.925,2.5,2.0,2.5,2.5,3219000.0
자화전자,전기전자,2015,399278574000.0,45.24,68.85,-18.03,0.1871289131099806,0.955,2.5,3.0,2.5,2.5,6588000.0
전방,섬유의복,2015,519484803000.0,179.43,35.79,-3.23,0.0090676411499826,0.505,2.5,2.0,2.5,2.5,0.0
제일기획,서비스업,2015,1866861902000.0,133.26,42.87,5.27,0.1248926120631822,4.555,2.5,2.0,4.0,4.0,30384000.0
제주은행,은행,2015,4464601000000.0,1303.87,7.12,-0.66,0.3003540542803488,0.72,2.5,5.0,2.5,2.5,2213000.0
조광페인트,화학,2015,240788271000.0,44.99,68.97,-2.22,0.1155861318764006,1.77,2.5,1.0,2.5,2.5,2625000.0
조광피혁,기타제조업,2015,196853700000.0,11.15,89.97,-8.22,0.1290697439987593,3.44,2.5,3.0,2.5,2.5,0.0
조비,화학,2015,86659967000.0,176.68,36.14,7.26,-0.0032665907391038,1.89,2.5,2.0,2.5,2.5,0.0
조선내화,비금속광물,2015,903697171000.0,50.29,66.54,-14.93,0.1101049442440319,0.975,2.5,2.0,2.5,2.5,13000000.0
조선선재,기계,2015,89007793000.0,18.26,84.56,-6.48,0.2747689420206832,1.28,2.5,2.0,2.5,2.5,0.0
조일알미늄,철강금속,2015,275509948000.0,66.97,59.89,-12.06,0.0607144886102311,0.85,2.5,3.0,2.5,4.0,1044000.0
조흥,음식료품,2015,148992933000.0,39.55,71.66,0.38,0.031581782349718,1.215,2.5,3.0,2.5,2.5,1500000.0
종근당,의약품,2015,576286704000.0,83.2,54.58,8.89,0.0122735475355826,2.715,2.5,3.0,2.5,2.5,5642000.0
종근당바이오,의약품,2015,170642857000.0,33.97,74.64,0.28,0.1343969219521796,1.265,2.5,3.0,2.5,2.5,1795000.0
종근당홀딩스,서비스업,2015,501005739000.0,31.41,76.1,22.29,0.5820838992642897,1.79,2.5,2.0,2.5,2.5,5032000.0
주연테크,전기전자,2015,28466994000.0,43.59,69.64,21.48,0.0207325617165269,2.315,2.5,2.0,2.5,2.5,0.0
지엠비코리아,운수장비,2015,459399994000.0,114.37,46.65,1.77,0.031973111349803,0.56,2.5,4.0,2.5,2.5,2289000.0
지투알,서비스업,2015,482838658000.0,257.86,27.94,24.3,0.8470835898650249,1.74,2.5,4.0,2.5,2.5,3242000.0
진도,유통업,2015,150834580000.0,69.54,58.98,0.65,0.1129419208705714,0.715,2.5,2.0,2.5,2.5,1870000.0
진양산업,화학,2015,43050956000.0,17.88,84.83,13.68,0.1872815746488075,1.215,2.5,3.0,2.5,2.5,1950000.0
진양홀딩스,서비스업,2015,536626201000.0,45.72,68.63,-4.63,1.4263483995631354,1.335,2.5,3.0,2.5,2.5,5480000.0
진양화학,화학,2015,42532149000.0,40.86,70.99,-10.75,0.0324812769263366,1.985,2.5,3.0,2.5,2.5,1200000.0
진원생명과학,유통업,2015,47691247000.0,20.92,82.7,15.19,0.032269347150259,5.045,2.5,2.0,2.5,2.5,0.0
진흥기업,건설업,2015,530471940000.0,705.13,12.42,14.06,0.1376815475127296,6.14,2.5,2.0,2.5,4.0,0.0
참엔지니어링,기계,2015,643323602000.0,2458.97,3.91,47.0,0.2728014102335117,2.32,2.5,2.0,2.5,2.5,0.0
천일고속,운수창고업,2015,63067608000.0,28.23,77.98,-2.15,0.0569562875879175,3.41,2.5,3.0,2.5,2.5,8562000.0
카프로,화학,2015,437356251000.0,68.07,59.5,-45.1,-0.0167349769735311,0.55,2.5,2.0,2.5,4.0,0.0
코리아써키트,전기전자,2015,526992026000.0,32.15,75.67,2.02,0.128586131901802,0.915,2.5,3.0,2.5,4.0,2756000.0
코스맥스비티아이,서비스업,2015,544562916000.0,67.35,59.76,47.06,1.655382521986012,2.895,2.5,3.0,2.5,2.5,1243000.0
코스모신소재,화학,2015,222555116000.0,357.42,21.86,-10.66,0.0756051534956229,0.99,2.5,2.0,4.0,4.0,0.0
코스모화학,화학,2015,630470683000.0,308.3,24.49,-11.29,-0.0171180019643608,0.645,2.5,2.0,2.5,4.0,0.0
코아스,기타제조업,2015,89438043000.0,190.4,34.43,-2.35,0.1137687511134865,2.805,2.5,3.0,2.5,2.5,0.0
코오롱,서비스업,2015,3291820462000.0,308.67,24.47,-7.7,4.112955290176946,1.53,2.5,3.0,2.5,2.5,6623000.0
코오롱글로벌,건설업,2015,1979654412000.0,352.37,22.11,-9.93,0.0625507884493491,0.995,2.5,3.0,2.5,2.5,7620000.0
코오롱플라스틱,화학,2015,208616752000.0,113.93,46.74,2.1,0.0970178265423651,2.1950000000000003,4.0,4.0,4.0,4.0,2175000.0
코웨이,서비스업,2015,1775397143000.0,43.38,69.74,7.17,0.237284660421654,6.865,4.0,3.0,5.0,5.0,208032000.0
콤텍시스템,서비스업,2015,107817629000.0,99.53,50.12,-21.4,-0.0350420812860426,1.495,2.5,2.0,2.5,2.5,0.0
키움증권,증권,2015,6473795166000.0,483.31,17.14,38.56,-0.2442627612013936,1.465,2.5,5.0,2.5,2.5,15470000.0
태경산업,화학,2015,467026320000.0,81.47,55.11,-13.2,0.2228442679058646,1.325,2.5,3.0,2.5,2.5,5261000.0
태광산업,화학,2015,3824851529000.0,29.65,77.13,-11.32,0.2058025748045252,0.64,2.5,2.0,2.5,2.5,1473000.0
태림포장,종이목재,2015,621990367000.0,66.31,60.13,0.0,0.0363419716261355,0.78,2.5,2.0,2.5,2.5,531000.0
태영건설,건설업,2015,3011325836000.0,138.21,41.98,0.45,0.0587038330932495,0.64,4.0,4.0,2.5,4.0,0.0
태원물산,운수장비,2015,43650059000.0,37.43,72.77,-3.48,0.0423445606900396,0.925,2.5,2.0,2.5,2.5,660000.0
태평양물산,섬유의복,2015,611246572000.0,292.1,25.5,5.47,0.0018241691501951,1.27,2.5,3.0,2.5,2.5,748000.0
텔코웨어,서비스업,2015,119593383000.0,14.42,87.39,17.23,0.2739757621694458,1.455,2.5,3.0,2.5,2.5,3714000.0
티에이치엔,전기전자,2015,197688214000.0,801.75,11.09,20.43,0.0189269342341706,0.5549999999999999,2.5,2.0,2.5,2.5,848000.0
티웨이홀딩스,비금속광물,2015,146705005000.0,238.05,29.58,22.3,1.5103518282699655,5.875,2.5,1.0,2.5,2.5,0.0
파미셀,의약품,2015,102101332000.0,11.78,89.46,24.91,-0.0957727994915792,5.965,2.5,3.0,2.5,2.5,0.0
팜스코,음식료품,2015,776145267000.0,192.03,34.24,3.67,0.0471716772820867,2.085,2.5,3.0,2.5,2.5,0.0
퍼스텍,기계,2015,203613976000.0,178.34,35.93,20.02,-0.073167588568932,4.02,2.5,3.0,2.5,2.5,0.0
퍼시스,기타제조업,2015,401495530000.0,13.61,88.02,10.78,0.149546089276552,1.135,2.5,3.0,2.5,2.5,6668000.0
페이퍼코리아,종이목재,2015,554699622000.0,371.61,21.2,-1.93,-0.0398638082449087,1.12,2.5,2.0,2.5,2.5,0.0
평화산업,운수장비,2015,164280658000.0,175.6,36.28,33.77,0.0255158558977777,1.095,2.5,4.0,2.5,2.5,311000.0
평화홀딩스,서비스업,2015,454722206000.0,188.05,34.72,2.3,1.6909573845832462,0.445,2.5,3.0,2.5,2.5,1384000.0
풀무원,서비스업,2015,975950981000.0,195.43,33.85,10.03,1.6498199562797475,2.415,4.0,4.0,4.0,4.0,3799000.0
풍산,철강금속,2015,2607569919000.0,138.57,41.92,-6.02,0.1664220157907348,0.66,4.0,4.0,2.5,4.0,14006000.0
풍산홀딩스,서비스업,2015,698530608000.0,19.05,84.0,-0.37,0.0612722121624314,0.8049999999999999,2.5,3.0,2.5,2.5,7790000.0
하나금융지주,기타금융,2015,326912708000000.0,1323.11,7.03,21.83,6.134743520918403,0.585,5.0,6.0,4.0,2.5,148002000.0
하나투어,서비스업,2015,504354080000.0,132.11,43.08,19.19,0.0972123151450507,10.115,2.5,3.0,2.5,2.5,8832000.0
하이스틸,철강금속,2015,227177154000.0,86.08,53.74,-30.38,0.1019891994821772,0.39,2.5,3.0,2.5,2.5,0.0
하이트진로,음식료품,2015,3460482406000.0,161.25,38.28,1.88,0.182802980437049,1.48,2.5,3.0,2.5,4.0,69839000.0
하이트진로홀딩스,서비스업,2015,4068786993000.0,266.08,27.32,1.98,6.49520178096025,0.38,2.5,3.0,2.5,2.5,4387000.0
한국가스공사,전기가스업,2015,42385339683000.0,321.45,23.73,-30.13,0.2141200054485534,0.465,4.0,4.0,4.0,5.0,14898000.0
한국공항,운수창고업,2015,381351995000.0,42.0,70.42,0.0,0.0781162737047169,0.47,2.5,1.0,2.5,2.5,1529000.0
한국내화,비금속광물,2015,201235778000.0,98.36,50.41,1.82,0.0626205574365988,0.895,2.5,3.0,2.5,2.5,1063000.0
한국쉘석유,화학,2015,126542699000.0,30.65,76.54,-6.23,0.1690479141441445,8.455,4.0,4.0,4.0,2.5,23400000.0
한국전자홀딩스,서비스업,2015,217226132000.0,81.67,55.04,-21.28,0.2359432490586336,0.335,2.5,3.0,2.5,2.5,0.0
한국종합기술,서비스업,2015,225647093000.0,85.88,53.8,11.94,0.0023390003695893,0.58,2.5,3.0,2.5,2.5,1095000.0
한국주강,기계,2015,70437858000.0,6.53,93.87,-5.84,0.1674892893286854,0.535,2.5,2.0,2.5,2.5,0.0
한국철강,철강금속,2015,896577601000.0,23.02,81.29,-8.38,0.1530123864743615,0.62,2.5,3.0,2.5,4.0,8286000.0
한국카본,기계,2015,347432101000.0,23.25,81.13,4.97,0.007979258786525,1.03,2.5,2.0,2.5,2.5,4954000.0
한국콜마,화학,2015,344296273000.0,56.01,64.1,16.17,0.0975611383539036,9.09,2.5,2.0,2.5,2.5,4220000.0
한국콜마홀딩스,서비스업,2015,499515755000.0,86.51,53.62,34.65,1.7950041940066293,7.57,2.5,3.0,2.5,2.5,2081000.0
한국화장품,유통업,2015,72898699000.0,75.74,56.9,28.97,-0.6221326523166727,4.515000000000001,2.5,2.0,2.5,2.5,0.0
한국화장품제조,화학,2015,50200633000.0,44.52,69.2,28.26,0.1582609173666388,4.71,2.5,3.0,2.5,2.5,0.0
한농화성,화학,2015,140477980000.0,49.4,66.94,-7.71,0.1126385862264545,0.705,2.5,3.0,2.5,2.5,1529000.0
한독,의약품,2015,530587277000.0,74.7,57.24,0.0,0.0408399088365501,1.39,2.5,3.0,4.0,2.5,1245000.0
한미반도체,기계,2015,225559496000.0,16.29,85.99,0.0,0.3031110780959496,1.84,2.5,2.0,2.5,2.5,10963000.0
한미사이언스,서비스업,2015,932024384000.0,59.53,62.69,45.74,0.2704803684234795,14.07,2.5,3.0,2.5,2.5,27620000.0
한미약품,의약품,2015,1722592753000.0,131.28,43.24,73.07,0.0913660867073467,10.275,2.5,2.0,4.0,4.0,20420000.0
한샘,유통업,2015,768849170000.0,76.67,56.6,29.09,0.1232483073755691,13.955,2.5,4.0,2.5,2.5,18080000.0
한섬,섬유의복,2015,957470937000.0,15.17,86.83,17.5,0.0744244045278309,1.065,2.5,3.0,2.5,2.5,6591000.0
한성기업,음식료품,2015,214603274000.0,301.71,24.89,1.53,-0.0462324873862533,0.935,2.5,2.0,2.5,2.5,0.0
한세실업,섬유의복,2015,992172304000.0,133.12,42.9,20.81,0.0098905799135501,4.75,2.5,4.0,2.5,2.5,10000000.0
한세예스24홀딩스,서비스업,2015,1436140855000.0,161.48,38.24,20.69,4.879991472958767,7.385,2.5,3.0,2.5,2.5,4800000.0
한솔로지스틱스,운수창고업,2015,90195689000.0,123.11,44.82,-14.6,-0.0034544105478764,4.425,2.5,2.0,2.5,2.5,329000.0
한솔케미칼,화학,2015,521035797000.0,111.14,47.36,9.49,0.1629651588715485,3.76,4.0,4.0,2.5,4.0,8871000.0
한솔테크닉스,전기전자,2015,541196306000.0,109.42,47.75,14.89,0.0812586891671747,2.095,2.5,2.0,2.5,2.5,0.0
한솔홀딩스,서비스업,2015,1974138514000.0,247.2,28.8,17.94,5.1353409090909095,0.51,2.5,3.0,2.5,2.5,0.0
